Product code,Product label,China's imports from Russian Federation-Value in 2012,China's imports from Russian Federation-Value in 2013,China's imports from Russian Federation-Value in 2014,China's imports from Russian Federation-Value in 2015,China's imports from Russian Federation-Value in 2016,China's imports from Russian Federation-Value in 2017,China's imports from Russian Federation-Value in 2018,China's imports from Russian Federation-Value in 2019,China's imports from Russian Federation-Value in 2020,China's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
843039,"Coal or rock cutters and tunnelling machinery, not self-propelled (excluding hand-operated ...",0,0,0,0,0,0,0,0,0,0,,1572,2999,1209,1555,962,3957,2547,1559,1901,2295,,80615,141693,61592,36675,21946,27918,58371,49801,33467,14834
843221,"Disc harrows for use in agriculture, horticulture or forestry",0,0,0,0,0,0,0,0,0,0,,1518,2655,2557,2695,2868,5910,5863,5961,7412,8622,,2376,921,2743,2981,1631,1023,701,1011,630,495
843290,"Parts of agricultural, horticultural or forestry machinery for soil preparation or cultivation ...",0,2,1,0,0,0,2,0,0,0,,7291,8465,9401,7792,8471,11797,14209,14164,19429,30019,,65193,36989,34547,24673,62871,64062,32051,39754,38722,24588
843410,Milking machines,0,0,0,0,0,0,0,0,0,0,,1242,450,590,1026,274,1997,1803,2633,2681,1739,,9601,10935,28076,17317,11272,4750,3967,4098,11161,8999
843420,"Dairy machinery (excluding refrigerating or heat treatment equipment, cream separators, clarifying ...",0,0,0,0,0,0,0,0,0,0,,3481,3507,2302,3462,1835,14721,5660,6978,6494,6629,,9622,6060,7611,12225,11965,24840,7604,18707,22360,31687
844090,"Parts of bookbinding machinery, n.e.s.",0,0,0,0,0,0,0,0,0,0,,5,15,15,8,9,10,7,14,10,31,,3466,4613,3932,3409,2922,3923,4560,3842,2795,3054
844180,"Machinery for making up paper pulp, paper or paperboard, n.e.s.",0,0,0,0,0,0,0,0,0,0,,93,247,1647,864,949,683,661,789,247,1374,,113280,71803,99962,108202,62383,41105,42293,18348,21618,52136
844230,"Machinery, apparatus and equipment for preparing or making printing blocks, plates, cylinders ...",0,0,0,0,0,0,0,0,0,0,,497,81,416,123,325,445,818,406,204,237,,43257,44206,51150,32964,19874,49253,28044,28109,23416,26209
844315,Letterpress printing machinery (excluding flexographic printing and reel fed machinery),0,0,0,0,0,0,0,0,0,0,,138,567,161,0,262,0,65,18,13,0,,14773,6859,4158,4072,3239,6366,2721,149,1453,124
844319,"Printing machinery used for printing by means of plates, cylinders and other printing components ...",0,0,0,0,0,0,0,0,0,0,,607,548,893,1084,574,1560,1050,1743,498,1108,,202841,183467,119386,91997,72327,91588,76751,116144,65059,62469
844331,"Machines which perform two or more of the functions of printing, copying or facsimile transmission, ...",0,0,0,0,0,0,0,0,0,0,,2708,8407,5232,3125,2490,4288,5545,11840,15217,21060,,769891,778687,824471,792658,793012,981642,1180974,1150781,1041771,993313
844511,Carding machines for preparing textile fibres,7,0,0,0,0,0,0,0,0,0,,725,211,268,25,443,38,98,96,160,67,,82973,46278,70774,73114,44333,69864,71624,55076,49022,113123
844540,"Textile winding, incl. weft-winding, or reeling machines",0,0,0,0,0,0,0,0,0,0,,671,540,7,45,37,20,182,156,104,19,,425246,400578,278917,260044,231252,341691,314804,274703,119143,212409
844629,"Hand looms for weaving fabrics of a width > 30 cm, shuttle type",0,0,0,0,0,0,0,0,0,0,,35,0,0,0,0,1,0,365,90,0,,59,59,49,106,84,92,296,17,1112,22
844720,Flat knitting machines; stitch-bonding machines,0,0,0,0,0,0,0,0,0,0,,484,412,996,135,258,257,272,136,293,186,,416725,379213,340737,268849,311662,373746,210351,116864,69268,98914
844831,Card clothing for machines for preparing textile fibres,0,0,0,0,0,0,0,0,0,0,,641,410,330,278,183,139,180,206,201,151,,25967,30309,25496,24255,24959,28960,31427,28237,30924,37210
845129,"Drying machines for textile yarns, fabrics or made-up textile articles (excluding machines ...",0,0,0,0,0,0,0,0,0,0,,538,438,575,315,436,508,564,625,505,567,,21781,14053,17655,11287,9061,22707,15605,17395,18854,25623
845140,"Machines for washing, bleaching or dyeing textile yarns, fabrics or made-up textile articles ...",0,0,0,0,0,0,0,0,0,0,,733,871,42,644,2,2,10,35,12,107,,116859,146830,114138,102307,90303,118754,107679,100804,83790,73214
845150,"Machines for reeling, unreeling, folding, cutting or pinking textile fabrics",0,0,0,0,0,0,0,0,0,0,,108,253,526,44,232,155,771,272,615,928,,82058,67038,71185,61175,55908,83602,75013,75617,60592,54411
845390,"Parts of machinery for preparing, tanning or working hides, skins or leather or for making ...",0,0,0,0,0,0,0,0,0,0,,397,286,323,819,918,277,693,80,128,32,,5917,6369,7006,5941,4809,6092,6604,5952,4970,5713
845611,"Machine tools for working any material by removal of material, operated by laser (excl. soldering ...",0,0,0,0,0,7,0,38,22,0,,0,0,0,0,0,1029,3950,6593,4719,4684,,0,0,0,0,0,880689,918908,714919,760765,837416
845630,"Machine tools for working any material by removal of material, operated by electro-discharge ...",85,97,0,255,0,0,0,0,75,0,,428,488,607,1227,529,989,849,793,591,398,,163829,163994,193388,179411,155642,204565,235109,144491,166549,229108
845640,"Machine tools for working any material by removal of material, operated by plasma arc processes",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,310,267,235,1129,1135,,0,0,0,0,0,25813,31159,30748,38611,40805
845811,"Horizontal lathes, incl. turning centres, for removing metal, numerically controlled",0,0,0,0,0,0,0,0,0,0,,7402,3404,5332,2910,2752,5175,8475,5021,6216,8532,,529277,518339,511340,412469,350196,417123,509860,446096,318013,364885
845939,"Boring-milling machines for metals, not numerically controlled (excluding way-type unit head ...",310,0,0,0,0,0,0,0,0,0,,751,1076,1084,399,111,381,275,614,561,648,,2370,3756,2231,1356,485,2377,996,801,548,164
845959,"Milling machines for metals, knee-type, not numerically controlled",26,0,0,0,0,0,0,0,0,0,,3473,472,351,278,181,217,1104,772,562,856,,3844,2716,3198,2093,1994,2813,2114,1434,1139,1193
846012,"Flat-surface grinding machines for finishing metal, numerically controlled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,224,153,1,50,,0,0,0,0,0,70817,83076,143907,103487,90503
846190,"Planing machines and other machine tools for working metals, metal carbides or cermets by removing ...",86,84,0,119,0,0,0,0,0,0,,337,106,121,108,186,17,296,340,261,987,,43490,35442,18189,19439,14143,12782,19367,16676,14865,13539
846880,"Machinery and apparatus for welding, not gas-operated (excluding electric machines and apparatus ...",0,0,0,0,0,0,0,0,0,0,,123,115,227,311,190,385,1569,177,544,245,,89846,51569,55761,50830,56873,75662,50114,45640,26358,45493
847021,"Electronic calculating machines incorporating a printing device, with mains connection (excluding ...",0,0,0,0,0,0,0,0,0,0,,2580,3463,4811,332,272,246,77,16,19,71,,551,417,433,345,166,269,365,817,23,220
850134,DC motors and DC generators of an output > 375 kW (excl. photovoltaic generators),208,0,0,5,0,0,56,0,0,0,,47953,31194,21281,12654,22661,48026,54769,39293,12573,44995,,33059,26069,19873,11438,10893,8391,6858,4000,3167,1351
848630,Machines and apparatus for the manufacture of flat panel displays,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,0,,1578152,2770054,3008783,4302325,4338556,7093798,10189648,7211531,7073919,5461035
847350,"Parts and accessories equally suitable for use with two or more typewriters, word-processing ...",0,0,0,0,0,0,0,0,0,0,,45,46,12,13,14,46,233,67,240,883,,142349,102096,121371,104205,80834,68859,62103,64234,56389,53286
847979,Passenger boarding bridges (excluding of a kind used in airports),0,0,0,0,0,0,0,0,0,0,,0,63,0,5,2128,2249,53,2307,1,0,,181,4771,21281,16217,9333,1569,1673,61,14,30
852341,"Optical media for the recording of sound or of other phenomena, unrecorded (excluding goods ...",0,0,0,0,0,0,0,0,0,0,,568,520,365,251,302,203,144,160,122,117,,83089,59298,28436,23346,17926,20729,20499,33721,53130,37176
853080,"Electrical signalling, safety or traffic control equipment (excluding that for railways or ...",0,0,0,0,0,0,0,0,8,0,,27199,15647,13415,14737,3922,3783,3764,4627,6454,7151,,18361,20136,31676,8304,16625,12676,14699,6375,5243,17285
851930,"Turntables """"record-decks""""""""",0,0,0,0,0,0,0,0,0,0,,2,11,4,1,2,4,18,4,1,0,,59,149,172,376,808,1229,1569,4017,3998,6964
852210,Pick-up cartridges,0,0,0,0,0,0,0,0,0,0,,5,1,1,6,4,2,13,2,5,8,,10631,10503,10405,6701,3398,2385,2038,1577,1163,1834
851120,"Ignition magnetos, magneto-dynamos and magnetic flywheels, for spark-ignition or compression-ignition ...",0,0,3,0,0,5,0,0,200,0,,180,200,141,63,75,69,157,85,112,154,,4916,3158,3254,2444,2936,4060,3843,3988,3785,3756
850740,Nickel-iron accumulators (excluding spent),0,0,0,0,0,0,0,0,0,0,,4982,2950,4590,1353,1981,2753,1865,2934,2098,1174,,38,0,5,0,0,2,9,1,0,3
850163,"AC generators """"alternators"""", of an output > 375 kVA but <= 750 kVA (excl. photovoltaic  ...""",0,0,0,0,0,0,0,0,0,0,,1,467,0,101,266,25,181,118,377,1779,,7096,2926,6275,5585,5846,1973,4379,3857,2555,2201
850211,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",0,0,0,0,0,0,0,0,4,0,,3013,3553,10136,3275,3116,3646,3049,3779,3801,4409,,24544,30815,28023,28443,23533,23523,27339,29534,26312,23137
851531,"Fully or partly automatic machines for arc welding of metals, incl. plasma arc welding",0,0,0,0,0,0,0,0,0,0,,2202,2371,4650,1764,1958,3563,2879,8799,7724,11598,,131226,119262,102713,89554,59152,98999,85505,91805,62501,65262
851632,Electro-thermic hairdressing apparatus (excluding hairdryers),0,0,0,0,0,0,0,0,0,0,,3416,4087,3641,3173,3078,4034,5008,5576,5883,7934,,6282,4644,2571,2316,3123,10301,25878,113589,111006,104715
851672,"Electric toasters, for domestic use",0,0,0,0,0,0,0,0,0,0,,423,550,790,557,568,705,824,1074,1424,2044,,1641,1511,1635,1143,668,832,2229,3068,3307,3397
851711,Line telephone sets with cordless handsets,0,0,0,0,0,0,0,0,0,0,,6771,13151,12355,7182,5418,5856,5120,3960,3436,3484,,13151,10637,13981,26148,2273,2564,1535,1235,240,419
900640,Instant print cameras (excluding special cameras of subheading 9006.10 or 9006.30),0,0,0,0,0,0,0,0,0,0,,5,0,4,6,29,50,94,430,254,489,,16083,18223,18391,19144,21672,14973,18149,14082,13451,20156
900890,"Parts and accessories for image projectors, photographic enlargers and reducers, n.e.s.",2,0,0,0,0,0,0,0,0,0,,20,0,47,42,35,0,0,0,0,0,,6797,6127,10201,3377,1650,1532,2017,2333,1292,1527
901180,"Optical microscopes (excluding for photomicrography, cinephotomicrography or microprojection, ...",1005,182,305,1,113,705,138,286,62,0,,875,453,1172,572,684,586,935,1825,1750,2609,,119822,125734,116451,122718,128806,127050,133386,130472,118959,105300
860799,"Parts of rolling stock of heading 8603, 8604, 8605 or 8606, n.e.s.",709,744,0,0,0,0,0,0,0,0,,41181,40778,30364,15677,16367,22737,15089,15739,13663,57071,,140468,90801,176313,125288,62136,46995,62191,32351,40443,38541
870370,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,69,50,118,5,,0,0,0,0,0,0,0,0,0,7
901910,Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus,0,0,0,0,0,0,3,19,1,0,,3501,2434,2176,3233,3040,5078,5746,7152,11826,11318,,56291,87741,75102,83267,90839,153918,204680,153153,99294,102229
901510,Rangefinders,53,0,0,11,12,30,0,2,0,0,,7258,4293,3260,7278,8875,8969,5629,11956,5634,8212,,18783,26095,38109,44355,80242,110506,136375,157633,149121,194052
901520,"Theodolites and tachymeters """"tacheometers""""""""",0,0,0,0,0,0,0,0,0,0,,577,565,1015,506,557,921,820,700,546,840,,2349,4028,5169,2935,4525,2329,3249,3956,4841,2951
853510,Fuses for a voltage > 1.000 V,0,0,0,0,0,0,0,0,0,0,,1089,1312,853,495,390,468,617,595,617,794,,6317,7085,6745,8672,8685,7924,9191,12947,14437,11861
871190,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor and side cars for motorcycles ...",0,0,0,0,2,0,0,0,0,0,,40,16,51,41,300,333,74,722,95,182,,445,1534,955,3152,3130,581,17,0,18,147
871420,"Parts and accessories for carriages for disabled persons, n.e.s.",0,0,0,0,0,0,0,1,0,0,,17,12,14,42,63,56,6,9,4,16,,18275,13083,16236,14318,12539,14324,14143,14243,12839,12371
871495,Saddles for cycles (excluding for motorcycles),0,0,0,0,0,0,0,0,0,0,,14,17,10,12,12,22,18,32,28,28,,2641,2252,2654,2616,3099,3500,2229,1976,3161,3875
871639,"Trailers and semi-trailers for the transport of goods, not designed for running on rails (excluding ...",0,0,0,0,0,0,0,0,0,0,,85567,70393,42860,48482,61152,27428,20253,25572,19744,32916,,1447,3882,1860,1438,2191,2441,1047,558,881,1627
880100,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft",0,0,0,0,0,0,0,0,0,0,,0,4,68,0,0,0,0,0,0,0,,1543,94,35,390,269,700,306,327,89,166
880240,"Aeroplanes and other powered aircraft of an of an unladen weight > 15.000 kg (excl. helicopters, ...",0,0,0,0,0,0,0,0,0,0,,719664,1118730,792283,0,0,0,0,0,0,0,,14949908,20010553,25108332,24773659,19739029,22987278,26934776,15472120,6859046,8673618
890200,Fishing vessels; factory ships and other vessels for processing or preserving fishery products ...,0,0,0,0,0,0,0,0,0,0,,23869,14537,8455,11894,50130,4524,5484,22610,7353,26757,,14592,5153,62737,2563,719,1906,2,272,0,0
890399,"Outboard motorboats, for pleasure or sports, and rowing boats and canoes, of a length > 7,5 ...",0,0,0,14,3,0,0,0,122,0,,2036,29209,2733,12856,2732,3194,4978,31759,11362,16970,,40538,16695,20181,13352,7879,17564,18726,6512,5030,62570
900150,Spectacle lenses of materials other than glass,0,0,0,0,0,0,0,0,0,0,,163,236,343,599,705,742,911,1376,1721,2080,,151132,169854,244020,399332,276178,429984,281127,325098,356044,452084
482210,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ...",0,0,0,0,0,0,0,0,0,0,,303,358,228,114,118,49,40,50,126,220,,1766,1627,1720,680,607,955,1058,165,147,48
482320,"Filter paper and paperboard, in strips or rolls of a width <= 36 cm, in rectangular or square ...",0,0,0,0,42,0,0,0,0,0,,1666,1625,1621,1332,1462,2003,1704,1917,1930,2594,,30683,32043,44904,38617,37434,30419,40140,39484,30870,29514
482340,"Rolls, sheets and dials, printed for self-recording apparatus, in rolls of a width <= 36 cm, ...",0,0,0,0,0,0,0,0,0,0,,301,427,380,301,361,568,593,625,501,513,,1899,1759,2203,1638,1319,2370,1832,1826,1291,1293
490400,"Music, printed or in manuscript, whether or not bound or illustrated",0,0,0,0,0,0,0,0,0,0,,409,262,205,203,189,160,405,145,124,162,,122,205,263,290,244,397,599,753,660,1166
490591,"Maps and hydrographic or similar charts of all kinds, incl. atlases and topographical plans, ...",0,0,0,0,0,0,0,0,0,0,,57,72,73,38,40,41,74,45,25,27,,401,243,314,362,573,682,455,294,391,257
500300,"Silk waste, incl. cocoons unsuitable for reeling, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7893,7745,7991,6533,8633,10428,15602,18552,24124,51683
510111,"Greasy shorn wool, incl. fleece-washed wool, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,5833,11127,9966,8234,10627,7383,6552,8141,3018,3310,,2397534,2486697,2124847,2129996,2129530,2536315,2943878,2235674,1552013,2150685
510211,"Hair of Kashmir """"cashmere"""" goats, neither carded nor combed""""",0,0,0,0,0,0,0,0,0,0,,1,0,12,0,0,0,0,0,0,2,,1523,1874,126,850,321,149,0,114,96,101
510810,Carded yarn of fine animal hair (excluding that of wool or that put up for retail sale),0,0,0,0,26,0,0,0,0,0,,7,2,0,0,0,0,13,0,0,0,,10491,12738,16444,16140,13255,51426,25193,28272,27943,41514
510910,"Yarn containing >= 85% wool or fine animal hair by weight, put up for retail sale",0,0,0,0,0,0,0,0,0,0,,212,169,66,57,75,94,114,91,99,95,,340,303,145,344,432,519,575,594,924,1176
511190,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,318,418,1260,480,192,297,189,112,71,22,,6876,5720,5817,5312,5026,7401,6346,4736,3086,4112
511300,Woven fabrics of coarse animal hair or of horsehair (excluding fabrics for technical uses of ...,0,0,0,0,0,0,0,0,0,0,,26,42,71,18,2,0,22,68,28,41,,449,450,254,256,178,232,244,181,456,159
520100,"Cotton, neither carded nor combed",0,0,0,2592,0,0,0,0,0,0,,4,781,1723,139,238,5813,483,581,1496,997,,11804012,8440549,4990039,2564094,1561008,2185781,3165657,3567225,3562312,3798245
520512,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",320,0,416,80,0,0,0,0,0,0,,2704,902,1825,1364,1519,2699,1281,1703,2569,1915,,1888094,2805305,2547089,2376235,2144081,2312719,2477363,2085378,1958541,2529982
520533,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,4,185,108,72,98,112,71,68,55,46,,2151,2718,1890,849,1039,1270,533,321,300,498
520645,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,2,1,0,23,1,0,0,0,0,0,,111,337,316,594,1767,2069,2010,296,350,488
520813,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,27,19,11,1,7,0,41,68,3,,23972,11677,12122,17876,3671,7892,13873,8948,6291,2083
520821,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, ...",0,0,0,0,0,0,0,2,0,0,,4941,8740,5175,4193,5829,5997,6219,8318,8386,8606,,1474,1974,1685,1633,1181,859,1272,1434,1897,1248
520833,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,486,266,188,140,375,723,842,263,337,454,,5752,6015,7066,6472,3647,2882,3118,2146,1685,2637
520841,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,14,10,1,1,3,0,0,0,0,2,,15434,11725,7594,6044,5425,5428,5047,2938,2421,2094
520939,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, dyed (excluding ...",0,0,0,0,0,0,0,0,0,0,,977,640,774,418,423,1163,1162,1859,2250,2126,,125162,108574,105878,76222,55334,47098,46210,35637,22228,19388
520951,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,1,4,14,8,65,80,68,214,160,153,,8626,8380,9152,6056,4326,3558,2852,2184,2579,2255
521019,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,16,8,323,0,26,167,173,215,164,129,,546,603,546,416,247,866,685,1965,1105,970
521029,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,9,2,14,37,25,32,28,40,61,68,,2765,2633,3198,2399,1321,1012,1517,1550,378,331
521041,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,79,9,27,49,13,109,17,22,22,106,,22622,19799,16826,13494,10796,10525,8468,7470,4189,3936
521131,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,276,396,547,301,1906,4540,4330,1641,2085,2301,,21614,28240,15912,13905,11050,9776,9269,8348,5409,6756
521214,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,241,233,127,95,73,84,95,40,38,92,,8462,7193,6850,6213,5410,4715,4963,4429,2928,2474
521225,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,6,0,1,11,4,1,11,2,2,8,,572,438,362,347,178,211,216,278,206,112
530110,"Flax, raw or retted",0,0,0,0,0,0,0,10,0,0,,0,0,0,84,0,0,3,26,24,2,,4,2,0,4,16,0,5,115,61,397
530290,"True hemp """"Cannabis sativa L."""", processed but not spun; tow and waste of hemp, incl. yarn ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,40,34,231,,19,8,6,11,20,15,28,343,460,1215
530929,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, dyed, made of yarn ...",13,0,0,0,0,0,0,0,0,0,,13772,11073,4346,3415,3073,2341,2422,2204,1243,1404,,22715,22141,22600,18444,17130,18313,17753,18182,11311,11923
540249,"Synthetic filament yarn, incl. synthetic monofilament of < 67 decitex, single, untwisted or ...",0,0,0,0,0,0,0,0,0,0,,149,97,71,8,0,0,22,7,10,16,,72898,53917,57723,61429,45316,44597,50948,58587,53573,54867
442191,"Articles of bamboo, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,17,273,365,554,455,700,,0,0,0,0,0,283,361,549,301,492
460192,"Plaits and similar products, of bamboo plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,0,0,0,0,,64,14,52,30,32,42,27,43,24,18,,38,67,133,94,90,15,66,47,16,21
470319,"Unbleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",1243,0,0,352,920,1153,2175,0,0,0,,0,0,0,837,857,1729,3365,0,76,2,,3000,63,892,1387,920,2867,16297,9769,26329,13265
440831,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,0,0,0,0,0,0,0,0,0,,0,0,29,13,9,24,11,8,9,102,,871,1383,2753,436,443,551,2106,1631,1353,849
440922,"Tropical wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,22,55,9,37,,0,0,0,0,0,10993,27432,68009,132825,182000
470710,"Recovered """"waste and scrap"""" paper or paperboard of unbleached kraft paper, corrugated paper ...""",12336,4353,3421,2576,1351,6106,4699,908,885,0,,29026,39544,37176,22479,13523,27892,34782,16272,7952,6964,,3716452,3551419,3190440,3156114,3059398,3692322,3246219,1559229,942075,85388
480220,"Paper and paperboard of a kind used as a base for photosensitive, heat-sensitive or electrosensitive ...",487,388,292,609,650,647,482,354,162,0,,35,5848,7277,5856,7320,6100,8202,9030,6071,6938,,11233,9408,6979,9152,8677,9483,9934,9129,6754,7027
480240,"Wallpaper base, uncoated",0,0,0,0,0,0,0,0,0,0,,29937,29192,20935,13484,17731,16462,16562,13362,13568,12678,,28959,29420,16088,8414,7408,6340,4643,2418,1803,1108
480254,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,2317,2411,2421,1219,1689,1287,2126,1845,817,157,,14924,9767,8275,6645,6854,6810,9192,8037,6850,6924
480700,"Composite paper and paperboard made by sticking flat layers of paper or paperboard together ...""",0,0,0,0,0,0,0,0,0,0,,4860,5054,4051,3069,3172,2550,2087,1809,1659,2292,,23570,16859,18668,22174,32256,31808,41875,32231,23971,25380
480840,"Kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls of a width ...",0,0,0,0,0,0,0,0,0,0,,26,27,26,18,128,69,98,93,62,55,,4417,5414,6202,6920,6067,6995,6685,8321,8024,4645
480990,"Transfer papers, incl. coated or impregnated paper for duplicator stencils or offset plates, ...",0,0,0,0,0,0,0,0,0,0,,111,91,104,96,146,63,61,52,76,90,,14364,11756,13460,13660,8660,8656,9313,10054,6766,8173
481014,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",0,0,0,0,0,0,0,0,0,0,,548,762,567,574,531,39,62,107,101,131,,3890,2387,893,1754,1105,1987,2616,777,990,910
392114,"Plates, sheets, film, foil and strip, of regenerated cellular cellulose, unworked or merely ...",0,0,0,0,0,0,0,0,0,0,,13,246,39,17,164,161,116,81,101,121,,4860,4258,6363,5093,5084,7445,8146,6795,3773,3505
411410,"Chamois leather, incl. combination chamois leather (excluding glac?-tanned leather subsequently ...",0,0,0,0,0,0,0,0,0,0,,2,28,120,120,51,1,7,2,4,4,,14513,16130,12420,11719,13351,8389,7099,6291,3885,5322
411510,"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ...",0,0,0,0,0,0,0,0,0,0,,144,342,293,140,91,105,72,182,146,150,,15409,18720,21617,18656,15614,15086,15174,12101,8225,12698
400110,"Natural rubber latex, whether or not prevulcanised",0,0,0,0,0,0,0,0,0,0,,184,155,229,59,106,23,32,268,110,96,,682037,633326,541479,421152,442667,659090,644844,580041,633561,629187
400241,"Chloroprene latex """"chlorobutadiene rubber, CR""""""""",0,0,0,0,0,0,0,0,0,0,,0,62,0,11,58,133,108,68,57,161,,3594,4163,7177,5117,6612,9822,10159,8456,9285,9405
400400,"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom",0,0,0,0,0,0,0,0,0,0,,56,44,172,82,58,235,411,296,550,588,,0,0,0,0,0,0,0,0,9,0
400690,"Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and ...",0,0,0,0,0,0,0,0,1,0,,2645,1993,711,657,1495,1515,904,1137,667,1271,,22966,17886,20157,15147,13840,13850,15247,12941,15294,15442
400811,"Plates, sheets and strip of cellular rubber",1,0,0,0,0,0,0,0,0,0,,4448,4074,3721,2840,3575,9957,6377,7180,6715,7093,,76150,78351,83008,75153,68869,63839,64106,57707,52918,58201
430190,"Heads, tails, paws and other pieces or cuttings of furskins suitable for use in furriery",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,50,0,0,26,67,21,,181,294,295,179,1645,876,188,2024,411,305
440611,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated, coniferous""""",0,0,0,0,0,1037,1353,549,0,0,,0,0,0,0,47,578,748,496,409,388,,0,0,0,0,0,1037,1353,549,0,0
440311,"Wood in the rough, treated with paint, stains, creosote or other preservatives, coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1654,474,1723,1288,2796,,0,0,0,0,0,46037,53623,47279,23590,26934
440398,"Eucalyptus """"Eucalyptus spp."""" in the rough, whether or not stripped of bark or sapwood, or ...""",0,0,0,0,0,33,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,105168,111517,131073,128900,174722
293920,Alkaloids of cinchona and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,,4155,5846,7675,3809,4687,6608,4161,3804,6473,5192
293930,Caffeine and its salts,0,0,0,0,0,0,0,0,0,0,,5,41,50,80,104,72,66,127,37,52,,19,2,30,67,64,107,66,141,144,66
293941,Ephedrine and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,1,0,1,2,0
