Product code,Product label,Viet Nam's imports from Saudi Arabia-Value in 2012,Viet Nam's imports from Saudi Arabia-Value in 2013,Viet Nam's imports from Saudi Arabia-Value in 2014,Viet Nam's imports from Saudi Arabia-Value in 2015,Viet Nam's imports from Saudi Arabia-Value in 2016,Viet Nam's imports from Saudi Arabia-Value in 2017,Viet Nam's imports from Saudi Arabia-Value in 2018,Viet Nam's imports from Saudi Arabia-Value in 2019,Viet Nam's imports from Saudi Arabia-Value in 2020,Viet Nam's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
845891,"Lathes, incl. turning centres, for removing metal, numerically controlled (excluding horizontal ...",0,0,0,0,0,0,0,0,0,,,106,0,0,0,0,3,31,0,0,0,,22612,26488,38049,24689,28325,38939,39818,63580,31627,15345
845910,"Way-type unit head machines for drilling, boring, milling, threading or tapping metal",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,2,316,0,0,0,,1968,3260,1868,2514,8929,7624,8672,6391,5052,59
845929,"Drilling machines for working metal, not numerically controlled (excluding way-type unit head ...",0,0,0,0,0,0,0,0,0,,,507,334,358,185,78,226,434,0,0,0,,28650,37541,35664,31487,12439,12097,20449,20811,11237,7067
845931,"Boring-milling machines for metals, numerically controlled (excluding way-type unit head machines)",0,0,0,0,0,0,0,0,0,,,212,0,0,6,0,33,36,0,0,0,,3220,2716,1869,1926,2757,5295,17618,8569,3314,5682
846021,"Grinding machines, for working metal, in which the positioning in any one axis can be set up ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,,6173,3767,5759,5289,4882,6372,0,0,0,
846039,"Sharpening """"tool or cutter grinding"""" machines, not numerically controlled""""",0,0,0,0,0,0,0,0,0,,,0,400,0,160,13,11,12,0,0,0,,1942,2941,2932,5186,4370,4485,3416,5842,4660,5379
846510,"Machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials, ...",0,0,0,0,0,0,0,0,0,,,0,0,0,10,4,8,87,0,0,0,,2850,3157,9909,10020,12745,14152,17774,13171,7594,5252
846719,"Pneumatic tools for working in the hand, non-rotary type",0,0,0,0,0,0,0,0,0,,,2259,1623,1225,2178,2314,1225,1746,121,0,3,,7121,7534,8704,7853,9758,8999,8871,11440,10181,11324
846799,"Parts of pneumatic tools for working in the hand, hydraulic or with self-contained electric ...",0,0,0,0,0,0,0,0,0,,,2833,2252,186,1337,354,402,391,0,0,0,,1799,2599,3206,4764,5667,3455,4098,5976,16770,444856
847029,"Electronic calculating machines not incorporating a printing device, with mains connection ...",0,0,0,0,0,0,0,0,0,,,0,1140,540,485,24,464,103,0,0,0,,909,816,811,577,463,481,883,1351,986,394
847190,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and ...",0,0,0,0,0,0,0,0,0,,,4443,11404,3048,18494,6409,3114,3250,0,0,0,,34552,41676,62375,58744,66882,77313,69470,82261,77834,58466
847321,"Parts and accessories of electronic calculating machines of subheading 8470.10, 8470.21 or ...",0,0,0,0,0,0,0,0,0,,,0,0,0,2,25,7,39,0,0,0,,35,53,30,306,132,47,34,37,9,163
847521,Machines for making optical fibres and preforms thereof,0,0,0,0,0,0,0,0,0,,,0,0,0,0,12120,16,12,0,0,0,,0,0,0,50,61,5,5,1,26,
847689,"Automatic goods-vending machines, without heating or refrigerating devices; money changing ...",0,0,0,0,0,0,0,0,0,,,9712,0,360,0,1,2,0,0,0,0,,108,394,110,60,12629,4374,3836,1346,4933,2652
847920,Machinery for the extraction or preparation of animal or fixed vegetable or microbial fats ...,0,0,0,0,0,0,0,0,0,,,0,0,0,0,2,2,0,0,0,4,,2247,2224,1120,1928,4538,11344,1774,3148,4280,3376
847940,Rope or cable-making machines (excluding twisting machines of the type used in spinning mills),0,0,0,0,0,0,0,0,0,,,282,0,0,0,0,1,0,0,0,0,,10225,17867,21357,16320,16038,22852,19389,26604,18054,23988
847981,"Machinery for treating metal, incl. electric wire coil-winders, n.e.s. (excl. industrial robots, ...",0,0,0,0,0,0,0,0,0,,,0,0,243,55,10,77,894,0,152,11,,247641,68811,41130,50193,52361,73584,121321,73573,38376,99014
848340,"Gears and gearing for machinery (excluding toothed wheels, chain sprockets and other transmission ...",0,0,0,0,0,0,0,0,0,,,1622,660,817,1672,1826,2080,1311,305,330,173,,114020,139286,126636,151144,180924,120503,126274,141191,134124,238050
848490,"Sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, ...",0,0,0,0,0,0,0,0,0,,,2631,1745,1440,2077,4850,3756,4570,1173,478,482,,24516,26390,23447,25039,23021,20239,18572,19884,21255,9542
850431,Transformers having a power handling capacity <= 1 kVA (excluding liquid dielectric transformers),0,0,0,0,0,0,0,0,0,,,102,420,437,1898,2215,2045,1046,329,0,0,,73954,91196,75314,99247,73499,75172,88822,110164,134673,164544
850433,Transformers having a power handling capacity > 16 kVA but <= 500 kVA (excluding liquid dielectric ...,0,0,0,0,0,0,0,0,0,,,16379,8996,4219,9167,6821,8490,5535,3080,2285,1549,,13168,5473,8746,7025,9112,7648,6865,10092,6931,6041
850450,Inductors (excluding inductors for discharge lamps or tubes),0,0,0,0,0,0,0,0,0,,,3368,8897,6955,7775,6639,11594,8852,3038,912,161,,196400,205241,209098,254832,285452,331791,347497,434247,587731,489266
850630,Mercuric oxide cells and batteries (excluding spent),0,0,0,0,0,0,0,0,0,,,3433,1227,672,451,295,953,6604,7044,0,1,,0,1,2,2,24,28,10,5,0,
850710,"Lead-acid accumulators of a kind used for starting piston engine """"starter batteries"""" (excluding ...""",0,0,0,0,0,0,0,0,0,,,62240,43808,35480,51472,56753,62380,25581,27456,19274,30039,,14888,12426,10167,13020,13752,19982,26154,27274,23027,52822
850720,Lead acid accumulators (excluding spent and starter batteries),0,0,0,0,0,0,0,0,0,,,26648,41979,31772,40716,20944,2610,2819,4430,2466,14712,,14376,24588,26442,34289,54006,31682,28681,34904,40112,93839
850870,"Parts of vacuum cleaners, dry cleaners and wet vacuum cleaners, n.e.s.",0,0,0,0,0,0,0,0,0,,,310,0,0,150,348,432,78,0,0,13,,2190,6996,19968,10353,8303,6967,7004,12230,24634,90819
851180,"Electrical ignition or starting equipment, incl. cut-outs, of a kind used for spark-ignition ...",0,0,0,0,0,0,0,0,0,,,989,3942,8182,14555,13449,56718,1507,49,0,24,,7537,18814,19945,19417,30372,27506,26983,21615,17776,13914
851230,Electrical sound signalling equipment for cycles or motor vehicles,0,0,0,0,0,0,0,0,0,,,0,0,93,814,1279,50,67,0,0,0,,6738,7255,8153,9412,10330,9800,13235,13933,11548,22441
851420,Furnaces and ovens functioning by induction or dielectric loss,0,0,0,0,0,0,0,0,0,,,0,0,0,3,263,42,27,0,0,0,,11710,37358,10119,19429,12602,18239,32275,20813,10699,11331
851511,"Soldering irons and guns, electric",0,0,0,0,0,0,0,0,0,,,50,0,0,10,34,93,31,0,0,0,,1881,2456,2575,3377,4770,5170,3890,4665,3087,4090
851680,Electric heating resistors (excluding those of agglomerated coal and graphite),0,0,0,0,0,0,0,0,0,,,0,417,1374,23,36,37,36,0,0,0,,16252,19540,26985,27648,36001,57551,56803,60607,57175,66003
851762,"Machines for the reception, conversion and transmission or regeneration of voice, images or ...",0,0,0,0,0,0,0,0,0,,,3625,7399,10002,6269,7527,17123,19935,4,0,18,,250520,269118,495103,607330,598812,630979,643396,679811,786606,1176187
851770,"Parts of telephone sets, telephones for cellular networks or for other wireless networks and ...",0,0,0,0,0,0,0,0,0,,,22237,31407,10400,10030,28011,7000,16333,0,0,0,,4269337,7124265,7378361,9533723,9517484,15204516,14802280,13267263,16072143,20573443
851822,"Multiple loudspeakers, mounted in the same enclosure",0,0,0,0,0,0,0,0,0,,,48,242,0,71,245,109,327,0,0,0,,22821,23034,27310,34694,42861,51354,46847,50089,44869,114959
852190,"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excluding ...",0,0,0,0,0,0,0,0,0,,,375,113,230,185,5820,268,132,0,0,0,,22397,19273,21631,26524,38441,43079,56274,60516,46546,57136
852560,"Transmission apparatus for radio-broadcasting or television, incorporating reception apparatus",0,0,0,0,0,0,0,0,0,,,1170,754,1553,1758,635,765,257,0,0,0,,16600,15044,13808,17616,17899,10705,10213,9855,11074,3939
852692,Radio remote control apparatus,0,0,0,0,0,0,0,0,0,,,541,0,230,17,0,30,85,0,0,0,,1997,4757,5780,7108,2997,5607,8669,7807,18289,93343
852713,"Radio-broadcast receivers capable of operating without an external source of power, combined ...",0,0,0,0,0,0,0,0,0,,,0,0,36,1,72,4,137,0,0,0,,1354,1432,1119,982,877,1345,1470,2231,1254,1746
852729,"Radio-broadcast receivers not capable of operating without an external source of power, of ...",0,0,0,0,0,0,0,0,0,,,0,0,0,13,2,21,57,0,0,0,,1349,3932,5597,7928,8326,7021,6532,6662,6704,7458
852799,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing ...",0,0,0,0,0,0,0,0,0,,,85,0,0,117,20,324,1665,0,0,0,,2114,1799,9894,2704,721,1230,2409,771,430,1864
852852,Monitors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,11,,0,0,0,0,0,0,126776,143092,118089,105864
852861,Projectors of a kind solely or principally used in an automatic data-processing machine of ...,0,0,0,0,0,0,0,0,0,,,647,168,276,293,622,1190,65,0,0,0,,856,938,1686,1533,1310,1087,0,0,0,
853090,"Parts of electrical signalling, safety or traffic control equipment, n.e.s.",0,0,0,0,0,0,0,0,0,,,0,0,0,14,386,5,100,0,0,0,,2552,1452,289,563,399,676,363,304,221,3929
853190,"Parts of electric sound or visual signalling apparatus, n.e.s.",0,0,0,0,0,0,0,0,0,,,308,187,182,541,1462,4016,2783,4,0,0,,4441,6111,5386,6614,15020,31523,44819,54186,69872,94116
853321,Fixed electrical resistors for a power handling capacity <= 20 W (excluding heating resistors),0,0,0,0,0,0,0,0,0,,,0,0,0,2,1,2,66,0,0,0,,9653,9267,11887,22260,27120,32172,82921,77617,97766,172908
853710,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",0,0,0,0,0,0,0,0,4,,,15477,2720,7721,5022,3775,12325,11749,7445,10651,20447,,243081,353328,391351,454331,525567,492488,490743,628668,754139,611066
853922,Filament lamps of a power <= 200 W and for a voltage > 100 V (excluding tungsten halogen filament ...,0,0,0,0,0,0,0,0,0,,,125,114,0,148,77,195,61,17,0,0,,1571,655,702,797,930,247,837,506,2904,7598
854011,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, colour",0,0,0,0,0,0,0,0,0,,,0,0,0,11,169,1,0,0,0,0,,41169,17538,8396,1838,229,2,0,0,0,
854130,"Thyristors, diacs and triacs (excluding photosensitive semiconductor devices)",0,0,0,0,0,0,0,0,0,,,0,0,0,0,72,68,62,0,0,0,,7004,6522,4667,4631,5880,6505,7121,6788,9815,16728
854149,Photosensitive semiconductor devices (excl. photovoltaic generators and cells),0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
854160,Mounted piezoelectric crystals,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9,18,28,0,0,0,,7969,12243,54238,53398,54776,56689,54048,64934,107663,333642
854231,"Electronic integrated circuits as processors and controllers, whether or not combined with ...",0,0,0,0,0,0,0,0,0,,,1447,3706,7401,6518,16996,11476,4695,1788,1623,262,,1620554,1757711,1668350,3168807,4906415,6622602,7209790,11047942,14383418,22155543
854610,Electrical insulators of glass (excluding insulating fittings),0,0,0,0,0,0,0,0,0,,,0,0,0,17,1,1,0,21,36,0,,2986,9731,4765,4888,4088,7586,5669,9462,25228,7704
854710,"Insulating fittings for electrical purposes, of ceramics",0,0,0,0,0,0,0,0,0,,,0,0,48,4,34,3,0,0,0,0,,701,2281,2171,4707,4128,5866,4616,4760,4852,6557
854810,"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,29,10,18,39,19,10,2,3,1,
860110,Rail locomotives powered from an external source of electricity,0,0,0,0,0,0,0,0,0,,,0,3548,0,0,76,197,0,0,0,0,,192,87,66,0,96,0,2444,9,4511,63
860400,"Railway or tramway maintenance or service vehicles, whether or not self-propelled, e.g., workshops, ...",0,0,0,0,0,0,0,0,0,,,2873,0,348,712,3338,15,1577,0,204,0,,9,979,180,500,269,2019,1294,87,369,594
860610,Railway or tramway tank wagons and the like (excluding self-propelled),0,0,0,0,0,0,0,0,0,,,0,28,0,0,3,91,136,0,0,0,,0,0,8272,5707,8066,0,0,2,0,
860691,"Railway or tramway goods vans and wagons, covered and closed (excluding self-discharging goods ...",0,0,0,0,0,0,0,0,0,,,0,0,0,20,0,7,4,0,0,0,,1,2,1,0,0,2,0,0,0,
860719,"Axles, for electrical purposes, and wheels and parts thereof for railway or tramway locomotives ...",0,0,0,0,0,0,0,0,0,,,0,563,42,17,126,747,2321,0,0,51,,4234,667,4505,215,2471,3036,2823,964,2834,1296
870190,"Tractors (excluding those of heading 8709, pedestrian-controlled tractors, road tractors for ...",0,0,0,0,0,0,0,0,0,,,393,1145,1073,483,667,0,0,0,0,0,,52657,28832,30080,709345,319027,53229,0,0,0,
870350,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
870840,"Gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",0,0,0,0,0,0,0,0,0,,,286,555,593,3682,4645,2954,4315,13,331,215,,210260,172929,201523,237166,333830,286347,338598,411153,390587,356968
870870,"Road wheels and parts and accessories thereof, for tractors, motor vehicles for the transport ...",0,0,0,0,0,0,0,0,0,,,101,536,419,501,234,254,184,7,0,0,,24876,24107,31985,47055,62259,55016,71079,80885,81370,79016
870893,"Clutches and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, ...",0,0,0,0,0,0,0,0,0,,,659,1004,617,325,625,84,407,0,0,0,,38553,41406,44584,49402,48472,53673,51827,39195,38387,66630
870990,"Parts of self-propelled works trucks, not fitted with lifting or handling equipment, of the ...",0,0,0,0,0,0,0,0,0,,,186239,162578,339,56118,131296,106532,104713,98,43,1,,769,856,723,1472,2089,1446,1894,2254,746,895
871160,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with electric motor for ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,596,231,280,62418
871200,"Bicycles and other cycles, incl. delivery tricycles, not motorised",0,0,0,0,0,0,0,0,0,,,537,155,774,550,608,414,889,0,0,3,,1319,3249,5307,10221,9219,10832,11132,15423,26216,189402
871390,"Carriages for disabled persons, motorised or otherwise mechanically propelled (excluding specially ...",0,0,0,0,0,0,0,0,0,,,0,111,59,14,8,24,28,0,0,0,,1297,1727,1699,1949,2279,2375,2035,2118,1574,1234
871492,"Wheel rims and spokes, for cycles (excluding for motorcycles)",0,0,0,0,0,0,0,0,0,,,0,90,203,398,597,211,193,474,245,0,,1989,2019,3685,5535,5797,4867,5973,8465,10434,11970
871494,"Brakes, incl. coaster braking hubs and hub brakes, and parts thereof, for cycles (excluding ...",0,0,0,0,0,0,0,0,0,,,0,0,0,4,3,14,3,0,0,0,,3891,4949,7234,12917,13416,8195,13043,19171,30939,49816
871620,Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,0,0,0,0,0,0,0,0,0,,,118,210,852,99,27,22,476,0,0,16,,1,37,0,20,134,0,7,1,64,202
871631,"Tanker trailers and tanker semi-trailers, not designed for running on rails",0,0,0,0,0,0,0,0,0,,,2037,4143,2747,8191,7564,5556,6048,1707,2138,2844,,3602,1251,13277,16742,9345,8794,6779,8710,5928,8194
890690,"Vessels, incl. lifeboats (excluding warships, rowing boats and other vessels of heading 8901 ...",0,0,0,0,0,0,0,0,0,,,710,93,700,1121,158172,507025,677174,0,0,0,,100482,1861,46418,25361,32822,19024,10392,19682,26998,32817
900110,"Optical fibres, optical fibre bundles and cables (excluding made up of individually sheathed ...",0,0,0,0,0,0,0,0,0,,,0,0,0,2,101,4,861,44,45,0,,27659,39899,57744,61492,56347,58718,88664,61496,36450,43610
900120,Sheets and plates of polarising material,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,5499,4926,10180,714,71980,416873,576886,543823,665060,576186
900190,"Lenses, prisms, mirrors and other optical elements, of any material, unmounted (excluding such ...",0,0,0,0,0,0,0,0,0,,,108,557,0,47,65,17,45,0,0,0,,23459,16082,27840,30018,47206,134053,302103,341642,361626,734979
900710,Cinematographic cameras,0,0,0,0,0,0,0,0,0,,,0,57,36,225,1313,230,1342,0,0,0,,298,272,210,629,611,2741,1741,78,296,15
901320,Lasers (excluding laser diodes),0,0,0,0,0,0,0,0,0,,,113,60,606,402,116,190,737,0,5,0,,1386,1506,1811,2352,2961,9602,12503,12333,9072,42331
901480,"Navigational instruments and apparatus (excluding for aeronautical or space navigation, compasses ...",0,0,0,0,0,0,0,0,0,,,0,200,41,1104,218,75,829,0,0,0,,7048,13232,8176,11193,13275,20971,8632,13487,7398,18838
901530,Levels,0,0,0,0,0,0,0,0,0,,,142,0,755,373,48,16,68,0,0,0,,586,1025,2506,1472,1387,1471,1484,1737,2089,11891
901710,"Drafting tables and machines, whether or not automatic (excluding units for automatic data-processing ...",0,0,0,0,0,0,0,0,0,,,200,0,0,50,190,26,91,0,0,0,,487,668,696,546,831,786,799,998,743,1091
901839,"Needles, catheters, cannulae and the like, used in medical, surgical, dental or veterinary ...",0,0,0,0,0,0,0,0,0,,,2066,2217,3421,3883,3066,2357,3134,5160,193,668,,40069,39178,45629,42292,43370,53015,54157,63020,58275,168419
902212,Computer tomography apparatus,0,0,0,0,0,0,0,0,0,,,697,66,371,1370,393,327,714,0,0,0,,38780,20783,22809,30241,54727,58095,52356,58408,25397,17490
902214,"Apparatus based on the use of X-rays, for medical, surgical or veterinary uses (excluding for ...",0,0,0,0,0,0,0,0,0,,,1198,130,208,721,542,37,391,0,0,62,,30685,23222,31628,29796,44852,52404,42783,45178,39080,31532
902229,"Apparatus based on the use of alpha, beta, gamma or other ionising radiation (other than for ...",0,0,0,0,0,0,0,0,0,,,84,0,457,1751,521,66,858,0,0,0,,2368,1145,1900,2106,2878,2973,2887,1271,1444,1243
902410,Machines and appliances for testing metals,0,0,0,0,0,0,0,0,0,,,0,0,110,165,95,141,188,0,0,0,,5726,5260,5655,7829,7233,7320,10435,7997,6824,11509
902810,"Gas meters, incl. calibrating meters therefor",0,0,0,0,0,0,0,0,0,,,0,0,0,5,5,25,0,0,0,0,,7035,8715,5242,5902,4830,3402,5188,2789,2731,602
902920,"Speed indicators and tachometers, stroboscopes",0,0,0,0,0,0,0,0,0,,,274,0,216,14,34,22,97,0,0,0,,12940,13212,20235,23681,28943,25189,50778,54078,53883,29307
902990,"Parts and accessories for revolution counters, production counters, taximeters, milometers, ...",0,0,0,0,0,0,0,0,0,,,0,0,101,0,36,211,5,0,0,0,,12077,11613,11427,13114,16207,19330,23629,20202,14098,12871
903020,Oscilloscopes and oscillographs,0,0,0,0,0,0,0,0,0,,,551,312,306,953,203,344,351,0,0,0,,3508,3910,8213,6509,4413,5813,5671,4506,3896,7044
910119,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,0,0,0,0,0,0,,,5272,0,678,44,425,1338,0,0,0,0,,6,429,126,17,9,59,14,9,103,4248
910400,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ...",0,0,0,0,0,0,0,0,0,,,59,0,0,0,1,102,5,0,0,0,,1858,1439,2202,2107,1960,1207,1817,1359,505,208
910529,Wall clocks (excluding electrically operated),0,0,0,0,0,0,0,0,0,,,32,0,0,33,243,106,228,0,0,0,,190,178,249,336,484,381,360,655,745,764
910811,"Watch movements, complete and assembled, electrically operated, with mechanical display only ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,112,20,0,0,0,0,,0,0,0,2,4,0,0,0,2,9
911019,Rough clock movements,0,0,0,0,0,0,0,0,0,,,0,0,0,81,0,0,0,0,0,0,,12,7,29,31,80,62,78,70,69,
911090,"Complete, unassembled or partly assembled clock movements """"movement sets""""; incomplete clock ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,17,0,1,39,0,0,0,,26,39,41,65,132,262,507,384,73,66
911110,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of precious ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
911190,"Parts of cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,10,0,0,0,0,0,,1139,1582,3233,3947,4882,5359,5222,4667,2368,7125
920790,"Accordions and musical instruments without keyboards, the sound of which is produced, or must ...",0,0,0,0,0,0,0,0,0,,,0,0,0,8,10,53,11,0,0,0,,501,518,232,241,532,432,285,1581,850,1059
920890,"Fairground organs, mechanical street organs, mechanical singing birds, musical saws and other ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,6,0,0,0,0,0,,799,1290,2323,1161,691,1917,2319,1083,386,391
930330,"Sporting, hunting and target-shooting shotguns with one or more rifled bores (other than spring, ...",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,208,190,136,
930599,"Parts and accessories for weapons and the like of heading 9303 or 9304, n.e.s. (excluding of ...",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,16020
930621,Cartridges for smooth-barrelled shotguns,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,9
940130,"Swivel seats with variable height adjustments (excluding medical, surgical, dental or veterinary, ...",0,0,0,0,0,0,0,0,0,,,0,38,0,88,63,139,151,0,0,5,,1802,2512,3285,3390,3827,5823,5847,6494,9320,55209
940159,"Seats of cane, osier or similar materials (excluding of bamboo or rattan)",0,0,0,0,0,0,0,0,0,,,0,84,0,136,1,35,15,0,0,6,,147,39,16,30,23,15,33,29,6,130
940290,"Operating tables, examination tables, and other medical, dental, surgical or veterinary furniture ...",0,0,0,0,0,0,0,0,0,,,637,477,993,771,402,285,708,12,136,20,,8388,9988,12103,14808,24290,24675,29342,23760,27376,32505
940370,"Furniture of plastics (excluding medical, dental, surgical or veterinary, and seats)",0,0,0,0,0,0,0,0,0,,,100,92,128,161,1835,3477,5513,76,77,54,,908,1572,1558,1680,2418,2949,3302,6202,5106,29491
940382,"Furniture of bamboo (excl. seats and medical, surgical, dental or veterinary furniture)",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,27,72,51,144
940490,"Articles of bedding and similar furnishing, fitted with springs or stuffed or internally filled ...""",0,0,0,0,0,0,0,0,0,,,7329,3998,2261,3370,2429,3002,2370,378,908,807,,3525,2564,3409,6097,9013,11477,20296,32669,29699,109221
940610,"Prefabricated buildings of wood, whether or not complete or already assembled",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,3502,,0,0,0,0,0,0,262,1456,213,515
950300,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ...""",0,0,0,0,0,0,0,0,0,,,1898,5021,1119,2604,4363,2267,6794,5,0,5,,16176,20116,26470,41406,48941,57666,67699,89594,97257,720727
950430,"Games with screens, flipper and other games, operated by coins, banknotes, bank cards, tokens ...",0,0,0,0,0,0,0,0,0,,,420,111,172,11,601,34,19,0,0,0,,6639,3621,6607,16458,17658,14652,11597,12141,6917,13259
950611,"Skis, for winter sports",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,4,0,0,7,1,0,1,0,5
950670,"Ice skates and roller skates, incl. skating boots with skates or rollers attached",0,0,0,0,0,0,0,0,0,,,0,78,0,0,9,0,29,0,0,0,,95,343,1057,2439,1710,2033,2570,2526,3389,14405
950710,Fishing rods,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,554,569,753,776,955,1164,1630,1747,3054,22929
960330,"Artists' brushes, writing brushes and similar brushes for the application of cosmetics",0,0,0,0,0,0,0,0,0,,,0,0,0,2,41,19,13,0,0,0,,1316,2315,1625,2212,2872,2836,2220,2189,2721,2800
960350,"Brushes constituting parts of machines, appliances or vehicles",0,0,0,0,0,0,0,0,0,,,0,0,0,38,105,3,126,0,0,0,,927,1471,3947,7964,7452,11554,10101,7962,16324,39971
960621,"Buttons of plastics, not covered with textile material (excluding press-fasteners, snap-fasteners, ...",0,0,0,0,0,0,0,0,0,,,29,0,0,2,0,1,0,0,0,0,,37261,50386,54203,55116,55791,58445,66214,68368,60999,67745
960990,"Pencils, pastels, drawing charcoals, writing or drawing chalks and tailors' chalks",0,0,0,0,0,0,0,0,0,,,599,312,168,520,33,117,75,0,0,0,,621,814,1462,2222,2589,1452,2116,2994,2923,6193
961390,"Parts of lighters, n.e.s.",0,0,0,0,0,0,0,0,0,,,0,0,0,1,95,0,5,0,0,0,,11313,11190,10679,11723,10253,9104,6118,9127,11426,15544
970600,Antiques of > 100 years old,0,0,0,0,0,0,0,0,0,,,10594,263,7354,0,43687,27,0,27256,1484,112,,0,0,0,0,2,3,19,1,2469,1851
10511,"Live fowls of the species Gallus domesticus, weighing <= 185 g (excluding turkeys and guinea ...",0,0,0,0,0,0,0,0,0,,,1810,9361,10569,9335,1197,1803,0,144,407,1526,,6386,6765,7462,7182,9737,9783,12092,14721,19635,17283
10633,"Live ostriches, and emus [Dromaius novaehollandiae]",0,0,0,0,0,0,0,0,0,,,96,0,0,0,0,8,0,4,27,0,,0,0,0,0,0,0,0,53,44,
20312,"Fresh or chilled hams, shoulders and cuts thereof of swine, with bone in",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,3,0,0,0,0,0,0,7,5,765
20430,Frozen lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,,,0,0,267,305,113,7,0,0,0,0,,39,62,5,6,7,13,3,23,12,42
20442,"Frozen cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,,,112,0,342,98,657,601,0,15,0,0,,1799,1743,2000,2280,2642,3114,3335,3949,2278,2126
20500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1966
20610,Fresh or chilled edible offal of bovine animals,0,0,0,0,0,0,0,0,0,,,1697,0,0,0,11,4,39,7,0,27,,0,0,0,1837,9,5,4,106,18,2971
20712,"Frozen fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,,,19494,20415,15187,11355,15565,15029,5985,13584,7792,23375,,7109,12240,9171,11286,13577,5591,13850,26453,34507,28107
