Product code,Product label,India's imports from Japan-Value in 2012,India's imports from Japan-Value in 2013,India's imports from Japan-Value in 2014,India's imports from Japan-Value in 2015,India's imports from Japan-Value in 2016,India's imports from Japan-Value in 2017,India's imports from Japan-Value in 2018,India's imports from Japan-Value in 2019,India's imports from Japan-Value in 2020,India's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
401694,"Boat or dock fenders, whether or not inflatable, of vulcanised rubber (excluding hard rubber ...",2,0,0,54,0,56,0,2,0,2,,21556,21970,17672,16441,10494,10474,9399,11011,8520,11988,,827,988,990,970,476,1170,588,641,1064,1057
851632,Electro-thermic hairdressing apparatus (excluding hairdryers),14,41,12,20,5,1,0,4,1,2,,1314,1701,825,960,1690,1453,2295,2110,1864,1411,,5256,4310,7014,10168,7256,9298,12309,21813,19899,32891
853080,"Electrical signalling, safety or traffic control equipment (excluding that for railways or ...",577,50,24,359,32,122,51,221,0,1,,223,236,415,452,2261,1004,1709,548,855,648,,10186,11864,15969,8572,8923,11763,12996,19252,12468,18730
940421,"Mattresses of cellular rubber or plastics, whether or not covered",0,0,0,0,0,0,2,0,0,1,,575,655,732,1484,1527,1092,1263,1069,949,1599,,1793,1371,1298,1415,1327,1857,2587,2858,2045,3239
480240,"Wallpaper base, uncoated",1,0,0,0,0,0,0,0,0,1,,345,231,239,156,110,258,104,431,764,39,,120,110,104,179,107,233,234,279,111,232
293628,"Vitamin E and its derivatives, used primarily as vitamins",57,1,0,0,162,2,1,1,1,1,,36596,34156,19630,17877,13087,10435,11017,13680,15781,15275,,13468,11698,13238,10635,9805,15308,17614,17175,14373,25769
151550,"Sesame oil and its fractions, whether or not refined, but not chemically modified",7,12,2,2,10,24,2,4,1,1,,37026,40594,44000,45332,52272,52378,55813,59555,61640,70587,,466,6423,6419,815,981,1232,981,5026,1952,1634
250100,"Salts, incl. table salt and denatured salt, and pure sodium chloride, whether or not in aqueous ...",0,0,0,0,2,0,0,1,2,1,,2885,2466,2473,2670,2572,3253,4227,3635,3454,4142,,2987,3192,3338,4060,4080,5240,8099,7069,10390,8742
252100,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ...",654,0,0,0,0,0,0,0,0,1,,49741,47419,46170,44068,48789,50072,52328,57208,61984,62538,,233299,275345,314695,290762,288772,360028,454580,473652,403460,578558
282741,Chloride oxides and chloride hydroxides of copper,0,0,0,0,0,0,0,0,0,1,,1096,943,1021,561,1145,747,422,609,819,881,,93,14,8,15,0,13,4,15,37,104
252800,"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ...",0,0,0,1,1,1,0,0,0,1,,57,94,108,82,26,46,23,24,32,16,,0,13804,22319,20758,23120,25014,31785,32070,24267,42652
511190,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",208,0,0,4,0,0,11,4,1,1,,4303,3256,2858,2644,2045,1757,1523,1412,655,1072,,2257,292,175,173,162,118,466,345,121,265
481014,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",0,34,57,104,185,2,1,29,0,1,,8041,6006,3520,2458,4843,6409,5498,4196,5148,4978,,5126,4899,3816,2297,2288,1969,1362,1024,1322,1587
620459,"Women's or girls' skirts and divided skirts of textile materials (excluding of wool, fine animal ...",2,0,0,0,0,1,3,0,0,1,,493,553,653,889,1070,778,651,747,956,1092,,331,498,751,690,783,453,1085,1107,638,1050
620462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton (excluding ...",123,0,0,0,1,26,13,1,4,1,,9413,7788,8379,10205,12245,12244,15733,19026,22936,32293,,15557,19077,20643,27199,30259,32297,55488,50279,30136,45004
620213,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",4,0,0,0,0,2,0,0,2,1,,5664,4344,4510,4027,5814,5919,7453,5877,4924,8133,,445,854,872,1860,1254,1992,2827,3116,2701,2897
600490,"Knitted or crocheted fabrics, of a width of > 30 cm, containing >= 5% by weight elastomeric ...""",156,112,234,210,249,224,73,109,58,1,,1443,815,372,246,158,110,18,56,10,15,,11139,17818,11319,3784,4182,10021,28885,12354,7718,16889
620412,"Women's or girls' suits of cotton (excluding knitted or crocheted, ski overalls and swimwear)",2,0,0,0,1,0,0,0,0,1,,15,5,8,28,8,7,54,40,14,62,,59,31,254,133,108,41,43,102,251,153
821000,"Hand-operated mechanical devices, of base metal, weighing <= 10 kg, used in the preparation, ...",0,0,0,1,0,1,0,0,0,1,,3774,4084,3630,3802,4100,3067,2492,2751,2665,3068,,828,1096,1155,1430,908,1843,3886,4675,2543,2043
741210,"Refined copper tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",5,0,0,0,0,0,2,1,1,1,,7292,6011,5467,3418,3496,3567,3775,3549,4170,5118,,3772,3133,1405,1190,1133,1350,2061,2597,3308,3854
844831,Card clothing for machines for preparing textile fibres,78,117,79,102,0,21,6,0,0,1,,11466,9773,7386,5478,6621,6483,5867,5969,3234,3612,,9350,10332,10894,9871,10029,13188,15213,13223,10260,16056
847979,Passenger boarding bridges (excluding of a kind used in airports),0,5630,99,16,2681,1536,939,2375,27,1,,16,1229,44,16,124,70,6,0,233,0,,0,13817,9579,8055,16500,9786,10276,11553,5435,17002
830590,"Office articles such as letter clips, letter corners, paper clips and indexing tags, of base ...",33,25,31,4,26,17,1,2,4,1,,1011,851,874,898,1490,861,767,735,531,590,,2481,2167,2374,2595,2179,3088,7016,4227,2759,3883
843221,"Disc harrows for use in agriculture, horticulture or forestry",0,2,0,0,0,0,0,0,0,1,,112,98,126,146,80,77,103,28,131,76,,13,28,40,640,131,27,9,12,5,1
840490,Parts of auxiliary plant of heading 8402 or 8403 and condensers for steam or other vapour power ...,9,4,1161,6,4,1958,2127,2,20,1,,62133,27671,101026,53648,40588,91528,130076,141706,29464,83269,,9042,26264,17758,11724,8064,18480,8988,27371,5448,5379
821191,"Table knives having fixed blades of base metal, incl. handles (excluding butter knives and ...",0,0,1,0,1,4,2,1,0,1,,986,1117,912,1420,1364,1550,1728,2367,1838,2585,,662,720,795,815,478,887,1140,880,655,1534
731420,"Grill, netting and fencing, welded at the intersection, having a mesh size of >= 100 cm©÷, of ...",0,3,0,9,0,0,0,0,1,1,,38,6,11,14,54,3,73,27,76,163,,1362,1762,668,667,493,568,2144,6382,3723,3307
844519,"Machines for preparing textile fibres (excluding carding, combing, drawing or roving machines)",0,0,272,0,0,0,469,0,0,1,,2309,1916,1497,1421,2831,1849,2498,343,87,442,,13389,7936,10328,7805,10529,12704,21836,17162,6696,12491
611430,"Special garments for professional, sporting or other purposes, n.e.s., of man-made fibres, ...",2,0,0,0,0,0,0,0,0,1,,3152,2061,2223,2159,2502,2774,2618,3400,2485,3254,,177,225,5077,4572,4075,8019,5218,4174,3508,5068
620211,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of wool ...",7,0,0,0,0,4,0,0,3,1,,5364,5438,5457,6173,4766,4916,5901,4620,3373,4925,,726,797,692,820,601,860,820,1306,999,1079
620332,"Men's or boys' jackets and blazers of cotton (excluding knitted or crocheted, and wind-jackets ...",15,0,0,1,0,2,0,0,0,1,,3590,3988,3023,3384,6145,5729,7815,9053,9634,10704,,2588,3331,6157,3339,2464,2320,4307,4271,3860,9521
650700,"Headbands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear ...",10,1,0,0,0,0,0,3,1,1,,1429,922,996,737,1187,1534,1436,1745,1724,2332,,2145,2276,621,370,593,477,786,1436,821,1378
721123,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",1850,1200,454,366,263,126,72,7,39,1,,35996,33547,30902,25210,26567,29608,35091,26632,23461,30281,,7315,6061,4635,4628,4407,2372,2799,2793,1468,2532
610453,"Women's or girls' skirts and divided skirts of synthetic fibres, knitted or crocheted (excluding ...",1,0,0,0,0,0,1,0,0,1,,770,551,626,708,985,1327,1425,1846,1972,1476,,230,482,835,913,831,783,1088,1048,424,1530
551339,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,1,,4113,3450,3407,3205,3277,3380,3252,4546,1743,2023,,25,436,293,307,173,267,266,446,164,754
510710,Yarn of combed wool containing >= 85% wool by weight (excluding that put up for retail sale),0,0,2,0,0,49,2,1,0,1,,6254,4969,5079,4096,3362,3459,4515,3448,2854,2498,,1746,1705,923,1160,1092,743,1375,2148,2267,3190
392210,"Baths, shower-baths, sinks and washbasins, of plastics",45,3,17,14,9,7,41,5,7,1,,2209,1892,3278,2545,3191,2457,4474,3809,3913,8412,,5798,6534,6713,5477,4848,6237,5446,5769,3012,4739
482050,"Albums for samples or collections, of paper or paperboard",1,0,0,0,3,3,3,2,0,1,,3305,2615,2589,2450,2301,2411,1926,1339,1176,1151,,123,346,260,174,215,166,151,187,122,91
420219,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers ...",36,4,12,11,10,13,64,5,0,1,,657,447,955,633,564,638,1017,524,470,604,,7977,9734,10335,10963,6158,6253,8128,7233,1836,2424
382569,"Wastes from chemical or allied industries (excluding wastes of metal pickling liquors, of hydraulic ...",0,0,0,0,0,0,0,0,0,1,,194,0,0,23,142,157,0,0,0,0,,0,0,2,0,0,0,0,0,0,2
291513,Esters of formic acid,33,0,0,0,0,0,0,1,1,1,,561,776,931,1139,734,941,1092,752,409,528,,7222,4926,5232,4834,6068,9530,17254,19136,17202,16639
961511,"Combs, hair-slides and the like of hard rubber or plastics",2,0,0,7,0,0,0,2,1,1,,1655,1266,1695,1631,2642,2679,3025,3083,3130,3325,,1247,1602,1310,1301,1458,3503,3231,3840,2117,3775
961620,Powder puffs and pads for the application of cosmetics or toilet preparations,1091,0,3,0,2,3,3,2,1,1,,6970,6235,5534,7042,8139,8277,6543,12021,12894,12460,,6419,571,570,849,1017,1174,1320,1952,783,1330
920991,"Parts and accessories for pianos, n.e.s.",1,9,1,0,1,0,2,4,0,1,,58717,49806,46213,39680,36133,36808,40994,43736,33483,45215,,164,73,65,85,86,83,73,69,62,65
760519,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of <= 7 mm (other than ...",3,0,0,0,0,0,0,51,0,1,,9277,7688,6694,4436,5409,5958,9362,6491,7013,9398,,1789,2132,3505,3376,2360,2207,1487,895,1516,1819
732394,"Table, kitchen or other household articles, and parts thereof, of iron other than cast iron ...",41,2,1,3,1,4,2,0,22,1,,1499,626,567,459,581,446,431,543,675,818,,6253,4054,3632,3736,2795,3738,7142,9669,7267,4258
481960,"Box files, letter trays, storage boxes and similar articles, of paperboard, of a kind used ...",55,19,1,3,8,7,6,3,0,1,,131,80,193,174,220,282,182,136,136,124,,595,468,537,680,344,628,1213,804,306,461
480431,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",163,113,115,38,0,0,24,13,273,1,,124385,117308,120382,106183,116943,130648,136863,127777,136090,147758,,5704,4788,3135,5454,4211,5143,3167,4994,8656,13154
481710,Envelopes of paper or paperboard (excluding letter cards),5,0,0,1,1,3,2,2,0,1,,1134,644,374,566,835,808,1046,962,1139,1243,,1566,767,883,901,883,823,711,813,655,795
450490,"Agglomerated cork, with or without a binding substance, and articles of agglomerated cork (excluding ...",0,0,0,0,0,1,1,0,0,1,,1687,1798,1667,1612,1460,1264,1159,1055,956,848,,135,288,206,347,216,307,418,371,248,434
340120,"Soap in the form of flakes, granules, powder, paste or in aqueous solution",16,0,3,13,4,0,0,0,0,1,,24161,10185,9248,9700,14979,16622,25082,21134,36433,41786,,27134,29025,32084,34124,25910,48479,56433,33438,63477,87116
220300,Beer made from malt,11,14,0,3,77,16,26,26,6,1,,56064,55833,62170,70653,87468,114783,116626,84095,54085,67106,,4475,3954,4616,8246,11659,6916,12816,11478,5879,5162
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups,198,77,148,0,0,1760,479,0,3,1,,28,62,58,68,8,68,23,3,2,2,,14254,18108,17524,12689,24406,30938,42057,35063,28665,34018
90412,"Pepper of the genus Piper, crushed or ground",0,0,0,0,0,0,0,0,0,1,,557,614,421,547,544,536,570,447,446,470,,723,263,651,115,371,610,713,518,349,115
271012,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume """"incl. ...""",0,0,3,0,2,0,0,0,6,1,,877350,1400513,1943895,1483907,1071297,1699836,1633144,1527156,872097,1610589,,0,1321496,929453,1923540,1450912,717450,1079458,1745225,1105493,1802279
282010,Manganese dioxide,255,0,0,156,0,0,0,0,0,1,,33109,31607,30120,30049,29986,32379,34312,28649,33691,30919,,11234,10325,10671,11263,11273,11442,12256,14026,13714,14254
200559,"Unshelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",10,21,15,11,0,0,0,14,22,1,,127,42,106,207,131,172,38,74,19,23,,183,144,173,217,198,246,501,559,357,216
220860,Vodka,0,0,0,0,0,0,0,0,0,1,,222,406,398,122,235,432,1989,10269,2578,3227,,115,38,64,15,70,309,684,195,7184,14100
293979,"Vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ...""",0,0,0,0,0,0,0,0,4,1,,0,0,0,0,0,1166,1473,1206,1485,1098,,0,0,0,0,0,2301,3346,5458,5453,7266
291479,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excl. ...""",0,0,0,0,0,0,63,53,83,1,,0,0,0,0,0,1332,1261,1106,1266,1412,,0,0,0,0,0,23782,39856,41043,39361,42139
830629,"Statuettes and other ornaments, of base metal, not plated with precious metal (excluding works ...",3,3,22,1,8,25,22,65,4,1,,4768,5056,6964,4942,4455,4305,5173,8692,11044,14455,,2266,3090,2879,2955,4493,12372,5503,4361,2055,3159
830630,"Photograph, picture or similar frames, of base metal; mirrors of base metal (excluding optical ...",5,2,62,24,1,0,0,0,2,1,,637,393,400,344,356,473,357,394,370,475,,2372,2748,2334,1875,1247,2071,1988,2512,647,1367
520411,"Sewing thread, containing >= 85% cotton by weight (excluding that put up for retail sale)",12,6,5,0,0,1,5,11,3,1,,530,524,426,309,415,329,271,279,353,484,,343,771,428,366,230,295,384,372,274,235
540600,"Man-made filament yarn, put up for retail sale (excluding sewing thread)",1,73,11,0,0,0,7,23,1,1,,2818,3548,3681,5194,4766,5496,5758,6558,7035,8385,,414,1054,484,267,258,544,489,184,326,305
611595,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",1,0,0,5,0,2,2,4,2,1,,3780,4071,4002,3464,3989,4057,3767,3766,2722,5435,,296,578,855,1124,1351,2233,2603,3336,2026,2642
620312,"Men's or boys' suits of synthetic fibres (excluding knitted or crocheted, tracksuits, ski suits ...",0,0,0,0,0,0,0,1,2,1,,174,38,107,68,176,250,121,51,44,92,,2040,4775,3435,3619,3093,3636,5149,6386,1634,3230
630499,"Articles for interior furnishing, of textile materials (excluding of cotton or synthetic fibres, ...",2,1,1,1,3,7,3,1,1,1,,92,80,73,66,100,61,100,110,126,128,,4244,719,1075,1840,887,1078,1371,1016,520,891
650400,"Hats and other headgear, plaited or made by assembling strips of any material, whether or not ...",6,0,1,1,1,0,0,0,0,1,,74,85,100,126,270,354,336,421,398,272,,552,629,438,560,470,374,204,380,176,588
701020,"Stoppers, lids and other closures, of glass",0,1,0,3,1,1,1,1,2,1,,1175,881,338,463,434,2100,1668,1308,880,922,,1226,2021,2039,2593,4868,3337,4532,3099,3155,6154
910400,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ...",30,1,0,3,0,0,1,2,0,1,,15335,13114,5486,5909,19279,26325,13553,5611,5826,6374,,1734,1402,1463,2155,3014,3236,3963,3216,1075,1319
900120,Sheets and plates of polarising material,1,11,4,26,0,2,2,7,2,1,,4273668,3769793,3411108,2747743,2573066,2853707,2816712,2638148,2403683,2447408,,132,517,1747,2565,1632,2120,2907,2814,1963,3613
30313,"Frozen, Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,0,0,0,5,9,28,3,1,,0,0,0,0,2,10,3,7,4,0,,0,196,146,377,323,752,736,527,162,233
290819,"Derivatives containing only halogen substituents and their salts, of phenols or phenol-alcohols ...",0,0,0,0,0,5,5,19,15,1,,39084,35758,26118,24655,28224,33149,33322,40161,40228,45176,,4794,8106,8345,10170,7698,6747,12910,18215,16566,19634
281111,"Hydrogen fluoride """"hydrofluoric acid""""""""",0,0,3,0,0,0,0,0,14,1,,57324,46780,42832,33245,36344,46698,75979,54131,25657,31267,,2050,1824,2178,2656,686,487,507,1081,2711,867
340420,"Poly""""oxyethylene"""" [polyethylene glycol] waxes""""",139,27,0,0,12,0,93,246,177,1,,4550,4654,3770,3637,2075,2346,3059,2136,2354,2228,,5418,9410,7831,6862,6641,19157,31514,40136,29084,72496
852849,"Cathode-ray tube monitors, not incorporating television reception apparatus (excluding of a ...",65,103,63,103,26,1057,97,7,1,1,,10832,7048,13382,14386,9012,8651,7205,12347,2677,1086,,4333,4900,3319,2326,2063,4217,4460,3723,4740,2058
700319,"Cast glass and rolled glass, in non-wired sheets, not otherwise worked (excluding glass coloured ...""",0,0,0,0,0,2,0,0,0,1,,111093,47926,39479,51359,64040,76024,59810,40723,14029,25445,,1557,2040,1205,3788,3517,4961,3868,2247,1279,1660
700529,"Float glass and surface ground and polished glass, in sheets, but not otherwise worked (excluding ...""",53,0,0,0,72,87,52,0,5,1,,575818,486875,356779,256348,261455,195121,222091,280992,223373,313041,,10867,18511,41259,31581,44369,35250,16188,10049,7737,24953
611019,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of fine animal hair, knitted ...""",12,0,0,0,0,0,0,1,0,1,,276,253,437,246,279,257,291,494,382,577,,924,217,165,236,167,297,264,425,268,390
560729,"Twine, cordage, ropes and cables, of sisal or other textile fibres of the genus Agave, whether ...",0,0,0,0,0,0,2,0,0,1,,13,30,333,313,206,400,716,623,926,693,,1381,236,346,444,411,641,499,703,402,460
871493,Hubs and free-wheel sprocket-wheels for cycles (excluding for motorcycles and coaster braking ...,162,0,21,0,4,10,0,0,0,1,,39553,42183,48735,51155,86447,85942,98241,109701,115582,160855,,1950,2794,1990,1647,2318,2441,2825,2164,2538,5220
950730,Fishing reels,4,0,0,0,4,0,0,5,0,1,,68664,70914,76101,75386,86720,85721,95939,112693,119932,138318,,49,127,121,124,86,91,254,374,674,944
960500,"Travel sets for personal toilet, sewing or shoe or clothes cleaning (excluding manicure sets)",512,1,0,0,6,5,0,0,0,1,,145,51,37,100,130,142,157,183,249,99,,2090,1015,1052,1252,1175,1431,1236,1469,568,484
810299,"Articles of molybdenum, n.e.s.",27,0,15,1,1,0,1,4,12,1,,124045,95451,58062,14773,9991,7499,17383,9618,9138,13029,,1307,2006,1633,2071,1978,2589,2602,2583,2776,3438
820560,Blowlamps and the like (excluding gas-powered blowlamps),0,3,16,15,32,8,0,0,2,1,,937,785,754,2043,1847,2139,2340,2523,2844,3310,,27,15,28,77,49,22,32,33,35,28
730661,"Tubes and pipes and hollow profiles, welded, of square or rectangular cross-section, of iron ...",25,25,28,0,18,55,31,276,0,1,,45505,55613,59694,40332,46673,54229,48786,40898,39003,47201,,5078,4094,9392,29010,38919,55764,100594,104116,56357,56865
731520,"Skid chain for motor vehicles, of iron or steel",0,0,10,0,0,0,0,1,6,1,,272,40,46,15,28,9,304,35,230,25,,481,388,207,320,108,171,229,966,298,366
630493,"Articles for interior furnishing, of synthetic fibres (excluding knitted or crocheted, blankets ...",0,0,0,0,0,0,0,0,0,1,,512,314,270,303,267,159,145,94,68,356,,188,285,200,243,213,230,117,106,489,847
701310,"Glassware of glass ceramics, of a kind used for table, kitchen, toilet, office, indoor decoration ...",31,0,3,2,1,0,5,0,0,1,,602,402,1209,2526,2897,2279,1966,3080,1515,2079,,3978,3051,3246,4002,2641,2179,3019,1213,829,1388
720150,"Alloy pig iron and spiegeleisen, in pigs, blocks or other primary forms",0,0,0,0,0,0,0,0,0,1,,12262,24,40,117,118,263,12,0,3337,0,,1041,11610,9129,18086,22199,10359,3833,5476,1009,3339
720854,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",52,73,51,0,1485,0,0,0,0,1,,11847,12991,12142,8441,7787,11733,13181,9109,7825,12659,,2081,9017,2698,1125,5193,379,843,907,958,231
721699,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished and further ...",0,13,0,2,0,35,7,7,0,1,,5383,3213,675,1484,159,156,338,110,300,440,,9107,986,1381,1590,5896,16712,837,1050,2613,1099
551642,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,38,1,,10533,3124,2536,1429,1731,1624,1123,834,4212,1208,,139,1166,36,112,189,282,250,420,126,981
570110,"Carpets and other textile floor coverings, of wool or fine animal hair, knotted, whether or ...",19,0,0,0,0,0,0,0,0,1,,121,443,4,14,23,0,41,67,2,6,,783,940,1581,1674,621,1087,999,1126,1795,412
600539,"Printed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,4,0,0,1,,0,0,0,0,0,3699,3773,4669,2967,2494,,0,0,0,0,0,3141,2464,3667,6210,12105
610342,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of cotton, knitted or ...",1,0,0,16,1,1,2,0,3,1,,634,1041,1063,1403,3329,3773,3724,4338,7801,9706,,318,1236,1553,3177,4380,4753,9037,10506,8487,17038
610441,"Women's or girls' dresses of wool or fine animal hair, knitted or crocheted (excluding petticoats)",0,0,0,0,0,0,0,0,0,1,,1089,922,1032,801,829,505,609,532,342,451,,120,113,54,53,61,47,39,105,42,119
630293,"Toilet linen and kitchen linen of man-made fibres (excluding floorcloths, polishing cloths, ...",0,0,0,0,0,0,0,2,2,1,,3592,2993,3240,2671,3382,3195,4377,4890,5422,5642,,143,293,300,417,548,984,985,933,904,2379
630419,"Bedspreads of all types of textile materials (excluding knitted or crocheted, bedlinen, quilts ...",15,0,0,0,10,42,15,44,12,1,,42,26,36,6,2,15,0,4,5,8,,33711,38953,77229,129402,94196,45110,66548,59617,31015,46319
620463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres ...",13,0,0,0,0,1,1,1,8,1,,3013,3819,3946,5250,7528,5755,7250,7919,8453,13029,,1356,1888,3332,5085,5595,7087,11889,13953,8731,12628
621710,"Made-up clothing accessories, of all types of textile materials, n.e.s. (excluding knitted ...",21,3,5,3,3,3,4,8,7,1,,2313,1961,2020,2272,2426,2465,2036,2455,1741,2815,,5358,3921,2905,2603,2064,7170,7701,3909,1802,2136
600623,"Cotton fabrics, knitted or crocheted, of yarns of different colours, of a width of > 30 cm ...""",0,0,3,6,0,8,56,7,0,1,,17339,15537,15592,15697,15667,14078,11715,11243,6120,5730,,516,372,607,434,1365,1427,3686,3759,2924,4035
530210,"True hemp """"Cannabis sativa L."""", raw or retted""""",0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,3,,0,1,0,0,6,14,0,0,0,1
482290,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ...",13,1,0,2,2,0,0,0,0,1,,1214,1106,1385,1466,1766,2126,1906,1800,1565,2419,,1602,1005,1174,1327,1630,1440,1081,882,1240,1841
291440,Ketone-alcohols and ketone-aldehydes,60,231,293,546,236,61,44,1,31,1,,4070,4203,3585,3117,2951,3001,3100,2935,2861,2919,,1089,4965,6184,5401,6872,4728,5178,5133,8568,7057
140490,Vegetable products n.e.s,0,0,0,0,0,0,0,0,67,1,,1858,1749,1712,1400,1460,1371,1794,1454,1272,1486,,4478,3229,2731,3943,3775,3213,12997,11929,22962,34242
283911,"Metasilicates of sodium, incl. commercial metasilicates",1,0,0,9,0,0,0,0,0,1,,525,473,302,374,476,454,423,488,356,340,,369,310,353,439,621,718,1267,731,610,533
284019,"Disodium tetraborate """"refined borax"""" (excluding anhydrous)""""",133,0,23,8,0,0,0,0,1,1,,74,19,27,21,43,31,51,18,13,27,,5127,764,1883,7572,25390,36465,40842,38689,40351,57391
252490,Asbestos (excluding crocidolite and products made from asbestos),510,0,0,0,0,0,4,2,1,1,,,,,,,,,,,,,346443,235182,274027,239430,175904,164647,181479,181193,160337,206172
270710,"Benzol """"benzene"""" containing > 50% of benzene (excluding chemically defined)""""",0,0,0,0,0,0,0,0,0,1,,9329,1026,17804,6253,1029,1538,2417,0,0,627,,0,0,0,0,0,0,129,0,0,1
200899,"Fruit and other edible parts of plants, prepared or preserved, whether or not containing added ...",9,0,5,7,0,10,106,4,5,1,,4202,4178,6795,14571,12584,9042,10167,23349,28470,37377,,3439,2755,2402,2936,3629,4070,5192,5430,4935,6740
80810,Fresh apples,347,0,0,0,0,0,0,0,3,1,,41490,73370,81608,110673,122583,97612,126555,132975,100273,147790,,196117,211524,234376,210072,237788,307525,299299,243951,201305,377427
190190,"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing ...",16,9,2,0,3,8,0,0,6,1,,28723,30868,46772,36686,38650,39665,47444,49261,43695,59754,,2513,2026,2862,3439,3564,2625,1943,5084,3526,3152
200110,"Cucumbers and gherkins, prepared or preserved by vinegar or acetic acid",0,0,11,8,4,7,0,13,3,1,,47,34,9,28,18,8,6,26,17,18,,127,15,194,25,134,171,357,213,236,15
291811,"Lactic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",239,225,521,311,96,18,2,26,24,1,,9343,8521,9140,8741,9233,12416,8486,8263,10655,12316,,10411,8747,10189,11236,10275,10886,8580,9028,8850,10278
282890,"Hypochlorites, chlorites and hypobromites (excluding calcium hypochlorites)",114,0,0,0,13,34,30,6,120,1,,10128,10323,19242,21314,25114,24068,27221,30395,28944,28098,,3103,2923,4404,5455,5135,4844,10613,8784,9015,11622
291512,Salts of formic acid,22,0,0,0,168,128,70,1,62,1,,1694,1554,1831,1419,1468,1000,789,589,289,235,,33174,41572,40158,40464,40246,68959,82939,66707,31850,24667
330113,"Oils of lemon, whether or not terpeneless, incl. concretes and absolutes",0,0,0,0,2,1,2,1,3,1,,647,872,2153,1662,1555,1830,1723,1701,1274,1465,,3810,3193,4090,6555,5192,6761,7010,4309,2606,2830
330130,Resinoids,0,1,1,0,1,2,1,2,1,1,,5,24,4,0,0,29,15,23,19,9,,3633,4161,5920,3551,3557,2767,2966,2479,2239,2096
442110,Clothes hangers of wood,7,0,9,0,1,5,1,4,1,1,,184,85,91,208,177,173,140,82,60,62,,1658,1669,1729,1488,1208,1675,2044,1979,496,1005
740822,"Wire of copper-nickel alloys """"cupro-nickel"""" or copper-nickel-zinc alloys """"nickel silver""""""""",76,93,12,12,0,2,38,15,0,1,,12049,11305,11638,11220,15929,16046,18869,20152,20977,22037,,15756,12622,16694,15887,13482,14442,24319,22437,13696,19235
731581,Stud-link of iron or steel,4,0,5,0,1,0,9,13,0,1,,6895,3895,43078,24063,3729,622,436,5472,2626,495,,1316,1663,466,317,1301,712,1235,1222,1570,912
761520,"Sanitary ware and parts thereof, of aluminium (excluding cans, boxes and similar containers ...",21,1,0,6,0,0,6,1,0,1,,1627,1710,993,480,415,106,160,112,145,366,,4013,1717,1990,2526,3539,2479,2655,2808,1018,4276
