Product code,Product label,"United States of America's imports from Taipei, Chinese-Value in 2012","United States of America's imports from Taipei, Chinese-Value in 2013","United States of America's imports from Taipei, Chinese-Value in 2014","United States of America's imports from Taipei, Chinese-Value in 2015","United States of America's imports from Taipei, Chinese-Value in 2016","United States of America's imports from Taipei, Chinese-Value in 2017","United States of America's imports from Taipei, Chinese-Value in 2018","United States of America's imports from Taipei, Chinese-Value in 2019","United States of America's imports from Taipei, Chinese-Value in 2020","United States of America's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
810390,"Articles of tantalum, n.e.s.",26,12,53,100,70,54,71,74,68,65,,9288,7409,7388,7187,6111,7109,6780,7350,11687,16205,,47461,46977,27385,21984,20912,29028,51856,36012,33974,33636
761210,"Collapsible tubular containers, of aluminium",25,5,58,8,18,60,90,58,59,65,,789,459,703,345,428,322,321,280,339,438,,33659,22295,26340,26369,23405,25309,27880,26794,25551,33192
960850,"Sets of articles from two or more of the following: ball-point pens, felt or fibre-tipped pens ...",175,37,79,219,244,138,58,10,0,65,,3759,2398,1665,1302,1057,758,592,719,347,582,,1726,1588,1924,1817,2066,1920,1419,1280,555,732
591120,"Bolting cloth, whether or not made up",32,157,53,2,0,18,0,2,12,64,,19704,20889,20049,863,832,1315,769,614,442,502,,42750,43905,46854,42167,47254,50743,51172,46942,33263,45124
620822,"Women's or girls' nightdresses and pyjamas of man-made fibres (excluding knitted or crocheted, ...",0,73,165,273,364,334,277,178,0,64,,22,110,15,44,52,52,124,72,1,46,,69599,73267,76238,81429,65980,74464,83352,70909,64247,87787
110290,"Cereal flours (excluding wheat, meslin and maize)",186,244,173,102,57,72,67,52,128,64,,1198,1531,1879,1566,1621,1876,2461,2143,1708,1623,,32697,37567,30700,30997,31547,37083,41754,46063,60600,61836
902820,"Liquid meters, incl. calibrating meters therefor",35,13,102,39,156,188,219,38,140,64,,1173,2489,1069,999,1115,1313,1312,1411,1725,1614,,122027,154412,158857,136423,185226,197399,266129,219339,189091,201329
750810,"Cloth, grill, netting and fencing, of nickel wire",3,35,0,11,10,0,0,0,0,64,,54,251,95,52,272,169,231,29,96,10,,17288,17059,15670,14434,13861,12756,14916,14596,11681,18177
810600,"Bismuth and articles thereof, n.e.s.; bismuth waste and scrap (excluding ash and residues containing ...",0,0,0,0,4,4,42,48,60,64,,240,164,121,80,119,53,29,54,36,47,,38632,33930,53139,35861,22089,30209,25763,17195,10435,16208
450490,"Agglomerated cork, with or without a binding substance, and articles of agglomerated cork (excluding ...",188,150,183,353,99,117,50,23,20,64,,374,634,816,1047,998,1046,1096,1483,1487,2586,,20100,19946,19892,22916,21021,22570,20917,18348,16782,20645
300214,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,56,53,0,0,64,,0,0,0,0,0,0,2,2,0,0,,0,0,0,0,0,1444981,4688866,4937032,5405179,5628177
441891,"Builders' joinery and carpentry, of bamboo (excl. windows, French windows and their frames, ...",0,0,0,0,0,355,13,0,0,63,,0,0,0,0,0,16,84,10,0,0,,0,0,0,0,0,249680,193428,93759,54310,54525
381519,"Supported catalysts, n.e.s. (excluding with precious metal, a precious-metal compound, nickel ...",11,8,6,0,0,0,911,342,0,63,,4467,3153,7103,6455,4891,8424,342,661,764,1205,,489258,403554,405342,357734,346999,352221,413756,428821,364932,343624
700800,Multiple-walled insulating units of glass,18,10,0,68,0,0,68,109,98,63,,34,191,455,925,79,275,404,1024,1393,688,,172304,190081,227172,264743,288875,322115,330722,325000,338235,361874
842389,Weighing machinery of a maximum weighing capacity > 5.000 kg,30,87,30,54,154,201,143,87,21,63,,615,816,474,810,414,750,421,422,533,188,,17474,15338,17036,17223,18421,15154,13449,14529,11829,13699
40719,Fertilised birds' eggs for incubation (excluding of domestic fowls),0,75,54,54,0,0,24,0,0,63,,0,0,3,0,4,4,0,0,88,188,,16734,14740,20514,29139,30935,27921,26420,30750,30010,33616
880100,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft",163,83,103,117,265,127,533,420,40,62,,596,415,583,455,390,274,328,308,100,100,,12930,9366,8554,10144,12456,12228,13379,11676,8486,11378
200490,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar or acetic ...",36,86,18,37,53,130,170,89,34,62,,11492,11841,12890,12617,14212,14506,12613,14217,13029,17461,,100201,100569,101360,112757,159586,206727,244068,252382,296675,356599
510990,"Yarn containing predominantly, but < 85% wool or fine animal hair by weight, put up for retail ...",816,622,440,455,95,42,82,142,72,62,,1385,626,2631,1813,2147,3551,3646,4522,2913,5342,,16984,15063,17165,18059,17002,16785,21734,16716,18713,21144
851010,"Shavers, electric",18,19,32,208,33,47,35,3,15,62,,1615,310,431,285,130,157,168,57,43,0,,350913,293504,288608,259775,296345,360589,367384,371090,298194,290373
701020,"Stoppers, lids and other closures, of glass",384,289,66,103,95,144,118,65,11,62,,151,173,206,76,199,689,76,281,189,366,,20230,27194,25068,38148,27684,27528,33883,28755,22893,31016
610461,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",0,0,0,0,0,0,1,0,31,62,,100,84,82,34,25,22,38,101,179,154,,5323,6381,8343,6565,6586,8942,9309,9735,11123,29768
611012,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of hair of Kashmir """"cashmere"""" ...""",0,2,0,0,0,21,0,1041,0,62,,327,442,516,422,875,1018,580,876,923,1246,,400657,414947,464897,400771,369166,352124,405304,466585,321627,421606
845380,"Machinery for making or repairing articles of hides, skins or leather (excluding footwear and ...",110,0,249,67,84,231,647,0,122,62,,14233,16382,28429,33132,27197,35748,27578,45470,30533,33833,,2079,1979,2507,3066,2613,2870,4141,4031,3141,2492
380992,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",0,0,0,0,12,52,32,39,25,62,,20022,19150,21814,20429,18064,22460,26041,24170,23454,26748,,29287,29363,26699,27235,34890,41567,48502,46036,46733,61156
150890,"Groundnut oil and its fractions, whether or not refined (excluding chemically modified and ...",178,257,54,17,61,69,56,66,81,62,,283,226,96,62,76,94,98,74,112,82,,1116,1128,1277,922,1251,1396,1798,2280,3219,2808
842699,"Ships' derricks; cranes, incl. cable cranes (excluding overhead travelling cranes, transporter ...",8,36,34,30,3,45,148,14,0,61,,982,1584,2415,4059,4378,2249,1757,1735,1440,1565,,30319,41855,39991,65795,39434,50500,93979,43137,39068,42628
810197,Tungsten waste and scrap (excluding ash and residues containing tungsten),147,24,1552,127,15,8,726,0,94,61,,12375,12853,13939,2172,2547,5027,8426,4021,1076,4375,,42195,39198,55098,39109,30966,39949,69734,65243,45116,66701
291429,"Cyclanic, cyclenic or cycloterpenic ketones, without other oxygen function (excluding cyclohexanone, ...",114,249,243,139,5305,577,273,2222,1665,61,,2728,3345,5028,3355,2876,2851,2643,2871,6951,17770,,94569,97809,111778,109650,110875,113722,112130,107962,110334,132072
630260,"Toilet linen and kitchen linen, of terry towelling or similar terry fabrics of cotton (excluding ...",403,135,906,1069,731,793,377,76,163,61,,664,736,1597,1491,1978,1516,1103,659,496,401,,1856069,1911822,1974106,2060667,2006356,2115196,2110270,2062497,1866205,2612480
560122,"Wadding of man-made fibres and articles thereof (excluding sanitary towels and tampons, napkins ...",266,328,183,233,180,136,87,83,234,61,,4194,3950,5181,5451,5323,7342,8528,8729,6267,6349,,8257,11250,14746,9275,8406,8802,12209,12394,53244,44187
711711,"Cuff links and studs, of base metal, whether or not clad with silver, gold or platinum",75,65,45,45,21,23,17,47,36,61,,857,848,794,656,736,277,348,394,380,374,,13504,13529,12534,10837,8504,7370,7950,6563,3314,4194
843621,Poultry incubators and brooders,0,12,366,2521,1468,126,26,24,64,60,,31,94,248,259,113,49,71,82,59,89,,4335,3810,7170,11446,8268,9023,9316,18647,10812,15053
844842,"Reeds for looms, healds and heald-frames",0,4,7,0,14,179,30,58,67,60,,1910,2303,1887,2048,1764,2279,2908,3377,2913,3620,,1169,1874,2455,3110,2634,5274,3036,2552,2344,2382
71332,"Dried, shelled small red """"Adzuki"""" beans """"Phaseolus or Vigna angularis"""", whether or not ...""",51,83,91,73,67,116,64,43,74,60,,767,384,242,198,177,183,143,226,235,294,,7671,6519,7316,10606,10409,8528,8984,9333,13806,12178
120930,"Seeds of herbaceous plants cultivated mainly for flowers, for sowing",0,13,0,0,0,42,0,0,14,60,,285,474,565,714,549,685,665,730,2078,941,,70374,70888,95448,47082,49295,55596,61599,60605,65547,78420
640192,"Waterproof footwear covering the ankle, but not the knee, with outer soles and uppers of rubber ...",78,17,10,78,487,7,8,55,4,60,,96,48,125,152,151,134,136,102,29,107,,120327,105748,145192,169214,129898,109200,122976,152468,93142,136508
611212,"Track-suits of synthetic fibres, knitted or crocheted",129,23,68,81,72,53,216,70,3,60,,421,547,483,325,182,175,68,186,164,56,,13456,15066,17679,14493,14424,19680,23916,29058,18307,27628
690390,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",67,46,87,41,37,126,105,62,23,59,,5003,4045,4969,4697,4130,7083,5204,5418,4928,7507,,70280,63052,74841,69024,67624,74011,77235,76408,68351,99746
810990,"Articles of zirconium, n.e.s.",6,7,7,0,0,0,4,0,0,59,,609,1203,679,223,1086,258,227,614,142,155,,58641,57813,58192,56468,67423,72277,67008,67522,64918,63696
841720,"Bakery ovens, incl. biscuit ovens, non-electric",2,66,62,32,23,40,50,8,134,59,,3194,3370,2707,2737,1858,1594,1771,1591,1576,1180,,12420,15399,19969,12671,21834,17947,26123,15665,16283,24739
840590,Parts of producer gas or water gas generators and acetylene gas generators or similar water ...,5,10,28,4,34,6,18,0,0,59,,563,214,165,584,676,600,116,48,286,77,,4245,2563,13584,9706,8205,13736,7867,10267,7207,9294
750712,Tubes and pipes of nickel alloys,39,43,50,22,59,9,45,8,3,58,,121,20,214,50,331,215,41,112,1,3,,81479,159482,91474,96560,72029,89459,100181,171684,154281,133439
550922,"Multiple """"folded"""" or cabled yarn containing >= 85% polyester staple fibres by weight (excluding ...""",311,267,109,53,1,0,60,125,80,58,,9493,16618,21524,20273,4676,4511,4835,3037,2362,1728,,32756,32682,31983,36216,27681,31628,31495,30024,21083,32727
721220,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",109,134,110,205,1163,2578,641,164,84,58,,12363,13235,3763,3749,3145,2372,1691,2333,2083,3633,,13665,16067,13567,15099,14525,21191,16089,14138,8450,13655
120999,"Seeds, fruits and spores, for sowing (excluding leguminous vegetables and sweetcorn, coffee, ...",721,519,419,33,36,15,46,18,102,58,,12830,15128,15098,14111,15896,17322,17263,21063,20966,24235,,53430,49728,28838,24786,22267,20482,21757,20026,22113,22392
560741,"Binder or baler twine, of polyethylene or polypropylene",103,117,70,128,87,163,272,74,56,57,,1799,1978,2243,2105,2089,2136,1839,1917,1394,1913,,35935,35126,43480,47474,36817,38270,41705,51617,49084,61565
960190,"Worked bone, tortoiseshell, horn, antlers, coral, mother-of-pearl and other animal carving ...",3193,1864,1480,1809,1310,1476,50,66,16,57,,8775,7593,8635,11507,9544,8540,11315,5138,1631,7592,,30217,32277,32337,31883,30680,33721,36291,32779,29078,41808
854089,"Electronic valves and tubes (excluding receiver or amplifier valves and tubes, microwave tubes, ...",321,350,95,123,44,11,18,10,93,57,,75511,58258,53938,42111,30691,27346,20365,12741,7132,6033,,28050,31394,33529,29061,27430,26936,33548,32101,30122,29601
611231,"Men's or boys' swimwear of synthetic fibres, knitted or crocheted",180,275,144,150,99,141,116,74,76,57,,549,177,305,294,186,216,158,284,271,371,,14176,16781,13302,14005,13577,15547,15744,14813,11774,15889
482050,"Albums for samples or collections, of paper or paperboard",148,183,119,108,185,238,81,6,356,57,,1217,1071,1023,1001,761,830,636,316,2770,452,,44823,34644,22323,21306,14548,13990,14399,13451,10840,11074
902230,X-ray tubes,0,7,32,37,0,4,30,25,32,57,,6851,5801,7408,7596,6595,8488,11744,8538,9728,10007,,292863,262904,293772,317661,359471,348765,351729,295622,268000,356569
160415,"Prepared or preserved mackerel, whole or in pieces (excluding minced)",116,162,60,91,24,25,14,28,34,56,,333,457,293,376,230,237,156,221,414,242,,40724,27925,30091,35656,34623,37085,38760,44334,52675,51674
903220,"Manostats (excluding taps, cocks and valves of heading 8481)",37,12,0,10,36,147,85,22,0,56,,151,62,99,223,437,216,348,212,439,712,,42651,36390,42926,41342,40671,52414,46088,42718,40368,52457
910291,"Pocket-watches and the like, incl. stop-watches, electrically operated (excluding of precious ...",64,126,136,166,83,27,35,90,33,56,,73,181,87,152,92,48,70,123,170,77,,12981,13944,10294,10013,9017,7338,6082,5127,4657,3661
960629,"Buttons (excluding of plastics or base metal, not covered with textile material, press-fasteners, ...",116,249,176,70,51,49,64,83,60,56,,14585,13995,13689,12411,10478,10625,9450,9381,7295,7581,,5598,6911,5775,4962,3566,4462,4274,3206,2042,2729
441300,"Metallised wood and other densified wood in blocks, plates, strips or profile shapes",26,30,54,20,2,17,9,0,0,55,,1206,2395,1431,2212,1121,1139,704,188,171,124,,3892,5810,4510,5247,5776,7447,9329,23935,22543,22804
621111,Men's or boys' swimwear (excluding knitted or crocheted),1718,2053,2057,2562,1959,1775,740,50,0,55,,4675,5061,6993,6191,3783,3305,1081,154,45,73,,97513,105308,103814,107222,104484,110553,151893,177045,172845,205514
690410,"Building bricks (excluding those of siliceous fossil meals or similar siliceous earths, and ...",34,0,0,51,0,40,39,25,65,55,,1760,1301,1484,1273,1071,528,471,975,936,1044,,18537,26397,26570,31590,38443,37142,39648,44720,43394,59019
630590,"Sacks and bags, for the packing of goods, of textile materials (excluding man-made, cotton, ...",81,77,74,19,58,39,72,12,14,54,,3264,2925,3498,5718,6060,4706,3575,1175,1290,3448,,6103,5366,6549,7761,6658,6594,8429,16566,13769,17342
732310,"Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron ...",86,86,206,51,19,27,41,53,49,54,,771,845,685,1156,475,355,278,239,260,283,,30633,26937,27068,28554,30484,32004,36679,29200,28078,33701
620342,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of cotton (excluding ...",1088,498,721,936,1848,245,266,80,128,54,,4318,3414,2818,2488,1803,2601,1669,1586,1184,1134,,5760797,5949215,5762258,5783081,5487218,5324229,5410980,5310668,3669896,4900940
800300,"Tin bars, rods, profiles and wire, n.e.s.",22,75,66,29,32,26,11,0,19,54,,102539,88415,87394,64460,61435,64641,75476,63308,67042,87400,,35880,34007,38367,21373,21341,21623,26504,32594,34224,57850
730290,"Sleepers """"cross-ties"""", check-rails, rack rails, chairs, chair wedges, rail clips, bedplates ...""",2412,2984,1046,1374,1030,1148,1220,200,0,54,,91,4294,944,1936,1415,1472,483,527,175,106,,54360,52176,61234,53177,35172,39553,37627,35407,39945,34347
845510,Mills for rolling metal tubes,4,241,121,38,0,24,1644,736,4,54,,6510,5336,8541,3800,3163,3923,5663,5944,840,1951,,13236,42766,33275,7585,5935,5597,17743,27731,20448,28278
550942,"Multiple """"folded"""" or cabled yarn containing >= 85% synthetic staple fibres by weight (excluding ...""",38,0,0,0,0,0,0,0,102,54,,500,41,28,16,20,22,23,0,73,435,,6587,5428,3829,2059,2495,2299,3367,6161,5634,6114
901540,Photogrammetrical surveying instruments and appliances,0,0,0,16,4,44,10,0,13,54,,73,496,319,333,96,204,282,131,131,1113,,35682,32910,41737,32907,44204,42330,75369,66999,59756,68567
610690,"Women's or girls' blouses, shirts and shirt-blouses of textile materials, knitted or crocheted ...",51,19,33,28,18,47,53,111,79,53,,1007,726,607,646,742,516,763,586,1109,1305,,15199,19557,20065,22925,24495,21055,14787,19187,17019,20513
290376,"Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes",0,0,34,184,129,127,54,33,78,53,,0,0,28,91,130,113,42,50,26,4,,804,1003,727,400,2683,3604,3133,4167,2593,2439
630900,"Worn clothing and clothing accessories, blankets and travelling rugs, household linen and articles ...",3,15,4,0,21,5,3,14,11,53,,15418,13116,13434,9662,9218,9899,11441,11073,8107,10545,,9088,5346,4793,3834,4394,6846,7288,10065,13451,20941
260300,Copper ores and concentrates,0,0,0,0,0,0,0,0,0,53,,2080,859,1784,553,810302,596860,392148,807508,747084,1314632,,104890,88808,95059,80281,155555,100286,144040,153450,45484,104430
200710,"Homogenised preparations of jams, jellies, marmalades, fruit or nut pur?es and nut pastes, ...",12,30,111,107,120,86,27,6,5,53,,561,586,923,885,918,802,1243,1410,1080,1618,,8989,5618,3681,945,9025,6789,11434,11354,14099,15727
701341,"Glassware of lead crystal, of a kind used for table or kitchen purposes (excluding articles ...""",0,4,0,15,69,33,112,87,15,52,,6,6,20,35,21,5,2,31,0,25,,17147,18746,18646,18003,15609,15173,18887,16256,6513,10040
250840,"Clays (excluding fireclay, bentonite, kaolin and other kaolinic clays and expanded clay)",0,12,0,0,5,2,0,0,80,52,,2164,3321,2832,2845,2603,3531,3387,2318,2113,2532,,33370,10721,11628,6892,6757,7732,7355,7583,6807,9089
720720,"Semi-finished products of iron or non-alloy steel containing, by weight, >= 0,25% of carbon",0,0,0,0,129,110,35,0,18,52,,50938,119365,61286,29631,8151,66160,63597,16022,85,68,,44121,63140,82347,52399,28235,93680,87913,62686,37965,21954
293690,"Provitamins and mixtures of vitamins, of provitamins or of concentrates, whether or not in ...",4,32,10,138,87,172,134,17,5,52,,3016,3903,1721,5823,10865,8460,10035,10299,10998,17197,,42295,43105,45503,54314,60949,88180,171554,127375,132013,154238
330730,Perfumed bath salts and other bath and shower preparations,0,29,63,71,2,24,8,15,174,52,,7786,11594,10592,9921,9978,9609,9796,11332,14788,10882,,49329,44916,47144,59379,78155,109787,173545,114653,79600,103679
190540,"Rusks, toasted bread and similar toasted products",86,168,23,13,0,0,3,34,62,52,,5033,5822,5234,6802,6244,5374,4853,3839,3861,4279,,40707,44657,49521,59832,61816,76577,103021,109204,123699,153143
460199,"Plaiting materials, plaits and similar products of non-vegetable plaiting materials, flat-woven ...",680,724,1051,697,448,89,141,65,62,52,,1376,1597,3119,2966,5770,3716,4131,3555,2414,4088,,11166,13424,13709,5952,4826,3345,5566,8271,2577,6364
381190,"Oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and ...",0,11,0,7,0,0,0,6,0,52,,6615,4840,3957,3593,3553,3553,6875,5565,5287,5737,,77724,61555,75246,63723,55542,52406,49253,56096,69386,79956
600633,"Fabrics, knitted or crocheted, of synthetic fibres, of yarns of different colours, of a width ...""",292,358,310,172,45,285,451,369,51,51,,49972,46145,51893,47419,45471,54606,46940,34299,33842,46537,,28991,24851,31263,40693,42949,45287,52877,39827,44000,59751
200820,"Pineapples, prepared or preserved, whether or not containing added sugar or other sweetening ...",24,9,19,12,3,3,20,86,47,51,,633,735,1082,812,665,398,464,598,455,1035,,363816,369140,352452,434181,420805,389073,317477,309904,333537,455841
902219,"Apparatus based on the use of X-rays (other than for medical, surgical, dental or veterinary ...",0,82,211,3,104,201,566,8,397,51,,7824,14143,17021,27056,17335,27290,28018,24247,35272,55287,,288297,263846,273344,236996,292461,287215,341726,374856,304111,345154
90421,"Fruits of the genus Capsicum or of the genus Pimenta, dried, neither crushed nor ground",11,54,23,58,32,94,17,26,122,50,,0,53,566,845,662,737,780,620,580,482,,170714,144323,138332,158388,145172,148724,160100,168168,179115,204113
841821,"Household refrigerators, compression-type",110,53,0,35,3,0,344,9,45,50,,19584,16977,19077,10369,4430,3283,340,258,522,764,,348536,329509,366685,373546,383961,416581,541171,436933,479130,520025
392071,"Plates, sheets, film, foil and strip, of non-cellular regenerated cellulose, not reinforced, ...",4,12,0,17,11,20,2,120,152,50,,641,576,380,462,381,349,524,566,494,419,,3423,5222,4230,4454,3429,4041,3386,3640,5464,6582
390512,"Poly""""vinyl acetate"""", in aqueous dispersion""""",130,82,149,225,146,0,605,182,78,50,,2548,2660,5704,6032,3456,4279,10250,10116,8900,11883,,19793,13091,18572,16573,17651,19588,17668,15917,16798,23838
390750,"Alkyd resins, in primary forms",324,95,0,5,4,121,159,143,79,50,,68026,66513,64130,55501,52590,53996,45530,40273,34039,36818,,17586,17111,19901,17319,17844,25747,35931,31552,30586,56508
250900,Chalk,187,175,178,57,187,96,197,240,50,49,,96,140,136,141,147,102,75,67,67,44,,1200,1567,2198,1782,2028,1974,2152,1807,2044,2626
610610,"Women's or girls' blouses, shirts and shirt-blouses of cotton, knitted or crocheted (excluding ...",1627,2336,2086,1335,1119,792,523,590,174,49,,3039,3076,3083,1917,1580,1151,1273,1128,671,314,,523324,544806,479937,410689,318442,300838,287271,267593,188959,205617
10649,Live insects (excluding bees),0,0,3,0,0,0,0,40,15,49,,0,0,2,0,0,3,4,6,0,18,,15063,22399,24441,26410,27573,32747,17437,14710,12910,21579
321290,"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste ...",1682,767,815,253,248,414,257,64,39,49,,25843,24090,21275,18250,17111,17359,18411,15478,12985,17350,,133270,139304,135348,126274,126528,127694,130228,125827,106936,149027
844230,"Machinery, apparatus and equipment for preparing or making printing blocks, plates, cylinders ...",52,182,8,75,685,27,69,84,51,49,,1636,2411,1881,2390,1798,1847,1229,860,987,4132,,63607,52362,57025,54545,52690,41896,44584,40392,28923,34127
842619,"Overhead travelling cranes, transporter cranes, gantry cranes, bridge cranes and mobile lifting ...",19,0,3,15,5,52,26,2,30,49,,36493,24266,35309,19843,13290,10457,3513,4148,1167,1028,,203208,145642,159150,217528,322117,200270,524769,414245,408134,281495
600320,"Knitted or crocheted fabrics of cotton, of a width of <= 30 cm (excluding those containing ...""",35,28,66,92,110,89,90,50,35,49,,1780,1372,562,395,94,41,140,153,79,90,,1524,1257,2093,1732,1465,1382,2827,1224,1549,1227
620459,"Women's or girls' skirts and divided skirts of textile materials (excluding of wool, fine animal ...",1,18,19,403,273,282,49,54,55,48,,651,671,573,721,516,812,506,479,530,809,,107067,87560,98824,105900,91056,86649,89246,108555,86121,93223
840734,"Spark-ignition reciprocating piston engine, of a kind used for vehicles of chapter 87, of a ...",24,492,463,63,75,34,47,89,5,48,,3804,3322,2900,2633,2603,7897,13110,10450,11886,12602,,8787927,8222911,9201082,8898337,8833490,8692647,9145054,8565166,7809376,8222619
680223,"Granite and articles thereof, simply cut or sawn, with a flat or even surface (excluding with ...",692,408,169,160,349,58,48,46,8,48,,30955,28126,21145,16297,8664,5750,3596,1638,968,787,,24169,24170,27914,39506,26060,20855,21707,26423,25081,35077
391530,"Waste, parings and scrap, of polymers of vinyl chloride",0,0,1,0,33,68,6,10,25,48,,2018,1660,1322,1460,2061,2146,2399,2507,4342,4679,,6333,7530,8521,9705,11027,8999,8775,9811,13434,26480
843680,"Agricultural, horticultural, forestry or bee-keeping machinery, n.e.s.",13,111,151,145,270,203,42,97,39,48,,4552,2810,5301,5905,2034,7929,5605,3906,2122,2394,,279573,321264,384800,454586,401456,402673,460440,461047,460953,590759
960400,Hand sieves and hand riddles (excluding colanders),169,253,223,201,75,112,74,51,62,48,,23,24,30,123,39,38,25,21,72,76,,940,1055,1212,1388,1536,1253,1245,1054,2362,1679
960891,Pen nibs and nib points,45,21,11,23,0,23,19,65,76,47,,1121,740,659,336,492,304,389,349,260,407,,14114,13852,14643,11725,18025,14589,14692,14921,13020,19327
380130,Carbonaceous pastes for electrodes and similar pastes for furnace linings,0,0,0,0,0,8,0,0,0,47,,142,108,148,21,37,21,14,1,12,23,,43693,56476,22201,14252,9332,14781,15909,16863,11044,15881
690320,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",70,3,21,6,158,12,52,4,37,47,,3714,3922,3660,2333,2677,3426,2909,1907,1745,2182,,217248,195558,210508,179409,151212,158463,175111,149332,119090,147264
690600,"Ceramic pipes, conduits, guttering and pipe fittings (excluding of siliceous fossil meals or ...",0,14,0,37,0,0,0,12,11,47,,456,490,461,382,384,449,626,501,318,371,,352,547,1254,846,1069,1043,1615,1004,687,1082
170113,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter, obtained ...",20,27,23,35,30,0,0,98,113,47,,0,69,1035,1802,1288,1335,3299,8977,4154,3842,,146134,11451,5868,9405,10531,11120,25495,9982,10865,10302
551519,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, other ...",87,125,35,65,10,36,51,42,31,47,,52757,50561,45324,41651,37561,41334,40069,41678,42999,40295,,6723,8519,10782,13731,12936,10713,11034,7785,7192,10061
600622,"Dyed cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics ...""",463,562,216,504,297,292,231,350,79,47,,51763,51213,56171,43303,37933,42762,70902,45372,22607,24896,,18549,20694,17060,13926,14291,23577,26698,25591,10917,25107
320412,"Synthetic organic acid dyes, whether or not metallised, and synthetic organic mordant dyes; ...",247,548,521,694,191,326,248,205,19,47,,28840,35479,44359,55306,32915,39494,41492,40097,31006,41928,,60366,65568,70409,73169,65740,65812,69105,65299,59326,83813
843691,"Parts of poultry-keeping machinery or poultry incubators and brooders, n.e.s.",124,277,0,99,298,201,194,80,37,47,,543,2201,3517,1241,1364,1574,1934,1792,2708,2778,,64067,56440,92135,107975,103487,83984,80559,92514,64666,81998
30343,"Frozen skipjack or stripe-bellied bonito """"Euthynnus -Katsuwonus- pelamis""""""""",0,16,103,0,79,29,0,0,60,46,,248213,310184,235183,157331,144754,181856,237321,245803,176694,251898,,1180,545,657,379,403,249,201,35,238,160
842320,Scales for continuous weighing of goods on conveyors,0,0,0,36,20,181,55,107,41,46,,184,135,215,245,933,534,397,287,250,276,,14561,19739,14288,16251,13446,15370,22023,22451,21115,23237
490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they ...",103,3,72,69,23,16,11,35,26,46,,126,148,124,40,50,15,20,63,41,11,,132708,100019,79728,59862,52779,56036,60341,24473,27619,51816
293332,Piperidine and its salts,64,0,510,0,0,88,201,51,135,45,,0,4,5,8,5,17,2,2,4,21,,1661,1516,2583,1556,1092,2067,1964,1408,1206,2270
680911,"Boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster, ...",0,0,0,0,0,0,20,41,41,45,,1144,1458,1353,1079,1366,952,807,954,661,744,,58073,77080,96017,96811,107715,130106,140689,136413,144201,217093
620213,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",71,50,107,167,33,14,26,62,21,44,,761,555,763,469,471,945,773,835,1781,1017,,254794,209974,308499,380990,300233,288702,325454,380246,247288,258762
251990,"Fused magnesia; dead-burned """"sintered"""" magnesia, whether or not containing small quantities ...""",0,0,0,0,0,0,6,22,88,44,,1045,800,1063,820,975,1432,888,504,526,560,,257284,231389,236677,239780,167121,216291,349527,280282,182617,305345
391510,"Waste, parings and scrap, of polymers of ethylene",29,0,0,0,28,12,10,82,69,44,,1346,710,1081,2104,2522,1568,3598,6779,757,858,,24883,27896,37789,36071,44963,40862,35833,28736,29288,64259
