Product code,Product label,"Korea, Republic of's imports from Taipei, Chinese-Value in 2012","Korea, Republic of's imports from Taipei, Chinese-Value in 2013","Korea, Republic of's imports from Taipei, Chinese-Value in 2014","Korea, Republic of's imports from Taipei, Chinese-Value in 2015","Korea, Republic of's imports from Taipei, Chinese-Value in 2016","Korea, Republic of's imports from Taipei, Chinese-Value in 2017","Korea, Republic of's imports from Taipei, Chinese-Value in 2018","Korea, Republic of's imports from Taipei, Chinese-Value in 2019","Korea, Republic of's imports from Taipei, Chinese-Value in 2020","Korea, Republic of's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021","Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
321519,"Printing ink, whether or not concentrated or solid (excluding black ink)",597,422,590,650,1018,756,635,664,1253,1287,,112249,104375,105883,103804,104017,102232,103274,96069,87098,97213,,63979,53470,57212,51283,56194,55887,51109,43000,46777,54790
200799,"Jams, jellies, marmalades, pur?es or pastes of fruit, obtained by cooking, whether or not containing ...",12,103,30,5,23,3,13,96,1198,1283,,7710,9659,7933,7056,10486,12622,14545,18458,16896,24364,,15953,19936,22350,22305,23054,22869,24328,23487,26858,31989
392069,"Plates, sheets, film, foil and strip, of non-cellular polyesters, not reinforced, laminated, ...",2824,2318,3354,1589,2433,5551,3233,1398,1183,1260,,100973,83042,76900,83390,64371,58191,63534,75124,66492,76704,,156246,126794,97565,72577,55998,49094,49659,63318,74181,72418
390931,"Poly""""methylene phenyl isocyanate"""" """"crude MDI, polymeric MDI"""", in primary forms""""",0,0,0,0,0,107,141,1676,2221,1258,,0,0,0,0,0,5861,5967,8179,11759,10768,,0,0,0,0,0,125405,147672,113143,107731,182940
392010,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",1284,263,791,1455,1598,2673,1878,1866,2441,1257,,121928,136592,157382,124631,120106,121177,119494,114543,98993,96925,,160493,170689,175273,186621,183739,202663,210163,223811,240142,259368
481039,"Kraft paper and paperboard, coated on one or both sides with kaolin or other inorganic substances, ...",698,761,856,585,586,483,674,583,1020,1254,,141673,138993,110906,61256,48708,63734,71149,54432,63322,85635,,20123,21595,26525,23893,22389,23079,21990,16303,21216,22734
722300,"Wire of stainless steel, in coils (excluding bars and rods)",14913,12830,13467,14158,5798,3207,3277,3874,1782,1248,,87272,85564,92719,75080,72399,77549,82228,76811,65301,83348,,84596,78809,86768,79132,67344,65761,73915,79382,64716,103288
732490,"Sanitary ware, incl. parts thereof (excluding cans, boxes and similar containers of heading ...",672,696,633,561,282,190,64,339,855,1246,,99567,99784,104254,98299,98037,102341,100596,94108,97012,105867,,15559,20735,22863,25885,21058,24087,28080,29964,33270,40374
848610,Machines and apparatus for the manufacture of boules or wafers,542,351,458,454,650,1500,599,96,244,1245,,17524,27805,43862,16805,24906,82467,60891,40039,22079,36898,,97524,38636,20293,38924,43938,58486,165739,153870,90371,47770
846630,"Dividing heads and other special attachments for machine tools, n.e.s.",851,1100,934,759,741,725,795,671,777,1234,,14464,17215,33199,32591,28359,33422,42669,41680,41862,65331,,10835,12076,14398,14934,10744,13009,12177,11062,8408,12126
940179,"Seats, with metal frames (excluding upholstered, swivel seats with variable height adjustments ...",640,214,441,563,706,762,1017,860,1005,1232,,136248,128098,106654,106948,113948,122362,135330,126838,105015,130569,,73024,87623,110568,95083,95365,110511,123935,130507,169093,220559
900410,Sunglasses,2688,3543,4079,3861,2764,2618,1417,1292,1210,1226,,93846,92667,96789,84325,84679,82773,87947,85451,70577,100883,,146842,162976,181173,202118,177709,163146,194994,161251,104638,110109
300450,"Medicaments containing provitamins, vitamins, incl. natural concentrates and derivatives thereof ...""",126,119,761,5808,5993,2295,1238,940,365,1220,,3847,4181,4908,5012,4951,5904,4218,7032,10557,9670,,36383,29621,27078,23777,29852,27372,25213,20865,16109,23201
540231,"Textured filament yarn of nylon or other polyamides, with a linear density of <= 50 tex per ...",454,1712,3226,2835,1394,2002,3061,1468,865,1204,,225405,231238,218677,154436,138089,161976,168396,136889,90365,112710,,9124,17243,17717,18209,14081,17299,17573,14432,19448,24263
810890,"Articles of titanium, n.e.s.",2589,1141,746,967,360,380,830,814,925,1197,,32805,31511,31300,27802,26296,28018,26933,35274,38035,47056,,310958,327929,241501,218430,227393,201635,211524,262938,229180,173347
293339,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyridine ring, ...",1660,1026,1127,1008,1164,961,1273,1872,1985,1195,,3894,6943,8534,4091,3078,5986,11730,12075,13173,11626,,195381,199579,186444,176323,212338,227873,279117,312427,294151,335844
160419,"Prepared or preserved fish, whole or in pieces (excluding minced, merely smoked, and salmon, ...""",1768,1670,752,825,800,776,712,900,724,1195,,24894,10243,3686,3530,3707,3662,3313,4072,5312,4665,,61043,60719,66828,63126,75146,94544,100467,105140,91444,90941
480525,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",11,151,488,225,11430,154,4026,829,480,1193,,128228,131172,153254,150737,140177,169211,193764,164040,158941,175868,,7625,5174,4114,4472,24513,8322,12372,6095,13688,54910
902131,Artificial joints for orthopaedic purposes,1633,1366,1371,1521,1580,1225,1547,1322,1273,1192,,18459,22808,25496,27400,28595,33890,37063,33542,30586,38768,,92987,91045,90533,95363,103888,104236,106026,107194,86906,88117
482110,"Paper or paperboard labels of all kinds, printed",526,627,784,709,517,352,462,451,748,1190,,97616,93188,100499,99345,88021,89431,79435,70227,71031,87548,,15293,14907,16106,15286,14987,15268,14612,14945,14793,22155
843880,"Machinery for the industrial preparation or manufacture of food or drink, n.e.s.",649,457,976,714,406,1166,1251,2647,910,1188,,39657,42618,55989,68195,57720,68899,61640,58392,57179,63123,,47809,34362,28952,28594,39229,50025,69392,62117,36606,43932
401150,"New pneumatic tyres, of rubber, of a kind used for bicycles",692,802,931,699,660,458,343,341,453,1186,,64926,63072,67120,67160,64729,59677,73772,69410,81236,133485,,5035,5162,7459,7848,6484,5943,5163,5087,7546,8920
961100,"Hand-operated date, sealing or numbering stamps, and the like; hand-operated composing sticks ...",1104,944,1038,1216,1015,1190,1325,970,961,1186,,26287,23998,25606,24405,23308,23008,22409,21517,17158,21563,,2968,3007,3542,3840,4161,6022,6133,5343,5657,6503
392610,"Office or school supplies, of plastics, n.e.s.",569,950,1125,1053,1014,1526,1313,1836,1270,1186,,59753,52001,56126,55996,55939,55054,54853,55591,61099,73230,,13368,14669,16195,16833,18136,21784,21328,21315,18748,20505
230910,"Dog or cat food, put up for retail sale",70,75,57,59,49,154,287,859,888,1185,,1650,2175,2399,6542,7712,7076,10938,9793,10137,14618,,112692,124419,132872,147943,171327,209877,238927,242026,270733,308466
950790,"Line fishing tackle n.e.s; fish landing nets, butterfly nets and similar nets; decoys and similar ...",626,588,734,776,1139,1313,1525,1521,1058,1165,,31808,30910,30030,28359,27761,29414,27368,26571,25481,36438,,24779,27654,35420,37722,41856,49688,63831,68728,77597,97235
392350,"Stoppers, lids, caps and other closures, of plastics",956,1174,1432,1650,1596,1679,733,903,1332,1165,,53397,60610,69247,77886,85413,89938,100569,109002,110527,129594,,33360,34508,37330,35045,43656,48766,49861,57380,65613,78724
821000,"Hand-operated mechanical devices, of base metal, weighing <= 10 kg, used in the preparation, ...",746,538,647,766,591,736,996,887,1156,1162,,4638,5266,5647,5418,4198,4209,3497,3779,5612,6493,,14685,8854,9487,9777,7517,8723,9885,10860,14374,17574
847350,"Parts and accessories equally suitable for use with two or more typewriters, word-processing ...",129,479,904,1647,8978,1136,1301,1018,777,1161,,451509,434432,385939,280330,261261,275328,295761,283038,237555,256865,,9628,13506,12794,15322,28816,24827,25201,25400,25491,34684
950699,Articles and equipment for sport and outdoor games n.e.s; swimming and paddling pools,2238,2715,2535,2657,2351,2005,1673,1467,1055,1161,,272126,274871,285924,271988,249956,244637,253682,236457,253108,304339,,54293,56669,58964,58646,52825,53318,55169,53293,50790,60188
720429,"Waste and scrap of alloy steel (excluding stainless steel, and waste and scrap, radioactive, ...",0,50,266,165,75,135,565,459,186,1151,,2991,1358,2772,1762,2455,2319,4437,3018,2400,4238,,32604,21184,19064,14425,12020,11434,10762,14916,5742,12576
820890,"Knives and cutting blades, of base metal, for machines or for mechanical appliances (excluding ...",604,403,324,356,393,357,559,890,962,1148,,53332,54726,62572,49745,40051,45369,45504,40898,39711,47081,,14503,14224,14448,18002,14659,16258,17433,18738,19942,22323
600632,"Dyed fabrics, knitted or crocheted, of synthetic fibres, of a width of > 30 cm (excluding ...""",1163,1903,1660,1940,1103,657,1301,766,693,1147,,885109,942681,942659,1032709,993683,964607,1022756,995000,727084,943776,,16202,20319,22351,22326,18402,17701,15490,11762,10092,16651
870829,"Parts and accessories of bodies for tractors, motor vehicles for the transport of ten or more ...""",2009,2747,2721,2415,1986,2051,2296,1910,1433,1146,,720644,758417,801785,817373,857485,1000021,991660,959568,899743,1142917,,221603,282847,344502,376873,435182,495788,490720,460853,462207,512110
853180,Electric sound or visual signalling apparatus (excluding indicator panels with liquid crystal ...,607,631,866,376,471,412,632,825,839,1138,,19406,18756,21220,17011,15578,13682,21402,29420,21642,21912,,153212,45206,60675,73903,71453,53200,68543,75176,59267,83769
540247,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a ...",3426,2662,1890,2304,2089,2045,2794,3199,1345,1137,,94347,82451,81889,81701,83038,98583,98885,76636,61400,89022,,56234,61491,73350,65575,65142,76739,70901,90623,57317,59925
844180,"Machinery for making up paper pulp, paper or paperboard, n.e.s.",2561,1967,1116,981,1324,1227,396,2332,777,1137,,99872,90027,101593,86194,71190,42264,46638,26086,30423,58276,,23579,14253,16718,22680,21107,25643,31018,44734,35525,36880
481920,"Folding cartons, boxes and cases, of non-corrugated paper or paperboard",57,48,99,190,1018,832,1453,2119,502,1135,,43810,44662,45261,42256,44247,43655,44022,41320,41894,52097,,49239,50506,36298,38691,46571,52861,46188,54992,48124,78903
292250,"Amino-alcohol-phenols, amino-acid-phenols and other amino-compounds with oxygen function (excluding ...",356,433,223,326,196,265,426,221,731,1127,,3583,3468,3383,2918,3040,5540,6490,6834,10657,14794,,48452,39829,36950,37295,37672,40702,44548,42270,40354,45353
190531,Sweet biscuits,1287,1932,0,875,1269,1321,1428,552,808,1115,,24434,29875,30328,27096,24516,30006,33144,34166,30445,22866,,20190,27116,51972,52704,55499,61686,63529,66966,68553,78861
300290,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses",14,2,193,1220,963,843,780,930,852,1111,,3248,8839,7911,5923,4741,4417,4714,36,59,2727,,35344,34934,44554,40459,42450,56316,76010,93179,104157,127926
843139,"Parts of machinery of heading 8428, n.e.s.",211,263,1719,395,497,365,419,957,1550,1104,,70300,78793,89709,81725,86934,98539,117728,175676,150911,211635,,102786,165594,85562,122067,94102,142587,146967,156649,163772,215281
291030,"1-Chloro-2,3-epoxypropane """"epichlorohydrin""""""""",0,558,321,0,0,0,0,800,1850,1104,,46028,31454,20742,21132,16827,15197,18152,25734,16711,15885,,85804,82576,93212,88757,74937,73909,134963,127321,130822,208209
390330,"Acrylonitrile-butadiene-styrene copolymers """"ABS"""", in primary forms""""",753,844,1873,1650,1935,1483,694,3232,1029,1097,,2379340,2260829,2086795,1668888,1591271,2184091,2245167,1737437,1672909,2710523,,22562,18480,21608,18283,27905,32339,25344,27572,25228,40897
732393,"Table, kitchen or other household articles, and parts thereof, of stainless steel (excluding ...",148,147,412,402,476,446,458,399,425,1093,,72320,78676,81993,71361,73860,83559,93532,82146,91006,107466,,122766,167766,200020,204887,206722,222357,238919,234305,234781,280615
847340,"Parts and accessories of other office machines of heading 8472, n.e.s.",133,246,252,605,816,933,1510,1032,784,1088,,22105,17099,15544,14788,16404,17749,14134,12747,14135,10671,,22798,28398,25084,19483,24638,20738,27933,51169,49182,71753
820600,"Sets of two or more tools of heading 8202 to 8205, put up in sets for retail sale",591,582,752,603,393,355,310,315,858,1086,,120983,122857,130148,146729,161721,179516,202944,255707,245472,290871,,11924,12186,12556,7961,8164,10688,8441,8311,8889,10653
630640,Pneumatic mattresses of textile materials,392,472,506,322,257,637,736,413,846,1077,,498,902,1407,1397,1299,9692,23227,23879,19728,29263,,1350,2861,2784,1717,2449,3526,3980,3804,12016,21316
180610,"Cocoa powder, sweetened",33,291,518,636,585,522,1005,1606,1141,1077,,748,1755,2718,2618,2427,3088,4442,7808,3926,3135,,4565,6015,5380,5043,4327,4799,4810,5946,4769,5362
230230,"Bran, sharps and other residues of wheat, whether or not in the form of pellets, derived from ...",0,0,0,0,0,0,0,0,404,1075,,4322,2510,4007,5490,9885,11046,11597,10545,13015,13599,,65406,58946,51306,33399,24804,20339,16452,13673,17909,23884
220299,"Non-alcoholic beverages (excl. water, fruit or vegetable juices, milk and beer)",0,0,0,0,0,1157,1165,1294,992,1074,,0,0,0,0,0,159441,169700,173134,179435,201659,,0,0,0,0,0,49063,61898,60174,56191,75085
320413,Basic synthetic organic dyes; preparations based on basic synthetic organic dyes of a kind ...,121,353,324,460,507,349,956,1118,1367,1049,,9772,12197,10609,9867,10517,11103,14514,16718,15833,14534,,6156,8760,9211,8226,8730,7967,11308,9368,7551,9719
283324,Sulphates of nickel,4816,3578,3498,7244,9704,10356,27355,7205,590,1048,,18877,19848,44400,75757,90883,134304,220176,250395,203049,285000,,37799,26486,43324,48724,57606,62282,76387,43073,24584,23917
841350,"Reciprocating positive displacement pumps for liquids, power-driven (excluding those of subheading ...",548,891,1065,776,539,985,969,775,714,1046,,8996,10807,15241,17088,17959,24816,29926,21476,26485,19577,,173591,160537,171430,139504,135687,168468,246686,248003,225430,254426
210610,Protein concentrates and textured protein substances,1790,1395,2126,2442,2167,2012,2080,1089,620,1043,,16713,16451,15826,13466,13702,11650,11913,12655,11248,11688,,26929,28437,34277,33953,35529,39759,40643,47087,46810,65727
847982,"Mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring ...",1480,1034,1829,2415,3994,1239,2111,2178,1660,1043,,130994,135386,144730,119683,116556,127834,168889,117022,100785,108183,,143952,163362,169926,161799,115420,145157,147083,136476,132070,138172
170490,"Sugar confectionery not containing cocoa, incl. white chocolate (excl. chewing gum)",1267,1588,3822,5347,6047,8858,10130,7489,1611,1037,,28592,35511,38509,36929,35637,35876,41087,41020,41776,47268,,94682,118758,155279,166927,193493,216583,227279,233147,219782,228119
871420,"Parts and accessories for carriages for disabled persons, n.e.s.",441,629,687,779,691,1102,823,941,788,1036,,54819,58282,67378,72048,70444,79767,83818,87212,76044,96194,,2850,3415,4573,4902,4670,6770,6710,7091,6790,6641
481940,"Sacks and bags, incl. cones, of paper, paperboard, cellulose wadding or webs of cellulose fibres ...",156,285,391,969,632,514,653,640,899,1029,,14903,17960,18643,20078,22062,23988,29974,29800,34268,46779,,24776,26206,30388,31287,36259,40988,41579,41635,43019,57898
741999,"Articles of copper, n.e.s.",316,452,473,460,622,754,988,1441,1310,1016,,228888,216464,203010,182595,162940,175665,182806,163356,160087,204411,,86253,78638,75559,64200,61795,70066,80738,85886,102866,136894
960899,"Parts of ball-point pens, felt-tipped and other porous-tipped pens and markers, fountain pens ...",678,256,497,648,940,1205,998,1566,1002,1006,,20544,18815,24116,20406,20141,21109,19872,18794,15715,17326,,8783,7435,7301,8201,12097,12496,12161,13332,9409,10575
350790,"Enzymes and prepared enzymes, n.e.s. (excluding rennet and concentrates thereof)",3,194,293,244,201,755,448,604,687,1005,,17392,17344,25705,38534,30681,32291,36820,26592,27863,28914,,61519,59904,63944,61157,62825,63236,68919,70295,80495,97386
870830,"Brakes and servo-brakes and their parts, for tractors, motor vehicles for the transport of ...",681,1201,1904,2486,2038,874,850,791,655,999,,90790,88565,90035,87890,92182,96229,109424,92567,83959,109822,,309015,275177,278565,275266,295679,313801,289843,256663,277907,317228
851410,Resistance heated industrial or laboratory furnaces and ovens (excluding drying ovens),186,586,17,200,149,177,441,858,1505,997,,24626,18532,29903,21338,62641,84626,88257,83695,64910,65292,,67514,49904,39877,35420,51910,55694,70260,66531,51700,96843
854130,"Thyristors, diacs and triacs (excluding photosensitive semiconductor devices)",2857,5163,723,351,273,326,382,347,600,991,,9550,7140,7025,6444,13640,18943,21046,23904,24892,29955,,30366,31525,27402,22980,23021,25439,41224,21581,20586,28673
731814,"Self-tapping screws, of iron or steel (excl. wood screws)",154,285,324,517,709,973,1116,672,953,990,,360438,396231,423370,427848,409830,477893,570533,537881,627725,857593,,3204,2881,3221,3595,10138,12443,15223,16065,16977,26722
903031,"Multimeters for voltage, current, resistance or electrical power, without recording device",434,713,623,591,620,976,997,1050,1362,989,,32281,32648,43799,52195,33874,31459,32401,29127,27052,32916,,10424,12552,13276,12441,10131,10797,9718,8857,9654,13920
920600,"Percussion musical instruments, e.g. drums, xylophones, cymbals, castanets, maracas",1521,1031,1030,1141,1046,1017,1110,971,996,979,,29810,24758,23145,25895,27275,25182,26805,25868,20519,24685,,12380,12173,11538,11126,9360,10234,10870,12565,12186,15057
293299,"Heterocyclic compounds with oxygen hetero-atom[s] only (excl. compounds containing unfused ...""",464,1987,371,249,397,389,890,1113,1031,975,,6143,62121,54527,53426,55553,46298,41518,27945,21741,20322,,137364,122648,139878,135985,140048,118982,138263,125739,131887,188122
390769,"Poly""""ethylene terephthalate"""", in primary forms, having a viscosity number of < 78 ml/g""""",0,0,0,0,0,2606,4580,2498,1994,974,,0,0,0,0,0,90238,236361,173312,102783,152105,,0,0,0,0,0,47250,85011,83481,50033,55609
283110,Dithionite and sulfoxylate of sodium,604,427,491,632,507,880,653,650,618,967,,3016,3054,3137,2682,2707,3203,3304,3994,2845,3544,,7420,8835,7412,7326,7269,9019,8915,7735,6746,9280
841939,"Dryers (excl. lyophilisation apparatus, freeze drying units, spray dryers, dryers for agricultural ...",734,29,3257,1205,725,2758,486,2256,1359,962,,37985,36421,44584,41050,49404,45430,51120,47914,38519,47635,,58675,63954,37956,52925,67369,48022,55301,58765,53717,50044
220830,Whiskies,0,5,1,0,0,101,91,112,431,961,,3766,19337,28941,16102,28121,35064,44199,37632,42558,102826,,205934,185194,194069,188152,166123,152575,154989,153933,132463,175348
401190,"New pneumatic tyres, of rubber (excl. of a kind used on agricultural, forestry, construction, ...",0,0,0,0,0,1424,1141,917,991,959,,0,0,0,0,0,43859,48728,62163,57664,74829,,0,0,0,0,0,11660,8816,5344,5939,5877
350691,Adhesives based on polymers of heading 3901 to 3913 or on rubber (excluding products suitable ...,1662,1053,1249,2819,640,775,1281,640,602,953,,324277,260071,271671,298697,262544,291614,350131,343941,284164,316940,,136237,182759,193311,166562,150392,143660,155375,171828,178372,181108
370199,"Photographic plates and film in the flat for monochrome photography, sensitised, unexposed, ...",1057,887,1290,906,1090,1225,1116,963,839,953,,20303,19871,17477,12842,16708,15399,19970,22423,23174,21557,,99088,89793,63307,55305,51593,54406,63006,54594,51767,41059
702000,"Articles of glass, n.e.s.",676,1065,1256,1519,1476,2757,2287,1228,1921,952,,71624,58990,81051,81042,77387,84086,83675,90059,108422,128442,,226540,188277,153463,151586,163072,209967,278288,236299,264044,304026
830241,Base metal mountings and fittings suitable for buildings (excluding locks with keys and hinges),592,860,952,740,959,1390,983,957,1346,945,,91523,97486,87584,97133,98171,104418,117517,128280,123401,163987,,22298,21519,29571,35975,33353,41663,43698,44921,44372,61130
852862,Projectors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,38,45,17,37,944,,0,0,0,0,0,10458,22493,16516,48381,65037,,0,0,0,0,0,3102,4446,46409,91222,124101
902129,Dental fittings (excl. artificial teeth),100,393,1247,293,575,368,2942,1718,455,942,,4508,6945,8576,6704,7607,12462,11034,9007,7562,9909,,63036,50150,49038,50361,59545,56925,58725,61882,53285,59572
846721,"Drills of all kinds for working in the hand, with self-contained electric motor",665,836,871,1070,1044,1297,878,1070,1086,940,,9409,13279,11817,7651,7335,11106,9162,7876,7439,10226,,43289,44114,46639,44652,56098,58279,55801,55638,54637,62775
721510,"Bars and rods, of non-alloy free-cutting steel, not further worked than cold-formed or col ...",348,256,162,134,85,214,328,233,318,936,,19857,20664,20280,16007,17910,25664,29076,21186,21232,29069,,623,345,241,251,303,761,977,894,482,1098
721391,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel, of circular ...",8539,11440,7542,7285,5329,5162,4103,4025,5617,936,,115438,111314,100911,77736,75581,85921,82441,63484,58665,75211,,582824,450045,388282,269881,247931,288036,272719,242097,155267,425696
820540,Hand-operated screwdrivers,365,416,606,992,917,1030,1016,846,762,930,,54250,50554,52754,54848,57604,65212,73017,76252,78703,101979,,8770,9044,8787,9138,9284,10593,10200,9860,10598,11094
481159,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",378,937,604,666,713,812,820,778,1003,930,,18322,25232,20803,15714,19197,19458,18748,17422,8919,7458,,118247,122854,126179,127215,128324,150371,156315,155138,142043,163555
481910,"Cartons, boxes and cases, of corrugated paper or paperboard",26,109,174,267,234,338,376,729,552,924,,26180,26365,33500,30992,34676,35545,38497,36955,34366,41504,,15448,15081,15734,15875,17828,19203,23070,23489,23826,31381
850140,"AC motors, single-phase, of an output > 37,5 W",740,798,742,725,702,1134,787,533,573,923,,43774,53556,57545,53019,51361,52272,56142,48819,57612,78291,,91112,96254,109022,91180,87984,97082,94402,96490,92239,116722
180690,"Chocolate and other preparations containing cocoa, in containers or immediate packings of <= ...",6,19,575,103,67,443,383,944,1329,920,,2954,4210,4418,2303,4029,3050,3503,3522,3233,3519,,97611,106499,132899,140307,154934,140674,146231,147603,142266,144333
70511,Fresh or chilled cabbage lettuce,242,111,424,1001,1554,449,558,194,219,912,,7209,9519,9525,8982,9390,7346,10223,5958,5281,5806,,8213,7471,6781,6996,11420,7971,10673,7466,8572,9397
401692,"Erasers, of vulcanised rubber (excluding hard rubber), conditioned (excluding those simply ...",1,4,0,5,5,2,1,7,178,911,,4571,4127,5027,4888,4237,4717,4920,5627,4523,4444,,265,332,590,676,855,1055,1095,1479,1142,2231
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",2361,2869,3322,6211,4139,4990,4136,2423,831,907,,181359,167816,193106,170365,174682,118957,122416,111098,109030,154811,,711896,795854,851480,745411,614128,676016,626719,602589,801175,569190
650610,"Safety headgear, whether or not lined or trimmed",248,406,543,526,488,355,752,458,762,905,,57849,48059,49473,40333,42181,39175,39479,38563,37744,53822,,13507,16027,21912,25255,26969,27375,25547,27360,35514,44141
844790,"Machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines ...",344,329,720,543,375,434,472,654,933,904,,39305,30240,27176,35855,43906,50216,58678,49291,46157,65076,,9996,15850,19607,9084,8953,9582,8898,12265,9200,11069
281520,"Potassium hydroxide """"caustic potash""""""""",811,317,193,0,0,813,2073,1578,1087,902,,7845,12250,10802,9958,7483,7078,8157,9118,6632,6411,,6981,5071,5206,4239,3809,7024,7636,6306,6099,5879
844391,"Parts and accessories of printing machinery used for printing by means of plates, cylinders ...",113,33,22,299,112,101,100,474,279,901,,28044,29721,31101,23685,24085,22972,26069,27710,24323,28351,,19815,21069,18396,17350,15775,22717,25836,22449,21407,21981
841360,"Rotary positive displacement pumps for liquids, power-driven (excluding those of subheading ...",1129,1349,1331,1118,1096,873,1002,881,952,900,,14935,15439,17062,14644,18071,18822,16595,20050,15199,18862,,107732,105851,108477,127450,85920,76414,90000,88263,83608,103814
846792,"Parts of pneumatic tools for working in the hand, n.e.s.",780,950,1434,1326,850,907,956,702,869,898,,62002,69567,76896,74452,74251,88900,89709,87529,83998,113921,,18967,24937,25894,20005,28826,20801,16274,14444,13154,15414
630392,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres (excluding ...",132,87,129,316,1171,1153,1481,1297,1683,897,,37923,43580,49907,40959,55950,62307,52854,69482,88699,81800,,12863,11352,16284,21114,28160,32617,35326,38683,41175,47160
940169,"Seats, with wooden frames (excluding upholstered)",192,601,586,930,1030,804,874,721,861,896,,8654,9164,6542,5019,4125,5296,3995,3704,2735,3935,,218076,234558,272341,307277,281240,293651,317727,312392,330445,365417
848420,Mechanical seals,208,196,236,233,291,337,292,378,603,892,,8660,6203,6275,6973,7944,14376,20953,26875,34711,36262,,41398,56155,58397,49227,57408,63699,88275,65369,53364,63500
292249,"Amino-acids and their esters; salts thereof (excluding those with > one kind of oxygen function, ...""",230,216,194,134,196,407,397,532,973,892,,10036,9993,10144,7718,5379,8621,7189,9368,10065,9664,,74049,76983,74421,65959,67813,69579,80762,83397,86305,104133
846719,"Pneumatic tools for working in the hand, non-rotary type",736,656,832,1050,1295,1112,1236,825,722,891,,205355,189818,209817,250571,258515,264437,269149,265143,299518,371689,,6142,8909,17012,8923,9241,9365,9877,8385,7533,7923
330290,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or ...",1,5,36,9,12,1959,3198,941,1146,885,,4134,1971,1686,2168,2313,3787,6097,4839,4058,3429,,75326,76104,89530,90293,97382,107872,118354,131758,133155,135338
846595,"Drilling or mortising machines for working wood, cork, bone, hard rubber, hard plastics or ...",11379,16692,5080,1565,1563,611,3246,826,492,877,,50362,40996,66797,37224,34928,36758,26623,18839,35351,48027,,50584,50294,15527,7299,8476,6447,11371,10112,12987,9345
846692,"Parts and accessories for machine tools for working wood, cork, bone, hard rubber, hard plastics ...",709,831,935,1020,802,899,989,728,703,871,,104382,99883,101106,88745,88600,97367,100246,91854,98117,126963,,17168,14800,12137,11125,11821,10858,10992,10605,10680,12456
853649,Relays for a voltage > 60 V but <= 1.000 V,302,207,229,217,199,973,2429,964,191,870,,8278,8976,10233,9617,10936,16242,18009,12590,11694,11595,,106581,122583,126074,122798,105218,95213,103992,96479,101741,113764
481820,"Handkerchiefs, cleansing or facial tissues and towels, of paper pulp, paper, cellulose wadding ...",642,626,851,736,306,123,58,88,69,870,,27051,28838,34661,30115,26900,27703,28980,24965,27495,27193,,6562,7756,10888,9532,8342,10682,12268,13542,15544,19385
540261,"Multiple """"folded"""" or cabled filament yarn of nylon or other polyamides, incl. monofilament ...""",778,595,495,550,546,366,625,1616,524,865,,27793,30486,28454,25897,18871,16403,16594,12925,9013,13270,,1194,1436,1383,1476,1949,2698,3264,4603,3132,4562
290290,"Cyclic hydrocarbons (excluding cyclanes, cyclenes, benzene, toluene, xylenes, styrene, ethylbenzene ...",6413,3279,325,1312,875,1592,1600,2928,755,857,,36126,42939,45662,25928,21321,27961,44541,32068,18360,18922,,104202,77070,62891,66836,23567,34294,48762,50973,41242,53269
480591,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",526,1764,1393,1393,1533,1750,2424,1922,728,856,,1807,4551,9251,5557,6877,5403,3367,4214,3887,5737,,35099,24917,20997,21733,31338,32662,42897,44912,45729,50500
