Product code,Product label,Viet Nam's imports from United States of America-Value in 2012,Viet Nam's imports from United States of America-Value in 2013,Viet Nam's imports from United States of America-Value in 2014,Viet Nam's imports from United States of America-Value in 2015,Viet Nam's imports from United States of America-Value in 2016,Viet Nam's imports from United States of America-Value in 2017,Viet Nam's imports from United States of America-Value in 2018,Viet Nam's imports from United States of America-Value in 2019,Viet Nam's imports from United States of America-Value in 2020,Viet Nam's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
420100,"Saddlery and harness for any animal, incl. traces, leads, knee pads, muzzles, saddle cloths, ...",0,0,0,38,68,86,52,228,557,,,57671,60048,62220,63894,63517,60721,60274,56699,56403,76169,,107,213,49,170,228,344,233,1163,3135,9935
420212,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...",7,22,53,2262,18,11,64,67,2722,,,116022,132424,116439,110829,106739,96056,112185,113881,90811,122529,,2560,3465,4329,12147,15753,24727,27427,37634,23220,136308
420299,"Travelling-bags, shopping or tool bags, jewellery boxes, cutlery cases and similar, with outer ...",11,65,11,18,29,11,32,41,60,,,180336,199130,164579,161665,172998,121144,118417,105412,73820,78449,,1366,1552,1611,1652,1665,1297,1112,2457,4797,4498
420340,"Clothing accessories of leather or composition leather (excluding gloves, mittens and mitts, ...",13,0,0,0,1,2,1,0,0,,,11496,15289,12897,8757,8950,10896,11362,7436,9443,7351,,2978,4751,6412,5629,5027,5447,5006,5008,3470,7206
430230,"Tanned or dressed whole furskins and pieces or cuttings thereof, assembled, without the addition ...",0,0,0,0,0,1,0,0,0,,,3160,1603,1379,1889,1354,1473,2763,4161,4503,4610,,252,587,357,1772,76,61,533,251,3,233
440310,"Wood in the rough, treated with paint, stains, creosote or other preservatives (excluding rough-cut ...",144,0,0,18,0,0,0,0,0,,,69783,46826,59243,54758,93286,129632,82126,0,0,0,,2918,3448,1476,1783,1545,2087,0,0,0,1410
440312,"Wood in the rough, treated with paint, stains, creosote or other preservatives, non-coniferous ...",0,0,0,0,0,0,56,15,0,,,0,0,0,0,0,0,1750,10203,6615,7843,,0,0,0,0,0,0,476,23,6,2626
440322,"Pine """"Pinus spp."""" in the rough, of which the smallest cross-sectional dimension is <15 cm, ...""",0,0,0,0,0,0,3250,2593,1824,,,0,0,0,0,0,0,5576,27004,16857,32627,,0,0,0,0,0,0,4580,4491,4415,12964
440324,"Fir """"Abies spp."""" and spruce """"Picea spp."""" in the rough, of which the smallest cross-sectional ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,4354,6478,5433,9152,,0,0,0,0,0,0,83,74,0,910
440396,"Birch """"Betula spp."""" in the rough, of which no cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,73,16,0,,,0,0,0,0,0,0,26,572,205,141,,0,0,0,0,0,0,85,41,120,82
440692,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated, non-coniferous""""",0,0,0,0,0,0,0,12,0,,,0,0,0,0,0,0,24196,113875,97238,96095,,0,0,0,0,0,0,0,27,0,
440721,"Mahogany """"Swietenia spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not ...""",1591,2436,1797,143,0,0,82,0,0,,,3401,3479,2317,2306,2389,2292,2326,2813,2157,3179,,3547,3857,3571,855,801,1093,680,629,1889,208
440726,"White lauan, white meranti, white seraya, yellow meranti and alan, sawn or chipped lengthwise, ...",0,0,0,112,143,279,705,650,0,,,64,72,117,21,66,4,14,45,4,0,,88,0,191,1412,1982,1443,2740,1624,212,
440728,"Iroko, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",0,0,0,0,0,0,0,0,0,,,53,374,94,97,264,163,189,90,27,33,,0,12,1,0,36,3,9,4,7,67
440792,"Beech """"Fagus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",2711,1651,2666,2579,2480,3063,305,329,120,,,2755,3434,7108,3146,2414,2334,2885,1965,1087,1732,,4494,4144,6397,10534,7102,9552,13657,19550,16004,25144
440839,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,0,0,0,41,0,30,5,0,,,11211,8763,9957,15599,18511,15568,17155,13615,9180,11618,,4595,5782,13159,10522,8516,7326,5389,5924,7799,18400
440921,"Bamboo, incl. strips and friezes for parquet flooring, not assembled, continuously shaped ...""",0,0,0,0,0,0,0,0,0,,,11336,8790,9232,5445,4491,1452,734,767,2422,4249,,95,73,163,78,81,37,2532,185,449,4961
441011,"Particle board of wood, whether or not agglomerated with resins or other organic binding substances ...",0,0,0,0,0,0,0,0,0,,,71262,83812,99885,97070,85448,81886,89088,98956,116066,161715,,12710,13398,13424,17857,18878,28674,31142,34372,38165,43975
441090,"Board of bagasse, bamboo or cereal straw particles or other ligneous materials, whether or ...",0,9,0,79,9,5,10,31,32,,,7527,9232,8074,7432,7555,4200,4464,18529,3245,5512,,18798,14793,12681,16139,13002,12009,11892,5708,4069,18092
441239,"Plywood consisting solely of sheets of wood <= 6 mm thick (excluding of bamboo, plywood of ...",163,133,111,69,14,15,0,1,2,,,205149,237772,206715,158590,161590,180582,146766,104651,108760,195678,,11118,10589,8924,20241,27735,26442,39116,16535,14581,9987
441879,"Flooring panels, assembled, of wood (excluding multilayer panels and flooring panels for mosaic ...",275,0,22,0,0,0,170,7,0,,,6052,5338,6088,6335,6888,6388,7967,5970,6537,11336,,1802,360,614,260,1146,2535,638,1362,1598,3643
441891,"Builders' joinery and carpentry, of bamboo (excl. windows, French windows and their frames, ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,4508,2553,4356,9209,5243,,0,0,0,0,0,0,179,367,92,
441911,"Bread boards, chopping boards and similar boards, of bamboo",0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,4133,3886,3386,3662,4732,,0,0,0,0,0,0,39,143,119,485
442010,"Statuettes and other ornaments, of wood (excluding wood marquetry and inlaid wood)",1,2,0,4,3,3,2,2,8,,,10046,11227,10808,11746,22346,10244,11683,11159,8575,12135,,105,67,92,98,148,167,535,274,273,1611
442199,"Articles of wood, n.e.s.",0,0,0,0,0,0,98,44,83,,,0,0,0,0,0,139492,153094,179758,125032,158593,,0,0,0,0,0,0,8871,14450,30439,95655
450110,"Natural cork, raw or simply prepared """"merely surface-worked or otherwise cleaned""""""""",9,0,0,0,0,6,6,0,6,,,2294,2085,4593,7822,9144,4269,3083,1965,1896,992,,9,0,0,0,0,6,6,2,14,63
450410,"Tiles of any shape, blocks, plates, sheets and strip, solid cylinders, incl. discs, of agglomerated ...",0,0,0,0,0,0,1,5,7,,,6913,9435,6511,5115,4575,3930,3667,4720,3589,4129,,236,373,387,354,362,446,264,1531,4736,5927
450490,"Agglomerated cork, with or without a binding substance, and articles of agglomerated cork (excluding ...",0,0,0,1,0,0,0,0,0,,,3677,3650,3682,3640,4541,4816,4304,4415,3574,4440,,166,110,172,107,147,107,242,285,195,372
460193,"Plaits and similar products, of rattan plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,1,0,0,,,18,38,80,199,84,49,216,304,230,264,,3,423,179,29,69,46,94,210,301,69
460211,"Basketwork, wickerwork and other articles, made directly to shape from bamboo plaiting materials ...",0,0,0,0,0,0,0,0,0,,,2257,1819,1908,1899,1628,1524,1833,1663,1796,2257,,290,268,2220,587,1105,1542,3154,2016,1125,606
470311,"Unbleached coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",3073,4359,4081,4332,3572,7216,15993,12241,9229,,,117044,115016,139610,112081,92811,100576,140461,127811,147537,226092,,3698,8057,6495,6589,5756,11897,37384,23458,22650,56821
480256,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",4,43,79,33,144,88,166,588,118,,,349201,410608,389168,345535,342896,328994,320394,262659,161333,155559,,58042,71604,84573,89362,104322,117447,126866,113544,109336,115614
480258,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",5,57,0,5,16,23,190,1086,705,,,109190,114018,111364,90906,72586,79149,94670,87018,64881,84346,,3550,2827,3335,4624,5323,5584,10421,16828,15895,26237
480431,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",332,36,82,183,14,170,27,15,187,,,128587,108906,117177,111207,106074,108390,121611,111397,109833,114352,,9034,9748,10398,10939,9343,11074,11600,14224,16604,22017
480511,"Semi-chemical fluting paper, uncoated, in rolls of a width > 36 cm",1,0,3,2,1,1,0,0,0,,,180792,183527,235510,271843,234757,267021,306088,279667,297955,361639,,32884,35509,33740,21092,14988,10405,13317,4464,681,3816
480591,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",3239,4662,6235,5756,3275,2872,2918,2919,3003,,,63948,57326,47221,45884,48203,42764,46465,46709,39889,47438,,12204,14778,17662,21408,19486,16432,17987,22970,23940,31991
480630,"Tracing papers, in rolls of a width > 36 cm or in square or rectangular sheets with one side ...",0,0,0,0,0,0,0,0,0,,,2274,2131,1615,1342,1078,1729,1320,1632,1375,1365,,410,607,807,1078,906,769,398,448,468,443
480920,"Self-copy paper, whether or not printed, in rolls of a width > 36 cm or in square or rectangular ...",0,3,2,0,1,1,0,0,0,,,109769,90293,77693,70206,53577,54797,56719,44968,24830,29045,,8827,10265,10124,11745,12838,11077,11864,8219,7126,9546
481032,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",384,0,167,513,962,2483,1271,2774,981,,,788277,799899,767910,727548,713752,764161,628875,605795,572480,623834,,21373,21064,25276,25133,22130,26112,13035,7157,3728,165327
481151,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",153,195,252,148,392,264,668,1787,2501,,,855876,867494,898692,909816,965408,1037544,1004007,912079,749474,761723,,8688,14345,12715,10275,12269,7635,18694,24961,21729,48938
481200,"Filter blocks, slabs and plates, of paper pulp",8,10,8,5,133,83,124,55,5,,,3749,2879,1903,1822,2695,1581,1738,1407,1604,1595,,410,434,474,3842,1398,1157,1199,1233,697,1318
481390,"Cigarette paper, whether or not cut to size (excluding in the form of booklets or tubes, and ...",2,0,0,0,0,1,0,0,0,,,4669,3800,5073,5848,3863,3392,3399,4737,3213,7198,,8759,5913,4087,4836,5652,5945,6919,5351,5047,10246
481710,Envelopes of paper or paperboard (excluding letter cards),29,22,71,36,46,50,81,40,57,,,60732,85901,58593,60428,57609,51461,44152,35273,29063,46256,,265,207,333,375,437,433,570,911,1534,4543
481810,Toilet paper in rolls of a width of <= 36 cm,1,3,7,47,32,2,3,8,10,,,302957,361187,341495,284003,241940,206856,187859,176908,173670,150219,,1255,1384,820,1140,1112,1118,949,2071,1270,15314
481960,"Box files, letter trays, storage boxes and similar articles, of paperboard, of a kind used ...",6,8,0,16,35,141,205,157,47,,,25436,21929,24099,25775,21173,19940,22135,23289,20726,19770,,949,585,814,982,607,730,685,1299,717,488
482369,"Trays, dishes, plates, cups and the like, of paper or paperboard (excluding of bamboo paper ...",57,78,66,66,9,12,12,15,63,,,236512,252409,265241,274693,260439,260011,265217,255832,192077,211086,,1618,1908,1778,3560,2800,5938,5476,9483,13250,11845
490300,"Children's picture, drawing or colouring books",30,3,6,105,83,43,81,116,77,,,52342,49956,46506,46644,55064,50405,46144,47611,37716,47971,,180,101,151,369,470,496,1320,1392,652,1187
490890,"Transfers """"decalcomanias"""" (excluding vitrifiable)""""",1125,1138,1615,301,393,154,435,602,257,,,66280,67176,76571,72919,73797,66702,69264,67588,59169,68221,,19572,22828,29133,33938,38591,45553,51507,64399,74640,85994
491110,"Trade advertising material, commercial catalogues and the like",33,29,34,253,152,324,368,453,246,,,270790,325506,335441,329108,258026,267287,236418,236392,190552,204290,,4184,7950,3922,4716,6126,8289,6322,16032,12960,60418
491191,"Pictures, prints and photographs, n.e.s.",435,2,5,11,5,10,31,46,15,,,345887,384017,285328,290280,309205,214465,217375,235620,245688,372809,,2801,328,724,1440,428,430,380,500,632,9320
500600,"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut",0,0,0,0,0,0,0,0,0,,,514,484,1221,1524,1292,487,147,308,420,404,,88,83,94,21,0,20,64,20,1,19
500790,"Woven fabrics containing predominantly, but < 85% silk or silk waste by weight",12,0,3,27,3,0,1,0,0,,,2850,2277,2106,3602,2234,2637,1237,989,1085,1094,,13514,12886,10574,10804,10212,10859,10939,8758,6563,367
510119,"Greasy wool, incl. fleece-washed wool, neither carded nor combed (excluding shorn wool)",0,0,0,0,0,0,0,0,0,,,33,0,231,382,365,776,1881,1612,869,4690,,0,336,77,100,142,10,2522,177,82,
510219,"Fine animal hair, neither carded nor combed (excluding wool and hair of Kashmir """"cashmere"""" ...""",0,0,28,0,0,0,0,0,0,,,2561,3636,4233,3666,3088,2905,4029,1671,1678,5488,,1065,1303,1577,1231,1762,1523,3177,268,24,
510320,"Waste of wool or of fine animal hair, incl. yarn waste (excluding noils and garnetted stock)",0,0,0,0,0,0,0,0,0,,,456,334,511,327,348,423,318,293,95,80,,0,0,0,0,0,0,0,0,0,
510510,"Wool, carded",7,0,0,0,0,0,0,0,0,,,534,1237,5916,14909,763,414,261,299,87,227,,300,654,469,1023,2,1,0,16,225,
510529,"Wool, combed (excluding that in fragments """"open tops"""")""""",0,0,0,0,0,0,0,0,0,,,6839,14773,7555,4223,9099,10328,10315,7073,3960,5451,,8519,6349,7180,10389,9443,8589,11852,11254,22452,28890
510720,"Yarn of combed wool containing predominantly, but < 85% wool by weight (excluding that put ...",0,0,0,0,0,0,0,0,0,,,1425,1218,1364,1218,831,1113,342,427,245,163,,4216,3146,3847,3558,7440,5686,6182,11090,12135,9491
520511,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,13,0,0,1,0,,,30929,28172,24492,24110,15106,11391,12000,6008,3721,4594,,2995,8427,4153,1696,1581,1799,2544,3361,3446,6016
520513,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,6909,0,,,247356,200300,251164,297220,353286,360080,315631,287381,187054,262745,,221,2132,1199,763,1835,1101,1312,18749,23835,32740
520526,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,,,534,3372,419,82,99,77,3705,5972,324,63,,2799,2162,7459,3032,2365,7534,17363,20949,9526,17524
520528,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,,,105,0,19,37,321,16,203,5,419,50,,153,524,302,1168,1098,1196,2954,5397,5979,4402
520615,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,,,130,0,9,0,8,442,5,0,0,0,,12,25,187,247,238,234,195,174,195,112
520632,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,,,264,46,290,97,146,127,200,285,16,43,,47,101,50,17,109,89,333,303,1058,1106
520644,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,,,66,32,5,26,5,5,12,0,16,0,,312,151,469,359,229,976,547,97,77,1184
520822,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",3,0,1,1,16,2,2,5,4,,,2335,1861,2055,2188,2048,1742,1083,1450,1430,913,,1068,405,434,1857,4932,6087,4891,5841,5858,19545
520829,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, bleached ...",97,10,23,9,6,8,3,2,8,,,635,827,708,726,517,415,699,580,2291,547,,17383,16406,13960,11271,12238,13387,21441,15753,11348,14870
520911,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",533,103,3,75,71,1,4,17,19,,,2675,4859,3603,3845,2591,2542,3567,2899,1983,2150,,70460,78008,71283,57497,22841,17289,9604,12458,8987,7379
520949,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, made of ...",55,11,0,0,0,112,48,111,7,,,4625,3450,2862,2364,1486,1688,1243,961,1285,922,,13274,16015,9971,13510,12800,12942,11516,11802,9456,29157
521120,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,11,0,0,0,0,28,,,1478,919,914,600,824,655,630,181,371,297,,3546,3821,3056,2159,3122,2525,2172,6533,2671,7960
521139,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",8,0,1,6,103,13,175,27,0,,,968,2028,2381,4180,4797,4981,5437,4527,1619,3138,,42224,60218,58747,63550,57322,68370,90017,85357,71417,29928
521215,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",20,8,15,14,0,3,0,0,0,,,232,193,170,146,345,809,334,165,245,206,,2383,3435,2420,6407,9742,8160,8359,2769,2446,933
530390,"Jute and other textile bast fibres, processed but not spun; tow and waste of such fibres, incl. ...",0,0,0,0,0,0,0,0,0,,,465,273,429,209,316,264,374,373,932,250,,71,39,32,59,913,58,153,408,20,162
530710,Single yarn of jute or of other textile bast fibres of heading 5303,0,0,0,0,0,0,0,0,0,,,390,73,59,131,18,47,252,65,228,21,,1437,1222,2127,2656,3810,3902,3425,2374,3448,45
530921,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, unbleached or bleached",0,0,0,0,0,0,0,0,0,,,1090,1085,1028,1106,939,887,704,766,562,502,,1368,1927,944,4767,6661,6777,3814,3355,1558,1653
531010,"Woven fabrics of jute or of other textile bast fibres of heading 5303, unbleached",0,0,0,0,0,0,0,0,0,,,2312,1913,1615,1657,1944,1872,1671,1372,1148,2291,,14,1,2,11,49,34,134,59,8,123
540231,"Textured filament yarn of nylon or other polyamides, with a linear density of <= 50 tex per ...",0,0,0,0,21,146,479,484,479,,,29668,33196,35407,33587,26492,24139,22393,20620,13754,15231,,17798,12082,7551,8886,13041,17134,29270,33577,32557,52431
540251,"Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, with ...",0,0,0,7,0,0,0,4,1,,,2553,2099,2148,2404,1769,790,842,1206,1980,2956,,6304,6468,5053,3228,5042,7459,6085,5123,3601,4701
540331,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, untwisted or with ...",0,0,0,0,0,0,0,0,0,,,1195,172,45,405,111,356,85,332,124,191,,2722,5725,7727,10548,6597,6864,6830,5593,5204,1667
540412,Polypropylene monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm ...,0,0,0,0,0,0,0,0,0,,,2263,1812,1998,5128,6238,8021,6356,8778,6910,8447,,2022,698,1316,1964,1290,1185,1129,1504,659,822
540742,"Woven fabrics of filament yarn containing >= 85% nylon or other polyamides by weight, incl. ...",156,40,111,298,246,134,121,62,292,,,15705,14505,18421,26021,19094,21735,19246,17997,15802,16212,,99630,126516,146287,171757,190786,233327,296985,362460,310868,452562
540752,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",282,32,154,315,363,225,102,437,248,,,99010,96565,78393,67232,60464,61167,58415,66435,50753,46050,,43323,51623,59616,63536,89775,122745,173798,239504,244404,707234
540773,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,0,0,0,82,40,24,47,,,10994,11577,10132,14193,15404,13915,12797,14652,15230,16062,,1183,1435,930,873,1908,2984,4293,7158,6156,19926
540791,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",1,0,0,44,1,5,1,18,14,,,1493,3351,2199,2136,1680,1248,838,376,874,482,,19566,27046,33882,34875,31248,19143,21316,15448,11544,2492
540792,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",241,75,493,118,62,60,37,238,236,,,2172,3520,3413,3123,2688,2900,3583,3239,4364,4120,,35675,40059,60408,57626,64906,72190,94320,121908,109621,145839
540810,"Woven fabrics of high-tenacity viscose yarn, incl. monofilament of >= 67 decitex and a maximum ...",0,2,1,0,0,23,21,9,14,,,2792,1053,875,2109,1452,1640,2446,1767,327,831,,26046,24773,22045,36591,49664,49093,28925,19946,23670,159
540823,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",11,0,0,0,0,0,0,0,0,,,1071,1107,674,429,394,128,226,317,254,216,,484,745,495,835,1054,1048,5315,2486,624,1054
540834,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",2,9,1,1,0,1,2,0,7,,,650,641,1091,495,303,213,430,66,130,154,,302,210,592,1309,536,825,5680,1731,2035,2267
550490,"Artificial staple fibres, not carded, combed or otherwise processed for spinning (excluding ...",0,0,0,153,3344,1972,4318,9490,0,,,24038,56292,41785,28561,48999,56341,52377,61244,33830,64431,,592,787,1807,3323,13473,12265,14711,25483,30819,8546
550640,"Staple fibres of polypropylene, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,113,245,14,281,176,,0,0,0,0,0,0,0,81,1116,37
550951,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,,,700,385,337,284,415,529,912,358,250,321,,1855,2750,3422,10401,16296,19996,14877,16756,14621,34554
550953,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",221,468,619,666,779,551,880,628,445,,,345996,344450,380667,377178,309880,325041,391030,391341,255137,372943,,7845,8260,6657,10181,8900,10752,16706,19923,17066,26466
550962,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,,,816,289,349,210,174,477,417,340,170,346,,404,2044,1637,1168,779,709,1281,1117,639,1529
551311,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,,,41701,36770,31895,31552,22817,18731,17539,12357,12530,14878,,8531,9630,6549,7953,7088,11368,8886,11005,8095,25965
551412,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,,,6256,5608,5599,5627,6003,4867,6957,7026,8114,20582,,1878,1034,1921,965,1729,1240,942,1631,1169,5785
551419,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",29,16,21,20,8,78,13,32,8,,,121,527,979,464,669,372,3149,2821,3093,6191,,13770,13679,16119,10510,10096,7890,13835,12440,12952,1260
551422,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",50,0,0,109,113,0,0,0,0,,,67608,101062,73452,73080,69513,60782,79517,83111,49980,44845,,15577,24237,29340,21678,21488,25434,26846,32284,26726,41581
551449,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",83,106,44,42,15,5,0,1,1,,,2238,3132,4532,5726,4428,2545,4478,5367,6673,6971,,24603,4783,6781,7155,10220,15823,24039,27326,23686,714
551622,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",0,0,0,0,18,5,0,10,0,,,1880,2038,2332,1891,1036,1111,1595,1356,315,390,,3269,8558,6427,6919,7132,13787,19747,34117,32945,114714
560122,"Wadding of man-made fibres and articles thereof (excluding sanitary towels and tampons, napkins ...",22215,21671,16049,0,1,36,86,9,19,,,17027,24824,26617,31310,33438,34005,27568,31907,41907,40496,,64297,81321,50136,12775,14177,11704,14285,22443,22293,54803
560393,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 70 ...",182,165,141,225,248,251,448,1513,2255,,,127901,164041,163468,133704,138862,154474,146359,128707,119008,189633,,18561,24064,31965,35938,38610,44534,48221,64249,88113,49301
560749,"Twine, cordage, ropes and cables of polyethylene or polypropylene, whether or not plaited or ...",136,41,48,2309,1374,106,168,84,84,,,35112,36383,44608,43674,45219,41255,39900,35261,30127,37575,,9724,12421,15619,22397,22648,25717,24496,25019,23281,19431
570390,"Carpet tiles of vegetable textile materials or coarse animal hair, tufted """"needle punched"""", ...""",5,13,17,9,3,3,218,301,275,,,8572,7837,7783,9743,11233,10913,13227,14016,9553,6813,,1724,1849,2435,4265,6618,5212,7133,6544,5830,908
570420,"Floor tiles, of felt, not tufted or flocked, with an area of > 0,3 m©÷ but <= 1 m©÷",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,440,240,588,309,797,,0,0,0,0,0,0,1,0,0,210
580219,"Terry towelling and similar woven terry fabrics, of cotton (excluding unbleached, narrow woven ...",0,0,1,0,0,0,0,1,0,,,178,213,146,56,363,157,347,448,196,253,,1940,1820,1759,893,520,618,2383,998,782,1213
580300,Gauze (excluding narrow woven fabrics of heading 5806),11,1,0,3,0,2,1,0,0,,,4359,3634,3170,3498,3734,4390,2936,3619,2226,1738,,3527,5295,5980,6294,6644,6048,7820,6528,3600,2236
580710,"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to ...",20,91,250,266,213,48,188,130,108,,,18594,22242,25825,28917,16117,18748,17685,16519,13335,17170,,17486,22805,23915,28321,30267,28727,56289,64427,59108,186399
590290,"Tyre cord fabric of high-tenacity viscose rayon yarn, whether or not dipped in rubber or plastic",15,0,0,0,0,0,7,0,163,,,3176,4258,6243,5975,5027,4264,4628,6352,4772,6740,,1787,3796,5745,7119,2616,1218,2727,4206,2070,367
590610,"Adhesive tape of rubberised textile fabrics, of a width of <= 20 cm (excluding that impregnated ...",213,109,368,190,109,112,117,109,86,,,78906,89228,102262,120075,123394,123745,150004,126940,99191,128186,,3230,4593,4911,5164,5968,5814,8489,7994,11251,8137
591132,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",23,0,9,15,0,27,0,4,0,,,75565,76894,73598,74585,71872,72659,69555,71453,70896,69739,,5171,5560,5673,6278,7694,9781,11131,14017,13842,12595
591140,"Straining cloth of a kind used in oil-presses or for similar technical purposes, incl. that ...",57,75,40,79,82,62,25,53,59,,,31873,32563,30420,25001,25301,29068,30244,37032,21904,27978,,1337,1878,2097,2466,2801,2486,2707,2674,3082,7040
600110,"""Long pile"""" fabrics, knitted or crocheted""""",0,0,0,1,0,0,0,0,0,,,13980,10723,14407,13579,9670,9826,8785,7324,4470,6292,,7288,7915,9987,7606,7574,7044,10027,35331,47552,108461
600122,"Looped pile fabrics of man-made fibres, knitted or crocheted",84,841,1161,902,1089,225,217,887,403,,,76822,98812,109444,84182,75805,39123,34414,34075,23252,38932,,15314,19662,33968,15264,17064,21547,29091,45338,48087,98627
600240,"Knitted or crocheted fabrics, of a width of <= 30 cm, containing >= 5% by weight elastomeric ...""",0,1,1,1,1,4,2,3,0,,,12380,16445,14231,15076,13378,15686,14572,14233,17475,42046,,7113,6090,6852,5882,6249,7791,8996,9380,10780,46024
600290,"Knitted or crocheted fabrics, of a width of <= 30 cm, containing >= 5% by weight elastomeric ...""",155,159,61,85,45,90,123,14,0,,,14346,9927,7602,7977,5416,3585,2682,3459,2542,3811,,19008,19910,21189,21999,18525,17226,18201,13633,15390,16437
