Product code,Product label,China's imports from India-Value in 2012,China's imports from India-Value in 2013,China's imports from India-Value in 2014,China's imports from India-Value in 2015,China's imports from India-Value in 2016,China's imports from India-Value in 2017,China's imports from India-Value in 2018,China's imports from India-Value in 2019,China's imports from India-Value in 2020,China's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
680300,"Worked slate and articles of slate or of agglomerated slate (excluding slate granules, chippings ...",207,146,131,83,22,263,234,433,574,916,,7325,10030,9995,10644,13413,9569,13761,13251,15017,20429,,751,433,287,366,82,381,523,602,792,1077
850760,Lithium-ion accumulators (excluding spent),0,88,4,0,2,42,670,1411,337,913,,0,75,197,357,1317,3706,6121,9107,7798,12149,,3966493,3317538,3424427,3298475,3056859,3265916,3883051,3724483,3536501,3547695
520811,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",1730,975,2189,1944,1775,1364,1680,578,786,912,,192730,160923,137125,133865,118499,101458,115060,130929,122662,143209,,6296,4391,3854,4133,4578,3198,5217,2328,1715,2123
570220,"Floor coverings of coconut fibres """"coir"""", woven, whether or not made up""""",374,335,416,711,416,526,358,355,910,909,,91921,98236,78062,63553,58959,48298,39495,36667,33831,45373,,448,379,468,759,470,550,380,648,975,1008
901832,"Tubular metal needles and needles for sutures, used in medical, surgical, dental or veterinary ...",424,344,165,660,1654,444,151,2680,649,902,,30749,28020,33752,25164,32066,33645,36743,39404,42515,43717,,86173,94049,122749,135374,205595,314024,381667,410028,387160,507591
200899,"Fruit and other edible parts of plants, prepared or preserved, whether or not containing added ...",1680,1014,1374,1342,732,1116,797,3131,705,898,,27180,54211,61262,55038,39014,37362,33204,36951,41155,32339,,43611,58572,83841,124389,170180,189937,208108,200027,191081,173906
841350,"Reciprocating positive displacement pumps for liquids, power-driven (excluding those of subheading ...",242,175,296,1277,445,319,190,598,1003,892,,11146,11731,9606,12707,14257,12774,19504,22124,15155,20721,,789368,782524,896477,763159,662873,784423,980691,936242,914468,984381
381220,"Compound plasticisers for rubber or plastics, n.e.s.",260,608,565,389,263,254,207,776,860,891,,9885,6993,4901,3992,5313,8348,11152,16872,20944,27744,,116111,119696,129469,113598,119719,124609,125624,99571,94264,105917
390791,"Unsaturated polyallyl esters and other polyesters, in primary forms (excluding polycarbonates, ...""",73,102,16,223,419,353,183,330,344,890,,21056,25570,29065,23228,24406,29718,31465,28688,34882,51481,,130075,113535,128270,111565,94165,107104,109786,96059,94171,87736
442010,"Statuettes and other ornaments, of wood (excluding wood marquetry and inlaid wood)",526,577,2463,605,587,207,375,495,558,886,,3291,2509,3082,3470,1795,2446,2714,3155,3473,6609,,6433,7101,10601,7853,6355,5966,5845,7063,7005,9805
210610,Protein concentrates and textured protein substances,41,44,77,86,120,115,224,309,601,885,,16543,21305,25874,24239,24285,29207,29383,28488,37783,36760,,2194,1954,3414,6356,4991,9339,25029,23100,19344,19096
870891,"Radiators and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",207,212,952,712,527,955,1124,652,445,885,,38060,45623,37450,39279,36801,46147,49516,51065,47545,70922,,247550,311940,367506,347690,319505,310215,346677,297769,295066,286231
520812,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",411,343,291,1475,774,162,760,1360,1344,882,,36158,49084,67555,69636,73494,89019,117985,103528,122720,166260,,101718,115971,103514,66723,37565,30682,39438,28784,27130,19324
621410,"Shawls, scarves, mufflers, mantillas, veils and similar articles of silk or silk waste (excluding ...",684,1044,396,289,202,332,392,470,428,870,,107036,100451,122868,104243,69396,76219,72937,73076,44571,29245,,39020,50936,47091,34691,28821,38112,47252,52127,64971,98655
291830,"Carboxylic acids with aldehyde or ketone function but without other oxygen function, their ...",152,7,108,3,475,785,1502,2392,969,866,,54550,97807,95074,112355,106160,99225,125626,131323,22483,60944,,60342,86507,68447,49126,52473,45184,40021,40513,41816,32864
852351,"Solid-state, non-volatile data storage devices for recording data from an external source [flash ...",25,22,14,22,88,41,120,148,315,859,,14581,10041,3694,5465,10663,30014,27930,42885,28112,46184,,2256279,1658508,1766998,2281588,1844918,1598432,1545533,1478624,1566065,1653393
732510,"Articles of non-malleable cast iron, n.e.s.",21,170,443,49,29,109,516,1292,741,859,,101092,111073,109013,101044,85093,121575,149472,159615,126656,192563,,40138,31580,37327,23464,26289,32894,41983,32856,33424,32614
620640,"Women's or girls' blouses, shirts and shirt-blouses of man-made fibres (excluding knitted or ...",1873,1895,2269,3817,5307,5590,2610,2430,1493,858,,371381,576872,729466,834284,636885,644626,578182,520213,311123,308200,,29305,32166,30880,38230,38693,42608,45983,44141,37116,39163
550942,"Multiple """"folded"""" or cabled yarn containing >= 85% synthetic staple fibres by weight (excluding ...""",0,0,0,0,0,0,0,0,0,849,,658,953,2554,1819,236,417,370,684,624,605,,5118,5004,2544,3390,6960,12272,11572,6961,3015,4477
732399,"Table, kitchen or other household articles, and parts thereof, of iron other than cast iron ...",1187,1001,522,884,594,758,819,623,476,847,,120581,81545,64091,49129,49018,51262,55941,57106,48560,60223,,7401,5942,6271,5925,5575,7497,8599,10483,10311,8517
570210,"Kelem, Schumacks, Karamanie and similar hand-woven rugs, whether or not made up",968,713,1183,986,1468,1728,1404,1088,604,847,,26244,31153,33612,37279,33280,37232,38166,32250,38642,44060,,1215,1416,2223,2150,2367,2400,2338,1643,954,1254
854470,"Optical fibre cables made up of individually sheathed fibres, whether or not containing electric ...",230,138,201,848,2987,9620,748,165,394,847,,29564,39863,31289,30215,20643,25869,27492,32103,42474,68388,,126563,173693,193717,172433,171521,188627,175421,146660,158788,134865
291719,"Acyclic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their halogenated, ...",119,177,303,322,115,88,324,566,460,842,,22087,25971,26182,21917,24207,22898,26740,29287,25967,30801,,15645,25643,23411,20874,17869,19309,22900,19385,21234,23212
720529,"Powders, of pig iron, spiegeleisen, iron or non-alloy steel (excluding powders of ferro-alloys ...""",52,50,43,35,49,23,28,25,28,839,,6934,8793,10858,13383,11456,13640,18850,13912,12495,21120,,69549,77120,75631,72470,81481,111508,108712,91794,92161,106909
250850,"Andalusite, kyanite and sillimanite",2516,1462,2151,1223,897,1937,2382,28,769,826,,2158,2558,3083,1644,1455,2494,2359,348,1201,1119,,11310,11704,13006,12658,10699,15014,15376,13054,15974,17375
848350,"Flywheels and pulleys, incl. pulley blocks",1541,2420,562,444,1105,3267,3373,3019,893,825,,48508,46325,53998,54952,58829,55682,71759,62809,53023,72811,,178217,224880,266517,217250,201609,171883,167423,155809,166789,197770
551511,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",5729,5750,3370,3998,2695,4627,2641,1597,467,824,,331488,356178,354738,379165,314804,333606,295292,293048,207911,244594,,28538,30435,22177,22188,18726,22011,21496,16246,10612,9922
392093,"Plates, sheets, film, foil and strip, of non-cellular amino-resins, not reinforced, laminated, ...",233,240,127,177,130,69,165,443,421,817,,46,26,39,138,49,35,163,12,1,508,,18600,13623,13949,16274,15909,21738,19650,11204,8948,9857
90412,"Pepper of the genus Piper, crushed or ground",1324,1411,1040,2196,1901,1966,1164,1137,740,815,,49485,54991,66141,95694,89842,65606,38883,38684,29297,45568,,6221,4307,5538,5064,4912,5041,4222,4271,4542,4741
853190,"Parts of electric sound or visual signalling apparatus, n.e.s.",4,16,39,17,115,46,57,99,898,809,,23373,23540,31100,12514,14382,17147,18660,22627,16942,22580,,135463,151818,165790,134228,168539,139147,132555,129081,133366,144570
731511,Roller chain of iron or steel,83,584,45,476,49,53,34,220,801,804,,5701,7722,14823,16492,15851,15151,21746,24445,21274,32626,,62349,69793,72322,71552,57352,58431,65923,64629,64111,71024
621132,"Men's or boys' tracksuits and other garments, n.e.s. of cotton (excluding knitted or crocheted)",92,163,422,281,280,775,824,1239,978,801,,70716,75624,64898,55016,45667,48611,43954,50467,31072,34314,,8898,7116,11861,9283,10218,11746,13242,27717,32577,37244
852359,"Semiconductor media, unrecorded, for the recording of sound or of other phenomena (excluding ...",58,181,75,0,3,1,3,17,861,801,,4145,5819,5691,5900,5725,9714,23047,35627,30208,34701,,28263,19445,12681,9304,8209,22700,19239,20791,21224,21257
730900,"Reservoirs, tanks, vats and similar containers, of iron or steel, for any material other than ...""",657,2504,829,954,105,60,111,51,321,793,,22233,32875,26602,26749,32819,32379,35065,32066,29351,40466,,152621,184596,173497,173908,175150,251561,333239,272598,243104,246108
590310,"Textile fabrics impregnated, coated, covered or laminated with poly""""vinyl chloride"""" (excluding ...""",333,221,274,234,321,240,96,209,977,792,,93904,116642,266985,121584,96769,91544,77960,74409,68146,75586,,157799,159946,172382,167689,154208,156824,172846,155734,129781,132582
841620,"Furnace burners for pulverised solid fuel or gas, incl. combination burners",53,0,0,3,3,58,80,541,2662,791,,2366,1540,1939,1904,2674,7525,4240,4999,6181,5443,,167279,216970,232199,137018,135718,213657,199490,158738,134924,105627
392620,Articles of apparel and clothing accessories produced by the stitching or sticking together ...,153,79,145,162,62,200,423,400,655,790,,4315,7686,2640,3386,4219,3708,6530,9258,5395,7152,,39264,35164,38649,34264,32085,38255,44816,43127,49474,51079
90111,Coffee (excluding roasted and decaffeinated),18,279,149,135,425,1213,390,531,309,786,,610280,562895,534476,535314,546068,635131,512358,499454,461426,622910,,127785,99268,134026,119096,112020,128626,136305,135745,157694,324305
520542,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",9255,8446,7311,5865,2461,704,1988,1257,1009,772,,16389,20468,17241,21341,31326,28966,24130,22440,22439,35720,,276048,268731,219601,203099,126359,82070,85317,53314,29117,28998
851220,Electrical lighting or visual signalling equipment for motor vehicles (excluding lamps of heading ...,45,1699,2745,2931,2907,1730,2375,677,371,772,,47921,61222,57860,61220,69115,93618,136103,131552,99430,176616,,755905,933823,1120258,1032464,1223137,1513628,1834855,1714995,1929343,2117058
851420,Furnaces and ovens functioning by induction or dielectric loss,0,102,0,0,27,8,408,0,270,768,,22176,16757,32787,14602,12934,18886,24320,30810,15787,20319,,122680,140187,98511,106269,146062,99238,115070,110114,93650,80130
511230,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",670,1079,694,298,53,73,143,230,114,760,,9818,11438,10606,12828,12867,11357,9337,12559,6994,10509,,59962,54089,52328,37367,31810,26803,28189,26195,11479,11463
903190,"Parts and accessories for instruments, appliances and machines for measuring and checking, ...",184,402,801,327,261,880,910,1847,403,757,,16258,21803,29241,23485,32414,46793,59243,56942,45089,67344,,875779,795317,1020636,1179868,1406029,1419561,1545549,1526990,1814203,1818707
570310,"Carpets and other floor coverings, of wool or fine animal hair, tufted """"needle punched"""", ...""",820,610,1675,1474,1099,1015,1543,891,580,752,,185818,226502,257469,244212,225701,205663,206845,168076,154620,191000,,3717,4959,7368,5804,4973,4903,4963,8570,5996,5920
540211,High-tenacity filament yarn of aramids (excluding sewing thread and yarn put up for retail ...,0,0,0,0,0,8,0,38,46,752,,42,1025,212,12,440,1390,405,336,876,1986,,85409,92356,116770,124834,136484,146270,158096,192131,204801,162141
560750,"Twine, cordage, ropes and cables, of synthetic fibres, whether or not plaited or braided and ...",77,121,402,843,635,345,217,452,463,751,,10448,10611,12760,10844,9683,10599,11696,12353,10362,14893,,39209,43295,44501,43588,57044,64005,61094,66619,54208,67505
903090,Parts and accessories for instruments and apparatus for measuring or checking electrical quantities ...,165,202,163,239,321,877,1517,1739,1539,748,,13443,12673,12866,13031,19455,18460,23732,23715,21177,27559,,761461,696010,760575,705549,611416,665260,795297,767058,879788,834519
843880,"Machinery for the industrial preparation or manufacture of food or drink, n.e.s.",327,585,626,187,2,253,1246,542,181,746,,28701,28413,23903,23821,30168,36065,40380,33177,31095,35529,,146614,140627,155405,89440,80971,78332,98511,85875,103892,112390
481190,"Paper, paperboard, cellulose wadding and webs of soft cellulose, coated, impregnated, covered, ...",63,215,41,30,18,42,267,204,69,745,,39215,13321,9186,10274,11556,10920,16847,20403,17756,25898,,140522,155679,162247,126468,121040,141552,151334,125264,124090,137988
291829,"Carboxylic acids with phenol function but without other oxygen function, their anhydrides, ...",38,48,195,287,272,391,387,894,339,742,,4536,8730,14092,8088,5850,5662,6061,8998,11495,20756,,40380,49516,54791,52733,69750,70544,61782,71604,76388,91003
293420,"Heterocyclic compounds containing in the structure a benzothiazole ring-system, whether or ...",37,19,30,96,42,184,342,557,892,741,,1339,2581,2827,3279,5843,6536,6664,9244,21450,43597,,2957,2931,3192,3148,3529,3664,4716,5197,4994,5986
848690,Parts and accessories for machines and apparatus of a kind used solely or principally for the ...,17,18,7,29,23,56,97,194,701,738,,7942,2604,3119,3899,3476,5850,8192,27856,41957,43429,,816067,1191557,1240300,1368265,1635505,2702801,3711484,4482745,6401428,6535759
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",1190,263,826,461,1675,3969,1854,2732,1363,737,,9495,8855,10115,9529,8430,12325,14093,14937,13618,16738,,4914,4010,5415,4318,6660,7872,5970,6755,3988,4461
640291,"Footwear covering the ankle, with outer soles and uppers of rubber or plastics (excluding waterproof ...",10,10,5,556,3,20,104,22,1044,734,,1864,4067,5252,21651,23888,14601,12782,14094,8478,11179,,8762,14045,18803,38187,27939,29000,41661,79069,129962,84697
400911,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), not reinforced or otherwise ...",128,75,296,114,302,387,391,423,1168,728,,3570,3839,6931,4850,4447,8830,16651,14003,9491,16169,,107883,95506,99129,92774,87121,94471,111799,113467,88699,100618
731822,Washers of iron or steel (excl. spring washers and other lock washers),488,564,978,779,762,709,466,492,622,723,,34247,44548,42493,34478,30533,32490,40976,46147,33695,50809,,258647,262491,280843,251814,254943,272431,280254,265592,252946,270248
730792,"Threaded elbows, bends and sleeves, of stainless steel (excluding cast or stainless products)",209,601,1335,1575,458,593,589,1298,914,719,,12959,14173,18922,15029,12236,18508,23165,43635,48092,70557,,85570,81734,79376,61007,54270,48660,61822,58400,59549,56107
853590,"Electrical apparatus for switching or protecting electrical circuits, or for making connections ...",294,776,462,417,104,528,1016,1113,618,714,,48238,53406,58108,54277,76732,57308,51863,71305,86325,83166,,117779,116626,156890,118231,95510,113720,134882,149288,127097,101162
841590,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing ...",214,880,1754,739,336,296,449,198,98,713,,48597,66753,71876,74433,66138,67598,64984,80056,70489,100567,,528014,477438,485336,437657,503856,512791,560503,458288,414432,440309
321590,"Ink, whether or not concentrated or solid (excluding printing ink)",839,742,952,1326,956,913,1147,914,779,707,,16723,22516,26193,23286,20753,21891,21350,18662,12896,14159,,190934,170312,175153,164457,174358,198774,227937,223791,201834,238674
720917,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",1,0,26,7,8,0,7,213,26833,705,,27846,80463,125229,106628,185423,358205,186736,163099,128529,434114,,1142613,1013899,797693,562587,475409,534498,550136,483296,737459,594338
722611,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,1,0,0,1,0,101,44,702,,3502,1612,2379,20783,9902,7659,6069,4084,5542,14069,,49799,31008,22360,23322,10017,4615,6000,6915,54912,82408
410719,"Leather """"incl. parchment-dressed leather"""" of the whole hides and skins of bovine """"incl. ...""",2997,3498,4678,5445,1743,2891,1424,1535,945,696,,267906,368237,357496,287054,240843,198148,161128,119338,98111,122717,,29581,53171,43885,39493,35299,29289,25383,20273,13926,16913
854121,Transistors with a dissipation rate < 1 W (excluding photosensitive transistors),313,437,468,301,239,270,375,389,450,695,,511,466,618,756,567,761,1058,1327,1788,1833,,2844069,2926965,3384073,2356237,2305809,2166596,2642445,2456842,1828592,2052537
420329,"Gloves, mittens and mitts, of leather or composition leather (excluding special sports gloves)",5559,4208,4735,3739,2709,2375,1662,1701,1193,695,,234148,303539,296058,277478,232848,219452,217509,214280,179692,209255,,9769,8915,9386,7644,5739,5814,6490,7991,6795,5743
853530,"Isolating switches and make-and-break switches, for a voltage > 1.000 V",0,0,4,17,0,0,0,0,0,694,,14931,19438,14841,29279,23608,22038,18069,18236,9911,10395,,23047,20313,13911,16063,9199,17321,17253,27915,27278,29361
854890,"Electrical parts of machinery or apparatus, not specified or included elsewhere in chapter ...",2197,735,2486,1427,1353,1433,1645,1492,929,690,,2193,1023,1174,690,869,2722,587,421,238,1208,,1018900,1043019,1524682,1765424,1866501,1935373,1993298,1746832,2314474,2127138
820239,"Circular saw blades, incl. slitting or slotting saw blades, and parts thereof, of base metal, ...",500,456,27,5,0,2,6,2,248,689,,1574,236,1320,209,247,360,569,518,427,11284,,19455,21158,23231,30438,31324,36587,37994,39250,50772,68615
620343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres (excluding ...",739,400,389,365,258,129,270,220,281,686,,69977,90825,92156,133117,127552,140231,89372,99747,83493,96760,,62823,78412,111148,119570,110938,142687,145077,172515,182411,210275
902750,"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...",109,163,27,11,101,91,244,1072,591,683,,4091,3924,4900,3546,4483,9052,18127,16517,17697,16872,,919979,1080656,1182647,1242404,1411219,1575495,1740751,1837488,2343955,1990876
252610,"Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into ...",101,35,29,27,1,42,0,52,308,674,,5209,7208,5762,5968,15206,15195,19502,19801,21287,38234,,3535,2311,2159,1998,1180,2208,5822,6178,3405,4318
540110,"Sewing thread of synthetic filaments, whether or not put up for retail sale",1329,1017,2040,1405,1153,1248,1520,1502,615,665,,10333,11301,9790,9636,9530,10682,11835,11008,9041,12385,,69635,66363,63880,60912,58782,56402,58082,48551,36795,36989
300360,"Medicaments containing any of the following antimalarial active principles: artemisinin """"INN"""" ...""",0,0,0,0,0,0,337,436,697,663,,0,0,0,0,0,0,11,0,128,513,,0,0,0,0,0,0,337,436,887,944
846299,"Presses, not hydraulic, for working metal (excluding forging, bending, folding, straightening ...",2358,68,16,492,566,886,70,4,345,662,,13316,14198,9402,8431,8826,13352,11691,13339,8222,10319,,188775,124913,113857,134959,115287,124778,131675,152363,90333,135087
570330,"Carpets and other floor coverings, of man-made textile materials, tufted """"needle punched"""", ...""",482,628,695,287,205,533,1765,1525,800,657,,58983,88734,88578,107730,134050,141693,131158,142315,154238,220464,,15475,13020,13718,10489,13982,14316,17685,12681,9029,8872
400239,"Halo-isobutene-isoprene rubber """"CIIR"""" or """"BIIR"""", in primary forms or in plates, sheets ...""",1,0,0,4,0,0,0,0,0,657,,267,3537,3910,5041,3402,896,1433,1486,1360,7923,,933530,868752,824438,575019,501002,517886,491874,425219,362949,278395
730441,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, ...""",408,29,218,944,414,212,288,621,1220,657,,33500,61323,80472,61902,97824,108002,124018,133008,110433,161563,,179703,222398,354758,294795,372655,282600,285101,199826,165588,267111
681182,"Sheets, panels, paving, tiles and similar articles, of cellulose fibre-cement or the like, ...",0,0,60,104,90,159,94,127,593,656,,13775,17548,27917,32860,17409,14127,12900,17548,17543,21605,,3725,2799,2534,1371,1839,2504,2956,3354,3935,3981
420500,Articles of leather or composition leather (excluding saddlery and harness bags; cases and ...,836,597,822,1165,1371,1067,1264,1432,765,653,,54686,75508,77953,68832,66786,62113,67987,67898,44870,52878,,87467,80203,87661,87973,96539,101799,111685,108189,84210,116764
610712,"Men's or boys' underpants and briefs of man-made fibres, knitted or crocheted",0,5,1,2,2,1,1614,600,822,653,,5693,5025,3365,9013,9768,15146,21355,24496,22753,35714,,5902,7124,8407,9976,12971,22807,30490,26697,7482,14550
291823,"Esters of salicylic acid and their salts (excluding o-acetylsalicylic acid, its salts and esters)",212,67,97,159,335,315,847,1067,704,644,,19854,27893,23442,24715,25745,25546,36957,49618,48083,45779,,4102,4505,4170,5220,5272,2557,2948,3624,3200,2796
620590,"Men's or boys' shirts of textile materials (excluding of cotton or man-made fibres, knitted ...",247,365,404,465,590,422,1113,725,595,643,,86705,106446,113872,175157,238620,280705,217642,180628,114864,123346,,7916,10391,12725,15731,15561,16308,16451,15966,20812,23137
590190,Tracing cloth; prepared painting canvas; buckram and similar stiffened textile fabrics of a ...,3699,2529,4695,1058,1587,2262,1031,805,1108,639,,166,1389,2202,989,2599,3915,2246,1764,2334,1672,,12994,12101,15549,12054,12442,13394,11845,9735,7555,5359
852580,"Television cameras, digital cameras and video camera recorders",23,56,254,161,185,222,455,585,707,637,,23379,44467,29838,27838,41079,54864,71447,63409,74800,56521,,9928112,13352912,10326125,9670255,5910843,4683263,4501852,3382302,2493808,2441076
620292,"Women's or girls' anoraks, windcheaters, wind jackets and similar articles, of cotton (not ...",102,293,952,674,289,453,559,403,249,629,,401,2681,4795,2049,812,1572,2383,2038,2504,5099,,15244,17377,19955,23572,20769,20761,45023,46252,30935,44103
560391,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing <= 25 ...",0,2,33,0,0,0,4,10,3777,628,,173,433,823,1178,276,121,176,378,1951,2129,,12246,11277,13472,15233,16580,20838,18471,16380,65649,19569
293332,Piperidine and its salts,3304,1658,2538,3921,1837,2609,1894,4277,2521,620,,2481,5380,8835,4578,7945,12431,14025,18961,17284,12570,,13154,9254,11118,14077,10502,10637,8960,12282,9190,1804
731290,"Plaited bands, slings and the like, of iron or steel (excluding electrically insulated products)",176,59,213,50,41,192,8,28,91,620,,10966,5422,5088,3599,2847,8013,9093,9312,5412,13351,,40417,40627,47896,27247,22394,32525,34939,40120,32442,37581
853180,Electric sound or visual signalling apparatus (excluding indicator panels with liquid crystal ...,182,567,1513,1326,693,263,394,378,404,618,,2026,2718,5825,6975,4868,13396,8583,11070,12356,9843,,169892,184630,169147,127751,117771,122037,116025,109066,114611,169831
591140,"Straining cloth of a kind used in oil-presses or for similar technical purposes, incl. that ...",46,94,74,178,22,95,108,427,537,616,,376,739,419,149,608,1100,2491,4579,3930,6194,,28755,28229,29912,20022,21453,29813,27003,20648,24517,26144
730791,Flanges of iron or steel (excluding cast or stainless products),1150,1597,2430,1291,663,874,779,1527,405,616,,216688,201542,187667,167944,100557,112405,184533,146833,89344,156300,,70998,64277,68853,61226,44960,45599,47836,46432,52028,33283
310510,"Mineral or chemical fertilisers of animal or vegetable origin, in tablets or similar forms, ...",0,0,0,0,0,0,25,615,613,615,,54,3,1,21,115,326,156,16,99,94,,467,285,489,1943,2885,4241,7061,6621,7600,8345
940360,"Wooden furniture (excluding for offices, kitchens and bedrooms, and seats)",777,931,1426,1577,1595,2098,1819,1235,788,614,,378979,417573,397740,410539,428141,444852,516732,544251,559821,855390,,232927,271174,354341,361750,366629,434691,482624,401835,325866,308187
940540,"Electric lamps and lighting fittings, n.e.s.",1902,601,711,872,903,1011,1786,2769,1399,614,,28278,18487,16175,14988,21144,25687,26437,43211,31990,44056,,198624,208852,254188,271474,276128,254842,285169,240196,225452,243877
50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, ...",886,58,281,276,0,133,687,476,1424,609,,77,141,79,69,39,23,24,26,18,11,,9458,6631,7640,6060,6363,6762,9015,7732,8196,7184
580136,"Chenille fabrics, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",435,1104,830,349,349,447,334,257,243,608,,7190,23257,18788,18188,16791,17520,18630,15624,11065,17811,,3185,2577,2379,1794,2221,2384,3298,2748,2237,2806
640359,"Footwear with outer soles and uppers of leather (excluding covering the ankle, incorporating ...",675,674,649,604,452,1581,1938,589,481,605,,135252,212478,214088,127914,54654,46868,50124,42432,28662,21995,,175311,221307,236427,194422,169851,190898,219624,218344,215876,243504
830890,"Clasps, frames with clasps without locks, buckles and buckle-clasps, of base metal, for clothing, ...",55,112,166,66,25,36,29,21,51,604,,2059,3658,2844,4057,3537,3607,4508,5603,5122,7658,,74652,64175,48591,53400,34792,35335,35412,30619,25000,35591
401190,"New pneumatic tyres, of rubber (excl. of a kind used on agricultural, forestry, construction, ...",0,0,0,0,0,2,14,128,407,603,,0,0,0,0,0,56965,101313,66802,45080,46001,,0,0,0,0,0,8158,12442,6581,8119,9546
851290,"Parts of electrical lighting or signalling equipment, windscreen wipers, defrosters and demisters ...",32,29,58,108,209,654,596,752,441,603,,9366,5439,8458,5676,7575,11785,14845,16379,12472,19519,,343024,431768,541145,514656,573939,558124,706819,652457,621404,569240
71140,"Cucumbers and gherkins provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...",195,126,123,188,176,112,531,616,536,602,,42286,39821,61227,60423,55122,66794,93093,55005,86231,76257,,215,203,123,227,350,184,685,819,726,731
210390,Preparations for sauces and prepared sauces; mixed condiments and seasonings (excluding soya ...,346,246,210,247,183,161,334,166,211,601,,19451,30552,34016,36725,46264,50197,54720,63503,69612,69926,,72388,77334,80363,92271,112350,119468,141730,160203,179438,177333
721510,"Bars and rods, of non-alloy free-cutting steel, not further worked than cold-formed or col ...",12,0,9,0,0,0,2,2,325,601,,903,603,444,237,92,167,146,83,120,2348,,71349,79343,80902,63414,52566,64984,66606,49549,48035,63607
960190,"Worked bone, tortoiseshell, horn, antlers, coral, mother-of-pearl and other animal carving ...",67,19,47,118,259,267,544,366,132,598,,9717,12156,14867,15709,15087,15281,19787,18804,15341,13591,,969,994,2695,1910,940,1207,3765,1700,973,7322
382100,"Prepared culture media for the development or maintenance of micro-organisms incl. viruses ...""",149,136,1585,342,193,263,441,586,355,595,,12242,14111,12477,11766,11396,12502,14460,13499,25209,23192,,41129,50862,89918,101718,118562,153491,210398,233740,307233,407625
560394,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > than ...",0,63,56,264,120,8,536,920,89,594,,1473,2749,2151,5353,2818,3932,4257,4638,4195,7962,,111484,107660,127842,126119,149739,155380,159893,143539,155784,175471
621210,"Brassieres of all types of textile materials, whether or not elasticated, incl. knitted or ...",271,291,149,213,352,1417,3124,3267,789,591,,82431,102584,101777,114339,117628,92436,107590,108082,63739,88197,,51039,56452,66197,112223,117234,122070,158039,138784,107130,124910
848610,Machines and apparatus for the manufacture of boules or wafers,0,0,0,0,0,70,0,122,0,585,,21,52,537,21,94,4,159,139,327,142,,601470,368652,570667,432351,662341,646198,821803,1042742,858224,1404158
722211,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only hot-extruded, of ...",276,982,1352,715,731,1332,2102,1250,1739,585,,42394,75091,77600,50200,41369,49089,73552,79682,57318,103822,,63707,68486,80239,67693,64226,77407,81307,100237,77622,97345
292529,Imines and their derivatives; salts thereof (excluding chlordimeform [ISO]),113,182,59,129,178,503,691,961,1165,583,,64498,81540,85216,83153,88621,82289,85793,98255,135618,139922,,67453,75076,88095,96766,136950,164648,176979,222926,215268,209592
843359,"Harvesting machinery for agricultural produce (excluding mowers, haymaking machinery, straw ...",2,0,1911,37,0,0,2348,2292,359,582,,2502,4379,3629,3593,4958,10621,14181,16843,9209,9296,,207726,127569,190125,310075,62628,110139,145609,230567,261005,125943
440922,"Tropical wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",0,0,0,0,0,0,0,0,282,579,,0,0,0,0,0,0,0,93,0,360,,0,0,0,0,0,10993,27432,68009,132825,182000
