Product code,Product label,Saudi Arabia's imports from United States of America-Value in 2012,Saudi Arabia's imports from United States of America-Value in 2013,Saudi Arabia's imports from United States of America-Value in 2014,Saudi Arabia's imports from United States of America-Value in 2015,Saudi Arabia's imports from United States of America-Value in 2016,Saudi Arabia's imports from United States of America-Value in 2017,Saudi Arabia's imports from United States of America-Value in 2018,Saudi Arabia's imports from United States of America-Value in 2019,Saudi Arabia's imports from United States of America-Value in 2020,Saudi Arabia's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
390770,"Poly""""lactic acid"""", in primary forms""""",0,0,0,314,367,0,97,116,120,594,,61493,77720,64308,104184,116465,145314,173877,203807,242966,243757,,30,0,48,361,393,43,97,493,164,596
391290,"Cellulose and chemical derivatives thereof, n.e.s., in primary forms (excluding cellulose acetates, ...",1648,727,910,835,1305,2100,854,731,1180,590,,336033,313384,343322,337109,329468,342548,355390,353574,320979,410690,,6903,6190,5057,4318,7305,6605,4803,4920,6551,11336
900211,"Objective lenses for cameras, projectors or photographic enlargers or reducers",224,286,149,579,384,123,271,395,388,588,,220774,225623,186972,178428,186520,203776,211028,186436,135271,188271,,6170,12454,13597,13220,4755,4035,7028,8788,8983,11235
830242,"Base metal mountings, fittings and similar articles suitable for furniture (excluding locks ...",1322,1296,539,529,526,308,714,590,808,587,,115190,133293,137007,128464,135047,152226,174417,193522,162580,200889,,29013,29967,31340,30427,23611,20656,31480,31700,42530,62782
854239,"Electronic integrated circuits (excluding such as processors, controllers, memories and amplifiers)",12283,14422,7395,3893,3831,2415,913,1082,266,586,,8743308,8887986,9134140,8773178,8932107,11070705,10838653,9945388,10392774,14021358,,24412,50020,27828,19778,10967,11519,9726,10715,4035,5214
760900,"Aluminium tube or pipe fittings (e.g., couplings, elbows, sleeves)",721,1206,1680,1201,439,552,484,626,449,585,,131727,159977,179733,179443,179244,181758,180317,172929,129334,139087,,5729,6980,6485,7568,4121,2758,2570,3884,2663,3298
401610,"Articles of cellular rubber, n.e.s.",281,47,170,186,177,162,419,499,737,584,,113142,107147,106494,108570,116595,99321,93908,86122,63964,73066,,3579,2340,3384,4217,3549,4534,8587,6971,14816,11522
740329,"Copper alloys unwrought (excluding copper-zinc base alloys """"brass"""", copper-zinc base alloys ...""",63,964,1904,964,0,707,573,667,196,582,,67292,60408,70391,45140,33741,30905,33063,28307,26126,73701,,63,1405,4617,2336,450,801,1329,3035,1564,2919
722220,"Other bars and rods of stainless steel, not further worked than cold-formed or cold-finished",274,181,67,87,69,0,224,229,118,582,,173877,165390,171410,161978,148869,190599,200333,205797,160670,196795,,3022,3557,2554,2190,2783,1920,3783,4193,2883,3719
420221,"Handbags, whether or not with shoulder straps, incl. those without handles, with outer surface ...",823,674,828,468,889,717,2836,854,1457,582,,125924,145985,175840,213248,208992,201768,226413,204724,151293,182197,,47585,51392,51780,76432,92957,83138,102506,87996,63546,100666
850610,Manganese dioxide cells and batteries (excluding spent),2111,1867,1458,3196,1859,2074,1891,1563,2065,579,,338692,342176,307539,307581,282089,234729,220868,235784,212877,185175,,27922,26272,12622,24283,16341,21792,19617,34215,21652,17267
690220,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, ...",1695,1760,559,2833,758,212,502,957,244,579,,123246,110832,97268,112743,72067,83976,83441,79031,68428,82590,,16298,19996,15774,18132,15097,14901,14109,11449,5469,17363
903020,Oscilloscopes and oscillographs,1155,1572,1055,850,2562,524,854,169,168,578,,154924,106223,94652,114221,120730,124411,170424,180203,141892,147348,,3307,4790,3320,3398,5157,2254,2048,1971,1818,2747
610442,"Women's or girls' dresses of cotton, knitted or crocheted (excluding petticoats)",0,0,0,48,60,0,73,24,724,574,,28092,25897,20337,19269,24007,23470,16798,16725,9634,14547,,2207,1904,3528,7163,5161,7710,16132,31939,43494,52864
870790,"Bodies for tractors, motor vehicles for the transport of ten or more persons, motor vehicles ...",114,167,374,1419,44,164,413,92,570,574,,401077,286228,198816,132551,98336,144027,159467,174241,121989,125680,,4970,7754,11649,10891,13565,9244,12128,20827,23676,21075
900691,"Parts and accessories for photographic cameras, n.e.s.",193,402,193,413,156,3192,1248,790,402,574,,69429,50180,49234,50607,36670,29152,28232,23219,25234,19776,,3946,3536,4586,3517,1779,6750,4997,6835,6487,7345
71190,"Vegetables and mixtures of vegetables provisionally preserved, e.g. by sulphur dioxide gas, ...",0,0,1011,1284,1730,1896,2185,1328,1046,570,,7435,11413,9146,7252,7029,8734,6288,7750,5448,4238,,168,71,3511,2637,3934,4056,4781,3281,3623,3272
740321,"Copper-zinc base alloys """"brass"""" unwrought""""",0,0,0,0,79,0,6,0,3,568,,69480,67136,71384,73756,49020,56037,68834,44372,39364,57107,,146,32,67,155,234,250,536,543,1230,1749
844339,"Printers, copying machines and facsimile machines, whether or not combined (excluding those ...",909,271,809,884,959,427,486,830,94,568,,178115,147370,129749,111467,112903,127333,143843,98543,81318,104949,,47753,41033,45828,40332,18106,23222,31397,29644,14040,10977
761510,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",42,155,732,592,320,292,314,409,187,566,,89788,100860,123461,122267,107897,115059,135634,119968,108567,135158,,60215,60449,73433,85217,67912,74960,74935,107152,106318,119338
81040,"Fresh cranberries, bilberries and other fruits of the genus Vaccinium",0,0,0,0,0,0,0,408,630,566,,239592,240243,212041,181614,191161,189844,211224,251768,250062,306210,,40,0,0,123,36,46,14,3463,4147,5869
731819,"Threaded articles, of iron or steel, n.e.s.",1719,2071,1737,2038,1014,1529,822,1086,690,565,,179549,187017,173869,164053,175023,389289,383301,418224,372989,405257,,38719,43130,46107,37340,25381,25689,28835,18928,14379,22978
390599,"Polymers of vinyl esters and other vinyl polymers, in primary forms (excluding those of vinyl ...""",614,450,517,371,173,252,889,675,885,565,,387700,373427,347426,371925,380482,393285,377566,377701,294558,294849,,1815,1842,2281,2342,3164,1646,2270,1806,2634,3145
392329,"Sacks and bags, incl. cones, of plastics (excluding those of polymers of ethylene)",962,782,897,895,796,972,479,478,372,562,,295855,283525,284327,294614,286184,299816,304576,321244,330807,413801,,14994,14404,22801,38214,29499,24464,29832,33038,38632,57083
520932,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",76,0,0,0,0,0,0,0,121,561,,171359,142162,137411,119884,88473,104316,109292,94607,45128,80122,,76,0,0,14,1,54,46,21,278,568
10511,"Live fowls of the species Gallus domesticus, weighing <= 185 g (excluding turkeys and guinea ...",0,0,906,0,504,0,0,0,418,560,,187515,201699,206901,139088,157814,188592,202930,261308,225555,262135,,7465,15443,19395,39,14895,3737,4942,5175,6529,4040
370210,"Photographic film in rolls, unexposed, for X-ray (excluding of paper, paperboard or textiles)",0,605,544,264,0,1287,544,304,25,559,,416836,241695,206833,164625,110236,105012,101847,80683,73018,90316,,1042,1107,621,388,83,1411,624,483,205,663
390610,"Poly""""methyl methacrylate"""", in primary forms""""",1696,380,126,231,69,207,164,346,785,558,,106798,88430,111560,107244,93128,107860,120994,96060,75166,106148,,6644,5585,6876,8078,3165,6549,1932,5990,7363,5962
701790,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excluding ...",1079,1225,1314,1068,743,927,794,596,549,555,,83781,85422,94937,95784,100377,118022,120958,114591,114030,114646,,8263,6911,3979,6958,4680,3386,2866,3541,2335,2872
284990,"Carbides, whether or not chemically defined (excluding of calcium or silicon, and inorganic ...",0,0,0,0,421,0,5,10,55,554,,75919,72945,92025,68434,52896,62423,82224,50700,28789,33404,,190,87,112,1,421,119,12,67,55,611
961610,"Scent sprays and similar toilet sprays, and mounts and heads therefor",114,455,390,627,81,89,183,269,755,552,,54191,60098,59086,50989,78408,73719,91661,78379,64503,36106,,10340,12906,13053,15169,14117,13384,18260,20427,24360,29908
851240,"Electrical windscreen wipers, defrosters and demisters, for motor vehicles",75,536,301,331,199,287,68,227,202,552,,72236,82926,68107,58086,62203,74301,76320,74755,62739,65184,,11393,13240,13936,8670,4721,3512,1985,3085,4171,4093
820330,"Metal-cutting shears and similar hand tools, of base metal",143,370,114,228,413,280,528,643,304,549,,25132,24147,24409,23181,21957,20058,18122,17228,15534,19587,,3759,3077,4306,4012,2825,2223,1562,2062,2394,4002
870895,"Safety airbags with inflator system and parts thereof, for tractors, motor vehicles for the ...",0,0,0,0,0,0,195,511,346,548,,1434632,1523247,1599840,1703968,1788238,1825844,1707906,1842934,1201906,1105907,,0,0,0,44,497,2307,2163,3187,10705,7958
700721,"Laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, ...",728,1265,1539,940,572,753,440,432,280,548,,286615,301037,324289,299812,256063,173243,177139,182275,115613,127636,,4651,8428,9349,9613,8719,10776,10813,10012,13132,8612
293399,"Heterocyclic compounds with nitrogen hetero-atom[s] only (excluding those containing an unfused ...""",6122,844,2074,874,380,549,192,494,94,543,,504586,530265,507022,536058,432632,353103,265750,278542,374958,611423,,17712,11091,10428,10089,10579,8201,10988,11907,13849,16608
761691,"Cloth, grill, netting and fencing, of aluminium wire (excluding cloth of metal fibres for clothing, ...",905,527,622,205,561,659,1120,351,360,543,,22775,24048,24030,24538,25550,23442,23167,16916,15505,16924,,1757,2405,1665,1885,1654,1755,2246,2631,3732,4412
846799,"Parts of pneumatic tools for working in the hand, hydraulic or with self-contained electric ...",2966,1001,1861,2058,1119,1532,621,1368,1175,543,,165848,167777,166020,157954,153240,150857,157775,150947,166454,197303,,26748,16646,32460,16285,12309,16436,10119,8977,5360,3923
902990,"Parts and accessories for revolution counters, production counters, taximeters, milometers, ...",61,302,216,161,326,124,259,549,1054,540,,50018,64114,67831,72395,71710,67497,72183,56800,41768,48542,,550,931,782,1133,893,1063,843,1780,2545,1941
40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening ...",0,0,126,123,150,485,130,123,1549,539,,670001,798975,813507,556109,486072,623842,528476,510005,581977,699065,,3531,4779,9753,8123,7436,9148,7053,8391,13032,10993
70310,Fresh or chilled onions and shallots,1355,811,934,1205,1471,1315,1567,1374,759,539,,221564,257863,241252,212986,229969,219461,231674,285929,250615,263826,,112978,100966,116203,146565,149649,138059,119844,83625,96358,89085
830260,Automatic door closers of base metal,3704,2764,2929,2135,2063,1112,2534,1699,605,537,,63799,65028,76058,74818,70186,54684,52305,51293,39622,44921,,17074,16458,17084,17970,15139,15765,17726,17406,13506,12365
870911,"Electrical vehicles not fitted with lifting or handling equipment, of the type used in factories, ...",174,194,98,1067,286,0,406,380,1398,535,,69470,64165,71992,74592,59662,52705,62569,46966,38906,47430,,555,748,920,2453,1590,454,2560,4877,5395,9928
391732,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other ...",748,725,594,1664,1001,1137,794,759,521,535,,581168,619778,684686,737192,786576,833432,866756,891574,832436,993027,,11278,13182,15997,23323,16952,20273,13805,13192,11847,13373
810520,Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; cobalt ...,238,60,128,161,152,443,703,474,419,535,,102945,94280,102048,76828,69208,87708,140993,122047,93809,137857,,268,60,128,165,156,454,776,515,454,848
950420,Billiards of all kinds and accessories,318,177,242,651,117,184,393,310,180,532,,16030,14542,13586,19091,19626,18345,21127,17769,15305,21053,,3683,3210,4560,3710,3291,3205,6335,2193,3623,6103
151620,"Vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",1509,892,1361,1172,740,2187,916,1548,1433,531,,153894,154297,154080,153642,128557,103611,113958,80921,73943,95857,,56401,52157,54730,61394,48500,65913,46592,38425,41465,36617
850422,"Liquid dielectric transformers, having a power handling capacity > 650 kVA but <= 10.000 kVA",3939,1867,2281,1291,1449,1733,50,38,327,528,,123889,144513,127292,104772,80590,64666,61664,64203,55955,59103,,25242,21026,29792,31398,16124,12868,4860,4456,13415,9130
845910,"Way-type unit head machines for drilling, boring, milling, threading or tapping metal",0,0,0,0,29,27,2234,101,45,528,,18746,30030,3926,4836,1911,1959,18288,7281,1725,1623,,313,12702,198,107,144,578,2415,160,425,652
843069,"Earth moving machinery, not self-propelled, n.e.s.",810,1507,776,568,1230,67,655,1570,22,527,,112849,174427,167536,80824,73092,77737,90638,83208,67315,74859,,7557,11060,36432,17036,8032,5454,7684,6028,3472,7754
392321,"Sacks and bags, incl. cones, of polymers of ethylene",179,791,725,1230,923,768,571,665,596,525,,590641,641567,703389,709608,717197,747412,772714,745861,771916,873631,,12655,10281,19648,26303,28696,34123,27565,28223,27705,31320
961700,"Vacuum flasks and other vacuum vessels, and parts thereof (excluding glass inners)",0,231,358,501,0,34,243,189,185,521,,16884,24193,28572,29604,33491,72427,98849,108202,110307,119138,,70361,66680,84585,91990,65752,54329,61829,96145,96624,96840
392210,"Baths, shower-baths, sinks and washbasins, of plastics",612,1196,965,1229,885,955,691,667,804,520,,63079,55638,56812,56500,51645,49614,46346,43800,46714,61396,,14462,21118,15688,15109,13525,10880,9872,13624,18024,19030
250840,"Clays (excluding fireclay, bentonite, kaolin and other kaolinic clays and expanded clay)",365,67,401,253,272,186,354,351,396,519,,109339,117040,114621,115747,116564,115017,117745,109311,88848,117835,,3798,3190,2922,3685,4509,4307,4565,2636,3746,3053
700910,"Rear-view mirrors, whether or not framed, for vehicles",1925,1568,1351,1219,777,839,551,635,363,516,,968935,1060512,1219864,1335757,1414915,1544501,1541675,1529672,1293150,1365315,,8553,9685,8971,10911,9961,7868,6639,8479,8662,9546
121299,"Fruit stones and kernels and other vegetable products, incl. unroasted chicory roots of the ...",69,424,610,671,899,1047,633,1173,564,516,,3847,5224,8141,5200,3401,4578,4035,5574,5755,4731,,26506,27137,39070,40393,22389,16659,22258,18959,22328,23775
392630,"Fittings for furniture, coachwork and the like, of plastics (excluding building components ...",68,174,202,158,338,137,380,331,529,515,,154148,199134,189108,227163,289852,334438,351528,362060,292238,282422,,3285,3407,3295,4384,4482,3618,4621,6834,11471,13409
940140,"Seats, convertible into beds (excluding garden seats and camping equipment, and medical, dental ...",400,187,455,1007,1483,2199,1188,1367,524,515,,23301,35509,46913,50586,49623,24341,21221,19399,19332,22924,,1841,3734,6500,8945,17401,14795,13537,20721,13641,18354
850790,"Plates, separators and other parts of electric accumulators, n.e.s.",7231,4754,4217,3230,3172,4797,4156,1698,829,514,,198801,182339,169282,282044,333764,314270,323756,421024,310563,346333,,23280,13981,14869,15435,14026,13517,14914,12488,11453,6528
340510,"Polishes, creams and similar preparations, for footwear or leather, whether or not in the form ...",35,0,50,83,58,405,111,415,587,514,,13770,14427,17469,16552,18272,18660,18958,21414,21171,27869,,1728,3095,1882,1769,4484,3343,1721,2313,1978,1469
711320,"Articles of jewellery and parts thereof, of base metal clad with precious metal (excluding ...",343,0,78,0,0,0,28,96,154,513,,33856,58006,132923,129647,43092,80346,61147,29203,34463,66810,,1329,619,1055,299,349,319,513,542,606,4190
845190,"Parts of machines for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, ...",2154,2566,3290,2271,2410,1284,1788,2885,582,508,,96906,100276,93454,98904,85973,111450,99946,86982,66965,79991,,5854,7868,13304,7042,5751,4749,4723,7082,2292,2093
821520,"Sets consisting of one or more knives of heading 8211 and at least an equal number of spoons, ...",30,118,173,0,0,0,446,561,532,507,,7521,8008,8078,9006,10117,11556,11207,10007,9222,12111,,3488,4410,6004,5738,4504,5922,7354,11745,11387,14711
846610,"Tool holders, incl. tool holders for any type of tool for working in the hand, and self-opening ...",575,972,1002,467,393,440,446,407,627,506,,197090,193283,199319,194913,198864,210282,225429,206342,160867,203561,,3169,3294,3740,2764,2831,2238,2727,2594,2828,3037
940690,"Prefabricated buildings, whether or not complete or already assembled (excl. of wood, and modular ...",0,0,0,0,0,0,0,0,0,506,,0,0,0,0,0,430089,497874,435526,396583,462116,,0,0,0,0,0,0,0,0,0,50109
380910,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products ...",555,465,351,943,710,463,584,754,446,505,,10517,12400,18187,12600,10261,13516,12747,15204,6215,11743,,15530,12058,13303,9088,11089,3347,3465,5703,8671,10460
900490,"Spectacles, goggles and the like, corrective, protective or other (excluding spectacles for ...",910,701,654,463,308,227,414,648,602,504,,208850,203376,264165,287616,229273,210018,215579,209801,189501,156215,,7788,9118,10573,9346,12691,7970,6738,8492,30202,10290
20220,"Frozen bovine cuts, with bone in (excluding carcases and half-carcases)",3795,0,0,0,0,0,321,383,621,500,,343274,597860,771305,579052,570847,698641,831941,796714,616613,830070,,51508,79851,82306,103960,28824,75588,58466,49594,63403,66737
282560,Germanium oxides and zirconium dioxide,77,243,311,0,658,171,355,264,106,499,,87498,71094,71849,55508,47020,41400,38379,38550,43947,43786,,77,300,378,99,783,240,451,348,220,545
292390,Quaternary ammonium salts and hydroxides (excluding choline and its salts),4105,3583,1452,774,1396,966,11021,8588,635,498,,246850,186605,212361,178169,144220,166370,229131,160977,154656,169706,,15342,14235,6912,10289,6666,8888,19060,18894,13014,10283
852869,"Projectors, not incorporating television reception apparatus (excluding of a kind solely or ...",1688,2755,840,2174,4011,551,1808,1269,903,498,,287657,279336,267803,245294,219106,248150,281784,243946,108540,104420,,26387,24481,17063,15953,18698,27032,46721,36437,31698,13381
482369,"Trays, dishes, plates, cups and the like, of paper or paperboard (excluding of bamboo paper ...",4758,3489,3436,3793,1829,2041,1848,913,539,496,,236512,252409,265241,274693,260439,260011,265217,255832,192077,211086,,21113,21911,23682,32190,30441,29157,38374,49763,38701,53170
940180,"Seats, n.e.s.",1274,2262,2074,2189,2892,642,1060,394,308,496,,120144,143153,145462,129974,144483,148985,148758,144476,116582,135318,,32166,33403,27239,30485,22026,19064,20805,20301,20928,18641
480620,"Greaseproof papers, in rolls of a width > 36 cm or in square or rectangular sheets with one ...",0,74,32,0,66,0,38,170,593,495,,20864,22144,24623,23782,23849,23610,21970,21735,31507,39033,,2261,2494,2562,2330,1895,1848,2430,2166,3474,3571
850980,"Electromechanical domestic appliances, with self-contained electric motor (excluding vacuum ...",1811,856,747,707,2481,742,1034,507,483,494,,134643,174485,172517,172563,191889,187638,188165,226856,273617,262821,,13025,13408,15484,17272,14937,15185,20939,24239,30987,39955
400912,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), not reinforced or otherwise ...",871,693,768,974,1155,1176,732,839,1203,493,,32381,38486,48656,49281,50985,51434,66984,65976,53977,60960,,7075,7793,5274,6879,5774,4300,4193,4838,5561,2168
740729,"Bars, rods and profiles of copper alloys, n.e.s. (excluding such articles of copper-zinc base ...""",2338,1343,1414,1003,894,202,369,243,819,491,,131499,117341,127732,108066,99458,121097,129091,123820,96746,120450,,41926,46031,36433,39251,18660,11610,8436,2848,4018,7117
853941,Arc lamps,51,0,32,0,0,0,163,213,71,490,,44629,58120,62456,65355,70723,60530,66851,68847,52492,64427,,666,412,1129,874,1422,2541,2086,9049,17597,22531
846630,"Dividing heads and other special attachments for machine tools, n.e.s.",626,485,373,663,230,685,393,529,275,489,,48025,61399,62205,68340,68474,62669,67820,52590,37335,53987,,8886,1281,2062,2866,2187,2756,1973,3028,3570,1563
81350,Mixtures of nuts or dried fruits,49,0,76,0,0,0,337,329,322,489,,61747,44179,36750,36148,26251,34238,20825,20438,18748,13195,,983,1573,3462,4272,1622,516,1570,1478,2138,2004
381111,Anti-knock preparations for motor fuels based on lead compounds,774,537,747,608,459,192,288,119,268,487,,5178,5210,2785,2527,1424,1043,1762,3437,3415,2702,,774,537,747,688,653,1181,2753,2024,2655,2535
850434,Transformers having a power handling capacity > 500 kVA (excluding liquid dielectric transformers),2416,9577,7568,485,9051,1654,1246,288,62,486,,81973,90039,81880,72657,50697,46855,46828,43093,33170,48923,,54359,46718,31712,26581,39654,21225,21444,12940,30477,9047
441114,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?9?mm""""",47,50,44,85,103,681,1290,516,148,485,,91935,76706,76842,63151,57987,61025,70671,68162,49877,62046,,195330,211428,196827,209776,141927,141247,142180,168251,146206,192226
292250,"Amino-alcohol-phenols, amino-acid-phenols and other amino-compounds with oxygen function (excluding ...",507,334,369,962,437,623,623,1688,1021,485,,326591,206476,241247,215526,169687,92671,114154,62485,68923,179424,,14969,14098,9110,10300,6414,12423,7414,7096,6542,6360
960610,"Press-fasteners, snap-fasteners and press studs and parts therefor",197,275,0,223,421,210,256,170,476,484,,28408,25086,33056,26037,29139,30974,31181,32378,26263,27718,,642,666,1152,1183,1409,1483,1665,1765,2369,2357
847290,"Office machines, n.e.s.",3138,5542,8888,8912,10021,6278,2626,1629,276,484,,191312,155941,210621,224107,155530,156451,170852,166040,116910,135772,,48532,59198,78924,104774,78047,81672,56146,102475,76364,52171
950450,Video game consoles and machines (excluding operated by any means of payment),892,1057,1362,3306,2852,748,700,486,498,481,,1517285,1465428,1416215,1174643,860900,1263023,1093324,855311,1001455,1174430,,85104,150419,179476,178933,150077,150216,160555,154253,120658,138676
440721,"Mahogany """"Swietenia spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not ...""",0,0,0,31,0,2120,3207,2055,908,481,,3401,3479,2317,2306,2389,2292,2326,2813,2157,3179,,460,29,130,151,159,114605,133652,95265,85511,41724
90831,"Cardamoms, neither crushed nor ground",124,497,32,0,0,182,1557,1090,689,480,,985,405,392,536,624,871,1384,1279,1516,983,,127159,126660,114286,122416,88644,121864,85992,117727,248634,210349
320649,"Inorganic or mineral colouring matter, n.e.s.; preparations based on inorganic or mineral colouring ...",810,3462,2658,246,140,180,390,309,517,478,,379992,410537,461769,472374,478711,502151,516261,439156,414292,488370,,18142,20987,23824,17063,11013,10439,13353,14942,30495,29987
847050,Cash registers incorporating a calculating device,584,1101,532,1464,361,782,312,712,1093,473,,250722,235718,220676,256702,253365,339993,238598,238375,140745,215343,,12077,10241,10696,32958,19181,25853,17229,26803,61430,85483
551229,"Woven fabrics containing >= 85% acrylic or modacrylic staple fibres by weight, dyed, made of ...",267,0,0,0,0,0,16,0,39,473,,52342,63474,55466,62249,65767,67109,66800,64184,56031,80468,,1738,927,1301,2722,2701,865,1729,3663,1961,2475
842699,"Ships' derricks; cranes, incl. cable cranes (excluding overhead travelling cranes, transporter ...",6996,3482,1323,530,280,122,249,137,19,472,,97841,55132,64041,40186,59996,25318,33505,37228,18292,28707,,20805,14052,37548,11867,6529,13269,5990,4007,2977,3258
621040,"Men's or boys' garments of textile fabrics, rubberised or impregnated, coated, covered or laminated ...",2010,1419,2874,3534,3019,155,585,1070,783,468,,38851,51849,57580,58780,43678,43406,45162,43408,46705,50997,,160867,332089,429107,548640,224214,154684,130930,124410,24306,18177
851629,Electric space-heating and soil-heating apparatus (excluding storage heating radiators),4282,3624,4009,2218,3920,1918,4195,1169,826,467,,72824,76765,73172,62981,64930,69089,82316,83172,71959,88034,,27146,40751,53459,37453,25842,27730,29531,16611,26861,34750
820760,Interchangeable tools for boring or broaching,30,270,389,507,957,859,618,445,398,467,,83728,84105,84178,80434,89495,89803,89692,89263,65220,63087,,520,526,619,1315,1365,1044,1062,1037,1187,1067
846711,"Tools for working in the hand, pneumatic, rotary type, incl. combined rotary-percussion",574,1041,1297,1096,917,355,277,932,783,460,,156725,146988,142015,126309,116477,108291,120488,113530,85255,89431,,4723,4534,4135,4140,3879,3506,3351,6641,4913,4732
381119,Anti-knock preparations for motor fuels (excluding those based on lead compounds),865,438,0,877,887,654,587,202,820,460,,101278,87633,63933,59097,39982,50859,42519,66716,39851,34785,,6615,2513,3593,4457,7469,3674,1704,425,1376,3366
842641,"Mobile cranes and works trucks fitted with a crane, self-propelled, on tyres (excluding wheel-mounted ...",57043,50953,48380,52605,14222,3223,2088,6545,2909,458,,703738,468017,390823,268687,148219,146078,142299,135217,126448,142885,,334698,395806,446214,401523,132784,112293,124394,127124,98374,61684
681381,"Brake linings and pads, with a basis of mineral substances or cellulose, whether or not combined ...",532,874,463,418,622,287,1240,1196,143,457,,69635,48095,58050,54681,44282,47058,59850,66753,42786,43949,,9786,9632,14292,16347,14331,13528,13379,13226,10509,11215
292419,"Acyclic amides, incl. acyclic carbamates, and their derivatives, and salts thereof (excluding ...",0,80,0,1834,0,0,87,532,23,457,,140546,128379,121640,102922,89939,84158,91687,81466,85692,125073,,19829,15866,18294,10218,10254,11530,12066,9624,12522,14227
940510,Chandeliers and other electric ceiling or wall lighting fittings (excluding for lighting public ...,7157,4990,6985,5974,7144,5684,5369,1740,849,456,,473072,499110,527893,576405,547025,534237,533032,495365,426281,503762,,127129,223156,245062,140029,170226,171323,206462,109166,200840,154421
845129,"Drying machines for textile yarns, fabrics or made-up textile articles (excluding machines ...",4241,7763,12013,9811,4936,4402,2967,2400,5480,455,,222692,220766,214122,243399,215067,237240,226122,223729,185552,178387,,10529,15883,21212,20621,9641,8429,6631,3346,6040,723
841919,"Instantaneous or storage water heaters, non-electric (excl. instantaneous gas water heaters, ...",4469,2226,6252,4833,8930,3480,1555,19,285,454,,144137,163619,177201,158679,154946,188123,195973,170856,179887,183998,,51110,43487,26259,22305,51985,19157,9395,246,701,3040
900699,"Parts and accessories for photographic flashlights and flashlight apparatus, n.e.s.",73,1021,107,98,129,0,93,100,15,453,,8856,8630,6849,6250,7441,7552,9212,7833,9017,6147,,448,2723,2284,2747,2273,3938,3956,3358,1440,1820
200929,"Grapefruit juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar ...",0,808,1508,1718,978,1273,1260,404,278,452,,36146,38310,25947,28790,21953,22765,23900,16652,15590,17449,,390,1223,1977,2349,1721,1795,1900,952,456,561
871620,Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,308,1023,1672,1866,172,397,659,1224,821,451,,64490,62948,64074,35625,46640,52567,56033,47401,52263,71084,,4113,3058,8931,5681,1944,642,1226,2903,1341,493
491110,"Trade advertising material, commercial catalogues and the like",1496,1199,1305,789,1253,960,580,467,345,451,,270790,325506,335441,329108,258026,267287,236418,236392,190552,204290,,12774,11109,11744,10609,32588,13363,16092,11142,9618,8421
291615,"Oleic, linoleic or linolenic acids, their salts and esters (excluding inorganic or organic ...",0,0,0,0,0,0,112,0,126,449,,11520,12891,13674,14015,14432,16397,13033,14027,13028,14608,,489,331,789,286,609,219,338,186,382,812
700711,"Toughened """"tempered"""" safety glass, of size and shape suitable for incorporation in motor ...""",299,1260,669,1540,1290,368,346,516,248,446,,0,0,0,0,0,0,0,0,0,0,,1240,6072,5006,7706,7547,5547,4829,5484,11603,9087
843790,Parts of machinery used in the milling industry or for the working of cereals or dried leguminous ...,747,121,444,634,637,370,523,371,69,446,,70424,70103,69965,69922,55527,56987,48188,48441,42074,50216,,18514,19525,61905,27482,36293,10821,11616,15695,7610,8912
730690,"Tubes, pipes and hollow profiles """"e.g., open seam, riveted or similarly closed"""", of iron ...""",17163,18879,10486,19659,6306,3539,9679,3528,1163,442,,116069,83929,77782,62704,62000,78904,77820,55660,42627,47114,,363167,284885,240251,130046,89678,83423,125128,44334,45746,50474
