Product code,Product label,Singapore's imports from Saudi Arabia-Value in 2012,Singapore's imports from Saudi Arabia-Value in 2013,Singapore's imports from Saudi Arabia-Value in 2014,Singapore's imports from Saudi Arabia-Value in 2015,Singapore's imports from Saudi Arabia-Value in 2016,Singapore's imports from Saudi Arabia-Value in 2017,Singapore's imports from Saudi Arabia-Value in 2018,Singapore's imports from Saudi Arabia-Value in 2019,Singapore's imports from Saudi Arabia-Value in 2020,Singapore's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
410210,"Raw skins of sheep or lambs, with wool on, fresh or salted, dried, limed, pickled or otherwise ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,15,224,259,282,1827,995,622,,0,0,0,0,0,0,0,1,0,0
410221,"Raw skins of sheep or lambs, without wool on, pickled, whether or not split",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,190,875,,0,0,0,0,0,0,0,0,0,0
410411,"Full grains, unsplit and grain splits, in the wet state """"incl. wet-blue"""", of hides and skins ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,755,1495,60,0,0,0,0,,270,48,69,560,195,68,129,81,24,9
410441,"Full grains leather, unsplit and grain splits leather, in the dry state """"crust"""", of hides ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,142,0,0,0,0,21,129,,92,18,0,0,0,617,346,948,97,39
411410,"Chamois leather, incl. combination chamois leather (excluding glac?-tanned leather subsequently ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1096,284,32,5,107,45,29,10,4,36
411510,"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ...",0,0,0,0,0,0,0,0,0,0,,0,0,75,5,15,1,0,0,0,0,,1064,698,293,405,140,240,118,257,44,30
420291,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",0,0,1,0,0,0,1,0,0,0,,0,59,228,492,122,189,74,7,0,11,,32620,45925,59703,56838,54246,71526,103478,88918,74888,84651
430190,"Heads, tails, paws and other pieces or cuttings of furskins suitable for use in furriery",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,2,0,8,1,0,0
430211,"Tanned or dressed furskins of mink, whole, with or without heads, tails or paws, not assembled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,6,6,14,0,4,2,0,0
440140,"Sawdust and wood waste and scrap, not agglomerated",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,136,7,29,125
440311,"Wood in the rough, treated with paint, stains, creosote or other preservatives, coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,17,29,76,11
440398,"Eucalyptus """"Eucalyptus spp."""" in the rough, whether or not stripped of bark or sapwood, or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,10,0,0
440410,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",0,0,0,0,0,0,0,0,0,0,,269,288,356,322,153,9,28,0,0,0,,45,44,32,59,35,43,78,56,15,223
440611,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated, coniferous""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,1,10,0,0
440712,"Fir """"Abies spp."""" and spruce """"Picea spp."""" sawn or chipped lengthwise, sliced or peeled, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,158,,0,0,0,0,0,0,92,285,0,0
440810,"Sheets for veneering, incl. those obtained by slicing laminated wood, for coniferous plywood ...",0,0,0,0,0,0,0,0,0,0,,1154,516,210,1049,30,51,182,0,0,0,,2184,2662,3082,1968,1734,1505,1290,1457,1004,2030
440831,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,1,1,17,0,0,1,,769,590,796,1187,563,1842,2163,1595,772,838
440922,"Tropical wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1369,6844,5680,5077
441019,"Waferboard and similar board, of wood, whether or not agglomerated with resins or other organic ...",0,0,0,0,0,0,0,0,0,0,,1068,715,492,1486,205,38,353,392,1150,2967,,726,557,308,696,1041,1246,1440,1037,765,1110
441114,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?9?mm""""",0,0,0,0,0,0,0,0,0,0,,172,44,0,83,327,201,113,41,88,274,,2077,1345,2470,2522,1312,1363,1707,1646,1329,1099
441912,Chopsticks of bamboo,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,672,1408,1490,2399
441990,"Tableware and kitchenware, of wood (excl. of bamboo or tropical wood, and interior fittings, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,228,,0,0,0,0,0,0,4191,3683,2675,3273
442090,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, ...",0,0,0,0,2,0,0,1,0,0,,0,112,75,213,245,152,139,33,10,54,,9161,8910,13799,17301,19473,17324,17813,19277,12161,18037
442191,"Articles of bamboo, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,9,,0,0,0,0,0,0,1635,2883,2070,2288
460192,"Plaits and similar products, of bamboo plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,178,182,249,271,198,72,103,109,77,119
470319,"Unbleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,166,0,0,0,,0,0,9,0,0,0,0,0,0,0
470321,"Semi-bleached or bleached coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,249689,266736,282124,290629,332783,192977,520629,376348,132889,90441
470620,"Pulps of fibres derived from recovered """"waste and scrap"""" paper or paperboard""""",0,0,0,0,0,0,0,0,0,0,,91,1458,0,65,17,75,105,0,0,2,,126,642,1949,751,1819,605,663,527,645,2355
470710,"Recovered """"waste and scrap"""" paper or paperboard of unbleached kraft paper, corrugated paper ...""",0,0,6,0,0,0,0,0,0,0,,12701,17978,13785,11049,7703,5702,13871,3186,3019,1280,,1432,891,612,240,781,1340,3993,742,743,553
480220,"Paper and paperboard of a kind used as a base for photosensitive, heat-sensitive or electrosensitive ...",0,0,0,0,0,0,0,0,0,0,,77,0,0,46,711,132,1185,283,0,5,,1563,687,424,240,628,495,1266,349,156,160
480240,"Wallpaper base, uncoated",0,0,0,0,0,0,0,0,0,0,,0,0,0,22,2,61,7,0,0,0,,413,175,215,54,2666,3190,3804,3685,2428,3101
480254,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,23,53,4,0,6,,4305,4945,4125,3367,3633,3242,4628,4430,3882,5624
480419,"Kraftliner, uncoated, in rolls of a width > 36 cm (excluding unbleached and goods of heading ...",11,0,0,0,0,0,0,0,0,0,,23106,30975,37072,30945,5434,146,472,142,704,76,,9031,8761,8026,9444,2929,717,855,491,340,774
480451,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,0,0,,0,0,28,22,2,0,25,23,36,425,,1309,705,2032,2487,936,888,2623,3033,2546,3296
480700,"Composite paper and paperboard made by sticking flat layers of paper or paperboard together ...""",0,0,0,0,0,0,0,0,0,0,,1392,808,191,153,661,1343,1612,2620,1752,5497,,2940,3160,1873,1003,1019,1176,1182,1248,1441,1900
480840,"Kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls of a width ...",0,0,0,0,0,0,0,0,0,0,,88,157,0,29,12,1045,1013,635,869,3444,,3813,1868,2122,1058,553,545,1873,1475,947,1558
480990,"Transfer papers, incl. coated or impregnated paper for duplicator stencils or offset plates, ...",0,0,0,0,0,0,0,0,0,0,,332,1970,88,88,224,21,0,0,0,0,,9013,2617,1854,2258,2154,1388,1343,1433,551,442
481014,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,25,40,6,0,0,322,4113,,33756,30164,27661,20019,10326,10225,12655,1750,451,213
481092,"Multi-ply paper and paperboard, coated on one or both sides with kaolin or other inorganic ...",0,0,0,0,0,0,0,0,0,0,,251,194,681,725,1170,846,2201,200,1168,158,,11142,11877,16767,18689,24790,77441,98065,99821,72960,107331
481160,"Paper and paperboard, coated, impregnated or covered with wax, paraffin wax, stearin, oil or ...",0,0,0,0,0,0,0,0,0,0,,30,0,0,0,0,0,0,0,0,0,,4225,2347,2620,2047,1457,2832,2434,3766,3993,4672
481690,"Copying or transfer papers, in rolls of a width of <= 36 cm or in rectangular or square sheets ...",0,0,0,0,0,0,0,0,0,0,,613,311,142,610,111,13,415,0,7,28,,17867,15332,14096,15785,14743,11015,8813,9616,7893,6687
481890,"Paper, cellulose wadding or webs of cellulose fibres, of a kind used for household or sanitary ...",0,0,0,0,0,0,0,10,0,0,,0,0,0,0,0,0,0,112,43,54,,25522,20724,22255,16629,13886,11703,10944,8132,16591,8244
481930,"Sacks and bags, of paper, paperboard, cellulose wadding or webs of cellulose fibres, having ...",0,0,0,0,0,0,0,0,0,0,,4221,3323,5777,3103,2282,2709,7233,5018,1042,1230,,13371,12993,11528,10586,10023,9615,11031,11841,8407,12174
481940,"Sacks and bags, incl. cones, of paper, paperboard, cellulose wadding or webs of cellulose fibres ...",0,0,0,0,0,0,0,0,0,0,,12046,4302,7940,7283,6839,3759,4892,4667,4773,6585,,22266,26087,24708,27038,27444,30165,33560,35538,31489,34388
482210,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ...",0,0,0,0,0,0,0,0,0,0,,0,72,934,86,219,135,0,11,0,0,,895,1399,1423,1085,625,1109,547,313,287,345
482320,"Filter paper and paperboard, in strips or rolls of a width <= 36 cm, in rectangular or square ...",0,0,0,0,0,0,0,0,0,0,,0,0,52,0,5,7494,2942,4633,3183,205,,3757,3719,2938,2626,3010,8304,17840,23171,16595,20114
482340,"Rolls, sheets and dials, printed for self-recording apparatus, in rolls of a width <= 36 cm, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,172,209,240,216,398,679,394,,4392,1382,1027,962,545,601,475,463,456,572
490400,"Music, printed or in manuscript, whether or not bound or illustrated",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,13,0,0,0,0,,1790,1353,1839,1523,1501,1264,1614,1303,1298,1188
490591,"Maps and hydrographic or similar charts of all kinds, incl. atlases and topographical plans, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,180,201,0,0,0,0,0,,1524,1227,693,721,346,270,349,275,112,180
500300,"Silk waste, incl. cocoons unsuitable for reeling, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,13,1,0,0,0,0,0,0,0,0
510111,"Greasy shorn wool, incl. fleece-washed wool, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,1211,2163,3022,1226,2464,3592,1818,951,760,651,,0,0,0,0,0,0,0,0,0,0
510211,"Hair of Kashmir """"cashmere"""" goats, neither carded nor combed""""",0,0,0,0,0,0,0,0,0,0,,0,66,0,24,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
510910,"Yarn containing >= 85% wool or fine animal hair by weight, put up for retail sale",0,0,0,0,0,0,0,0,0,0,,0,69,0,0,154,0,41,0,0,0,,88,118,11214,9584,3028,55,45,43,28,29
511190,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,97,0,0,0,0,,185,179,648,368,193,103,71,136,38,37
511300,Woven fabrics of coarse animal hair or of horsehair (excluding fabrics for technical uses of ...,0,0,0,0,0,0,0,0,0,0,,0,0,162,4,1,1,9,0,0,0,,35,9,6,20,126,13,7,25,6,14
520100,"Cotton, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,0,0,0,13,24,9,4,0,3,0,,39,23253,63,11458,7262,129,1171,353,149,233
520512,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,18,66,70,23
520533,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,5,0,0,0,0
520645,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,1,0,0
520813,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,29,15,0,13,57,3,0,0,0,0
520821,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,0,0,,901,922,1398,895,879,878,448,718,322,482
520833,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,157,25,2325,369,272,89,206,261,41,78
520841,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,163,0,0,0,0,0,,327,347,394,306,141,80,37,52,7,6
520939,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, dyed (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,614,495,917,772,414,98,400,338,68,416
520951,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,356,290,229,311,185,124,234,104,146,116
521019,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,1141,3498,895,7124,2435,2738,107,321,1517,40,,164,224,237,81,135,83,44,12,3,8
521029,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,28,0,0,19,0,0,0,0,0,,1050,2129,2073,1888,1281,1445,1132,1060,1299,636
521041,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2308,3826,2310,792,658,583,1323,710,170,287
521131,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,61,62,12,57,41,67,26,15,13,61
521214,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,56,0,0,0,5,19,13,43,0,1,,267,89,109,423,921,60,144,28,10,10
521225,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,202,203,136,84,80,61,128,118,79,92
530110,"Flax, raw or retted",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,27,0,0
530290,"True hemp """"Cannabis sativa L."""", processed but not spun; tow and waste of hemp, incl. yarn ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,0,0,0,0
530929,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, dyed, made of yarn ...",0,0,0,0,0,0,0,0,0,0,,0,0,59,24,38,0,0,0,0,7,,211,283,433,471,214,183,321,201,338,363
540249,"Synthetic filament yarn, incl. synthetic monofilament of < 67 decitex, single, untwisted or ...",0,0,0,0,0,0,0,0,0,0,,104,0,0,12,92,98,0,11,0,0,,383,213,157,473,1997,182,83,162,73,122
540252,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, with a twist of > 50 ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,8,11,12,0,135,,532,1117,829,600,1387,310,347,138,9,2
540263,"Multiple """"folded"""" or cabled filament yarn of polypropylene, incl. monofilament of < 67 decitex ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,16,1,10,1
540500,Artificial monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ...,0,0,0,0,0,0,0,0,0,0,,613,315,646,468,81,42,0,0,100,283,,59,23,52,17,39,28,61,40,13,15
540710,"Woven fabrics of high-tenacity yarn, nylon, other polyamides or polyesters, incl. monofilament ...",0,0,0,0,0,0,0,0,0,0,,7508,241,657,1110,1349,991,519,221,114,7243,,4345,8021,3193,4428,4621,8022,4718,5694,6775,3835
540741,"Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,11,0,0,17,0,0,,509,473,284,379,337,213,357,1277,1180,682
540744,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,20,0,0,0,,113,164,222,65,276,61,36,46,119,83
540754,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",0,0,0,0,0,0,0,0,0,0,,0,32,0,3,20,16,5,0,7,0,,3551,3740,2865,4342,22588,2164,3317,2879,2451,993
540821,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,0,39,0,0,0,152,153,0,0,0,,138,99,23,7,1,0,0,0,0,0
540832,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,0,48,0,1,190,0,0,0,0,0,,161,63,202,227,59,103,103,143,80,74
550320,"Staple fibres of polyesters, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,5328,2855,243,864,1466,467,258,2430,30,341,,3948,5034,4891,5065,4832,3494,4237,1583,495,548
550340,"Staple fibres of polypropylene, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,3882,6282,21750,38085,34677,41202,50401,37545,32136,59678,,171,318,737,132,130,74,61,105,41,22
550520,"Waste of artificial staple fibres, incl. noils, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,0,0,237,428,0,60,4,0,0,0,,0,0,0,0,0,0,7,0,4,17
550931,Single yarn containing >= 85% acrylic or modacrylic staple fibres by weight (excluding sewing ...,0,0,0,0,0,0,0,0,0,0,,106,0,0,0,0,0,0,0,0,0,,0,0,14,8,228,0,0,0,0,0
550959,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, other than that ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,18,0,324,135,0,0,0,,6397,2043,9,67,123,118,1334,169,84,584
551110,"Yarn containing >= 85% synthetic staple fibres by weight, put up for retail sale (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,208,202,91,91,92,377,106,83,53,188
551130,"Yarn of artificial staple fibres, put up for retail sale (excluding sewing thread)",0,0,0,0,0,0,0,0,0,0,,662,0,0,0,0,0,0,0,0,0,,62,27,14,26,39,14,58,2,1,4
551299,"Woven fabrics containing >= 85% synthetic staple fibres by weight, dyed, made of yarn of different ...",0,0,0,0,0,0,0,0,0,0,,139,0,0,10,0,34,0,0,0,0,,2254,975,968,497,1219,989,2663,3440,2023,3603
551321,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,40,0,0,5,58,9,47,0,0,0,,3622,3425,3788,3031,3103,3040,5534,1987,957,7096
551349,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,98,96,27,61,61,43,485,0,0,0,,181,468,676,101,120,118,155,182,84,54
551411,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,0,87,412,70,22,61,70,0,14,32,,164,2,32,171,177,103,26,138,20,34
551423,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,113,2,0,55,0,0,0,0,,428,1241,1276,873,801,782,359,900,48,323
551621,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,0,0,,0,0,5,3,0,0,0,0,25,26
551643,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,63,154,82,63,173,268,123,35,15,52
560130,Textile flock and dust and mill neps,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,651,504,295,355,368,687,366,282,270,290
560210,"Needleloom felt and stitch-bonded fibre fabrics, whether or not impregnated, coated, covered ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,22,0,25,13,3,14,,1483,1140,1313,4611,600,492,812,594,521,2007
560221,"Felt, not impregnated, coated, covered or laminated, of wool or fine animal hair, n.e.s. (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,18,,261,314,233,575,236,403,74,289,38,67
560314,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",0,0,0,0,15,0,244,28,0,0,,37,0,158,21,34,164,189,544,430,20,,6873,10495,9072,8672,13594,6759,9275,8372,6018,4643
620920,"Babies' garments and clothing accessories of cotton (excluding knitted or crocheted and hats, ...",0,0,0,0,0,0,0,0,0,0,,347,115,233,194,905,227,243,0,64,0,,8049,5812,6693,8654,7591,8141,5916,4381,3400,3647
621020,"Garments of the type described in heading 6201, rubberised or impregnated, coated, covered ...",0,0,0,0,0,0,0,0,0,0,,43,0,115,30,0,0,0,0,0,0,,788,668,3128,3399,1621,967,3890,9267,6719,7141
621040,"Men's or boys' garments of textile fabrics, rubberised or impregnated, coated, covered or laminated ...",0,0,0,0,0,0,0,0,0,0,,3083,2686,2384,2735,5404,6165,4825,77,15,28,,1891,3327,3188,6256,5878,7653,4925,4703,3596,4332
621050,"Women's or girls' garments of textile fabrics, rubberised or impregnated, coated, covered or ...",1,0,0,0,0,0,0,0,0,0,,778,1766,2666,1618,3377,4216,7003,561,123,32,,1703,2878,2200,2227,3514,3502,3487,3218,1932,1575
621142,"Women's or girls' tracksuits and other garments, n.e.s. of cotton (excluding knitted or crocheted)",0,0,0,0,0,0,0,0,0,0,,41,27,203,251,127,69,1001,44,0,1,,20989,16763,17254,14820,4842,5482,7561,6189,4048,6404
621230,"Corselettes of all types of textile materials, whether or not elasticated, incl. knitted or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,15,0,0,0,0,,318,494,1494,1116,174,168,463,363,167,146
621600,"Gloves, mittens and mitts, of all types of textile materials (excluding knitted or crocheted ...",0,0,0,0,0,0,0,0,0,0,,69,48,118,81,39,117,38,0,0,0,,7788,8411,5897,5883,6834,5381,6104,4843,3176,3982
630221,Printed bedlinen of cotton (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,0,,0,29,0,9,40,109,91,0,0,0,,5907,6896,6620,7167,5676,5571,6133,5501,3943,6073
630299,"Toilet linen and kitchen linen of textile materials (excluding of cotton or man-made fibres, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,14,41,33,0,0,0,0,,2931,3362,3315,3463,2944,2749,3005,2817,2016,2413
630399,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of textile materials (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7700,7359,8040,8244,6526,6725,4969,4340,2820,4937
630690,"Camping goods of textile materials (excluding tents, awnings and sunblinds, sails, pneumatic ...",0,0,0,0,0,0,0,0,0,0,,1283,537,301,90,135,308,89,0,0,617,,1451,4949,3058,2303,4097,4208,6100,5469,5879,15025
630710,"Floorcloths, dishcloths, dusters and similar cleaning cloths, of all types of textile materials",0,0,29,0,0,0,0,0,0,0,,66,302,0,107,117,172,43,4,0,5,,14923,15347,17753,14628,15225,13913,16638,11982,12076,13759
631090,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile ...",0,0,0,0,0,0,0,0,0,0,,22794,6509,7923,6323,5595,6008,4618,50,569,800,,1661,1686,2010,1710,1944,2246,2676,3121,3012,3618
640110,"Waterproof footwear incorporating a protective metal toecap, with outer soles and uppers of ...",0,0,0,0,0,0,0,0,0,0,,0,46,424,650,833,866,1048,256,134,217,,3610,3474,2440,1444,1958,3633,2663,2124,2087,2529
640620,"Outer soles and heels, of rubber or plastics",0,0,0,0,0,0,0,0,0,0,,0,31,0,13,1,1,4,0,10,49,,5913,728,713,739,771,463,717,645,222,209
650699,"Headgear, whether or not lined or trimmed, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,11,1,2,45,0,0,0,,3928,3676,3619,3995,3975,4646,22813,36024,37127,31621
650700,"Headbands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,17,2,0,0,0,0,,1555,1285,1234,1167,922,1012,1408,1469,2117,1797
660320,"Umbrella frames, incl. frames mounted on shafts """"sticks"""", for umbrellas and sun umbrellas ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,96,0,94,0,0,0,0,,222,238,243,162,216,180,121,163,139,106
670210,"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ...",0,0,0,0,0,0,0,0,0,0,,651,0,31,86,109,61,67,72,0,76,,2028,5742,2133,2682,2912,2215,2928,2834,2068,2445
670290,"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ...",0,0,0,0,0,0,0,0,0,0,,31,74,1985,7148,11102,441,0,11,70,267,,2650,2792,3010,2822,2766,2788,3249,3998,3198,4871
680300,"Worked slate and articles of slate or of agglomerated slate (excluding slate granules, chippings ...",0,0,0,0,0,0,0,0,0,0,,364,0,0,12,0,0,5,0,0,0,,792,635,1154,151,163,122,163,149,84,217
680423,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,11854,11537,10940,11887,8283,9884,6291,4287,3239,5166
