Product code,Product label,"Taipei, Chinese's imports from India-Value in 2012","Taipei, Chinese's imports from India-Value in 2013","Taipei, Chinese's imports from India-Value in 2014","Taipei, Chinese's imports from India-Value in 2015","Taipei, Chinese's imports from India-Value in 2016","Taipei, Chinese's imports from India-Value in 2017","Taipei, Chinese's imports from India-Value in 2018","Taipei, Chinese's imports from India-Value in 2019","Taipei, Chinese's imports from India-Value in 2020","Taipei, Chinese's imports from India-Value in 2021",India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
290715,Naphthols and their salts,25,25,0,12,0,0,0,6,23,41,,3242,4387,6183,5882,77326,9841,13747,14412,14175,15846,,601,467,764,382,382,430,523,523,526,693
520832,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",2,117,61,199,155,123,142,112,53,41,,71390,76396,86845,87947,89036,91934,107484,116977,94184,115155,,908,1226,626,840,790,900,604,696,502,1056
60490,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",0,1,17,18,30,24,4,25,25,41,,0,17211,15005,26116,37657,38012,39218,39453,34981,48554,,0,176,1821,1138,1468,1665,2514,4153,3004,2784
940520,"Electric table, desk, bedside or floor-standing lamps",101,157,135,123,112,115,57,41,19,41,,29691,24272,17231,22509,20000,22740,22097,19237,16077,41537,,8616,8997,9224,8961,8956,11997,13037,14767,15112,18326
121221,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, fit for human ...",0,0,0,52,20,12,16,50,28,41,,0,1849,1100,221,944,1573,1243,425,355,1111,,0,4482,43262,44128,43555,47426,50261,47131,46541,48359
70310,Fresh or chilled onions and shallots,25,32,23,39,166,77,50,43,24,41,,294698,600886,322148,423388,382394,423335,420448,367328,346640,449457,,21081,21025,17061,22465,32605,28567,20929,28485,29453,26941
391690,"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ...",3,151,343,305,193,148,375,67,0,40,,24882,27106,29364,33069,37498,40583,43003,37251,26849,46123,,9430,9775,11391,9535,11004,14185,15229,15016,12127,16748
441700,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe ...",0,1,2,7,3,1,17,6,5,40,,3193,3697,2949,801,431,3270,10704,10814,14958,20040,,3143,3505,3511,3509,2782,3363,3063,2947,3027,3885
845290,"Furniture, bases and covers for sewing machines and parts thereof; other parts of sewing machines",25,5,6,8,27,3,11,0,3,40,,5450,5684,6698,5908,5746,8514,10007,10022,9513,13341,,37467,36725,39173,36955,34144,47986,44612,35828,31636,43358
848140,Safety or relief valves,29,27,21,105,157,28,50,51,28,40,,16634,27121,18693,23372,29985,32943,15748,15505,15190,23139,,27621,25872,25968,22429,24236,24281,25502,21521,22035,29926
330690,"Preparations for oral or dental hygiene, incl. denture fixative pastes and powders (excluding ...""",6,0,0,0,6,9,25,30,0,40,,1439,1754,1816,1753,1858,1574,1012,860,3427,2378,,1979,2943,3187,3789,3037,4840,4476,6688,7246,6479
690290,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods (excluding ...",104,1737,43,193,135,75,13,1001,6,40,,22174,17658,12201,16025,14435,14482,18331,20123,20547,20868,,38293,40427,47514,39462,20326,29035,23272,25635,41934,25828
442199,"Articles of wood, n.e.s.",0,0,0,0,0,49,45,34,21,40,,0,0,0,0,0,50110,96431,114168,124834,198738,,0,0,0,0,0,28777,27511,26950,29854,30460
711790,"Imitation jewellery (excluding jewellery, of base metal, whether or not clad with silver, gold ...",88,153,540,372,34,23,25,40,17,39,,232048,189267,181233,156366,128273,114876,117783,120522,84941,116038,,43867,30916,32317,37818,29126,24799,24034,15469,14790,18159
621430,"Shawls, scarves, mufflers, mantillas, veils and similar articles of synthetic fibres (excluding ...",72,79,66,73,53,109,56,21,56,39,,104299,106726,100453,81067,86275,76872,49799,50681,62377,74939,,2558,2095,2498,3042,2579,2314,2228,1645,1236,1335
330410,Lip make-up preparations,0,5,23,1,5,1,8,4,1,39,,1025,1717,2245,3260,2787,4146,10367,7510,3673,4177,,26705,29461,32072,35273,56787,69076,68820,61292,47885,41006
340420,"Poly""""oxyethylene"""" [polyethylene glycol] waxes""""",0,231,94,2,130,105,50,64,77,39,,804,718,228,409,745,4100,5525,5596,9558,10139,,5987,5356,5368,5207,4213,4533,5046,4465,4194,5359
722011,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",0,60,0,4,5,3,39,12,0,39,,54886,104100,70730,71297,43599,51407,46226,18507,12719,20748,,553,529,529,408,360,460,646,292,557,915
330119,"Essential oils of citrus fruit, whether or not terpeneless, incl. concretes and absolutes (excluding ...",12,25,23,10,67,26,85,36,64,39,,10911,7664,5830,7570,6098,8709,9991,11118,12798,9052,,1336,1689,1204,1409,2049,2070,2220,1941,1547,1357
520547,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",384,381,188,134,202,399,199,139,87,39,,31833,37831,41912,32411,38297,33834,36527,35521,23687,31783,,773,776,460,377,271,404,202,169,87,110
620212,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton ...",20,13,26,29,36,53,30,21,42,38,,3593,4569,4293,4502,4317,7970,5427,2817,2159,1900,,5716,6657,8017,7522,7367,7189,8950,6990,6047,6506
843351,Combine harvester-threshers,0,0,0,0,84,91,0,0,0,38,,7957,8734,9338,6388,5423,6712,9019,9662,9185,11681,,19354,27266,22366,8357,17103,23087,21451,19020,39978,19847
250590,"Natural sands of all kinds, whether or not coloured (excluding silica sands, quartz sands, ...",0,0,0,10,60,56,59,33,36,38,,9637,6851,3221,10244,3820,6588,500,95,269,110,,44490,43962,39321,34833,18778,8410,5356,8517,8192,9721
911390,"Watch straps, watch bands and watch bracelets, and parts thereof, n.e.s.",9,16,32,49,51,45,47,47,30,38,,9356,15002,14789,14005,14015,12701,12452,10439,6621,7491,,7201,7100,6382,6377,10168,16016,16244,20215,17096,25964
841939,"Dryers (excl. lyophilisation apparatus, freeze drying units, spray dryers, dryers for agricultural ...",452,176,0,0,8,96,51,33,100,38,,15619,14762,28104,18584,19202,16134,15878,19780,13666,13602,,27233,21340,30124,47304,24182,42392,38918,45454,22564,36596
420212,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...",919,1280,1196,859,459,1384,715,466,161,38,,33402,36035,34450,31970,38220,38144,84927,67176,25791,30528,,60304,62070,79063,83687,95037,88302,88898,106315,61929,55081
846330,"Machine tools for working metal wire, without removing material (excluding wire bending machines ...",0,0,0,48,0,0,0,0,0,38,,1204,1997,2355,1429,966,1825,1470,1672,1107,1932,,2694,3135,6584,3139,5770,4166,29907,10500,4331,7585
842539,"Winches and capstans, non-powered by electric motor",0,0,0,0,0,0,0,0,0,38,,738,2048,3264,3868,4821,4709,6707,5172,5506,11493,,981,2811,882,612,980,1385,2280,2011,1999,6718
842191,"Parts of centrifuges, incl. centrifugal dryers, n.e.s.",29,33,7,12,58,70,16,15,33,38,,9918,7941,7513,7196,8920,8243,9496,12092,10439,21674,,4375,5134,4582,5222,7425,5665,5982,5346,5269,6304
720521,"Powders, of alloy steel (excluding powders of ferro-alloys and radioactive iron powders "" ...""",0,0,0,0,0,0,19,12,24,38,,105,20,106,160,105,64,376,247,56,680,,19117,18002,17750,28907,22934,30421,32565,24892,19812,27961
110100,Wheat or meslin flour,81,11,20,16,12,22,31,24,38,38,,78796,145673,136411,121653,90454,88213,100405,105415,138978,188138,,10654,11484,12409,13612,13625,12532,12879,13947,16055,17504
291619,"Unsaturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids ...",43,49,63,544,158,261,165,349,600,37,,49835,63001,45629,33246,34772,46042,52917,52049,47172,73726,,4141,4325,5355,4370,3812,3751,4304,4211,4684,4868
391740,"Fittings, e.g. joints, elbows, flanges, of plastics, for tubes, pipes and hoses",7,2,15,0,35,25,3,6,8,37,,17341,21435,21250,19592,24766,27698,33755,37971,32737,44286,,38711,42265,41984,38825,46776,44811,66777,58365,77678,105215
392119,"Plates, sheets, film, foil and strip, of cellular plastic, unworked or merely surface-worked ...",0,0,0,0,10,0,13,11,6,37,,5712,9414,8640,9264,8015,6847,7686,5978,7682,13478,,10681,8319,16773,12785,13759,14547,15306,18920,16887,24858
81190,"Frozen fruit and nuts, uncooked or cooked by steaming or boiling in water, whether or not sweetened ...",0,0,0,0,25,0,36,71,36,37,,24746,25581,22767,29093,30770,33819,39635,41587,31707,40452,,4406,4766,4798,5374,6646,9180,7836,9765,9142,10059
940510,Chandeliers and other electric ceiling or wall lighting fittings (excluding for lighting public ...,40,85,161,114,153,108,94,93,62,37,,47649,52218,57309,59749,59345,55828,54811,53695,52103,81330,,26368,26528,29479,37572,37506,45836,53225,59255,64986,78189
854390,"Parts of electrical machines and apparatus, having individual functions, n.e.s. in chapter ...",10,33,91,149,14,32,29,9,1,37,,84777,54600,100163,91174,127774,55961,17021,44522,36677,24134,,231168,198009,149092,123861,100292,95702,109221,123976,160566,162905
390740,"Polycarbonates, in primary forms",8,20,108,25,9,22,42,29,16,37,,7668,12446,4887,7136,4688,7187,8122,5198,6947,8934,,528418,441591,453636,381288,327428,368121,402448,349540,299627,439332
560290,"Felt, impregnated, coated, covered or laminated (excluding needleloom felt and stitch-bonded ...",33,42,31,58,32,35,42,34,39,36,,301,184,160,408,107,286,586,1024,1060,796,,1608,1312,1811,1237,910,1018,1321,1840,1768,1937
640520,"Footwear with uppers of textile materials (excluding with outer soles of rubber, plastics, ...",0,0,9,0,0,13,79,122,24,36,,493,1353,1414,1047,1563,2662,11772,6760,4903,5346,,234,273,396,380,389,495,1196,2131,278,423
290920,"Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulphonated, nitrated or ...",21,44,21,0,0,20,22,1,31,36,,636,707,655,843,915,781,751,1343,1171,2582,,230,99,1212,1294,1027,620,505,342,532,906
170490,"Sugar confectionery not containing cocoa, incl. white chocolate (excl. chewing gum)",5,10,12,33,126,97,112,286,8,36,,53615,67839,80116,73389,92663,106531,102746,104982,97078,144310,,33887,33823,39797,37845,46028,43008,50431,50923,43316,45551
811100,"Manganese and articles thereof, n.e.s.; manganese waste and scrap (excluding ash and residues ...",8,38,334,214,187,60,11,19,15,36,,1554,1944,1607,2008,2722,2824,4432,5421,4721,6384,,18845,12874,19848,15216,17292,26355,30921,25057,18259,42344
291615,"Oleic, linoleic or linolenic acids, their salts and esters (excluding inorganic or organic ...",29,6,18,27,26,38,36,33,20,35,,12135,24226,5588,6277,6029,8509,7735,7962,7587,11123,,2532,1736,1333,585,902,2178,1516,1682,1305,1815
845490,"Parts of converters, ladles, ingot moulds and casting machines of a kind used in metallurgy ...",3,0,0,0,0,10,3,3,3,35,,24633,42857,18919,16254,13051,12740,35358,23340,12250,19477,,7016,5897,5099,9327,5313,5747,5714,4950,3799,5220
740919,"Plates, sheets and strip, of refined copper, not in coils, of a thickness of > 0,15 mm (excluding ...",0,0,0,0,3,0,0,0,27,35,,8573,13456,12857,9641,7567,8893,11546,13047,9192,13624,,74877,82994,72317,60638,32808,37148,43120,36383,32899,73744
901819,"Electro-diagnostic apparatus, incl. apparatus for functional exploratory examination or for ...",22,31,8,14,19,50,60,77,41,35,,42085,93182,80351,64316,45245,57033,102152,98929,96927,88722,,17687,23291,27419,28032,24615,28204,34941,39012,41255,43329
900669,Photographic flashlights and flashlight apparatus (excluding with electronic discharge lamps),91,127,107,116,109,114,34,58,10,35,,269,241,1213,270,289,494,362,105,193,13,,751,1763,1297,1349,1595,1738,1602,1536,1850,1577
300212,Antisera and other blood fractions,0,0,0,0,0,3,0,69,209,35,,0,0,0,0,0,32077,55730,58797,69106,67717,,0,0,0,0,0,133390,121228,139200,112813,95349
350610,"Products suitable for use as glues or adhesives put up for retail sale as glues or adhesives, ...",0,0,0,0,0,2,12,14,20,34,,2938,4071,3504,4206,10171,16293,19382,20394,16986,24488,,7981,9535,8054,7988,7712,14212,16893,16218,25400,34484
282110,Iron oxides and hydroxides,38,43,15,11,6,17,21,26,16,34,,3706,3961,3980,6437,9817,9541,10712,11661,13450,17666,,14415,12367,13043,11716,12135,13798,12347,9651,7868,8998
848071,Injection or compression-type moulds for rubber or plastics,24,46,1,3,31,18,161,105,0,34,,37546,51799,45898,60170,53818,58657,72972,86013,68262,95107,,85204,77753,75953,65442,70857,65024,89262,90691,82930,80699
843991,"Parts of machinery for making pulp of fibrous cellulosic material, n.e.s.",0,19,62,55,83,47,117,63,28,34,,2704,3083,5408,13977,4252,5799,9663,10626,9530,13846,,2370,3175,1755,1986,1616,2325,4448,2970,3297,2589
381010,"Pickling preparations for metal surfaces; soldering, brazing or welding pastes and powders ...",46,3,0,0,0,3,8,0,17,34,,10883,11144,11389,10125,11985,11715,13227,14500,10857,7671,,51551,51125,49259,40225,43771,43529,42911,43769,48321,52050
70320,"Garlic, fresh or chilled",0,0,0,0,0,1989,373,229,290,34,,10384,11290,7603,3759,19780,24263,3412,6238,5070,3196,,2648,4834,5541,3190,34942,39841,11068,25917,29514,40971
290721,Resorcinol and its salts,0,7,4,10,5,6,28,8,20,34,,3031,3551,4758,14205,15823,21521,22171,20025,26520,14634,,1598,2115,1673,1618,1364,1913,2393,2333,1882,1885
440349,"Tropical wood in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",0,0,0,0,0,233,133,112,24,34,,248,419,551,23,192,28,104,138,3,7,,47945,63855,81912,19087,13125,11997,12784,11653,6823,8356
851690,"Parts of electric water heaters, immersion heaters, space-heating apparatus and soil-heating ...",35,5,16,53,46,24,62,93,69,34,,7433,10527,7872,8143,8524,8685,9002,5802,4474,6543,,12601,11594,12861,13493,12232,13868,14099,14860,15106,16184
284920,"Carbides of silicon, whether or not chemically defined",20,12,0,31,34,0,41,36,41,34,,14184,8533,10306,9166,10559,10793,10979,7790,7642,7885,,87549,81338,85194,60594,55476,38884,27095,22564,25529,33148
490110,"Printed books, brochures and similar printed matter, in single sheets, whether or not folded ...",3,2,28,14,15,7,28,54,36,34,,191539,212670,168127,187690,187054,172963,232727,238212,157659,215787,,7513,7550,7416,7168,7459,8605,9267,8309,10040,9561
284390,"Inorganic or organic compounds of precious metals, whether or not chemically defined (excluding ...",82,361,161,38,78,12,0,5,11,34,,1407,1014,314,2291,1258,30874,70523,47020,21982,5301,,25578,32912,31229,20384,18674,28999,33301,48445,102136,157520
540792,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",21,21,73,60,107,75,94,40,38,34,,28176,32970,25410,32067,51119,44600,38594,39421,35143,40935,,3066,2198,2044,1759,2016,1851,1690,1355,1272,891
741110,Tubes and pipes of refined copper,0,0,0,0,3,0,0,0,0,34,,3515,6573,7849,7089,11580,11810,18874,18603,20424,33949,,174228,166169,179074,147713,133648,153380,157958,117916,121961,201951
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically ...",16,56,0,0,0,2,128,10,122,34,,15470,18480,18921,18958,23874,26523,31462,31784,27847,35332,,102526,85797,76882,79118,92875,101319,102822,102620,120219,131657
293623,"Vitamin B2 and its derivatives, used primarily as vitamins",16,5,11,13,8,10,18,7,24,33,,4440,5058,4515,6102,8112,6511,7821,7667,9156,11010,,1389,1563,1784,1813,2374,2098,2427,2031,1945,2200
290399,"Halogenated derivatives of aromatic hydrocarbons (excluding chlorobenzene, o-dichlorobenzene, ...""",0,25,35,76,22,120,65,2,125,33,,0,17948,20400,23006,28501,32326,40627,56308,60708,88347,,0,519,26912,40369,36887,34062,44046,51705,64107,61311
40590,"Fats and oils derived from milk, and dehydrated butter and ghee (excluding natural butter, ...",8,7,6,12,7,26,14,32,40,33,,30175,30109,33851,35388,38083,53004,83789,81149,81228,87790,,22792,21307,30661,23937,22442,34426,35793,31513,22701,29753
731511,Roller chain of iron or steel,0,13,0,1,0,0,0,0,1,33,,5701,7722,14823,16492,15851,15151,21746,24445,21274,32626,,26246,24658,28954,27354,21750,21673,24076,25499,28715,36551
120799,"Oil seeds and oleaginous fruits, whether or not broken (excluding edible nuts, olives, soya ...",180,964,44,8,9,8,7,9,12,33,,23847,27680,22746,30122,19668,17367,15338,16105,25294,16194,,4800,9581,16724,11651,10617,14699,21958,21714,22061,22448
890690,"Vessels, incl. lifeboats (excluding warships, rowing boats and other vessels of heading 8901 ...",0,839,65,69,54,0,87,107,977,33,,227140,514064,66043,504295,143466,306553,416731,333600,147410,175491,,472654,343568,351321,210916,167655,166453,225457,284133,268592,326754
870894,"Steering wheels, steering columns and steering boxes, and parts thereof, for tractors, motor ...",25,10,21,46,70,65,99,86,42,33,,25223,30258,31801,38031,74237,163088,176995,197205,149352,227299,,103881,102651,92980,84417,76710,80918,79170,77403,76247,84551
391910,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, in ...",4,0,3,0,24,23,16,23,21,33,,17898,24611,29153,23548,26341,28651,29950,36325,28409,59859,,33557,22931,28629,23991,26657,29124,34492,33575,42799,48454
200599,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar, non-frozen ...""",0,0,0,0,1,1,3,7,40,33,,20799,25589,24869,23753,29089,32276,38651,40942,53610,46912,,7518,8341,11021,10907,12958,14862,15754,15108,16070,18028
681591,"Articles of stone or other mineral substances, n.e.s. containing magnesite, magnesia in the ...",0,0,0,0,0,0,0,308,387,33,,689,100,247,86,64,216,1011,1022,180,1785,,0,5,9,3,0,694,4200,9503,15744,20344
230250,"Bran, sharps and other residues of leguminous plants, whether or not in the form of pellets, ...",0,0,212,118,0,37,0,25,15,32,,146,95,409,1201,306,419,396,1614,27582,52285,,60,70,365,366,200,418,498,324,359,427
520420,"Cotton sewing thread, put up for retail sale",149,64,204,129,92,73,38,36,27,32,,5722,8413,8149,9579,8133,11431,10315,8932,10562,14714,,236,141,290,212,148,156,125,90,66,98
843139,"Parts of machinery of heading 8428, n.e.s.",2,0,3,149,241,25,37,71,42,32,,47594,78120,61996,72426,107700,58058,82821,105630,91162,116533,,106733,54171,46521,123309,132601,174672,101509,213826,264954,297244
90422,"Fruits of the genus Capsicum or of the genus Pimenta, crushed or ground",0,0,12,29,29,11,10,27,19,32,,0,190108,210047,182134,158569,153711,144515,155173,200060,232961,,0,285,3274,3617,4214,4616,5400,5080,6211,7404
531010,"Woven fabrics of jute or of other textile bast fibres of heading 5303, unbleached",19,18,21,53,32,24,24,23,51,32,,92912,90265,80427,83374,99477,92998,77766,72339,64183,106932,,19,37,28,53,61,66,24,42,51,81
90831,"Cardamoms, neither crushed nor ground",0,0,31,28,26,29,17,6,50,32,,0,32142,58007,70389,65149,94959,71805,55332,114637,193499,,0,46,406,696,466,652,511,641,995,1195
620332,"Men's or boys' jackets and blazers of cotton (excluding knitted or crocheted, and wind-jackets ...",33,18,27,32,9,8,11,9,8,32,,54873,51508,50494,40385,30501,32529,32477,39304,40183,56463,,4025,3505,2806,2614,2482,1905,1903,1768,1750,1983
681490,"Worked mica and articles of mica (excluding electrical insulators, insulating fittings, resistors ...",117,58,131,88,58,51,52,82,40,32,,4416,4753,4186,4223,3981,4444,5259,4961,4314,11862,,1831,1759,1056,571,442,465,763,514,369,1060
970110,"Paintings, e.g. oil paintings, watercolours and pastels, and drawings executed entirely by ...",5,6,117,22,30,16,345,70,7,32,,40782,68175,111036,90558,186379,62597,68326,70408,42655,56426,,15039,32353,25461,39616,30551,19203,50584,60918,36867,66022
700992,"Glass mirrors, framed (excluding rear-view mirrors for vehicles, optical mirrors, optically ...",15,49,50,34,56,33,21,38,23,31,,6727,11742,12400,16035,20266,24780,26339,32228,38184,70525,,1678,2080,2582,1833,2136,3074,3566,3936,3750,3466
870840,"Gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",72,67,58,17,10,209,28,53,24,31,,201847,329174,331215,355368,272139,317352,394036,416016,353087,524169,,477287,436555,496921,432332,390084,387112,349030,353747,365892,427279
830610,"Bells, gongs and the like, non-electric, of base metal (excluding musical instruments)",7,3,1,6,1,10,1,16,10,31,,4134,4304,1988,3251,4830,5699,5241,5544,6082,9848,,1902,434,423,1934,480,442,549,513,591,603
640610,Uppers and parts thereof (excluding stiffeners and general parts made of asbestos),0,67,0,0,0,14,33,30,22,31,,242134,333515,369347,292214,283382,317882,326149,270501,203847,236068,,7608,5670,4768,5894,4950,4047,6504,6558,5498,8446
283650,Calcium carbonate,4,5,12,76,17,65,51,55,18,31,,13665,16768,18294,15577,14410,15148,16640,18377,17942,25107,,2813,3175,3377,3333,4003,4630,5211,5065,3925,4528
400942,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",1,7,15,22,22,16,51,42,28,31,,770,1574,2917,3167,2027,6987,8475,12274,8357,10061,,15707,13604,14705,12382,13573,11354,10668,10016,9906,11413
730650,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of alloy steel other than ...",0,0,0,0,0,54,82,57,48,30,,140,76,567,5650,32031,22873,503,5814,182,5118,,7635,3431,3201,3262,1958,2587,3086,5424,3774,5517
854590,"Articles of graphite or other carbon, for electrical purposes (excluding electrodes and carbon ...",12,0,12,13,1,25,7,31,0,30,,11308,4902,4929,6446,5875,5661,5422,6089,5526,6102,,20487,14807,12684,10289,5965,5156,6340,5225,5308,6430
940190,"Parts of seats, n.e.s.",4,1,13,20,12,21,52,26,16,30,,23806,43142,45345,40256,44044,55797,63769,69910,61761,90495,,87510,80471,87250,80426,75193,82920,77289,78226,96420,107376
630190,"Blankets and travelling rugs of textile materials (excluding of wool or fine animal hair, cotton ...",2,3,1,1,3,3,1,9,6,30,,53152,59925,68361,59895,60621,78165,63770,60764,61684,67771,,766,1173,981,1455,1303,935,1170,1859,514,501
284150,Chromates and dichromates; peroxochromates (excluding sodium dichromate and  inorganic or organic ...,0,1,0,0,3,0,45,36,1,30,,2787,1773,923,1086,1251,1518,1479,683,570,1483,,2867,3206,3164,3301,3887,4564,3187,3447,3599,5235
830241,Base metal mountings and fittings suitable for buildings (excluding locks with keys and hinges),8,5,5,3,3,20,31,17,2,30,,90852,93629,106799,119344,123140,133079,130527,131091,135719,226412,,16146,15987,17801,17884,16965,17495,21293,26165,24494,37023
90811,"Nutmeg, neither crushed nor ground",0,43,25,173,69,22,92,109,35,30,,0,30731,24920,25205,29649,22774,15743,9863,16202,17950,,0,44,163,235,165,192,194,301,239,413
284180,"Tungstates """"wolframates""""""""",0,0,1,4,2,0,1,0,23,30,,663,746,942,1000,368,1685,11679,5365,1860,4917,,247,186,108,179,348,407,354,761,346,183
251320,"Emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated",319,282,369,299,263,240,139,45,19,30,,97605,110967,103994,93406,87457,34127,49866,41785,24359,22724,,2241,1650,1895,2392,1809,1847,2504,1888,2301,1829
293139,"Separate chemically defined organo-phosphorous derivatives, n.e.s.",0,0,0,0,0,393,224,185,174,30,,0,0,0,0,0,2215,3533,2798,3280,3945,,0,0,0,0,0,10227,19823,22329,15189,20370
853540,"Lightning arresters, voltage limiters and surge suppressors, for a voltage > 1.000 V",20,19,10,27,0,26,1,0,11,30,,17761,14096,12269,11785,12418,13205,10595,11515,12039,13171,,9022,6588,6765,5918,6029,5762,6790,13094,30563,11699
841950,"Heat-exchange units (excluding instantaneous heaters, storage water heaters, boilers and equipment ...",323,51,19,492,9,116,50,111,577,29,,87772,190815,144869,137601,189900,191395,170631,189804,159730,295572,,51639,65228,76212,91109,86297,76351,118017,121027,137508,150353
500790,"Woven fabrics containing predominantly, but < 85% silk or silk waste by weight",60,48,62,14,59,30,5,44,9,29,,19156,13408,10712,18807,20326,16825,14302,18435,13110,13245,,1653,1148,1165,1077,792,875,671,849,550,552
401290,"Solid or cushion tyres, interchangeable tyre treads and tyre flaps, of rubber",0,0,0,0,0,0,0,1,3,29,,31505,39103,36809,33618,36932,41750,41230,44855,39241,59719,,4058,5055,5596,4531,3181,4028,3398,3442,2888,2730
350691,Adhesives based on polymers of heading 3901 to 3913 or on rubber (excluding products suitable ...,24,5,0,4,4,2,0,0,1,29,,39284,51530,41217,38519,39571,33553,44584,45988,41692,55290,,207885,175078,173809,141154,149287,154825,186516,194200,217036,228725
681510,"Articles of graphite or other carbon, incl. carbon fibres, for non-electrical purposes",0,5,1,4,2,74,37,63,25,29,,3890,5613,7319,6020,4781,4044,4118,4045,3635,7169,,34814,35334,47187,47604,48708,56468,69541,65627,68417,113885
291734,"Esters of orthophthalic acid (excluding dioctyl, dinonyl or didecyl orthophthalates)",2,9,14,0,4,9,12,23,29,29,,8482,8812,8321,8327,8308,13023,15237,12585,11346,26712,,262,267,378,227,272,306,489,1150,1692,20193
950510,"Christmas articles (excluding candles and electric lighting sets, natural Christmas trees and ...",4,1,4,13,25,32,13,18,16,29,,21787,29961,36189,40350,40417,49018,66572,73558,63015,97148,,2719,2948,3652,3605,3090,2934,3196,2950,2192,2981
381220,"Compound plasticisers for rubber or plastics, n.e.s.",7,27,17,10,13,45,12,6,7,29,,9885,6993,4901,3992,5313,8348,11152,16872,20944,27744,,11927,11358,14186,11835,11273,13909,13451,12340,13638,16637
620439,"Women's or girls' jackets and blazers of textile materials (excluding of wool, fine animal ...",22,22,30,12,10,5,8,20,4,29,,13511,15742,19147,18886,30893,19864,16074,17552,15657,18306,,4158,2889,2740,1789,2310,1706,1775,2462,2976,3669
690919,"Ceramic wares for chemical or other technical uses (excluding of porcelain or china, articles ...",34,43,6,41,22,73,11,9,9,29,,993,568,2548,294,317,385,810,525,1433,1246,,67941,63385,76602,72532,88262,121631,150827,132881,158878,188154
570210,"Kelem, Schumacks, Karamanie and similar hand-woven rugs, whether or not made up",54,11,18,19,39,29,39,29,42,29,,26244,31153,33612,37279,33280,37232,38166,32250,38642,44060,,58,30,41,47,61,39,94,54,62,33
846040,"Honing or lapping machines, for working metals, metal carbides or cermets (excluding gear cutting, ...",0,0,0,0,0,0,0,0,0,28,,1271,1819,913,3319,2273,2519,2136,2857,1664,1377,,18988,17428,10084,8916,8602,8258,8487,14263,5663,8244
370500,"Photographic plates and film, exposed and developed (excl. products made of paper, paperboard ...",0,0,0,0,0,0,0,10,17,28,,0,0,0,0,0,6,8,15,9,6,,0,0,0,0,85,297648,323415,301941,282233,314437
310210,"Urea, whether or not in aqueous solution (excluding that in pellet or similar forms, or in ...",0,0,36,1,0,0,3,144,0,28,,20323,3064,545,78,299,18307,28857,23374,27731,13815,,90049,70690,65729,48905,41648,47031,52080,50694,48943,71413
283720,Complex cyanides (excluding inorganic or organic compounds of mercury),2,5,4,7,9,7,6,97,25,28,,468,715,631,556,960,478,979,818,552,1138,,424,305,240,232,214,210,361,561,432,527
100810,Buckwheat,0,0,0,21,0,0,0,0,0,28,,255,2664,2997,1694,854,622,388,1957,1380,420,,161,254,231,225,246,246,281,344,294,366
847329,"Parts and accessories of non-electronic calculators for accounting machines, cash registers ...",0,89,11,10,2,0,0,3,0,28,,4248,1640,1352,1431,5038,1419,1697,3890,1788,3160,,16149,10679,14474,11970,14768,18747,18980,19004,25208,33957
