Product code,Product label,"Taipei, Chinese's imports from Saudi Arabia-Value in 2012","Taipei, Chinese's imports from Saudi Arabia-Value in 2013","Taipei, Chinese's imports from Saudi Arabia-Value in 2014","Taipei, Chinese's imports from Saudi Arabia-Value in 2015","Taipei, Chinese's imports from Saudi Arabia-Value in 2016","Taipei, Chinese's imports from Saudi Arabia-Value in 2017","Taipei, Chinese's imports from Saudi Arabia-Value in 2018","Taipei, Chinese's imports from Saudi Arabia-Value in 2019","Taipei, Chinese's imports from Saudi Arabia-Value in 2020","Taipei, Chinese's imports from Saudi Arabia-Value in 2021",Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
381512,"Supported catalysts with precious metal or a precious-metal compound as the active substance, ...",0,0,0,0,0,0,0,0,0,0,,22770,1376,24911,51488,60387,36741,4666,6050,3826,354,,274167,326945,301201,171115,220489,261670,285873,273659,419898,366470
381600,"Refractory cements, mortars, concretes and similar compositions, incl. dolomite ramming mix ...",0,0,0,0,0,0,0,0,0,0,,198,255,708,1231,4434,4793,6788,6505,7119,4327,,23847,25732,24404,24444,25450,29144,31050,29657,26082,28207
382312,"Oleic acid, industrial",0,0,0,0,0,0,0,0,0,0,,0,0,0,20,1,0,0,0,0,0,,9628,9584,8906,8589,8403,10023,10589,7330,8583,17406
382483,"Mixtures and preparations containing tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,49,11,0,0,0,,0,2,0,8,9,11,1,0,19,0
382484,"Mixtures and preparations containing aldrin """"ISO"""", camphechlor """"ISO"""" """"toxaphene"""", chlordane ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,11,0
848299,"Parts of ball or roller bearings (excluding balls, needles and rollers), n.e.s.",0,0,0,0,0,0,0,0,0,0,,79,1573,2215,928,1347,612,169,3153,3536,4153,,32022,31357,33021,30883,29038,33419,37188,29931,31596,43258
848320,"Bearing housings, incorporating ball or roller bearings, for machinery",0,0,0,0,0,0,0,0,0,0,,0,0,73,23,110,51,33,0,0,0,,14394,12918,11933,10813,10490,11557,12383,12244,11038,12210
848330,"Bearing housings for machinery, not incorporating ball or roller bearings; plain shaft bearings ...",0,0,0,0,0,0,0,1,1,0,,506,28,102,414,411,1334,791,0,7,0,,39548,33562,36038,33286,30451,35505,44272,40981,43392,54137
848350,"Flywheels and pulleys, incl. pulley blocks",0,0,0,0,0,0,0,0,0,0,,90,0,102,60,453,343,530,0,0,597,,24711,23044,25999,24865,22460,25570,30159,28926,28268,30300
848420,Mechanical seals,0,0,0,0,0,0,0,0,0,0,,1667,1223,452,605,1103,2284,1797,4479,2461,546,,21830,18411,17598,16220,20123,23425,22323,22229,20609,22410
850132,DC motors and DC generators of an output > 750 W but <= 75 kW (excl. photovoltaic generators),0,0,0,0,0,0,0,0,0,0,,1917,716,202,614,275,754,791,392,2471,3292,,8837,9847,10363,9286,13878,14477,14567,10794,11872,15647
850153,"AC motors, multi-phase, of an output > 75 kW",0,0,0,0,0,0,0,0,0,0,,167,82,1013,1330,3285,1451,2735,20,0,5747,,36812,28576,43348,32023,24782,20325,21079,15803,14466,23332
850212,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",0,0,0,0,0,0,0,0,0,0,,2591,2744,1738,2082,4713,2287,6038,4231,5339,6,,6973,5310,4124,2240,19240,8194,2275,2131,2829,3268
850240,Electric rotary converters,0,0,0,0,0,0,0,0,0,0,,40,420,246,419,79,27,185,0,319,25,,21,36,187,4,74,40,23,32,74,39
850421,"Liquid dielectric transformers, having a power handling capacity <= 650 kVA",0,0,0,0,0,0,0,0,0,0,,16359,7545,157,2963,1237,4561,5849,5621,8773,8224,,21,96,216,6348,88,260,829,803,5419,9506
850520,"Electromagnetic couplings, clutches and brakes",0,0,0,0,0,0,0,0,0,0,,61,0,0,0,1,9,217,0,0,0,,12400,8693,10080,8996,7369,9387,11763,11071,8994,11382
850760,Lithium-ion accumulators (excluding spent),0,0,0,0,0,0,0,0,0,0,,0,245,135,182,248,151,364,252,580,6,,0,138,41300,92374,128540,196465,305151,463055,468368,649412
851220,Electrical lighting or visual signalling equipment for motor vehicles (excluding lamps of heading ...,13,68,0,21,0,0,0,3,0,0,,485,155,316,367,349,913,181,0,0,0,,56942,52630,58996,58185,63594,80991,91310,110293,119927,139252
851621,"Electric storage heating radiators, for space-heating",0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,218,5,0,24,0,,4294,1741,1344,270,2,0,146,1,41,6
851633,Electric hand-drying apparatus,0,0,0,0,0,0,0,0,0,0,,0,0,0,13,102,11,0,0,0,0,,822,855,941,887,534,636,667,687,735,965
851640,Electric smoothing irons,0,0,0,0,0,0,0,0,0,0,,163,351,54,193,273,128,135,0,0,0,,2485,2628,2356,2742,3016,2945,4141,6068,5696,6351
851718,Telephone sets (excluding line telephone sets with cordless handsets and telephones for cellular ...,0,0,0,0,0,0,0,0,0,0,,20998,11723,5505,5792,9679,9189,6050,0,0,17,,53895,45754,44471,43262,37204,38663,38751,40049,31480,32563
851769,"Apparatus for the transmission or reception of voice, images or other data, incl. apparatus ...",0,0,0,0,0,0,0,0,0,0,,5322,555,2426,696,2493,467,441,5,0,4,,310709,289647,408687,268881,310784,360894,351279,218076,501573,490665
851920,"Sound recording or sound reproducing apparatus, operated by coins, banknotes, bank cards, tokens ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,11,12,15,5,17,2,0,4,2,0
852110,"Magnetic tape-type video recording or reproducing apparatus, whether or not incorporating a ...",0,0,0,0,0,0,0,0,0,0,,30,0,68,1,3039,2,136,0,0,0,,1932,1008,220,380,8,78,19,12,2,34
852321,Cards incorporating a magnetic stripe for the recording of sound or of other phenomena,0,0,0,0,0,0,0,0,0,0,,1826,1168,1857,4274,2214,1152,791,430,40,34,,1851,1652,1497,1770,2273,1562,1618,1209,517,773
852351,"Solid-state, non-volatile data storage devices for recording data from an external source [flash ...",88,1,0,0,0,0,0,0,0,0,,0,0,303,497,226,17,62,0,0,0,,1332500,1343417,886475,630992,748402,977151,1085863,1176452,1711229,2006601
852380,"Media for the recording of sound or of other phenomena, whether or not recorded, incl. matrices ...",0,0,0,0,0,0,0,0,0,0,,253,0,0,0,0,0,0,0,0,0,,18531,14476,14274,13411,23912,18768,31086,40888,54282,43060
852872,"Reception apparatus for television, colour, whether or not incorporating radio-broadcast receivers ...",0,0,0,0,0,0,0,0,0,0,,1946,367,405,2137,1450,726,3600,40,0,1,,183477,108792,88351,91572,70019,72128,75302,61091,84844,73630
853290,"Parts of electrical """"pre-set"""" capacitors, fixed, variable or adjustable, n.e.s.""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,45,22,0,0,3,0,0,,29941,28542,26132,21873,18298,11641,13556,10461,10635,13171
853331,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,37,1,2,17,0,0,0,,1120,628,591,659,491,672,929,808,707,1568
853521,"Automatic circuit breakers for a voltage > 1.000 V but < 72,5 kV",0,0,0,0,0,0,0,0,0,0,,0,0,54,792,282,444,734,0,153,180,,16984,16297,23278,15158,16008,14585,16338,16909,16003,23332
853630,Apparatus for protecting electrical circuits for a voltage <= 1.000 V (excluding fuses and ...,0,0,0,0,0,0,0,0,0,0,,589,157,145,282,812,41,255,4,595,553,,16315,17905,22758,21876,27801,31348,30397,27598,36220,47031
853649,Relays for a voltage > 60 V but <= 1.000 V,0,0,0,0,0,0,0,0,0,0,,1986,1733,18953,2573,6099,1063,1575,47,73,422,,46582,53575,64743,48311,59159,74824,81400,77023,83534,109535
854020,Television camera tubes; image converters and intensifiers; other photo cathode tubes (excluding ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,20,1,0,0,0,0,0,,552,263,309,396,581,703,1192,1280,1082,912
854040,"Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,39,0,0,0,0,,48,134,63,165,223,142,103,192,225,161
854079,"Microwave tubes, e.g. travelling wave tubes and carcinotrons (excluding magnetrons and grid-controlled ...",0,0,0,0,0,0,0,0,0,0,,99,0,1955,3,7,85,212,0,0,0,,2304,1535,1072,2047,1677,2073,1551,1111,818,2178
854091,"Parts of cathode ray tubes, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,311,113,109,108,77,141,343,2141,1753,3254
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",0,17,0,0,0,0,0,0,0,0,,222,1808,1584,1972,3029,1066,6547,0,0,0,,195703,160797,138345,143285,143124,157904,168997,174720,329286,351094
854720,"Insulating fittings for electrical purposes, of plastics",0,0,0,0,0,0,0,0,0,0,,2738,4277,2336,2167,1871,319,241,27,127,92,,16949,14350,15227,13303,15613,22439,21069,19914,23010,35948
854890,"Electrical parts of machinery or apparatus, not specified or included elsewhere in chapter ...",0,0,0,0,0,0,0,0,0,0,,419,0,0,13,6542,89,297,425,0,0,,29146,28419,57737,28485,47212,43181,56729,76553,93792,139861
860210,Diesel-electric locomotives,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1812,467,0,0,0,0,,9976,0,0,0,0,1938,2045,0,0,0
860390,"Self-propelled railway or tramway coaches, vans and trucks (excluding those powered from an ...",0,0,0,0,0,0,0,0,0,0,,0,50,1395,365,13,100,9,26,0,0,,38665,232864,0,0,8,0,63,0,0,141
860699,Railway or tramway goods vans and wagons (excluding those specially designed for the transport ...,0,0,0,0,0,0,0,0,0,0,,0,67,2848,443,575,38,1986,0,0,27,,4019,0,1851,159,5,18,41,2,337,364
860711,Driving bogies and bissel-bogies for railway or tramway locomotives or rolling stock,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,0,0,0,0,,933,578,2807,357,3058,1252,168,536,193,2219
860712,Bogies and driving bissel-bogies for railway or tramway locomotives or rolling stock (excluding ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,30,0,0,0,,582,2555,5086,2258,15622,4801,1739,1163,1378,8386
870194,"Tractors, of an engine power > 75 kW but <= 130 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,17110,20835,17839,53120,14566
870195,"Tractors, of an engine power > 130 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,9307,11405,11428,20616,6552
870321,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",0,0,0,0,0,0,0,0,0,0,,174113,203752,213504,348356,282398,485138,444141,0,0,0,,8974,10624,10316,12610,20961,51333,111107,84398,117616,82462
870333,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",0,0,0,0,0,0,0,0,0,0,,0,0,648,0,31,0,27,0,0,0,,135173,163830,214347,237127,199458,161416,119674,70697,70929,97888
870380,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,57393,35539,179638,322686,380001
870432,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",0,0,0,0,0,0,0,0,0,0,,13456,22332,2816,11759,4115,14056,6712,165,59,0,,0,0,0,0,0,0,0,21,0,0
870490,"Motor vehicles for the transport of goods, with engines other than internal combustion piston ...",0,0,0,0,0,0,0,0,0,0,,875,1584,2553,2219,77,8443,2142,247,0,0,,65,344,51,141,78,74,241,5,55,40
870510,Crane lorries (excluding breakdown lorries),0,0,0,0,0,0,0,0,0,0,,1502,4967,2367,1478,3537,2908,430,0,0,0,,49882,24380,33324,25934,31486,25436,22603,26604,43775,61335
870600,"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ...",0,0,0,0,0,0,0,0,0,0,,0,146,138,0,1,0,198,0,0,0,,19284,26585,35416,41222,38203,50171,54065,101913,38795,81718
870790,"Bodies for tractors, motor vehicles for the transport of ten or more persons, motor vehicles ...",0,0,0,0,0,0,0,0,0,0,,3833,4798,8326,10185,6317,4318,2837,1957,1426,1705,,56249,71718,84525,74166,69768,69711,95778,102838,91930,124875
870830,"Brakes and servo-brakes and their parts, for tractors, motor vehicles for the transport of ...",0,0,0,0,0,0,0,0,0,0,,342,94,61,199,461,204,565,201,43,0,,177381,157530,157818,144758,132331,140554,140294,140297,145979,160528
871110,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with reciprocating internal ...",0,0,0,0,0,0,0,0,0,0,,1653,1565,222,1003,149,109,47,0,0,0,,168,158,247,170,253,230,127,85,200,715
871140,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,0,0,0,0,0,0,0,0,0,,57,88,38,20,126,57,11411,0,0,0,,16318,20717,26254,35922,31561,32475,18789,19810,30583,35831
880400,"Parachutes, incl. dirigible parachutes and paragliders, and rotochutes; parts thereof and accessories ...",0,0,0,0,0,0,0,0,0,0,,0,152,120,125,5,29,5,0,0,0,,101,370,235,159,644,621,887,198,237,1620
880521,Air combat simulators and parts thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,15359,123,0,0,0,0,,0,0,0,179,0,0,50,2,0,0
890120,Tankers,0,0,0,0,0,0,0,0,0,0,,0,0,0,16614,13900,7000,9000,0,0,0,,0,0,0,0,2400,11247,25817,0,15552,98795
890130,Refrigerated vessels (excluding tankers),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
890392,"Motor boats and motor yachts, for pleasure or sports (other than outboard motor boats)",0,0,0,0,0,0,0,0,0,0,,1646,0,3125,2258,1329,1002,138,0,0,0,,237,1447,991,721,1350,441,1671,1088,97,2104
900580,"Monoculars, astronomical and other optical telescopes and other astronomical instruments (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,,645,782,1392,780,879,1016,740,957,1226,1881
900669,Photographic flashlights and flashlight apparatus (excluding with electronic discharge lamps),0,0,0,0,0,0,0,0,0,0,,0,0,84,39,19,12,91,0,0,0,,751,1763,1297,1349,1595,1738,1602,1536,1850,1577
900691,"Parts and accessories for photographic cameras, n.e.s.",0,0,0,0,0,0,0,0,0,0,,166,49,122,56,110,2656,1502,0,0,0,,8760,13199,9433,9272,7781,4748,4062,2820,2520,1915
900711,Cinematographic cameras for film of < 16 mm width or for double-8 mm film,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
900720,Cinematographic projectors,0,0,0,0,0,0,0,0,0,0,,0,0,49,401,37,104,518,16,0,0,,3562,2268,1597,1357,2205,664,2165,335,365,1410
900792,"Parts and accessories for cinematographic projectors, n.e.s.",0,0,0,0,0,0,0,0,0,0,,38,58,160,739,462,662,1469,8,0,0,,713,554,139,558,1039,688,553,130,225,146
900820,"Microfilm, microfiche or other microform readers, whether or not capable of producing copies",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
900850,"Image projectors, and photographic enlargers and reducers (excluding cinematographic and parts)",0,0,0,0,0,0,0,0,0,0,,42,0,0,17,178,110,223,0,0,1,,0,154,153,208,191,202,187,256,706,3092
901120,"Optical microscopes, for photomicrography, cinephotomicrography or microprojection (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,14,0,0,0,0,0,0,,2394,969,1028,2953,1408,2778,3916,3467,3847,5084
901540,Photogrammetrical surveying instruments and appliances,0,0,0,0,0,0,0,0,0,0,,152,519,0,185,413,3847,297,0,0,0,,322,333,1038,330,441,415,436,173,206,5637
901814,Scintigraphic apparatus,0,0,0,0,0,0,0,0,0,0,,251,0,0,3,0,20,61,0,0,0,,947,618,269,564,1333,174,1190,341,854,652
901819,"Electro-diagnostic apparatus, incl. apparatus for functional exploratory examination or for ...",0,0,0,0,0,0,0,0,0,0,,3332,4081,3662,4015,5729,2549,1115,0,56,0,,17687,23291,27419,28032,24615,28204,34941,39012,41255,43329
901820,"Ultraviolet or infra-red ray apparatus used in medical, surgical, dental or veterinary sciences",0,0,0,0,0,0,0,0,0,0,,0,0,150,339,409,307,8,0,0,0,,1084,1179,2437,4820,4362,3466,905,927,1179,954
901832,"Tubular metal needles and needles for sutures, used in medical, surgical, dental or veterinary ...",0,0,0,0,0,0,0,0,0,0,,0,0,32,0,71,25,10,0,0,0,,15362,16929,18446,20022,22237,24393,26455,25600,29678,29036
902121,Artificial teeth,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,,1548,1344,1395,1217,1563,1829,2550,3122,2243,3136
902190,"Articles and appliances, which are worn or carried, or implanted in the body, to compensate ...",0,0,0,0,0,0,0,0,0,0,,0,28,257,253,493,1038,264,0,0,0,,52259,61387,62464,79304,68828,69186,82561,92818,99683,100793
902720,Chromatographs and electrophoresis instruments,0,0,0,0,0,0,0,0,0,0,,85,72,111,2177,212,358,107,0,0,0,,31892,32382,31953,35350,36418,31367,35030,29690,25880,34607
902730,"Spectrometers, spectrophotometers and spectrographs using optical radiations, such as UV, visible, ...",0,0,0,0,0,0,0,0,0,0,,166,96,30,856,211,489,327,0,0,0,,47405,49861,44431,37947,40765,46812,49828,43746,50089,60453
902750,"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...",0,0,0,0,0,0,0,0,0,0,,376,199,1438,531,1099,108,477,0,0,0,,56951,47844,60526,50842,52311,65655,99112,135876,177549,229188
902910,"Revolution counters, production counters, taximeters, milometers, pedometers and the like (excluding ...",0,0,0,0,0,0,0,0,0,0,,71,0,100,44,31,149,387,0,0,0,,3193,3006,2698,2784,3476,3347,2833,2502,2795,3331
903032,Multimeters with recording device,0,0,0,0,0,0,0,0,0,0,,69,79,51,84,137,257,159,0,0,0,,6505,4427,7021,9544,8492,10142,13635,10614,10235,12617
903149,"Optical instruments, appliances and machines for measuring or checking, not elsewhere specified ...",0,0,0,0,0,0,0,0,0,0,,70,286,86,322,142,240,273,192,0,0,,307231,307016,342303,395071,503199,380935,445694,608809,642266,1042846
903190,"Parts and accessories for instruments, appliances and machines for measuring and checking, ...",0,0,0,0,0,0,0,0,0,0,,251,210,1201,2225,1819,1598,1475,0,0,24,,283774,373837,392409,312752,319181,435343,425133,388072,552145,662685
903210,Thermostats,0,0,0,0,0,0,0,0,0,0,,0,0,0,108,185,263,80,0,0,30,,17244,19118,21090,29791,31475,24536,24913,23240,25920,29154
903220,"Manostats (excluding taps, cocks and valves of heading 8481)",0,0,0,0,0,0,0,0,0,0,,0,0,0,125,57,73,4,284,110,1,,613,763,680,1035,1235,1297,1542,1402,2937,3034
910199,"Pocket-watches and the like, incl. stop-watches, of precious metal or of metal clad with precious ...",0,0,0,0,0,0,0,0,0,0,,714,30,0,86,80,242,61,0,0,0,,174,72,247,85,242,383,375,252,192,2852
910221,"Wrist-watches, whether or not incorporating a stop-watch facility, with automatic winding (excluding ...",0,0,0,0,0,0,0,0,0,0,,291,294,1004,3099,188,2361,15871,0,0,0,,175335,179681,192859,179628,186991,157414,160979,158701,146330,164237
910291,"Pocket-watches and the like, incl. stop-watches, electrically operated (excluding of precious ...",0,0,0,0,0,0,0,0,0,0,,0,66,44,0,18,0,0,0,0,0,,135,186,150,160,198,268,162,185,162,142
910310,"Clocks with watch movements, electrically operated (excluding wrist-watches, pocket-watches ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,19,28,0,0,0,0,0,,20,30,157,148,146,130,29,48,29,16
910519,Alarm clocks (excluding electrically operated),0,0,0,0,0,0,0,0,0,0,,0,0,0,10,63,13,11,0,0,0,,928,793,744,774,642,856,667,758,625,635
910700,Time switches with clock or watch movement or with synchronous motor,0,0,0,0,0,0,0,0,0,0,,0,0,0,31,9,6,0,0,0,0,,7384,6827,7034,6137,6605,6642,6503,5259,6112,6525
910919,"Clock movements, complete and assembled, electrically operated (excluding alarm clocks and ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,464,344,3,0,0,0,0,0,0,0
910990,"Clock movements, complete and assembled (excluding electrically operated and watch movements)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,,320,312,318,245,315,231,302,209,141,269
911180,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of materials ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,2,0,0,0,0,,437,429,2460,505,1174,1722,790,954,472,875
911420,Jewels for clocks or watches (excluding gems for clock and watch cases),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,92,45,0,0,0,0,0,0,0,0
920210,Violins and other string instruments,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,16,0,0,0,,1450,1692,1390,1393,1286,1071,1202,1467,1600,1282
920600,"Percussion musical instruments, e.g. drums, xylophones, cymbals, castanets, maracas",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,4,78,0,0,0,,3676,3799,4061,3363,3128,3204,3420,3398,3050,3449
920992,"Parts and accessories for string musical instruments without keyboards, n.e.s. (excluding strings ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,0,0,,1257,1109,1039,963,1044,899,812,1082,1283,1201
930310,"Muzzle-loading firearms, neither designed nor suitable for projecting cartridges",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,28,1,2,0,0,0,11,515,22,12
930510,"Parts and accessories for revolvers or pistols, n.e.s.",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,23,7,7,8,45,90,91,443,32,25
930700,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,810,669,619,326,728,467,422,581,626,993
940169,"Seats, with wooden frames (excluding upholstered)",0,0,0,0,0,0,0,0,0,0,,7892,4343,4732,5632,1730,1028,608,379,654,247,,27999,34543,41209,40383,32482,33252,32539,32595,29307,33328
940190,"Parts of seats, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,30,215,258,43,28,61,7,66,499,,87510,80471,87250,80426,75193,82920,77289,78226,96420,107376
940360,"Wooden furniture (excluding for offices, kitchens and bedrooms, and seats)",0,0,0,0,0,0,0,0,0,0,,1111,2352,3604,5927,1769,1583,2558,642,409,64,,106094,109789,120363,119155,111166,109092,111380,114953,110440,118515
940390,"Parts of furniture, n.e.s. (excluding of seats and medical, surgical, dental or veterinary ...",0,0,1,0,0,0,0,0,0,0,,774,537,358,1518,872,793,2574,557,722,4,,33244,36321,29534,29492,31853,36786,40013,75086,87011,99382
940520,"Electric table, desk, bedside or floor-standing lamps",0,0,0,0,0,0,0,0,0,0,,1177,1975,1679,1121,1007,1228,918,199,19,145,,8616,8997,9224,8961,8956,11997,13037,14767,15112,18326
940550,"Non-electrical lamps and lighting fittings, n.e.s.",0,0,0,0,0,0,0,0,0,0,,31,617,814,232,85,264,32,0,0,410,,867,1671,1086,1260,1059,1330,1049,860,902,1169
940599,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1116,1091,1263,1472,215,89,846,0,0,1,,22348,23517,26431,26677,25018,23690,28861,27162,32754,34398
950450,Video game consoles and machines (excluding operated by any means of payment),0,0,0,0,0,0,0,0,0,0,,814,23143,16544,6320,6662,5317,1183,0,0,15,,0,3432,56869,50425,57649,85281,187333,154734,308603,242945
950629,"Water-skis, surfboards and other water-sport equipment (other than sailboards)",0,0,0,0,0,0,0,0,0,0,,0,0,166,120,50,30,12,4,0,3,,2704,3317,4413,4016,5390,5250,5826,6323,6397,7288
950640,Articles and equipment for table-tennis,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,,2933,3615,2980,3952,2733,3454,3484,3790,3493,3399
950651,"Tennis rackets, whether or not strung (excluding table-tennis bats)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,570,152,153,118,73,253,395,427,391,432
950810,Travelling circuses and travelling menageries,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6425,0,0,0,,13,5,2,0,20,38,0,2,0,0
960190,"Worked bone, tortoiseshell, horn, antlers, coral, mother-of-pearl and other animal carving ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,10654,14807,17651,23972,29263,5108,3094,380,1258,129
960719,Slide fasteners (excluding fitted with chain scoops of base metal),0,0,0,0,0,0,0,0,0,0,,0,0,0,59,3,10,7,0,0,0,,2315,2451,2442,1772,2315,3086,2283,6476,3844,5595
960720,Parts of slide fasteners,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,4,,20981,28563,24713,25278,24237,25937,26000,22669,14330,26598
960850,"Sets of articles from two or more of the following: ball-point pens, felt or fibre-tipped pens ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,308,1670,506,12,0,0,0,,788,602,586,841,798,1064,1166,781,706,853
960920,"Pencil leads, black or coloured",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,20,0,3,0,0,0,,2099,1712,1622,1596,1636,1435,1456,1405,1130,1358
961320,"Pocket lighters, gas fuelled, refillable",0,0,0,0,0,0,0,0,0,0,,0,0,0,16,35,6,0,0,0,0,,1534,1614,1556,1485,1535,1299,1643,1437,1134,1283
961590,"Hairpins, curling pins, curling grips, hair-curlers and the like, and parts thereof, n.e.s. ...",0,0,0,0,0,0,0,0,0,0,,87,0,0,160,73,57,38,0,0,0,,1208,1271,1341,1141,1167,1233,824,702,1098,1295
961700,"Vacuum flasks and other vacuum vessels, and parts thereof (excluding glass inners)",0,0,0,0,0,0,0,0,0,0,,1153,1502,2316,1806,3546,1471,1117,925,769,989,,42739,40433,54582,58475,63087,52273,66752,65914,57615,59253
961800,"Tailors' dummies and other lay figures, automata and other animated displays used for shop ...",0,0,0,0,0,0,0,0,0,0,,97,0,0,60,13,79,127,0,0,0,,6500,6292,6961,6904,6322,6233,6461,6279,4959,4314
970200,"Original engravings, prints and lithographs",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,948,770,467,852,632,1742,1396,4117,1437,1946
700910,"Rear-view mirrors, whether or not framed, for vehicles",0,0,0,0,0,0,0,0,0,0,,0,0,47,9,31,37,28,33,43,91,,5049,4857,5518,6026,5664,6014,6690,7632,9787,12289
701391,"Glassware, of lead crystal, of a kind used for toilet, office, indoor decoration or similar ...",0,0,0,0,0,0,0,0,0,0,,29,30,145,3094,2706,286,115,113,26,3980,,12887,10154,13381,10636,8935,7574,7502,7053,4078,4334
701790,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excluding ...",0,0,0,0,0,0,0,0,0,0,,32,0,0,1,22,19,0,17,0,0,,7357,6953,7594,6332,7113,6296,6581,6018,5711,5966
