Product code,Product label,Australia's imports from Viet Nam-Value in 2012,Australia's imports from Viet Nam-Value in 2013,Australia's imports from Viet Nam-Value in 2014,Australia's imports from Viet Nam-Value in 2015,Australia's imports from Viet Nam-Value in 2016,Australia's imports from Viet Nam-Value in 2017,Australia's imports from Viet Nam-Value in 2018,Australia's imports from Viet Nam-Value in 2019,Australia's imports from Viet Nam-Value in 2020,Australia's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
110610,"Flour, meal and powder of peas, beans, lentils and the other dried leguminous vegetables of ...",0,0,0,0,0,0,0,0,0,1,,0,12,5,28,26,9,22,9,0,15,,4272,5693,4402,4674,1926,1121,1411,2128,4759,6193
401692,"Erasers, of vulcanised rubber (excluding hard rubber), conditioned (excluding those simply ...",0,0,0,0,0,0,0,0,0,1,,6,11,47,14,31,42,96,478,244,435,,1260,1454,1175,1508,1173,1225,1051,834,641,624
200880,"Strawberries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,1,,1,0,0,384,0,367,19,39,161,1386,,1735,1697,2062,2035,1479,1122,1371,2024,2573,2319
250900,Chalk,0,0,0,2,0,2,1,1,0,1,,0,0,0,0,0,0,0,0,0,721,,284,302,291,304,324,315,490,338,306,487
847029,"Electronic calculating machines not incorporating a printing device, with mains connection ...",0,0,0,0,0,0,0,0,0,1,,7,0,0,30,51,1,41,127,28,6,,679,229,328,1431,292,360,420,168,135,211
871492,"Wheel rims and spokes, for cycles (excluding for motorcycles)",1,2,0,0,0,11,0,0,0,1,,4888,6448,6769,5834,5713,5429,5042,4789,5119,7592,,9497,10198,8005,7852,7005,7662,7408,6024,6597,9037
852692,Radio remote control apparatus,0,0,0,7,11,7,5,2,4,1,,281,101,378,191,401,1652,13481,14705,15713,142801,,75396,48079,41890,49567,45858,39774,39377,35659,55974,75600
853090,"Parts of electrical signalling, safety or traffic control equipment, n.e.s.",0,0,0,0,0,0,0,0,1,1,,1230,1166,27,1,1,7,0,0,30,981,,11472,15035,12736,13869,11795,19662,19132,12733,14586,21430
620312,"Men's or boys' suits of synthetic fibres (excluding knitted or crocheted, tracksuits, ski suits ...",195,229,306,26,34,7,0,11,0,1,,23989,28218,53282,35192,32206,56925,42280,39350,21854,13251,,13544,11755,12046,10444,9848,9488,7737,5748,1110,1483
630629,"Tents of textile materials (excluding of synthetic fibres, and umbrella and play tents)",0,2,8,6,8,3,2,2,0,1,,1197,308,1410,2171,2137,923,1245,387,1496,1207,,13028,9240,12261,14025,20237,11597,13284,7670,5534,11648
730431,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy ...""",0,0,0,0,0,7,0,0,4,1,,4926,4946,5841,2514,1373,1417,1245,1557,1209,911,,20054,10309,12156,9477,12677,11806,10991,11311,8370,10245
900110,"Optical fibres, optical fibre bundles and cables (excluding made up of individually sheathed ...",0,0,0,0,0,0,0,0,0,1,,4051,3306,7389,7613,7365,8130,8354,7868,6225,14487,,16945,20477,22763,25801,31615,35258,35248,17591,10513,16166
901320,Lasers (excluding laser diodes),5,0,1,1,0,4,0,0,0,1,,76,41,88,313,187,251,695,1074,2528,3316,,21947,21820,24435,23669,21294,29532,35310,28027,22638,25693
902410,Machines and appliances for testing metals,0,0,0,0,2,0,0,0,0,1,,583,35,2,37,64,68,23,34,209,394,,3863,4036,3673,3384,3248,3254,5366,4564,3039,4482
903020,Oscilloscopes and oscillographs,0,0,0,0,0,0,5,0,0,1,,593,402,166,697,90,34,107,41,82,228,,4816,6273,5099,4292,3240,4821,5855,5737,5082,5234
910119,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,1,0,0,0,0,0,0,,1,0,0,11,299,8,18,13,24,840,,3045,4403,4310,9566,9246,9213,6384,7834,1570,1466
910400,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ...",0,0,0,0,0,0,0,0,0,0,,186,35,138,596,1026,2693,4722,5840,4352,643,,2656,2649,3268,2423,2613,2253,1075,1013,814,949
910529,Wall clocks (excluding electrically operated),1,3,1,0,3,0,0,4,0,0,,82,92,347,304,498,504,424,166,770,9,,2921,2402,2617,1568,1394,1184,970,611,664,981
910811,"Watch movements, complete and assembled, electrically operated, with mechanical display only ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,15,,987,1228,1294,1104,1241,1230,1054,1307,720,890
911019,Rough clock movements,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,46,0,0,,,0,0,0,3,0,2,2,0,0,19
911090,"Complete, unassembled or partly assembled clock movements """"movement sets""""; incomplete clock ...""",0,0,0,0,0,0,0,0,0,0,,0,0,32,11,0,7,2,8,12,,,802,599,527,139,113,105,84,120,106,136
911110,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of precious ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,11,,31,22,54,52,34,54,31,15,9,81
911190,"Parts of cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, ...",0,0,0,0,0,0,1,1,0,0,,5100,5389,8088,10369,10614,10118,10088,9326,5887,5356,,344,250,154,311,198,162,247,272,92,224
902990,"Parts and accessories for revolution counters, production counters, taximeters, milometers, ...",2,0,0,0,0,1,0,1,1,0,,11221,5461,118,328,1460,1305,1757,1671,1207,11720,,10642,9831,7940,7645,9046,6173,4920,4833,3480,4131
920890,"Fairground organs, mechanical street organs, mechanical singing birds, musical saws and other ...",0,0,0,0,0,0,0,0,0,0,,22,4,20,36,24,40,107,55,62,5,,952,879,778,726,716,781,811,660,1075,1019
930120,Rocket launchers; flame-throwers; grenade launchers; torpedo tubes and similar projectors,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4454,1632,882,22796,23890,21424,1628,16106,24734,23767
930330,"Sporting, hunting and target-shooting shotguns with one or more rifled bores (other than spring, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,23924,28755,33346,26428,21720,21360,24753,23726,4877,0
930599,"Parts and accessories for weapons and the like of heading 9303 or 9304, n.e.s. (excluding of ...",0,21,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,399,,2003,3669,9583,10331,7041,21831,4017,7387,5023,2751
930621,Cartridges for smooth-barrelled shotguns,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,8200,7871,9902,7915,7038,7994,9276,8957,9702,14064
902810,"Gas meters, incl. calibrating meters therefor",0,0,0,0,0,0,0,0,0,0,,184,214,254,6293,27732,36086,48689,51569,41487,3986,,5530,4850,6861,5960,9286,7011,11745,9453,8497,6988
901710,"Drafting tables and machines, whether or not automatic (excluding units for automatic data-processing ...",0,0,0,0,0,0,0,0,0,0,,5,0,0,16,48,11,14,16,20,1346,,196,211,201,224,159,86,83,72,47,141
902212,Computer tomography apparatus,0,0,0,0,0,0,0,0,0,0,,0,1304,240,363,89,5,11,0,954,400,,93698,75669,61845,76557,67247,63452,78997,74595,77842,107825
902214,"Apparatus based on the use of X-rays, for medical, surgical or veterinary uses (excluding for ...",0,0,0,0,0,0,0,0,0,0,,33,175,894,125,308,321,370,247,197,373,,116772,100353,104424,112394,84943,93333,74017,101041,91307,116416
902229,"Apparatus based on the use of alpha, beta, gamma or other ionising radiation (other than for ...",0,0,0,0,0,2,0,0,0,0,,265,15,9,386,88,113,81,30,1,783,,6546,8269,6767,5203,6409,4108,2055,2719,2052,2770
900710,Cinematographic cameras,0,0,0,0,0,0,0,0,0,0,,108,3,1,2,8,27,16,11,1,330,,5797,4659,4595,8432,7413,7882,5883,8566,3670,3880
900120,Sheets and plates of polarising material,0,0,0,0,0,0,0,0,0,0,,0,0,8,13,462,4389,8661,21337,39934,7704,,92,62,212,87,102,75,106,63,48,108
960350,"Brushes constituting parts of machines, appliances or vehicles",0,0,0,1,4,4,1,0,1,0,,8130,10826,12612,19038,15398,16423,18377,18598,17634,13208,,8546,9399,9514,9511,8075,9039,10544,11157,10084,12612
961390,"Parts of lighters, n.e.s.",0,0,0,0,0,0,0,0,0,0,,150,386,1,0,5,177,709,46,21,27,,145,200,301,380,416,356,568,532,481,567
950611,"Skis, for winter sports",0,0,0,0,0,0,38,0,0,0,,0,0,0,0,0,2,0,0,0,243,,5321,5887,5464,5620,5864,5677,6705,7315,6457,5231
940610,"Prefabricated buildings of wood, whether or not complete or already assembled",0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,7325,11486,18831,17081,,0,0,0,0,0,2758,3441,3572,4429,8558
730590,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of flat-rolled ...",0,2,0,0,0,0,0,0,0,0,,4127,14006,13008,189,614,350,714,699,394,511,,1467,1017,607,548,206,2452,504,1867,334,383
730230,"Switch blades, crossing frogs, point rods and other crossing pieces, for railway or tramway ...",0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,33,0,0,0,,,8294,5931,7447,6847,3584,4718,4211,5747,3948,6819
730429,"Casing and tubing, seamless, of iron or steel, of a kind used in drilling for oil or gas (excluding ...",0,0,0,0,0,177,145,0,0,0,,24867,43112,17627,5688,3032,4019,7155,4152,241,2425,,224561,272655,190355,59276,45252,60495,122693,112032,105395,88508
722880,"Hollow drill bars and rods, of alloy or non-alloy steel",0,0,0,0,14,0,0,0,0,0,,261,702,146,279,39,433,137,65,556,128,,40563,31307,27254,22685,24661,27844,28527,32139,30475,34587
701341,"Glassware of lead crystal, of a kind used for table or kitchen purposes (excluding articles ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,228,,1629,1918,2032,1829,3712,4098,1899,1518,1046,1272
701590,"Clock or watch glasses and similar glasses, glasses for non-corrective spectacles, curved, ...",0,0,0,0,0,0,0,0,0,0,,1,6,145,9,4,12,3,6,0,3,,112,188,225,172,144,200,237,303,180,283
710310,"Precious stones and semi-precious stones, unworked or simply sawn or roughly shaped, whether ...",0,0,0,0,0,0,0,0,0,0,,1,0,3,3,53,91,1,1,1,78,,1576,1969,2902,2859,2229,2635,2698,2316,2585,5139
710399,"Precious and semi-precious stones, worked, whether or not graded, but not strung, mounted or ...",3,0,0,1,0,0,0,1,59,0,,24,80,167,1359,579,1497,2420,1915,673,3866,,32091,33095,29874,30394,36015,33117,29605,37229,18323,17514
710490,"Precious and semi-precious stones, synthetic or reconstructed, worked, whether or not graded ...",0,0,0,0,0,0,0,0,0,0,,17,2,162,867,615,282,134,169,534,1485,,730,651,504,613,906,909,1263,2639,9833,16839
710811,"Gold, incl. gold plated with platinum, for non-monetary purposes",0,0,0,0,0,0,0,0,0,0,,416,754,572,603,3694,4661,4129,5076,5493,4779,,117,208,129,96,33,312,1178,2334,80366,21428
711019,"Platinum, in semi-manufactured forms",0,1,0,0,0,0,0,0,0,0,,0,14,16,898,191,212,35,47,9,871,,20417,109527,19016,21319,6625,22493,19375,24864,111339,47586
700800,Multiple-walled insulating units of glass,0,0,0,1,0,0,12,11,1,0,,167,104,377,399,1240,510,667,1449,3990,3866,,6838,21769,18901,13305,15362,11938,18207,16703,17919,14985
701020,"Stoppers, lids and other closures, of glass",1,2,0,1,3,0,3,1,6,0,,9,2,45,27,945,4621,5867,3793,2455,3926,,532,775,926,858,786,953,944,1084,1856,1861
720219,"Ferro-manganese, containing by weight <= 2% carbon",0,109,0,0,0,0,0,0,0,0,,12765,14974,26038,8035,5733,22978,18169,16576,9162,31267,,9215,4475,5026,2589,2639,5552,7028,4013,5493,25620
720221,"Ferro-silicon, containing by weight > 55% of silicon",0,0,0,0,0,0,0,0,0,0,,28612,72556,203469,303308,43540,5250,464,1397,12537,37437,,18553,16844,18767,14912,12316,15894,18763,12232,12574,19865
720230,Ferro-silico-manganese,0,0,0,0,0,0,0,0,0,0,,40562,49863,87830,61902,69936,68829,82693,65911,58560,99952,,608,187,97,35,269,3033,13503,10064,13873,6648
720250,Ferro-silico-chromium,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
720292,Ferro-vanadium,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,367,0,,,1565,1434,1379,1160,797,1648,3807,1822,226,1024
720310,"Ferrous products obtained by direct reduction of iron ore, in lumps, pellets or similar forms",0,0,0,0,0,0,0,0,0,0,,24,1,0,3354,0,0,0,0,0,559,,0,215,186,240,254,299,637,493,505,1076
720421,"Waste and scrap of stainless steel (excluding radioactive, and waste and scrap of batteries ...",0,0,0,0,0,0,0,0,0,0,,3911,3454,21887,11615,13768,12318,16596,18376,21012,104688,,1346,330,509,499,318,571,459,442,451,286
720441,"Turnings, shavings, chips, milling waste, sawdust, filings, trimmings and stampings of iron ...",0,0,0,0,0,0,0,0,0,0,,1193,982,766,554,757,1155,517,236,485,16,,19,41,21,18,19,22,11,18,11,0
720690,"Iron and non-alloy steel, in puddled bars or other primary forms (excluding ingots, remelted ...",0,0,0,0,0,0,0,0,0,0,,2,0,5,116,58,62,1,0,1,459,,41,12,37,5,1,0,10,40,4,10
720712,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...""",0,0,0,0,0,0,0,0,0,0,,0,38,55,13,18,7228,207379,124142,385519,488263,,0,0,30502,5,0,5,3,10,1,1
720839,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,1204,3383,3293,4165,9664,50564,165768,207391,199387,594230,,0,0,0,0,0,4805,0,0,0,0
720926,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,3079,2304,1967,904,409,622,310,570,335,197,,220,19,33,182,489,157,342,106,59,1
721030,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",22,0,35,1736,0,0,2,0,23,0,,11036,5653,4098,9464,4990,4007,6328,9629,2256,3573,,19451,8842,12214,9913,6691,8241,6695,5588,4247,9569
721041,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,5,3,0,,11272,19466,22295,23321,17774,21533,22124,27024,31771,3308,,506,360,527,1099,549,547,736,574,209,202
721114,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, not further worked than ...""",318,187,19,659,0,0,0,14,13,0,,719,900,1935,2479,2254,2155,1670,1993,1994,1504,,16719,10580,16484,10174,5338,6439,6319,5239,4347,6893
721190,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,95,49,9,54,174,520,171,522,750,991,,1709,1644,1126,848,810,958,942,358,219,249
721310,"Bars and rods, hot-rolled, in irregularly wound coils of iron or non-alloy steel, with indentations, ...",0,0,0,0,0,0,0,0,0,0,,98726,93819,119402,113974,98777,101909,167761,186859,120942,11393,,65011,69450,79283,71329,59108,77434,80822,36173,0,0
721550,"Bars and rods, of iron or non-alloy steel, not further worked than cold-formed or cold-finished ...",0,0,0,0,0,0,0,0,0,0,,1,52,15,1,54,109,146,119,386,941,,12925,7531,5892,5062,5959,9115,12580,11495,8439,13498
721610,"U, I or H sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn ...",7,33,0,0,0,0,0,0,0,0,,2546,1077,1085,2143,938,958,1696,908,827,1671,,3969,2546,851,0,0,1528,2800,370,0,0
721632,"I sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,0,0,0,0,0,0,0,,935,897,757,614,795,1643,4768,1700,2357,594,,46435,19302,4544,25314,25885,59499,40377,0,0,0
721810,"Steel, stainless, in ingots and other primary forms (excluding waste and scrap in ingot form, ...",0,0,0,0,0,0,0,0,0,0,,621,1133,1434,1204,1227,5102,5555,5201,10406,9404,,387,310,836,0,42,35,57,20,10,97
722550,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...""",0,0,0,0,0,0,0,0,0,0,,1,9,78,4547,11227,16735,4245,19744,3587,17856,,1252,11126,830,963,888,514,528,237,199,423
722790,"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils (excluding ...",0,0,0,0,0,0,0,0,0,0,,11100,12845,8468,8053,3945,1675,1918,16087,20914,55978,,16375,13849,6329,10021,2600,2521,7201,2311,2090,2793
630630,"Sails for boats, sailboards or landcraft, of textile materials",9,2,0,6,0,0,0,4,1,0,,23,4,6,180,1,6,14,1,1,235,,5427,6173,6005,6692,5257,7284,9032,8228,5664,7445
621420,"Shawls, scarves, mufflers, mantillas, veils and similar articles of wool or fine animal hair ...",0,0,0,3,3,4,5,7,3,0,,5,10,16,7,108,3,100,57,385,400,,7074,8373,8246,10158,10456,12451,11561,10871,7666,6710
630229,"Printed bedlinen of textile materials (excluding cotton and man-made fibres, knitted or crocheted)",0,0,0,0,26,0,0,0,1,0,,2143,2560,2777,2479,338,1907,851,233,877,608,,999,2031,2550,3563,3186,3727,3068,3541,2545,4501
611521,"Pantyhose and tights of synthetic fibres, knitted or crocheted, measuring per single yarn < ...",41,9,4,2,0,2,4,4,0,0,,98,68,7,152,1932,1018,421,408,299,1860,,23233,20056,18045,19618,11089,11059,10576,8685,6111,5268
611530,"Women's full-length or knee-length hosiery, knitted or crocheted, measuring per single yarn ...",0,0,0,0,0,0,0,0,0,0,,244,273,520,441,182,192,363,204,97,286,,3907,4086,4925,4407,2333,2751,2770,2342,1668,1383
660200,"Walking sticks, seat-sticks, whips, riding-crops and the like (excluding measure walking sticks, ...",0,0,0,1,0,0,0,9,0,0,,0,3,0,10,0,17,0,0,0,186,,1585,2069,2023,2644,2284,2573,2388,2791,2072,2276
670300,"Human hair, dressed, thinned, bleached or otherwise worked; wool, other animal hair or other ...",0,0,0,0,0,0,0,0,0,0,,64,577,1519,1542,2323,2304,3576,5538,7026,2900,,1730,1796,2144,1138,1435,1789,1166,1029,1841,6902
690100,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite ...",5,0,0,0,0,0,0,0,0,0,,61,3,76,42,27,41,109,25,25,678,,4609,4482,3089,1914,1011,1796,1422,1754,1394,1546
690220,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, ...",0,0,0,0,0,5,0,0,0,0,,277,545,458,435,295,156,281,957,1190,1789,,16364,16004,18463,16041,15064,21534,23024,22660,19180,38118
