Product code,Product label,"Viet Nam's imports from Taipei, Chinese-Value in 2012","Viet Nam's imports from Taipei, Chinese-Value in 2013","Viet Nam's imports from Taipei, Chinese-Value in 2014","Viet Nam's imports from Taipei, Chinese-Value in 2015","Viet Nam's imports from Taipei, Chinese-Value in 2016","Viet Nam's imports from Taipei, Chinese-Value in 2017","Viet Nam's imports from Taipei, Chinese-Value in 2018","Viet Nam's imports from Taipei, Chinese-Value in 2019","Viet Nam's imports from Taipei, Chinese-Value in 2020","Viet Nam's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
902690,"Parts and accessories for instruments and apparatus for measuring or checking the flow, level, ...",212,209,188,303,379,295,240,241,250,,,31514,32938,31467,30756,33714,42415,50268,52522,55048,69620,,22879,14793,15229,21049,30692,27377,43598,65428,69149,52005
902780,"Instruments and apparatus for physical or chemical analysis, or for measuring or checking viscosity, ...",663,798,1244,3993,1275,1607,1936,1260,1808,,,147880,138449,129658,132591,138991,134173,333692,253060,219943,228099,,39693,44757,59774,71087,115053,133106,139738,163290,141533,110637
903010,Instruments and apparatus for measuring or detecting ionising radiations,25,5,12,10,29,18,3,1,8,,,279,348,349,555,873,2205,1077,1509,1228,828,,5515,2956,1410,4028,2737,3358,2327,14554,4366,18023
903141,Optical instruments and appliances for inspecting semiconductor wafers or devices or for inspecting ...,7,5,4,114,176,118,3,184,374,,,32861,54591,43287,42671,85813,128242,118484,133175,146970,166780,,2525,4884,4025,4745,7871,7070,8413,11535,8903,19827
903290,"Parts and accessories for regulating or controlling instruments and apparatus, n.e.s.",47,10,10819,1554,2208,2600,3314,70337,51969,,,18529,19986,25344,16697,19133,22095,21093,20451,15939,20477,,18101,3667,69654,137228,241042,264421,196809,424321,532595,77284
910121,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,0,0,0,0,0,0,,,22884,24781,27199,25795,22164,29039,28504,9193,10884,18914,,5135,9863,12523,10375,11103,13995,17584,22766,36237,32924
910212,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",0,0,0,0,0,0,1,3,5,,,3305,3615,3988,31869,87091,9033,3624,19840,5160,6724,,994,1309,1524,3804,6574,6492,3348,7245,4710,22796
910229,"Wrist-watches, whether or not incorporating a stop-watch facility, with hand winding only (excluding ...",0,0,75,63,105,118,134,62,43,,,1472,1353,739,530,2867,1225,2402,1282,2226,6829,,874,432,551,439,269,504,1446,3414,2855,11695
910511,"Alarm clocks, electrically operated",0,0,0,0,1,0,2,1,0,,,1600,1182,1214,1415,1175,915,741,1012,864,939,,19,20,163,187,88,256,255,163,221,5629
910812,"Watch movements, complete and assembled, electrically operated, with opto-electronic display ...",0,0,0,0,0,0,0,0,0,,,0,3,0,112,4,36,22,0,0,0,,0,0,0,0,0,0,0,0,0,
910819,"Watch movements, complete and assembled, electrically operated, with combined opto-electronic ...",0,0,0,0,0,0,0,0,0,,,254,39,1,483,33,1,13,0,33,38,,2,0,0,0,0,0,9,7,0,
910890,"Watch movements, complete and assembled, with hand winding only",0,0,0,0,0,0,0,0,0,,,16,34,222,159,266,259,230,147,98,251,,0,0,2,8,2,0,0,0,0,22
911410,"Springs for clocks or watches, incl. hairsprings",0,0,0,0,0,0,0,0,0,,,0,0,2,5,0,0,0,0,3,0,,1,2,0,2,12,9,8,11,0,29
920190,Harpsichords and other keyboard stringed instruments (excluding pianos),2,1,22,0,5,13,14,13,8,,,0,54,23,2,5,0,6,0,1,8,,1802,1087,925,922,2106,568,428,896,693,97
920590,Wind musical instruments (excluding brass-wind instruments),7,2,5,10,3,8,8,2,6,,,14116,13734,14259,13191,13540,12866,13827,14862,11438,10773,,706,273,73,192,249,164,147,222,362,1134
920991,"Parts and accessories for pianos, n.e.s.",7,4,0,0,21,3,0,1,0,,,570,144,104,84,104,113,144,325,303,195,,129,48,35,29,104,58,54,53,37,499
930320,"Sporting, hunting or target-shooting shotguns, with at least one smooth barrel (excluding muzzle-loading ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,5,0,,0,0,0,0,0,0,19,0,0,
930591,"Parts and accessories of military weapons of heading 9301, n.e.s.",0,0,0,0,0,0,0,0,0,,,8,17,57,46,39,182,123,74,66,70,,0,0,0,0,0,0,0,0,0,427
940140,"Seats, convertible into beds (excluding garden seats and camping equipment, and medical, dental ...",0,5,0,3,10,7,39,61,0,,,73,26,0,7,43,19,31,17,3,14,,239,179,106,191,448,472,681,1920,740,2698
940180,"Seats, n.e.s.",61,82,125,28,40,36,55,10,7,,,54812,56056,59759,55753,57982,60968,58609,58027,76498,84547,,2209,2173,3584,3097,5327,5200,7791,6592,8248,17644
940410,Mattress supports for bed frames (excluding spring interiors for seats),0,0,0,0,0,0,0,0,0,,,13095,12737,15121,15922,19259,15355,2302,1241,459,451,,164,101,440,557,553,1081,1247,6688,5192,6589
940540,"Electric lamps and lighting fittings, n.e.s.",652,654,1679,2398,1755,1566,3891,3526,1481,,,289700,267259,252111,239906,231074,227252,204887,195618,180976,235475,,26946,35657,48418,83696,123689,152989,146337,146191,151749,591018
940591,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, of glass, ...",2,3,1,3,5,11,8,7,3,,,4249,3579,3094,2812,2444,2337,1539,1746,1187,1607,,876,877,822,809,1101,860,1264,1664,3487,21325
940600,"Prefabricated buildings, whether or not complete or already assembled",150,599,441,1200,1855,1100,0,0,0,,,4002,3077,3442,5760,6533,250,0,0,0,0,,23822,28283,19042,26530,69632,59841,0,0,0,
950420,Billiards of all kinds and accessories,74,44,38,7,0,0,0,0,0,,,3345,3485,4031,3186,2957,2644,2632,2879,2955,4448,,230,125,203,390,358,598,785,1168,2159,19119
950631,"Golf clubs, complete",0,74,60,55,803,128,87,111,200,,,12621,38543,46724,41188,35031,42461,29190,47103,52459,75323,,1709,2113,2314,3618,6491,5031,7946,8581,11802,14812
960910,"Pencils and crayons, with leads encased in a rigid sheath",1,3,1,19,16,1,12,23,46,,,15003,12010,12676,15464,21510,16095,11415,9747,7558,6411,,2442,2993,2707,4285,5004,6448,6473,7643,7897,11673
961220,"Ink-pads, whether or not inked, with or without boxes",30,17,33,40,47,45,62,59,76,,,6205,3897,4212,3384,3561,3385,3105,2987,2272,3221,,2148,1695,1171,1405,863,1294,1056,1376,959,632
961610,"Scent sprays and similar toilet sprays, and mounts and heads therefor",153,169,283,218,219,194,322,248,774,,,16066,19008,20088,20406,16077,15069,17261,16294,18631,16405,,9884,9487,9267,8681,9540,5950,7590,8468,15232,23724
961620,Powder puffs and pads for the application of cosmetics or toilet preparations,17,12,21,9,12,17,11,2,1,,,1897,2169,2311,1960,1988,1653,1076,761,511,402,,1185,1076,843,1057,1868,1647,1757,1332,896,5487
961900,"Sanitary towels (pads) and tampons, napkins and napkin liners for babies, and similar articles, ...",905,795,688,1148,1591,624,140,67,58,,,0,8216,113082,103121,83170,69125,54708,51771,48345,47958,,38324,58551,64683,36872,50260,59803,79914,113159,139787,257669
970400,"Postage or revenue stamps, stamp-postmarks, first-day covers, postal stationery, stamped paper ...",0,0,0,0,0,0,0,0,0,,,12,9,31,17,13,46,3,0,3,6,,2,0,1,0,2,0,0,0,1,7
970500,"Collections and collector's pieces of zoological, botanical, mineralogical, anatomical, historical, ...",0,0,0,0,0,8,0,0,9,,,2,379,5,17,38,0,2366,136,4,2,,0,10,2,2,0,15,3,25,83,225
10231,Pure-bred buffalo for breeding,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,121,179,0,0,8159
10594,"Live fowls of the species Gallus domesticus, weighing > 185",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,73,21,49,403,2053,2581,56
10614,Live rabbits and hares,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,,25,0,5,38,114,22,40,0,0,
10641,Live bees,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
20230,"Frozen, boneless meat of bovine animals",0,0,0,0,0,0,0,0,0,,,84,122,175,13,477,1462,720,2016,35,35,,41314,48862,82198,126453,155922,164290,217970,316978,418639,611776
20319,"Fresh or chilled meat of swine (excluding carcases and half-carcases, and hams, shoulders and ...",0,0,0,0,0,0,0,0,0,,,0,0,0,17,6,0,0,7,20,25,,16,18,243,154,27,2,8,2,93,2411
20321,Frozen carcases and half-carcases of swine,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2,,0,0,0,61,282,0,0,3,939,660
20421,Fresh or chilled sheep carcases and half-carcases (excluding lambs),0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,1,
20423,Fresh or chilled boneless cuts of sheep,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,55,70,41,23,87,22,63,42,7,15
20621,Frozen edible bovine tongues,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,10,0,80,68,94,128,121,821,761,2532
20629,Frozen edible bovine offal (excluding tongues and livers),0,0,0,0,0,0,0,0,0,,,3,0,0,106,0,0,0,104,0,0,,2538,9998,10184,7054,10956,4334,10079,16538,25983,188055
20680,"Fresh or chilled edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,301
20725,"Frozen turkeys of the species domesticus, not cut into pieces",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,1216,942,587,588,615,81,204,77,50,62
20727,Frozen cuts and edible offal of turkeys of the species domesticus,0,0,0,0,58,0,0,0,0,,,0,0,0,0,0,0,6,0,0,1,,1882,1281,1578,1524,3673,4203,2791,4450,4639,5914
20744,Fresh or chilled cuts and edible offal of domestic ducks (excluding fatty livers),0,0,0,0,0,0,0,0,0,,,0,0,43,20,15,14,0,0,0,0,,0,0,1,0,0,0,0,0,2,
21011,"Hams, shoulders and cuts thereof of swine, salted, in brine, dried or smoked, with bone in",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,2,3,143,82,836
30214,"Fresh or chilled Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,8270,12602,16788,19366,27852,33803,44621,55888,55640,57265
30223,"Fresh or chilled sole """"Solea spp.""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,12,6,0,6,10,1,0,0,0,
30244,"Fresh or chilled mackerel """"Scomber scombrus, Scomber australasicus, Scomber japonicus""""""""",0,0,0,0,0,0,0,0,0,,,0,0,1,7,0,10,21,5,2,0,,0,0,0,0,2,0,14,5,4,
30246,"Fresh or chilled cobia """"Rachycentron canadum""""""""",0,0,0,0,0,0,0,0,0,,,0,2,58,16,11,18,16,25,3,0,,0,0,0,0,0,0,0,0,45,54
30271,"Fresh or chilled tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,,,0,0,4,0,0,6,4,1,1,0,,5,0,0,0,0,0,0,0,0,
30290,Fresh or chilled fish livers and roes,0,0,0,0,0,0,0,0,0,,,0,0,3,18,7,0,0,0,0,0,,158,0,0,1,22,14,0,0,0,
30312,"Frozen Pacific salmon (excluding sockeye salmon """"red salmon"""")""""",0,0,85,0,0,0,0,0,0,,,0,0,0,0,0,712,67,0,0,1,,6969,6188,9611,8739,12843,25990,33780,39057,50450,61622
30339,"Frozen flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae"""" ...""",21,0,0,91,0,0,118,0,0,,,0,57,0,160,0,121,133,102,0,0,,929,510,37,2875,331,1753,2686,3470,1423,2713
30345,"Frozen Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,8,31,10,14,7,,0,0,0,2,1,128,1,62,0,5
30349,"Frozen tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, Thunnus ...""",128,660,650,0,304,0,2929,539,111,,,10,28,82,80,166,0,9,0,0,2,,27804,23103,11836,2142,14271,11547,7953,8344,11094,1395
30364,"Frozen haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,1105,0,51,472,341,281,585,3584,1551
30389,"Frozen fish, n.e.s.",25168,21238,21569,19818,25659,30413,20036,9800,14738,,,0,23105,189674,161423,172125,79307,81499,101699,90191,64502,,58896,59464,71471,68927,80928,92818,91557,79291,81115,117525
30399,"Frozen fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, milt ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,3932,4971,4545,4914,5089,,0,0,0,0,0,0,13219,18942,21581,11882
30432,"Fresh or chilled fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,183,45,0,81,17,0,0,0,0,1224
30459,"Fresh or chilled fish meat, whether or not minced (excluding all fillets, tilapias, catfish, ...",0,0,0,0,0,0,0,0,0,,,0,3,6,0,261,338,272,115,56,19,,0,0,5,50,25,68,48,130,185,
30481,"Frozen fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,1039,2482,3716,3112,3498,3433,,21511,30495,29451,17208,29983,35950,33002,54587,61477,40393
30483,"Frozen fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...""",0,0,0,0,0,0,0,0,0,,,0,41,207,132,290,170,207,104,549,202,,0,0,0,21,30,1518,776,387,208,327
30539,"Fish fillets, dried, salted or in brine, but not smoked (excluding tilapia, catfish, carp, ...",0,0,0,0,0,0,0,0,0,,,0,0,193,197,59,110,108,47,97,64,,0,0,1,3,2,4,209,780,221,7
30544,"Smoked tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., Silurus spp., Clarias spp., ...""",0,0,0,0,0,0,0,0,0,,,0,0,2,0,1,2,1,0,0,1,,0,0,0,0,0,0,0,0,0,1
30561,"Herring (Clupea harengus, Clupea pallasii), only salted or in brine (excluding fillets and ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
30563,"Anchovies """"Engraulis spp."""", salted or in brine only (excluding fillets and offal)""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,28,0,0,0,3,0,29
30629,"Crustaceans, even smoked, fit for human consumption, whether in shell or not, live, fresh, ...",0,0,0,0,0,0,0,0,0,,,973,1863,2667,1948,2725,0,0,0,0,0,,119,15,17,29,22,26,0,0,0,
30890,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates ...",0,0,0,0,0,0,0,0,0,,,0,0,49,86,54,62,100,206,136,182,,4,0,1,25,1,21,31,79,376,213
40110,"Milk and cream of a fat content by weight of <= 1%, not concentrated nor containing added sugar ...",0,0,0,0,0,0,0,0,0,,,2,1,0,2,2,4,2,5,2,1,,898,233,469,221,458,374,910,661,822,952
40221,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, unsweetened",0,0,0,0,0,0,10,0,0,,,31,48,21,31,479,20,137,503,69,45,,133597,120489,186711,156766,117289,148974,170917,130024,149588,152433
50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, ...",3415,16567,8398,5532,3688,4721,6746,3169,1744,,,421,1006,1641,1381,1596,1823,1976,2243,2029,1302,,26947,66922,88501,35779,53357,40152,73051,54990,24456,26566
60110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant (excluding those used for ...",49,29,27,14,0,0,156,870,0,,,23,74,30,38,74,29,21,25,30,36,,13776,15030,19396,19860,21308,49553,34121,33251,38105,34705
60120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory ...",0,0,0,0,0,0,34,0,0,,,15,2,1,1,0,2,0,0,0,0,,9813,13905,21835,22669,23697,3575,14483,9461,7574,138
60290,"Live plants, incl. their roots, and mushroom spawn (excluding bulbs, tubers, tuberous roots, ...",3619,5290,7225,10977,10148,20944,25449,22731,21898,,,153717,157486,174049,166454,161441,167458,174821,173629,155395,183663,,7381,9567,11650,17450,20199,34207,45131,43228,47967,50329
60314,"Fresh cut chrysanthemums and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,,,1963,1507,728,385,220,219,176,165,110,58,,0,4,0,0,1,2,0,17,268,1040
70110,Seed potatoes,0,0,0,0,0,0,0,0,0,,,0,5,0,0,0,0,0,0,0,0,,2224,1346,1570,1290,2142,2341,2225,1544,1880,2194
70690,"Fresh or chilled salad beetroot, salsify, celeriac, radishes and similar edible roots (excluding ...",0,0,0,0,0,0,0,0,0,,,3977,2816,4296,2804,2402,2198,1881,2410,1529,1819,,15,22,19,31,321,194,63,125,188,9276
70920,Fresh or chilled asparagus,0,0,0,0,0,0,0,0,0,,,7,2,0,0,8,0,1,7,2,1,,87,39,1,1,2,9,23,58,34,69
70991,Fresh or chilled globe artichokes,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,,0,3,0,0,1,0,1,0,5,14
71339,"Dried, shelled beans """"Vigna and Phaseolus"""", whether or not skinned or split (excluding beans ...""",0,0,0,0,0,0,0,0,0,,,58,49,58,47,64,38,54,50,48,67,,3086,981,0,47,2,571,984,206,131,13152
71420,"Sweet potatoes, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",0,0,0,0,5,4,2,0,0,,,398,481,438,524,661,697,680,1382,2059,2071,,28,1,0,127,20,124,687,186,31,6973
80121,"Fresh or dried brazil nuts, in shell",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,574,0,0,0,1,0,0,0,0,6202
80122,"Fresh or dried brazil nuts, shelled",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,11,380,765,902,2029,722,3243
80232,"Fresh or dried walnuts, shelled",0,1,0,0,0,0,0,0,0,,,176,143,266,35,140,230,325,11,127,121,,127,96,230,502,416,452,941,739,948,2719
80261,"Fresh or dried macadamia nuts, in shell",0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,0,,11530,10562,12324,13963,13590,11793,15819,15572,15795,50003
80521,Fresh or dried mandarins incl. tangerines and satsumas (excl. clementines),0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1455,4065,7432,3473,6023,,0,0,0,0,0,0,9384,8034,14384,398173
80540,Fresh or dried grapefruit,0,0,0,0,0,0,0,0,0,,,2233,2646,3458,5269,4999,5605,6993,9178,7774,10690,,1,1,19,38,261,849,562,564,1609,3706
80719,Fresh melons (excluding watermelons),0,0,0,0,0,0,0,0,0,,,153,158,123,111,164,180,144,83,115,154,,2652,1560,1536,2511,1887,1645,1458,2128,2718,46241
80830,Fresh pears,0,0,0,0,0,0,0,0,0,,,0,8,557,229,31,86,176,282,148,339,,9615,6674,6202,9633,13550,20418,27030,30365,30074,153943
81070,Fresh persimmons,0,0,0,0,0,0,0,0,0,,,0,116,199,168,87,30,179,25,96,27,,1290,2035,1939,2612,2510,2306,1969,1758,4077,68584
81190,"Frozen fruit and nuts, uncooked or cooked by steaming or boiling in water, whether or not sweetened ...",0,0,0,0,0,1,3,0,0,,,976,1945,2718,1475,795,745,808,501,721,846,,1253,1081,1613,3248,5575,11229,12442,5548,5727,4127
90210,Green tea in immediate packings of <= 3 kg,2,5,6,20,25,266,985,636,406,,,7962,9723,10404,13249,12067,16018,19542,23146,17400,25666,,540,338,420,765,1874,1508,2826,1874,1334,18479
90422,"Fruits of the genus Capsicum or of the genus Pimenta, crushed or ground",0,0,0,10,20,0,0,0,0,,,0,0,114,90,94,205,303,324,274,454,,623,841,869,1315,1933,2809,4474,4176,4996,5411
90510,"Vanilla, neither crushed nor ground",0,0,0,0,0,0,0,0,0,,,0,0,0,6,0,2,7,11,21,2,,17,28,46,19,315,1137,52,11,11,22
90932,"Cumin seeds, crushed or ground",0,0,0,0,0,0,0,0,0,,,0,0,1,3,3,6,12,1,21,2,,0,5,4,5,68,135,201,55,55,24
91010,Ginger,0,0,0,0,0,0,0,0,0,,,3790,4589,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2182
91012,"Ginger, crushed or ground",0,0,0,0,0,0,0,0,0,,,0,10,121,110,250,92,106,69,76,124,,18,15,72,152,108,294,164,154,126,670
100610,"Rice in the husk, """"paddy"""" or rough""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,,42696,37930,33222,27047,23679,21152,21477,16842,102633,18725
100630,"Semi-milled or wholly milled rice, whether or not polished or glazed",122,0,0,0,0,0,0,0,0,,,4732,4553,4804,38486,50832,15083,29428,48489,108782,100744,,8411,6481,5420,8694,17548,16995,20277,11779,17598,152547
100710,"Grain sorghum, for sowing",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,144,365,14,0,35,0,369
100790,Grain sorghum (excluding for sowing),0,0,0,0,0,0,0,0,0,,,0,0,6,0,21,0,0,0,448,0,,1745,843,4,0,11,4,19,15,19,203
100850,"Quinoa """"Chenopodium quinoa""""""""",0,0,0,0,0,0,0,0,0,,,0,0,60,16,31,87,57,17,20,6,,0,2,5,15,31,34,78,107,161,385
110220,"Maize """"corn"""" flour""""",62,0,0,0,0,0,0,0,0,,,15,13,62,288,385,567,631,700,893,1222,,215,189,383,272,336,349,386,360,248,272
110610,"Flour, meal and powder of peas, beans, lentils and the other dried leguminous vegetables of ...",9,29,4,20,9,13,14,1,0,,,361,501,526,789,536,507,889,1190,1916,1251,,35,52,44,101,53,41,53,138,174,925
110811,Wheat starch,1,9,10,3,14,5,7,4,1,,,1414,2239,1302,1104,933,1228,1373,1161,1291,1355,,1173,638,1550,1192,1500,1254,1520,1740,1332,1629
120590,"High erucic rape or colza seeds """"yielding a fixed oil which has an erucic acid content of ...""",0,0,0,0,0,0,0,0,15,,,4,0,0,0,0,0,0,0,0,0,,13,0,2194,2827,363,759,536,54,15,6
120721,Cotton seeds for sowing,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,52,227,153,535,0,0,0,0,0,447
120799,"Oil seeds and oleaginous fruits, whether or not broken (excluding edible nuts, olives, soya ...",0,0,0,0,11,0,13,5,0,,,41,42,177,216,63,126,372,77,81,128,,430,651,797,711,2914,4703,8988,11851,11376,9450
120929,"Seeds of forage plants for sowing (excluding of cereals and of sugar beet, alfalfa, clover ...""",0,0,0,0,0,0,10,10,40,,,1,1,6,2,6,8,1,0,4,10,,440,588,842,1891,532,173,131,136,325,354
120930,"Seeds of herbaceous plants cultivated mainly for flowers, for sowing",0,0,0,0,0,0,0,0,0,,,285,474,565,714,549,685,665,730,2078,941,,303,296,417,896,4535,1085,1547,2598,3368,3806
121010,"Hop cones, fresh or dried (excluding ground, powdered or in the form of pellets)",0,0,0,0,0,0,0,0,0,,,4,0,0,0,0,0,0,0,0,0,,45,4,56,44,63,763,239,192,135,40
130232,"Mucilages and thickeners, derived from locust beans, locust bean seeds or guar seeds, whether ...",0,34,20,23,33,25,0,0,1,,,351,293,203,360,170,208,377,407,451,476,,5698,5018,4710,3250,2677,2285,2600,2561,2824,2993
140190,"Reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, lime bark and other vegetable ...",0,0,0,0,1,0,0,0,1,,,122,53,116,139,56,34,40,27,50,82,,239,222,62,239,519,566,765,962,722,112
151319,"Coconut oil and its fractions, whether or not refined, but not chemically modified (excluding ...",1,0,0,0,0,0,0,0,0,,,65,281,25,67,25,210,55,127,36,47,,1378,2663,2862,3118,3364,5779,6756,6190,7163,8653
152200,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,0,0,0,5,0,0,0,0,0,,,635,751,600,82,39,168,84,103,46,67,,5,6,24,5,32,67,32,21,32,9
160413,"Prepared or preserved sardines, sardinella and brisling or sprats, whole or in pieces (excluding ...",0,0,0,0,0,0,0,0,0,,,166,274,369,185,162,147,157,166,254,211,,908,117,216,278,344,261,516,744,601,2939
160415,"Prepared or preserved mackerel, whole or in pieces (excluding minced)",1,1,0,1,0,0,0,0,0,,,333,457,293,376,230,237,156,221,414,242,,217,117,148,114,147,104,208,220,360,791
160562,"Sea urchins, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,,,0,0,8,48,43,0,0,0,0,0,,0,0,0,0,104,4,275,314,73,148
170113,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter, obtained ...",0,0,0,0,0,0,0,1,0,,,0,69,1035,1802,1288,1335,3299,8977,4154,3842,,6780,10405,2980,20116,41429,8248,17022,31,13,31
170250,Chemically pure fructose in solid form,9,4,4,0,115,302,107,0,0,,,1155,1460,2030,1720,1970,2225,2581,2760,1215,1791,,931,880,2900,809,940,1159,929,945,1014,402
180100,"Cocoa beans, whole or broken, raw or roasted",0,0,0,0,0,0,0,0,0,,,3,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,403,119,310,8099
180632,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg (excluding ...",0,0,0,0,0,0,0,0,0,,,3355,2430,1471,1271,1372,1383,2066,1377,1506,1144,,3637,5977,7584,7844,8179,7824,4086,4377,2754,4538
190490,"Cereals (excl. maize [corn]) in grain or flake form or other worked grains, pre-cooked or otherwise ...",57,0,0,0,12,7,19,5,21,,,6326,6634,7336,7101,7522,7599,8657,9754,7614,8932,,3417,1358,1424,2074,2015,2606,3702,3735,3443,2582
200210,"Tomatoes, whole or in pieces, prepared or preserved otherwise than by vinegar or acetic acid",0,0,0,0,0,0,0,0,0,,,26,8,43,22,11,14,2,3,5,0,,142,122,224,226,266,306,406,508,405,743
200540,"Peas """"Pisum Sativum"""", prepared or preserved otherwise than by vinegar or acetic acid (excluding ...""",0,0,0,0,4,0,34,0,0,,,1650,1474,1713,1820,1615,1679,2000,1402,1270,1576,,755,1210,1187,967,924,707,667,672,526,359
200559,"Unshelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",0,0,0,0,9,31,39,45,45,,,238,258,432,279,264,191,129,159,119,80,,298,340,412,358,499,587,481,645,471,294
200799,"Jams, jellies, marmalades, pur?es or pastes of fruit, obtained by cooking, whether or not containing ...",112,129,161,124,158,144,284,219,232,,,7710,9659,7933,7056,10486,12622,14545,18458,16896,24364,,1087,1553,2099,2620,2873,2993,2954,4255,4769,10077
