Product code,Product label,Viet Nam's imports from India-Value in 2012,Viet Nam's imports from India-Value in 2013,Viet Nam's imports from India-Value in 2014,Viet Nam's imports from India-Value in 2015,Viet Nam's imports from India-Value in 2016,Viet Nam's imports from India-Value in 2017,Viet Nam's imports from India-Value in 2018,Viet Nam's imports from India-Value in 2019,Viet Nam's imports from India-Value in 2020,Viet Nam's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
80420,Fresh or dried figs,0,0,0,0,0,0,0,0,0,,,59,383,111,166,471,786,755,922,631,738,,19,10,13,15,41,54,159,165,62,278
80720,"Fresh pawpaws """"papayas""""""""",0,0,0,0,0,0,0,0,0,,,5979,6413,5963,8124,8047,6927,4975,4516,2822,2617,,1,1,0,0,0,0,0,0,0,
80929,Fresh cherries (excluding sour cherries),0,0,0,0,0,0,0,0,0,,,0,62,50,21,13,15,38,21,3,3,,3152,2997,5824,5844,9967,17551,21235,37037,41613,31968
81030,"Fresh black-, white- or redcurrants and gooseberries",0,0,0,0,0,0,0,0,0,,,0,13,12,15,80,175,136,219,506,350,,0,0,0,0,2,16,1,0,0,
81210,"Cherries, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ...",0,0,0,0,0,0,0,0,0,,,2,131,14,14,2,34,14,1,10,12,,0,0,0,0,0,0,0,2,0,
81320,Dried prunes,0,0,0,0,0,0,0,0,0,,,450,1459,487,15,1,8,72,779,948,109,,107,141,107,139,187,152,143,350,214,436
81340,"Dried peaches, pears, papaws """"papayas"""", tamarinds and other edible fruits (excluding nuts, ...""",0,0,44,0,403,1742,16,1017,2721,,,18033,12254,11770,10586,14798,22122,19141,23153,26427,34978,,3778,8596,8369,94200,84506,154850,84321,30169,23373,38020
90220,Green tea in immediate packings of > 3 kg,0,0,0,0,0,1,4,2,0,,,9684,10012,10835,10902,14052,13648,14264,15190,15298,15784,,2020,2271,538,624,995,4330,7510,16487,5176,54070
90812,"Nutmeg, crushed or ground",0,0,197,0,5,0,0,0,0,,,0,3873,8382,7395,6420,7818,6488,6093,6090,9123,,23,183,831,398,431,225,266,67,21,416
90821,"Mace, neither crushed nor ground",38,54,0,0,0,0,0,0,0,,,0,328,296,519,509,564,548,734,709,1739,,1582,1576,1627,1515,1431,1969,2113,4100,4911,2876
90931,"Cumin seeds, neither crushed nor ground",143,93,237,172,658,1745,2284,2318,3132,,,0,248493,288353,220316,274773,336139,416654,450079,504935,448845,,225,308,430,172,808,2211,2429,2320,3139,3273
90962,"Juniper berries and seeds of anise, badian, caraway or fennel, crushed or ground",2,2,0,0,22,19,0,16,0,,,0,1214,1388,2275,2266,2417,2485,2561,2687,2860,,3,5,9,13,31,21,6,46,22,12
100119,Durum wheat (excluding seed for sowing),0,1097,0,0,0,0,5,0,0,,,0,319867,81138,3550,2348,450,200,25,949,2040,,14041,4775,3,5077,3914,620,1387,0,64,21
100390,Barley (excluding seed for sowing),0,0,0,223,0,13,495,224,325,,,0,107947,122412,9941,581,263,1344,429,505,698,,18504,17977,16493,16346,22297,35709,47887,62729,67690,164368
100590,Maize (excluding seed for sowing),328939,304190,155793,22877,0,334,23405,583,1519,,,1117289,1229360,808461,190074,106274,121574,193791,100909,352844,882533,,462771,624214,1170180,1614132,1644258,1474889,2085299,2288632,2382111,2338105
100640,Broken rice,0,0,0,0,0,0,0,0,3160,,,286401,318620,279817,320960,202845,370257,422117,90600,348671,1037236,,2036,2060,1800,1947,3020,3735,4700,4620,6714,121378
110100,Wheat or meslin flour,513,19,313,301,9,11,32,28,48,,,78796,145673,136411,121653,90454,88213,100405,105415,138978,188138,,10738,8373,9651,9021,7491,11183,8678,17224,10026,9994
110412,Rolled or flaked grains of oats,0,0,0,0,0,0,2,0,0,,,416,1031,452,456,702,876,1263,1305,2076,2535,,29,118,377,719,1016,1359,926,17999,3100,3813
110819,"Starch (excluding wheat, maize, potato and manioc)",1,9,1,0,0,0,0,0,0,,,3216,2021,1552,2140,1303,1417,1081,1258,1663,1600,,1108,787,1102,744,1490,3050,896,1167,2478,2423
120510,"Low erucic acid rape or colza seeds """"yielding a fixed oil which has an erucic acid content ...""",0,0,0,0,0,0,0,0,0,,,112,58,35,16,31,38,259,0,0,5,,69,77,296,377,292,70,32,34,31,52
121020,"Hop cones, ground, powdered or in the form of pellets; lupulin",0,0,0,0,0,0,0,0,0,,,2,17,5,8,98,28,199,201,431,259,,2466,4143,4982,4466,11026,10044,15906,10953,9854,7850
121120,"Ginseng roots, fresh or dried, whether or not cut, crushed or powdered",1,0,0,0,0,0,2,16,0,,,4,67,0,12,41,23,17,7,55,199,,481,354,810,862,895,1015,1258,1074,1032,2863
121130,"Coca leaf, fresh or dried, whether or not cut, crushed or powdered",0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,20,11,17,3,,0,0,0,0,0,0,0,0,0,
121190,"Plants, parts of plants, incl. seeds and fruits, used primarily in perfumery, in pharmacy or ...",1862,5085,3416,10664,2769,3299,1889,5114,701,,,196331,207685,238705,237786,259300,291736,307845,285779,347313,414425,,15276,22460,26711,32269,20912,28548,31983,45109,56773,77127
130212,Extracts of liquorice (excluding that with a sucrose content by weight of > 10% or in the form ...,0,1,3,3,0,4,5,7,14,,,155,108,200,26,39,99,70,26,131,121,,8,39,39,114,64,127,255,186,140,264
150110,"Lard, rendered or otherwise extracted (excluding lard stearin and lard oil)",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,2,0,0,0,0,1,94
150120,"Pig fat, rendered or otherwise extracted (excluding lard)",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,2,
151110,Crude palm oil,0,0,0,0,0,0,0,0,0,,,0,0,38,2,0,0,0,0,0,1,,7642,7200,9818,1549,0,1,66,176,268,
151411,"Low erucic acid rape or colza oil """"fixed oil which has an erucic acid content of < 2%"""", ...""",0,0,0,0,0,0,0,0,0,,,39,20,44,15,20,13,5,19,109,59,,496,1499,2798,1774,2170,2012,3332,2709,2585,35
151529,"Maize oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,0,0,0,0,,,87,127,51,323,265,119,91,52,134,152,,4139,5375,4379,2971,4710,3597,2358,2542,2261,2646
151550,"Sesame oil and its fractions, whether or not refined, but not chemically modified",0,435,202,0,264,546,794,745,1007,,,8748,14453,16117,17948,16652,19689,27717,27133,34832,30074,,499,1235,1278,1041,1089,1544,2030,2117,3224,3358
160220,Preparations of liver of any animal (excluding sausages and similar products and finely homogenised ...,0,0,0,3,2,0,0,0,0,,,0,24,0,0,0,0,0,0,0,0,,94,192,98,111,372,206,165,276,400,696
160417,"Prepared or preserved eels, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,35,44,61,78,179,460,1190,1903,1228,2399
160540,"Crustaceans, prepared or preserved (excluding smoked, crabs, shrimps, prawns and lobster)",0,0,0,0,0,0,0,0,0,,,285,41440,69505,52241,22743,18305,30807,37276,27647,873,,0,122,0,596,219,43,0,173,21,221
160559,"Molluscs, prepared or preserved (excluding smoked, oysters, scallops, mussels, cuttle fish, ...",0,0,0,0,0,0,0,0,0,,,0,18,10,2,0,598,491,692,509,1401,,63,108,688,549,1159,289,13,388,378,1284
170114,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter (excluding ...",0,0,0,0,0,0,0,0,0,,,0,172223,320458,136804,74715,18809,19179,370078,532951,1340793,,27432,22876,27202,51691,65919,44831,45359,86504,205012,83454
170220,"Maple sugar, in solid form, and maple syrup (excluding flavoured or coloured)",0,0,0,0,0,0,0,0,0,,,0,5,9,20,10,13,62,50,59,848,,0,144,3,4,8,15,13,22,35,94
190211,"Uncooked pasta, not stuffed or otherwise prepared, containing eggs",0,0,0,0,0,0,0,0,0,,,64,35,50,95,165,118,159,179,257,110,,23,86,15,33,10,51,312,166,186,110
190300,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, ...",0,0,0,0,0,0,0,0,0,,,1385,3214,1862,1272,1285,2226,2389,2747,4122,8486,,120,203,224,262,579,1916,3783,4212,3802,5229
190520,"Gingerbread and the like, whether or not containing cocoa",0,0,0,0,0,0,0,0,0,,,72,25,145,205,13,9,15,27,4,8,,7,3,7,18,2,40,75,112,271,327
200410,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid, frozen",0,0,0,0,0,0,0,0,84,,,2230,2840,5219,6496,6257,14245,18827,29117,38888,49349,,3245,4904,6009,6993,14439,12129,25896,38386,24382,21753
200600,"Vegetables, fruit, nuts, fruit-peel and other edible parts of plants, preserved by sugar (drained, ...",0,0,0,0,0,0,1,0,0,,,2801,1968,2315,2219,1936,2179,3139,3522,3279,4484,,333,275,460,288,720,1182,1871,1469,1042,7235
200850,"Apricots, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,,,0,1,0,0,6,8,5,0,4,6,,100,46,148,316,219,143,217,99,110,49
200989,"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening ...",268,419,186,112,265,112,229,266,93,,,0,3546,2741,3513,3575,7771,6115,6414,5666,6005,,1875,2699,3324,2997,3730,3946,3133,4434,3361,7759
210130,"Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates ...",0,0,0,0,141,1625,2344,1049,2106,,,13400,12823,11874,17106,17188,16801,14973,16365,19450,24092,,166,766,79,158,142,1636,2438,1291,2115,2255
210310,Soya sauce,0,0,2,0,0,0,0,0,0,,,333,496,527,580,851,805,773,993,1209,1064,,844,2862,4265,4940,5802,6820,6954,7994,8238,8015
230320,"Beet-pulp, bagasse and other waste of sugar manufacture",0,0,0,0,0,0,0,0,0,,,4,3,49,5,11,210,296,527,833,1241,,0,0,0,5,4,20,47,28,15,1111
230610,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,176,1164,122,0,0,99,0,0,,,2915,12315,12798,15797,15507,14132,8083,7519,8377,7142,,16,176,1164,122,0,0,126,0,0,1748
230660,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",852,159,20,0,0,65,872,32,0,,,0,0,104,48,0,0,0,225,219,0,,22766,27346,27478,25008,35885,46369,53499,65812,66653,94048
240210,"Cigars, cheroots and cigarillos containing tobacco",0,0,0,0,0,0,0,0,0,,,857,1301,833,947,1058,872,880,1037,1202,1092,,24,34,76,181,135,140,54,14,18,31030
240311,Water-pipe tobacco (excluding tobacco-free. See subheading note 1.),0,0,0,0,0,0,0,0,0,,,0,6087,11794,12567,8862,9415,9450,8623,7761,9222,,0,0,0,0,0,0,0,0,0,306
250100,"Salts, incl. table salt and denatured salt, and pure sodium chloride, whether or not in aqueous ...",15315,6005,9484,9891,7969,10517,11107,19031,6734,,,99547,133213,122538,129070,121091,174311,227160,236840,195431,180202,,21476,17917,18928,18280,15462,21425,24109,28824,23939,42954
250810,Bentonite,1019,746,1207,1360,1470,1776,2262,2051,2926,,,53525,72996,65403,68299,75810,71298,83391,82580,70928,74284,,3516,2928,3396,4840,4629,6141,6758,8412,10929,18069
251741,"Marble granules, chippings and powder, whether or not heat-treated",0,0,0,0,0,0,0,0,0,,,588,667,482,325,457,587,537,601,710,849,,1,5,33,7,58,1,0,2,220,310
252100,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ...",0,0,0,0,0,0,0,0,0,,,41456,42270,58599,62816,62534,57638,61843,62712,28290,45010,,74,307,542,186,73,43,1681,107,119,80
252220,Slaked lime,1,0,0,0,0,0,0,0,0,,,1273,625,95,870,142,738,861,818,555,638,,137,386,123,99,82,48,35,65,67,280
252230,Hydraulic lime (excluding pure calcium oxide and calcium hydroxide),0,0,0,0,0,0,0,0,0,,,547,899,530,936,1429,945,578,336,479,690,,24,5,18,38,30,30,18,32,63,615
252310,Cement clinkers,0,0,0,0,0,0,0,0,0,,,46614,84686,163684,102020,125797,142689,177907,48564,42678,32796,,23832,7891,9431,8243,26827,35109,19258,17048,18204,4403
252390,"Cement, whether or not coloured (excluding portland cement and aluminous cement)",0,0,0,0,0,0,0,0,0,,,717,441,444,489,221,455,590,706,1685,3794,,3255,2657,4395,1430,202,313,415,407,908,580
252530,Mica waste,0,0,0,0,0,0,0,0,0,,,12917,14702,13066,10778,11677,12828,15110,8787,9531,8938,,0,0,0,0,1,0,0,0,0,2
252800,"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ...",0,0,0,0,0,0,0,0,0,,,0,154,21,26,19,13,5,122,61,18,,297,201,297,422,938,1136,1724,2551,2528,2410
260111,Non-agglomerated iron ores and concentrates (excluding roasted iron pyrites),0,0,0,0,0,8123,23821,0,8284,,,2407949,1397507,683397,118390,537211,763492,356465,1020338,2390703,2109250,,2435,2435,5039,5972,130633,242193,683379,1057975,1388639,1649065
260200,"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a ...",52,669,37,67,71,81,83,83,61,,,8695,3290,2048,205,229,249,8292,3931,12251,9473,,19631,24229,47762,25844,27386,44309,38631,28321,23266,7358
261100,Tungsten ores and concentrates,481,42,267,3,0,0,16,0,0,,,95,652,581,6,1,341,834,0,0,0,,103003,120341,80887,33971,36055,27060,9771,11361,13650,14185
261210,Uranium ores and concentrates,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
262099,"Slag, ash and residues, containing metals or metal compounds (excluding those from the manufacture ...",0,0,0,0,0,0,0,0,0,,,251,2148,2298,2142,1338,1329,8412,19550,7430,16853,,269,17,12,3,0,2,0,14,21,1201
270400,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon",0,0,0,0,0,0,0,0,0,,,145541,29203,19654,17481,18142,16146,22272,28104,24110,515694,,37298,45240,127041,95156,85675,213876,318686,312247,219961,439652
271410,Bituminous or oil-shale and tar sands,0,0,0,0,0,0,143,87,0,,,169,107,106,379,2985,0,57,0,1,18,,46,81,31,42,28,42,158,122,54,11
271500,"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural ...",0,1,3,12,24,0,2,1,3,,,1074,1561,978,768,739,1955,3382,2824,2995,3907,,9419,3777,3507,4228,3720,3842,3720,4045,4227,5028
271600,Electrical energy,0,0,0,0,0,0,0,0,0,,,323,0,3,24483,64856,39074,229251,610728,491404,576310,,158655,221180,142704,142847,135536,109041,170869,187782,173217,66523
280300,"Carbon (carbon blacks and other forms of carbon, n.e.s.)",20793,15463,17205,12634,12673,18007,14250,21218,11634,,,270631,143578,132877,94378,79122,114752,132758,157362,110181,261941,,83132,87320,104213,87641,88828,138055,198406,192825,177246,269783
280430,Nitrogen,0,0,0,0,2,1,0,0,0,,,17,42,78,87,204,404,233,181,81,254,,128,112,119,143,645,835,624,646,526,291
280469,"Silicon containing < 99,99% by weight of silicon",0,0,0,0,0,0,0,0,0,,,264,287,276,373,80,108,468,226,249,1324,,2128,2654,4088,6557,9409,12159,16607,13106,16728,23676
280540,Mercury,0,0,0,0,0,0,0,0,0,,,732,4753,713,848,1633,635,2393,5193,2300,2053,,228,128,80,20,32,22,0,0,0,
280610,"Hydrogen chloride """"hydrochloric acid""""""""",0,26,43,1345,2162,2358,1327,2726,1033,,,8885,8408,9455,9659,9575,10546,9504,12756,8185,11824,,440,626,577,4047,5720,5566,3315,4963,2488,2529
281910,Chromium trioxide,28,28,0,0,0,0,0,0,0,,,352,1736,2308,2446,2759,3156,4515,5192,8064,12172,,4705,4103,3469,3011,2541,3042,3677,3445,2942,2009
282300,Titanium oxides,0,0,16,2,0,12,87,2,0,,,87826,59334,43062,35714,32893,36131,50413,56394,41839,62932,,38991,32293,35919,35497,29288,44577,44499,39242,35195,39001
282550,Copper oxides and hydroxides,0,0,0,0,0,0,0,54,163,,,695,2536,2900,2266,2747,3378,3328,2762,3093,7018,,1895,4829,6103,7375,10130,14528,14171,15296,18243,14073
282570,Molybdenum oxides and hydroxides,0,0,0,0,0,0,0,0,0,,,183,95,415,309,134,109,92,83,3676,4440,,64,383,3,2,1,2,1,0,1003,3883
282732,Aluminium chloride,16,34,136,159,293,308,468,841,1162,,,21218,24873,29772,26412,26977,30758,33615,36490,42810,45839,,3136,4904,5285,7009,8081,9991,10655,11587,10615,4152
282741,Chloride oxides and chloride hydroxides of copper,0,0,0,0,0,0,0,86,83,,,4835,10348,5570,6892,7672,9264,8614,7851,4688,5615,,33,533,820,639,2661,1622,1691,2962,4441,4893
282760,Iodides and iodide oxides (excluding inorganic or organic compounds of mercury),605,861,663,404,424,372,325,684,484,,,54542,47688,35340,24293,26127,22374,26122,25858,30191,33130,,978,1108,949,807,779,601,550,969,677,748
283311,Disodium sulphate,0,0,0,19,0,0,38,6,0,,,222,586,882,3727,9163,9577,11853,13341,12042,17560,,29558,33750,31103,27413,28784,34876,45557,41588,40632,25650
283327,Sulphate of barium,4,19,4,0,0,0,0,0,0,,,146,241,360,290,278,270,119,187,157,226,,1618,2343,2344,2165,2965,4342,5909,8240,7528,9166
283510,"Phosphinates """"hypophosphites"""" and phosphonates """"phosphites""""""""",0,0,0,0,0,0,0,1,0,,,4101,4911,5216,3359,4551,5418,3633,2702,2353,3348,,930,271,1122,1647,1492,1848,2599,2318,2543,2110
283919,"Silicates of sodium, incl. commercial silicates (excluding sodium metasilicates)",0,0,0,0,0,26,0,0,0,,,4247,12291,10968,6923,4546,6481,7973,7311,6579,11621,,2558,4670,3136,3152,4481,3847,3974,3386,2268,1000
284011,"Anhydrous disodium tetraborate """"refined borax""""""""",0,0,0,0,0,0,0,0,0,,,27,55,4,38,85,189,98,198,258,345,,159,215,74,164,54,95,23,12,10,5
284190,"Salts of oxometallic or peroxometallic acids (excluding chromates, dichromates, peroxochromates, ...""",0,0,0,0,0,0,0,0,0,,,1423,1381,684,1141,369,916,364,684,425,574,,2554,2304,1628,1505,1728,1645,1654,1937,1494,14432
284430,"Uranium depleted in U 235 and its compounds; thorium and its compounds; alloys, dispersions, ...",0,0,0,0,0,0,0,0,0,,,522,675,913,398,567,638,566,546,253,653,,2,0,0,0,0,8,0,0,0,45
284510,"Heavy water """"deuterium oxide"""" [Euratom]""""",0,0,0,0,0,0,0,0,0,,,2828,15963,10587,1528,3709,3,9,0,0,38,,0,10,35,25,236,771,165,83,34,
284610,Cerium compounds,0,0,1,0,6,0,0,0,0,,,948,238,154,119,163,1379,1919,2584,2428,1763,,649,3273,6796,9551,6174,10455,0,0,0,145
284990,"Carbides, whether or not chemically defined (excluding of calcium or silicon, and inorganic ...",0,0,0,0,0,0,0,0,0,,,1017,707,595,642,582,647,656,1224,1208,853,,187,446,529,12,443,1150,1426,1259,546,1149
285210,"Compounds, inorganic or organic, of mercury, chemically defined (excluding amalgams)",0,7,12,12,2,9,5,5,53,,,0,366,419,256,201,1587,1787,700,626,443,,179,83,136,228,90,184,31,58,119,747
290219,"Cyclanes, cyclenes and cycloterpenes (excluding cyclohexane)",0,0,0,0,0,0,29,0,0,,,6530,11062,6603,6385,5165,10967,18301,18376,22817,29233,,2957,3249,3488,3632,2851,4307,5145,7727,6342,7869
290313,"Chloroform """"trichloromethane""""""""",0,0,4,1,0,0,0,0,0,,,176,762,148,183,237,161,503,668,273,559,,103,92,79,51,96,73,107,58,77,90
290371,Chlorodifluoromethane,3860,2953,3549,3974,3207,3797,5919,5914,2040,,,0,27781,41761,45926,38206,51904,69980,68951,48098,46887,,6286,5002,7110,7488,6099,7261,9636,9045,4795,5631
290399,"Halogenated derivatives of aromatic hydrocarbons (excluding chlorobenzene, o-dichlorobenzene, ...""",0,0,0,0,0,0,0,0,1,,,0,17948,20400,23006,28501,32326,40627,56308,60708,88347,,2208,260,428,49,228,400,567,383,675,1161
290490,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...",0,0,4,10,54,99,0,0,0,,,29655,49685,77909,65992,57978,8648,0,0,0,0,,1710,1574,2091,1374,542,1028,0,0,0,
290712,Cresols and their salts,0,0,0,0,0,0,0,0,0,,,36271,37970,44035,33201,47640,40359,47369,48230,34983,48599,,20,23,14,20,24,85,14,11,3,13
290722,"Hydroquinone """"quinol"""" and its salts""""",25,105,76,25,47,26,14,43,59,,,8448,9932,11849,7302,6485,9879,11021,12643,9094,12445,,46,130,106,71,200,218,128,192,181,69
290949,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...""",990,934,1055,1418,1788,1787,2692,2778,743,,,27683,34511,37927,32724,30917,35369,50138,53509,59171,86398,,4711,4799,5974,5449,6133,7611,9409,9166,8187,8541
291100,"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, ...",0,0,0,0,0,0,0,0,0,,,6488,6250,7545,7564,7551,12418,7086,11796,12121,17352,,3,15,14,60,53,342,524,425,472,145
291260,Paraformaldehyde,0,0,0,0,0,0,0,39,0,,,203,332,137,378,189,320,403,1097,1848,6682,,190,138,181,79,104,135,263,140,144,305
291431,"Phenylacetone """"phenylpropan-2-one""""""""",0,0,0,0,0,0,0,0,0,,,1101,354,261,689,1435,1750,2828,4627,3669,3557,,0,0,0,0,61,216,374,395,245,
291529,Salts of acetic acid (excluding inorganic or organic compounds of mercury),58,76,140,71,54,103,228,239,210,,,10041,7407,6737,9608,7432,5785,8233,7578,8259,15134,,1508,1389,1419,1456,1556,1672,1465,2571,2533,3669
291616,Binapacryl (ISO),0,0,0,0,0,0,0,0,0,,,0,10,4,0,0,0,0,0,0,0,,0,4,7,23,0,0,0,0,0,
291619,"Unsaturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids ...",22,13,14,10,4,92,51,113,88,,,49835,63001,45629,33246,34772,46042,52917,52049,47172,73726,,1903,2804,2585,2347,2825,4055,4621,5245,5632,5340
291737,Dimethyl terephthalate,0,0,0,0,0,0,0,0,0,,,0,0,3,2,2,0,3,1,0,0,,28,47,25,27,102,61,24,14,19,238
291817,"Phenylglycolic acid """"mandelic acid"""", its salts and esters""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,166
291899,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",314,642,498,647,1125,617,1110,428,423,,,36156,44013,53965,47496,53124,57216,71324,90357,226132,228359,,2417,2239,1926,3498,3613,2859,3790,3163,3491,3209
291990,"Phosphoric esters and their salts, incl. lactophosphates; their halogenated, sulphonated, ...""",88,108,76,265,3,18,65,86,26,,,9481,15217,11378,9014,9002,9559,13313,15579,9941,11866,,1350,2541,6343,4856,3115,4477,6953,8465,9583,36474
292021,Dimethyl phosphite,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,
292159,"Aromatic polyamines and their derivatives; salts thereof (excluding o-phenylenediamine, m-phenylenediamine, ...",15,17,301,93,275,472,346,354,169,,,87153,103394,106545,90366,69559,72237,95290,123276,74673,109931,,1685,1038,2032,1734,1971,1612,2678,1805,1763,2019
292213,Triethanolamine and its salts,229,156,159,0,0,0,0,0,0,,,815,989,1173,740,1059,368,0,0,0,0,,2569,2936,3621,3996,3945,3902,0,0,0,13
292423,"2-Acetamidobenzoic acid """"N-acetylanthranilic acid"""" and its salts""""",0,0,0,0,0,0,0,0,0,,,210,100,6,1,17,6,4,51,0,0,,808,882,477,692,892,1267,119,0,0,
292519,"Imides and their derivatives; salts thereof (excluding saccharin and its salts, glutethimide ...",1,13,22,17,1,0,16,50,77,,,18365,19951,20563,24476,26942,27070,27580,27216,35905,20795,,241,163,323,226,330,402,539,500,716,1094
293090,"Organo-sulphur compounds (excl. thiocarbamates and dithiocarbamates, thiuram mono-, di- or ...",303,320,508,324,423,686,758,751,920,,,47168,69479,59930,75673,44023,80641,101309,133003,190998,238570,,9205,10350,16682,16649,19001,23109,37099,42845,50291,97335
293120,Tributyltin compounds,0,0,0,0,0,0,0,0,1,,,0,508,392,272,68,150,210,284,339,2447,,5,0,1,0,1,0,0,0,1,1
293139,"Separate chemically defined organo-phosphorous derivatives, n.e.s.",0,0,0,0,0,0,35,171,462,,,0,0,0,0,0,2215,3533,2798,3280,3945,,0,0,0,0,0,0,471,1075,1504,19002
293212,"2-Furaldehyde """"furfuraldehyde""""""""",0,0,0,0,0,0,0,0,0,,,51,343,318,2264,2048,804,10,129,17,247,,714,570,655,635,522,1007,1006,603,416,813
293292,"1-""""1,3-Benzodioxol-5-yl""""propan-2-one""""",0,0,0,0,0,0,0,0,0,,,0,1,0,1,0,0,4,0,31,61,,0,0,67,0,0,0,0,0,0,
293329,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused imidazole ring, ...",244,372,813,774,714,1205,1203,1419,2573,,,105036,176155,152544,118307,120641,240764,185091,201891,272102,291786,,2787,3473,5191,5459,5076,6681,7278,7337,12090,11985
293359,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing a pyrimidine ring, whether ...""",771,1045,2629,3290,3738,3290,3182,2881,3834,,,119164,189471,179904,206107,280006,335337,344191,337850,431250,736705,,5159,5043,8280,10818,11212,12230,11833,12507,16165,45452
293361,Melamine,0,0,18,0,13,9,19,29,15,,,12,12,141,198,449,23,84,42,2866,13641,,3813,5322,6649,7156,11807,15421,26496,26468,25944,41183
293430,"Heterocyclic compounds containing in the structure a phenothiazine ring-system, whether or ...",10,56,111,263,197,378,370,365,223,,,1252,3456,2347,4496,2910,4117,6181,8317,6455,8275,,783,1045,1293,1295,1528,1525,1643,1617,1146,791
293623,"Vitamin B2 and its derivatives, used primarily as vitamins",23,0,26,23,43,55,87,67,137,,,4440,5058,4515,6102,8112,6511,7821,7667,9156,11010,,2617,2663,3602,4517,7495,6345,7582,7063,4033,3343
293628,"Vitamin E and its derivatives, used primarily as vitamins",0,0,0,0,1,0,42,262,275,,,1900,937,1610,786,2282,4626,4688,5210,8585,14008,,23319,21858,20312,13475,23106,20080,17793,14628,23025,29616
293723,Oestrogens and progestogens,124,574,127,355,583,381,536,243,130,,,2118,4356,2734,2282,1606,984,2274,3498,6684,8985,,304,1539,1233,1390,1952,1668,2800,842,775,393
293890,"Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other ...""",0,10,0,18,19,0,1,5,8,,,16526,21050,13841,14783,20502,22272,35766,25944,30174,35502,,438,435,1385,1458,1926,2536,4320,4689,4908,5555
293920,Alkaloids of cinchona and their derivatives; salts thereof,11,5,10,12,40,41,16,9,44,,,17860,32528,21328,19128,16306,16261,14121,16685,36210,22722,,86,17,42,42,93,41,70,199,303,14
293930,Caffeine and its salts,271,173,120,672,201,293,560,750,866,,,21880,20717,13713,6621,14315,17172,27016,23147,27061,38267,,3663,2564,2982,6379,2495,4477,5926,6354,7324,7638
293941,Ephedrine and its salts,40,0,1,0,0,0,0,0,0,,,3523,3547,5379,2674,3027,2538,2194,3318,3418,2823,,40,0,1,0,0,0,0,0,0,
293942,"Pseudoephedrine """"INN"""" and its salts""""",72,0,36,0,0,0,0,0,0,,,21032,26470,19631,19538,22686,22509,21472,23455,19348,13796,,72,177,36,0,0,0,0,0,0,
