Product code,Product label,Viet Nam's imports from Germany-Value in 2012,Viet Nam's imports from Germany-Value in 2013,Viet Nam's imports from Germany-Value in 2014,Viet Nam's imports from Germany-Value in 2015,Viet Nam's imports from Germany-Value in 2016,Viet Nam's imports from Germany-Value in 2017,Viet Nam's imports from Germany-Value in 2018,Viet Nam's imports from Germany-Value in 2019,Viet Nam's imports from Germany-Value in 2020,Viet Nam's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
160554,"Cuttlefish and squid, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,,,6705,7020,5149,4132,3898,5374,5776,5456,5402,5358,,42,98,200,600,876,668,771,4555,5605,27554
160555,"Octopus, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,,,1152,1165,1152,1498,1309,1234,1270,1233,1561,1209,,18,63,150,352,313,372,349,432,306,712
170240,"Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter, ...",0,0,0,0,0,0,0,0,0,,,31323,37868,33123,21714,18451,18129,10720,2847,2879,3024,,1864,2055,0,851,2482,3017,3027,1260,1100,3499
180200,"Cocoa shells, husks, skins and other cocoa waste",0,0,0,0,0,0,0,0,0,,,2432,4845,4483,3312,3590,3747,3747,4014,5702,5890,,0,0,0,0,0,0,0,0,1,713
180320,"Cocoa paste, wholly or partly defatted",0,0,0,0,0,0,0,0,0,,,115552,76004,51237,34721,44247,29891,14120,12729,9410,24863,,0,7,0,9,31,18,1,32,88,
180500,"Cocoa powder, not containing added sugar or other sweetening matter",0,0,0,1,2,5,4,0,0,,,302235,221542,211229,218101,274425,252642,274484,266946,276636,314551,,14106,11058,9333,10659,14725,13947,14319,16892,15368,18795
180620,"Chocolate and other food preparations containing cocoa, in blocks, slabs or bars weighing > ...",0,264,1,1,3,2,3,72,1,,,310048,338336,379803,301415,334932,363375,363619,344368,357570,451205,,2635,2632,2718,2989,3424,4597,5440,5031,3910,7490
190120,"Mixes and doughs of flour, groats, meal, starch or malt extract, not containing cocoa or containing ...",41,4,22,42,129,135,187,210,109,,,440544,477205,512765,479993,495983,551444,564860,544910,383887,427619,,3816,5205,4695,4880,3214,6256,4879,4437,3476,4783
190430,"Bulgur wheat in the form of worked grains, obtained by cooking hard wheat grains",0,0,0,0,0,0,0,0,0,,,3547,3512,3878,4862,5324,7088,6325,6778,8920,7378,,0,0,0,0,0,0,0,0,0,2
200490,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar or acetic ...",0,0,0,0,0,0,0,0,0,,,78877,84558,84364,80246,94115,114409,125186,127828,131504,141099,,48,18,272,709,234,5854,372,648,377,3659
200551,"Shelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",0,0,0,0,0,0,0,0,0,,,10326,5205,4175,3687,4935,4307,5047,5481,5885,5705,,0,0,9,47,25,32,48,52,41,207
200560,"Asparagus, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,0,0,0,0,,,7927,8299,7019,7008,8118,7488,6188,6498,7534,7992,,80,53,55,57,70,75,80,64,50,31
200791,"Citrus fruit jams, jellies, marmalades, pur?es or pastes, obtained by cooking, whether or not ...",0,0,0,0,0,0,0,0,0,,,11481,11440,10967,9054,8331,7892,9059,9330,7746,7702,,64,75,82,84,144,93,118,195,192,534
200893,"Cranberries """"Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"""", prepared ...""",0,1,0,0,0,0,1,1,1,,,10818,15325,17746,15309,16128,16055,20132,24852,23789,23643,,0,7,30,11,22,64,162,320,440,462
200912,"Orange juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,19,93,72,11,0,0,,,260493,272689,276910,237543,217837,237106,289920,272437,253342,247194,,162,201,186,309,346,297,139,284,399,69
200969,"Grape juice, incl. grape must, unfermented, Brix value > 30 at 20¡ÆC, whether or not containing ...",6,0,0,1,2,0,2,3,0,,,3985,2956,2656,1599,1453,1442,1610,1155,1484,2059,,468,697,756,502,659,826,874,951,905,645
210120,"Extracts, essences and concentrates, of tea or mate, and preparations with a basis of these ...",3,3,7,154,90,151,12,19,40,,,60646,74239,82226,72641,70908,72913,81750,75588,78541,87779,,697,1967,4158,4675,5196,12067,17378,16763,14243,53784
210390,Preparations for sauces and prepared sauces; mixed condiments and seasonings (excluding soya ...,30,83,208,140,462,716,617,797,944,,,628727,660688,696569,614291,654850,741050,808241,785420,784715,872216,,22344,23331,26280,30004,38551,44499,52513,66579,68091,78693
220110,"Mineral waters and aerated waters, not containing added sugar, other sweetening matter or flavoured",8,0,12,0,34,19,56,80,16,,,70464,86116,88463,85140,89926,94052,107189,94708,85574,87250,,1028,1099,1317,1595,1937,2636,3869,5984,3793,1798
220422,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,83545,98432,97691,98383,92504,,0,0,0,0,0,0,652,884,613,1342
220710,"Undenatured ethyl alcohol, of actual alcoholic strength of >= 80%",26,54,87,76,48,115,104,179,226,,,143884,174826,159096,187152,210473,275553,273872,296813,357451,366013,,223,240,459,252,281,396,1045,5911,11352,1703
220820,Spirits obtained by distilling grape wine or grape marc,0,0,0,0,0,0,0,0,14,,,110652,113404,99035,78706,73208,82609,80444,71534,42274,49297,,15136,26642,23464,31659,20071,17851,15486,12039,9512,167872
220840,Rum and other spirits obtained by distilling fermented sugar-cane products,0,0,0,0,0,17,72,44,19,,,209704,200854,208314,163201,234914,203931,157245,59724,45819,62836,,315,173,245,226,186,202,170,125,85,1106
230230,"Bran, sharps and other residues of wheat, whether or not in the form of pellets, derived from ...",128,0,0,0,55,20,61,79,42,,,81631,111646,80166,65763,63314,63508,78865,76955,87689,96848,,93980,120157,95170,99629,142852,121803,103065,101269,91943,68218
230800,"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ...",0,0,0,0,0,0,0,95,886,,,19772,20693,22420,21448,21502,22949,16449,15648,34582,42185,,269,273,435,1355,1677,1233,2201,947,1925,1580
230910,"Dog or cat food, put up for retail sale",0,21,15,0,0,0,28,39,5,,,999170,1152495,1425972,1281224,1408188,1606387,1764400,1819065,2215499,2655950,,4393,5631,6887,7024,9776,11748,16462,21511,30245,38240
250300,"Sulphur of all kinds (excluding sublimed sulphur, precipitated sulphur and colloidal sulphur)",135,158,192,149,71,62,53,36,37,,,175971,152516,150671,130028,108670,101178,47705,42379,32061,48648,,57245,48105,50358,84375,35999,49991,73078,45328,17575,11598
250490,Natural graphite (excluding in powder or in flakes),0,0,1,0,1,0,0,0,0,,,1243,1507,2473,2704,3222,2233,866,1964,1478,3625,,198,430,163,38,318,158,96,129,138,25
250830,Fireclay (excluding kaolin and other kaolinic clays and expanded clay),0,5,5,82,5,0,0,9,0,,,916,1089,1045,1176,1761,1898,2618,2857,3032,3847,,436,391,494,1913,404,634,939,807,785,4238
250840,"Clays (excluding fireclay, bentonite, kaolin and other kaolinic clays and expanded clay)",5,15,13,13,4,13,6,13,32,,,109581,105493,111386,100466,125245,121838,114979,103894,89380,100791,,6192,6271,7610,7687,9735,9722,8595,8046,7678,6695
251320,"Emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated",0,1,0,0,0,115,4,0,144,,,3426,2333,2606,2201,2316,2496,2921,3533,3130,2504,,1058,719,869,1331,1435,1446,1376,1594,1594,1871
251520,Ecaussine and other calcareous monumental or building stone of an apparent specific gravity ...,0,0,5,0,0,0,0,0,0,,,11137,29714,35048,19226,18255,12491,18016,9431,5423,6799,,138,11,5,0,2,1,31,96,102,131
251810,"Crude dolomite, not calcined or not sintered, incl. dolomite roughly trimmed or merely cut, ...""",0,0,0,0,0,1,0,0,0,,,13125,12761,14480,13821,12344,12678,12596,11385,10075,12261,,1363,1620,2218,2135,1845,1870,2001,2214,2749,4826
251990,"Fused magnesia; dead-burned """"sintered"""" magnesia, whether or not containing small quantities ...""",46,34,9,25,92,67,115,41,44,,,50904,55830,62360,45318,47384,71428,84278,62278,49897,72761,,7647,11446,12627,10443,7914,9419,19969,16385,14213,20980
252020,"Plasters consisting of calcined gypsum or calcium sulphate, whether or not coloured, with or ...",36,11,37,203,334,333,261,344,265,,,108064,112221,116478,89048,90672,98013,100180,95870,90739,105869,,3020,4135,5230,6441,7721,8192,9106,9663,8827,15469
252329,"Portland cement (excluding white, whether or not artificially coloured)",4,0,0,30,0,0,0,12,8,,,411731,397512,346795,313026,289836,289388,298960,295855,296262,344881,,258,144,84,440,136,335,185,25,26,687
252330,Aluminous cement,0,0,0,0,0,0,0,3,0,,,16901,13631,6885,5213,5772,5236,5823,5711,4832,2530,,3,39,228,55,424,471,615,725,395,1246
260600,Aluminium ores and concentrates,0,0,0,0,0,0,0,0,0,,,16087,15092,16230,12007,10340,14131,15114,12017,13622,18864,,1076,1540,1680,1242,1841,1567,2225,2137,2541,146
260700,Lead ores and concentrates,0,0,0,0,0,0,0,0,0,,,55256,11454,0,0,0,87,3567,884,1140,37090,,56,40,8,430,524,325,3961,14533,1457,4812
262190,"Slag and ash, incl. seaweed ash """"kelp"""" (excluding slag, incl. granulated, from the manufacture ...""",0,0,0,0,0,0,0,0,0,,,41439,43827,39826,30452,32030,32830,30100,25451,21583,25201,,271,165,77,39,26,142,181,186,93,6998
270119,"Coal, whether or not pulverised, non-agglomerated (excluding anthracite and bituminous coal)",12,0,0,0,0,0,0,0,0,,,7180,3742,2341,3638,4911,8710,6692,39736,46849,91592,,32741,31901,37842,48846,150611,353592,737785,1334034,1668213,888870
270120,"Briquettes, ovoids and similar solid fuels manufactured from coal",0,0,0,0,0,0,0,0,0,,,238,359,258,273,201,232,306,163,381,805,,73,125,308,23,71,45,112,46,3,
270740,Naphthalene containing > 50% of naphthalene (excluding chemically defined),0,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,355,126,30,49,803,71,242,464,249,6
270791,Creosote oils (excluding chemically defined),0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,51,21,33,11,35,11,23,60,57,11
270810,Pitch obtained from coal tar or from other mineral tars,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,850,529,81,59,71,14,0,8,0,452
271019,"Medium oils and preparations, of petroleum or bituminous minerals, not containing biodiesel, ...",1785,2293,2694,5381,3864,18832,6581,8601,8451,,,11077530,11744069,11926461,7920472,6560835,6963156,8062675,7597789,5859272,8883211,,6359577,4989501,5656485,4385832,4317746,5579364,6441341,5000670,3069394,4146904
271111,"Natural gas, liquefied",0,0,0,0,0,0,0,0,0,,,0,18,92,357,6,129,22,881,728,3770,,0,0,0,0,3,1,0,88,0,7338
271112,"Propane, liquefied",0,0,0,0,2,3,2,6,2,,,66097,66914,84798,41040,43469,58102,57286,44534,40058,62580,,180754,151026,199100,177946,122693,153645,188068,222201,220813,198167
280450,Boron; tellurium,0,0,0,0,0,0,0,0,0,,,6812,4926,5375,4785,4308,8055,9391,10656,5302,5098,,5,2,1,4,60,3,35,9,15,176
280480,Arsenic,0,0,0,0,0,0,0,0,0,,,4376,2308,3026,2337,2199,2097,3570,2443,2780,6110,,0,126,0,28,77,18,0,0,0,
280530,"Rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed",0,0,0,0,0,0,0,0,0,,,906,572,422,1033,418,259,806,278,116,202,,5401,2,0,828,2275,6361,0,0,0,53952
280800,Nitric acid; sulphonitric acids,34,32,56,63,85,121,74,104,143,,,37703,51184,41381,29191,35907,26231,29030,37665,29239,51066,,3007,3206,3176,3854,5357,7135,8689,9918,8306,7390
280910,Diphosphorus pentaoxide,0,0,0,1,0,0,0,0,0,,,3397,2784,1994,1132,1813,1577,1439,1487,2075,1735,,1,2,3,1,1,2,1,1,0,1
281121,Carbon dioxide,0,0,2,0,0,6,0,21,0,,,19933,18520,17424,17610,15549,18611,21649,20107,24547,22340,,4308,4228,3433,10497,8294,3471,1904,2309,2571,1999
281211,"Carbonyl dichloride """"phosgene""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,570,655,606,342,418,,0,0,0,0,0,0,17,12,0,
281390,Sulphides of non-metals (excluding carbon disulphide); commercial phosphorus trisulphide,0,0,0,0,1,0,0,0,0,,,28313,20317,26015,22245,20908,25970,25876,20334,18167,23098,,84,47,44,117,161,206,290,243,295,
281410,Anhydrous ammonia,0,0,0,0,0,1,0,0,0,,,212813,209111,177471,134607,90355,62815,112684,93483,91960,168509,,82932,63831,44423,45343,35911,45131,57872,44888,35901,64799
281530,Peroxides of sodium or potassium,1,0,0,0,0,0,0,0,0,,,1189,670,849,669,994,655,869,943,555,1026,,27,74,24,26,6,94,10,93,1,206
282490,"Lead oxides (excluding monoxide """"litharge, massicot"""")""""",9,0,0,0,0,0,0,0,0,,,29354,28054,26545,24083,20703,18349,5750,10681,7276,13462,,680,875,1768,1889,2003,3719,4664,4993,3785,1812
282530,Vanadium oxides and hydroxides,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,65,1832,189,117,13,159,231,176,129,457
282619,Fluorides (excluding of aluminium and mercury),71,18,6,7,29,77,10,12,17,,,23158,24039,26985,21491,22636,22336,27934,30312,28877,36411,,4381,6285,4528,2596,3352,4878,3295,3494,2635,3609
282690,"Fluorosilicates, fluoroaluminates and other complex fluorine salts (excluding sodium hexafluoroaluminate ...""",9,21,28,17,71,78,105,219,273,,,52597,23385,41435,56478,50678,51158,50650,45293,36573,38172,,603,717,706,534,776,1146,1066,1519,1627,1720
282749,Chloride oxides and chloride hydroxides (excluding copper and mercury),1,0,0,2,5,6,41,2,1,,,17626,15878,13996,10367,9353,10297,12133,13114,16171,18033,,436,384,503,373,631,366,381,176,249,499
282810,"Calcium hypochlorites, incl. commercial calcium hypochlorite",0,0,0,0,0,0,0,8,0,,,2061,2700,2790,2824,2789,2441,3326,3922,2666,2237,,14549,12369,15046,13269,13352,15993,20537,29376,35638,17831
283110,Dithionite and sulfoxylate of sodium,1561,1860,1902,2205,2209,2799,3638,4648,1808,,,102030,104066,99648,89371,85611,98844,101449,95383,68493,70244,,5605,5897,6615,6756,8075,9349,12304,13397,11211,14408
283220,Sulphites (excluding sodium),87,226,198,123,136,67,163,141,24,,,0,0,0,0,0,0,0,0,0,0,,827,1054,1359,1170,734,1070,1575,1397,1003,224
283319,Sodium sulphates (excluding disodium),2,3,3,3,3,0,0,0,2,,,10639,0,0,0,0,0,0,0,0,0,,519,1312,2810,1758,2373,1835,892,503,253,212
283322,Sulphate of aluminium,2,3,0,0,0,3,0,3,0,,,7787,8158,6785,6857,7123,6245,6149,7160,6824,7853,,2202,2587,2760,2371,1954,2063,2101,1617,1441,3878
283340,"Peroxosulphates """"persulphates""""""""",1,2,1,2,4,5,6,3,33,,,0,0,0,0,0,0,0,0,0,0,,1326,1638,1700,1597,2465,3667,3670,3416,4328,5926
283525,"Calcium hydrogenorthophosphate """"dicalcium phosphate""""""""",141,181,164,92,120,123,113,238,223,,,39437,45730,44288,38405,40095,39069,42353,38692,45037,50696,,18846,16668,10239,8390,13551,16241,14075,15569,13436,16106
283526,"Phosphates of calcium (excluding calcium hydrogenorthophosphate """"dicalcium phosphate"""")""""",175,319,145,247,230,146,180,583,279,,,80215,78244,77082,70633,66422,58396,70357,61069,57042,61601,,13681,8831,9714,12955,13437,11764,6675,6855,7187,36934
283531,"Sodium triphosphate """"sodium tripolyphosphate"""", whether or not chemically defined""""",130,58,66,150,95,210,673,118,78,,,41584,50898,40425,19045,9642,7169,7081,6641,6862,9018,,9354,8831,10650,8076,8868,9056,9221,9688,9044,21078
283620,Disodium carbonate,71,63,343,189,83,35,48,147,25,,,81773,71933,87485,72298,84133,194366,174220,156114,151539,209232,,84112,81205,97697,97751,89087,116702,139620,152326,101741,120969
283660,Barium carbonate,0,2,4,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,1127,1388,1396,1347,1511,1744,2219,2684,2450,2312
283711,Sodium cyanide,58,0,2,7,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,1945,3026,1999,2161,1753,1555,1488,2035,2220,2152
283990,"Silicates, incl. commercial alkali metal silicates (excluding sodium silicates)",23,2,35,3,4,6,65,94,267,,,13941,16653,17304,14197,15861,16250,16664,13360,15030,17919,,8253,9279,9614,9581,7024,10447,9895,9423,5549,8165
284180,"Tungstates """"wolframates""""""""",1,841,3,3,1,107,2,1,0,,,0,0,0,0,0,0,0,0,0,0,,8798,1937,7338,5958,1716,2529,15991,9615,2558,8398
290110,Saturated acyclic hydrocarbons,41,89,167,253,695,177,187,178,175,,,102607,107360,108691,83357,80077,83071,89959,83900,86905,115935,,3265,5879,5928,3310,3085,4019,3987,4375,3998,44341
290121,Ethylene,0,0,0,0,0,0,0,0,0,,,315785,436284,542169,444194,438463,300620,211025,291782,257944,280021,,217,103,38,37,41,60,62,148,8460,7857
290124,"Buta-1,3-diene and isoprene",0,0,0,0,0,0,0,0,0,,,696183,400246,376165,183616,187128,322606,308505,236790,172093,309217,,0,0,0,2,0,2,1,0,0,6
290220,Benzene,1,2,1,3,2,1,0,0,0,,,661654,1058323,1063159,565930,507367,724172,646361,517098,399872,466028,,67,64,67,46,43,39,64,76,37,5
290242,M-Xylene,0,0,0,0,0,0,0,0,0,,,181,194,123,55,69,109,60,115,120,133,,145,269,1187,0,2,1,4668,3,0,
290243,P-Xylene,0,0,2,2,3,2,1,1,1,,,198107,242218,254735,164976,127688,157603,168067,164541,82989,56652,,0,3,2,4,3,21,179,198,218,6969
290312,"Dichloromethane """"methylene chloride""""""""",5,17,10,20,13,4,12,8,24,,,71217,49062,42588,37822,43501,43783,50497,48345,44561,71770,,3695,3160,3900,4279,3594,4565,6761,8334,8091,10484
290433,Lithium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,2,1,3,3,5,,0,0,0,0,0,0,0,0,0,1
290542,Pentaerythritol,70,4,2,67,28,119,7,75,6,,,55406,49471,62727,49172,54754,62269,60169,61852,56020,62262,,1360,1438,1718,2633,2610,2486,3181,2646,2484,2839
290543,Mannitol,0,1,0,1,1,79,2,1,0,,,0,0,0,0,0,0,0,0,0,0,,1769,1917,2569,1986,2972,3527,2483,2729,2642,1846
290619,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or ...",18,13,4,15,13,20,8,67,85,,,41162,47454,44029,39710,38557,43077,47195,47625,60816,61481,,149,322,133,237,550,587,246,365,679,843
290719,"Monophenols (excluding phenol """"hydroxybenzene"""" and its salts, cresols and their salts, octylphenol, ...""",225,138,267,349,336,356,497,605,764,,,164072,168327,159551,119616,88865,106267,111024,116510,124780,112928,,2391,3045,2568,2770,2395,3069,3974,4167,4695,5491
290811,"Pentachlorophenol """"ISO""""""""",33,0,0,0,0,0,0,0,0,,,20,27,25,7,12,3,11,7,5,11,,33,17,86,60,193,37,4,3,5,
290960,"Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their ...",13,0,1,3,8,60,38,244,273,,,79869,78235,79666,71173,67186,75951,88275,84799,89304,99678,,3465,4930,5805,6319,7668,9898,10923,11880,11337,13743
291211,"Methanal """"formaldehyde""""""""",11,10,11,12,24,18,23,18,10,,,10004,11202,12444,10700,7747,12319,13567,14028,10473,15084,,2128,2212,2227,1637,1032,726,864,796,527,617
291462,"Coenzyme Q10 """"ubidecarenone """"INN""""""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,4377,4886,6538,14193,18796,,0,0,0,0,0,0,123,535,1555,1106
291470,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excluding ...",0,4,9,0,0,0,0,0,0,,,85649,92069,97244,98971,74142,0,0,0,0,0,,27,78,175,157,160,183,0,0,0,
291513,Esters of formic acid,0,0,0,0,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,55,44,52,101,16,6,52,386,637
291539,"Esters of acetic acid (excluding ethyl, vinyl, n-butyl and dinoseb [ISO] acetates)",16,71,55,1,32,9,22,56,5,,,125026,127485,121160,109426,104793,122149,129350,127937,132384,183950,,45868,66431,69473,65769,63759,69607,80888,70460,67955,70135
291615,"Oleic, linoleic or linolenic acids, their salts and esters (excluding inorganic or organic ...",0,17,8,23,0,2,13,8,15,,,9312,14585,16826,13241,9591,11389,14887,15933,11746,14533,,217,285,285,435,787,1181,1413,467,490,3131
291720,"Cyclanic, cyclenic or cycloterpenic polycarboxylic acids, their anhydrides, halides, peroxides, ...",1351,1353,3167,3409,2544,1866,2517,2775,1279,,,0,0,0,0,0,0,0,0,0,0,,1399,2042,3733,3681,2833,2724,4226,5134,3844,3023
291813,Salts and esters of tartaric acid,9,21,0,13,17,19,23,20,11,,,5096,5098,5052,3590,4059,4164,4504,4020,4320,4563,,361,768,734,750,902,844,754,731,617,383
291814,Citric acid,0,0,15,0,5,0,13,58,1,,,38142,42394,44566,41977,33166,32500,38631,38667,43620,61047,,9499,10659,12512,12322,10974,14260,13229,12631,14085,20713
292011,"Parathion """"ISO"""" and parathion-methyl """"ISO"""" """"methyl-parathion""""""""",0,0,0,0,0,0,0,0,0,,,139,249,45,19,23,29,31,34,29,19,,0,0,0,0,0,0,0,0,0,5
292211,Monoethanolamine and its salts,78,110,128,196,196,191,301,120,183,,,0,0,0,0,0,0,0,0,0,0,,683,698,1120,1167,1013,1516,2330,1511,1636,1418
292250,"Amino-alcohol-phenols, amino-acid-phenols and other amino-compounds with oxygen function (excluding ...",173,585,633,720,983,959,1520,684,1522,,,200221,191925,148494,107511,101488,100479,108701,117510,136317,140061,,19589,22006,31751,38204,38719,30483,39521,31301,37470,35077
292412,"Fluoroacetamide """"ISO"""", monocrotophos """"ISO"""" and phosphamidon """"ISO""""""""",0,0,0,0,0,0,0,0,0,,,338,317,303,12,11,12,11,8,9,10,,0,0,0,0,1,1,2,0,0,
292429,"Cyclic amides, incl. cyclic carbamates, and their derivatives; salts thereof (excluding ureines ...""",4,0,1,3,3,2,1,9,4,,,167288,169932,187556,183563,212122,217183,247166,269799,297888,298980,,11317,13583,16459,14940,15303,18661,23234,23759,24901,52656
292640,alpha-Phenylacetoacetonitrile,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,54,5,7,22,7,,0,0,0,0,0,0,9,1,0,
292700,"Diazo-, azo- or azoxy-compounds",2,4,4,31,7,0,1,2,52,,,25185,27746,30021,20594,29138,24038,24277,17691,16806,24284,,12421,10984,11578,13074,11479,14973,17336,20626,18937,18140
293020,Thiocarbamates and dithiocarbamates (excluding inorganic or organic compounds of mercury),1,4,1,0,1,1,5,1,1,,,10955,12068,12979,13086,20164,48593,67987,45744,33540,54916,,1203,1151,1494,1201,1495,1667,2036,1645,1788,5946
293070,Bis(2-hydroxyethyl)sulfide (thiodiglycol (INN)),0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,5647,3683,3026,2453,2348,,0,0,0,0,0,0,0,0,1,2
293190,Separate chemically defined organo-inorganic compounds (excluding organo-sulphur compounds ...,702,2259,2170,3638,4042,4855,5524,6539,6537,,,817006,863511,830143,801678,845472,416497,539692,520202,523361,629159,,9483,12167,15393,16218,17885,20842,26518,28212,31240,38152
293219,"Heterocyclic compounds with oxygen hetero-atom[s] only, containing an unfused furan ring, ...""",0,0,1,3,2,1,11,4,3,,,17183,14385,16238,14337,40496,70916,273067,618820,894671,1095187,,153,290,717,526,1106,2146,1210,758,852,3417
293331,Pyridine and its salts,47,0,0,0,3,0,0,1,0,,,4112,4068,3700,3629,2562,3114,3459,2817,3034,3159,,194,133,239,214,427,137,433,475,355,435
293332,Piperidine and its salts,0,0,0,0,0,0,0,0,0,,,1768,1776,1942,1593,2564,2204,1822,2476,3358,3228,,84,79,170,381,267,431,94,2,42,25
293341,"Levorphanol """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,,,59,2,0,0,0,0,0,8,30,0,,68,0,0,0,0,0,0,0,0,
293420,"Heterocyclic compounds containing in the structure a benzothiazole ring-system, whether or ...",15,46,69,36,33,30,31,19,0,,,99773,56800,34198,28979,36623,42902,39381,25738,35720,28814,,3657,4321,6172,5366,7332,11092,13943,12610,11374,20796
293491,"Aminorex """"INN"""", brotizolam """"INN"""", clotiazepam """"INN"""", cloxazolam """"INN"""", dextromoramide ...""",3,0,0,0,0,0,0,0,0,,,69619,56419,37960,29109,30398,20845,21444,15278,17232,14305,,28,68,143,233,105,240,217,0,39,37
293627,"Vitamin C and its derivatives, used primarily as vitamins",141,143,65,61,83,85,93,35,30,,,54982,51268,55716,42750,36994,90704,79092,49373,55960,74935,,8741,8752,13005,13533,13536,18402,18331,15694,13732,18472
293790,"Hormones, natural or reproduced by synthesis; derivatives and structural analogues thereof, ...",23,19,0,0,0,0,1,1,0,,,21780,24790,30138,24636,24415,24842,27013,28723,27314,32562,,2441,2139,2560,1728,2802,1106,671,260,768,820
294110,Penicillins and their derivatives with a penicillanic acid structure; salts thereof,43,0,0,0,4,0,2,0,0,,,14136,18915,16858,10905,11103,5905,7959,6662,9228,9144,,28358,38454,42080,39832,36720,33273,43017,40412,42187,38050
294190,"Antibiotics (excluding penicillins and their derivatives with a penicillanic acid structure, ...",13,63,25,79,89,53,59,38,25,,,81797,96513,81107,66218,61766,55563,52833,50156,59847,54348,,139897,169151,190823,176535,178646,172742,186930,185978,185403,130340
300190,"Dried glands and other organs for organo-therapeutic uses, whether or not powdered; heparin ...",6,0,0,4,29,25,0,0,0,,,159462,148229,107487,70695,59398,98049,148806,181331,260533,255200,,68,211,469,701,7833,6150,16327,17628,17324,1980
300210,"Antisera and other blood fractions and immunological products, whether or not modified or obtained ...",2,81,54,338,372,1107,0,0,0,,,17977450,19278417,20571295,20417033,21266902,0,0,0,0,0,,4150,3998,8231,8101,11767,37191,0,0,0,98
300390,Medicaments consisting of two or more constituents mixed together for therapeutic or prophylactic ...,102,126,96,112,156,80,81,166,92,,,361707,328750,300306,338465,357600,1600268,6568965,629159,667175,507177,,30069,36965,40023,43684,53496,40035,20720,41222,41511,12393
300440,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",49,43,0,0,155,362,0,0,0,,,246284,144728,173381,2936864,2661649,0,0,0,0,0,,1526,1324,1409,1369,1161,2590,0,0,0,
300610,"Sterile surgical catgut, similar sterile suture materials, incl. sterile absorbable surgical ...",380,209,1237,1930,2027,2696,1940,3037,1425,,,477912,490430,448788,478626,543513,521803,605358,548871,476678,577520,,14171,12176,12407,11485,12970,16935,14815,18507,13418,9522
300692,Waste pharmaceuticals,0,0,0,0,0,0,0,0,0,,,36,39,0,0,0,0,0,0,1,2,,0,3,1,0,14,24,0,0,0,670
310221,"Ammonium sulphate (excluding that in pellet or similar forms, or in packages with a gross weight ...",0,1,1,0,1,4,7,1,2,,,63819,75671,58387,68553,52061,46881,70208,62668,55886,62737,,268382,190373,124316,146447,121435,131996,137126,121989,111616,276182
