Product code,Product label,"Saudi Arabia's imports from Taipei, Chinese-Value in 2012","Saudi Arabia's imports from Taipei, Chinese-Value in 2013","Saudi Arabia's imports from Taipei, Chinese-Value in 2014","Saudi Arabia's imports from Taipei, Chinese-Value in 2015","Saudi Arabia's imports from Taipei, Chinese-Value in 2016","Saudi Arabia's imports from Taipei, Chinese-Value in 2017","Saudi Arabia's imports from Taipei, Chinese-Value in 2018","Saudi Arabia's imports from Taipei, Chinese-Value in 2019","Saudi Arabia's imports from Taipei, Chinese-Value in 2020","Saudi Arabia's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
540833,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,164,76,80,88,96,875,975,445,31,48,,3605,1169,887,1267,1381,587,402,279,85,202
481029,"Paper and paperboard used for writing, printing or other graphic purposes, of which > 10% by ...",68,35,305,0,72,0,0,0,0,0,,4579,2051,951,390,146,448,417,509,263,337,,87651,99885,110844,71316,37948,21985,37663,28726,26579,30813
481031,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",0,0,0,0,0,0,0,0,0,0,,1072,202,710,176,23,10,72,17,142,149,,1173,2515,5294,3853,1998,6301,3534,2197,1896,1128
481920,"Folding cartons, boxes and cases, of non-corrugated paper or paperboard",120,51,77,0,0,0,35,52,0,0,,43810,44662,45261,42256,44247,43655,44022,41320,41894,52097,,46969,33173,38281,51082,53437,44664,24849,22717,18256,25637
482030,"Binders (other than book covers), folders and file covers, of paper or paperboard",0,0,0,0,0,0,5,4,15,0,,753,709,779,1121,722,728,691,775,724,613,,8894,9620,11013,12982,9115,10544,8544,9104,6373,6706
482040,"Manifold business forms and interleaved carbon sets, of paper or paperboard",0,0,0,0,0,0,0,0,0,0,,240,197,150,126,114,102,133,142,94,118,,0,866,37,1117,125,398,129,259,114,49
551319,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,15,0,0,,25,0,0,3,3,15,44,0,24,6,,4014,4118,3106,2816,6923,7513,4693,7058,1441,2326
551331,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,69,46,184,173,271,653,396,858,218,328,,2805,0,0,0,0,0,0,0,0,0
551430,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,1936,1040,1824,3682,3455,1930,1356,833,1013,749,,1782,2280,181,432,63,209,131,26,28,14
551623,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,9642,3053,2387,620,127,68,310,282,57,214,,5779,10108,5551,2711,286,508,610,356,99,450
550630,"Acrylic or modacrylic staple fibres, carded, combed or otherwise processed for spinning",32,0,0,0,0,0,7,0,0,0,,3598,2798,3883,2468,2124,2759,2728,1076,50,75,,278,311,181,77,107,0,112,80,71,69
550911,Single yarn containing >= 85% nylon or other polyamide staple fibres by weight (excluding sewing ...,0,0,0,0,0,0,0,0,0,0,,1023,1249,1437,1434,2797,3876,7120,8279,5050,3846,,5977,3272,107,58,50,34,8,294,250,488
550991,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,629,782,1026,306,582,3220,4083,1355,2162,1563,,65,42,0,0,0,42,0,0,32,36
551020,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,8,12,62,38,14,99,79,53,50,19,,0,876,1550,93,72,55,88,1762,0,6
551120,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, put up for retail ...",0,0,0,0,0,0,0,0,0,0,,432,408,121,560,505,362,368,379,208,294,,0,0,30,53,46,19,9,332,0,14
510220,"Coarse animal hair, neither carded nor combed (excluding wool, hair and bristles used in the ...",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,181,49,120
511120,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,126,268,77,35,5,4,68,98,31,23,,918,898,1294,579,655,288,165,207,25,3
511211,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,17,0,3,0,9,0,6,,3104,1525,1309,2252,2772,2464,3411,3170,4376,3392
520612,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",158,294,251,191,45,0,0,0,0,0,,14848,18551,9973,10428,12275,11237,11285,5481,3965,14444,,5886,3469,2631,1279,163,141,251,106,19,19
520641,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,1,29,5,9,11,0,2,0,0,0,,0,66,0,16,6,2,0,0,0,0
520643,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,129,77,292,289,43,0,3,0,5,134,,0,0,0,8,0,0,0,0,0,0
520790,"Cotton yarn containing predominantly, but < 85% cotton by weight, put up for retail sale (excluding ...",0,0,0,0,0,0,0,0,0,0,,1461,1022,2702,321,147,195,325,313,220,276,,618,1352,1472,939,348,349,378,124,177,1304
520819,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, unbleached ...",0,0,0,0,0,55,0,8,0,0,,172,219,245,1448,1556,108,138,136,220,346,,2325,782,363,771,747,971,549,732,108,342
520832,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",0,0,0,0,0,0,0,0,0,0,,13330,12679,9486,4744,4178,8128,10857,6561,2741,6961,,82,1181,31,270,726,666,869,1192,1200,1793
520859,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, printed ...",66,0,29,0,0,0,0,0,0,0,,2798,2419,1502,1431,779,814,698,631,744,1089,,1013,725,943,3109,1511,1103,517,487,141,218
520929,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, bleached ...",58,0,0,0,0,0,0,0,0,0,,825,1089,1318,1194,752,1092,738,582,1812,1807,,88,92,0,183,435,185,111,20,9,11
521039,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,10483,7038,7675,7026,4772,6232,5798,5588,9138,14789,,265,187,276,238,143,244,243,215,10,127
521111,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,509,90,487,36,42,88,180,136,112,114,,206,0,182,125,159,49,0,99,93,7
521152,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,11,42,5,0,14,26,3,0,,148,0,46,2,826,0,0,0,4,23
521211,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,155,23,46,146,72,22,60,86,6,28,,33,90,189,489,219,239,270,277,183,114
521221,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,40,0,11,15,23,114,118,179,106,12,,0,42,0,27,2,80,0,0,83,620
521222,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,16,15,134,100,76,0,4,0,0,0,,0,0,0,0,3,0,0,0,0,0
530919,"Woven fabrics of flax, containing >= 85% flax by weight, dyed, made of yarn of different colours, ...",0,0,0,0,0,0,0,0,0,0,,63,81,10,33,464,9,5,1,0,111,,179,165,273,302,278,452,326,562,1479,1886
540244,"Synthetic filament elastomeric yarn, single, untwisted or with a twist of <= 50 turns per metre ...",0,0,0,0,0,0,0,0,0,0,,154737,108096,67845,42646,27822,39101,51862,34162,5820,5959,,2017,2007,1993,1890,1661,1160,968,1211,1222,1054
540246,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a ...",0,0,0,0,0,0,0,0,0,0,,168476,153974,133067,102515,88490,75062,75358,66649,52633,74612,,3288,2494,1202,1245,2311,3193,4510,3952,3194,3112
540310,High-tenacity yarn of viscose rayon filament (excluding sewing thread and yarn put up for retail ...,0,0,0,0,0,0,0,0,0,0,,0,1,112,1,28,0,28,18,10,20,,1699,212,108,79,58,71,27,83,0,2
540332,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,0,0,0,,3955,4019,2403,1550,1008,1326,1706,890,494,542,,0,0,0,0,0,0,0,0,35,0
430110,"Raw furskins of mink, whole, with or without heads, tails or paws",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,12,,0,0,0,2,0,2,0,0,0,0
430400,"Artificial fur and articles thereof (excluding gloves made of leather and artificial fur, footware ...",0,0,0,0,73,0,0,85,37,0,,4585,2525,2532,1745,496,451,186,100,375,231,,2343,2005,2402,6866,6370,2033,1925,5370,2985,3300
440112,"Fuel wood, in logs, billets, twigs, faggots or similar forms, non-coniferous",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,127,455,33,6,44,,0,0,0,0,0,0,0,0,0,1886
440321,"Pine """"Pinus spp."""" in the rough, of which the smallest cross-sectional dimension is =>15 ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,13,0,0,0,,0,0,0,0,0,0,0,0,0,18
440349,"Tropical wood in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",0,0,0,0,0,0,0,0,0,0,,20584,14150,20617,7910,10511,11245,4280,1791,1340,1178,,27,0,0,52,110,58,85,48,300,0
440391,"Oak """"Quercus spp."""" in the rough, whether or not stripped of bark or sapwood, or roughly ...""",0,0,0,0,0,0,0,0,0,0,,128,68,22,4,0,0,0,50,52,0,,87,77,0,156,158,3,73,5,17,127
440711,"Pine """"Pinus spp."""" sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,468,297,245,374,152,,0,0,0,0,0,0,0,0,0,64106
440725,"Dark red meranti, light red meranti and meranti bakau, sawn or chipped lengthwise, sliced or ...",0,0,0,0,0,0,0,0,0,0,,824,669,659,550,443,548,678,438,182,398,,72603,87979,81286,90035,45931,67180,58443,59691,51001,71330
440727,"Sapelli, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",0,0,0,0,0,0,0,0,0,0,,110,4,49,268,91,0,33,0,0,0,,37,0,461,899,179,119,77,84,611,388
440793,"Maple """"Acer spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,47,70,13,0,19,5,5,13,69,34,,31,0,0,64,0,24,45,0,51,59
440795,"Ash """"Fraxinus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,129,107,97,25,60,217,205,217,313,0,,32,314,0,78,75,65,259,414,95,371
441233,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,337,376,287,2396,915,,0,0,0,0,0,0,0,0,0,10017
441294,"Laminated wood as blockboard, laminboard or battenboard (excluding of bamboo, plywood consisting ...",0,0,0,0,0,0,0,0,0,0,,312,351,299,133,135,68,145,91,83,177,,8873,15262,13765,13670,13129,27655,15761,30212,36160,18026
441300,"Metallised wood and other densified wood in blocks, plates, strips or profile shapes",0,98,0,0,0,0,0,0,0,0,,1206,2395,1431,2212,1121,1139,704,188,171,124,,1845,5117,6275,9483,5986,5272,10348,9248,5407,32571
441510,"Cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood",0,0,0,0,0,0,0,0,0,0,,1810,1725,2034,1524,1999,2464,1991,1750,5345,8716,,8721,11975,9742,17261,12219,11872,9757,16148,15762,14807
470100,"Mechanical wood pulp, not chemically treated",0,0,0,0,0,0,0,0,0,0,,5,0,4,0,0,0,0,0,0,0,,7123,7306,5529,2651,2664,4569,2662,5546,7681,2815
470500,Wood pulp obtained by a combination of mechanical and chemical pulping processes,0,0,0,0,0,0,0,0,0,0,,6,3,6,3,3,3,0,0,0,421,,0,48,0,0,245,644,8201,11059,6777,5576
480210,Handmade paper and paperboard of any size or shape,0,0,0,0,0,0,0,0,3,0,,1996,1723,1969,1603,1598,1162,1533,1181,920,875,,1735,793,394,1089,2044,2182,3302,2210,6356,1293
480262,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,263,31,0,0,0,0,0,0,0,,300,363,275,265,296,228,293,376,175,206,,21219,18003,17137,13446,8999,8976,6160,10615,7227,29131
480429,"Sack kraft paper, uncoated, in rolls of a width > 36 cm (excluding unbleached, and goods of ...",0,0,0,0,0,0,0,0,0,0,,2767,1632,1556,1830,2177,2221,1776,623,453,2196,,13237,12829,16052,12861,8590,9926,14669,9371,6089,10530
480452,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,119,79,38,44,40,54,38,15,47,52,,1833,1474,1608,2319,6718,3198,16736,7703,1406,360
480524,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",0,0,0,0,0,0,0,0,0,0,,25640,24905,35107,16797,17043,40777,56484,40667,36207,47353,,5831,6545,9648,16893,9146,14248,21803,48024,59743,66500
480530,"Sulphite wrapping paper, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",47,0,0,0,0,42,8,0,0,0,,1630,1449,2264,1006,751,1029,978,565,436,190,,9085,7487,7148,6006,6327,5981,5940,4525,3743,2517
420310,"Articles of apparel, of leather or composition leather (excluding clothing accessories, footware ...",0,0,0,0,0,0,0,7,0,0,,1645,1833,1574,999,1752,3313,1425,1269,1685,835,,837,403,1987,1526,2103,1720,1776,1686,8739,5660
460121,"Mats, matting and screens of bamboo plaiting materials, flat-woven or bound together in parallel",0,0,0,0,0,0,0,0,0,0,,294,62,109,109,88,132,44,38,23,16,,318,270,353,103,158,194,181,336,592,526
90710,"Cloves, whole fruit, cloves and stems, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,0,0,,3443,4631,7770,6386,6304,7801,17133,13642,11147,11690
90720,"Cloves, whole fruit, cloves and stems, crushed or ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,1,1,0,1,0,,277,558,430,573,706,324,718,764,643,603
91011,"Ginger, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,260,4126,2923,2197,2839,4589,6034,6358,4407,,25440,26646,32137,34182,31633,26696,23762,25732,43899,31945
91030,"Turmeric """"curcuma""""""""",0,0,0,0,0,0,0,0,0,0,,0,28,17,21,19,8,54,15,24,36,,3460,4011,5637,5242,7068,6283,7430,7853,8601,10445
100821,Millet seed for sowing (excluding grain sorghum),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,176,364,174,176,36,167,502,418,0
100890,"Cereals (excluding wheat and meslin, rye, barley, oats, maize, rice, grain sorghum, buckwheat, ...",0,0,0,0,0,0,0,0,0,0,,263,291,421,297,280,286,373,358,327,318,,135,1030,513,734,339,197,472,1901,1567,339
110429,"Grains of cereals, hulled, pearled, sliced, kibbled or otherwise worked (excluding rolled, ...",0,0,0,0,0,0,0,0,0,0,,886,1057,1326,1539,1185,1061,914,608,705,683,,16250,16212,15407,15079,15247,14895,15278,12304,11215,9020
110430,"Germ of cereals, whole, rolled, flaked or ground",0,0,0,0,0,0,0,0,0,0,,663,774,975,600,154,169,146,96,80,119,,0,0,176,290,4,56,11,21,24,14
120300,Copra,0,0,0,0,0,0,0,0,0,0,,19,34,21,4,3,2,0,0,0,8,,0,0,98,12,22,147,0,127,24,5
120400,"Linseed, whether or not broken",0,0,0,0,0,0,0,0,0,0,,51,24,99,63,33,45,72,75,34,28,,0,126,0,303,193,297,370,250,325,433
120740,"Sesamum seeds, whether or not broken",0,0,0,0,0,0,0,0,0,0,,372,795,1262,989,648,617,547,792,993,1176,,56158,71486,92010,70496,47377,50180,70629,108569,70494,67553
121229,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, unfit for ...",0,0,0,0,0,0,0,0,0,0,,0,22,446,460,394,658,1104,714,586,301,,868,3130,1168,2765,1206,3704,3477,3990,3913,4844
130231,"Agar-agar, whether or not modified",0,0,0,0,0,0,0,0,0,0,,268,362,578,577,1076,973,1309,1722,1100,1348,,162,310,550,775,322,601,273,216,249,422
140110,Bamboos,0,0,0,0,0,0,0,0,0,0,,1018,1296,1665,679,950,1019,1390,1060,886,1581,,151,71,267,512,407,394,161,214,207,306
150600,"Other animal fats and oils and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,0,0,0,0,,594,1046,629,437,588,365,308,287,278,353,,373,563,758,202,23,233,0,90,0,4
150890,"Groundnut oil and its fractions, whether or not refined (excluding chemically modified and ...",0,0,0,0,0,0,0,0,0,0,,283,226,96,62,76,94,98,74,112,82,,107,0,31,213,75,6,53,16,8,289
150990,Olive oil and fractions obtained from the fruit of the olive tree solely by mechanical or other ...,0,0,0,0,0,0,0,0,0,0,,3914,2456,271,64,401,110,34,90,19,49,,23333,19573,26339,29966,35516,26963,29609,11284,8451,8006
151211,Crude sunflower-seed or safflower oil,0,0,0,0,0,0,0,0,0,0,,57,17,5,8,0,0,0,0,0,0,,92141,110540,90974,73926,30507,34634,84288,70208,53985,136750
151610,"Animal fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",0,0,0,0,0,0,0,0,0,0,,123,114,145,158,43,8,2,146,0,1,,19175,11879,11523,4902,4329,15436,13783,11003,15105,15633
160210,"Homogenised prepared meat, offal, blood or insects, put up for retail sale as infant food or ...",0,0,0,0,0,0,0,0,0,0,,262,335,239,181,210,262,258,106,164,322,,698,138,0,463,1875,2176,1656,40810,35082,1182
160300,"Extracts and juices of meat, fish or crustaceans, molluscs and other aquatic invertebrates",0,0,0,0,0,0,0,0,0,0,,303,450,442,356,4696,1509,3819,4302,3674,2522,,33,0,0,66,75,19,12,90,286,29
160412,"Prepared or preserved herrings, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,12,0,0,0,7,6,5,8,13,1,,157,151,832,1137,1236,1019,176,654,778,181
160414,"Prepared or preserved tunas, skipjack and Atlantic bonito, whole or in pieces (excluding minced)",164,0,0,0,110,239,560,250,10,0,,259,317,239,515,261,366,395,399,932,600,,176478,129358,120522,135825,151047,146261,194104,230322,253168,178268
180631,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg, filled",0,0,0,0,0,0,0,0,0,0,,927,1726,2095,1199,3620,2537,2175,2104,1278,1164,,133479,135628,118169,126064,138752,120021,111120,116283,71356,45172
200290,"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid (excluding whole or ...",0,0,0,0,0,0,0,0,0,0,,90,203,249,260,170,161,84,306,12,1,,62559,75150,84612,101693,78939,84308,85743,86457,89145,87945
200310,"Mushrooms of the genus """"Agaricus"""", prepared or preserved otherwise than by vinegar or acetic ...""",0,0,0,0,0,0,0,0,0,0,,1122,2018,1715,860,639,636,530,424,274,260,,6514,5593,7078,6364,6810,6079,6736,6008,6237,5707
200510,"Homogenised vegetables put up for retail sale as infant food or for dietetic purposes, in containers ...",0,0,0,0,0,0,0,0,0,0,,243,180,119,121,74,67,105,214,201,164,,463,3281,600,1105,960,903,1527,706,409,286
200570,"Olives, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,0,0,0,0,0,,31,32,52,50,49,8,16,95,78,110,,20948,23831,24219,27750,22085,24673,23650,33801,53000,53103
200599,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar, non-frozen ...""",0,0,0,0,0,0,0,0,0,0,,7647,8376,8720,8234,8308,8720,7433,9012,12527,11290,,55761,54780,84213,102186,89019,87596,66296,91900,94439,72428
200840,"Pears, prepared or preserved, whether or not containing added sugar or other sweetening matter ...",0,0,0,0,0,0,0,0,0,0,,1,1,0,25,47,27,12,1,0,254,,141,40,0,103,164,35,75,47,27,11
200931,"Single citrus fruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing ...",0,0,0,0,0,0,0,0,0,0,,346,639,590,793,466,445,700,1481,2018,2835,,3163,3679,4906,6688,7212,4806,5467,2999,3326,1974
180400,"Cocoa butter, fat and oil",0,0,0,0,0,0,0,0,0,0,,0,0,3,3,1,2,12,23,10,0,,5396,6056,13502,10399,9440,11772,11943,13964,13410,12196
160563,"Jellyfish, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,76,234,299,401,486,351,392,240,306,,0,0,0,2,0,1,0,0,0,0
170112,Raw beet sugar (excluding added flavouring or colouring),0,0,0,0,0,0,0,0,0,0,,1,3,7,7,4,7,310,27,3,4,,248420,445989,262504,28146,82337,8494,1388,5226,15927,153025
30346,"Frozen Southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,0,0,0,0,0,,6754,2513,5481,6566,4745,8514,7568,8574,5650,6601,,0,0,0,0,0,1,0,12,6,0
30363,"Frozen cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,24,0,27,10,0,0,4,0,,0,0,101,30,160,325,126,168,19,34
30433,"Fresh or chilled fillets of Nile perch """"Lates niloticus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,7,0,0,0,0,0,0,0,,233,0,0,91,286,414,913,1844,1294,388
30482,"Frozen fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,20,49,0,0,0,0,21
30486,"Frozen fillets of herring """"Clupea harengus, Clupea pallasii""""""""",0,0,0,0,0,0,0,0,9,0,,0,0,1,5,0,0,0,0,0,0,,0,0,27,0,0,1,0,0,424,0
70951,"Fresh or chilled mushrooms of the genus """"Agaricus""""""""",0,0,0,0,0,0,0,0,0,0,,208,215,230,190,205,179,63,76,29,42,,1159,1687,1863,4934,4813,5221,6323,8151,8532,10192
70960,Fresh or chilled fruits of the genus Capsicum or Pimenta,0,0,0,0,0,0,0,0,0,0,,764,494,592,513,225,384,184,376,436,144,,16325,13313,19307,22135,26212,20278,21543,20600,25493,25669
71040,"Sweetcorn, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,0,0,,922,772,853,738,269,105,55,83,69,71,,14240,15039,12627,12772,13573,12194,12698,13493,11144,11583
71350,"Dried, shelled broad beans """"Vicia faba var. major"""" and horse beans """"Vicia faba var. equina ...""",0,0,0,0,0,0,0,0,0,0,,33,132,98,76,69,129,195,277,221,206,,22347,22933,29298,20570,17675,16258,14235,32282,21538,18378
71390,"Dried, shelled leguminous vegetables, whether or not skinned or split (excluding peas, chickpeas, ...",0,0,0,0,0,0,0,0,0,0,,62,47,19,12,9,1,7,5,5,4,,8250,12807,16403,23935,24614,15867,11208,12528,14627,12671
71490,"Arrowroot, salep, Jerusalem artichokes and similar roots and tubers with high starch or inulin ...""",0,29,0,0,0,0,0,0,0,0,,1027,1041,1459,1205,1189,1174,1564,2440,2749,3845,,3171,2399,3248,5778,5712,12627,14112,8482,5415,4337
80522,Fresh or dried clementines incl. monreales,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,5467
80840,Fresh quinces,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,98,176,122,285,434,302,576,359,399,482
81010,Fresh strawberries,0,0,0,0,0,0,0,0,0,0,,3,0,3,0,4,0,2,2,4,2,,27590,24534,28066,42100,50116,50354,49804,55595,56782,53335
81050,Fresh kiwifruit,0,0,0,0,0,0,15,10,0,0,,0,30,292,50,0,126,197,327,474,169,,15477,17075,17859,23134,21115,20377,25407,21182,24765,23182
30543,"Smoked trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,7,1,0,24,0,0
30562,"Cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", salted or in brine only (excluding ...""",0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,,0,0,0,28,0,2,0,9,0,0
30626,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether in ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1252,1245,1042,0,0,0,0,0,,523,2127,4561,1508,17,0,0,369,704,303
30631,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,142,93,70,1,54,,0,0,0,0,0,0,0,0,0,65
30731,"Live, fresh or chilled, not smoked, mussels """"Mytilus spp., Perna spp."""", with or without ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,12,1,0,0,,0,0,0,40,42,56,25,116,220,135
30791,"Live, fresh or chilled molluscs, even in shell (excl. oysters, scallops of the genera Pecten, ...""",0,0,0,0,0,0,0,0,0,0,,4150,3165,554,556,412,6,6,12,289,96,,0,41,0,0,1,0,7,17,0,0
40510,Butter (excluding dehydrated butter and ghee),0,0,0,0,0,0,0,0,0,0,,75,67,129,126,37,28,100,46,12,27,,156303,140395,197723,144879,152381,142839,168817,138693,188021,160842
40811,"Dried egg yolks, whether or not sweetened",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,60,6,3,0,2,,240,975,2043,3479,3931,4584,2666,1164,2863,1049
50710,"Ivory, unworked or simply prepared, its powder and waste (excluding cut to shape)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,9,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
60315,"Fresh cut lilies """"Lilium spp."""" and buds, of a kind suitable for bouquets or for ornamental ...""",0,0,0,0,0,0,0,0,0,0,,0,1,83,95,171,231,192,189,107,90,,0,0,0,0,2,0,0,0,53,36
60390,"Dried, dyed, bleached, impregnated or otherwise prepared cut flowers and buds, of a kind suitable ...",0,0,0,0,0,0,0,0,0,0,,12,49,20,8,3,6,3,13,17,24,,1218,2760,2443,1727,949,887,1128,910,862,483
70320,"Garlic, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,8,10,607,83,32,283,3110,14,19,7,,32743,31105,30286,40450,64580,65560,36361,51752,60381,57420
10129,Live horses (excluding pure-bred for breeding),0,0,0,0,0,0,0,0,0,0,,0,0,3,6,0,0,0,0,0,0,,5710,8266,11167,9806,5962,4628,832,610,355,578
