Product code,Product label,Singapore's imports from Australia-Value in 2012,Singapore's imports from Australia-Value in 2013,Singapore's imports from Australia-Value in 2014,Singapore's imports from Australia-Value in 2015,Singapore's imports from Australia-Value in 2016,Singapore's imports from Australia-Value in 2017,Singapore's imports from Australia-Value in 2018,Singapore's imports from Australia-Value in 2019,Singapore's imports from Australia-Value in 2020,Singapore's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
390740,"Polycarbonates, in primary forms",0,62,6,59,7,3,0,0,0,47,,330,162,319,335,528,588,1330,982,464,679,,489064,388836,424669,369004,315675,296464,355783,345818,285276,349542
850153,"AC motors, multi-phase, of an output > 75 kW",58,0,550,327,11,30,157,155,177,46,,5645,4378,3641,3647,6030,4414,4631,6271,10982,6826,,49943,57154,52694,57296,43956,37833,39515,27281,48380,30025
901290,"Parts and accessories for electron microscopes, proton microscopes and diffraction apparatus, ...",287,228,988,2,5,10,122,64,46,46,,2178,1237,1495,336,1208,1366,1220,2096,538,577,,45387,46794,33534,27197,26186,21792,23924,21432,39281,39214
841590,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing ...",156,133,1014,449,60,534,368,85,286,45,,25092,26573,26321,22194,14631,12851,20208,18479,13258,22239,,142985,135099,120538,116320,116163,126088,133497,147456,160895,220479
710122,"Cultured pearls, worked, whether or not graded, but not strung, mounted or set, worked cultured ...",1498,4848,1022,846,934,608,178,236,94,45,,123295,117114,102037,53076,64649,45261,42847,39696,26532,14378,,6887,9778,3861,4296,3577,1122,605,972,365,538
732090,"Springs and leaves for springs, of iron or steel, incl. flat spiral springs (excluding helical ...",26,26,27,37,30,17,30,25,69,45,,9793,6197,7035,6585,10927,12113,8459,5223,3094,6240,,24302,28416,18342,15323,10144,10701,14461,15206,13912,14572
711790,"Imitation jewellery (excluding jewellery, of base metal, whether or not clad with silver, gold ...",52,22,35,40,53,214,17,22,22,45,,14299,11952,4754,3867,5236,3868,3882,3275,3375,7903,,25332,37995,67318,59746,39868,55555,43160,38949,28278,27376
392061,"Plates, sheets, film, foil and strip, of non-cellular polycarbonates, not reinforced, laminated, ...""",2,1,0,4,11,3,0,48,8,45,,3468,2718,1985,629,856,418,746,696,3149,1390,,21306,17462,12374,14597,13419,15347,17187,15627,20545,19498
401695,"Inflatable mattresses and cushions and other inflatable articles, of vulcanised rubber (excluding ...",81,16,5,2,65,4,4,6,5,45,,1272,3581,1112,619,1231,937,474,1224,415,642,,7960,5788,4918,4796,4284,5036,3410,2357,2756,2916
321000,"Paints and varnishes, incl. enamels, lacquers and distempers (excluding those based on synthetic ...",121,221,300,421,250,117,126,212,60,45,,4802,3998,3534,4161,8116,8623,6011,3182,2162,2408,,14712,13162,18274,19894,16940,13982,12456,12227,11094,23772
600624,"Printed cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics ...""",0,0,5,4,0,0,0,0,0,45,,23,0,0,0,0,0,3,0,28,45,,2190,2204,2295,1635,2395,2006,1568,1471,443,795
721710,"Wire of iron or non-alloy steel, in coils, not plated or coated, whether or not polished (excluding ...",0,0,15,0,57,2,0,12,0,45,,812,646,262,90,130,228,133,163,181,366,,6132,5952,9913,7143,3087,5909,7555,5460,5004,7304
200897,"Mixtures of fruits, nuts and other edible parts of plants, prepared or preserved, whether or ...",27,43,7,6,28,18,59,59,19,45,,5714,5889,2749,2589,2338,1903,3877,5056,1536,2041,,7872,6932,6713,5776,7373,5005,4519,5565,5311,5118
330124,"Oils of peppermint """"Mentha piperita"""", whether or not terpeneless, incl. concretes and absolutes""""",0,14,5,2,7,12,13,4,13,45,,533,716,659,1106,890,1138,459,413,1279,1459,,13743,3574,2529,3550,4577,3554,2623,2913,3195,2712
340420,"Poly""""oxyethylene"""" [polyethylene glycol] waxes""""",5,8,55,25,1,1,1,57,35,45,,1502,898,1441,1143,1436,1357,1340,1242,618,1172,,3234,2440,3798,3379,4130,3776,5062,5286,4587,6697
560121,"Wadding of cotton and articles thereof (excluding sanitary towels and tampons, napkins and ...",0,2,0,0,0,0,8,36,33,45,,363,429,299,784,498,599,358,329,619,737,,6921,4301,4995,3905,4811,5309,4842,6731,20246,5879
720838,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,22,0,67,0,0,37,1216,44,,339,3078,26,10,17,23,2,0,55,0,,21805,12662,13715,10476,9475,10442,6616,7127,4225,5205
420292,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",113,194,74,61,36,301,668,87,100,44,,7463,8161,7925,5832,8013,9442,13807,15462,13672,16635,,59906,60536,73521,70448,97343,126973,138643,145274,148718,146502
691410,"Ceramic articles of porcelain or china, n.e.s.",75,29,8,11,17,5,9,22,14,44,,246,116,277,217,301,358,230,512,300,578,,7108,7769,15224,13957,10454,7552,6646,10570,4247,6644
848410,Gaskets and similar joints of metal sheeting combined with other material or of two or more ...,398,277,819,435,114,81,1883,63,137,44,,7529,5582,4517,4983,5284,5147,4884,6996,4987,5454,,56293,46056,37532,35059,37155,37906,45411,49373,46821,47380
350400,"Peptones and their derivatives; other albuminous substances and their derivatives, n.e.s.; ...",18,18,56,45,117,25,30,3,38,44,,113869,121115,134178,78529,67419,57361,50410,49605,123921,138142,,25911,36071,23510,15126,20574,25349,27199,41110,49154,60976
730690,"Tubes, pipes and hollow profiles """"e.g., open seam, riveted or similarly closed"""", of iron ...""",462,145,59,404,43,212,26,63,51,44,,6466,5301,5803,4348,5902,4691,5048,5610,5689,4870,,155744,151046,136247,90612,46921,62398,50847,45171,27231,43529
90220,Green tea in immediate packings of > 3 kg,9,13,2,0,7,10,12,9,5,44,,1140,2895,4910,3604,3488,1769,595,2268,2594,2319,,8797,9777,8492,7720,11753,12087,9113,10757,11026,10428
842389,Weighing machinery of a maximum weighing capacity > 5.000 kg,139,973,40,24,19,2,73,141,1,44,,2061,4510,1690,1137,1122,1942,728,1230,1071,1457,,16622,18964,20337,14057,9704,11833,17558,3538,7895,2493
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",95,36,0,0,2,0,24,40,39,43,,1225,308,329,261,309,76,348,242,1600,411,,41118,48473,52108,46547,40900,51279,76517,57863,40369,82461
850431,Transformers having a power handling capacity <= 1 kVA (excluding liquid dielectric transformers),131,50,13,25,464,35,601,167,18,43,,8239,5087,4076,4696,5448,3522,4209,5067,3492,4047,,108247,96768,96524,80356,70065,46956,56860,71854,58323,69401
846799,"Parts of pneumatic tools for working in the hand, hydraulic or with self-contained electric ...",152,82,130,127,44,131,636,177,39,43,,4952,7945,7418,7865,8271,11908,9061,9468,5856,11894,,85317,111478,106718,113058,26478,24002,32325,20870,16108,15230
390210,"Polypropylene, in primary forms",182,48,30,112,54,327,58,81,0,43,,59160,64887,74793,76291,41675,71909,48393,76668,31004,90992,,737267,494618,512939,464327,399913,458938,481920,430293,344403,363716
650610,"Safety headgear, whether or not lined or trimmed",2,32,101,76,50,21,24,20,15,43,,5156,5015,3221,2430,4357,4257,3461,3655,3504,3544,,11582,12886,14992,11845,16860,14866,15332,16651,17876,24760
842290,"Parts of dishwashing machines, packing or wrapping machinery and other machinery and apparatus ...",357,104,30,158,228,119,73,69,75,43,,29080,33098,29257,29809,36836,39956,41263,41746,30929,29435,,39586,39256,46533,40818,52872,40644,48097,46023,38218,39041
81330,Dried apples,34,26,12,17,27,85,53,45,17,43,,188,224,79,191,174,510,243,209,1061,998,,87,99,102,103,109,162,109,120,77,138
830160,"Parts of padlocks, locks, clasps and frames with clasps, incorporating locks, of base metal, ...",81,170,134,176,202,87,211,249,45,43,,3691,2338,2745,2533,3639,3058,5885,4400,3428,3729,,14004,13975,18642,16256,16535,15007,16204,15290,14055,12659
70820,"Fresh or chilled beans """"Vigna spp., Phaseolus spp."""", shelled or unshelled""""",7,18,34,39,34,39,53,52,49,43,,4270,4194,5011,4544,4859,6101,6405,6968,5022,6490,,13164,13817,13440,13764,12960,13654,13896,12841,14690,15402
580639,"Narrow woven fabrics of textile materials other than cotton or man-made fibres, with a width ...",618,513,246,103,87,131,368,324,215,43,,93,28,238,82,49,24,12,59,57,102,,26211,14780,8972,5801,5184,4042,4003,4112,3090,3264
870893,"Clutches and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, ...",6,30,8,6,2,6,6,69,2,42,,6479,6837,6907,7306,8706,13994,16654,23325,16010,15624,,43966,42817,46840,33900,17069,20761,23631,29237,22746,32352
841780,"Industrial or laboratory furnaces and ovens, non-electric, incl. incinerators (excluding those ...",79,33,25,72,69,69,242,46,3,42,,4543,4457,2959,2526,5186,10941,8037,4360,2359,2216,,7415,5247,3880,3360,3299,9769,7801,4128,11504,11954
81190,"Frozen fruit and nuts, uncooked or cooked by steaming or boiling in water, whether or not sweetened ...",0,20,60,7,30,9,41,80,66,42,,965,2144,1526,1642,1813,2350,1209,1776,1703,1349,,1728,2107,2371,3461,4133,4317,4782,5178,5289,6648
960330,"Artists' brushes, writing brushes and similar brushes for the application of cosmetics",20,5,0,2,4,0,0,100,63,42,,774,787,749,696,1267,742,648,1833,2520,3414,,4261,6441,8583,10476,9696,10637,12367,12365,6999,7396
730729,"Tube or pipe fittings of stainless steel (excluding cast products, flanges, threaded elbows, ...",304,278,179,119,157,116,95,94,89,42,,7277,6948,3567,4388,7007,4287,5183,4893,3624,3526,,76188,56745,52354,55878,40994,37535,42386,44756,54499,75139
30489,"Frozen fish fillets, n.e.s.",89,102,104,98,5,69,29,86,29,42,,2622,535,743,3465,2601,5110,5657,8561,9471,14513,,16194,17641,20352,18172,16418,17298,21264,17642,12906,16481
71310,"Dried, shelled peas """"Pisum sativum"""", whether or not skinned or split""""",16,64,50,63,147,113,44,56,79,41,,92464,79925,68585,69431,70274,90200,40491,32282,24474,50259,,603,429,598,406,1154,778,560,567,753,547
30611,"Frozen rock lobster and other sea crawfish """"Palinurus spp."""", """"Panulirus spp."""" and """"Jasus ...""",0,4,16,61,211,347,308,322,340,41,,24219,20163,15203,12261,12077,8488,7154,14447,8775,23964,,2176,2512,1017,1432,1554,1584,4168,5237,3136,3868
210420,"Food preparations consisting of finely homogenised mixtures of two or more basic ingredients, ...",283,144,22,50,173,330,208,68,40,41,,6245,5929,5059,4004,5666,3828,3382,7192,4928,3863,,2205,2011,2080,1681,2240,2169,2456,2055,2437,2183
730791,Flanges of iron or steel (excluding cast or stainless products),440,182,128,78,234,235,81,132,42,41,,3555,4192,2514,1669,2521,4185,2172,3056,1487,2126,,73898,73934,66171,48693,36884,42719,49190,54729,52601,52615
920930,Musical instrument strings,13,20,0,0,2,0,16,6,2,41,,195,165,151,369,217,461,335,424,381,364,,3094,3894,3837,3297,3243,2965,2696,2567,2149,3832
851410,Resistance heated industrial or laboratory furnaces and ovens (excluding drying ovens),2,37,24,177,0,30,92,80,27,41,,1102,865,471,385,515,836,734,1002,1623,1920,,16014,11199,13078,9712,14255,8128,11700,15247,15042,22159
310590,Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium ...,37,3,0,0,0,0,0,0,15,40,,7082,5897,8026,6334,9883,17615,21000,25969,35147,47568,,536,548,701,896,1040,567,602,1410,684,1055
91030,"Turmeric """"curcuma""""""""",2,2,2,2,4,15,6,26,27,40,,112,78,60,260,235,643,901,946,2133,2308,,1494,1524,1578,1619,2103,1793,2023,2037,2376,2954
720449,"Waste and scrap of iron or steel (excluding slag, scale and other waste of the production of ...",2009,10581,4169,40,245,48,169,351,183,40,,262116,286902,269989,181804,228518,408376,423564,441718,351753,605409,,13439,15506,17150,7566,8116,11762,29718,12612,17670,17924
40140,"Milk and cream of a fat content by weight of > 6% but <= 10%, not concentrated nor containing ...",79,74,47,66,80,80,101,70,41,40,,1337,1941,1962,1088,1063,1122,1991,1011,4208,869,,2671,2858,1687,1773,1600,1434,1893,2168,1814,2411
730792,"Threaded elbows, bends and sleeves, of stainless steel (excluding cast or stainless products)",43,9,0,19,28,51,81,26,6,40,,4451,3848,3958,5877,2986,1226,1269,2025,1816,1544,,12227,14613,14461,11192,8716,7929,10185,12245,10114,12424
570500,"Carpets and other textile floor coverings, whether or not made up (excluding knotted, woven ...""",84,23,68,56,30,19,17,29,14,40,,8100,5272,7503,3105,3939,3307,3867,3944,2889,3480,,7179,7422,6261,4391,4860,5725,6775,3982,4406,4102
841981,"Machinery, plant and equipment for making hot drinks or for cooking or heating food (excluding ...",262,179,212,126,259,224,195,301,134,40,,19949,6803,6690,10431,11052,15839,12152,10568,9137,9668,,39152,29796,35481,28123,31764,35109,36820,35261,32726,33931
681019,"Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone (excluding ...",6,19,1,29,3,247,68,77,88,40,,3189,750,1087,2801,2772,3061,2011,1554,1350,978,,8614,14426,17798,15872,9817,22160,29415,31005,19220,21001
853610,Fuses for a voltage <= 1.000 V,400,67,47,65,161,87,56,54,112,40,,1612,1311,1311,2034,2319,2777,2527,2936,3525,2480,,32339,44368,41571,38533,39721,36394,44263,47211,45305,70772
843311,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a horizontal ...",5,34,7,31,0,3,14,0,4,40,,10980,9974,5979,5612,6679,5197,3978,4321,2675,1962,,695,639,893,697,612,315,784,204,357,765
970300,"Original sculptures and statuary, in any material",682,1510,949,1217,1061,933,14592,45,46,40,,18752,11839,18052,14099,12884,9902,12243,15223,9571,12500,,40494,59559,79185,76405,46669,99561,62379,37453,89548,96555
321490,"Non-refractory surfacing preparations for facades, inside walls, floors, ceilings and the like",329,360,353,249,188,158,129,108,19,39,,12160,11877,15757,13384,14450,12678,12841,11848,7409,7417,,36605,35151,37611,34693,33690,30806,29927,29943,24154,35004
845640,"Machine tools for working any material by removal of material, operated by plasma arc processes",0,0,0,0,0,0,19,26,1,39,,0,0,0,0,0,352,43,795,220,8,,0,0,0,0,0,0,1482,1512,2758,2897
830790,"Flexible tubing of base metal other than iron or steel, with or without fittings",8,43,31,191,689,684,108,37,5,39,,139,262,98,758,160,279,320,463,391,198,,8900,12911,12232,9504,9148,12293,14457,14539,6797,5969
910119,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",274,42,104,1,26,124,4,0,4,39,,1625,1689,548,672,879,477,772,2323,1818,3172,,13595,17487,29347,37108,12135,16697,7379,6781,2613,4736
330119,"Essential oils of citrus fruit, whether or not terpeneless, incl. concretes and absolutes (excluding ...",38,33,19,46,32,19,37,29,93,39,,88,338,645,228,645,1413,1341,1380,1414,1578,,8460,8917,13799,12560,16770,25126,27962,22797,14422,18378
210210,Active yeasts,13,30,10,15,31,47,11,28,37,39,,4737,5140,5294,4589,3634,4983,4381,3619,4369,3696,,3535,3564,3833,3601,3239,2891,2852,3544,3365,4953
853941,Arc lamps,6,0,4,0,0,8,50,42,29,39,,53,123,25,74,22,7,2,13,8,9,,10717,11408,14289,17987,18060,20569,19140,25440,37487,44457
70320,"Garlic, fresh or chilled",7,8,10,8,23,25,21,38,54,39,,222,344,203,205,305,226,230,190,329,262,,15321,16734,13537,18106,29205,24522,15260,22656,26148,22974
381190,"Oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and ...",434,112,130,90,169,283,39,73,5,39,,53357,44424,47349,57158,37137,44695,34946,36519,28952,30451,,33138,58457,52563,56586,23419,36598,71298,88928,65543,54857
850300,"Parts suitable for use solely or principally with electric motors and generators, electric ...",365,510,527,165,109,67,127,201,86,39,,37643,31422,24572,12663,16262,23867,46094,41936,20653,34527,,204491,217274,157331,132892,114846,107149,117515,144489,111007,110528
843860,"Machinery for the industrial preparation of fruits, nuts or vegetables (excluding cooking and ...",2,1,0,22,0,0,15,51,32,38,,632,272,561,3348,954,768,1385,1724,842,1014,,1846,1123,2709,2605,2804,4585,2075,2983,1544,1667
610463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, ...",0,20,9,2,40,323,43,62,33,38,,716,657,1361,759,539,1129,1018,857,1516,1639,,15301,18692,18243,27737,30111,36913,34015,42061,36628,47598
847480,"Machinery for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened ...",12,0,9,1,0,11,10,1,0,38,,11173,15436,4552,5486,4437,7760,5044,6392,3509,13780,,7001,1799,7151,4459,15182,9170,6737,4201,1081,14071
70521,Fresh or chilled witloof chicory,5,2,1,12,2,11,2,0,76,38,,32,35,79,50,25,44,50,65,28,27,,234,193,206,167,167,183,207,226,304,304
845090,"Parts of household or laundry-type washing machines, n.e.s.",0,2,8,18,3,0,4,0,4,38,,288,137,347,489,987,490,777,1006,809,482,,3799,3307,3282,3196,4365,2639,10358,3773,4731,10681
940550,"Non-electrical lamps and lighting fittings, n.e.s.",116,12,464,55,7,351,40,30,3,38,,1407,1666,1472,3990,656,1107,2337,1315,803,802,,10444,11318,13304,13277,10372,6757,7652,6258,4682,5696
702000,"Articles of glass, n.e.s.",381,211,172,214,197,208,66,44,17,38,,933,1002,993,625,1060,751,1140,860,581,1204,,109972,80186,101904,59739,86973,224549,429978,572956,666410,256082
110220,"Maize """"corn"""" flour""""",21,44,31,25,4,10,2,15,27,38,,428,822,716,313,330,252,265,624,1176,2246,,650,538,581,614,761,735,876,776,1160,1164
960340,"Paint, distemper, varnish or similar brushes, paint pads and rollers (excluding artists' and ...",18,2,35,21,30,47,48,99,181,38,,1049,988,621,679,630,566,594,610,738,771,,3495,3626,3334,4525,3192,3228,4802,4392,2760,3950
731449,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection (excluding ...",136,35,32,60,197,92,34,50,57,37,,1977,1602,998,784,899,2095,3181,3822,2923,4133,,7996,8736,4649,5238,5966,10985,17304,11737,10873,11945
300390,Medicaments consisting of two or more constituents mixed together for therapeutic or prophylactic ...,8,14,8,6,9,27,48,86,150,37,,24837,27330,25734,32605,20201,30331,58193,55484,22764,27317,,6541,5540,17264,8112,8029,6546,7543,5787,5816,6117
830590,"Office articles such as letter clips, letter corners, paper clips and indexing tags, of base ...",148,100,93,61,148,120,17,4,36,37,,352,296,154,123,287,638,562,705,385,532,,22302,26371,21403,18700,19415,13535,5225,5411,6989,5865
30571,"Shark fins, smoked, dried, salted or in brine",401,281,0,23,9,46,0,5,15,37,,34,0,89,191,238,187,179,112,81,362,,48945,30593,26629,33557,38508,21101,7873,10126,9754,12484
691490,"Ceramic articles, n.e.s. (excluding of porcelain or china)",71,41,66,55,18,51,45,71,39,37,,6127,2022,1088,2801,5633,7535,5935,7239,5735,8329,,28236,20981,15367,12264,14903,12607,11151,6758,5221,8491
902519,"Thermometers and pyrometers, not combined with other instruments (excluding liquid-filled thermometers ...",82,10,35,24,6,30,39,15,186,37,,2453,2270,2007,1521,1746,1546,1258,2545,5176,5273,,23133,33420,31130,39773,43760,49753,61233,58883,119749,81663
841583,"Air conditioning machines comprising a motor-driven fan, not incorporating a refrigerating ...""",185,562,81,821,258,76,77,8,18,37,,2541,2384,1840,828,1543,2102,1937,1947,1896,3167,,28538,28536,24618,27825,21562,27306,46536,34209,37688,53162
851850,Electric sound amplifier sets,24,36,51,17,23,99,30,13,67,37,,2004,1576,1490,1745,1924,1487,1460,2398,1359,2724,,24683,29997,22811,20425,18399,15775,18368,19741,12927,14435
151511,Crude linseed oil,0,0,0,0,0,3,16,23,26,37,,2,12,71,39,0,93,21,43,24,5,,8,9,0,0,0,12,26,33,56,72
330410,Lip make-up preparations,85,44,29,62,145,48,68,70,14,37,,3987,5270,5230,9028,13074,13313,12591,13792,16918,16832,,55041,75883,106550,143076,197511,357250,486659,488620,276563,238142
30822,"Frozen sea urchins """"Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus ...""",0,0,0,0,0,0,59,39,56,36,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,224,177,382,796
90112,Decaffeinated coffee (excluding roasted),12,13,41,15,7,24,9,5,18,36,,213,150,350,512,325,294,118,100,156,89,,1301,1145,1861,1074,1903,1882,974,800,3545,1150
540752,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",61,5,8,1,4,13,5,27,4,36,,1185,606,249,350,486,836,923,2064,4250,2215,,6404,7706,8891,8789,7733,6902,10048,18524,16973,18199
950670,"Ice skates and roller skates, incl. skating boots with skates or rollers attached",20,11,14,10,7,0,1,26,1,36,,140,165,57,7,183,79,7,88,182,586,,3128,2806,3862,3066,2193,3104,4327,2768,3096,4981
70930,"Fresh or chilled aubergines """"eggplants""""""""",17,4,12,20,21,34,65,61,47,36,,19,67,54,28,37,30,22,28,26,44,,7281,7571,7449,6982,7871,8235,9163,9902,10222,10871
220840,Rum and other spirits obtained by distilling fermented sugar-cane products,280,79,187,81,80,73,82,59,53,36,,3688,3598,3656,3802,4449,5219,4357,6435,3246,4354,,13726,14397,12828,10987,13955,14830,15387,14149,10262,10147
850152,"AC motors, multi-phase, of an output > 750 W but <= 75 kW",33,48,25,29,24,7,110,44,90,36,,6466,5828,8339,4651,5799,5225,6952,6786,4698,5804,,35333,42471,53657,45783,45294,38615,61843,42678,42943,46212
741210,"Refined copper tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",363,40,3,118,0,0,4,0,0,35,,21185,4323,2078,533,834,577,598,5548,854,1054,,4489,3852,4527,3323,3138,1245,2638,4514,7811,9860
610590,"Men's or boys' shirts of textile materials, knitted or crocheted (excluding of cotton or man-made ...",36,19,19,16,12,5,4,60,10,35,,927,903,660,306,708,402,695,2018,8110,9466,,24726,19649,16042,13499,12842,12048,18298,20964,12997,9490
300410,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...""",0,0,23,1,38,149,21,0,193,35,,1929,869,487,518,893,2956,3118,2223,3380,3135,,763,1873,5246,9458,11994,6071,7437,6218,8040,4718
391000,Silicones in primary forms,115,51,58,43,16,16,221,62,36,35,,3339,3606,4337,3968,4445,4184,5611,5002,5327,4581,,109004,101506,120306,89045,87539,91223,100294,99187,77255,99416
851718,Telephone sets (excluding line telephone sets with cordless handsets and telephones for cellular ...,247,122,68,99,87,40,86,91,47,35,,11195,11336,12968,6482,8394,8352,14070,7753,8885,7581,,197113,82314,75835,57567,76634,56405,45380,45213,35288,20948
200971,"Apple juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar or ...",289,144,131,106,141,159,280,176,39,35,,3952,3339,2961,1744,2038,2357,1882,1904,1906,1978,,1082,830,763,603,669,636,907,867,1090,1425
842219,Dishwashing machines (excluding those of the household type),0,3,0,7,3,9,10,8,0,35,,228,657,615,555,1038,479,1940,657,415,552,,5284,6304,6359,6224,5206,7002,10176,6444,3987,7213
620451,Women's or girls' skirts and divided skirts of wool or fine animal hair (excluding knitted ...,0,3,3,2,0,0,1,5,12,34,,37,42,17,35,187,212,208,266,323,494,,370,506,896,898,731,751,1149,1560,2043,3196
820900,"Plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets",593,227,52,30,33,130,57,91,76,34,,3249,3025,924,960,213,349,336,431,482,563,,305417,297438,273793,209509,195059,167452,182889,163893,104445,128794
844313,"Offset printing machinery (excluding sheet fed offset printing machinery, sheet size <= 22 ...",5,60,135,448,48,8,3,15,53,34,,11111,18627,11488,7748,8529,10854,6571,8308,4964,3220,,27812,24242,36668,32001,27626,6932,16936,41314,3437,5978
300219,"Immunological products, n.e.s. (code possibly empty, preceding subheadings seem exhaustive)",0,0,0,0,0,0,1,8,1,34,,0,0,0,0,0,7032,12335,13958,20922,25061,,0,0,0,0,0,0,84915,40368,59295,48288
720837,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,25,0,0,0,134,34,,41,529,0,0,0,0,0,0,61,69,,10028,7914,5538,2707,4359,5774,3343,4136,1787,3207
722220,"Other bars and rods of stainless steel, not further worked than cold-formed or cold-finished",11,20,0,0,0,6,31,73,6,34,,380,194,43,340,35,387,137,199,208,173,,23083,33105,43949,35534,20208,20915,26876,32271,23382,26335
842720,"Self-propelled trucks fitted with lifting or handling equipment, non-powered by an electric ...",614,448,421,822,955,362,40,1463,446,34,,32781,28634,35697,18970,38567,22562,18826,19011,13923,12822,,142529,75070,96690,70727,70709,56984,57923,43875,22416,39598
400829,"Rods, tubes and profile shapes, of non-cellular rubber",57,20,3,0,70,0,18,8,23,34,,2418,1179,915,1459,713,702,1320,2262,1011,1471,,5130,6026,4941,3123,2630,1656,3696,2690,2881,2662
854330,"Machines and apparatus for electroplating, electrolysis or electrophoresis",138,211,111,50,8,108,49,31,7,34,,13492,5355,3723,1976,1547,685,1414,1140,1362,5794,,9157,8357,6611,4180,5219,9544,10660,11230,5947,11909
851150,Generators of a kind used for internal combustion engines (excluding magneto dynamos and dual ...,96,63,49,81,23,291,1097,1826,120,34,,11158,10276,9201,6618,7944,5724,8411,7069,7145,8435,,75231,40734,56875,48825,106480,90515,78011,49709,140662,54117
200912,"Orange juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",75,49,39,30,26,14,51,88,48,33,,5875,6522,4283,2438,2475,2057,2023,2527,3007,3575,,6041,4929,4016,4100,3686,3514,3003,3243,3214,3095
292429,"Cyclic amides, incl. cyclic carbamates, and their derivatives; salts thereof (excluding ureines ...""",3,0,0,2,5,1,1,1,14,33,,14347,281,39,367,383,183,383,110,51,95,,25949,22791,22116,19616,22687,24972,17773,16941,19052,15035
570330,"Carpets and other floor coverings, of man-made textile materials, tufted """"needle punched"""", ...""",104,94,417,295,54,33,72,47,23,33,,7762,6467,2437,2876,2045,4016,2857,2959,3528,4264,,8174,7260,7434,6197,5367,5307,7662,7286,4907,5489
731822,Washers of iron or steel (excl. spring washers and other lock washers),26,4,309,22,14,15,24,37,40,33,,21370,18539,3726,3124,2949,3348,3819,3515,5160,3717,,13395,13514,12213,10750,12369,21570,29510,19997,17691,20509
611120,"Babies' garments and clothing accessories of cotton, knitted or crocheted (excluding hats)",28,19,15,54,23,64,27,17,350,33,,434,442,349,547,615,208,600,755,972,1115,,26667,17500,18587,18813,21394,25126,12595,13376,11995,18133
381600,"Refractory cements, mortars, concretes and similar compositions, incl. dolomite ramming mix ...",166,26,100,13,35,49,59,143,28,33,,8319,5452,4649,4141,4524,7825,9192,8585,6475,5757,,11566,16806,17423,19207,17477,12364,14560,11798,10252,16408
690919,"Ceramic wares for chemical or other technical uses (excluding of porcelain or china, articles ...",9,4,29,16,26,3,0,15,8,33,,5697,6113,10673,8326,6986,5758,5180,4974,4270,4203,,25069,28964,18995,18110,20642,27138,29688,24434,20019,25801
80430,Fresh or dried pineapples,0,1,3,2,9,5,3,3,10,33,,66,66,131,76,26,87,30,33,20,13,,6148,6947,8249,7442,7912,8054,8798,8382,7500,7823
970190,Collages and similar decorative plaques,1555,33,59,21,39,333,26,33,7,33,,9260,5324,9533,3446,6775,10608,14464,11424,14688,19298,,5528,1309,1914,3015,2779,112294,780,1298,2290,1949
851290,"Parts of electrical lighting or signalling equipment, windscreen wipers, defrosters and demisters ...",16,20,19,29,2684,124,19,9,11,33,,10504,8637,9630,7161,7501,6154,5233,3570,3011,4686,,13241,12622,9978,17027,27126,43938,61978,48090,43420,24394
