Product code,Product label,Russian Federation's imports from Saudi Arabia-Value in 2012,Russian Federation's imports from Saudi Arabia-Value in 2013,Russian Federation's imports from Saudi Arabia-Value in 2014,Russian Federation's imports from Saudi Arabia-Value in 2015,Russian Federation's imports from Saudi Arabia-Value in 2016,Russian Federation's imports from Saudi Arabia-Value in 2017,Russian Federation's imports from Saudi Arabia-Value in 2018,Russian Federation's imports from Saudi Arabia-Value in 2019,Russian Federation's imports from Saudi Arabia-Value in 2020,Russian Federation's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",0,0,0,0,0,0,0,0,0,0,,550,480,582,1031,1509,1844,1925,1785,984,258,,148732,155401,146954,86603,132193,111429,132081,137736,746331,209560
640220,"Footwear with outer soles and uppers of rubber or plastics, with upper straps or thongs assembled ...",0,0,0,0,0,0,0,0,0,0,,725,418,0,586,645,638,0,0,0,0,,5300,5324,4639,3476,2824,4148,4631,4480,3281,3393
640312,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles of rubber, plastics, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,21,0,0,0,,97,143,63,38,11,52,88,30,27,15
640351,"Footwear with outer soles and uppers of leather, covering the ankle (excluding incorporating ...",0,0,0,0,0,0,0,0,0,0,,106,132,210,323,199,357,302,0,30,0,,37311,43432,43881,24959,22406,29937,28957,31374,25094,19964
640419,Footwear with outer soles of rubber or plastics and uppers of textile materials (excluding ...,0,0,0,0,0,0,0,0,0,0,,626,1008,909,693,1807,1415,2881,0,99,519,,543310,635370,522683,403920,473508,606655,668330,754977,685183,844611
660110,Garden or similar umbrellas (excluding beach tents),0,0,0,0,0,0,0,0,0,0,,0,215,0,80,62,14,87,19,3,10,,8588,9809,7637,6180,5058,5448,6267,5325,5341,7640
680530,"Natural or artificial abrasive powder or grain, on a base of materials other than woven textile ...",0,0,0,0,0,0,0,0,0,0,,34,0,278,148,132,1,0,0,0,9,,17780,18922,18492,13484,17641,21969,24622,24764,25016,32430
680690,"Mixtures and articles of heat-insulating, sound-insulating or sound absorbing mineral materials ...",0,0,0,0,0,0,0,0,0,0,,6779,3116,3919,3970,4195,5179,4457,3494,2228,2544,,63185,89473,89689,42152,40800,37703,41918,40444,36233,34666
681510,"Articles of graphite or other carbon, incl. carbon fibres, for non-electrical purposes",0,0,0,0,0,0,0,0,0,0,,29,1281,507,320,287,288,383,1127,2451,333,,20797,27727,36187,29959,29503,37983,41206,62508,53784,56103
681599,"Articles of stone or of other mineral substances, n.e.s.",0,0,0,0,0,0,5,0,0,0,,78,27,28,13,122,303,71,60,59,257,,188119,181947,186709,148080,160008,196446,276149,251348,202229,201523
690790,"Unglazed ceramic flags and paving, hearth or wall tiles; unglazed ceramic mosaic cubes and ...",0,0,0,0,0,0,0,0,0,0,,5466,5374,2593,3149,4826,4193,2130,4764,7097,7382,,219087,272636,221781,100882,60645,448,0,0,0,0
690890,"Glazed ceramic flags and paving, hearth or wall tiles; glazed ceramic mosaic cubes and the ...",0,0,0,0,0,0,0,0,0,0,,18238,27270,33951,28680,24528,0,0,0,0,0,,439443,450202,445395,236020,234488,362,0,0,0,0
690911,"Ceramic wares for laboratory, chemical or other technical uses, of porcelain or china (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,57,10,1068,1244,5415,177,44,115,,751,630,1167,618,422,640,452,282,665,1070
691190,"Household and toilet articles, of porcelain or china (excluding tableware and kitchenware, ...",0,0,0,0,0,0,0,0,0,0,,219,130,342,539,2489,863,619,30,0,0,,1281,862,596,490,904,1365,1606,1254,1025,1427
691310,"Statuettes and other ornamental articles of porcelain or china, n.e.s.",0,0,0,0,0,0,0,0,0,0,,140,0,0,83,173,110,211,3,0,0,,5143,4646,3898,2395,1956,2061,1851,1815,1661,2414
700220,"Rods of glass, unworked",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,135,222,422,539,3562,6542,11108,10488,8487,8378
700319,"Cast glass and rolled glass, in non-wired sheets, not otherwise worked (excluding glass coloured ...""",0,0,0,0,0,0,0,0,0,0,,4656,2971,7677,7381,7509,9007,9912,10765,8077,6905,,6028,5285,3554,2091,1463,1719,1265,1875,1763,2548
700529,"Float glass and surface ground and polished glass, in sheets, but not otherwise worked (excluding ...""",0,0,0,0,0,11,0,0,0,0,,26412,24445,21419,29519,38795,33440,31633,37548,34073,49536,,63953,39139,25830,16195,23527,37068,28546,27310,28390,40280
701110,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",0,0,0,0,0,0,0,0,0,0,,0,0,40,2,48,11,127,0,0,7,,1521,1771,1007,1636,2765,1655,1328,1985,1772,1145
701322,"Drinking glasses, stemware, of lead crystal",0,0,0,0,0,0,0,0,0,0,,0,0,0,22,7,14,45,18,0,0,,4452,4894,4229,1712,2357,1419,2210,2024,2494,3314
701610,"Glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar ...",0,0,0,0,0,0,0,0,0,0,,0,30,0,69,37,36,3,0,0,0,,19129,19753,17979,14953,10207,12329,12155,9711,8792,7949
701720,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated, having ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,41,1,0,0,0,0,0,,1803,2176,3189,1501,1854,2294,2954,3961,4155,5076
701820,Glass microspheres <= 1 mm in diameter,0,0,0,0,0,0,0,0,0,0,,30,39,193,466,512,307,76,43,66,260,,6189,6452,6708,3610,3264,6069,4877,4592,4144,4538
710812,"Gold, incl. gold plated with platinum, unwrought, for non-monetary purposes (excluding gold ...",0,0,0,0,0,0,0,0,0,0,,209087,137842,287775,302568,729583,529108,511186,649474,1840754,1074605,,905,4910,110905,148806,11451,1931,9353,13012,20900,15771
711031,"Rhodium, unwrought or in powder form",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,39,92,78,104,300,261,988,23632,6233,11118
711100,"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,78,13,0
720120,"Non-alloy pig iron in pigs, blocks or other primary forms, containing by weight >= 0,5% phosphorus",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,6,0,0,0,4,0,0,0
720249,"Ferro-chromium, containing by weight <= 4% of carbon",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,13,6,0,0,0,0,,342,278,789,434,8330,5390,5496,5887,6529,10215
720390,"Spongy ferrous products, obtained from molten pig iron by atomisation, iron of a purity of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,17,0,0,0,0,0,,43,2,1,10,3,12,15,1,28,82
720711,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,131,140749,28037,5314,88272,,5602,7416,2212,914,381,23425,81912,154943,9462,2691
720810,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,52804,60571,42596,36381,29882,34711,36842,35201,28473,30026,,0,1489,1712,590,546,1174,570,217,577,7092
720827,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,20060,142170,41142,36146,90,53,1037,0,9,19,,645,8,201,1485,10674,4747,4910,688,903,794
720838,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,10376,0,0,0,52,1,215,0,41249,261141,,64885,73550,46177,40265,42286,108289,165454,160620,116679,269930
720925,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,468,0,222,452,166,9,3,86,13,4,,543,825,892,649,118,653,215,1050,492,79
721061,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,1072,1167,312,187,25,65,72,0,0,0,,15346,55957,29302,10693,13945,20481,21564,25011,3890,15665
721113,"Flat-rolled products of iron or non-alloy steel, simply hot-rolled on four faces or in a closed ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,45,41,95,212,3857,4059,4631,,541,493,327,105,57,726,1901,111,394,72
721210,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,1185,0,0,0,0,211,508,682,492,393,,1139,923,660,487,725,1308,1134,1541,1657,1406
721399,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,452,8981,2495,2415,570,,185,101,106,29,0,77,82,87,72,92
721491,"Bars and rods, of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3847,4063,0,0,,26216,22210,14224,9954,10566,14181,14469,13355,7680,11142
721510,"Bars and rods, of non-alloy free-cutting steel, not further worked than cold-formed or col ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,0,77,0,,5023,6427,3777,2384,2287,3688,4382,4197,3016,5419
721633,"H sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,0,0,0,0,0,0,0,,340,240,339,386,1509,2123,1676,7,7,29,,22594,18617,19624,14907,16583,22038,15795,8241,10136,19683
721669,"Angles, shapes and sections, of iron or non-alloy steel, not further worked than cold-formed ...",0,0,0,0,0,0,0,0,0,0,,29978,52172,18355,5529,5482,6503,2219,2621,547,6331,,1345,2836,2145,671,246,205,220,397,141,362
721891,"Semi-finished products of stainless steel, of rectangular """"other than square"""" cross-section""""",0,0,0,0,0,0,0,0,0,0,,85,0,0,0,96,27,0,0,0,0,,10270,9674,8091,3998,3753,5882,8889,6762,8649,11132
721911,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,25,129,23,15,0,0,0,,114,177,378,549,426,639,1003,1026,225,455
722020,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,33,16,4,1055,9,0,0,,64054,77584,64757,52606,47493,51030,59455,52287,52741,69784
722100,"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,39,82,4,0,0,,153,38,64,84,95,120,73,1839,3178,6787
722219,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only extruded (excluding ...",0,0,0,0,0,0,0,0,0,0,,1698,3052,2495,1755,425,41538,71754,21324,8729,0,,1128,682,1021,621,570,585,772,897,399,599
722230,"Other bars and rods of stainless steel, cold-formed or cold-finished and further worked, or ...",0,0,0,0,0,0,0,0,0,0,,325,52,736,54,68,54,112,0,0,3,,11368,15402,10736,16367,7731,11535,10813,14253,14841,24915
722490,Semi-finished products of alloy steel other than stainless,0,0,0,0,0,0,0,0,0,0,,1569,1616,3279,1015,3445,6603,11977,4014,1454,114,,7573,7929,1839,1104,1244,611,1311,3667,5178,3211
722620,"Flat-rolled products of high-speed steel, of a width of <= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,138,48,31,42,116,34,24,26,40,68
722692,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4624,3628,4812,4897,4226,4794,5475,5546,3604,5235
722710,"Bars and rods of high-speed steel, hot-rolled, in irregularly wound coils",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,21,0,8,0,0,0,,0,0,0,0,0,0,0,0,0,0
722830,"Bars and rods of alloy steel other than stainless, not further worked than hot-rolled, hot-drawn ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,54,14,0,0,0,0,0,,20897,13657,20432,6201,11412,18372,19593,16769,11051,14959
730441,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,154,13,15,295,463,38,43,25,,77147,78906,57002,42960,34429,49652,81082,69487,78939,70790
730451,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other ...""",0,0,0,1,0,0,0,0,0,0,,332,0,94,113,107,65,116,3,0,0,,28720,16756,15387,11334,12327,12727,15686,16048,16222,19710
730711,Tube or pipe fittings of non-malleable cast iron,0,0,0,0,0,0,0,0,0,0,,207,65,36,242,114,501,751,5675,329,455,,5348,7839,5875,3780,3826,3625,3859,5002,6431,6654
730722,"Threaded elbows, bends and sleeves of stainless steel (excluding cast products)",0,0,0,0,0,0,0,0,0,0,,773,6433,7586,5667,4080,1806,572,140,55,31,,4722,4307,4334,4824,2834,3593,5430,3583,3554,3827
730820,"Towers and lattice masts, of iron or steel",2554,1684,106,0,0,0,0,0,0,0,,57674,40382,56259,26249,17726,31364,29871,26551,72088,12659,,61557,38705,11841,3257,1436,7198,11779,18600,5257,9761
730900,"Reservoirs, tanks, vats and similar containers, of iron or steel, for any material other than ...""",0,0,0,0,0,0,0,0,0,0,,3357,5059,9462,7495,8677,7706,10214,7008,21883,1905,,104678,182941,119085,51378,45641,60101,56615,70756,89958,73316
731300,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely ...",0,0,0,0,0,0,0,0,0,0,,272,1043,176,131,29,615,185,243,445,2767,,1765,1066,652,488,371,725,1304,1152,309,538
731431,"Grill, netting and fencing, of iron or steel wire, welded at the intersection, plated or coated ...",0,0,0,0,0,0,0,0,0,0,,0,241,0,0,1,1,0,0,43,554,,10738,8060,6222,4704,3600,4816,3644,2982,2228,2848
731441,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection, plated or ...",0,0,0,0,0,0,0,0,0,0,,305,0,0,3,2,12,30,4,0,381,,6346,6062,5870,4998,3664,4873,4767,4480,5412,4916
731450,"Expanded metal, of iron or steel",0,0,0,0,0,0,0,0,0,0,,3878,2902,810,729,1084,595,503,469,272,149,,1852,683,1426,923,732,2647,2739,5929,5103,8518
731519,"Parts of articulated link chain, of iron or steel",0,0,0,0,0,0,0,0,0,0,,28,116,171,171,104,144,74,0,80,0,,4849,4043,2332,2533,2123,2817,3081,3412,3072,4358
731582,"Welded link chain of iron or steel (excluding articulated link chain, skid chain and stud-link ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,1,0,220,22,24,5,,23450,22227,19433,14371,14796,16676,18111,24591,16796,23918
731819,"Threaded articles, of iron or steel, n.e.s.",0,0,0,1,0,0,0,0,0,0,,248,1148,226,1784,1110,1300,2625,221,172,487,,74060,86299,88904,61261,75141,70736,79304,94513,86728,105530
731821,"Spring washers and other lock washers, of iron or steel",0,0,0,0,0,0,0,0,0,0,,337,0,0,42,36,52,70,6,4,0,,8740,8881,7963,5382,6817,8854,11434,11094,10635,14763
731823,Rivets of iron or steel (excluding tubular and bifurcated rivets for particular uses),0,0,0,0,0,0,0,0,0,0,,95,141,66,15,58,275,945,7781,3442,6521,,7697,9234,8282,4888,7198,5207,5335,3547,3066,4235
732189,"Stoves, heaters, grates, fires, wash boilers, braziers and similar domestic appliances, of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,9,,28679,27696,29454,14817,12065,13973,12519,12381,12791,16374
732219,"Radiators for central heating, non-electrically heated, and parts thereof, of iron other than ...",0,0,0,0,0,0,0,0,0,0,,0,0,241,17,78,29,68,19,30,0,,120501,139597,139595,103277,101049,128312,123266,117604,94377,97021
732399,"Table, kitchen or other household articles, and parts thereof, of iron other than cast iron ...",0,0,0,0,0,0,0,0,0,0,,895,805,867,1343,1510,1318,2048,112,96,82,,116611,118014,107392,54508,52726,60163,68105,66211,65375,82363
732421,"Baths of cast iron, whether or not enamelled",0,0,0,0,0,0,0,0,0,0,,37,32,0,39,2,1,80,0,5,4,,37567,25845,20478,10654,10009,10957,15209,14830,9541,11100
732599,"Cast articles of iron or steel, n.e.s. (excluding articles of non-malleable cast iron, and ...",0,0,0,0,0,0,0,0,0,0,,2542,3189,2572,1459,1748,828,1743,2735,1991,401,,47440,78680,98872,65062,77921,93864,98908,102965,99154,101530
732611,"Grinding balls and similar articles for mills, of iron or steel, forged or stamped, but not ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,88,78,0,0,0,,22263,36896,25651,5507,4319,11354,17149,15755,13411,19494
732620,"Articles of iron or steel wire, n.e.s.",0,0,0,0,0,0,0,0,0,0,,220,624,1300,1501,5248,6499,3050,2047,731,1060,,48315,46699,46780,27536,26830,32796,33520,39038,37718,45635
740811,"Wire of refined copper, with a maximum cross-sectional dimension of > 6 mm",0,0,0,0,0,0,0,0,0,0,,213,598,807,4263,2234,35529,2612,17893,6289,8563,,18593,17317,20682,7052,8635,14653,16684,18872,8614,5463
740829,"Wire of copper alloys (other than copper-zinc alloys [brass], copper-nickel alloys [cupro-nickel] ...",0,0,0,0,0,0,0,0,0,0,,257,421,0,22,460,615,840,696,544,215,,1887,3046,2434,1312,1421,1418,2181,1864,2126,3792
740919,"Plates, sheets and strip, of refined copper, not in coils, of a thickness of > 0,15 mm (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,671,903,45,1262,894,480,152,62,17,,15311,23972,13395,6065,4158,8038,6497,4688,4356,4403
740931,"Plates, sheets and strip, of copper-tin base alloys """"bronze"""", of a thickness of > 0,15 mm, ...""",0,0,0,0,0,0,0,0,0,0,,30,38,0,3,17,0,0,0,8,0,,5064,4771,2904,2354,2096,2387,3788,1870,1932,2751
741129,"Tubes and pipes of copper alloys (excluding copper-zinc base alloys """"brass"""", copper-nickel ...""",0,0,0,0,0,0,0,0,0,0,,767,67,339,715,83,1942,2482,1342,270,0,,2983,3362,3003,2497,2685,1378,1332,2216,1962,1897
741910,"Chain and parts thereof, of copper (excluding watch chains, necklace chains and the like)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,546,432,473,488,422,493,322,391,408,431
741991,"Articles of copper, cast, moulded, stamped or forged, but not further worked, n.e.s.",0,0,0,0,0,0,0,0,0,0,,44,0,40,81,711,991,366,265,104,47,,3183,2424,4127,1927,2030,2174,2230,2436,3730,2655
750512,"Bars, rods, profiles and wire, of nickel alloys, n.e.s. (excluding electrically insulated products)",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,8,0,0,0,0,,15392,19960,28646,6852,8961,10057,10325,14571,13226,15799
760200,"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ...",0,0,0,0,0,0,0,0,0,0,,144839,258097,293256,229055,246158,302291,276477,180266,161699,321928,,16980,17704,19767,17063,28142,104602,48045,38627,54708,127376
760720,"Aluminium foil, backed, of a thickness (excluding any backing) of <= 0,2 mm (excluding stamping ...",0,0,0,0,0,0,0,0,0,0,,1702,3900,495,3366,20021,20380,53278,15368,10207,33225,,97609,69804,81939,50063,42631,34837,34928,33656,31733,33361
761010,"Doors, windows and their frames and thresholds for door, of aluminium (excluding door furniture)",0,0,0,0,0,0,0,0,0,0,,10351,12402,12336,14907,4205,3063,3060,1750,849,414,,14905,20075,29764,16579,17225,32632,21121,18913,19576,20078
761100,"Reservoirs, tanks, vats and similar containers, of aluminium, for any material (other than ...",0,0,0,0,0,0,0,0,0,0,,0,0,43,129,36,581,53,0,0,8,,5916,3566,1562,1382,1785,15549,1210,683,1645,11915
780419,"Lead plates; lead sheets, strip and foil, of a thickness """"excluding any backing"""" of > 0,2 ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,40,477,12,0,0,44,60,,863,896,1230,697,476,637,863,476,579,894
790111,"Unwrought zinc, not alloyed, containing by weight >= 99,99% of zinc",0,0,0,0,0,0,0,0,0,0,,83,0,0,0,302,1153,134,0,13,38,,14095,16345,9053,10995,9226,6735,3184,15720,43493,100438
790390,"Zinc powders and flakes (excluding grains of zinc, and spangles of heading 8308, and zinc dust)",0,0,0,0,0,0,0,0,0,0,,1593,1953,4670,4777,281,232,308,0,0,45,,16,61,282,199,312,860,288,298,775,1259
790500,"Zinc plates, sheets, strip and foil",0,0,0,0,0,0,0,0,0,0,,717,0,140,182,174,318,669,21,44,15,,2483,2486,2196,1556,696,1144,2246,1242,1335,1765
810110,Tungsten powders,0,0,0,0,0,0,0,0,0,0,,330,0,0,0,1099,0,0,0,0,540,,658,426,796,361,491,504,392,255,437,411
810295,"Molybdenum bars and rods (other than those obtained simply by sintering), profiles, plates, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,16,25,0,0,13,451,,3902,3555,2133,3204,3521,2704,4956,6798,3012,4493
810297,Molybdenum waste and scrap (excluding ash and residues containing molybdenum),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,77,68,219,123,161
810411,"Unwrought magnesium, containing >= 99,8% by weight of magnesium",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,,4231,12532,16166,10276,4590,16210,7618,18062,19340,36308
820140,"Axes, billhooks and similar hewing tools, with working parts of base metal (excluding ice axes)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,2,13,0,0,0,,11028,11505,11082,5458,4985,6770,9824,7955,8435,11622
820320,"Pliers, incl. cutting pliers, pincers and tweezers for non-medical use and similar hand tools, ...",0,0,0,0,0,0,0,0,0,0,,0,39,0,117,187,443,100,0,0,0,,34191,35038,33824,19815,23863,31911,35081,35358,35449,46504
820730,"Interchangeable tools for pressing, stamping or punching",0,0,0,0,0,0,0,0,0,0,,142,0,0,75,7,11,74,0,0,0,,135741,246169,217293,225495,179780,114675,168946,156691,183130,199374
830160,"Parts of padlocks, locks, clasps and frames with clasps, incorporating locks, of base metal, ...",0,0,0,0,0,0,0,0,0,0,,0,0,267,83,211,55,643,25,0,0,,53641,50344,42589,26408,26696,43770,54145,54567,47727,61765
830220,Castors with mountings of base metal,0,0,0,0,0,0,0,0,0,0,,0,0,0,51,74,51,121,0,0,30,,15462,12928,11712,7990,9268,10114,11845,13371,13746,20160
830300,"Armoured or reinforced safes, strongboxes and doors and safe deposit lockers for strongrooms, ...",0,0,0,0,0,0,0,0,0,0,,126,38,261,72,224,159,133,0,0,2,,11110,12661,11562,5704,5270,7610,6255,4954,4260,5122
830610,"Bells, gongs and the like, non-electric, of base metal (excluding musical instruments)",0,0,0,0,0,0,0,0,0,0,,0,0,0,37,25,16,0,0,0,0,,1747,1894,1755,935,776,859,987,1075,901,1275
830710,"Flexible tubing of iron or steel, with or without fittings",0,0,0,0,0,0,0,0,0,0,,108,303,88,293,263,180,36540,62,41,0,,35157,41344,38168,25635,21162,25070,30642,31366,33547,37180
831110,"Coated electrodes of base metal, for electric arc-welding",0,0,0,0,0,0,0,0,0,0,,235,962,132,619,585,563,855,160,310,619,,44215,52723,72086,37971,44151,63967,68011,71060,69800,75989
840140,"Parts of nuclear reactors, n.e.s. [Euratom]",0,0,0,0,0,0,0,0,0,0,,0,115,0,0,0,0,0,0,0,0,,6594,13531,20543,21860,15202,7557,7416,4983,20119,10139
840690,"Parts of steam and other vapour turbines, n.e.s.",0,0,0,0,0,0,0,0,0,0,,979,0,92,2107,1926,375,10350,0,0,0,,49824,66421,83654,43907,26171,69222,26281,23684,28857,25510
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,0,0,0,0,0,0,0,0,0,0,,3737,822,1497,1533,3642,2737,4992,947,4282,547,,187703,208224,181202,166972,193264,214908,268606,249588,225991,313721
841013,"Hydraulic turbines and water wheels, of a power > 10.000 kW (excluding hydraulic power engines ...",0,0,0,0,0,0,0,0,0,0,,0,300,550,0,0,0,0,0,0,0,,0,20073,18500,0,0,3143,0,0,0,109
841121,Turbopropellers of a power <= 1.100 kW,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,8339,11740,9980,5647,12321,2867,7123,7384,8757,14013
841182,Gas turbines of a power > 5.000 kW (excluding turbojets and turbopropellers),0,0,0,0,0,0,0,0,0,0,,251,1100,0,1050,146,160,4333,0,0,0,,235031,187243,125240,134317,62314,102177,86741,36407,93749,159592
841239,Pneumatic power engines and motors (excluding linear acting),0,0,0,0,0,0,0,0,0,0,,182,133,64,701,223,3095,443,11,74,16,,12570,27032,17857,13786,13881,17312,17078,20716,18828,19092
841280,"Engines and motors (excluding steam turbines, internal combustion piston engine, hydraulic ...",0,0,0,0,0,0,0,0,0,0,,0,258,1270,1073,217,896,122,0,0,0,,11351,11521,9463,3407,4544,5412,5815,9512,5575,6612
841330,"Fuel, lubricating or cooling medium pumps for internal combustion piston engine",0,0,0,0,0,0,0,0,0,0,,48,323,2150,1094,2232,1229,968,123,4,95,,190337,191378,177249,116707,144494,197082,212364,204929,189173,292720
841430,Compressors for refrigerating equipment,12,0,38,0,0,0,0,0,0,0,,367,1325,2085,1539,1620,1222,4252,3,0,4,,387851,400229,344007,256549,280890,307081,326324,330602,306715,376414
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",2,0,0,0,0,0,0,0,0,0,,10578,14949,9378,1550,515,774,2608,8975,2210,1172,,316857,325763,262119,179784,192398,242034,250978,268349,248573,306854
841790,"Parts of industrial or laboratory furnaces, non-electric, incl. incinerators, n.e.s.",0,0,0,0,0,0,0,0,0,0,,32,1792,945,346,801,169,52,10,4,6,,41647,34133,33944,28256,12911,32384,30658,44548,34860,40807
841861,Heat pumps (excluding air conditioning machines of heading 8415),0,0,0,0,0,0,0,0,0,0,,0,239,208,0,5,13,86,0,117,0,,5744,4722,3485,1633,1645,2217,2010,1808,2904,2572
841891,Furniture designed to receive refrigerating or freezing equipment,0,0,0,0,0,0,0,0,0,0,,158,0,0,10,169,282,65,29,0,168,,4909,3869,3310,1750,449,271,189,1234,1345,910
842091,Cylinders for calendering or other rolling machines (other than for metals or glass),0,0,0,0,0,0,0,0,0,0,,39,682,1865,536,46,46,49,4,0,0,,11326,11752,11133,10402,12120,11804,17004,13825,16274,16849
180400,"Cocoa butter, fat and oil",0,0,0,0,0,0,0,0,0,0,,0,0,0,134,35,3,61,0,0,0,,111024,167230,260596,215964,202780,188903,224613,218774,207182,220695
180610,"Cocoa powder, sweetened",0,0,0,0,0,0,0,0,0,0,,2067,1218,3253,8424,10762,12009,7068,2102,530,527,,267,847,400,199,136,238,171,209,242,290
180631,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg, filled",0,0,0,0,0,0,0,0,0,0,,4542,1243,9331,5694,3541,1813,87,778,845,1744,,57630,85870,63930,28485,29984,50653,71745,88386,84641,114442
