Product code,Product label,"Germany's imports from Korea, Republic of-Value in 2012","Germany's imports from Korea, Republic of-Value in 2013","Germany's imports from Korea, Republic of-Value in 2014","Germany's imports from Korea, Republic of-Value in 2015","Germany's imports from Korea, Republic of-Value in 2016","Germany's imports from Korea, Republic of-Value in 2017","Germany's imports from Korea, Republic of-Value in 2018","Germany's imports from Korea, Republic of-Value in 2019","Germany's imports from Korea, Republic of-Value in 2020","Germany's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
620520,"Men's or boys' shirts of cotton (excluding knitted or crocheted, nightshirts, singlets and ...",45,315,74,36,66,22,23,23,54,98,,8168,10867,9841,9493,8778,9187,12187,12415,7407,10557,,1164341,1192712,1203291,1058832,992882,962128,992982,908887,715525,622382
820310,"Files, rasps and similar hand tools of base metal",228,362,204,317,220,266,113,239,162,98,,1834,1909,1629,1950,1877,2288,2142,1996,1634,1347,,25798,27295,27488,24204,25052,27014,28212,27693,27054,30982
902990,"Parts and accessories for revolution counters, production counters, taximeters, milometers, ...",901,965,866,772,390,414,144,111,66,98,,72455,53357,34896,26896,31200,24656,20155,22266,34084,9550,,137379,113992,108671,69487,64605,75001,72529,115535,121869,130434
811299,"Articles of niobium """"columbium"""", gallium, indium, vanadium and germanium, n.e.s.""""",1,71,12,7,4,0,1960,367,942,98,,2202,2342,1959,861,592,1230,3755,528,1284,2283,,54943,46816,44936,47018,64814,56889,51510,45070,45605,51130
380210,"Activated carbon (excluding medicaments or deodorant products for fridges, vehicles etc., put ...",5,23,0,0,1,0,42,202,143,97,,2840,5412,9041,14319,5456,7702,7885,5477,5993,9219,,110720,123351,130642,125106,126144,137470,160624,164194,159119,188137
200819,"Nuts and other seeds, incl. mixtures, prepared or preserved (excluding prepared or preserved ...",3,11,5,14,23,13,36,30,36,97,,5462,5875,4569,13497,26291,22703,24132,37642,42808,46390,,451151,447873,595458,714510,537101,538524,499093,519292,601574,641411
291734,"Esters of orthophthalic acid (excluding dioctyl, dinonyl or didecyl orthophthalates)",93,350,89,51,46,978,148,0,28,97,,62909,75138,88332,65610,54507,80091,83293,74475,40498,69121,,37213,36765,36535,30593,30264,31150,30162,27813,25641,33758
330749,"Preparations for perfuming or deodorising rooms, incl. odoriferous preparations used during ...",1,10,13,0,1,12,10,83,88,97,,14602,9820,10762,12535,13719,18458,17155,23730,43962,34957,,116836,131436,130834,112174,122907,134510,155067,155312,177271,209034
850120,"Universal AC-DC motors of an output > 37,5 W",2499,805,151,129,71,144,180,21,452,97,,6074,5384,11478,3965,6812,4626,5068,3820,1520,1892,,75238,71914,85553,74098,59487,60026,74219,87195,64571,80917
853223,"Fixed electrical capacitors, ceramic dielectric, single layer (excluding power capacitors)",73,76,17,27,21,422,763,125,94,97,,7972,10066,9108,6306,6323,7033,14269,14968,8744,8441,,32340,38245,39129,27749,27328,33937,45443,30846,29137,40096
420212,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...",418,4337,8285,4985,4928,661,185,102,69,97,,14044,29141,48802,42126,47581,27100,13258,13567,11215,13853,,433654,473227,509292,542283,572123,595057,596424,596338,426652,422773
420219,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers ...",8,15,339,320,15,19,69,17,24,97,,1621,1496,2309,2046,2224,1139,1947,1899,1903,3205,,34137,36627,33485,38188,55557,56322,47099,35834,25602,26904
690100,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite ...",0,0,8,6,9,12,4,6,18,96,,1654,1874,2935,2316,2453,3340,3155,3891,3553,5758,,5567,5204,7857,3978,5443,8841,6938,6367,7881,8684
710691,"Silver, incl. silver plated with gold or platinum, unwrought (excluding silver in powder form)",0,0,0,0,0,28,54,3,1,96,,2308729,1633965,1729466,1296941,1579533,1262091,1173496,1175432,1522601,2001367,,1223298,1464105,1157844,813391,614064,718474,444487,521661,714456,1134842
842420,"Spray guns and similar appliances (other than electrical machines, appliances and other devices ...",158,636,66,51,4912,115,82,348,126,96,,95286,132592,75657,112616,61757,34637,37829,34914,37544,35610,,105552,91541,98613,73247,92192,93093,101075,106031,115072,153530
901820,"Ultraviolet or infra-red ray apparatus used in medical, surgical, dental or veterinary sciences",276,42,74,105,193,72,143,46,145,96,,6414,6665,9558,10833,11410,4387,3047,1496,1751,1305,,6337,5610,7420,6923,7727,8578,10230,12061,15379,16931
741991,"Articles of copper, cast, moulded, stamped or forged, but not further worked, n.e.s.",110,18,4,142,3,3,9,9,0,95,,6456,5905,5948,5133,4056,3497,3997,4488,3857,3647,,37065,31794,34539,29722,29789,34703,37526,30818,30810,36109
761610,"Nails, tacks, staples, screws, bolts, nuts, screw hooks, rivets, cotters, cotter pins, washers ...",194,281,114,30,84,86,127,164,82,95,,5012,6320,6939,8925,9081,9775,21711,20795,10323,12287,,60644,67473,71857,71441,67105,81393,89225,81643,64308,92824
90421,"Fruits of the genus Capsicum or of the genus Pimenta, dried, neither crushed nor ground",0,11,0,0,0,12,0,75,101,95,,659,11,9,15,14,28,9,7,17,38,,40196,39730,39112,26297,28378,31847,33236,35276,32640,37354
620920,"Babies' garments and clothing accessories of cotton (excluding knitted or crocheted and hats, ...",2,0,0,1,5,3,1,2,26,94,,2058,1968,1810,2069,4091,2166,1880,1711,2127,2950,,114286,114653,125207,121257,112347,112356,123238,105602,92183,106026
620799,"Men's or boys' singlets and other vests, bathrobes and dressing gowns of textile materials ...",0,0,0,0,2,0,1,0,23,94,,3331,1905,1258,1939,1049,865,886,478,514,615,,2390,2360,3493,2253,2395,2094,1442,1740,1909,2306
600110,"""Long pile"""" fabrics, knitted or crocheted""""",396,241,330,215,198,150,123,117,126,94,,58781,53396,56494,47403,36607,38368,37681,39924,21444,33852,,18476,17748,16020,11670,10219,11267,12774,10223,6203,8431
600633,"Fabrics, knitted or crocheted, of synthetic fibres, of yarns of different colours, of a width ...""",235,200,209,210,204,176,231,260,132,94,,12792,11150,14364,11170,8998,13002,12595,11816,8518,9504,,11800,10665,11149,9274,10090,10952,10323,10939,10783,10588
900220,"Filters, optical, being parts of or fittings for instruments, apparatus and appliances, framed ...",113,216,36,34,6,191,410,162,129,93,,43108,35750,19815,22464,16971,45608,37469,32018,21458,15388,,34145,30926,29716,31459,29387,33451,38547,39209,41428,49471
681591,"Articles of stone or other mineral substances, n.e.s. containing magnesite, magnesia in the ...",0,0,13,8,5,0,0,8,10,93,,5,56,114,103,18,2,21,11,14,12,,24303,28326,37130,45302,37242,47466,54719,52489,42326,47419
482369,"Trays, dishes, plates, cups and the like, of paper or paperboard (excluding of bamboo paper ...",1,19,17,47,12,106,169,296,97,93,,32234,32248,34571,30050,35543,37588,42795,43170,35135,37012,,128486,127823,138563,121826,125292,131763,149261,158064,146283,206474
740990,"Plates, sheets and strip, of copper alloys, of a thickness of > 0,15 mm (excluding copper-zinc ...""",1,2,5,3,0,2,17,169,0,93,,60905,48003,46959,38074,44210,67871,67228,48225,49162,75793,,21278,20855,23637,14422,16864,22929,30210,22463,21931,47818
853390,"Parts of electrical resistors, incl. rheostats and potentiometers, n.e.s.",2,12,8,4,3,4,9,241,7,93,,11414,15205,7883,3236,3803,4370,4404,3503,3896,6705,,10311,10571,11547,9441,10095,9098,9612,9083,9112,12412
901510,Rangefinders,12,13,21,11,334,110,54,53,40,93,,756,1156,1557,2113,1615,1716,3968,4381,4987,12252,,59240,67394,74489,75001,64398,64849,68602,79970,62575,82271
251990,"Fused magnesia; dead-burned """"sintered"""" magnesia, whether or not containing small quantities ...""",127,13,953,16,35,124,274,32,52,92,,12972,5982,3983,4472,3082,3639,7051,5008,1243,912,,262776,278755,277615,216127,202652,191340,299893,224204,163475,203045
740721,"Bars, rods and profiles, of copper-zinc base alloys """"brass"""", n.e.s.""""",12,213,53,43,56,91,149,120,88,92,,346130,351506,346033,276499,150109,252025,286637,225267,232991,347507,,261849,243502,253419,196266,180208,204954,236149,192266,178531,338517
420500,Articles of leather or composition leather (excluding saddlery and harness bags; cases and ...,5253,3681,1416,54,398,58,120,93,78,92,,10299,18538,17519,21170,31720,21528,26049,27165,28508,30130,,62010,67461,87323,107156,85549,82735,89251,87874,70786,81695
790500,"Zinc plates, sheets, strip and foil",0,4,78,0,1,0,0,17,1,92,,1379,3206,5395,4058,4434,5749,5081,4800,2951,5357,,176302,160246,170266,135536,132818,177445,158910,138640,128860,163652
481190,"Paper, paperboard, cellulose wadding and webs of soft cellulose, coated, impregnated, covered, ...",324,89,258,876,6787,6749,1878,1095,95,91,,28398,45322,51078,41505,43625,61160,90661,113841,105890,110524,,222847,227849,233634,194816,217597,213380,238984,226045,216912,251931
481013,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",69,72,35,256,29,4,12,24,194,91,,189952,147814,130786,116418,111826,128488,157286,144749,136452,165956,,608709,586403,580558,470468,432043,404376,405763,364890,302370,355527
800700,"Articles of tin, n.e.s.",7,46,104,65,195,106,131,125,116,91,,16400,18432,19094,16454,15504,14201,13829,10394,11867,15547,,19808,19520,15628,15207,16227,22183,21519,20375,16440,35049
843991,"Parts of machinery for making pulp of fibrous cellulosic material, n.e.s.",7,78,114,0,4,25,0,26,66,91,,3761,3986,4449,4371,3992,3905,3913,4891,4678,4939,,76371,73677,61208,36763,39063,42662,43663,35683,40706,42325
560210,"Needleloom felt and stitch-bonded fibre fabrics, whether or not impregnated, coated, covered ...",123,13,16,2,0,2,0,0,0,91,,9217,12329,13233,13243,19583,19936,29414,36749,32393,36841,,43286,46892,65200,52234,50298,54753,53757,51095,46487,53283
731700,"Nails, tacks, drawing pins, corrugated nails, staples and similar articles of iron or steel, ...",147,147,133,99,122,117,115,41,44,90,,65660,63693,69833,61185,56904,56791,77759,60455,59580,81973,,117513,113973,117510,101351,102874,113589,125662,120167,116699,153028
284610,Cerium compounds,18,8,8,75,275,1,11,39,23,90,,5474,1166,46,1831,268,602,115,160,176,235,,37243,32713,22847,29080,20465,15087,11109,6314,4674,5240
80830,Fresh pears,25,50,105,88,125,177,92,115,128,90,,49815,54929,62956,58231,67215,66677,80356,83221,71675,71769,,206472,242548,240118,216212,222882,238186,239470,203755,239932,253824
540261,"Multiple """"folded"""" or cabled filament yarn of nylon or other polyamides, incl. monofilament ...""",0,1,0,0,10,0,0,51,89,90,,811,837,465,589,827,549,1143,1440,972,1161,,29683,29907,26252,31145,32929,33669,35136,26996,18038,17609
420299,"Travelling-bags, shopping or tool bags, jewellery boxes, cutlery cases and similar, with outer ...",232,581,2145,395,88,539,917,258,108,89,,9965,17019,13261,11380,10134,12828,14739,16561,17945,29836,,55822,68373,71025,67152,72609,77181,91462,81864,75711,82052
220300,Beer made from malt,11,22,94,50,78,74,99,93,64,89,,67814,72254,73181,84454,90864,112446,154444,145936,68530,59980,,572402,582364,634843,487210,519634,497743,522695,522317,463606,468051
901180,"Optical microscopes (excluding for photomicrography, cinephotomicrography or microprojection, ...",117,4,8,18,11,55,36,171,195,89,,6046,14621,12635,11743,7448,11911,11869,12695,11792,12136,,71366,60592,64355,49195,42788,34257,43206,54685,54641,85650
690390,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",10,28,5,12,20,32,66,69,24,88,,6185,5258,6815,8174,6404,6587,7262,9817,11328,22483,,44707,42764,48725,39051,35037,36452,50656,43918,45479,48230
940360,"Wooden furniture (excluding for offices, kitchens and bedrooms, and seats)",32,234,56,27,4,167,83,462,100,87,,17672,20469,30309,21066,19149,17614,17690,24783,20975,19469,,2129999,2145707,2347317,2076755,2056833,2035696,2156326,2130440,2291921,2603676
902720,Chromatographs and electrophoresis instruments,159,33,9,84,76,123,84,212,105,87,,7900,6495,7445,7992,4663,8590,7688,6532,6197,8987,,128821,120022,158464,147727,137686,143012,134080,134746,150142,175322
790111,"Unwrought zinc, not alloyed, containing by weight >= 99,99% of zinc",35,17,0,0,0,0,0,0,0,87,,715586,670287,602608,708825,765916,925159,1061079,881017,912974,773047,,659903,647166,764559,620396,681149,891959,868610,700336,546455,748852
844833,"Spindles, spindle flyers, spinning rings and ring travellers, for machines of heading 8445",37,41,37,62,14,6,9,8,0,87,,691,794,1792,1649,1315,1261,1477,1371,1109,1565,,7609,8953,9053,8904,9619,11937,7968,6730,3333,3676
620640,"Women's or girls' blouses, shirts and shirt-blouses of man-made fibres (excluding knitted or ...",142,178,181,328,191,163,131,108,60,86,,34077,31298,30091,21725,23451,21198,20889,17961,21496,28512,,441673,586740,767425,847236,878233,928664,983688,877437,667808,600685
620444,Women's or girls' dresses of artificial fibres (excluding knitted or crocheted and petticoats),5,18,23,47,62,75,61,35,28,86,,2738,3046,2942,3309,2292,1871,1871,1601,1297,1662,,92377,102226,131508,143459,176038,201649,241530,375701,388216,423014
848291,"Balls, needles and rollers for bearings (excluding steel balls of heading 7326)",19,38,111,15,7,100,40,85,246,86,,4147,5158,10161,10509,11184,12401,15304,13851,15969,15927,,214847,215963,235713,188030,178537,195803,218264,190532,171284,208626
200989,"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening ...",25,6,3,6,6,39,21,90,81,86,,7414,3450,3424,2931,2535,4631,4185,4421,5528,12287,,229971,236624,215602,193114,195191,200610,206938,197486,216816,252492
845140,"Machines for washing, bleaching or dyeing textile yarns, fabrics or made-up textile articles ...",99,118,79,124,177,117,135,26,41,86,,27338,24161,24446,26926,32649,34526,23137,19426,13058,26083,,9226,10538,12456,4969,5518,5425,14053,11611,7913,13603
321290,"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste ...",125,72,677,614,902,74,228,394,89,86,,10286,12738,14069,10843,14086,11836,10575,14710,16680,26364,,167628,227621,218329,166202,129383,110359,115531,113714,96259,120162
830260,Automatic door closers of base metal,0,6,51,84,17,2,31,3,66,86,,26228,27999,26201,25223,25224,26041,23609,23998,19791,24147,,77688,84985,85424,71815,83254,87251,104414,96196,93963,109802
731823,Rivets of iron or steel (excluding tubular and bifurcated rivets for particular uses),1334,776,811,622,569,236,265,98,71,86,,18515,17659,20309,19002,22933,18884,25083,20824,20482,23303,,50356,54197,59322,50892,63845,54506,58207,58026,46322,63707
392329,"Sacks and bags, incl. cones, of plastics (excluding those of polymers of ethylene)",456,431,152,268,571,314,343,263,79,85,,109336,124449,134249,122011,126546,130662,137980,137787,154109,161200,,240224,264754,278062,241719,233346,238113,260794,257867,269407,331661
821300,"Scissors, tailors' shears and similar shears, and blades therefor, of base metal (excluding ...",247,409,261,224,259,223,181,124,72,85,,7909,8387,7467,7293,7307,6399,6327,5996,6261,6268,,46720,43892,50169,46506,48968,48220,49346,47908,51242,61768
852791,"Radio-broadcast receivers, for mains operation only, combined with sound recording or reproducing ...",254,317,333,412,292,228,74,88,28,85,,9544,1222,981,576,821,1478,2658,2236,2862,3041,,280229,309960,302510,247826,252221,271711,252868,256448,211179,230652
121120,"Ginseng roots, fresh or dried, whether or not cut, crushed or powdered",206,15,305,28,120,32,86,7,34,85,,83964,106615,107440,84891,51227,67081,81073,82018,68942,80812,,10422,11368,10809,10783,11732,7844,7906,4813,3066,5509
840490,Parts of auxiliary plant of heading 8402 or 8403 and condensers for steam or other vapour power ...,2,218,0,457,0,0,1,1,2,84,,30327,27579,39203,45894,43844,35716,25193,16142,7455,4915,,19402,19591,16978,14944,11679,17246,18292,16589,15385,15370
691110,"Tableware and kitchenware, of porcelain or china (excluding ornamental articles, pots, jars, ...",594,1133,1395,1039,1016,1185,1011,978,23,84,,13308,13050,14235,13036,12492,14690,9107,7143,6352,9852,,289809,229982,274705,243177,238943,243596,239917,241759,229945,276300
851821,"Single loudspeakers, mounted in their enclosures",141,341,353,281,194,207,485,178,83,84,,2727,3329,7660,6151,5375,19577,11739,11794,7774,4995,,235387,244810,262046,212543,206432,314313,380301,370242,296789,318586
291737,Dimethyl terephthalate,0,36,0,0,53,0,0,0,0,83,,27656,17084,20237,17029,34033,48757,50442,39603,29627,44776,,643,1603,935,1797,7278,3469,541,320,157,1311
731449,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection (excluding ...",0,0,14,28,4,31,17,7,58,82,,8539,6860,8251,6310,4179,4994,4491,5054,6550,13187,,13424,16924,22576,17804,16724,16895,14992,17341,24550,39250
621710,"Made-up clothing accessories, of all types of textile materials, n.e.s. (excluding knitted ...",94,95,183,76,43,11,90,33,57,82,,199959,251280,252752,254315,261340,283806,299465,244983,196093,209909,,51411,55257,60168,55269,54705,60935,64257,66910,71645,72892
621143,"Women's or girls' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",76,47,63,132,93,109,134,103,70,82,,8918,14140,8277,11636,9343,10231,12557,8982,9183,10829,,222772,242121,278344,302298,300670,281698,303901,314239,257301,254398
903220,"Manostats (excluding taps, cocks and valves of heading 8481)",607,296,136,34,115,90,30,72,70,81,,256,343,326,231,315,1200,1434,600,844,2242,,88363,85185,103788,95342,119133,113548,152775,166278,155687,171979
741910,"Chain and parts thereof, of copper (excluding watch chains, necklace chains and the like)",312,342,275,305,236,97,107,84,74,81,,3152,2688,1456,1007,1253,1266,1201,961,1015,1126,,1270,1451,1552,1190,1024,1007,1193,1134,1102,1256
293359,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing a pyrimidine ring, whether ...""",74,148,361,32,57,132,78,54,110,81,,6773,6119,21996,30290,5809,15708,14727,12007,10829,10957,,1766433,1758539,1715635,2891204,3737142,4349462,3863964,5228578,5051082,4680937
250100,"Salts, incl. table salt and denatured salt, and pure sodium chloride, whether or not in aqueous ...",107,127,61,82,56,74,78,57,104,81,,8988,12422,9812,10467,10686,9344,10163,10811,10555,12510,,168383,190250,184941,155390,169811,192255,228934,192854,199381,233864
580137,"Warp pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",177,113,175,115,116,66,79,133,72,81,,45089,47165,46350,31226,47051,52628,52835,42871,34428,38992,,20422,18876,19419,16843,16892,17767,20244,16972,15717,19008
480990,"Transfer papers, incl. coated or impregnated paper for duplicator stencils or offset plates, ...",119,96,116,122,118,289,176,92,20,80,,100342,173321,235514,215697,216746,205801,339947,303447,229630,256223,,556,490,678,741,864,1168,1719,1368,1260,1396
591000,"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, ...",58,51,60,35,48,81,75,110,59,80,,2892,3348,2336,2104,2768,3047,2718,3740,3565,3714,,30644,34814,35830,34428,30338,33981,31366,28168,29279,38096
722920,"Wire of silico-manganese steel, in coils (excluding bars and rods)",362,58,138,785,691,301,497,287,79,80,,2148,1175,380,82,36319,60287,63122,43190,35652,45885,,28935,25802,25630,18160,18553,19909,33623,33581,29192,56926
846330,"Machine tools for working metal wire, without removing material (excluding wire bending machines ...",511,83,0,0,0,0,0,0,0,80,,40281,4584,3559,3007,4438,6003,4510,4693,2791,3659,,17436,29804,38988,19791,38158,34937,33370,22444,17150,31966
732399,"Table, kitchen or other household articles, and parts thereof, of iron other than cast iron ...",111,62,77,127,55,13,43,62,19,80,,13390,15654,21182,18004,17976,15996,16989,14378,12245,14998,,184195,179025,189391,178321,175270,180609,208491,212983,236032,315654
391400,"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms",1,0,0,0,24,9,135,324,108,80,,15226,20638,24292,20633,25180,25686,35398,46264,41182,41506,,81625,99107,99395,96789,99812,114925,110600,126605,140907,159750
551512,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",57,18,159,43,63,17,94,79,76,79,,25332,17455,18611,21773,19288,18055,24392,32030,21495,22135,,20787,23483,24411,22377,21307,18516,20061,18371,17133,19838
730439,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy ...""",20,12,148,2492,4,23,5,88,6,79,,56945,31945,46467,56388,25978,21517,17631,30265,15290,16569,,386997,345082,308193,270118,215180,237288,305165,260229,230553,343984
391310,"Alginic acid, its salts and esters, in primary forms",61,65,637,113,81,66,120,66,116,78,,410,244,276,540,647,755,1058,705,642,547,,24813,28363,27615,28477,22467,20620,19420,19462,17275,22081
294190,"Antibiotics (excluding penicillins and their derivatives with a penicillanic acid structure, ...",6015,5580,4206,3587,2340,107,90,25,73,78,,248449,255808,237484,247381,238167,213751,201781,195748,192900,160787,,967216,950861,795078,852998,741372,700885,888073,1128889,962103,846904
920999,"Parts and accessories for musical instruments """"e.g. mechanisms for musical boxes, cards, ...""",234,56,66,131,13,34,29,71,73,78,,3468,3514,3616,2577,2765,2472,2386,1531,1208,1397,,49343,48781,54736,53502,54852,59081,61243,65270,57297,54393
284590,"Non-radioactive isotopes; inorganic or organic compounds of such isotopes, whether or not ...""",2,3,1,35,20,3,3,8,0,77,,241,320,473,520,13050,19426,12442,16140,16306,12406,,20356,28474,30701,29262,27262,31259,40130,43857,40055,52728
853521,"Automatic circuit breakers for a voltage > 1.000 V but < 72,5 kV",3,15,0,16,42,72,19,65,15,77,,45310,50056,63575,52877,52980,48293,57106,50779,49120,66202,,46064,36319,35049,22512,16514,12469,15823,16856,18795,27142
841231,"Pneumatic power engines and motors, linear-acting, """"cylinders""""""""",487,93,60,93,124,70,683,110,98,77,,6620,7464,8948,10589,10678,9685,11939,12772,10632,9722,,285743,315354,291559,229083,228146,232358,259429,233547,199552,271427
852290,Parts and accessories suitable for use solely or principally with sound reproducing and recording ...,1230,1119,1150,603,438,76,44,127,51,77,,206296,188008,193254,145510,111541,89157,39283,31109,27976,35251,,244928,201023,203045,155540,117552,91041,80136,72283,35083,41626
611599,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",38,15,3,10,3,2,1,1,0,76,,8304,9980,5808,5394,4710,5873,3253,2997,2338,2124,,12738,14460,24200,22810,20964,19707,20962,20863,21966,26491
920991,"Parts and accessories for pianos, n.e.s.",223,471,609,257,15,6,46,79,32,76,,5712,4384,2633,3135,2374,2929,2667,3041,1454,2502,,8914,9776,6484,10312,10089,14850,16167,19657,20905,18717
611120,"Babies' garments and clothing accessories of cotton, knitted or crocheted (excluding hats)",341,489,503,66,61,23,43,26,37,76,,26145,23185,21858,23771,17489,13840,13190,10422,6460,5283,,312885,353414,392532,365665,394101,436450,469894,411494,454940,565505
81040,"Fresh cranberries, bilberries and other fruits of the genus Vaccinium",0,0,0,0,0,0,0,0,0,76,,7,0,2,100,6,23,45,75,101,159,,68473,90237,109143,127135,168091,215245,309874,370390,463999,473807
700719,"Toughened """"tempered"""" safety glass (excluding glass of size and shape suitable for incorporation ...""",374,204,99,86,155,347,788,244,46,76,,90519,167847,202382,182072,62948,82770,77727,94718,137814,128317,,116025,118663,136218,125146,128585,138487,148273,143975,149117,185425
901050,"Apparatus and equipment for photographic or cinematographic laboratories, n.e.s.; negatoscopes",0,0,0,0,2,1,0,0,56,75,,9349,14843,25835,27827,59831,43084,45493,58783,31899,36740,,7165,2900,6754,6212,4038,1882,1105,1114,2020,4769
681599,"Articles of stone or of other mineral substances, n.e.s.",28,66,85,75,52,61,57,90,200,75,,5956,12347,13618,26307,50272,75618,107773,86205,91812,110398,,102518,100979,111667,83608,86699,103006,139146,104982,82900,106284
540793,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",11,7,19,19,15,25,0,40,11,75,,3223,2488,3924,3598,1975,1689,1661,2246,1580,2014,,26657,28073,22632,20265,22257,22195,21194,17701,16507,14216
71080,"Vegetables, uncooked or cooked by steaming or by boiling in water, frozen (excluding potatoes, ...",14,1,3,9,6,6,6,8,28,75,,1346,1086,1213,1065,840,1260,1201,1427,1622,1782,,365147,386271,387757,322787,327785,321514,356021,352817,349879,344298
851829,"Loudspeakers, without enclosure",202,484,418,223,245,260,174,152,129,75,,64281,91796,78048,77818,55818,52635,53823,41293,37861,57076,,318643,298005,296252,250578,283814,324171,339237,312111,256461,297863
620211,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of wool ...",3,8,22,52,145,285,237,242,192,74,,9770,10770,9696,12182,12309,9884,11459,9446,6433,7373,,128344,127466,138139,130694,137080,135847,135130,145008,130107,121528
550319,"Staple fibres of nylon or other polyamides, not carded, combed or otherwise processed for spinning ...",0,2,6,0,0,0,0,0,0,74,,1894,2044,2868,2537,1732,738,1134,2414,1838,1247,,39680,35521,36033,24710,22068,21336,20531,17080,14983,17681
845640,"Machine tools for working any material by removal of material, operated by plasma arc processes",0,0,0,0,0,0,0,0,0,74,,0,0,0,0,0,1458,725,2605,1840,2051,,0,0,0,0,0,3219,3083,5545,4149,5088
600538,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",0,0,0,0,0,405,154,109,87,74,,0,0,0,0,0,4880,6929,4949,2448,3464,,0,0,0,0,0,19887,18122,20315,24847,30194
741012,"Copper alloy foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of heading ...",0,0,2,4,0,4,8,134,87,74,,26909,19264,14331,12641,18509,30900,30285,32288,21274,24728,,10180,7734,5504,4589,5314,5549,7201,8079,8435,9418
190540,"Rusks, toasted bread and similar toasted products",138,195,0,0,14,26,13,5,61,74,,1190,1323,1728,1464,1005,963,196,67,1066,1627,,13810,16842,16854,22228,30336,35146,44657,45624,54601,59876
390770,"Poly""""lactic acid"""", in primary forms""""",0,2,0,0,1,68,81,112,228,74,,311,155,74,65,80,245,44,354,3052,1136,,11408,28854,40711,46758,24334,39301,52440,57604,82143,83933
240391,"Tobacco, """"homogenised"""" or """"reconstituted"""" from finely-chopped tobacco leaves, tobacco ...""",0,0,0,0,0,0,0,228,84,73,,5964,6623,8439,8226,8812,9707,10130,6875,9460,8066,,64351,57084,65716,51162,46328,43318,40832,42757,27783,27415
482020,Exercise books of paper or paperboard,38,51,36,13,26,33,5,45,49,73,,489,110,44,110,188,229,325,469,739,1234,,5297,5829,6660,7447,7731,9159,11375,13580,13802,15707
292159,"Aromatic polyamines and their derivatives; salts thereof (excluding o-phenylenediamine, m-phenylenediamine, ...",13,30,631,68,196,231,124,139,166,72,,4523,1198,691,827,2001,4080,4359,5909,4819,4253,,79378,91426,92871,82587,82206,87471,104513,114793,78244,90424
730721,Flanges of stainless steel (excluding cast products),176,122,787,959,475,239,176,116,239,72,,70073,53165,45011,41464,39979,35253,60034,65182,49797,55822,,146938,126531,124566,105177,92159,107742,135166,136004,119011,145026
190532,Waffles and wafers,0,1,1,0,0,4,3,3,19,72,,1602,1474,1347,2756,3171,3792,3193,3489,3737,5359,,194886,227597,237010,223505,230963,264349,283655,294736,339778,379807
810199,"Articles of tungsten, n.e.s.",21,21,89,44,30,61,22,27,34,72,,3253,2928,2730,5503,3218,5560,5184,1568,1310,4676,,21205,18720,15818,16101,17759,20519,28154,30399,34114,43009
841239,Pneumatic power engines and motors (excluding linear acting),27,67,36,70,39,42,112,220,202,72,,11677,10661,12297,10557,17557,17036,23307,20990,18324,19177,,36745,40923,49007,53558,49350,54982,65655,72657,52062,61507
