Product code,Product label,Saudi Arabia's imports from Germany-Value in 2012,Saudi Arabia's imports from Germany-Value in 2013,Saudi Arabia's imports from Germany-Value in 2014,Saudi Arabia's imports from Germany-Value in 2015,Saudi Arabia's imports from Germany-Value in 2016,Saudi Arabia's imports from Germany-Value in 2017,Saudi Arabia's imports from Germany-Value in 2018,Saudi Arabia's imports from Germany-Value in 2019,Saudi Arabia's imports from Germany-Value in 2020,Saudi Arabia's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
390130,"Ethylene-vinyl acetate copolymers, in primary forms",8003,1875,7664,13638,8422,10404,7847,8681,6110,7565,,221220,179726,223926,188961,194240,221821,199761,199696,178528,267572,,42721,26152,33532,51423,44747,45183,40368,40080,43912,65643
847990,"Parts of machines and mechanical appliances, n.e.s.",6426,3983,3946,3903,5544,2904,17411,9555,7586,7485,,2226026,2430342,2674994,2520445,2622734,3092941,3396078,3172933,3142723,3633360,,28740,59867,50570,47647,59359,60745,92302,123444,120031,114482
848071,Injection or compression-type moulds for rubber or plastics,1429,1549,949,2096,2941,1821,1304,1258,1941,7402,,916975,1030999,1043254,956040,940517,1124274,1176104,1047971,938415,1053537,,20512,20217,33726,30428,40472,26039,25082,21862,26233,38760
330300,"Perfumes and toilet waters (excluding aftershave lotions, personal deodorants and hair lotions)",4850,7365,6667,3363,2039,1152,2943,6445,6369,7250,,2308171,2349858,2291160,1847826,1835116,1810248,2095208,2261480,1422666,1851210,,430433,442317,476934,440777,391930,340832,385669,461067,348169,400607
853720,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",23598,46414,19854,53110,125253,54876,11474,13376,8640,7209,,1172453,1457438,1253896,1118448,1309100,1156619,1111173,1106394,1089796,1074626,,224098,245444,309366,244195,301176,204005,70477,87295,69356,72320
848330,"Bearing housings for machinery, not incorporating ball or roller bearings; plain shaft bearings ...",7431,5687,7289,6709,5279,5133,7570,9077,6649,7089,,1246703,1329427,1463164,1238342,1190034,1322280,1454385,1400872,1270002,1480213,,37222,20415,24762,28505,26494,23415,29659,32067,24609,29626
390730,"Epoxide resins, in primary forms",9585,8473,4784,3835,4856,2450,6032,8214,6493,7060,,947821,930281,1058348,935183,952570,1018430,1182982,1076731,1004220,1516663,,34752,37529,38623,32996,31202,28129,38581,53440,43823,72273
330510,Shampoos,1804,2488,2817,1355,1364,4239,8421,10046,7678,7053,,366356,420453,414685,367619,366931,405177,436689,395798,401354,460285,,55585,58473,75882,86612,82542,106293,127862,149639,138752,115189
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",4050,5415,5491,5634,5029,6068,10127,6174,6988,7022,,1646826,1689590,1792796,1655441,1785044,2117006,2489346,2389300,2378683,2886889,,145550,89372,92466,87533,66515,59952,74805,88894,89213,68115
940320,"Metal furniture (excluding for offices, seats and medical, surgical, dental or veterinary  ...",5733,8999,8977,5610,4633,5634,6234,9103,7011,7017,,1349740,1425856,1466262,1271583,1323115,1421113,1522660,1495872,1392426,1735407,,76848,97023,119735,138864,114804,123944,126891,157238,165583,234049
300640,Dental cements and other dental fillings; bone reconstruction cements,13596,5091,6418,5678,5274,7112,6271,6407,5725,6981,,575834,587738,570270,498370,538299,590053,640837,597948,483858,740751,,22947,15572,18539,23841,17312,20724,21593,25012,15209,25823
330420,Eye make-up preparations,7146,8413,10762,12200,6449,7543,8628,7397,5311,6948,,445248,473666,491844,469831,548253,549497,582613,503898,410875,496375,,33259,36411,43429,44966,29613,37779,48936,54865,47738,59073
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms",1749,2142,2711,1873,4127,1104,1760,321,2479,6926,,1582582,1603254,1623479,1398775,1375557,1511401,1571850,1367820,1366456,1861663,,91243,106365,110434,98372,71892,68826,63210,86100,96353,78648
830250,"Hat-racks, hat-pegs, brackets and similar fixtures of base metal",340,1442,609,757,462,489,253,1061,1761,6889,,122592,124529,133244,114730,119163,119361,128760,125965,132591,138799,,7802,12614,12790,16245,12323,13125,12064,22540,24407,37426
730419,"Line pipe of a kind used for oil or gas pipelines, seamless, of iron or steel (excluding products ...",3370,4655,5886,18397,26285,2045,2608,1020,147,6883,,363845,258288,259969,129184,141520,98591,103017,202384,158086,168624,,146484,179046,331388,136623,151239,93492,66007,70934,55544,40437
392010,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",2494,5960,6415,4738,4624,2322,2662,2287,2286,6879,,2152809,2352505,2453602,2106914,2150992,2245499,2346214,2164472,2076456,2626749,,48462,52765,61771,58758,54820,54649,57640,64421,63284,81871
902730,"Spectrometers, spectrophotometers and spectrographs using optical radiations, such as UV, visible, ...",2626,5316,5892,2407,4075,3092,3325,4001,4019,6871,,865812,866621,841662,674500,667958,799884,781355,741675,748750,876652,,24491,23373,35216,18861,17111,13845,16710,19253,13743,21056
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",8267,2970,3724,4205,3395,2880,5942,4097,4884,6812,,2689288,3070629,2974733,2617141,2705716,2936491,2964187,3032683,2943401,3452165,,38014,48370,60317,54889,28821,27105,37614,27542,48583,72112
850720,Lead acid accumulators (excluding spent and starter batteries),4963,4921,6274,7199,5296,7769,7145,8393,8863,6812,,510194,535853,565144,517254,540702,605849,650202,646234,578013,646256,,60809,54197,63475,64827,47530,50597,71308,72575,68478,77409
842710,"Self-propelled trucks fitted with lifting or handling equipment, powered by an electric motor",8827,6508,9765,10227,7856,9205,6899,2925,4237,6810,,1775533,1928154,2079995,2022495,2171881,2565335,2898151,2865658,2449162,3017579,,31321,26310,27401,35371,22897,25744,19486,16559,27769,33267
850440,Static converters,6604,9914,14590,8793,9547,15271,11072,8185,7104,6766,,4802695,4763246,5047102,4487542,4594645,5280041,5800438,5957950,7087710,8578880,,122405,156245,200685,170603,141330,151465,182081,161181,174388,261263
690210,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, ...",10511,8977,19402,10992,4597,4442,2427,4457,4968,6745,,301400,324811,308525,260223,213668,257435,313720,262143,204764,249752,,23749,22436,33325,26146,9025,10418,22238,18788,17169,25738
842611,Overhead travelling cranes on fixed support,6992,3425,9957,5445,3085,1403,270,3512,3265,6739,,103397,115317,102080,55883,41961,42110,37801,31081,29333,44599,,13752,43379,54402,39148,22444,13388,4455,11172,15386,22615
401120,"New pneumatic tyres, of rubber, of a kind used for buses and lorries (excluding typres with ...",25984,32724,34893,24098,25951,12257,9482,7396,5315,6721,,1387274,1367832,1299779,1007768,1028978,1150010,1193136,1070453,1030505,1224668,,744441,681326,686841,676096,533741,456993,441962,565651,532728,496676
870210,"Motor vehicles for the transport of >= 10 persons, incl. driver, with compression-ignition ...""",90581,21793,14182,4266,1680,884,50327,158717,74591,6689,,1272979,1395950,1580945,1380355,1322418,1433745,1385287,1324230,710386,512616,,382626,363378,371750,273788,238148,251724,377751,657391,528968,88849
390311,"Expansible polystyrene, in primary forms",0,82,30,0,187,0,194,0,1952,6680,,0,0,0,0,0,0,0,0,0,0,,8557,13588,12358,36024,25646,19166,13440,17854,22846,36477
190531,Sweet biscuits,16691,19652,20636,25211,8171,6919,7692,6243,5575,6541,,771034,825880,845834,731745,716139,753612,791753,749363,775379,805754,,142052,158914,184447,210957,174980,156625,205885,195842,180743,168939
730431,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy ...""",636,620,301,179,27,213,485,2087,4055,6523,,377719,340959,346343,272724,280729,289950,350588,308438,233368,361492,,22449,11747,13483,5607,8289,16763,21273,26977,66340,84609
880390,"Parts of aircraft and spacecraft, n.e.s.",26479,1357,746,4691,112,1789,11837,12492,32945,6511,,292990,421699,381940,273509,163626,214685,179551,151846,116684,175849,,222565,226267,64593,129116,305857,73378,109784,105648,255471,159156
870422,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",290680,283569,207021,236760,129579,81654,42661,28498,12065,6446,,1569284,1756218,1474435,1484333,1604215,1427419,1550607,1404442,1172091,1256242,,428547,431794,344284,342781,176626,128716,81465,71841,43782,134177
40510,Butter (excluding dehydrated butter and ghee),962,153,1533,4268,5137,2881,1921,3294,7569,6414,,420020,598284,607457,476828,450475,672456,675101,627651,544840,630381,,156303,140395,197723,144879,152381,142839,168817,138693,188021,160842
902750,"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...",3986,5828,4771,5129,4613,3767,2150,4350,3306,6409,,1370920,1496321,1563646,1358023,1433909,1596063,1756756,1731057,1738895,1950000,,22215,34675,37515,32985,26942,30207,28411,55129,62522,58950
850152,"AC motors, multi-phase, of an output > 750 W but <= 75 kW",7617,7748,16154,7975,3890,1623,1145,3861,4036,6291,,1716763,1763621,1903908,1567007,1596444,1808664,1990980,1851028,1765622,2291649,,55974,60120,102470,49508,24160,11716,10391,20894,25699,33729
830241,Base metal mountings and fittings suitable for buildings (excluding locks with keys and hinges),3437,2410,6430,3079,3057,4033,5679,4429,4476,6259,,1236553,1227635,1250384,1041765,1075955,1143244,1196579,1158881,1156252,1431901,,20337,22007,29741,26519,20627,20266,26294,24671,48904,59636
284390,"Inorganic or organic compounds of precious metals, whether or not chemically defined (excluding ...",516,258,1679,2598,45,110,5534,11222,7206,6189,,1051603,1057558,1407067,1219767,1008099,1388907,1776125,2689356,3745728,5253889,,516,258,1782,3689,138,161,5873,11363,7356,6379
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",4604,6463,7270,6297,10160,6607,7781,6257,5208,6137,,0,0,0,1935213,1863057,2046391,2212387,2052594,1891953,2420019,,175778,196261,156965,152370,142013,140013,169442,182623,171886,180896
847432,Machines for mixing mineral substances with bitumen,3823,12367,12911,3503,1249,513,1340,2055,6783,6130,,209051,146115,141304,124852,86791,89082,93149,46784,92564,98999,,18911,29470,33388,19917,2731,3543,5150,10991,10887,9839
870790,"Bodies for tractors, motor vehicles for the transport of ten or more persons, motor vehicles ...",1549,1876,2057,1553,3938,2055,540,1027,3074,6114,,468257,480334,547202,518115,610749,773983,1021593,908241,642508,843422,,4970,7754,11649,10891,13565,9244,12128,20827,23676,21075
842890,"Machinery for lifting, handling, loading or unloading, n.e.s.",10665,32437,15432,9165,5109,7057,13365,5294,2719,6073,,1724864,1707466,1802102,1679380,1741801,2061877,2449036,2587402,2216741,2625141,,60780,113270,87459,72754,39321,25735,46329,35685,35361,18483
841199,"Parts of gas turbines, n.e.s.",129715,83607,31771,8617,18641,26154,42779,10506,10939,6066,,2430790,2728169,2176428,1589099,1631257,2228533,2051574,1807384,1799558,1572322,,807159,730129,583510,804203,545457,634998,572983,363410,239314,395754
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,13105,45798,42142,14877,7627,8507,18538,12015,4125,6037,,3483804,3623803,4637208,4534155,4300952,4228754,4549779,4930231,5384905,6640219,,185868,231447,235182,162499,100975,114092,114705,130627,75092,83336
390740,"Polycarbonates, in primary forms",687,288,158,0,180,2445,5081,3574,3382,6013,,0,0,0,0,0,0,0,0,0,0,,40500,24601,16376,23932,32483,28438,30709,18770,26935,28686
842940,Self-propelled tamping machines and roadrollers,29710,28537,18913,23361,2978,1541,4519,8109,6726,6006,,772442,711701,708049,647041,628390,693207,825378,790607,601967,798807,,100157,89860,77078,75494,10976,6985,13872,27404,26390,24398
853630,Apparatus for protecting electrical circuits for a voltage <= 1.000 V (excluding fuses and ...,19318,19916,15208,14686,9013,10298,5311,5666,3989,5990,,749033,738365,734826,632406,633345,647159,729097,705516,698131,772599,,101755,55572,40692,40283,33734,36237,26774,30990,27014,35750
847290,"Office machines, n.e.s.",5118,6951,9503,13158,11768,9893,4413,3236,6414,5959,,793899,779747,739002,644460,626284,674413,624261,546044,498696,608543,,48532,59198,78924,104774,78047,81672,56146,102475,76364,52171
847890,"Parts of machinery for preparing or making up tobacco, n.e.s.",0,162,213,71,153,662,68,1643,4584,5856,,0,0,0,0,0,0,0,0,0,0,,0,1619,681,866,1227,2424,1006,25427,99407,87685
850710,"Lead-acid accumulators of a kind used for starting piston engine """"starter batteries"""" (excluding ...""",3192,4328,4213,4401,4342,3638,5589,5465,5521,5851,,782862,1000583,966233,925461,937273,1153109,1163000,1092003,1061596,1286169,,88791,123765,138172,208515,204783,184942,189195,217520,172473,198718
841440,Air compressors mounted on a wheeled chassis for towing,4984,13730,25422,8677,4757,2023,10099,4078,2486,5797,,85140,77427,90001,71338,75423,72765,98191,96214,82463,88192,,120029,95731,95797,105620,44920,35582,49564,48527,46903,50377
843041,Self-propelled boring or sinking machinery for boring earth or extracting minerals or ores ...,8809,11084,6605,9151,1928,225,1522,2774,1337,5791,,314563,285358,288918,229964,213663,272300,258941,229630,233518,270761,,333177,114406,116811,97701,18798,11410,16516,35211,58239,25665
293190,Separate chemically defined organo-inorganic compounds (excluding organo-sulphur compounds ...,2418,1724,2434,2437,2266,1903,7302,13633,10207,5762,,817006,863511,830143,801678,845472,416497,539692,520202,523361,629159,,29655,31233,19632,15233,14515,62474,141541,116989,41942,25731
870110,Pedestrian-controlled agricultural tractors and similar tractors for industry (excluding tractor ...,4779,977,1116,2248,66,566,1743,2161,782,5709,,4865,3598,3464,3072,4296,2800,2935,4846,3776,2438,,41084,27629,23820,18566,4138,3261,3432,4831,6541,24550
843629,"Poultry-keeping machinery (excluding machines for sorting or grading eggs, poultry pickers ...",4798,6981,6781,5133,14986,15907,7201,3565,1680,5681,,604921,460867,419513,387934,376350,373513,427558,374675,371109,411395,,34095,25011,22366,24757,33143,43660,22703,10078,3579,14919
381190,"Oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and ...",3707,4762,7029,5623,1943,2690,3416,6461,4382,5658,,498895,558632,620155,524864,496313,535391,575268,541507,478948,534793,,38611,34003,37388,27169,38105,27407,25396,45763,41124,27145
841381,"Pumps for liquids, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",34560,71822,92546,33669,23450,25841,37113,6124,7809,5643,,201170,247096,274381,194931,230908,288825,357332,384175,360602,282751,,381680,542249,507120,391311,214562,234791,189565,104675,92962,103238
940599,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, n.e.s.",4697,3078,2949,4625,3401,2615,1395,2617,9713,5638,,249955,265139,280729,248811,249679,237674,233723,197108,175902,223566,,41570,43107,38821,49024,36789,34073,40059,172143,176847,197081
903082,Instruments and apparatus for measuring or checking semiconductor wafers or devices,410,121,175,882,0,0,566,916,12,5607,,97934,103206,98210,132842,165892,205179,224958,268419,242465,392610,,6066,2319,10432,2301,718,3899,3437,1455,2991,10029
902300,"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ...",11446,12079,13690,19436,5887,5941,10432,9139,3870,5573,,449922,393847,387224,359655,307866,379615,377189,343532,280252,305650,,41041,187582,122893,64796,149531,39368,42043,51213,39185,54271
300290,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses",4027,9996,591,8422,10584,45512,28597,35636,55105,5561,,450918,489118,484381,466006,498833,590180,701790,783285,877969,1211245,,27050,66280,29231,48139,84265,240906,231412,244876,110878,93838
340319,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",4476,4131,4829,6852,6694,6892,7501,6818,5779,5552,,849048,948203,1049665,882355,910910,1018000,1069750,1018596,993253,1176352,,38463,43186,33328,50244,34676,39709,45199,39186,24914,30391
291570,"Palmitic acid, stearic acid, their salts and esters",1164,1174,2709,1938,7212,17959,8922,5675,5708,5498,,37383,44813,43193,36740,35476,41013,36520,33897,33950,47939,,29080,24465,42066,25619,33485,44838,46176,41175,44999,55108
230990,Preparations of a kind used in animal feeding (excluding dog or cat food put up for retail ...,2548,1457,2347,3466,5503,4596,6081,6196,6816,5486,,1257337,1285553,1265247,1086472,1091188,1167892,1237669,1207995,1382266,1594354,,86931,101723,110120,115029,90022,141568,187608,147599,171904,152201
440791,"Oak """"Quercus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",33,0,29,123,0,3794,6216,7430,6693,5465,,68222,75325,94993,87207,99464,107276,110825,97140,95735,112787,,1342,946,711,2018,1170,18719,37671,50900,70769,68869
381129,Prepared additives for oil lubricants not containing petroleum oil or bituminous mineral oil,42,0,35,133,86,0,523,2352,3539,5437,,48946,58507,68614,57401,59793,63441,72382,65466,60048,76797,,2089,1355,2891,11909,2717,2649,1972,8650,11117,18798
390720,"Polyethers, in primary forms (excluding polyacetals and goods of 3002 10)",10307,6294,10440,8750,6622,9074,7788,7020,7519,5431,,1339506,1322665,1284319,1106506,1079438,1213219,1308456,1229349,1169179,1691751,,90360,72807,108307,101226,77721,68706,74169,64355,58342,92884
848110,Pressure-reducing valves,10783,9519,10441,7137,7384,5807,6699,5533,10004,5361,,317214,350384,379224,327578,355868,413208,440804,449009,411812,513528,,150375,143684,92863,58260,95880,131709,84273,81055,105360,147364
180690,"Chocolate and other preparations containing cocoa, in containers or immediate packings of <= ...",2069,3671,6434,7873,9438,6685,4181,5596,2004,5353,,1766969,1928747,2166157,1869194,1971822,2079419,2210656,2148689,2140446,2321509,,105046,116382,114730,136879,162520,118515,130059,98219,74264,139371
190532,Waffles and wafers,710,82,197,389,408,317,638,846,2437,5350,,319500,332191,354524,329013,339701,342653,369337,383454,406830,493846,,90632,89081,76834,112190,120266,121436,146691,170515,171057,185655
560312,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",290,81,864,322,859,2078,2162,2757,2171,5329,,182463,174365,177552,161933,174796,237428,282844,273093,318300,356757,,20090,21155,26614,28395,26485,30832,25339,26319,23956,25306
842839,"Continuous-action elevators and conveyors, for goods or materials (excluding those for underground ...",15851,26933,14359,22350,18401,6739,8823,3824,6602,5323,,949434,1027859,1100889,888777,929729,1067357,1183563,1140514,1045693,1070083,,84843,87260,126815,116125,71625,36566,38561,26568,16421,18159
200989,"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening ...",573,281,233,215,0,0,261,931,3068,5277,,138214,156019,161885,143265,158418,165433,173496,174212,174434,208103,,44865,76165,86175,89233,72002,64301,52857,34937,42554,72776
870894,"Steering wheels, steering columns and steering boxes, and parts thereof, for tractors, motor ...",13224,13182,14304,11285,4457,4405,3494,6212,6762,5250,,3102528,3191470,3453620,3053659,3177081,3450840,3525901,3107899,2613765,3164698,,33761,34689,42708,38924,33008,25856,20640,35440,43863,39806
40210,"Milk and cream in solid forms, of a fat content by weight of <= 1,5%",4543,10908,33969,12448,11392,8830,11040,5799,1926,5244,,838837,1092263,1261937,824926,744151,883521,765143,889654,976808,966204,,224575,187811,396102,148002,139376,113327,130581,43298,29153,26749
340213,"Non-ionic organic surface-active agents, whether or not put up for retail sale (excluding soap)",15814,11942,13326,7695,9166,10277,10505,10060,5939,5221,,1023528,1024431,1011849,813391,866592,933368,965886,901546,917430,1049098,,26082,29407,31822,24416,31138,30312,45092,30425,68174,93202
441192,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",570,838,2027,1970,1852,1898,1408,1542,2469,5205,,1059888,1095197,1081438,964264,979579,1101571,1101442,814620,814637,899504,,5101,6810,8924,9741,9408,10639,10502,11536,6922,7645
841869,Refrigerating or freezing equipment (excluding refrigerating and freezing furniture),21225,23002,25866,14050,8592,5133,4384,2104,2855,5186,,470932,504258,604048,510681,521844,584382,663285,655067,605853,712632,,184051,191841,196162,178231,122781,153964,142372,122361,103484,117953
390529,"Vinyl acetate copolymers, in primary forms (excluding in aqueous dispersion)",3649,6391,7708,3817,2911,2839,3563,2894,4996,5182,,0,0,0,0,0,0,0,0,0,0,,16328,15210,13089,5429,4679,5142,5687,4132,6289,10710
480524,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",2878,3180,2756,5191,3493,2790,3374,4619,10346,5160,,676083,853837,914067,739351,734072,883995,1106191,997683,961976,1504130,,5831,6545,9648,16893,9146,14248,21803,48024,59743,66500
321519,"Printing ink, whether or not concentrated or solid (excluding black ink)",4747,5437,6895,5514,4683,4169,3898,3865,4077,5145,,1171001,1162051,1119410,935846,1395609,1992809,942815,852414,769635,863602,,33525,43215,100080,83742,54235,49424,31904,49398,147401,107603
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",6522,6975,8161,8144,3384,7298,14422,6707,6428,5108,,2027751,2266635,2382891,2115695,2170027,2394681,2731627,2669987,2471658,2793017,,73699,68694,77941,75152,47887,68448,81152,49618,43943,50264
392350,"Stoppers, lids, caps and other closures, of plastics",7573,6670,7569,5854,4545,7100,9125,7781,4696,5082,,996452,1086854,1096401,926977,914186,987360,1108253,1058841,1060735,1235067,,67302,72271,74256,72919,65963,76412,94005,98398,76935,68463
901110,Stereoscopic optical microscopes,657,90,1577,191,143,1554,3198,4336,1438,5056,,322398,341062,346731,322256,318297,364116,407433,437222,391896,490006,,1623,2675,2293,1596,654,1982,3610,5602,1991,5756
481029,"Paper and paperboard used for writing, printing or other graphic purposes, of which > 10% by ...",2685,2239,2287,1665,1234,0,190,0,3135,5046,,617547,595367,558733,491608,514970,557501,615588,525757,425447,480992,,87651,99885,110844,71316,37948,21985,37663,28726,26579,30813
340111,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",1363,2190,2802,3840,12828,6479,5260,4609,5397,4997,,413161,427531,423633,398062,407596,443008,495390,484287,489785,538294,,75879,93537,98433,100766,95351,110665,101464,140946,94205,82365
841221,"Hydraulic power engines and motors, linear acting """"cylinders""""""""",2304,3454,3089,4076,2869,3128,2866,4927,5020,4994,,893738,914234,827194,744959,774451,879759,1099854,1044654,947943,990676,,14580,20926,16848,22958,10923,16554,13410,19751,26507,22604
820719,"Rock-drilling or earth-boring tools, interchangeable, and parts therefor, with working parts ...",1779,1242,3042,4477,3076,1742,1429,2482,3368,4990,,207978,200914,170792,140395,133224,107237,106207,105679,86615,103489,,102553,127397,205543,193962,163962,128412,163304,176698,116035,112094
282590,"Bases, inorganic, and metal oxides, hydroxides and peroxides, n.e.s.",108,240,500,437,142,740,879,12,2551,4978,,115806,103643,113754,4092,3754,4044,3831,3817,3800,3957,,5790,7366,10124,10435,6426,5956,4908,2250,5457,8899
848120,Valves for oleohydraulic or pneumatic transmission,4452,4131,7132,5280,4323,2886,4646,4673,5299,4930,,2519714,2654697,2845028,2427654,2538766,3117396,3583243,3331042,2941857,3762262,,27458,17148,24614,33678,23406,18605,26289,32066,30200,23428
902139,Artificial parts of the body (excluding artificial teeth and dental fittings and artificial ...,3047,1289,4262,4119,4484,4021,7506,11530,6560,4896,,568443,550947,600164,584322,634568,592387,589685,614506,530339,690831,,35614,37686,45947,49785,53836,48561,73766,98031,72137,104176
283699,"Carbonates and peroxocarbonates """"percarbonates""""; commercial ammonium carbonate containing ...""",7839,6860,7260,5719,2223,1704,3570,6403,5818,4881,,150001,160649,166281,141648,140213,143169,155846,169855,190243,209946,,10300,10198,9294,9902,6173,9907,7834,7944,6970,9857
841989,"Machinery, plant or laboratory equipment, whether or not electrically heated, for the treatment ...",19222,5759,5054,8716,2950,3417,5839,3456,1676,4875,,1545926,1634651,1503785,1280380,1313945,1774375,2186509,1957530,1882072,2207132,,47819,26780,22599,25949,24867,18619,25480,24395,21789,30442
850490,"Parts of electrical transformers and inductors, n.e.s.",7006,18027,15032,30979,8673,6168,7275,3941,4404,4765,,1520577,1283840,1144297,909617,840809,930975,1173938,926572,881764,958842,,97979,166911,164325,165403,142974,94656,74675,84274,70052,77950
847982,"Mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring ...",13843,10533,17528,7594,11667,7093,4956,6657,2897,4765,,1245997,1170841,1171668,1058866,1045531,1207732,1363219,1468772,1423109,1581254,,53600,71169,94983,74072,65855,38476,34531,59335,55821,48163
950890,"Roundabouts, swings, shooting galleries and other fairground amusements; travelling theatres ...",78,66,0,0,0,157,4140,12474,1521,4764,,109848,154872,125929,139414,120876,169250,190029,198398,173683,95483,,14379,21583,15500,24006,28129,14702,51289,86820,19457,73025
391390,"Natural polymers and modified natural polymers, e.g. hardened proteins, chemical derivatives ...",421,467,578,2041,1281,1116,1807,1743,1705,4751,,70587,71363,75332,71643,70810,84165,93967,90441,89232,105101,,12373,24366,31838,40274,20193,23653,38405,35051,31755,16510
850153,"AC motors, multi-phase, of an output > 75 kW",7800,5348,4665,12253,4353,4824,3584,8057,5141,4747,,992784,1094907,1034846,780608,681573,711396,821658,842829,909648,884918,,56847,65170,59727,85848,55572,60531,35910,49822,52121,91010
210420,"Food preparations consisting of finely homogenised mixtures of two or more basic ingredients, ...",0,0,0,0,0,0,1307,2618,4564,4718,,63399,72538,68815,48592,47620,43890,54672,50120,54228,79891,,1676,1159,1824,2286,3227,4433,14732,25337,34064,55657
860800,"Railway or tramway track fixtures and fittings (excluding sleepers of wood, concrete or steel, ...",2803,5504,2355,16267,5258,4757,4770,2202,4490,4706,,116698,123191,169361,130224,110201,91674,101375,128640,86712,99333,,9557,15595,14098,40536,29147,23853,27609,23635,31893,23168
840682,"Steam and other vapour turbines, of an output <= 40 MW (excluding those for marine propulsion)",0,1154,0,0,0,0,7246,315,13072,4706,,226290,87154,102182,74413,43290,51841,55058,49280,64663,37254,,7566,83757,984,9197,6457,63187,9791,4271,27845,9935
850151,"AC motors, multi-phase, of an output > 37,5 W but <= 750 W",2089,2728,3181,3429,3467,2610,3232,2774,3006,4680,,597334,667877,689484,588725,623074,692509,837841,808798,748148,875003,,11485,15070,12885,15522,15274,14206,14447,15918,13228,17013
330720,Personal deodorants and antiperspirants,17823,22722,21737,14484,4048,3568,4022,5394,5348,4636,,521345,508415,531429,432301,395467,424587,451262,442619,384725,410159,,70186,79335,91266,105285,82567,73890,82213,87020,82528,73658
40229,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, sweetened",615,1438,609,11005,6237,20580,11011,5702,63,4606,,6235,13367,28078,38613,24000,10003,8715,5804,10712,11802,,75394,63666,28062,72647,113967,129718,91081,58610,29434,28847
730459,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other ...""",9429,1882,1363,2481,18014,54385,33434,8681,1193,4590,,640250,639508,606201,454393,459121,631578,535411,427214,302209,308515,,21264,8827,8207,18861,93232,124135,75663,86063,8184,18314
481940,"Sacks and bags, incl. cones, of paper, paperboard, cellulose wadding or webs of cellulose fibres ...",1684,840,1933,584,3091,2903,3177,4372,4077,4589,,315845,356330,358967,320772,340616,362429,411155,411755,412103,445605,,17679,20180,22678,27390,30181,30630,42141,46124,33173,41488
40690,"Cheese (excluding fresh cheese, incl. whey cheese, curd, processed cheese, blue-veined cheese ...""",10974,10725,12811,5330,6581,16388,5686,4437,5244,4578,,2702473,3107497,2932475,2042359,1949977,2334369,2319561,2318448,2457402,2774251,,240017,230492,286089,241839,242014,185750,172067,167685,183649,213459
821220,"Safety razor blades of base metal, incl. razor blade blanks in strips",40,263,206,0,0,0,217,4242,3782,4576,,379668,413770,357197,320347,313995,346996,358761,325365,330583,356277,,4908,5982,5898,4917,3738,3875,5707,13635,11718,12602
