Product code,Product label,Viet Nam's imports from Japan-Value in 2012,Viet Nam's imports from Japan-Value in 2013,Viet Nam's imports from Japan-Value in 2014,Viet Nam's imports from Japan-Value in 2015,Viet Nam's imports from Japan-Value in 2016,Viet Nam's imports from Japan-Value in 2017,Viet Nam's imports from Japan-Value in 2018,Viet Nam's imports from Japan-Value in 2019,Viet Nam's imports from Japan-Value in 2020,Viet Nam's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
902410,Machines and appliances for testing metals,1570,1529,1254,832,1268,1266,1241,1153,1098,,,30075,22258,22308,14203,17298,13578,14485,13175,6524,10065,,5726,5260,5655,7829,7233,7320,10435,7997,6824,11509
902810,"Gas meters, incl. calibrating meters therefor",788,949,1028,389,458,586,782,455,152,,,9881,12104,10242,8481,13589,27111,40490,37032,24041,40692,,7035,8715,5242,5902,4830,3402,5188,2789,2731,602
902920,"Speed indicators and tachometers, stroboscopes",702,1030,2027,2184,3504,3164,5269,5375,5277,,,240251,199828,187964,216751,393184,384698,373765,269507,155165,179725,,12940,13212,20235,23681,28943,25189,50778,54078,53883,29307
902990,"Parts and accessories for revolution counters, production counters, taximeters, milometers, ...",876,1314,773,695,1024,1180,1068,862,330,,,283889,216847,186119,157127,184405,201637,209834,212712,168534,177699,,12077,11613,11427,13114,16207,19330,23629,20202,14098,12871
903020,Oscilloscopes and oscillographs,365,488,303,663,133,203,130,191,143,,,17117,12809,12607,11490,11060,12148,12092,11581,8782,9454,,3508,3910,8213,6509,4413,5813,5671,4506,3896,7044
910119,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,1,1,0,0,0,1,0,0,,,118,72,53,224,471,304,153,87,600,1362,,6,429,126,17,9,59,14,9,103,4248
910400,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ...",45,16,28,31,45,57,103,125,27,,,15335,13114,5486,5909,19279,26325,13553,5611,5826,6374,,1858,1439,2202,2107,1960,1207,1817,1359,505,208
910529,Wall clocks (excluding electrically operated),4,6,5,32,6,4,2,1,3,,,7,36,24,33,29,44,52,24,33,27,,190,178,249,336,484,381,360,655,745,764
910811,"Watch movements, complete and assembled, electrically operated, with mechanical display only ...",0,0,0,0,0,0,0,0,0,,,779890,628336,602596,508788,457331,471434,430504,400402,222106,301948,,0,0,0,2,4,0,0,0,2,9
911019,Rough clock movements,0,0,0,0,0,0,0,0,2,,,2274,19287,22453,23748,23421,21157,20264,22146,16602,20548,,12,7,29,31,80,62,78,70,69,
911090,"Complete, unassembled or partly assembled clock movements """"movement sets""""; incomplete clock ...""",15,3,0,0,1,2,1,1,1,,,185,625,317,450,111,288,110,52,172,52,,26,39,41,65,132,262,507,384,73,66
911110,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of precious ...",0,0,0,0,0,0,0,0,0,,,0,35,26,0,31,25,7,101,5,7,,0,0,0,0,0,0,0,0,0,
911190,"Parts of cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, ...",120,179,223,121,131,140,190,45,8,,,3992,5607,5351,2331,2940,3342,2973,3191,2172,2370,,1139,1582,3233,3947,4882,5359,5222,4667,2368,7125
920790,"Accordions and musical instruments without keyboards, the sound of which is produced, or must ...",13,17,13,23,60,48,35,126,35,,,41515,31973,29069,28787,30774,25051,33209,30826,33189,44410,,501,518,232,241,532,432,285,1581,850,1059
920890,"Fairground organs, mechanical street organs, mechanical singing birds, musical saws and other ...",30,20,24,28,12,49,71,1,17,,,181,323,260,345,320,434,620,521,453,538,,799,1290,2323,1161,691,1917,2319,1083,386,391
930330,"Sporting, hunting and target-shooting shotguns with one or more rifled bores (other than spring, ...",0,0,0,0,0,0,0,0,0,,,30260,27124,30409,25761,33619,29200,26950,32366,34101,32696,,0,0,0,0,0,0,208,190,136,
930599,"Parts and accessories for weapons and the like of heading 9303 or 9304, n.e.s. (excluding of ...",0,0,0,0,0,0,0,0,0,,,107,177,77,51,216,325,266,420,419,513,,0,0,0,0,0,0,0,0,0,16020
930621,Cartridges for smooth-barrelled shotguns,0,0,0,0,0,0,0,0,0,,,0,0,0,17,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,9
940130,"Swivel seats with variable height adjustments (excluding medical, surgical, dental or veterinary, ...",20,104,57,48,45,76,117,51,59,,,16113,15420,17010,12071,9485,11406,10674,13047,10289,11648,,1802,2512,3285,3390,3827,5823,5847,6494,9320,55209
940159,"Seats of cane, osier or similar materials (excluding of bamboo or rattan)",0,2,0,1,0,0,0,0,0,,,0,0,3,10,3,12,0,0,13,4,,147,39,16,30,23,15,33,29,6,130
940290,"Operating tables, examination tables, and other medical, dental, surgical or veterinary furniture ...",795,1220,1257,1694,3620,2520,2249,2385,1175,,,54041,38238,46693,35214,40812,40097,44675,43454,38008,45915,,8388,9988,12103,14808,24290,24675,29342,23760,27376,32505
940370,"Furniture of plastics (excluding medical, dental, surgical or veterinary, and seats)",20,233,27,45,101,100,55,108,131,,,6037,3992,3660,4856,6256,7562,8906,9225,8315,9365,,908,1572,1558,1680,2418,2949,3302,6202,5106,29491
940382,"Furniture of bamboo (excl. seats and medical, surgical, dental or veterinary furniture)",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,14,112,46,10,13,,0,0,0,0,0,0,27,72,51,144
940490,"Articles of bedding and similar furnishing, fitted with springs or stuffed or internally filled ...""",7,14,123,20,34,31,38,56,74,,,14756,7538,8591,16336,16818,19871,16519,17305,11925,12615,,3525,2564,3409,6097,9013,11477,20296,32669,29699,109221
940610,"Prefabricated buildings of wood, whether or not complete or already assembled",0,0,0,0,0,0,52,100,7,,,0,0,0,0,0,5576,1731,872,1426,8,,0,0,0,0,0,0,262,1456,213,515
950300,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ...""",82,204,350,420,425,257,458,267,470,,,143240,133456,155828,174714,190982,193070,249100,274967,307109,414620,,16176,20116,26470,41406,48941,57666,67699,89594,97257,720727
950430,"Games with screens, flipper and other games, operated by coins, banknotes, bank cards, tokens ...",488,150,223,302,540,127,44,177,92,,,122969,61688,61062,63479,60635,60542,49165,64853,40292,37406,,6639,3621,6607,16458,17658,14652,11597,12141,6917,13259
950611,"Skis, for winter sports",0,0,0,0,7,0,0,0,0,,,487,500,711,522,564,602,596,739,919,844,,0,4,0,0,7,1,0,1,0,5
950670,"Ice skates and roller skates, incl. skating boots with skates or rollers attached",0,0,0,0,1,0,9,0,0,,,52,52,48,4,4,0,0,51,13,6,,95,343,1057,2439,1710,2033,2570,2526,3389,14405
950710,Fishing rods,20,14,29,52,63,41,94,156,76,,,65217,40746,38011,35529,38104,38140,42165,42899,51830,58618,,554,569,753,776,955,1164,1630,1747,3054,22929
960330,"Artists' brushes, writing brushes and similar brushes for the application of cosmetics",1063,1982,1080,1009,1304,1706,1068,1097,1213,,,10051,14522,14319,14959,10790,18016,24494,24898,16431,17754,,1316,2315,1625,2212,2872,2836,2220,2189,2721,2800
960350,"Brushes constituting parts of machines, appliances or vehicles",436,862,2757,3021,4397,5173,5226,2452,3092,,,59480,49903,50751,46360,49043,59640,65244,56586,56995,57659,,927,1471,3947,7964,7452,11554,10101,7962,16324,39971
960621,"Buttons of plastics, not covered with textile material (excluding press-fasteners, snap-fasteners, ...",6347,8416,9615,8860,10968,11456,13955,11046,10413,,,46887,38649,36328,34135,32476,29650,30259,28401,17979,16817,,37261,50386,54203,55116,55791,58445,66214,68368,60999,67745
960990,"Pencils, pastels, drawing charcoals, writing or drawing chalks and tailors' chalks",17,19,50,35,21,10,21,27,14,,,1939,2056,3203,2953,3250,2926,1693,1589,1629,3827,,621,814,1462,2222,2589,1452,2116,2994,2923,6193
961390,"Parts of lighters, n.e.s.",52,27,33,83,62,0,0,0,0,,,5760,5758,4433,3024,2022,2460,2141,2619,1901,2188,,11313,11190,10679,11723,10253,9104,6118,9127,11426,15544
970600,Antiques of > 100 years old,0,0,0,0,0,0,0,0,0,,,10217,9230,13562,15789,6804,12568,14182,10651,4747,5918,,0,0,0,0,2,3,19,1,2469,1851
10511,"Live fowls of the species Gallus domesticus, weighing <= 185 g (excluding turkeys and guinea ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,68,7,0,0,0,0,,6386,6765,7462,7182,9737,9783,12092,14721,19635,17283
10633,"Live ostriches, and emus [Dromaius novaehollandiae]",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,53,44,
20312,"Fresh or chilled hams, shoulders and cuts thereof of swine, with bone in",0,0,0,0,0,0,0,0,0,,,80,41,31,24,0,0,0,0,15,6,,3,0,0,0,0,0,0,7,5,765
20430,Frozen lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,39,62,5,6,7,13,3,23,12,42
20442,"Frozen cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,69,,1799,1743,2000,2280,2642,3114,3335,3949,2278,2126
20500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1966
20610,Fresh or chilled edible offal of bovine animals,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1837,9,5,4,106,18,2971
20712,"Frozen fowls of the species Gallus domesticus, not cut in pieces",0,16,0,0,0,131,10,89,786,,,0,12,0,3,20,3,14,189,827,41,,7109,12240,9171,11286,13577,5591,13850,26453,34507,28107
20742,"Frozen domestic ducks, not cut in pieces",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,25,0,1,0,7,35,77,22,5
21012,"Bellies """"streaky"""" and cuts thereof of swine, salted, in brine, dried or smoked""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,3,0,5,0,0,0,,0,2,7,4,13,7,10,4,0,11
21092,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
30119,Live ornamental fish (excluding freshwater),0,0,0,0,0,0,0,0,0,,,330,490,956,441,759,330,302,218,503,473,,0,0,0,34,15,34,44,46,69,53
30194,"Live Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,,,0,0,0,0,493,802,828,0,230,0,,0,0,0,0,0,0,0,0,0,
30232,"Fresh or chilled yellowfin tunas """"Thunnus albacares""""""""",0,0,0,0,0,0,0,0,0,,,4024,2595,1847,2903,3072,1697,1288,1875,703,22,,55,0,0,0,0,10,21,334,61,565
30239,"Fresh or chilled tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, ...""",12,0,0,94,109,369,388,238,299,,,62,14,0,0,44,3,9,19,36,18,,12,0,0,94,109,369,388,239,299,
30242,"Fresh or chilled anchovies """"Engraulis spp.""""""""",0,0,0,20,0,590,62,0,0,,,33,0,3,0,0,0,0,0,0,0,,6,0,0,20,0,590,62,0,0,5
30253,"Fresh or chilled coalfish """"Pollachius virens""""""""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,109,351,389,
30292,Fresh or chilled shark fins,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,30,
30299,"Fresh or chilled fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, ...",0,0,0,0,0,0,3,11,12,,,0,0,0,0,0,34,32,50,45,4,,0,0,0,0,0,0,99,76,12,
30326,"Frozen eels """"Anguilla spp.""""""""",0,80,0,0,41,72,101,207,339,,,8,0,0,0,0,19,7,0,3,14,,0,81,0,0,42,72,196,207,359,69
30344,"Frozen bigeye tunas """"Thunnus obesus""""""""",0,0,0,4,0,0,16,0,0,,,2833,5351,2984,1876,1913,2108,1376,1020,1598,1093,,4542,3447,4895,2286,1675,6391,4831,4549,4007,5373
30359,"Frozen anchovies """"Engraulis spp."""", Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus ...""",0,0,0,0,0,0,1787,1631,1571,,,0,0,0,0,0,18653,20342,22503,13982,13739,,0,0,0,0,0,0,14180,28979,24851,38238
30367,"Frozen Alaska pollack """"Theragra chalcogramma""""""""",83,150,357,369,425,570,390,523,550,,,29752,41870,36484,15814,8566,4526,3340,10717,6676,8718,,4478,10280,11069,11204,7119,6121,7944,8726,8707,8785
30384,"Frozen sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,,,29,0,0,0,64,7,9,6,9,0,,0,0,0,9,0,0,99,9,1,
30390,Frozen fish livers and roes,61,307,48,183,566,133,0,0,0,,,828,653,1207,1702,2537,0,0,0,0,0,,3659,2617,6348,8004,14672,17390,0,0,0,
30442,"Fresh or chilled fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, ...""",345,0,0,0,0,0,0,0,0,,,0,0,4,0,0,0,10,109,3,5,,515,309,8,406,127,0,2174,849,1027,65
30462,"Frozen fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,4610,203,4922,7041,8534,14702,54,527,161,2010
30496,"Frozen meat, whether or not minced, of dogfish and other sharks",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,199,0,0,0,0,,0,0,0,0,0,0,0,0,0,
30551,"Dried cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", even salted, not smoked (excluding ...""",0,0,0,0,0,0,0,0,0,,,20,16,10,55,12,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,
30571,"Shark fins, smoked, dried, salted or in brine",0,575,1845,1305,4,2,0,0,0,,,5081,2431,2236,1797,1800,1378,1458,2314,1280,1836,,846,1120,3872,2842,392,372,206,0,0,
30611,"Frozen rock lobster and other sea crawfish """"Palinurus spp."""", """"Panulirus spp."""" and """"Jasus ...""",0,0,35,0,63,0,0,0,0,,,36,31,12,5,44,9,17,43,40,102,,4351,6304,5836,7157,10744,5123,1693,940,320,205
30711,"Oysters, even in shell, live, fresh or chilled",0,6,0,0,0,0,6,25,33,,,14,78,81,85,299,584,1254,2055,1638,6193,,63,180,124,144,336,589,1198,3529,1308,643
30719,"Oysters, smoked, frozen, dried, salted or in brine",93,67,14,29,31,105,0,0,0,,,5900,6959,9215,7242,7321,1381,423,442,84,253,,168,156,120,196,224,315,0,19,0,3
30787,"Smoked, dried, salted or in brine, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,6727,5001,10194,8753,7000,,0,0,0,0,0,0,31,72,7,390
30811,"Live, fresh or chilled, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",0,0,0,0,0,0,0,0,0,,,634,493,682,369,248,109,154,372,45,22,,0,27,0,0,0,0,0,46,117,
30821,"Live, fresh or chilled, sea urchins """"Strongylocentrotus spp., Paracentrotus lividus, Loxechinus ...""",0,0,0,7,62,33,136,326,352,,,2726,3382,5026,8151,10301,13110,15011,20079,27080,49641,,0,0,0,7,62,33,136,326,352,95
40299,"Milk and cream, concentrated and sweetened (excluding in solid forms)",0,0,0,1,93,12,0,0,0,,,74,98,666,232,637,433,497,579,784,777,,995,2007,6147,9353,14023,15442,27556,16669,7746,9453
40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,,,196,14,14,12,33,7,26,5,378,745,,56182,49110,56579,48895,47683,49502,47861,47153,57030,80797
40719,Fertilised birds' eggs for incubation (excluding of domestic fowls),0,0,0,0,0,0,0,0,0,,,4,0,0,0,0,0,0,0,0,0,,1,14,28,113,272,350,297,257,181,355
50400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, ...",0,0,0,0,0,0,0,0,0,,,120,47,58,75,25,4,51,48,155,133,,2522,2925,1918,1923,1278,1784,1763,293,787,73310
50790,"Tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, ...",0,20,0,0,0,0,0,0,0,,,11,0,0,0,15,55,44,95,42,34,,638,1068,1269,1775,1092,1160,1885,2064,2148,982
60312,"Fresh cut carnations and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,,,288,19,24,3,3,0,54,0,7,4,,748,819,219,399,51,63,44,108,538,365
70200,"Tomatoes, fresh or chilled",0,0,0,0,0,0,0,0,0,,,40,39,144,144,160,191,165,218,779,745,,111,53,102,109,810,2000,758,1053,1370,35850
70420,"Brussels sprouts, fresh or chilled",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,23,,3,2,3,2,2,1,1,14,35,88
70511,Fresh or chilled cabbage lettuce,0,0,0,0,0,0,0,0,0,,,38,115,90,75,122,155,141,44,8,58,,10,17,33,43,63,69,42,118,32,11747
70930,"Fresh or chilled aubergines """"eggplants""""""""",0,0,0,0,0,0,0,0,0,,,0,0,3,0,6,3,3,10,43,2,,0,0,0,0,0,0,0,13,10,265
71022,"Shelled or unshelled beans """"Vigna spp., Phaseolus spp."""", uncooked or cooked by steaming ...""",0,0,0,0,0,0,0,11,0,,,0,14,0,12,12,10,8,2,0,3,,1,1,1788,671,388,813,610,369,591,329
71080,"Vegetables, uncooked or cooked by steaming or by boiling in water, frozen (excluding potatoes, ...",0,0,0,0,0,18,0,0,0,,,432,311,334,257,185,244,238,315,265,278,,457,349,765,804,680,1052,747,875,908,977
71151,"Mushrooms of the genus """"Agaricus"""", provisionally preserved, e.g., by sulphur dioxide gas, ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,59,58,186,42,110,3,1112,923,537,1120
71333,"Dried, shelled kidney beans """"Phaseolus vulgaris"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,,,70,38,77,39,56,45,74,43,68,27,,593,313,245,197,592,778,2356,2389,2583,2860
71334,"Dried, shelled bambara beans """"Vigna subterranea or Voandzeia subterranea"""", whether or not ...""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
71360,"Dried, shelled pigeon peas """"Cajanus cajan"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,5,0,0,0,0,0,,0,0,0,0,0,0,33,0,1,2
80132,"Fresh or dried cashew nuts, shelled",0,0,0,0,0,0,0,0,0,,,6,0,0,0,4,0,0,0,0,0,,11645,11660,23893,24896,31104,50689,93560,123638,141786,39328
80222,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", shelled""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,7,0,,6,13,12,20,24,157,111,378,404,110
80231,"Fresh or dried walnuts, in shell",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,4028,2180,123,200,709,4060,10210,24206,29167,43418
80251,"Fresh or dried pistachios, in shell",0,0,0,0,0,0,0,0,0,,,0,7,27,0,0,0,0,0,3,0,,112,709,166,523,144,151,12082,33866,61342,80714
80290,"Nuts, fresh or dried, whether or not shelled or peeled (excluding coconuts, Brazil nuts, cashew ...",0,0,0,0,0,0,0,0,0,,,11,5,5,7,9,8,9,3,17,11,,231,683,200,243,731,917,1468,2016,2688,7002
80420,Fresh or dried figs,1,0,0,0,0,0,0,0,0,,,0,0,5,4,4,5,0,4,0,0,,19,10,13,15,41,54,159,165,62,278
80720,"Fresh pawpaws """"papayas""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,
80929,Fresh cherries (excluding sour cherries),0,0,0,0,0,0,0,0,0,,,5,2,4,14,24,29,29,22,37,17,,3152,2997,5824,5844,9967,17551,21235,37037,41613,31968
81030,"Fresh black-, white- or redcurrants and gooseberries",0,0,0,0,0,0,0,0,0,,,0,0,3,0,0,0,0,0,0,0,,0,0,0,0,2,16,1,0,0,
81210,"Cherries, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,
81320,Dried prunes,0,0,0,1,0,0,0,0,0,,,0,31,2,20,11,4,0,12,0,0,,107,141,107,139,187,152,143,350,214,436
81340,"Dried peaches, pears, papaws """"papayas"""", tamarinds and other edible fruits (excluding nuts, ...""",0,0,0,1,2,0,0,0,0,,,661,985,999,1450,1985,1518,1712,1936,1545,2665,,3778,8596,8369,94200,84506,154850,84321,30169,23373,38020
90220,Green tea in immediate packings of > 3 kg,2,0,14,208,262,413,254,311,324,,,25507,26303,30091,34965,41766,57295,63159,67504,70398,87525,,2020,2271,538,624,995,4330,7510,16487,5176,54070
90812,"Nutmeg, crushed or ground",0,1,10,79,32,33,22,45,9,,,14,59,64,117,53,58,74,4,2,12,,23,183,831,398,431,225,266,67,21,416
90821,"Mace, neither crushed nor ground",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,1582,1576,1627,1515,1431,1969,2113,4100,4911,2876
90931,"Cumin seeds, neither crushed nor ground",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,443,0,0,,225,308,430,172,808,2211,2429,2320,3139,3273
90962,"Juniper berries and seeds of anise, badian, caraway or fennel, crushed or ground",1,0,0,2,4,0,2,11,12,,,3,0,0,0,0,0,2,2,0,0,,3,5,9,13,31,21,6,46,22,12
100119,Durum wheat (excluding seed for sowing),0,0,0,0,0,0,0,0,0,,,5,0,0,0,0,0,0,0,0,0,,14041,4775,3,5077,3914,620,1387,0,64,21
100390,Barley (excluding seed for sowing),0,0,0,0,0,0,0,0,0,,,0,0,14,40,44,60,104,88,65,58,,18504,17977,16493,16346,22297,35709,47887,62729,67690,164368
100590,Maize (excluding seed for sowing),0,0,0,0,1,0,0,0,0,,,0,0,3,2,5,2,147,47,4,54,,462771,624214,1170180,1614132,1644258,1474889,2085299,2288632,2382111,2338105
100640,Broken rice,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,2,0,2,61,,2036,2060,1800,1947,3020,3735,4700,4620,6714,121378
110100,Wheat or meslin flour,6899,6530,7929,6699,5634,6214,5840,6647,5325,,,73590,71980,70317,64915,63237,64494,67287,75846,78124,91465,,10738,8373,9651,9021,7491,11183,8678,17224,10026,9994
110412,Rolled or flaked grains of oats,0,0,0,0,0,0,0,3,1,,,0,0,0,5,2,113,229,0,0,4,,29,118,377,719,1016,1359,926,17999,3100,3813
110819,"Starch (excluding wheat, maize, potato and manioc)",11,65,33,25,8,6,2,2,8,,,1818,1861,1171,2153,2954,3109,3403,2940,3209,3008,,1108,787,1102,744,1490,3050,896,1167,2478,2423
120510,"Low erucic acid rape or colza seeds """"yielding a fixed oil which has an erucic acid content ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,3,0,0,0,,69,77,296,377,292,70,32,34,31,52
121020,"Hop cones, ground, powdered or in the form of pellets; lupulin",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,15,0,4,7,,2466,4143,4982,4466,11026,10044,15906,10953,9854,7850
121120,"Ginseng roots, fresh or dried, whether or not cut, crushed or powdered",0,0,0,0,0,0,0,0,0,,,354,175,361,282,146,29,87,50,27,19,,481,354,810,862,895,1015,1258,1074,1032,2863
121130,"Coca leaf, fresh or dried, whether or not cut, crushed or powdered",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
121190,"Plants, parts of plants, incl. seeds and fruits, used primarily in perfumery, in pharmacy or ...",0,1,0,133,32,120,329,329,169,,,2631,2222,2485,1362,4027,1601,1496,1197,1454,1344,,15276,22460,26711,32269,20912,28548,31983,45109,56773,77127
130212,Extracts of liquorice (excluding that with a sucrose content by weight of > 10% or in the form ...,0,0,1,13,1,7,137,111,30,,,5940,4754,4789,5030,4763,3519,4727,3765,3714,3915,,8,39,39,114,64,127,255,186,140,264
150110,"Lard, rendered or otherwise extracted (excluding lard stearin and lard oil)",0,0,0,0,0,0,0,0,1,,,950,1536,886,77,59,48,134,129,64,806,,0,0,0,2,0,0,0,0,1,94
150120,"Pig fat, rendered or otherwise extracted (excluding lard)",0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,0,0,0,1104,2338,,0,1,0,0,0,0,0,0,2,
151110,Crude palm oil,0,0,0,0,0,0,0,0,0,,,10,33,78,0,0,0,0,0,0,0,,7642,7200,9818,1549,0,1,66,176,268,
151411,"Low erucic acid rape or colza oil """"fixed oil which has an erucic acid content of < 2%"""", ...""",0,0,0,0,0,0,63,58,0,,,1283,930,0,6,57,6,9,12,967,1091,,496,1499,2798,1774,2170,2012,3332,2709,2585,35
151529,"Maize oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",8,0,0,1,1,0,1,0,0,,,34,29,1822,1810,1498,5120,1793,2959,2325,3834,,4139,5375,4379,2971,4710,3597,2358,2542,2261,2646
151550,"Sesame oil and its fractions, whether or not refined, but not chemically modified",3,4,16,10,70,41,80,96,159,,,37026,40594,44000,45332,52272,52378,55813,59555,61640,70587,,499,1235,1278,1041,1089,1544,2030,2117,3224,3358
160220,Preparations of liver of any animal (excluding sausages and similar products and finely homogenised ...,0,0,0,0,0,0,0,0,0,,,5,3,3,0,25,2,0,0,5,4,,94,192,98,111,372,206,165,276,400,696
160417,"Prepared or preserved eels, whole or in pieces (excluding minced)",0,0,0,0,1,0,1,2,0,,,836,1033,1102,1208,1571,2161,2014,2177,2220,2173,,35,44,61,78,179,460,1190,1903,1228,2399
160540,"Crustaceans, prepared or preserved (excluding smoked, crabs, shrimps, prawns and lobster)",0,0,0,0,0,0,0,0,0,,,3138,3426,4329,4400,5429,5676,6024,4955,4936,9934,,0,122,0,596,219,43,0,173,21,221
160559,"Molluscs, prepared or preserved (excluding smoked, oysters, scallops, mussels, cuttle fish, ...",1,0,0,0,1,0,13,35,32,,,52251,34641,30423,30993,84875,77134,125282,98198,85115,70317,,63,108,688,549,1159,289,13,388,378,1284
170114,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter (excluding ...",0,0,0,0,0,0,0,0,0,,,96,28,66,211,291,249,143,136,123,153,,27432,22876,27202,51691,65919,44831,45359,86504,205012,83454
170220,"Maple sugar, in solid form, and maple syrup (excluding flavoured or coloured)",0,0,0,0,0,0,5,4,4,,,6,5,27,43,3,27,46,36,50,29,,0,144,3,4,8,15,13,22,35,94
190211,"Uncooked pasta, not stuffed or otherwise prepared, containing eggs",0,56,0,0,0,0,11,4,14,,,787,919,515,377,405,777,1329,1742,1263,1463,,23,86,15,33,10,51,312,166,186,110
190300,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, ...",5,0,0,0,2,0,2,8,11,,,805,84,30,24,16,17,8,3,9,13,,120,203,224,262,579,1916,3783,4212,3802,5229
