Product code,Product label,Japan's imports from China-Value in 2012,Japan's imports from China-Value in 2013,Japan's imports from China-Value in 2014,Japan's imports from China-Value in 2015,Japan's imports from China-Value in 2016,Japan's imports from China-Value in 2017,Japan's imports from China-Value in 2018,Japan's imports from China-Value in 2019,Japan's imports from China-Value in 2020,Japan's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
294130,Tetracyclines and their derivatives; salts thereof,10327,9174,8639,11598,8430,10111,12325,9858,14853,13438,,365775,352835,391959,354088,319606,331094,375902,406288,429379,446717,,21995,19225,13699,19800,18619,19396,18412,21362,23886,22295
482110,"Paper or paperboard labels of all kinds, printed",9809,10723,11660,9379,10716,14023,14788,11607,10134,13394,,466719,522210,565205,570899,551050,598246,640052,635821,638380,831400,,24060,25013,25224,20120,22006,26104,28953,25386,24041,31787
620341,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of wool or fine animal ...",78293,66963,55470,41492,36151,33517,32110,26750,17312,13390,,214224,195320,183113,178910,154123,141953,164925,134398,68321,63809,,117366,101395,91969,79214,71398,67401,67302,59955,39687,29647
810294,"Unwrought molybdenum, incl. bars and rods obtained simply by sintering",2564,3078,6695,2379,3113,7760,6593,14904,5138,13383,,503,4179,768,38023,54000,74280,87053,78738,60572,45213,,3258,3284,7774,2434,3464,7808,6805,15634,5665,13419
841940,Distilling or rectifying plant,1047,2198,2113,2084,804,1643,2348,941,3707,13314,,144851,145328,114445,200175,233525,467010,191153,197524,140379,156828,,9042,11334,8066,6687,11192,9908,8444,7698,13600,23098
731812,Wood screws of iron or steel (excluding coach screws),7305,5979,4679,4238,5496,5547,7252,10697,10729,13304,,111577,112687,126773,102242,102283,107567,148692,126092,138669,178316,,38243,40298,33256,28692,28381,42072,49061,57243,48163,58571
842549,"Jacks and hoists of a kind used for raising vehicles, not hydraulic",13188,8205,9999,10694,11354,10521,11091,11941,10240,13231,,224035,234987,275680,268704,259703,291167,318243,286601,291723,380300,,20428,16757,22915,23718,27072,25772,25147,20123,17155,21358
710510,"Dust and powder of diamonds, incl. synthetic diamonds",10296,7658,11937,10480,14377,14174,13834,9248,10230,13211,,131670,128412,140753,129500,131291,191797,183442,139512,133082,189959,,42949,38748,50164,44398,48520,55940,55805,36669,31842,37653
903300,"Parts and accessories for machines, appliances, instruments or other apparatus in chapter 90, ...",23641,20923,17932,20691,19686,15208,14464,16559,11758,13210,,536765,436835,441678,409411,311341,232759,254498,263950,425417,283519,,43993,49622,30045,30035,29424,23972,27353,27429,22480,33139
310520,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus ...",19541,15099,14908,12724,13254,12083,11871,14725,13930,13208,,26048,35842,50102,35350,4200,21236,140704,318326,339097,261063,,98530,86408,66481,44877,47863,44991,44577,45775,38567,42986
120991,"Vegetable seeds, for sowing",13047,13103,14623,12171,13045,9796,13035,16632,13186,13196,,158832,146401,175952,161192,113178,120478,120724,116465,118634,90120,,113293,126276,121245,125258,135555,141317,154906,171583,153060,154359
380630,Ester gums,20313,21157,23188,15205,13415,12935,13144,10516,7764,13176,,31785,33249,31388,22726,21888,19077,17883,16452,13485,14569,,22732,23660,25931,18295,15886,14759,15025,12492,9413,14824
291450,Ketone-phenols and ketones with other oxygen function,6918,6636,6784,6696,8220,9174,10052,12315,7346,13175,,126381,147231,158092,149885,149930,167892,208471,236765,218809,242291,,16239,12297,13209,11294,15667,13781,15260,15991,11586,17047
847710,Injection-moulding machines for working rubber or plastics,13620,11347,18225,7610,7712,12652,14503,19633,14780,13142,,919673,950265,1037435,1017405,1049174,1202931,1196282,1230552,1270506,1614315,,39605,47066,35455,29506,25392,34073,44439,48880,39882,28252
281640,"Oxides, hydroxides and peroxides, of strontium or barium",5468,4781,4980,5016,5015,5871,8808,10387,7095,13142,,19103,17572,16524,16774,18625,19823,27790,30425,23052,28927,,5587,4906,5107,5054,5015,5876,8824,10398,7109,13150
820770,Interchangeable tools for milling,7030,5855,7176,9259,9091,9363,9548,10535,9124,13136,,133555,128885,146883,167100,177794,217256,246284,220409,199650,233665,,52290,52822,58870,66213,65996,74784,84406,85109,65667,78198
950669,"Balls (excluding inflatable, tennis balls, golf balls, and table-tennis balls)",19931,17591,20642,18984,16152,16862,17305,15435,10405,13108,,305262,316801,410884,345561,348256,331900,295596,324957,239428,266664,,22212,19873,22427,20906,18617,19781,21150,19968,14818,18232
282619,Fluorides (excluding of aluminium and mercury),8088,8096,11334,12253,23940,28716,18769,14513,11788,13108,,46967,47617,54889,50293,69855,84318,81273,73744,65323,77873,,13056,12016,14946,16101,29612,34420,34477,34984,29873,23985
720827,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",91,19,12,15,96,195,254,1695,117,13103,,5337,7054,13676,6666,4068,6929,9451,11233,6570,112897,,216174,173708,192412,152198,142523,197271,208465,216767,151262,220041
620930,Babies' garments and clothing accessories of synthetic fibres (excluding knitted or crocheted ...,13234,13455,14862,12698,11934,14760,17189,14570,10584,13085,,204173,236163,275787,250044,217166,238366,241380,235164,175873,183829,,15367,16205,18485,16448,15500,17595,20882,18736,13563,15360
440719,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,10248,10605,9217,8412,13082,,0,0,0,0,0,16875,14420,17528,12032,13879,,0,0,0,0,0,333158,347813,293440,226044,304730
821000,"Hand-operated mechanical devices, of base metal, weighing <= 10 kg, used in the preparation, ...",7626,7100,7016,7299,6525,5952,5794,6496,10401,13079,,165627,194910,199293,198382,164104,139603,153744,201563,283508,329985,,11148,10292,11273,11782,10588,8789,8743,8909,12791,16461
732189,"Stoves, heaters, grates, fires, wash boilers, braziers and similar domestic appliances, of ...",3082,2898,2755,2519,1626,1979,2314,3851,6775,13076,,207415,254313,297272,375749,321551,320213,337108,316104,404510,610916,,17700,17829,18632,14095,14017,11370,12973,12895,17157,26587
848220,"Tapered roller bearings, incl. cone and tapered roller assemblies",23473,18113,18541,15977,18226,17097,15794,12894,9122,13060,,505663,469131,490448,462306,450935,483413,571693,480239,429787,586347,,47417,38995,36473,37272,39637,41414,46169,43566,30622,42023
810430,"Magnesium raspings, turnings and granules, graded according to size; magnesium powders",15400,12406,11123,10475,8851,8664,9892,10792,9279,13025,,254628,244102,234652,185766,153263,195303,190171,208274,154733,228942,,17277,14207,13181,12200,10438,9539,10723,11439,10468,14116
730441,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, ...""",16448,28043,30448,17669,10366,9507,11155,10044,11002,12980,,887247,837973,875659,828926,750212,750230,875748,942837,809500,852065,,25602,36105,43311,26417,21941,22907,22722,27020,30666,42257
871190,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor and side cars for motorcycles ...",20169,22965,20191,15272,26314,10014,6432,8627,7113,12976,,435685,553671,744337,1587382,1793558,141835,74369,61154,78362,25316,,22446,24806,21504,18026,28268,10559,8316,9624,8235,13343
680291,"Marble, travertine and alabaster, in any form (excluding tiles, cubes and similar articles ...",24025,19167,17025,20146,17901,16527,22738,27504,20680,12974,,1439955,1575813,1592925,1692361,1108069,1091539,1398739,1402293,1354857,1214247,,41813,37403,36016,36547,36977,32257,39810,44740,32312,35912
401691,"Floor coverings and mats, of vulcanised rubber (excluding hard rubber), with chamfered sides, ...",5547,6705,7407,7144,6974,9142,9806,9667,9611,12941,,133139,122977,131468,132450,110284,120089,137893,151219,166524,218378,,27570,23510,25254,25087,26976,33244,33031,33568,31832,39472
283919,"Silicates of sodium, incl. commercial silicates (excluding sodium metasilicates)",22430,21798,21098,18386,17842,15328,16854,15992,10191,12928,,90071,110776,113314,102478,88624,78851,86568,84720,81294,103272,,25961,26295,24540,21725,21633,18858,22789,23392,16649,20786
844190,"Parts of machinery for making up paper pulp, paper or paperboard, n.e.s.",7716,9736,10594,11478,9448,12500,10767,9854,8584,12874,,48360,64687,70412,93751,137217,164268,116576,130527,179528,205794,,36489,44084,40524,35061,39343,44049,41664,32920,27835,32689
850421,"Liquid dielectric transformers, having a power handling capacity <= 650 kVA",33645,32546,17272,8755,5614,7153,13353,12686,11072,12868,,90484,98661,138502,91809,74149,77626,88849,125105,137578,106924,,42341,41285,22470,12226,12352,12313,19503,19412,16398,16570
282570,Molybdenum oxides and hydroxides,8397,9855,15826,15018,31702,23561,28064,29647,20774,12866,,18735,16337,35423,25352,56501,54515,57204,83099,39619,42065,,45669,35590,42399,34407,43298,30426,43326,52114,45561,38860
902720,Chromatographs and electrophoresis instruments,10547,9238,9265,8717,8215,8362,9781,9804,8744,12835,,117020,124392,128853,130630,119897,123663,142716,110896,117840,132101,,79302,66060,55106,51404,58576,68872,68784,67539,72304,72163
961210,"Typewriter or similar ribbons, inked or otherwise prepared for giving impressions, whether ...",35086,29645,20839,16738,17404,14822,14128,12184,12682,12817,,191868,192020,168628,163633,164164,157404,174738,174266,175396,204615,,53146,46252,43932,39334,40519,37394,35843,41422,33699,33327
292129,"Acyclic polyamines and their derivatives; salts thereof (excluding ethylenediamine and hexamethylenediamine, ...",5866,7673,7726,6215,6964,4763,5596,6712,6582,12816,,87700,57634,57558,63766,66572,64313,61981,68967,77212,104393,,33724,33859,30936,26410,31246,24734,29214,24221,22220,26667
550320,"Staple fibres of polyesters, not carded, combed or otherwise processed for spinning",14221,11859,14583,11617,15475,16950,14624,12874,10000,12815,,940559,990824,1105461,987907,941062,1028400,1237360,1042946,690826,849016,,45306,49569,56376,55763,73123,90758,116605,105598,85923,95608
844339,"Printers, copying machines and facsimile machines, whether or not combined (excluding those ...",12842,10213,17779,20291,20158,16693,16644,17461,14957,12796,,104030,96256,131729,123333,117178,144795,156077,172557,225324,259071,,161093,132698,132222,95886,80233,55867,50127,49520,46194,41842
610323,"Men's or boys' ensembles of synthetic fibres, knitted or crocheted (excluding ski ensembles ...",27928,21334,16459,13559,16206,14737,13877,9498,7474,12761,,891538,859002,591273,345133,244652,216081,199641,166977,153987,176406,,30325,21892,18079,15039,17480,16268,18145,12828,8686,14141
480640,"Glassine and other glazed transparent or translucent papers, in rolls of a width > 36 cm or ...",0,25,8,35,1318,4674,6070,6169,8609,12741,,10975,10550,17107,17606,42148,83203,87994,139048,156243,135956,,8430,8758,9671,8978,9607,7186,9376,8692,9620,13925
350790,"Enzymes and prepared enzymes, n.e.s. (excluding rennet and concentrates thereof)",19830,19351,16430,15257,14020,15217,14859,14715,11689,12721,,280494,286055,336877,355981,344917,357837,371222,362394,422604,466142,,126591,115710,93147,91140,87172,88054,89037,94572,91194,107906
810197,Tungsten waste and scrap (excluding ash and residues containing tungsten),258,1553,1008,1119,999,989,3965,4268,1681,12700,,0,754,0,3132,7502,10264,17674,16812,11143,14984,,8648,12793,12428,9834,8778,10693,17837,14925,5428,22096
901180,"Optical microscopes (excluding for photomicrography, cinephotomicrography or microprojection, ...",5293,9343,8158,8753,15392,12799,21594,12268,9462,12689,,104002,114181,115124,108711,107394,117841,132161,128199,114594,128163,,43230,52170,45133,47941,57696,51225,64936,59031,45508,57840
401700,"Hard rubber, e.g. ebonite, in all forms, incl. waste and scrap; articles of hard rubber, n.e.s.",18018,15632,15209,9543,4514,5652,11754,12428,11871,12656,,37751,41174,63211,96995,85681,34191,41617,36935,43274,56055,,39295,31238,30689,24731,19870,22169,24776,26407,24677,23737
842381,Weighing machinery having a maximum weighing capacity <= 30 kg (excluding balances of a sensitivity ...,10744,8915,9686,9906,7403,8032,10016,9716,10944,12630,,208867,238249,241049,236605,241419,234259,237941,201516,218653,267280,,22518,18382,18501,17512,17978,15772,16256,15273,16592,17925
760421,"Hollow profiles of aluminium alloys, n.e.s.",2181,3011,3150,8652,7631,11035,13476,13701,10997,12624,,1467823,997718,1589383,1992174,1624752,1184756,1440637,1542168,1460148,1673898,,6896,8285,10210,20426,20268,27916,36513,38448,33595,35564
890690,"Vessels, incl. lifeboats (excluding warships, rowing boats and other vessels of heading 8901 ...",13556,10643,11413,12314,11335,12737,8091,10114,9314,12549,,889598,712429,577524,732449,751469,515150,782543,426215,488705,437581,,23743,25450,17287,18400,19667,17567,9517,175950,13106,133644
294150,Erythromycin and its derivatives; salts thereof,3250,3445,2259,23687,31858,25333,13324,14706,21931,12478,,235932,189588,174298,180132,231831,211148,208605,224518,205760,142484,,196811,125754,107994,74528,103136,115472,61276,47855,45972,33785
500720,Woven fabrics containing >= 85% silk or schappe by weight,41272,36898,30333,23700,20376,20985,19932,17828,10590,12468,,993464,895531,835472,686301,598378,537238,594215,544134,240726,299690,,62676,61163,54347,46110,41383,42663,43873,37935,26066,27701
840212,Watertube boilers with a steam production <= 45 t/hour (excluding central heating hot water ...,10635,3171,6033,10792,4574,14890,9285,6794,9944,12447,,147182,102996,142617,114948,123333,109899,100292,125205,99187,86229,,16101,7458,14597,29314,11395,23667,15106,10759,12844,21726
300410,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...""",0,0,32,3426,8883,13026,24994,21494,22662,12414,,105266,120301,147260,125732,142948,155917,194640,204309,209714,191383,,73925,69772,72524,72170,106568,103651,123382,127159,125083,79153
620332,"Men's or boys' jackets and blazers of cotton (excluding knitted or crocheted, and wind-jackets ...",44029,49553,38392,37852,38618,32420,26350,23746,18322,12387,,554069,730576,1325236,1344780,1761660,1632969,1269835,1070275,840273,770585,,71432,79193,71609,67268,68672,63297,52867,53408,46321,37776
630690,"Camping goods of textile materials (excluding tents, awnings and sunblinds, sails, pneumatic ...",1616,1635,1855,2455,3032,2824,3408,6052,7727,12373,,113443,133503,147559,159306,174000,214461,236330,236469,245993,367993,,1999,2100,2474,3672,3845,3740,4912,8661,12458,16988
590210,"Tyre cord fabric of high-tenacity yarn of nylon or other polyamides, whether or not dipped ...",5116,10493,10950,8913,8088,12527,12843,12212,8215,12358,,415772,404462,400282,326744,312098,381224,439582,380827,303528,587229,,18286,20836,22628,18191,19009,29809,29589,34348,26717,42749
741991,"Articles of copper, cast, moulded, stamped or forged, but not further worked, n.e.s.",10927,10109,16965,10854,10813,13122,15884,13786,10586,12358,,12015,31023,106868,73979,42232,50729,67517,59486,61265,94139,,17869,15272,20161,12743,12014,16610,18484,15405,12284,12704
691390,"Statuettes and other ornamental ceramic articles, n.e.s. (excluding of porcelain or china)",15005,37574,14654,12568,12126,11713,11183,10228,8185,12337,,763532,641443,582804,592442,420091,424615,468537,517151,498320,635374,,21251,43991,21487,18111,17224,16820,16445,16057,12695,17221
540220,High-tenacity filament yarn of polyesters (excluding that put up for retail sale),1953,5244,6369,5507,6108,7741,10928,11165,8790,12306,,556044,636021,753616,668438,655205,786552,911292,745634,553921,735611,,24735,29673,42093,39771,42157,45805,51197,54105,39679,51115
71332,"Dried, shelled small red """"Adzuki"""" beans """"Phaseolus or Vigna angularis"""", whether or not ...""",17336,18889,24505,15921,12707,13640,12770,18396,14408,12264,,58531,68071,80939,67025,69124,57959,53342,60659,64366,60888,,34554,32378,39591,29857,29476,27026,26108,43124,36419,36663
381512,"Supported catalysts with precious metal or a precious-metal compound as the active substance, ...",24167,5041,2409,4012,2614,1221,810,1530,10795,12226,,106043,52093,79962,25387,85322,30293,101804,107736,214719,214860,,311247,269084,255257,226462,233191,303438,343425,380370,495224,885895
701919,"Glass fibre cakes """"textile cakes"""" and chopped glass fibre strands of a length >50mm""""",7783,8221,9723,11170,11027,11922,14360,10826,8580,12212,,78651,74757,109268,90031,87439,105072,143188,104439,83466,101287,,28684,29325,32632,35442,41863,39369,46048,54670,60793,66117
710399,"Precious and semi-precious stones, worked, whether or not graded, but not strung, mounted or ...",23314,19967,17599,13399,13368,11187,13351,12269,9821,12209,,17436,33504,80487,377576,32258,4777,9688,6990,7044,10540,,71465,70307,69091,54468,54729,51873,56609,63417,56465,68462
761300,Aluminium containers for compressed or liquefied gas,251,165,650,700,909,959,2661,3831,6874,12191,,48646,50707,52453,54361,40719,34506,37825,49697,68239,82291,,19184,19529,23280,18058,17820,13921,25886,25645,39556,50172
611019,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of fine animal hair, knitted ...""",26034,28787,24101,14641,12382,12639,13709,12754,8037,12185,,117002,89246,114657,119575,105163,110451,148715,175402,140438,214604,,34681,40287,37729,24961,21631,25173,28751,22206,14862,20547
650400,"Hats and other headgear, plaited or made by assembling strips of any material, whether or not ...",33722,31091,31179,35542,41332,31360,32295,27127,20092,12183,,214667,206453,226374,284257,297133,243167,266650,247400,174776,176425,,43535,41012,41359,43857,51791,38694,38327,33030,23993,14953
720229,"Ferro-silicon, containing by weight <= 55% silicon",21140,16439,16941,13041,10495,10593,13497,11879,7850,12176,,78539,64845,67432,55892,45895,43020,45190,39881,25958,33809,,32450,25651,27251,21110,20297,22877,29683,27768,15014,26467
283539,"Polyphosphates, whether or not chemically defined (excluding sodium triphosphate """"sodium ...""",6251,6878,6684,7232,7968,9040,8592,8035,5934,12138,,167228,160345,186416,171133,163863,176710,191742,204606,200875,216182,,14250,15150,15656,13750,13890,16180,14835,15549,13551,19286
851430,"Electric industrial or laboratory furnaces and ovens (excluding resistance heated, induction, ...",4570,3091,3478,7051,3668,12813,11914,8558,5330,12136,,91858,91676,119011,138303,152494,81505,114406,351462,206441,270788,,17239,12520,20828,21534,17331,22133,27684,25438,12295,81556
500500,Yarn spun from silk waste (excluding that put up for retail sale),17671,17219,19508,14937,14504,14205,13481,11594,8505,12089,,115746,109475,105684,90099,80455,81427,73938,65005,51752,63911,,21811,20973,23032,18614,17573,16361,16356,14238,10721,14496
330620,"Yarn used to clean between the teeth """"dental floss"""", in individual retail packages""""",3207,4024,5232,5937,6905,6709,8677,10804,10811,12084,,35989,51625,61268,71265,75875,77817,97493,101191,122558,135524,,13481,16904,18590,17328,23706,21148,23959,27306,30608,30133
482370,"Moulded or pressed articles of paper pulp, n.e.s.",8120,7983,7557,8391,8229,7961,8039,7021,8206,12033,,129471,130305,156057,178345,165882,180568,181592,223275,274169,307706,,8734,8857,8640,9558,9541,9212,9678,9106,10221,13839
200520,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",12304,12389,10332,7776,7750,9660,10169,10826,9816,12004,,11364,15468,13378,14066,11978,10258,13425,14261,16990,15196,,31004,30163,23419,19893,21492,31690,27508,29846,29304,42613
847981,"Machinery for treating metal, incl. electric wire coil-winders, n.e.s. (excl. industrial robots, ...",4370,8780,7389,7031,9626,6956,11099,13076,6739,11974,,180624,166192,199302,200534,213743,252376,311390,402489,304486,363881,,25582,22870,22496,25771,29256,37056,52563,48123,32296,29641
961519,"Combs, hair-slides and the like (excluding of hard rubber or plastics)",10205,8772,9948,11305,13398,12437,9470,11352,10745,11908,,188671,229211,258182,290497,314196,360198,306768,395765,356370,491000,,22050,17184,19604,19737,20849,19631,15235,16757,14354,16468
871493,Hubs and free-wheel sprocket-wheels for cycles (excluding for motorcycles and coaster braking ...,11144,9734,10584,13690,13657,14425,14757,8049,10447,11905,,114794,106519,134281,137926,120047,143791,144465,147896,175650,279761,,15198,18186,17551,18805,17587,18750,19001,12318,14595,14883
830220,Castors with mountings of base metal,12448,11280,12348,12746,12115,13669,12578,10816,12274,11892,,221433,280535,313942,332897,307034,324699,349142,351291,456290,564290,,29824,28267,30090,28509,30459,32773,31622,30081,31602,35399
540231,"Textured filament yarn of nylon or other polyamides, with a linear density of <= 50 tex per ...",8823,8372,9046,9498,9146,9052,8154,8757,7160,11888,,119449,119129,122564,108590,109374,165538,206727,215344,186895,304948,,16873,15704,18109,17401,18979,17481,17868,17597,12845,18651
900580,"Monoculars, astronomical and other optical telescopes and other astronomical instruments (excluding ...",6113,6527,4774,6712,7598,5969,7594,5299,7973,11873,,119101,115470,113113,112638,119694,127383,140782,141840,179697,267514,,9734,8908,8522,9523,11835,7590,8741,6617,11533,14307
210410,Soups and broths and preparations therefor,7012,6255,6160,6054,7808,7597,4613,8720,10050,11860,,67202,66510,73736,72641,74528,68249,69049,76521,79835,113251,,75705,70642,72099,60123,60056,62428,58828,63389,60649,63265
340600,Candles and the like,14866,15723,14122,12917,13010,11189,10183,9916,9319,11834,,600713,567958,581964,610640,594290,612428,682175,696267,634427,805855,,44590,42922,40246,36132,36872,32833,30172,30891,30730,37900
293040,Methionine,2382,5434,2650,2448,5270,7714,7956,8972,12192,11813,,22611,31067,14540,55631,90571,131010,87104,63060,102215,175834,,37399,30355,26354,36175,36558,32788,32614,33244,39385,37217
292700,"Diazo-, azo- or azoxy-compounds",8459,9715,9045,8415,10214,13992,12324,11308,9065,11812,,210100,208935,207113,180216,181426,225830,234666,213980,172229,242746,,23736,25656,28437,30644,31193,37660,35955,35436,29887,34840
293354,"Derivatives of malonylurea """"barbituric acid"""" and salts thereof (excluding salts of malonylurea)""""",7,0,373,311,507,3059,5979,9130,10129,11764,,458,838,2195,940,750,642,1084,610,1939,2025,,73,147,559,378,602,3141,6141,9217,10261,11968
640620,"Outer soles and heels, of rubber or plastics",54769,52097,46336,38706,34729,31803,28176,23445,14986,11748,,867245,985727,893054,926496,913180,920943,911505,1084642,1022597,1298727,,78671,74725,66650,58246,56397,50544,46650,40050,27162,23553
71140,"Cucumbers and gherkins provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...",17301,14829,14246,13435,12421,12083,11958,10089,11310,11708,,19316,17105,16070,15826,13724,13863,13335,11957,12622,11275,,20245,17252,16884,16214,14941,14709,14822,12981,13058,13292
291422,Cyclohexanone and methylcyclohexanones,17305,20941,14715,7855,6744,5765,6474,5684,7017,11699,,55939,42346,46676,22602,21445,17102,10252,35724,29102,62300,,63588,40839,31901,19410,16590,19041,24108,23309,14446,30838
841420,Hand-operated or foot-operated air pumps,13441,13027,14723,11327,10954,10801,9966,10002,10566,11681,,242060,228597,267152,257611,233033,214302,224980,226454,282275,338376,,21295,20548,22891,18494,17661,17182,15582,14841,15861,18616
320420,"Synthetic organic products of a kind used as fluorescent brightening agents, whether or not ...",13901,13643,12860,10671,11459,11149,12733,14970,8093,11660,,125633,135003,139826,146384,151284,152544,205904,235703,179718,180385,,30827,25970,25013,23388,24751,24651,27031,32650,21008,23356
490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, ...",15219,17417,16377,15783,13321,13088,13147,12180,9996,11645,,555941,587835,614152,653098,599186,654630,652613,687746,500350,514536,,23992,26316,24543,22061,18724,18234,17983,16690,13969,17775
760820,Tubes and pipes of aluminium alloys (excluding hollow profiles),4101,6143,6988,7805,9121,9475,11263,12133,9270,11634,,286495,360593,499251,402154,315992,352170,388657,386350,356629,481315,,16990,17895,20202,20195,22331,23291,27677,29599,23418,23544
620112,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton ...",38396,32741,23729,24279,20331,19426,26959,17116,11935,11629,,87204,79916,85014,80317,69167,113978,251751,220241,110291,100468,,53769,50894,39884,42367,37700,36909,44683,36424,23648,23731
680610,"Slag-wool, rock-wool and similar mineral wools, incl. intermixtures thereof, in bulk, sheets ...",9976,10362,13498,14724,14251,9800,11007,11324,10836,11539,,249830,246789,265283,229351,196293,184904,188241,218483,233645,241492,,40990,34900,37087,44407,48683,41356,46229,52932,47527,51469
844859,"Parts and accessories of machines of heading 8447, n.e.s.",7555,9428,12422,11849,11049,11876,12288,9669,6819,11503,,93015,110042,116879,121987,131263,133413,117134,97204,85840,123857,,19382,24770,26487,23885,25456,25036,29948,22442,14975,21433
210220,Inactive yeasts; other dead single-cell micro-organisms (excluding packaged as medicaments),15892,6535,6921,14888,7319,15810,13274,13112,11911,11496,,13130,16427,24231,38993,37748,49023,56203,61763,71086,67054,,42057,32990,34668,44221,39446,52723,43400,45254,42230,42275
700521,"Float glass and surface ground glass, in sheets, coloured throughout the mass """"body tinted"""", ...""",18841,5716,1681,1144,4282,13339,12171,19888,16470,11490,,111937,91962,77813,68780,99258,126836,164427,154939,141369,251589,,38280,12514,4823,6082,12287,19258,23268,33216,27372,21877
610452,"Women's or girls' skirts and divided skirts of cotton, knitted or crocheted (excluding petticoats)",26033,29035,53997,24740,17840,12364,15040,25909,11242,11473,,892900,1284605,849907,541856,537977,488640,356493,350035,357345,432446,,29997,33785,63270,36505,28142,18954,18549,37993,14499,14969
844849,"Parts and accessories of weaving machines """"looms"""" and their auxiliary machinery, n.e.s.""""",10335,17932,15981,11392,12828,11279,15152,11182,7127,11449,,93245,106925,176221,151475,130788,135192,154264,132561,130285,185822,,23788,36887,33310,30838,32060,32785,35534,26900,17845,31190
721934,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",2934,1952,2385,1547,1417,2289,5465,5301,5579,11395,,498958,630123,950579,620558,589709,720850,837981,776504,801397,1669255,,70021,68817,70210,51050,58216,74438,94203,81109,83491,120168
291090,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their ...""",973,777,845,734,4096,5649,7884,8278,4985,11382,,52660,66020,52792,42824,49546,82193,103415,91532,140567,138915,,8463,7041,7007,6008,9539,11134,55278,13877,10929,17658
320820,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",10455,10343,10718,10556,8541,10585,12464,12036,10082,11351,,75637,100637,129420,147680,119668,111993,141514,135221,158323,123421,,52288,46834,47823,44221,45645,48486,55409,52537,48216,57080
710410,"Quartz, piezoelectric, of synthetic or reconstructed stone whether or not worked or graded, ...",1520,5521,6841,10582,12303,7589,8561,5959,5368,11330,,40999,40985,41125,32326,32510,25686,29455,29509,30988,35309,,10004,13889,13913,22803,27760,28728,27762,18146,18371,28138
820840,"Knives and cutting blades, of base metal, for agricultural, horticultural or forestry machines ...",12319,9444,10039,11643,12842,13964,12188,11486,10058,11310,,21514,21144,22812,24850,26682,26930,31923,35489,33339,50184,,15903,13815,15045,16069,18188,18789,17047,17142,15836,16925
620461,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",35485,28700,18938,20348,20004,17986,17671,13273,6884,11304,,54349,45148,37879,38804,42965,78367,37019,33170,19567,22843,,50644,42080,34233,39372,40401,38629,38918,36703,24181,22393
291614,Esters of methacrylic acid,11195,16806,16050,12171,13682,14273,14635,10906,7911,11299,,129392,141912,96943,84250,78927,192995,198732,131557,109438,386991,,41774,71889,57122,50744,54027,47863,51844,42540,33450,37974
721912,"Flat-rolled products of stainless steel, of a width of>= 600 mm, not further worked than hot-rolled, ...",255,549,1104,543,177,456,517,1256,1045,11275,,628214,754838,1066043,716386,679760,820002,752095,582989,315852,359258,,15450,15947,15481,6484,7423,15455,10115,11395,9921,21603
482030,"Binders (other than book covers), folders and file covers, of paper or paperboard",20139,16276,15142,14015,15153,14181,14874,13715,13132,11266,,203334,181305,178997,194551,178732,171397,181546,165722,124420,119131,,78871,62988,60572,57127,58279,53316,51781,51183,50511,42309
730723,Butt welding tube or pipe fittings of stainless steel (excluding cast products),9292,9997,9447,7612,8018,10356,10831,11433,8962,11230,,146114,135454,159913,150367,125583,140592,162562,173292,212892,176129,,44461,40231,35981,33491,38681,48692,56329,51029,49562,54544
