Product code,Product label,"Japan's imports from Korea, Republic of-Value in 2012","Japan's imports from Korea, Republic of-Value in 2013","Japan's imports from Korea, Republic of-Value in 2014","Japan's imports from Korea, Republic of-Value in 2015","Japan's imports from Korea, Republic of-Value in 2016","Japan's imports from Korea, Republic of-Value in 2017","Japan's imports from Korea, Republic of-Value in 2018","Japan's imports from Korea, Republic of-Value in 2019","Japan's imports from Korea, Republic of-Value in 2020","Japan's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
340111,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",4835,4148,2946,2648,2461,2894,2994,2941,3283,4772,,12665,11537,21306,20935,15682,16235,16634,18988,14715,11218,,72908,66295,65659,54843,56120,56006,50643,46717,45383,43216
732182,"Stoves, heaters, grates, fires, wash boilers, braziers and similar appliances, of iron or steel, ...",181,33,24,0,412,27,12,232,2062,4770,,35789,44208,40524,30543,18411,25025,21889,26199,15245,30313,,24862,19259,8603,5366,4248,2790,2775,3174,4604,9173
871680,Vehicles pushed or drawn by hand and other vehicles not mechanically propelled (excluding trailers ...,742,1483,2254,2421,2440,2606,1843,3635,2774,4746,,14123,13712,19383,24662,20150,23900,30704,32024,34581,36163,,147813,147769,152561,134442,135918,131606,163629,160938,144415,170561
871639,"Trailers and semi-trailers for the transport of goods, not designed for running on rails (excluding ...",1640,3198,3275,1558,3718,2822,5694,5994,4162,4743,,8681,5987,10503,9508,10978,4395,6667,7649,3975,5871,,31705,26165,23832,26538,39386,55199,74597,81031,65821,61609
846610,"Tool holders, incl. tool holders for any type of tool for working in the hand, and self-opening ...",5728,4037,5114,4545,4912,5568,7289,7413,3739,4742,,62497,58326,69166,68004,61365,73595,85940,82266,62340,77831,,96571,81306,85657,91051,73138,80463,92143,90059,59657,78663
280429,Rare gases (excluding argon),0,111,24,19,0,0,0,20,591,4740,,5375,8053,16673,27247,22584,15632,21609,37819,53217,86564,,87881,98005,119992,161727,115965,100474,109594,117302,123899,128540
120991,"Vegetable seeds, for sowing",3761,5015,4837,4270,4392,5043,3683,3379,4802,4729,,40422,40286,39323,45938,52774,57414,50218,55993,57270,57976,,113293,126276,121245,125258,135555,141317,154906,171583,153060,154359
540741,"Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides, ...",1424,836,1305,1752,2021,2466,4178,5919,2822,4722,,22196,26133,25962,10629,8279,8546,9324,10834,5753,10458,,21163,17034,11764,12954,6049,8217,14725,17029,7756,13785
902780,"Instruments and apparatus for physical or chemical analysis, or for measuring or checking viscosity, ...",6844,6425,2099,2461,2785,3460,4262,4281,4601,4713,,197218,266785,215433,257858,280076,384151,394599,382111,380949,266295,,517548,549847,486519,378129,397572,420239,435227,463299,442667,537226
580632,"Narrow woven fabrics of man-made fibres, with a width of <= 30 cm, n.e.s.",5557,4039,3612,2996,2805,3535,4136,4956,4679,4645,,58947,60396,55884,50604,50749,53635,56308,55425,49395,66990,,54228,48903,45069,41954,40304,40626,43173,41658,33203,42175
321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ...",9354,8560,3903,2784,2208,2877,3286,3489,3717,4635,,145909,158368,170195,170749,184983,205754,233808,219076,184388,221274,,79833,87686,87076,80214,74022,72753,74540,78482,71697,74256
701959,"Woven fabrics, incl. narrow fabrics, of glass fibres, of a width of > 30 cm (excluding plain ...",8049,6941,5049,5255,4438,4990,7292,6808,6252,4632,,17458,17494,15104,29510,16393,16320,15195,15078,14927,17004,,37845,33323,30548,28534,28075,29425,35203,37913,35822,31179
400510,"Rubber, unvulcanised, compounded with carbon black or silica, in primary forms or in plates, ...",9793,8380,8000,7165,6444,6047,6848,7952,5054,4586,,84923,87276,98811,106974,121466,124534,123523,109167,104699,125571,,67766,55977,51690,25763,16029,18221,19625,24038,25520,21789
940490,"Articles of bedding and similar furnishing, fitted with springs or stuffed or internally filled ...""",2461,1075,420,736,869,1425,2185,2847,5318,4545,,20881,21160,21767,18912,21798,23658,31348,33704,28621,37607,,1179825,1123176,1076047,956867,949991,1024703,1097901,1069019,1029613,1135718
841370,"Centrifugal pumps, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",33362,10184,7208,5284,5746,5360,5956,5351,3396,4531,,377600,294319,393189,361937,376849,305844,232221,237359,222478,227077,,168628,156334,160729,193511,186614,205499,227738,206643,185222,214212
903300,"Parts and accessories for machines, appliances, instruments or other apparatus in chapter 90, ...",1305,1860,1923,1204,1408,1347,3191,2488,1989,4527,,43992,54776,32900,29477,30166,40078,30651,28072,23553,32134,,43993,49622,30045,30035,29424,23972,27353,27429,22480,33139
291639,"Aromatic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",5258,3670,2623,2930,3667,3257,3709,4238,10030,4525,,4079,2330,2855,2890,4915,4774,7883,7863,9485,7135,,64236,53156,53734,47529,63789,61425,55342,76934,63157,52457
850519,"Permanent magnets and articles intended to become permanent magnets after magnetization, of ...",4477,4975,3812,3663,2949,4691,5006,2818,2419,4501,,82931,87401,95172,106946,114153,126273,134145,116248,96766,111064,,107395,80876,75907,60029,52300,58821,59520,60287,58505,65077
290371,Chlorodifluoromethane,0,0,0,871,1817,2533,4139,3862,2446,4498,,725,4,0,773,1787,2346,3977,3708,2261,4271,,41101,36086,50698,47495,48252,61424,71330,62017,29389,66246
901480,"Navigational instruments and apparatus (excluding for aeronautical or space navigation, compasses ...",13682,8327,7366,5956,5638,6016,5643,5118,4199,4485,,9305,7758,8939,13007,28622,59282,9671,8052,8260,7482,,34038,36236,105455,53881,23926,26960,66089,49782,32705,46095
961620,Powder puffs and pads for the application of cosmetics or toilet preparations,6397,3997,3928,5276,8453,7991,6604,5336,5209,4471,,16186,13350,17601,22539,29279,24994,21723,17818,14480,13951,,31869,31066,33265,36267,48828,55319,58788,54655,41184,34284
293623,"Vitamin B2 and its derivatives, used primarily as vitamins",2456,2637,2881,2521,3451,4006,5568,5284,3815,4471,,41373,34927,40242,40259,35508,35053,44033,39802,38049,48559,,12537,9513,10214,10719,11843,13293,17920,15172,11639,11299
680690,"Mixtures and articles of heat-insulating, sound-insulating or sound absorbing mineral materials ...",3413,3076,3038,1726,1496,1933,3151,2667,3120,4456,,12893,22962,31413,25952,48037,42775,37312,29777,27601,30174,,29670,26407,27922,24014,25584,25636,23603,22175,18570,23322
170490,"Sugar confectionery not containing cocoa, incl. white chocolate (excl. chewing gum)",1936,1505,1385,765,1336,1778,3737,2278,2894,4450,,106280,117602,124942,106329,106934,113368,106295,111234,110340,105535,,108846,97377,104753,94851,98404,100600,109727,105252,103315,129687
950632,Golf balls,2103,1459,2062,780,2545,6015,4298,3766,3746,4435,,26782,17955,17743,14352,19696,40001,34177,35259,32299,38202,,91277,83548,83703,71723,78767,78903,75166,89125,76712,91363
840290,"Parts of vapour generating boilers and superheated water boilers, n.e.s.",10891,6208,11512,28947,17823,45615,26621,5591,16869,4435,,1039458,517696,473365,529600,541873,498331,526635,227261,285130,152327,,71000,23893,45315,88670,77654,136952,211439,138719,193691,159660
281810,"Corundum, artificial, whether or not chemically defined",3493,3662,2911,3272,2322,3420,4536,3456,2445,4417,,21967,44651,34523,10760,6788,9099,12298,11547,9084,16025,,152837,129401,130388,113026,106698,133392,143847,136386,94542,152962
711590,"Articles of precious metal or of metal clad with precious metal, n.e.s.",31183,692,179,83,114,1369,37,34,121,4399,,4747,6941,3570,3363,2369,6430,14030,9735,108887,23245,,102655,58685,61572,95834,47793,88760,58611,54902,175736,179058
640620,"Outer soles and heels, of rubber or plastics",12761,11878,10491,10556,11089,8990,8165,7331,4478,4392,,46688,55558,53355,49859,27469,24981,37102,18950,6980,9214,,78671,74725,66650,58246,56397,50544,46650,40050,27162,23553
820719,"Rock-drilling or earth-boring tools, interchangeable, and parts therefor, with working parts ...",5127,4776,5884,4601,4029,4604,5349,5259,4600,4385,,34014,36326,37728,33176,35181,36799,44710,46688,50952,59490,,38094,38843,35394,29757,23701,17625,19380,20987,19538,18204
611020,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of cotton, knitted or crocheted ...",3136,3087,2322,1328,1502,1906,3285,2005,4371,4369,,15632,13368,13805,12162,13967,15405,21634,21519,35419,51635,,1240010,1262044,1254106,1176578,1148966,1148335,1308666,1472056,1378745,1536827
292610,Acrylonitrile,7198,9856,13883,12645,16354,9591,9939,6638,5200,4366,,363472,527194,513837,290355,248049,378598,425984,375327,236819,514087,,7288,15164,18222,23173,27893,24695,31938,14442,19338,16529
841231,"Pneumatic power engines and motors, linear-acting, """"cylinders""""""""",1192,1395,1510,1216,2623,2216,3806,3378,3467,4360,,6620,7464,8948,10589,10678,9685,11939,12772,10632,9722,,72404,64593,70135,66172,73876,87876,91210,77041,71101,91579
391400,"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms",468,496,443,320,2268,1944,2966,2988,3898,4350,,15226,20638,24292,20633,25180,25686,35398,46264,41182,41506,,52949,56567,56083,48716,43283,46447,56956,59536,59890,68023
91099,"Spices (excluding pepper of the genus Piper, fruit of the genus Capsicum or of the genus Pimenta, ...""",1532,1335,1577,1709,1399,1139,947,3147,4099,4348,,116,156,109,125,81,32,127,29,101,151,,10126,10284,13146,15408,15028,14369,16650,21617,17817,20584
390430,"Vinyl chloride-vinyl acetate copolymers, in primary forms",5546,8561,10900,7335,6050,8248,9299,6451,4575,4308,,16996,20109,24205,21126,22048,25006,24824,23407,30071,48501,,7963,10198,12624,8986,7827,9971,11199,8519,6391,6842
481151,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",19965,16422,12811,12276,14129,9359,7906,7272,5036,4305,,7486,5767,9086,5864,4250,2904,2635,2423,3136,4234,,391281,380633,338752,327871,302672,295812,294359,265711,267095,259681
730711,Tube or pipe fittings of non-malleable cast iron,967,256,1423,1466,659,1061,2084,3147,2524,4302,,1732,2147,4198,3237,3975,4152,4002,2402,1127,2195,,49885,49881,54775,46168,45416,50714,58839,63017,49610,50767
292241,Lysine and its esters; salts thereof,6107,5180,4243,4049,4029,4095,4510,3747,4448,4295,,184359,178251,135621,121448,143372,154948,176481,141550,108742,171878,,47307,47919,43881,41438,37308,39030,45224,36729,39381,50713
40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening ...",1450,1270,2088,3160,3660,4363,3931,3264,3900,4292,,61,0,0,18,0,9,1326,1465,1015,19,,107823,106372,115960,85539,69301,97694,85232,85685,87751,98648
848410,Gaskets and similar joints of metal sheeting combined with other material or of two or more ...,2749,2404,2335,1889,2713,3115,4592,3064,3339,4291,,37226,38337,40441,48176,64650,65601,63248,49477,49602,67648,,47370,53167,56618,56759,71909,75220,83261,84633,66110,82524
391722,"Rigid tubes, pipes and hoses of polymers of propylene",8891,7552,7370,6481,7535,4805,4780,5647,4877,4282,,17388,16132,17378,13733,16430,16288,18160,17854,19103,19020,,28083,24588,26006,24416,25598,23563,23883,26360,20982,20544
732619,"Articles of iron or steel, forged or stamped, but not further worked, n.e.s. (excluding grinding ...",5701,6123,8974,5018,4805,6537,9039,6036,5290,4279,,79300,74571,74689,71263,36002,50867,69235,61831,51921,59576,,25507,26550,36970,27744,21349,27223,37207,32930,40824,36464
370244,"Photographic film """"incl. instant print film""""m, sensitised, in rolls, unexposed, without ...""",7685,5896,6060,4581,4269,4257,4029,3592,3334,4261,,1813,1132,1010,884,1141,764,391,1039,3624,33208,,11902,8143,7859,6034,7912,12847,10046,9853,8452,9703
843120,"Parts of fork-lift trucks and other works trucks fitted with lifting or handling equipment, ...",16530,10104,9824,7285,7720,7837,6534,7233,4942,4254,,65662,76529,131960,111035,108816,115421,130601,123647,102814,134188,,172307,152448,145426,135536,129709,143170,163518,151808,125224,161490
950730,Fishing reels,7286,9644,7321,9005,9342,6642,6483,4744,4723,4249,,40958,44495,41958,45440,47278,47810,46883,33803,39358,51212,,62062,71674,77176,71016,84343,92237,95072,87155,98452,125930
950710,Fishing rods,3178,2663,2888,2479,2962,3091,3507,3216,3612,4241,,20420,19634,21154,18374,16519,18005,18919,17676,15309,21325,,153116,145458,149808,132400,143111,146038,157384,153180,148798,209182
871690,"Parts of trailers and semi-trailers and other vehicles not mechanically propelled, n.e.s.",4945,4587,4705,3634,4491,4650,4438,5687,4926,4236,,20374,27067,20651,19873,18109,21613,23471,60976,60721,85878,,91529,99460,108779,102013,110602,112243,116584,122942,118728,115902
391729,"Rigid tubes, pipes and hoses, of plastics (excluding those of polymers of ethylene, propylene ...",1757,2542,3028,2260,2165,2509,3241,6023,5436,4219,,11164,11029,20124,18405,21525,24120,27015,27424,33273,21469,,27437,24953,31026,28760,28205,33792,35427,41001,41001,41476
940130,"Swivel seats with variable height adjustments (excluding medical, surgical, dental or veterinary, ...",3469,4573,2680,2890,3131,3532,3115,2808,3840,4209,,28486,32992,30939,33851,34257,36975,37116,38141,37696,36747,,150634,150104,153952,142308,156579,157162,171712,177308,253729,301302
750610,"Plates, sheets, strip and foil, of non-alloy nickel (excluding expanded plates, sheets or strip)",0,4,89,89,144,203,141,128,1734,4203,,5405,7076,6621,4787,2686,3886,4979,7932,6015,6758,,2723,1296,1733,1343,2167,4040,4859,4519,8198,12406
820239,"Circular saw blades, incl. slitting or slotting saw blades, and parts thereof, of base metal, ...",6000,5649,6020,5011,4010,4495,3690,2552,2340,4202,,77760,76568,80565,78206,82996,90190,91493,93436,91247,107229,,24908,24926,24169,20750,19392,26629,32943,37203,35615,48976
721310,"Bars and rods, hot-rolled, in irregularly wound coils of iron or non-alloy steel, with indentations, ...",7618,8710,8277,9231,9373,9530,6721,4926,5729,4180,,11094,9827,4282,1708,2188,4198,5489,2548,2082,6681,,10172,10557,9247,9760,9977,10150,7390,7656,6826,4186
710692,"Silver, incl. silver plated with gold or platinum, semi-manufactured",5383,5978,4440,2885,13493,4616,4766,4487,3091,4170,,210852,125987,90967,75545,76197,90648,86480,77602,85547,101208,,68641,47196,30568,27081,46390,38727,38260,29960,47059,50974
281520,"Potassium hydroxide """"caustic potash""""""""",11467,10534,10819,10854,6902,3822,3757,4257,3056,4164,,120639,132970,123105,121915,98196,90712,107342,152977,147417,152680,,15696,13187,13499,12924,9574,6892,5946,8823,8160,7762
940210,"Dentists', barbers' or similar chairs having rotating as well as both reclining and elevating ...",703,678,543,440,3726,2449,3093,3282,2996,4158,,4912,6965,6177,6094,5510,5474,6645,7029,6842,8363,,6215,8347,7950,8721,11457,10441,9752,10542,8801,11301
847149,"Data-processing machines, automatic, presented in the form of systems """"comprising at least ...""",4370,7073,1919,1376,1321,2820,7537,11735,12049,4149,,60738,73198,60633,49146,52239,63185,87142,65782,60402,64837,,1079323,579743,491748,353841,337756,393924,345549,359404,351684,370270
841350,"Reciprocating positive displacement pumps for liquids, power-driven (excluding those of subheading ...",1143,2158,3740,3410,4652,4822,4581,7608,6996,4145,,31610,41947,43529,31854,36578,61345,89037,84461,77926,66574,,80111,85303,124577,128526,155433,160499,182727,189813,175411,203898
842129,Machinery and apparatus for filtering or purifying liquids (excluding such machinery and apparatus ...,5736,6426,5999,8048,4689,2984,2919,2489,4235,4103,,60532,88014,118589,125786,100389,80768,106392,121550,82458,79255,,200321,152133,153903,163143,140670,122593,134649,145678,150127,166043
300640,Dental cements and other dental fillings; bone reconstruction cements,1194,1346,1264,1270,2009,3188,2660,3414,3509,4084,,22089,25844,28738,31831,38901,45489,52389,62171,53667,77089,,34350,33568,29656,28617,31499,38484,45723,43576,39294,41981
611030,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of man-made fibres, knitted ...",21894,16559,13067,10959,10235,8103,6355,4529,3249,4077,,44485,52090,62076,69281,73326,77643,75333,57104,43135,68266,,3035744,3020756,2780310,2624621,2496347,2471419,2590491,2454557,2132157,2301468
30345,"Frozen Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,56,201,313,3229,512,3645,4794,4269,4075,,1588,1531,1647,1454,3106,627,5862,4889,4135,4329,,29912,34140,61193,48718,19319,3060,7276,10878,4674,4974
490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, ...",4205,4149,3305,2152,2248,2450,2317,1828,2162,4041,,8321,8298,7503,5680,5057,4818,4120,4893,6465,12076,,23992,26316,24543,22061,18724,18234,17983,16690,13969,17775
940320,"Metal furniture (excluding for offices, seats and medical, surgical, dental or veterinary  ...",2403,2109,2480,1755,1768,7489,2205,2948,3195,4009,,21545,25787,30513,35520,38215,32837,41736,47255,58428,79008,,487640,483835,487094,463706,456369,492862,536238,559157,654665,769203
720529,"Powders, of pig iron, spiegeleisen, iron or non-alloy steel (excluding powders of ferro-alloys ...""",1138,1039,680,581,400,546,539,2038,2817,4007,,11687,13084,8757,11593,12628,16723,22583,22655,26633,39828,,53058,55523,66752,57246,37741,46469,59516,51055,47549,95792
290313,"Chloroform """"trichloromethane""""""""",763,1097,1844,2292,1059,1862,3703,3220,1117,4001,,6265,4048,6489,3874,2791,3002,5066,4554,2514,5252,,780,1097,2975,3460,1578,2726,6365,6033,1888,4885
711319,"Articles of jewellery and parts thereof, of precious metal other than silver, whether or not ...",6733,4342,3814,2263,1876,2243,3876,3848,5092,3965,,262647,162077,177376,191322,202834,219222,156027,165649,191223,340348,,1511187,1459375,1578643,1515090,1676967,1774606,1729387,1853572,1422936,1781292
760720,"Aluminium foil, backed, of a thickness (excluding any backing) of <= 0,2 mm (excluding stamping ...",3730,2868,2383,2025,2534,2785,3223,3540,3446,3961,,84152,78802,86724,91044,86255,89225,75873,59500,57701,67658,,19259,17498,16773,19536,19712,21316,25438,27330,25384,27729
283640,Potassium carbonates,3224,2949,3019,3162,3948,4045,3739,4517,3943,3958,,65489,70503,73730,67416,67331,62486,65444,81476,84111,88288,,6800,5217,5015,4988,5515,5435,5296,5915,5355,6253
291732,Dioctyl orthophthalates,41458,44927,43554,16713,13786,11470,14842,5171,3597,3956,,347355,347501,308830,211576,200517,246115,306449,217719,81603,103210,,50414,47739,58751,21014,16820,12193,15623,6175,5302,4269
853290,"Parts of electrical """"pre-set"""" capacitors, fixed, variable or adjustable, n.e.s.""""",3449,4057,3201,3181,3036,3860,3612,2777,2854,3943,,23682,23190,19736,20855,22545,24089,23127,19243,19671,26632,,24316,25955,30724,22617,29326,30922,32614,24467,26212,32290
730531,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of iron ...",1441,1481,4908,1390,912,1090,2063,4548,4789,3936,,258886,215229,196040,196357,146026,210892,191707,234091,253140,148233,,2313,2391,6878,3099,2833,2908,3027,4821,4976,4395
441112,"Medium density fibreboard """"MDF"""" of wood, of a thickness <=?5?mm""""",4761,5646,5163,4179,6589,7852,7588,4794,4790,3935,,8253,11370,10821,7477,9944,10869,8463,5744,5421,4568,,151173,132599,128249,115584,123348,131322,145076,155926,128716,134009
650500,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ...",12023,12678,10753,7030,6206,6488,5923,4482,4786,3923,,22123,23541,31350,23809,28030,33671,40341,48531,49826,75251,,400767,406209,407325,396173,375550,376322,415279,415856,356373,361421
731829,"Non-threaded articles, of iron or steel",2325,2351,3106,2871,2848,2978,3413,4057,3192,3914,,22497,25804,37349,41920,53549,51894,56823,54663,55608,57117,,47881,51424,49229,41869,42763,45196,51791,56464,44231,50502
843290,"Parts of agricultural, horticultural or forestry machinery for soil preparation or cultivation ...",8298,6810,4799,3658,2991,3347,3833,4030,3967,3908,,28679,30746,30863,24663,21872,20747,22324,21044,21648,22984,,71218,71095,68521,48272,54631,51069,60872,57639,50935,60753
847180,"Units for automatic data-processing machines (excluding processing units, input or output units ...",7684,12880,1818,7059,8908,4368,3866,7148,4304,3888,,57743,55427,71598,54975,59473,69699,85289,80917,64469,86696,,365193,421276,386125,339992,392269,485089,509710,583564,597090,771228
850431,Transformers having a power handling capacity <= 1 kVA (excluding liquid dielectric transformers),1889,2734,4081,1614,1382,2449,768,1205,3376,3884,,54971,59897,55803,54756,46075,45811,42052,44402,40519,51382,,272644,266623,287779,271467,262542,272987,283947,254338,245355,294274
900190,"Lenses, prisms, mirrors and other optical elements, of any material, unmounted (excluding such ...",4966,3678,5978,4726,3991,5180,7763,4044,4923,3866,,1557558,1420271,1400992,1203738,1354622,1722147,1554321,1461509,1153715,1018576,,881516,668423,743384,674554,664243,767893,743993,716172,789956,889573
900319,"Frames and mountings for spectacles, goggles or the like (excluding of plastics)",9005,7314,5463,2709,3227,3825,5073,5029,5151,3860,,89312,77609,75317,66628,60810,56646,61392,52021,37310,40843,,116522,102756,81196,74211,71308,79082,92703,98399,84572,100853
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",3807,3930,3748,3344,3597,3334,2829,3766,2941,3855,,39697,41665,43945,44335,39689,46248,67645,103196,70825,88988,,55164,54570,65871,60382,59423,59038,63011,63133,53112,55940
960330,"Artists' brushes, writing brushes and similar brushes for the application of cosmetics",1568,881,1287,1228,1272,1362,1900,2941,4332,3848,,9127,8490,10806,10025,10585,9392,11238,9907,8378,7287,,35207,31599,35696,37445,44505,45461,55178,55433,46467,48500
722720,"Bars and rods of silico-manganese steel, hot-rolled, in irregularly wound coils",3,0,0,0,452,1084,1774,2666,4284,3847,,0,1057,1055,755,5366,14589,21793,10984,10676,10886,,460,704,1369,1812,705,1304,2693,5829,6416,7333
611610,"Gloves, mittens and mitts, impregnated, coated, covered or laminated with plastics or rubber, ...",12592,10536,11483,10081,7892,8186,8321,5956,3717,3794,,155281,164568,176442,154095,147922,142447,143029,100728,91849,89673,,198617,180712,192514,178483,179791,179048,191538,189072,177454,182629
560900,"Articles of yarn, strip or the like of heading 5404 or 5405, or of twine, cordage, ropes or ...",2196,1911,2640,1863,2386,2524,2784,2268,2450,3772,,8858,7770,10624,10148,9363,10356,9273,8042,7995,9751,,23354,22856,24949,21878,23748,23061,23341,24085,23668,28941
850450,Inductors (excluding inductors for discharge lamps or tubes),4454,6890,8927,7524,7472,8133,5070,6460,4749,3767,,256260,261957,295183,341284,311315,356676,285941,273944,294986,330775,,474780,479137,511031,429980,449406,517594,483069,442779,424561,485618
310100,"Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers ...",4720,4512,5036,5669,6086,6366,5752,4135,3539,3757,,3082,54563,8246,3277,3972,5403,4137,3702,6638,9587,,15528,16245,16565,16739,17652,18324,16923,14397,13126,14658
960899,"Parts of ball-point pens, felt-tipped and other porous-tipped pens and markers, fountain pens ...",1772,2313,1777,1977,2306,2939,3043,3226,2365,3757,,7457,7382,6687,5986,5742,5695,7238,6903,4910,7280,,48833,49960,45663,49971,52177,49539,50562,43453,32226,34655
843390,"Parts of harvesting machinery, threshing machinery, mowers and machines for cleaning, sorting ...",6040,5724,6951,2051,2298,2662,3988,3925,2490,3742,,7646,6252,5088,2360,2343,3662,4190,2589,2455,3637,,73364,82666,88376,56439,49846,52937,56792,56787,49999,62345
860900,"Containers, incl. containers for the transport of fluids, specially designed and equipped for ...",7692,6387,6428,7869,11097,7601,8588,8415,5182,3739,,70020,94130,122651,97433,88469,89192,118689,122128,165663,221431,,89202,72467,75434,85452,100674,96303,110860,127165,97121,124820
180631,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg, filled",13143,5877,5425,2892,2889,2454,2895,1675,2367,3715,,5620,5633,4297,5664,6485,6040,6908,5380,4177,5467,,119224,114876,112866,86744,77928,77156,78740,69545,57704,74894
382312,"Oleic acid, industrial",1400,2143,4165,3442,3268,3914,3332,2314,3190,3711,,2112,3230,5335,4382,4143,4664,4673,2946,3615,5267,,25783,22172,30572,26933,26685,32823,35391,30011,30897,64452
292800,Organic derivatives of hydrazine or of hydroxylamine,625,797,1063,971,879,1190,1574,2821,2295,3689,,4908,6120,6110,5539,5833,9863,10907,9709,9550,14711,,83702,74963,66591,54416,45324,43550,46265,39829,44010,39933
730110,"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements",14890,24099,23590,8652,13713,16564,27168,26953,10130,3688,,85638,108554,92913,57516,59566,92830,115075,78701,53592,15566,,15045,24182,23857,8842,13844,16753,27231,28154,10183,3727
392329,"Sacks and bags, incl. cones, of plastics (excluding those of polymers of ethylene)",3436,3851,3395,3529,3596,4262,4413,4590,4573,3677,,109336,124449,134249,122011,126546,130662,137980,137787,154109,161200,,77736,78339,78636,68491,65358,69339,71204,70682,70630,74355
283329,"Sulphates (excluding of sodium, magnesium, aluminium, nickel, copper, barium and mercury)",4724,4052,7127,8399,2802,3358,5981,4781,3702,3677,,4220,9078,7761,8920,3001,11438,9403,6458,17215,25091,,39766,37701,65980,75904,54204,96458,223751,142235,113335,209440
960329,"Shaving brushes, hair brushes, nail brushes, eyelash brushes and other brushes for use on the ...",3925,3800,2911,3182,3320,2954,2648,2384,3220,3653,,32866,34410,39111,36825,36021,39073,37111,38251,30880,45459,,45939,48048,47492,49500,59120,62309,66409,65245,52729,60660
902710,Gas or smoke analysis apparatus,958,2299,752,371,4695,1494,2622,2562,4393,3606,,67684,76174,105079,164766,220364,178357,209046,205399,153177,165441,,54717,56629,50801,47463,57567,60082,75872,81126,75636,91121
180690,"Chocolate and other preparations containing cocoa, in containers or immediate packings of <= ...",4208,3204,1956,1589,2235,2488,2350,2644,2005,3601,,8774,7647,8127,9809,9169,17603,16557,11095,11821,15494,,69673,69681,67387,68860,64144,71298,72414,72474,74719,90702
340119,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",1575,1922,1657,2166,2622,2413,2342,2562,3187,3595,,13745,10203,8934,10764,15629,19226,18636,15537,22707,23507,,63815,62478,60913,60136,64868,76729,86929,85655,99968,85958
820299,"Saw blades, incl. toothless saw blades, of base metal (excluding bandsaw blades, circular saw ...",3417,2773,2827,3317,3632,3154,3443,3396,4195,3556,,12020,14048,13591,12042,17269,18020,16690,14646,13608,12398,,12471,11956,12374,11757,14222,16072,17406,19860,20539,22158
842381,Weighing machinery having a maximum weighing capacity <= 30 kg (excluding balances of a sensitivity ...,4326,3774,4008,3901,3213,3694,4094,3398,3861,3553,,19702,22166,20094,17381,17026,16949,16130,11969,12287,12715,,22518,18382,18501,17512,17978,15772,16256,15273,16592,17925
810199,"Articles of tungsten, n.e.s.",2697,2824,2659,2798,2309,2535,3252,2738,2281,3544,,3253,2928,2730,5503,3218,5560,5184,1568,1310,4676,,47526,44172,45287,35104,29157,33184,44806,41371,32247,45531
720521,"Powders, of alloy steel (excluding powders of ferro-alloys and radioactive iron powders "" ...""",6470,5631,5250,4053,3585,4307,4712,2317,1584,3537,,2084,3832,3295,926,4061,8524,11018,9270,11643,20325,,103039,84659,91253,70156,63485,86241,93366,76554,82324,147986
293750,"Prostaglandins, thromboxanes and leukotrienes, their derivatives and structural analogues, ...",5,0,0,270,388,547,683,2338,1249,3515,,9911,12614,12954,13923,12579,12497,23255,26660,23772,30347,,21649,20120,41757,30390,39012,28829,20209,9292,7762,29495
