Product code,Product label,Australia's imports from Russian Federation-Value in 2012,Australia's imports from Russian Federation-Value in 2013,Australia's imports from Russian Federation-Value in 2014,Australia's imports from Russian Federation-Value in 2015,Australia's imports from Russian Federation-Value in 2016,Australia's imports from Russian Federation-Value in 2017,Australia's imports from Russian Federation-Value in 2018,Australia's imports from Russian Federation-Value in 2019,Australia's imports from Russian Federation-Value in 2020,Australia's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
310230,"Ammonium nitrate, whether or not in aqueous solution (excluding that in pellet or similar forms, ...",6172,4757,2590,5514,5867,6763,5904,7820,0,0,,1000166,968532,962005,759377,589498,633164,686800,728568,625383,1171625,,142808,112789,90132,42905,33411,34009,68650,46461,50357,23357
310310,"Superphosphates (excluding those in tablets or similar forms, or in packages with a gross weight ...",0,0,0,0,0,0,0,0,0,0,,31,3,32,4,7,0,0,0,0,0,,33165,34922,44862,48241,51395,0,0,0,0,0
310420,"Potassium chloride for use as fertiliser (excluding that in tablets or similar forms, or in ...",0,126,338,91,55,0,27,0,6,0,,3591204,2137881,2656594,2872015,1831783,2110631,2005024,2314287,1756407,3296125,,94825,93079,92519,113911,79145,83313,135488,133953,117961,185006
310510,"Mineral or chemical fertilisers of animal or vegetable origin, in tablets or similar forms, ...",12,0,0,0,0,0,0,0,0,0,,3482,2341,754,480,630,1072,1149,1528,4692,16489,,1654,2210,2149,1402,1272,1540,1597,2991,4437,6024
310551,"Mineral or chemical fertilisers containing nitrates and phosphates (excluding ammonium dihydrogenorthophosphate ...""",0,0,0,0,0,61,130,610,0,0,,187077,159342,196719,122390,96303,126822,137742,133496,105627,161764,,8763,4631,2550,836,2771,794,2536,16100,13536,16527
310590,Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium ...,0,19,0,0,0,37,19,0,0,0,,1561,2186,909,55279,39370,27042,21293,40122,15709,22539,,39663,35735,38104,43174,35920,39568,46875,43864,43302,77873
320300,"Colouring matter of vegetable or animal origin, incl. dye extracts (excluding animal black), ...",0,0,0,0,0,0,0,0,0,0,,1445,1410,1554,874,1443,2038,2756,3327,3298,4298,,16973,15952,17323,23910,17748,18910,19841,17839,21077,26631
320500,Colour lakes (other than Chinese or Japanese lacquer and paints); preparations based on colour ...,0,0,0,0,0,0,0,0,0,0,,492,218,153,73,134,148,164,149,199,229,,540,313,351,361,449,2676,2715,2009,1745,1702
320641,Ultramarine and preparations based thereon of a kind used for colouring any material or produce ...,0,0,0,0,0,0,0,0,0,0,,12,7,10,12,4,13,114,129,130,184,,564,437,483,481,357,369,459,450,349,455
330190,"Extracted oleoresins; concentrates of essential oils in fats, fixed oils, waxes and the like, ...",0,0,0,0,0,0,0,0,1,0,,297,396,652,465,732,452,582,997,1271,1433,,9207,8739,9471,11504,9110,9557,12184,13703,15874,18553
611231,"Men's or boys' swimwear of synthetic fibres, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,373,407,688,391,374,492,569,716,556,728,,5915,6661,6569,8047,7352,10218,12504,11304,9088,13908
611249,"Women's or girls' swimwear of textile materials, knitted or crocheted (excluding synthetic ...",0,0,0,0,0,0,0,0,6,0,,15,18,338,121,132,447,247,13,11,14,,2731,3674,4313,5248,4911,3509,3333,3360,2252,996
611420,"Special garments for professional, sporting or other purposes, n.e.s., of cotton, knitted or ...",0,0,0,0,0,2,3,2,4,0,,196,100,127,235,225,267,284,357,381,760,,104872,89890,79618,79688,59380,57619,46928,38043,37849,47293
611522,"Pantyhose and tights of synthetic fibres, knitted or crocheted, measuring per single yarn >= ...",0,0,0,0,0,0,0,0,0,0,,277,284,603,650,1527,2758,3791,2293,1269,1218,,6036,7593,8850,9499,7655,8500,7077,5564,3651,3658
611596,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",0,0,0,0,0,0,0,0,0,0,,325,891,1365,875,1132,1878,2229,2596,2364,3021,,26845,28444,30294,42131,33574,37915,41082,43477,40936,49653
620119,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile ...",0,0,0,0,0,0,0,0,0,0,,80,149,99,110,131,256,253,282,349,274,,2049,1726,1700,1553,1006,1070,791,1714,1232,2432
620191,"Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, ...",0,0,0,0,0,0,0,0,0,0,,69,73,77,131,165,142,134,174,57,126,,1965,1486,1277,1464,1981,1803,1506,1713,1677,1638
620349,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile materials (excluding ...",0,0,0,0,0,1,0,0,0,0,,277,411,868,492,284,443,836,631,520,755,,8286,9719,8250,11624,7762,10957,12050,14037,17589,19768
620433,"Women's or girls' jackets and blazers of synthetic fibres (excluding knitted or crocheted, ...",0,1,2,0,0,1,0,0,0,0,,402,1189,2084,1978,1332,1021,1845,2171,1702,2525,,61701,68996,66299,68478,55170,57605,63761,62890,46471,55350
610463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, ...",0,0,0,0,0,0,0,0,0,0,,2246,3124,3357,2316,3106,3457,3941,4868,3939,5781,,70791,78344,89364,99272,101693,102620,124735,141962,151723,199564
610620,"Women's or girls' blouses, shirts and shirt-blouses of man-made fibres, knitted or crocheted ...",0,0,0,0,0,0,0,0,1,0,,167,908,2497,1971,1426,1561,1915,2397,3381,5048,,44971,44713,54208,53510,41988,42383,41981,40292,30882,38385
610712,"Men's or boys' underpants and briefs of man-made fibres, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,166,285,399,264,420,547,551,664,727,914,,5327,9238,8782,8384,8924,12279,9884,12013,12055,18676
610722,"Men's or boys' nightshirts and pyjamas of man-made fibres, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,1,1,2,5,33,26,21,30,13,,4206,4436,4600,6667,4759,5638,9227,7962,8160,9074
610892,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",0,0,0,0,0,0,0,0,0,0,,23,76,198,357,371,514,629,860,655,944,,22202,23780,24055,25808,25903,31844,34954,34972,34049,41544
440725,"Dark red meranti, light red meranti and meranti bakau, sawn or chipped lengthwise, sliced or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,10790,11721,10018,8982,9352,6908,7484,6142,5065,6915
440727,"Sapelli, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,45,0,,30,54,40,31,40,6,48,23,12,38
440793,"Maple """"Acer spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,39,94,131,226,225,281,323,312,479,,291,202,234,297,316,227,230,71,122,205
440795,"Ash """"Fraxinus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,34158,29945,27690,31975,35859,31982,32337,32998,17139,29935,,515,509,748,827,555,658,610,484,725,866
430110,"Raw furskins of mink, whole, with or without heads, tails or paws",0,0,0,0,0,0,0,0,0,0,,14632,25991,4384,2811,2263,3711,2595,3834,5311,11202,,0,0,0,1,0,2,0,0,8,0
430400,"Artificial fur and articles thereof (excluding gloves made of leather and artificial fur, footware ...",0,0,0,0,0,0,0,0,0,0,,391,356,229,295,298,432,732,745,791,944,,852,411,670,749,1979,1782,597,483,1488,2368
440112,"Fuel wood, in logs, billets, twigs, faggots or similar forms, non-coniferous",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3708,6602,8678,8753,13450,,0,0,0,0,0,211,278,318,522,625
440321,"Pine """"Pinus spp."""" in the rough, of which the smallest cross-sectional dimension is =>15 ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,245,408592,333050,283508,235382,219578,,0,0,0,0,0,1,0,228,8,647
440349,"Tropical wood in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,,37,47,10,13,1422,4,2026,1749,717,619
440391,"Oak """"Quercus spp."""" in the rough, whether or not stripped of bark or sapwood, or roughly ...""",0,0,0,0,0,0,0,0,0,0,,21880,39049,48496,35440,32413,37759,35444,36541,39540,45237,,468,316,311,4,7,115,49,10,33,0
440691,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated, coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,107,7142,7634,9587,7252,8122,,0,0,0,0,0,2,0,0,0,0
420310,"Articles of apparel, of leather or composition leather (excluding clothing accessories, footware ...",0,0,0,0,2,0,0,0,2,0,,1126,1091,1876,1577,1469,2067,2141,2573,2297,2791,,34639,35895,35600,32188,33231,31924,30697,27009,21434,27606
401169,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread (excluding of ...""",0,0,0,0,0,0,0,0,0,0,,2445,1484,1398,1897,3815,0,0,0,0,0,,4191,901,552,542,525,0,0,0,0,0
401194,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",0,0,0,0,0,0,0,0,0,0,,235,1797,3152,8418,11052,0,0,0,0,0,,995123,807535,622622,474211,524350,0,0,0,0,0
401211,"Retreaded pneumatic tyres, of rubber, of a kind used on motor cars """"incl. station wagons ...""",0,0,0,0,0,0,0,0,0,0,,17,2,1,99,2,2,2,10,0,17,,9,2,3,114,128,4,12,19,4,4
401213,"Retreaded pneumatic tyres, of rubber, of a kind used on aircraft",0,0,0,0,0,0,0,0,0,0,,1,0,53,20,146,335,311,286,182,244,,5067,4213,5511,4965,4799,5107,5369,5211,2553,3317
401410,"Sheath contraceptives, of vulcanised rubber (excluding hard rubber)",0,0,0,0,0,0,0,0,0,0,,3555,2144,11548,7779,6369,6661,9069,10298,11369,14932,,8394,9010,8600,7470,6094,6682,6824,9017,7908,8807
401490,"Hygienic or pharmaceutical articles, incl. teats, of vulcanised rubber (excluding hard rubber), ...",0,0,0,0,0,0,0,0,0,0,,764,1418,1181,1079,1074,898,867,995,986,1292,,5044,4043,4283,3464,3402,3732,4551,6104,4811,5519
720810,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,11602,11961,27355,10420,9437,9965,15130,14821,6875,10789,,0,890,2869,0,0,0,314,542,1068,978
720827,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,139250,115680,103224,72032,76755,43711,45710,17875,41881,118593,,21697,9881,1349,7132,5839,3178,878,2876,3338,0
720838,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,312179,290351,341662,250639,333639,419739,502404,360216,325187,938643,,0,0,0,0,0,1643,5202,4522,2631,16204
720925,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,7939,7576,6992,5007,4794,8176,7868,7788,6660,9796,,1467,141,169,265,182,202,178,217,118,46
721061,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,763,61,392,14,15,8,0,40,243,59,,96151,39971,34960,59886,27677,23941,39846,24347,24791,10288
721113,"Flat-rolled products of iron or non-alloy steel, simply hot-rolled on four faces or in a closed ...""",0,0,0,0,0,0,0,0,0,0,,768,247,170,46,11,56,149,182,71,124,,0,0,0,0,0,63,0,0,0,0
721210,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,91,93,279,29,47,78,99,56,38,312,,1699,1129,807,792,1851,2336,1656,948,157,139
721399,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel (excluding ...",0,0,0,0,0,0,0,0,0,0,,20803,12173,10406,4209,6776,12073,24503,3433,6303,21202,,297,818,120,0,0,0,0,0,0,0
721491,"Bars and rods, of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or ...""",0,0,0,0,0,0,0,0,0,0,,8717,5627,4662,4026,5467,6272,6730,6162,5869,8387,,39284,23931,30950,22345,20492,28395,29299,26647,21396,33508
721510,"Bars and rods, of non-alloy free-cutting steel, not further worked than cold-formed or col ...",0,0,0,0,0,0,0,0,0,0,,3183,2562,1402,880,1558,2269,2471,1396,1022,1813,,1576,477,216,181,156,191,268,207,180,465
721633,"H sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,0,0,0,0,0,0,0,,41946,39799,35913,38315,37404,27009,32998,33784,25060,63970,,0,0,2520,15036,16127,28008,33416,26964,18016,51555
721669,"Angles, shapes and sections, of iron or non-alloy steel, not further worked than cold-formed ...",0,0,0,0,0,0,0,0,0,0,,9367,8417,13566,8296,6344,4103,4370,3304,3120,7689,,1891,1889,2788,2239,2893,3653,2879,2513,2332,2824
721891,"Semi-finished products of stainless steel, of rectangular """"other than square"""" cross-section""""",0,0,0,0,0,0,0,0,0,0,,1568,30990,936,254,505,268,17,110,144,39,,0,0,31,8,15,0,0,40,16,10
721911,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,275,155,99,67,9,36,21,6,17,9,,424,254,22,266,221,67,491,445,1371,1500
722020,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,2843,4176,2058,1576,1155,1954,3284,2018,1736,6664,,9728,6086,8043,6127,5440,5287,5892,3937,3553,5695
722100,"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils",0,0,0,0,0,0,0,0,0,0,,38,54,37,29,75,100,30,18,25,19,,2784,2658,2668,1934,880,1374,1959,1916,2050,3119
722219,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only extruded (excluding ...",0,0,0,0,0,0,0,0,0,0,,1528,906,336,232,164,192,225,95,177,199,,9019,6921,6892,6765,5100,7029,8270,7068,5185,5955
722230,"Other bars and rods of stainless steel, cold-formed or cold-finished and further worked, or ...",0,0,0,0,0,0,0,0,0,0,,10056,6073,4494,2744,2581,1893,2923,2683,3165,2492,,8940,6927,9102,8718,6330,7527,11687,9386,9918,12184
722490,Semi-finished products of alloy steel other than stainless,0,0,0,0,0,0,0,0,0,0,,237170,271733,362186,250610,226572,360991,426203,280362,183412,597228,,4546,2041,1019,1226,500,2043,991,743,381,3929
722620,"Flat-rolled products of high-speed steel, of a width of <= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,1046,637,382,288,320,440,650,444,297,378,,19,47,57,26,45,70,51,41,21,37
722692,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...""",0,0,0,0,0,0,0,0,0,0,,13099,6341,6319,5455,4292,7594,6604,5735,4885,8050,,984,1387,5951,12090,1471,1392,712,534,377,589
722710,"Bars and rods of high-speed steel, hot-rolled, in irregularly wound coils",0,0,0,0,0,0,0,0,0,0,,7,9,2,0,0,0,0,0,0,0,,7051,2576,5035,2867,2055,2426,2662,3392,1505,2571
722830,"Bars and rods of alloy steel other than stainless, not further worked than hot-rolled, hot-drawn ...",0,0,0,0,0,0,0,0,0,0,,241316,226160,187005,126880,138074,203793,245090,210597,208784,257582,,67541,57561,50546,20646,11691,19840,19124,11089,7405,13962
730441,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, ...""",0,0,0,0,0,0,0,0,0,0,,26304,26251,19099,15872,11790,30665,59797,64024,97974,66496,,21570,19691,16225,12128,9812,8695,14056,13307,14289,13543
730451,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other ...""",0,0,0,0,0,0,0,0,0,0,,19799,17346,10122,3903,2915,8458,8551,8473,9524,8101,,9489,10642,6407,5801,4139,4986,5953,5883,5466,6453
730711,Tube or pipe fittings of non-malleable cast iron,0,0,0,0,0,0,2,0,0,0,,1397,1347,1167,592,661,886,713,755,807,934,,5876,3935,4636,3270,5605,5342,5921,7695,8430,9308
730722,"Threaded elbows, bends and sleeves of stainless steel (excluding cast products)",0,0,0,0,0,0,0,0,0,0,,751,2160,893,1308,515,1133,778,1374,934,628,,4603,6424,7369,6540,5288,5070,7094,6448,6575,8343
730820,"Towers and lattice masts, of iron or steel",0,0,0,0,0,0,0,0,0,0,,2017,7730,11868,17672,19162,6691,13430,6555,6701,20687,,49858,82755,69933,16828,36109,82109,154099,126507,48768,55922
730900,"Reservoirs, tanks, vats and similar containers, of iron or steel, for any material other than ...""",0,0,0,0,0,0,0,0,0,0,,41878,32504,27108,33327,32175,64848,20168,62007,69753,57891,,106088,73554,53959,44562,28750,49017,39206,41917,45887,50533
731300,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely ...",0,0,0,0,0,0,0,0,0,0,,1212,3600,2228,2140,2053,1452,1238,2366,1549,2468,,5650,5421,4542,3663,4040,3948,4015,2474,2290,2963
731431,"Grill, netting and fencing, of iron or steel wire, welded at the intersection, plated or coated ...",0,0,0,0,0,0,0,0,0,0,,2058,3564,2492,1786,1921,3271,4371,5896,4396,6170,,10727,8967,8486,6070,6246,6425,6850,5938,7885,9227
731441,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection, plated or ...",0,0,0,0,0,0,0,0,0,0,,1292,1356,1093,772,1305,1299,2373,1542,2870,4656,,20509,19043,20428,18216,20376,21379,25270,23977,18389,24156
731450,"Expanded metal, of iron or steel",0,0,0,0,0,0,0,0,0,0,,845,1002,1547,972,1355,2205,1878,1925,1820,2873,,2314,1914,1793,1288,2024,2251,2166,1936,1743,2224
731519,"Parts of articulated link chain, of iron or steel",0,0,0,0,0,0,0,0,0,0,,848,631,427,179,299,404,329,317,538,689,,4036,3295,3524,3220,3186,2690,2802,2537,2994,3386
731582,"Welded link chain of iron or steel (excluding articulated link chain, skid chain and stud-link ...",0,0,0,0,0,0,0,0,0,0,,4120,3106,1865,1767,2396,2542,3269,3750,3247,5002,,17935,22102,18262,17482,15375,15360,21607,24361,21079,24340
680690,"Mixtures and articles of heat-insulating, sound-insulating or sound absorbing mineral materials ...",0,9,0,0,0,0,0,0,0,0,,3063,4891,7157,4392,6726,10172,12109,14147,13433,17992,,30719,33592,39439,40943,34979,34550,40391,39142,39958,43152
640220,"Footwear with outer soles and uppers of rubber or plastics, with upper straps or thongs assembled ...",0,0,0,0,0,0,0,0,0,0,,182,1210,550,723,319,409,353,384,400,455,,42988,49536,47033,47446,37039,41858,30456,32556,25618,33739
640312,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles of rubber, plastics, ...",0,0,0,0,0,0,0,0,0,0,,17,35,24,12,9,2,1,3,14,31,,122,131,114,71,43,63,68,180,28,37
640351,"Footwear with outer soles and uppers of leather, covering the ankle (excluding incorporating ...",0,0,0,0,0,0,0,1,0,0,,591,914,833,1312,1085,1257,1162,837,834,721,,28429,29770,28190,27529,25973,26705,20486,17443,14211,14531
640419,Footwear with outer soles of rubber or plastics and uppers of textile materials (excluding ...,0,0,0,0,0,4,8,11,1,0,,17369,26608,31448,23080,35684,37684,47778,63507,53620,59638,,178205,209517,188546,191281,201502,225982,240123,245781,217486,275229
660110,Garden or similar umbrellas (excluding beach tents),0,0,0,0,0,0,0,0,0,0,,16,79,35,83,29,265,397,233,60,344,,15770,16544,19157,17071,14647,14647,20514,16218,14126,27705
630291,"Toilet linen and kitchen linen of cotton (excluding of terry fabrics, floorcloths, polishing ...",0,0,64,0,0,47,47,0,0,0,,608,1109,1643,705,835,793,850,1191,1356,1090,,20546,23906,24546,23609,22089,19984,21703,24624,17282,22385
630319,"Curtains, incl. drapes, and interior blinds, curtain or bed valances, knitted or crocheted ...",0,0,0,0,0,0,0,1,0,0,,0,0,6,0,0,2,134,193,469,685,,366,235,545,445,446,248,344,238,426,317
630391,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of cotton (excluding knitted ...",0,0,0,0,0,0,0,0,0,0,,36,176,60,69,43,130,129,39,83,63,,6445,5147,4736,4119,3525,3020,2768,1600,1137,1558
630539,"Sacks and bags, for the packing of goods, of man-made textile materials (excluding of polyethylene ...",0,0,0,0,0,0,0,0,0,0,,1059,1201,742,739,1253,1016,872,628,688,646,,21399,15709,16864,16629,14274,15512,16108,13244,14767,13123
630720,"Life jackets and life belts, of all types of textile materials",0,0,0,0,0,0,0,0,0,0,,974,1263,1218,728,855,1077,1387,1446,1340,1917,,13996,12282,15139,15888,16291,14248,15368,15471,12660,23435
620829,Women's or girls' nightdresses and pyjamas of textile materials (excluding cotton and man-made ...,0,0,0,0,0,0,0,0,0,0,,35,91,48,5,21,67,68,85,56,44,,1143,1356,2155,1597,2232,1692,2426,2249,2509,4769
620891,"Women's or girls' singlets and other vests, briefs, panties, n?glig?s, bathrobes, dressing ...",0,0,0,0,0,0,0,0,0,0,,183,298,426,197,211,357,756,1196,625,622,,11835,14656,14007,17303,14037,13538,13878,12316,9309,13069
620930,Babies' garments and clothing accessories of synthetic fibres (excluding knitted or crocheted ...,0,0,0,0,0,0,0,0,0,0,,203,635,915,903,659,1677,2121,1920,2600,2569,,6056,5624,5695,5251,5019,4823,5166,4337,3746,3769
621112,Women's or girls' swimwear (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,0,,8,93,114,99,85,60,167,140,47,100,,7644,7555,7141,8013,4297,5310,5161,4106,3348,7468
630120,"Blankets and travelling rugs of wool or fine animal hair (excluding electric, table covers, ...",0,0,33,0,0,0,2,0,0,0,,789,681,2051,1003,585,622,829,845,913,1555,,7850,6293,5692,5847,4678,5123,5311,3419,4131,7202
731821,"Spring washers and other lock washers, of iron or steel",0,0,0,0,0,0,0,0,0,0,,4828,4467,3649,2608,2697,4826,4454,3414,4120,4041,,3365,2907,3076,3141,2692,3283,3884,3734,3767,6072
731823,Rivets of iron or steel (excluding tubular and bifurcated rivets for particular uses),0,0,0,0,0,0,0,0,0,0,,1534,3079,1565,963,820,1224,1183,1178,3022,2975,,5830,5197,5858,5223,4906,5261,4674,5085,5367,7139
720390,"Spongy ferrous products, obtained from molten pig iron by atomisation, iron of a purity of ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,36,1,0,1044,124,0,,883,184,58,96,8,4,0,13,7,1
711031,"Rhodium, unwrought or in powder form",0,0,0,8,6,0,8,0,0,0,,96975,76372,105007,74249,60942,80381,131096,227995,671966,1124216,,23,27,26,27,19,123,208,235,88,79
711100,"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured",0,0,0,0,0,0,0,0,0,0,,0,5,0,0,0,4,119,0,2,0,,66,4,10,10,8,17,5,3,9,14
720120,"Non-alloy pig iron in pigs, blocks or other primary forms, containing by weight >= 0,5% phosphorus",0,0,0,0,0,0,0,0,0,0,,1847,5261,4651,463,53,25,6,3,0,53,,0,173,154,0,0,0,0,0,0,51
690790,"Unglazed ceramic flags and paving, hearth or wall tiles; unglazed ceramic mosaic cubes and ...",0,0,0,0,0,0,0,0,0,0,,21763,19301,26388,25122,28599,0,0,0,0,0,,55316,61884,75034,72527,75980,0,0,0,0,0
690890,"Glazed ceramic flags and paving, hearth or wall tiles; glazed ceramic mosaic cubes and the ...",0,0,0,0,0,0,0,0,0,0,,97147,103761,100938,77864,93448,0,0,0,0,0,,202071,219766,256373,269883,276350,0,0,0,0,0
690911,"Ceramic wares for laboratory, chemical or other technical uses, of porcelain or china (excluding ...",0,0,0,0,0,0,0,0,0,0,,308,305,238,299,123,161,127,160,174,308,,211,241,297,421,496,348,1887,2690,594,349
691190,"Household and toilet articles, of porcelain or china (excluding tableware and kitchenware, ...",0,0,0,0,0,0,0,0,0,0,,24,29,40,26,25,57,120,67,45,76,,2023,2065,2072,1934,2212,1632,1647,1388,1646,2709
691310,"Statuettes and other ornamental articles of porcelain or china, n.e.s.",0,0,0,0,0,0,0,0,0,0,,220,704,348,327,305,274,240,253,261,373,,4257,4205,3833,3672,4144,4107,5992,5383,4665,7621
700220,"Rods of glass, unworked",0,0,0,0,0,0,0,0,0,0,,205,58,61,55,66,82,119,159,35,311,,453,259,149,185,224,152,176,157,126,258
700319,"Cast glass and rolled glass, in non-wired sheets, not otherwise worked (excluding glass coloured ...""",0,0,0,0,0,0,0,0,0,0,,152,24,142,113,69,206,209,202,110,222,,2138,1543,1949,1378,1447,1681,2013,1442,1470,3212
700529,"Float glass and surface ground and polished glass, in sheets, but not otherwise worked (excluding ...""",0,0,0,0,0,0,30,0,0,0,,63666,72041,76104,86302,99562,129337,125655,87375,85488,113042,,27985,26323,28517,27895,26125,27917,28648,25320,18751,28060
701110,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",0,0,0,0,0,0,0,0,0,0,,114,12,82,46,12,96,628,116,1,289,,77,247,99,79,31,27,58,46,67,89
701322,"Drinking glasses, stemware, of lead crystal",0,0,0,0,0,0,0,0,0,0,,363,225,221,80,85,102,65,78,66,128,,4388,3173,2675,2108,1820,1600,1480,1826,1079,917
701610,"Glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar ...",0,0,0,0,0,0,0,0,0,0,,28,146,473,535,694,799,899,674,519,462,,10190,9439,9377,9143,8175,6999,7011,8239,7512,9358
701720,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated, having ...",0,0,0,0,0,0,0,0,0,0,,246,93,103,70,117,408,374,386,316,357,,1825,1659,1505,1584,1927,1571,1769,1589,2556,3772
732219,"Radiators for central heating, non-electrically heated, and parts thereof, of iron other than ...",0,0,0,0,0,0,0,0,0,0,,4334,4760,4966,4185,5613,8404,9409,11671,13850,22912,,4825,3702,3549,3450,3637,4133,4597,3335,3144,3026
732399,"Table, kitchen or other household articles, and parts thereof, of iron other than cast iron ...",0,0,0,0,0,0,0,1,0,0,,7238,9096,9773,6803,6377,7177,9807,11232,11602,13402,,77472,81966,76411,84516,78130,79765,82818,74154,83354,107908
732421,"Baths of cast iron, whether or not enamelled",0,0,0,0,0,0,0,0,0,0,,4819,6162,4932,2993,2618,2603,2184,2052,1914,2383,,480,331,401,315,349,1293,405,230,272,252
732599,"Cast articles of iron or steel, n.e.s. (excluding articles of non-malleable cast iron, and ...",0,0,0,0,0,0,0,0,0,0,,19327,19306,12255,9694,9893,14247,17617,18152,11796,13944,,44993,45810,47381,40332,39124,47828,47997,42988,33394,42266
732611,"Grinding balls and similar articles for mills, of iron or steel, forged or stamped, but not ...",0,0,0,0,0,0,0,0,0,0,,45082,31636,22378,22191,23225,23728,30482,28734,28714,51680,,20152,18427,7485,21426,23923,34422,46326,42688,61770,55296
732620,"Articles of iron or steel wire, n.e.s.",0,0,0,0,0,0,0,0,0,0,,4631,7113,5128,4364,5303,9188,11711,13619,12183,20652,,47007,43926,40676,37319,35195,41395,48875,52009,58665,72693
740811,"Wire of refined copper, with a maximum cross-sectional dimension of > 6 mm",0,0,0,0,0,0,0,0,0,0,,2947786,2933818,2622852,1173813,784641,859113,1026846,843082,841937,1903280,,3800,25421,185062,225762,213330,303813,316203,282786,252755,390814
