Product code,Product label,Singapore's imports from United States of America-Value in 2012,Singapore's imports from United States of America-Value in 2013,Singapore's imports from United States of America-Value in 2014,Singapore's imports from United States of America-Value in 2015,Singapore's imports from United States of America-Value in 2016,Singapore's imports from United States of America-Value in 2017,Singapore's imports from United States of America-Value in 2018,Singapore's imports from United States of America-Value in 2019,Singapore's imports from United States of America-Value in 2020,Singapore's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
681189,"Articles of cellulose fibre-cement or the like, not containing asbestos (excluding corrugated ...",117,94,26,59,7,0,13,11,17,102,,3047,2055,3389,2911,7584,3253,2739,6166,1304,4068,,4960,3177,4321,1041,1187,293,2062,2777,1327,1570
480890,"Paper and paperboard, creped, crinkled, embossed or perforated, in rolls of a width > 36 cm ...",219,140,120,261,246,272,447,450,227,102,,47304,43799,22140,20892,36382,30719,20027,23157,12657,14379,,20741,24284,25179,23775,16287,20920,26388,32697,23711,29563
540219,"High-tenacity filament yarn of nylon or other polyamides (excluding sewing thread, yarn put ...",6,14,36,30,54,50,71,63,37,102,,101392,87158,89642,65467,79600,96370,95924,64735,54342,69138,,134,121,121,50,267,133,174,159,108,147
290941,"2,2'-Oxydiethanol """"diethylene glycol, digol""""""""",10,49,54,44,67,85,62,51,12,102,,34700,48874,38442,36596,20750,28564,25551,56801,82916,123929,,6972,10352,14553,12034,7339,11512,7837,6143,3617,6519
190510,Crispbread,131,173,20,23,70,78,50,19,133,101,,5091,5294,6230,4596,6266,6403,6715,9195,7295,8224,,544,652,588,727,635,624,577,647,3240,5546
590800,"Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; ...",22,18,66,30,30,61,7,0,1,101,,4124,5202,7345,6649,5525,5616,5351,4984,6217,8566,,191,298,294,151,76,123,97,174,106,290
846291,"Hydraulic presses for working metal (excluding forging, bending, folding, straightening and ...",726,147,1015,122,188,0,425,360,20,101,,55618,52712,39480,59640,41812,29503,64298,39674,24731,62415,,10050,11294,18373,23394,20562,13782,19508,22468,14579,18502
610449,"Women's or girls' dresses of textile materials, knitted or crocheted (excluding of wool, fine ...",9494,6500,946,251,165,124,165,370,210,101,,16801,33879,65969,45795,9380,8312,4995,4357,3071,4437,,18783,21270,16646,21167,14072,9149,8263,8101,4872,5585
401190,"New pneumatic tyres, of rubber (excl. of a kind used on agricultural, forestry, construction, ...",0,0,0,0,0,0,8847,116,118,101,,0,0,0,0,0,207887,234707,240888,156607,216819,,0,0,0,0,0,0,49961,22817,7378,14537
731412,"Endless bands of stainless steel wire, for machinery",70,79,9,32,15,6,8,12,1,101,,8319,4708,7465,7765,8455,8548,11730,10380,9279,8647,,392,756,829,289,343,513,332,130,144,170
640520,"Footwear with uppers of textile materials (excluding with outer soles of rubber, plastics, ...",147,22,18,62,120,126,284,11,23,100,,40132,37229,43835,54204,53338,59108,66094,48103,26940,32421,,15382,17428,21468,20457,10664,8440,4330,4006,5443,15500
950810,Travelling circuses and travelling menageries,230,36,337,15,121,19,9,83,62,100,,11031,11274,11131,12717,32490,22387,40964,63440,14432,6690,,1600,446,3393,736,489,592,309,879,229,304
252010,Gypsum; anhydrite,73,118,196,137,220,145,121,97,58,100,,28952,25278,30138,28184,18792,16523,15526,14446,10715,12982,,2322,1583,1076,1456,906,345,1397,2386,1590,2619
284690,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ...",173,454,150,56,58,33,62,107,140,100,,75056,52312,45349,47687,13780,14842,89499,79685,114592,311728,,14383,6950,362,271,222,405,429,321,328,629
71090,"Mixtures of vegetables, uncooked or cooked by steaming or by boiling in water, frozen",411,408,387,309,329,1190,413,393,369,99,,34311,33356,34257,29902,28844,30472,28434,28444,32671,33574,,2465,2692,2398,2529,2299,3185,2466,2469,4979,3547
621139,"Men's or boys' tracksuits and other garments, n.e.s. of textile materials (excluding of cotton ...",768,495,290,291,146,111,108,109,44,99,,14271,9449,12499,10364,7990,11042,10180,9509,7938,11239,,6567,8014,7437,7527,5854,6739,11754,10134,8801,8129
910212,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",206,144,93,186,797,73,40,96,36,99,,29673,30512,31309,40739,39441,36229,42695,43721,28926,43727,,18060,11529,4857,9094,7337,7126,10008,8685,5185,5749
871160,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with electric motor for ...",0,0,0,0,0,0,164,64,97,99,,0,0,0,0,0,16138,29645,43861,59676,68109,,0,0,0,0,0,0,6496,12254,7362,4221
330130,Resinoids,346,212,116,183,152,133,411,95,44,99,,20207,17746,9169,14004,6977,10179,11963,10122,9826,15096,,4373,3833,2767,4053,2929,3012,5702,3781,1409,1667
852862,Projectors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,0,419,124,125,99,,0,0,0,0,0,52782,62290,67829,51168,51948,,0,0,0,0,0,0,21433,17474,6256,5802
382478,"Mixtures containing perfluorocarbons """"PFCs"""" or hydrofluorocarbons """"HFCs"""", but not containing ...""",1813,1682,1070,1283,2533,813,699,701,127,98,,82086,79909,88263,58077,74022,80413,98736,84105,74791,64709,,18504,15701,14050,15351,13938,14824,15134,9454,6826,11807
482090,"Blotting pads and similar articles of stationery, of paper and paperboard, and book covers ...",589,600,272,131,91,112,73,65,41,98,,7686,9376,7498,6781,9054,8830,6802,6748,5454,5355,,7383,7628,8508,5646,4634,3952,4311,1912,1833,2910
570220,"Floor coverings of coconut fibres """"coir"""", woven, whether or not made up""""",2,0,1,1,0,0,2,0,1,98,,626,1065,999,922,1232,1036,1508,1497,1366,3660,,84,72,63,58,47,294,644,209,89,146
843850,Machinery for the industrial preparation of meat or poultry (excluding cooking and other heating ...,582,412,173,121,233,569,440,145,1962,98,,187305,164964,185469,157277,145808,156944,156137,188253,165837,156869,,7655,7636,9071,6366,8472,8088,6613,6384,13450,6107
480257,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",19,24,20,20,58,25,11,33,6,98,,89067,67226,59773,51279,45471,42331,47257,41859,28156,30920,,35314,36952,42926,45583,41178,41658,39314,36869,42835,38749
731439,"Grill, netting and fencing, of iron or steel wire, welded at the intersection (excluding products ...",6,1,8,10,2,31,208,34,5,98,,20071,16551,17733,14768,12512,13058,13192,13903,12108,14027,,6885,4432,4214,3947,2151,1826,2252,2430,1314,2668
701337,Drinking glasses (excluding glasses of glass ceramics or of lead crystal and stemware),248,231,163,205,103,157,175,123,83,97,,45415,43432,45728,43453,44031,44547,40323,37119,27728,30691,,3507,4458,4431,3988,4908,5706,5274,4996,4273,4862
293930,Caffeine and its salts,311,5,5,1,9,21,275,11,5,97,,12419,7550,9145,16298,8083,6197,7363,8469,6830,13959,,5693,8009,8916,8088,9289,13050,15275,16036,16776,24747
821300,"Scissors, tailors' shears and similar shears, and blades therefor, of base metal (excluding ...",40,25,17,14,48,62,22,49,28,97,,9795,13474,13168,14382,18485,18020,15616,18608,17690,19191,,2928,3017,3433,2592,3292,3662,3551,2670,1955,2577
940210,"Dentists', barbers' or similar chairs having rotating as well as both reclining and elevating ...",396,389,466,363,441,325,283,166,797,97,,61996,63267,64223,57099,54372,53623,52412,54589,37749,55220,,1667,2537,3525,2928,1692,1735,1248,584,1237,547
480421,"Unbleached sack kraft paper, uncoated, in rolls of a width > 36 cm (excluding goods of heading ...",204,0,3,2,0,36,63,69,41,97,,147701,154902,174591,162922,146639,146273,173056,138198,115775,151430,,1088,137,675,1164,791,1781,1064,5810,3028,587
610463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, ...",75,60,68,20,50,63,35,79,201,97,,21591,34607,42836,46561,54341,50432,59169,69181,84149,89185,,15301,18692,18243,27737,30111,36913,34015,42061,36628,47598
490810,"Transfers """"decalcomanias"""", vitrifiable""""",75,39,183,61,23,13,47,60,99,97,,10603,9364,8286,6109,6333,9590,10026,8453,8269,6117,,660,1340,728,251,166,162,782,663,495,659
680291,"Marble, travertine and alabaster, in any form (excluding tiles, cubes and similar articles ...",5,8,7,44,23,52,48,12,71,97,,12168,12678,13362,13643,13257,13568,12191,10511,11371,13418,,15868,30607,31317,23508,24497,11602,24701,15955,8056,14610
70310,Fresh or chilled onions and shallots,242,194,150,107,115,106,174,170,161,96,,221564,257863,241252,212986,229969,219461,231674,285929,250615,263826,,26020,39453,33351,36201,34391,35537,36727,42975,53366,53363
370231,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",390,12,3,1,1,4,3,2,11,96,,5055,3577,2938,2316,2066,2620,2517,2560,2563,4676,,830,759,253,181,266,120,5065,4873,44,5088
370199,"Photographic plates and film in the flat for monochrome photography, sensitised, unexposed, ...",326,447,475,561,692,1246,1577,288,76,95,,47529,50277,54149,51595,35258,25979,18363,15511,15469,14507,,6390,6816,8637,3895,6260,6330,2589,647,5642,4539
20442,"Frozen cuts of sheep, with bone in (excluding carcases and half-carcases)",82,34,96,86,189,173,329,217,62,95,,8546,10758,9831,7499,9101,11252,10766,9652,3884,5874,,13882,13315,16678,14418,14435,20927,22015,24327,28097,27868
842619,"Overhead travelling cranes, transporter cranes, gantry cranes, bridge cranes and mobile lifting ...",5120,12459,13114,9083,5586,1824,170,1408,157,95,,96314,72662,56958,55526,57245,32984,41322,71771,35599,31497,,318998,376752,297286,249400,417522,390775,36209,88961,134903,319368
731700,"Nails, tacks, drawing pins, corrugated nails, staples and similar articles of iron or steel, ...",202,313,229,121,323,74,71,83,122,95,,56235,59120,62434,57421,54424,60022,59560,69398,59869,62262,,14290,13156,11986,12770,15936,13504,8190,6861,6136,7328
380590,Crude dipentene; sulphite turpentine and other crude para-cymene; terpenic oils produced by ...,87,130,113,202,250,360,303,516,163,95,,25140,26172,29941,26722,19730,19423,20022,28097,25379,25444,,445,596,854,649,1202,1171,1542,2146,1320,1214
320740,"Glass frit and other glass in the form of powder, granules or flakes",253,568,481,714,374,2703,1093,527,131,95,,84585,84230,86102,91853,79415,89598,89997,67771,60579,69781,,1441,2261,3079,4800,3619,4409,4045,2970,1894,1545
291241,"Vanillin """"4-hydroxy-3-methoxybenzaldehyde""""""""",866,1353,38,351,169,326,309,283,181,95,,29234,29728,22365,33196,22419,20904,28429,25482,23028,18009,,6099,5935,5692,5776,7194,6613,6709,7171,7222,10282
90230,"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...",558,790,856,1030,671,313,283,246,135,95,,45032,52685,62439,60410,76873,76605,68905,58618,45622,48612,,7581,7787,10377,10368,9120,10053,9347,13988,12434,14929
200830,"Citrus fruit, prepared or preserved, whether or not containing added sugar or other sweetening ...",160,102,68,48,68,29,9,7,109,95,,116137,98039,72434,85217,64168,75500,41018,37466,26752,30359,,676,583,776,620,1017,822,1009,1579,1462,1512
731589,"Chain of iron or steel (excluding articulated link chain, skid chain, stud-link chain, welded ...",590,470,995,427,90,130,144,309,534,94,,19736,19658,21969,18562,16538,18637,18942,18484,18868,23079,,11936,8740,10325,9440,4151,8077,10757,11802,4863,2558
200600,"Vegetables, fruit, nuts, fruit-peel and other edible parts of plants, preserved by sugar (drained, ...",330,442,205,306,164,180,29,89,103,94,,12413,14227,15024,16795,12725,11453,11415,10754,8667,10177,,13294,13619,12165,12545,10899,10447,10639,9428,8752,9836
961100,"Hand-operated date, sealing or numbering stamps, and the like; hand-operated composing sticks ...",145,109,82,124,129,92,101,104,81,93,,22905,19952,17531,19624,19930,19948,17120,17002,12753,14643,,2517,2008,2154,1998,1897,1541,1960,1988,1253,1157
281121,Carbon dioxide,782,805,376,565,595,587,149,295,76,93,,23715,28558,32219,30300,31864,34310,45919,41385,38322,32237,,8691,11085,11464,7788,6569,7182,4380,4573,4265,7868
620444,Women's or girls' dresses of artificial fibres (excluding knitted or crocheted and petticoats),527,334,125,488,147,175,203,188,141,93,,18267,23318,27156,25882,29555,27708,24414,27182,17464,16903,,3278,4670,7008,6937,6762,10178,12039,11504,8083,7364
852712,"Pocket-size radiocassette players [dimensions <= 170 mm x 100 mm x 45 mm], with built-in amplifier, ...",27,7,2,1,1,0,0,3,0,93,,2793,3252,15122,13004,14269,13001,11977,6805,5117,9616,,406,110,221,340,337,732,55,47,62,138
130120,Natural gum Arabic,21,32,319,8,15,906,880,282,4,93,,19675,17099,14454,14503,12793,12554,13316,11011,7169,9529,,1844,2435,2917,2510,2912,3413,4345,3607,4740,4074
290241,O-Xylene,65,92,50,79,66,69,40,91,62,93,,102157,142685,91657,50327,57642,43836,60624,71181,47869,60878,,880,912,260,113,74,75,45,106,75,212
920810,Musical boxes,10,19,12,48,84,193,107,211,104,93,,5949,4777,5098,6074,6942,6605,5809,5069,6639,5340,,344,398,499,566,640,787,841,1389,684,620
80910,Fresh apricots,117,103,143,52,208,84,142,125,73,92,,15668,16078,14797,11787,13874,17186,9942,10561,8414,13101,,833,1181,730,733,938,1025,1113,1225,1248,932
830130,"Locks used for furniture, of base metal",106,300,177,306,86,265,118,63,33,92,,8377,10640,13591,14219,13302,13121,13858,15172,12839,15633,,4022,5280,16666,12618,12973,15183,13230,16811,18844,24489
842919,"Self-propelled bulldozers and angledozers, on wheels",2331,1442,628,328,212,1091,382,1697,1132,92,,111342,75587,51996,53335,54983,81948,39123,47655,67000,37061,,23078,18775,12911,5966,8561,5445,10569,9308,3068,1803
710410,"Quartz, piezoelectric, of synthetic or reconstructed stone whether or not worked or graded, ...",76,183,22,7,32,108,242,55,14,92,,16689,13142,9483,9251,9064,10910,9474,8598,9009,10633,,1202,3335,1935,1146,1276,1197,1849,861,832,1542
721790,"Wire of iron or non-alloy steel, in coils, plated or coated (excluding plated or coated with ...",146,107,114,60,25,33,69,63,84,91,,18873,26851,31290,29519,25404,23085,24885,29872,32141,41981,,4788,3881,7293,8295,3606,2295,2727,3863,2547,5641
730290,"Sleepers """"cross-ties"""", check-rails, rack rails, chairs, chair wedges, rail clips, bedplates ...""",53,90,462,36,203,181,107,3315,44,91,,51258,54126,49761,43915,32166,27067,38603,33784,25186,40031,,12734,26178,26156,10922,4588,11542,4007,7945,9604,6742
291513,Esters of formic acid,467,591,599,115,63,79,476,92,76,91,,5707,3151,6034,4138,4911,6611,6540,5099,2468,2571,,1216,1517,2113,998,745,934,1540,2023,1435,1850
310560,Mineral or chemical fertilisers containing the two fertilising elements phosphorus and potassium ...,548,576,568,1007,537,464,318,346,177,91,,3906,4313,4535,3849,4823,3523,4024,3499,6237,4543,,735,767,1468,1359,728,658,506,471,386,366
871494,"Brakes, incl. coaster braking hubs and hub brakes, and parts thereof, for cycles (excluding ...",107,342,77,42,64,26,35,15,19,91,,12559,8146,6574,6389,5726,7475,8889,8385,6783,9946,,145772,139506,216493,204234,167867,164382,184037,210991,216883,258608
730820,"Towers and lattice masts, of iron or steel",3158,7185,207,2710,47,129,178,37,1,91,,164289,136564,120103,62835,45739,38978,30908,47454,24278,26841,,25212,22434,10725,13955,55024,2221,2255,15214,1998,4518
700719,"Toughened """"tempered"""" safety glass (excluding glass of size and shape suitable for incorporation ...""",155,119,144,239,2248,290,114,200,70,91,,133437,126641,119615,101868,100349,170281,154368,152231,142556,145174,,48323,50868,70866,86453,54910,40584,37037,37597,29398,37601
740911,"Plates, sheets and strip, of refined copper, in coils, of a thickness of > 0,15 mm (excluding ...",338,69,2029,3395,4023,5372,1867,838,114,90,,96687,95770,100903,92652,85843,119542,132246,115785,115041,174759,,88714,42653,44119,33846,37540,42724,41675,33957,31744,48185
847321,"Parts and accessories of electronic calculating machines of subheading 8470.10, 8470.21 or ...",1860,953,31,56,47,163,139,83,6,90,,62453,52478,33021,37280,16718,21593,19430,16107,10892,19145,,12453,9912,7401,12368,15597,11099,5737,8915,4073,5809
30481,"Frozen fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",7,24,44,60,14,39,48,39,131,90,,30991,23005,34532,38943,55051,74467,82080,76257,66647,80270,,5971,8160,12273,9210,11476,15407,18378,20421,19529,18537
481032,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",2894,2363,648,934,647,489,0,238,159,90,,788277,799899,767910,727548,713752,764161,628875,605795,572480,623834,,7494,5770,2613,4033,3730,2164,2336,2867,2739,1533
920590,Wind musical instruments (excluding brass-wind instruments),323,214,103,283,97,167,146,298,129,90,,25957,29128,26099,22655,22831,25124,24512,24127,17140,18571,,2347,3295,3710,3059,4767,2304,3231,3449,2754,4080
960340,"Paint, distemper, varnish or similar brushes, paint pads and rollers (excluding artists' and ...",83,124,44,87,65,82,90,102,97,90,,33999,29927,32961,30023,27763,26013,24663,22559,22154,25255,,3495,3626,3334,4525,3192,3228,4802,4392,2760,3950
40819,"Egg yolks, fresh, cooked by steaming or boiling in water, moulded, frozen or otherwise preserved, ...",967,1573,1249,416,1154,275,917,253,30,89,,47935,55125,40477,25581,25306,34136,32502,27456,24045,38576,,979,1583,1263,529,1383,425,1563,864,400,504
401694,"Boat or dock fenders, whether or not inflatable, of vulcanised rubber (excluding hard rubber ...",588,515,627,888,1144,884,355,173,286,89,,22495,25129,21400,18371,12543,13543,11952,12773,7036,8120,,11016,11975,10836,12054,6776,10873,6693,8581,10930,8747
842330,Constant weight scales and scales for discharging a pre-determined weight of material into ...,68,21,57,16,57,50,107,101,50,89,,13908,21385,23201,19341,20615,29606,34973,29756,27856,27697,,1259,3051,1890,3113,3749,3631,1965,2552,2354,2358
252321,"White portland cement, whether or not artificially coloured",11,29,68,4,1,23,11,4,1,89,,40231,31541,19798,39986,26334,21560,10000,11126,8345,12264,,2050,2068,2271,2047,1802,1121,1006,1163,506,763
961800,"Tailors' dummies and other lay figures, automata and other animated displays used for shop ...",985,193,791,313,317,94,90,234,302,89,,32533,32250,31942,37695,34197,19056,15712,12258,9911,11521,,8578,8350,6414,4494,7545,5854,4449,3594,1893,2514
120400,"Linseed, whether or not broken",44,58,45,68,70,84,95,53,59,89,,16366,16445,16200,13703,24576,15785,8696,10809,18533,18270,,182,134,202,176,238,274,274,287,308,455
391710,"Artificial guts """"sausage casings"""" of hardened protein or cellulose materials""""",606,393,353,66,103,307,118,419,117,88,,230954,246054,226752,223988,208697,183059,166980,156370,151875,151736,,2535,3216,3309,1797,2631,3999,3857,5178,4756,3976
282911,Chlorate of sodium,0,38,0,1,0,474,0,1434,181,88,,24304,22472,25727,22994,22070,23880,23501,25459,21146,26491,,11360,9430,1980,1890,3158,3630,1634,3721,4056,4655
120991,"Vegetable seeds, for sowing",17,71,401,550,603,101,83,235,80,88,,530118,550806,582181,625456,671344,629024,598948,592325,517380,547202,,6269,8264,8358,6126,5084,6562,4757,4824,5607,4100
271220,"Paraffin wax containing < 0,75% by weight of oil",134,123,190,102,131,80,42,111,61,88,,81494,59562,51668,48549,54811,49226,48451,44054,52722,58802,,1427,1506,2595,2963,4764,3057,1986,1906,1381,2519
590500,Textile wallcoverings,80,111,154,91,109,119,107,117,112,88,,8214,5768,6323,8051,6305,5129,5749,5646,5320,4565,,1453,899,873,796,625,1340,758,714,607,862
844849,"Parts and accessories of weaving machines """"looms"""" and their auxiliary machinery, n.e.s.""""",49,59,140,28,9,3,45,113,74,88,,13864,11820,16796,11886,12297,10829,12440,11625,8139,17398,,2993,2287,1795,1823,1702,1015,1128,2594,1006,751
843221,"Disc harrows for use in agriculture, horticulture or forestry",4,0,116,59,0,0,0,5,0,87,,36551,57965,46310,27072,20018,29662,18882,16616,24987,28556,,13,9,117,62,0,5,0,20,0,87
701810,"Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass ...",367,69,104,25,60,59,481,50,137,87,,32895,28993,29944,24676,21587,22364,27707,30532,16712,18519,,5158,4543,2269,4713,6415,6653,7919,6525,4159,4105
722790,"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils (excluding ...",822,31,20,102,16,42,51,25,37,87,,63777,42272,56271,47360,45318,44741,30913,19153,17458,35943,,23204,17832,2083,2042,1791,2651,492,1046,234,317
220429,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",797,1620,1313,946,1274,1238,605,201,217,87,,231034,251646,255754,240727,218555,216666,240818,272389,287407,192787,,2731,4895,3463,3066,3410,3796,2895,700,851,743
961390,"Parts of lighters, n.e.s.",7,16,107,47,5,540,36,109,146,87,,11426,12527,12750,10914,9883,9081,13221,20347,22792,29587,,972,888,975,1537,1334,1746,1174,1131,619,640
910199,"Pocket-watches and the like, incl. stop-watches, of precious metal or of metal clad with precious ...",311,51,24,15,236,20,23,174,169,87,,2693,3067,5361,3953,2339,1839,2484,4473,2340,2712,,2936,3931,3955,3162,3441,11698,9415,21122,9439,6724
741121,"Tubes and pipes of copper-zinc base alloys """"brass""""""""",123,63,25,6,21,83,21,60,62,87,,26685,25882,21334,15073,11078,14357,10308,10140,8799,12947,,3062,1736,2339,765,1082,3188,1013,1097,637,997
720449,"Waste and scrap of iron or steel (excluding slag, scale and other waste of the production of ...",2386,896,436,84,238,187,2855,2255,2599,87,,7461989,5980647,4778570,2905548,2632621,3762471,4871135,3956157,3681491,6209698,,13439,15506,17150,7566,8116,11762,29718,12612,17670,17924
284700,"Hydrogen peroxide, whether or not solidified with urea",111,54,50,50,111,74,55,290,120,87,,52430,44966,51233,48842,60548,59433,52171,51229,46245,48298,,12016,10868,10675,11865,12620,13132,13837,12963,13415,15271
392094,"Plates, sheets, film, foil and strip, of non-cellular phenolic resins, not reinforced, laminated, ...",78,40,19,18,19,114,204,148,50,86,,7986,4599,7976,10311,7378,6965,13658,18610,9320,11034,,2344,3050,4360,2751,2558,5208,1320,490,414,506
392059,"Plates, sheets, film, foil and strip, of non-cellular acrylic polymers, not reinforced, laminated, ...""",687,1425,258,275,176,9811,1193,86,47,86,,90044,82110,75123,100260,90826,75983,70539,60721,50869,69308,,16844,14736,17169,14420,12525,22448,15640,13414,11672,10930
441210,"Plywood, veneered panel and similar laminated wood, of bamboo, not containing particle board ...",138,251,924,234,326,56,40,78,174,86,,4658,6625,7741,4797,6966,12626,17001,14842,5928,3890,,17132,18767,14886,15299,14078,18834,18118,16584,10243,13773
960329,"Shaving brushes, hair brushes, nail brushes, eyelash brushes and other brushes for use on the ...",66,203,557,763,1163,547,889,303,67,86,,20716,23408,27054,27918,31681,29741,33514,32839,32763,28966,,1713,2453,2599,3306,4563,3558,4833,4593,4444,3941
90210,Green tea in immediate packings of <= 3 kg,432,591,486,570,533,276,613,944,632,86,,23819,24375,25000,26497,27445,33786,31463,30481,26333,27235,,9699,9704,10405,9923,8814,10498,13246,13261,8205,8168
100620,Husked or brown rice,79,110,124,98,114,74,71,62,108,86,,146412,169981,125039,153252,135413,117114,119947,161008,192583,136228,,4753,5699,7205,7352,9419,11281,12965,14886,15385,13956
550320,"Staple fibres of polyesters, not carded, combed or otherwise processed for spinning",10,0,16,27,24,6,341,42,31,86,,165006,159847,103398,83847,78934,92762,88961,64959,60929,83497,,3948,5034,4891,5065,4832,3494,4237,1583,495,548
721691,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished from ...",160,426,3,0,33,13,23,20,85,86,,24876,20791,19426,16255,11138,8878,10363,6682,8722,12663,,1155,1563,689,653,1027,834,837,1663,666,604
851010,"Shavers, electric",14,179,27,12,42,47,181,171,53,86,,45944,40215,48184,41177,25944,33274,31251,41732,36923,38142,,18582,20825,19412,18507,56150,48055,29037,28966,14220,24392
293331,Pyridine and its salts,291,309,244,122,257,1883,2780,1313,241,85,,54587,52775,43117,36678,24891,26762,27010,27962,21405,23436,,1123,1529,1462,1156,891,2836,3304,1558,420,302
845640,"Machine tools for working any material by removal of material, operated by plasma arc processes",0,0,0,0,0,0,119,110,143,85,,0,0,0,0,0,76334,92528,79701,68312,81710,,0,0,0,0,0,0,1482,1512,2758,2897
392530,"Shutters, blinds, incl. Venetian blinds, and similar articles and parts thereof, of plastics ...",272,6,356,37,56,185,45,49,33,85,,61921,59218,60207,70626,68661,70707,71453,67902,65103,88377,,3259,1536,2161,1926,1741,1615,2605,2435,1759,2922
920710,"Keyboard instruments, the sound of which is produced, or must be amplified, electrically (excluding ...",213,89,110,363,146,133,48,36,36,85,,28677,31354,33041,31861,32334,32559,28864,34272,33316,38930,,17262,14886,6909,8335,8213,5721,4796,3074,3116,5285
910291,"Pocket-watches and the like, incl. stop-watches, electrically operated (excluding of precious ...",7,19,49,15,20,78,77,24,66,85,,8178,6832,5656,9069,15495,9157,4732,3667,7376,8230,,866,608,1249,771,4486,1921,2655,2820,1840,1182
842382,Weighing machinery of a maximum weighing capacity > 30 kg but <= 5.000 kg (excluding personal ...,53,170,198,198,238,105,157,163,93,85,,84279,89683,129524,108434,102615,107631,142165,124272,97413,106161,,3740,2042,1803,2416,1836,2060,1589,1359,1233,1667
291212,"Ethanal """"acetaldehyde""""""""",32,12,16,44,41,99,95,92,82,84,,1045,4418,4732,4186,4583,6380,3841,3097,3231,4183,,245,212,239,267,234,219,263,297,259,378
200911,"Frozen orange juice, unfermented, whether or not containing added sugar or other sweetening ...",0,236,649,470,14,276,1,2,17,84,,224475,209809,197997,188747,172070,167205,111999,88474,73108,80756,,4009,4610,4846,4376,4420,4527,4456,4599,2958,2893
830300,"Armoured or reinforced safes, strongboxes and doors and safe deposit lockers for strongrooms, ...",381,537,342,528,460,435,211,100,74,84,,60765,58512,53349,49776,51796,48129,50460,55354,39875,46211,,10411,8519,8932,6130,5039,5755,4874,5431,3791,6016
630190,"Blankets and travelling rugs of textile materials (excluding of wool or fine animal hair, cotton ...",56,77,297,289,92,89,30,36,34,84,,5560,5852,6078,5614,3446,3861,4471,4432,2611,3677,,4715,5744,5072,5454,5049,4334,4684,5021,3110,5872
282090,Manganese oxides (excluding manganese dioxide),1194,839,396,44,262,1,78,57,89,84,,14776,16819,17969,13357,10627,12039,12167,10198,10801,11969,,1787,1221,802,344,738,368,581,583,580,546
271119,"Gaseous hydrocarbons, liquefied, n.e.s. (excluding natural gas, propane, butane, ethylene, ...",268,332,420,324,56,242,186,75,120,84,,270096,365426,153338,43100,88673,163451,176137,165089,161031,222898,,512,663228,92028,42755,54971,63149,60499,74441,37901,54830
731940,"Safety pins and other pins of iron or steel, n.e.s.",856,3144,2505,536,589,274,322,242,329,84,,13209,10178,8389,8220,9469,8196,10956,12061,9707,12153,,13100,10168,11392,8013,8510,12697,11745,10899,9555,7287
810196,Tungsten wire,86,154,22,143,18,86,89,108,130,84,,17822,18599,7490,9983,16115,19545,20130,22733,18763,7345,,240,364,860,1041,653,651,995,473,537,648
846520,"Machining centres for working wood, cork, bone, hard rubber, hard plastics or similar hard ...",0,0,0,0,0,0,0,0,316,83,,0,0,0,0,0,3748,4077,8364,7523,13039,,0,0,0,0,0,0,4466,1928,2039,1134
500790,"Woven fabrics containing predominantly, but < 85% silk or silk waste by weight",44,51,36,336,68,21,37,9,1,83,,2850,2277,2106,3602,2234,2637,1237,989,1085,1094,,3256,3013,1854,1647,1547,1162,1347,1242,1353,1275
