Product code,Product label,Saudi Arabia's imports from India-Value in 2012,Saudi Arabia's imports from India-Value in 2013,Saudi Arabia's imports from India-Value in 2014,Saudi Arabia's imports from India-Value in 2015,Saudi Arabia's imports from India-Value in 2016,Saudi Arabia's imports from India-Value in 2017,Saudi Arabia's imports from India-Value in 2018,Saudi Arabia's imports from India-Value in 2019,Saudi Arabia's imports from India-Value in 2020,Saudi Arabia's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
680610,"Slag-wool, rock-wool and similar mineral wools, incl. intermixtures thereof, in bulk, sheets ...",2828,4951,2933,1838,1459,1154,2498,1111,1098,874,,13145,18496,13477,11947,13716,15742,25853,24322,17057,19693,,24417,27339,20646,11861,9361,11743,24341,11668,9813,7677
841340,Concrete pumps,0,0,0,0,0,0,7,10,1751,874,,8343,16918,16517,13198,15762,19511,22838,20342,12507,18159,,51522,49594,38587,41279,18990,7459,13187,31753,19316,25182
722220,"Other bars and rods of stainless steel, not further worked than cold-formed or cold-finished",139,493,682,782,822,589,719,947,699,872,,419608,428277,469265,417840,325994,409722,480723,371730,273177,431801,,3022,3557,2554,2190,2783,1920,3783,4193,2883,3719
903290,"Parts and accessories for regulating or controlling instruments and apparatus, n.e.s.",654,1285,165,865,331,483,5492,2547,1166,871,,53310,40182,31200,31717,30134,25494,26355,34718,22840,42634,,20403,23266,17340,20801,12161,15477,27595,33731,31948,28592
551599,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres, other than those ...",51,52,76,224,94,0,34,107,1165,869,,5150,6644,19226,11667,7716,11883,14360,12024,7540,13439,,2831,1666,2828,4691,3849,895,1575,2245,1751,1871
480261,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",172,0,0,236,328,0,40,336,280,866,,43547,53140,59563,45230,54696,44854,64967,47502,21747,17587,,23985,23792,21188,20435,19808,25769,31460,32166,61640,66888
490110,"Printed books, brochures and similar printed matter, in single sheets, whether or not folded ...",0,996,244,617,445,405,1860,1216,1277,865,,191539,212670,168127,187690,187054,172963,232727,238212,157659,215787,,4252,32322,42678,21382,3648,2385,4159,2911,2103,2494
841899,"Parts of refrigerating or freezing equipment and heat pumps, n.e.s.",4196,4999,3130,1358,691,549,758,2071,452,854,,23092,37619,49513,33632,38590,36316,35168,35598,34200,46031,,198129,273993,168994,171328,121767,103248,94557,87967,99201,107469
190211,"Uncooked pasta, not stuffed or otherwise prepared, containing eggs",0,0,0,47,0,0,11,273,452,854,,64,35,50,95,165,118,159,179,257,110,,18784,18416,20544,20665,18511,15197,14844,15051,18415,21121
730711,Tube or pipe fittings of non-malleable cast iron,215,497,459,851,2705,1785,1942,2973,1895,852,,40112,50009,47567,45059,37889,42845,57345,60234,57814,90984,,9991,12186,12035,20584,23102,39500,30397,37133,36604,144402
293349,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing in the structure a quinoline ...""",261,163,113,69,871,631,1155,1379,1027,851,,67735,146877,101126,95373,106564,148700,145917,134595,168061,169679,,261,163,172,216,975,809,1374,1448,1171,853
271220,"Paraffin wax containing < 0,75% by weight of oil",252,0,190,104,0,161,552,347,372,851,,15639,2761,853,432,722,3017,11518,5985,3332,18842,,1699,1743,956,755,327,473,1253,1537,1683,2370
848060,"Moulds for mineral materials (excluding moulds of graphite or other carbons, ceramic or glass ...",202,0,258,1076,161,226,102,262,163,843,,1925,1774,2840,4061,2823,2754,3284,6351,9532,16096,,10086,17487,27286,19901,12458,8075,8131,13051,12060,11892
731010,"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material, ...",797,2596,360,619,70,153,456,48,223,841,,8327,9479,9341,6085,5917,10372,12789,14175,13417,13622,,32478,28344,17036,10422,11638,14726,10594,25841,32441,17730
847720,Extruders for working rubber or plastics,2099,2187,1501,1766,1826,420,1238,2148,3545,831,,29349,53163,61093,57919,61139,70744,77972,64743,61539,73093,,42700,64536,63019,51722,47745,24333,21953,24199,27041,34037
681381,"Brake linings and pads, with a basis of mineral substances or cellulose, whether or not combined ...",2450,2046,1784,3345,2178,1847,1440,1395,1670,830,,43339,51457,46611,40019,43055,48429,48674,53947,47144,63951,,9786,9632,14292,16347,14331,13528,13379,13226,10509,11215
851521,Fully or partly automatic machines for resistance welding of metals,0,90,0,107,68,58,48,179,53,829,,5844,5947,6184,6539,3620,8781,3690,5837,3656,6785,,4707,7111,11550,5383,2845,6652,1794,7704,2317,8460
591190,"Textile products and articles, for technical purposes, specified in Note 7 to chapter 59, n.e.s.",574,605,523,943,344,148,748,697,444,827,,7800,12614,9662,10000,12217,18444,17916,21975,18923,28895,,10038,16009,20915,16819,14929,19941,21843,19910,13630,7483
90411,"Pepper of the genus Piper, neither crushed nor ground",827,1035,327,687,330,460,941,1021,1503,824,,95050,129912,116955,206162,98384,69519,50840,41276,37364,52968,,9055,8549,10721,18691,14340,13263,9695,10079,9704,18568
852352,"Cards incorporating one or more electronic integrated circuits """"smart cards""""""""",10053,5833,3945,2620,3182,662,0,2687,2475,824,,162863,143332,102000,109414,139385,97511,93061,75122,76412,210518,,65457,56219,46830,36396,47732,27923,36650,32945,46631,38626
630391,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of cotton (excluding knitted ...",624,441,737,1133,1115,1093,594,849,735,824,,99828,97978,87405,86586,89969,89311,83438,69470,70187,85654,,7602,10718,16541,21779,24150,22258,15476,17016,17812,15846
380892,"Fungicides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",0,55,208,657,474,401,749,892,1521,823,,257096,346390,351073,416013,512220,515282,591995,600224,664789,848442,,6977,6727,7090,10001,15073,10714,6695,11336,10631,8907
620433,"Women's or girls' jackets and blazers of synthetic fibres (excluding knitted or crocheted, ...",0,103,146,206,125,623,357,370,434,822,,19792,26449,31007,31619,36359,31357,32130,29131,21625,22442,,3666,6182,8277,5108,5569,8505,11970,10829,18367,23857
520790,"Cotton yarn containing predominantly, but < 85% cotton by weight, put up for retail sale (excluding ...",231,34,0,102,0,68,50,0,46,821,,11993,2329,2102,746,889,747,694,561,476,947,,618,1352,1472,939,348,349,378,124,177,1304
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically ...",0,0,2058,365,0,41,83,207,944,820,,15470,18480,18921,18958,23874,26523,31462,31784,27847,35332,,27894,30365,40605,33632,32599,36866,37577,50076,61605,73230
831000,"Sign-plates, nameplates, address-plates and similar plates, numbers, letters and other symbols, ...",30,54,53,0,0,138,235,185,197,819,,4374,6361,8465,8779,6020,5820,5865,6274,5787,6878,,10049,5948,6089,7601,7214,5363,5605,7368,7150,8934
520851,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",917,280,604,198,343,351,132,327,1360,817,,122759,117459,125594,147538,146287,166202,150188,22398,129,16,,1093,703,1043,519,557,593,212,662,1596,1392
292219,"Amino-alcohols, their ethers and esters; salts thereof (other than those containing > one ...""",306,0,102,111,466,134,264,503,716,816,,33449,42178,47755,51506,50410,5582,7556,16444,35112,50782,,15744,12619,19569,19872,21797,8895,21556,18414,30788,19283
292249,"Amino-acids and their esters; salts thereof (excluding those with > one kind of oxygen function, ...""",335,305,344,1055,497,784,1096,1138,604,815,,51281,59785,68831,94190,133742,138293,171585,216012,189817,220285,,3709,4997,5602,10470,6198,7238,7114,5669,5563,5483
960390,Mops and leather dusters; prepared knots and tufts for broom or brush making; squeegees of ...,0,0,78,322,157,637,402,701,838,815,,1344,2905,3460,3750,3627,5590,5827,7339,6983,8448,,19329,21839,26596,30894,24704,21419,21340,29384,33068,31400
760691,"Plates, sheets and strip, of non-alloy aluminium, of a thickness of > 0,2 mm (other than square ...",589,334,66,157,38,50,9,1259,3437,809,,6241,6928,4438,5037,9934,13843,14090,13969,12584,20368,,149899,166512,159343,106843,80810,50189,62669,52691,41028,31617
690390,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",1051,1135,1278,1737,2829,2614,1902,1655,2259,806,,26573,29512,28497,30507,34732,33808,20366,15195,17770,23628,,5083,5173,6414,6796,7293,11371,6605,8464,10204,2928
290339,"Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons (excluding ethylene ...",1439,0,361,490,721,1990,2038,1015,897,803,,6099,7234,9217,17667,29786,55532,54316,60320,45226,88349,,11161,12159,37471,43142,33261,29973,36107,49103,34361,37070
382313,"Tall oil fatty acids, industrial",127,59,123,142,0,103,1901,8,755,802,,321,456,2081,1260,124,5,34,33,133,99,,551,12293,6120,6662,6893,8223,9866,5423,4800,7130
440810,"Sheets for veneering, incl. those obtained by slicing laminated wood, for coniferous plywood ...",0,73,0,51,132,214,719,1094,1081,801,,4960,2891,1451,1208,693,1103,5715,4879,4553,5270,,11674,9242,9537,11469,13498,4309,2475,2085,3107,2394
71220,"Dried onions, whole, cut, sliced, broken or in powder, but not further prepared",408,559,778,598,835,851,725,857,1192,798,,81612,84297,107645,129306,117631,100152,94956,118828,132680,158891,,752,1432,1276,1069,1577,1454,1465,1452,2014,1201
720712,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...""",0,0,0,72,0,0,0,0,0,798,,16,8427,70942,12,12912,78,12434,75335,141413,162515,,61,0,54,142,71,239,64,1977,448,5191
441194,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",2815,3030,2527,1845,1525,697,398,331,482,794,,9765,11481,9198,8872,9170,10298,11281,9403,10826,13674,,7596,7468,6001,7771,7983,5478,3894,3484,3882,3470
940600,"Prefabricated buildings, whether or not complete or already assembled",46,46,525,962,71,0,32,619,31,793,,30760,35895,39785,52650,38104,10834,0,0,0,0,,96870,146600,213700,147729,113763,150210,72773,54916,82985,35358
741122,"Tubes and pipes of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc base alloys ...""",1145,140,145,85,208,744,476,663,285,791,,8748,14151,13316,11272,7125,11395,14589,11227,9278,16109,,8800,2877,9513,27503,3753,2855,2505,1634,1149,3746
841590,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing ...",7835,7556,3060,2398,1319,2573,2599,6207,1089,789,,48597,66753,71876,74433,66138,67598,64984,80056,70489,100567,,146130,175307,180823,210139,118917,102300,129779,150498,121081,99061
292320,"Lecithins and other phosphoaminolipids, whether or not chemically defined",177,152,239,291,397,481,386,474,492,783,,64374,55964,59498,105240,94381,93040,74463,86066,65468,91353,,2083,2772,3551,3045,1903,1410,1140,1422,1371,1607
282580,Antimony oxides,1374,680,653,655,681,517,589,389,548,783,,3089,3382,2408,2422,2399,2759,3274,2903,3474,6789,,5424,2293,2210,2088,2154,1990,2356,2521,2289,5335
852852,Monitors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,0,0,0,0,782,,0,0,0,0,0,544,2901,8305,2988,8083,,0,0,0,0,0,0,0,0,0,80797
610432,"Women's or girls' jackets and blazers of cotton, knitted or crocheted (excluding wind-jackets ...",163,0,547,181,256,241,246,153,427,781,,16316,27064,20565,16580,20162,11073,10860,13190,8044,12026,,1449,1996,2606,3066,2866,2050,2722,2315,3004,6554
390799,"Saturated polyesters in primary forms (excluding polycarbonates, alkyd resins, poly""""ethylene ...""",93,251,389,103,286,439,1081,1031,121,780,,18321,22718,22988,27364,30143,35057,40679,51408,32347,54741,,40824,41225,34379,32626,23584,30531,38626,30908,25362,33728
250100,"Salts, incl. table salt and denatured salt, and pure sodium chloride, whether or not in aqueous ...",46,73,32,0,50,410,1914,1696,1132,779,,99547,133213,122538,129070,121091,174311,227160,236840,195431,180202,,7779,9233,14644,18085,11353,15257,15134,12431,16540,19027
845510,Mills for rolling metal tubes,184,323,345,0,216,730,20,0,836,778,,2843,4166,6291,10554,29508,10704,6170,9436,7942,9629,,19428,4511,2005,4924,1618,1822,2957,764,910,911
720299,"Ferro-alloys (excluding ferro-manganese, ferro-silicon, ferro-silico-manganese, ferro-chromium, ...",87,1155,1490,1077,285,854,1737,3018,1003,775,,28053,52771,34827,28672,25372,23095,21482,29373,13137,19696,,660,5531,5892,3657,1003,1195,2285,3539,1921,1325
270220,Agglomerated lignite (excluding jet),0,0,816,677,2859,2028,330,1489,3573,774,,1523,1282,564,313,1844,4929,3538,3746,4185,2664,,204,250,868,722,2861,2044,498,1822,4558,1124
848330,"Bearing housings for machinery, not incorporating ball or roller bearings; plain shaft bearings ...",250,332,384,530,383,288,254,403,514,769,,32430,31800,32855,33928,54953,67553,90565,97881,111217,156354,,37222,20415,24762,28505,26494,23415,29659,32067,24609,29626
820750,"Tools for drilling, interchangeable (excluding rock-drilling or earth-boring tools and tools ...",52,240,183,626,518,101,257,243,920,768,,20183,19776,20941,22672,28725,21147,21715,22763,25722,23796,,14673,18449,23510,17148,10175,9040,12507,17180,45623,56589
570220,"Floor coverings of coconut fibres """"coir"""", woven, whether or not made up""""",57,94,316,359,285,214,198,274,191,766,,91921,98236,78062,63553,58959,48298,39495,36667,33831,45373,,57,94,316,367,306,214,233,286,198,890
841360,"Rotary positive displacement pumps for liquids, power-driven (excluding those of subheading ...",437,316,33,100,544,362,328,411,849,766,,17180,17828,16114,16987,23679,22210,25203,29470,28684,35536,,9220,20065,28940,33611,20198,19924,19476,21976,21145,23064
321290,"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste ...",1015,132,0,0,503,429,449,346,739,765,,112766,143563,141531,106370,105114,100998,86321,92212,71348,92596,,26708,34336,31268,37389,44258,42978,31670,30217,7074,6853
252620,"Natural steatite and talc, crushed or powdered",910,1064,897,843,1003,791,534,916,545,764,,15494,25824,30458,30408,36044,39385,34802,32074,28763,33465,,2462,3312,3366,3167,4453,5157,5583,6130,4592,5845
722990,"Wire of alloy steel other than stainless, in coils (excluding bars and rods and wire of silico-manganese ...",108,74,106,115,0,192,44,27,91,763,,7189,15561,10439,6384,7729,12434,11198,9974,6845,20678,,4087,2991,3994,3270,6277,3475,4807,2711,2435,2945
110819,"Starch (excluding wheat, maize, potato and manioc)",513,362,300,545,75,191,128,9,784,762,,3216,2021,1552,2140,1303,1417,1081,1258,1663,1600,,4358,6979,5316,7622,8091,7825,2459,2241,6634,1604
760519,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of <= 7 mm (other than ...",1309,290,695,380,308,533,405,817,605,758,,3139,2253,2082,2615,3513,3762,3042,4084,3501,6042,,9190,12187,7011,14985,4594,4732,2207,1456,3023,1840
401610,"Articles of cellular rubber, n.e.s.",103,35,0,144,138,0,99,504,771,757,,481,776,644,1703,1784,2172,2631,2756,2700,2878,,3579,2340,3384,4217,3549,4534,8587,6971,14816,11522
90421,"Fruits of the genus Capsicum or of the genus Pimenta, dried, neither crushed nor ground",1050,43,261,143,0,0,152,211,643,755,,0,159291,342225,392393,496953,609667,539659,694055,900520,974913,,1396,792,2115,1727,1154,1521,1625,1470,2675,2541
283319,Sodium sulphates (excluding disodium),538,0,214,1949,1010,561,446,408,444,751,,18583,18220,21888,23363,21700,9143,1737,790,600,1914,,688,166,1305,2146,1409,1773,1014,1097,1578,1240
940421,"Mattresses of cellular rubber or plastics, whether or not covered",0,0,0,61,0,0,23,1149,222,749,,1081,905,614,392,320,483,1308,1093,763,7947,,23433,31100,36674,36534,26197,20695,19312,23892,25828,22904
610419,"Women's or girls' suits of textile materials, knitted or crocheted (excluding of synthetic ...",171,63,60,38,225,210,91,234,615,748,,16271,25954,35683,23252,9923,9712,6588,5889,4677,3843,,1672,1027,2795,4894,2941,2773,4400,1651,9760,26544
441011,"Particle board of wood, whether or not agglomerated with resins or other organic binding substances ...",31,40,58,169,145,50,318,108,258,748,,311,753,1354,1591,3041,2942,5927,4040,3360,6105,,4412,6685,12167,15787,12060,13389,13602,15587,18013,26102
450410,"Tiles of any shape, blocks, plates, sheets and strip, solid cylinders, incl. discs, of agglomerated ...",36,95,0,129,238,245,209,162,429,745,,1861,2172,1828,1608,1832,2092,3150,2595,2725,3611,,875,1095,934,1643,1818,1701,930,838,2025,1600
820790,"Interchangeable tools for hand tools, whether or not power-operated, or for machine tools, ...",104,265,230,549,249,155,310,626,425,744,,35076,42350,37484,35285,26154,35025,49242,29768,24249,29739,,14860,15230,19531,20939,14641,10461,14832,9736,14146,16377
730792,"Threaded elbows, bends and sleeves, of stainless steel (excluding cast or stainless products)",3998,2582,4332,4510,2847,2113,1534,1111,843,743,,12959,14173,18922,15029,12236,18508,23165,43635,48092,70557,,73255,68713,44640,49468,39354,33467,35839,40086,27562,16269
711311,"Articles of jewellery and parts thereof, of silver, whether or not plated or clad with other ...",101,102,61,121,84,0,253,232,282,743,,923994,1029908,1864719,2598714,3347527,4394702,826466,1188230,1979404,2122107,,16686,15780,17961,17282,10309,9835,23185,35426,18507,22134
400591,"Compounded rubber, unvulcanised, in the form of plates, sheets or strip (excluding rubber compounded ...",233,231,30,123,0,0,255,351,341,743,,20979,17061,14070,8274,7318,7692,7908,9447,7841,11566,,8195,8271,7864,13294,13405,13964,14345,7838,8067,7526
392099,"Plates, sheets, film, foil and strip, of non-cellular plastics, n.e.s., not reinforced, laminated, ...",3941,2310,3275,930,1701,1898,2257,2517,469,743,,114020,127212,71178,53237,49798,43900,40579,51643,45120,46893,,53343,49628,36999,27448,25505,22749,24941,25231,13577,9407
690100,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite ...",564,185,341,122,81,124,337,61,222,740,,3604,4708,8240,8972,12263,7997,3627,1992,1738,1763,,2926,18573,2343,6078,1505,9145,26718,46977,10901,16203
870891,"Radiators and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",993,1023,1163,1410,970,938,340,825,1532,739,,38060,45623,37450,39279,36801,46147,49516,51065,47545,70922,,58284,63564,67945,77746,50239,45229,32757,41920,47173,50461
60311,"Fresh cut roses and buds, of a kind suitable for bouquets or for ornamental purposes",0,475,414,622,1450,1711,1112,1163,483,738,,3963,5691,7849,8422,8780,8553,8750,7418,4341,4353,,12343,21912,33571,41798,45684,54258,58968,66843,60434,91167
722611,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",230,441,410,4694,388,242,258,348,406,736,,3502,1612,2379,20783,9902,7659,6069,4084,5542,14069,,26869,30662,15722,11024,19425,20148,12037,1428,1310,18302
392390,"Articles for the conveyance or packaging of goods, of plastics (excluding boxes, cases, crates ...",1680,1341,1314,1227,955,501,671,971,407,736,,85136,90342,76352,83536,88484,102876,134565,152601,140922,170806,,54789,72323,46904,46751,22618,25012,26048,31166,18275,8592
441990,"Tableware and kitchenware, of wood (excl. of bamboo or tropical wood, and interior fittings, ...",0,0,0,0,0,0,0,0,0,736,,0,0,0,0,0,4914,7668,12390,16559,56642,,0,0,0,0,0,0,0,0,0,6569
283919,"Silicates of sodium, incl. commercial silicates (excluding sodium metasilicates)",40,0,74,126,48,218,397,223,430,735,,4247,12291,10968,6923,4546,6481,7973,7311,6579,11621,,1189,1662,3136,3559,2891,3850,8700,5769,2312,3354
700719,"Toughened """"tempered"""" safety glass (excluding glass of size and shape suitable for incorporation ...""",0,0,157,239,97,298,232,555,793,735,,1878,4029,7930,8960,10949,15397,67186,51471,17401,23214,,2393,3687,6687,31141,4646,6615,11839,13467,11601,21738
570241,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...",518,723,2323,2253,1296,1383,682,1294,461,734,,26679,26216,11844,14377,15211,18067,24351,28003,31534,43124,,46440,81427,37400,28525,15999,16616,15409,15187,4685,3425
842832,"Continuous-action elevators and conveyors for goods or materials, bucket type (excluding for ...",402,0,119,69,57,0,9,5,29,733,,1885,1376,1382,738,3372,3776,3672,1492,2002,1753,,76684,14566,9884,14001,1166,2025,1752,4240,3406,1978
722840,"Bars and rods of alloy steel other than stainless, not further worked than forged (excluding ...",0,0,150,0,0,0,9,0,282,732,,1941,3602,5014,3172,1099,829,1968,1762,1345,1326,,7962,254,748,1457,1242,386,1228,965,1267,1457
442190,"Other articles of wood, n.e.s.",145,72,72,246,317,0,221,469,460,730,,108992,168936,177199,184962,213887,39564,0,0,0,0,,7956,11258,11474,15538,12891,7029,8609,7406,10249,9197
830220,Castors with mountings of base metal,288,127,107,411,222,343,232,254,509,726,,458,1465,1195,1243,909,1356,1736,2010,2266,3950,,7863,7974,8161,10955,7295,7181,6940,7521,13348,14908
950300,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ...""",195,234,239,580,784,1083,577,629,649,726,,22870,39867,39794,54476,77615,76580,101616,131496,128519,174210,,167897,180619,177801,234407,185264,220384,201339,216992,229499,213179
640291,"Footwear covering the ankle, with outer soles and uppers of rubber or plastics (excluding waterproof ...",251,330,1150,1743,1149,2746,2843,3123,329,724,,1864,4067,5252,21651,23888,14601,12782,14094,8478,11179,,21828,21247,28827,63796,57759,57481,44452,34220,15128,16949
480269,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",3749,2830,2327,2451,1382,777,363,73,389,719,,20913,23527,13964,27055,28305,27538,41557,25261,18468,12252,,29014,20433,33337,27090,33651,15981,18072,20599,4082,3254
844140,"Machines for moulding articles in paper pulp, paper or paperboard (excluding drying equipment)",0,323,0,360,173,0,7,26,0,714,,569,2095,1924,1795,2130,943,1869,2299,2834,5502,,2476,3502,3290,7849,2190,7047,5640,4644,1499,3065
291733,Dinonyl or didecyl orthophthalates,0,141,0,0,0,89,0,49,175,714,,3422,5854,8183,5696,4483,5496,3377,3594,2157,18850,,4963,11905,14067,14714,7562,6685,5124,4899,4915,5645
320620,Pigments and preparations of a kind used for colouring any material or used as ingredients ...,573,485,722,501,674,357,595,942,770,713,,10859,18207,20224,17896,23889,29319,34645,37742,38288,43626,,10229,14125,11783,11573,5401,4149,3707,6144,5448,2340
843110,"Parts of pulley tackles and hoists (other than skip hoists), winches, capstans and jacks, n.e.s.",57,410,86,182,154,316,545,226,323,712,,14017,12807,11309,24907,9376,11632,17552,23931,15646,16169,,24204,20674,26546,24828,18039,16394,16128,14388,16993,12926
870850,"Drive-axles with differential, whether or not provided with other transmission components, ...",96,318,540,793,599,148,78,493,1284,710,,129504,203101,184644,192400,183289,312965,379929,388897,340166,587343,,143981,144904,150638,128134,70230,54509,31624,52230,88274,87695
842430,"Steam or sand blasting machines and similar jet projecting machines, incl. water cleaning appliances ...",899,460,893,724,1114,965,733,1301,642,706,,4798,4146,4743,4457,4731,3739,2963,4052,2709,2447,,23227,34923,31555,26516,20253,28368,22652,26761,25997,25894
842290,"Parts of dishwashing machines, packing or wrapping machinery and other machinery and apparatus ...",707,1111,959,655,539,795,1105,578,621,703,,27320,35727,43435,36535,41575,43576,43653,39103,34193,41426,,90561,96953,108507,91204,89253,101903,125396,82838,91737,125302
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",443,635,388,451,0,67,100,108,390,702,,6614,9460,13576,9391,9492,7757,13274,10771,19892,31727,,13766,12702,14814,12917,10654,13451,12810,10604,37435,40861
731290,"Plaited bands, slings and the like, of iron or steel (excluding electrically insulated products)",268,597,395,683,341,155,646,382,658,701,,10966,5422,5088,3599,2847,8013,9093,9312,5412,13351,,23631,26934,28256,31285,18629,16623,17182,17737,11951,13379
902110,Orthopaedic or fracture appliances,312,363,391,370,495,207,452,582,675,700,,15713,20145,21616,25224,27592,30479,35514,51305,48864,62456,,55101,33069,60256,62938,27670,18807,54897,49704,30404,75430
381129,Prepared additives for oil lubricants not containing petroleum oil or bituminous mineral oil,0,0,59,4327,0,27,52,0,5,700,,5893,14924,15442,15008,19222,17857,24998,190606,13040,18439,,2089,1355,2891,11909,2717,2649,1972,8650,11117,18798
581092,"Embroidery of man-made fibres on a textile fabric base, in the piece, in strips or in motifs ...",0,419,0,89,41,154,98,226,608,700,,83982,126766,146279,111461,100633,86116,72967,57500,33019,36769,,0,1005,393,410,817,992,1104,1889,2344,2020
853540,"Lightning arresters, voltage limiters and surge suppressors, for a voltage > 1.000 V",1586,1511,1123,1593,918,360,268,606,881,698,,17761,14096,12269,11785,12418,13205,10595,11515,12039,13171,,14808,40101,21212,30319,23955,19143,9886,8506,22064,39005
741991,"Articles of copper, cast, moulded, stamped or forged, but not further worked, n.e.s.",423,481,2210,398,1349,1262,176,129,236,698,,782,466,1005,724,459,669,994,1377,1231,1380,,1403,1645,5681,3786,6886,4005,2078,2340,2695,7158
620469,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of textile materials ...",8911,7253,2640,2896,2349,2930,1203,3276,305,697,,46223,86876,86068,114973,144079,100796,104599,117786,87496,118662,,62212,56224,43990,56696,32253,25891,16842,26376,10040,13062
721922,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",1466,783,3633,786,27,34,217,197,311,695,,20398,28428,36343,15425,15227,31101,20820,32852,30685,71643,,10432,10691,16991,7513,3142,5321,8658,4176,4155,5203
190219,"Uncooked pasta, not stuffed or otherwise prepared, not containing eggs",0,0,0,43,0,0,63,93,500,693,,8955,7803,9053,7002,8804,5767,6088,6337,10983,6768,,27400,27318,34818,39129,44212,48091,45790,63069,75862,45543
292529,Imines and their derivatives; salts thereof (excluding chlordimeform [ISO]),673,555,173,234,385,505,674,574,1064,691,,64498,81540,85216,83153,88621,82289,85793,98255,135618,139922,,1475,3122,10326,13266,11694,19713,2332,3546,4694,9834
292159,"Aromatic polyamines and their derivatives; salts thereof (excluding o-phenylenediamine, m-phenylenediamine, ...",45,168,466,403,765,136,219,1042,1068,690,,87153,103394,106545,90366,69559,72237,95290,123276,74673,109931,,1177,1629,2102,1446,2589,817,286,1347,2491,1851
844399,"Parts and accessories of printers, copying machines and facsimile machines, n.e.s. (excluding ...",0,62,202,433,53,0,91,296,96,689,,25096,26772,37980,33542,21753,24802,31318,36140,31409,40034,,44232,62119,51675,55707,33595,58100,161936,164394,36829,101699
610349,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile materials, ...",0,137,155,154,241,411,846,1233,694,688,,13561,31474,36698,51782,91743,122067,85360,97433,92476,135452,,0,601,1656,2685,1102,1671,4730,3688,3882,4728
810490,"Articles of magnesium, n.e.s.",0,0,43,1555,859,492,1181,217,524,687,,74,69,147,256,100,77,132,803,204,652,,4194,5938,5622,9361,2732,2766,3382,4313,8332,10245
90832,"Cardamoms, crushed or ground",159,1293,791,1730,6374,7669,4172,64,940,686,,0,22555,20453,13025,6034,8063,6278,7671,10732,13132,,871,2033,1661,3288,22918,59107,53998,68630,58904,10271
842119,"Centrifuges, incl. centrifugal dryers (excluding isotope separators, cream separators and clothes ...",38,159,130,674,112,517,84,384,666,683,,72263,82703,73564,68452,60913,61158,69324,72105,61846,73012,,13762,13864,17440,6167,9635,6691,19878,12713,12944,18613
390769,"Poly""""ethylene terephthalate"""", in primary forms, having a viscosity number of < 78 ml/g""""",0,0,0,0,0,0,0,0,0,682,,0,0,0,0,0,132715,272324,216939,140771,280895,,0,0,0,0,0,0,0,0,0,14691
