Product code,Product label,Saudi Arabia's imports from Australia-Value in 2012,Saudi Arabia's imports from Australia-Value in 2013,Saudi Arabia's imports from Australia-Value in 2014,Saudi Arabia's imports from Australia-Value in 2015,Saudi Arabia's imports from Australia-Value in 2016,Saudi Arabia's imports from Australia-Value in 2017,Saudi Arabia's imports from Australia-Value in 2018,Saudi Arabia's imports from Australia-Value in 2019,Saudi Arabia's imports from Australia-Value in 2020,Saudi Arabia's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
30111,Live ornamental freshwater fish,0,0,195,0,0,0,0,0,0,87,,1256,657,182,296,403,701,635,366,119,126,,134,746,467,1208,1890,561,297,152,26,168
220210,"Waters, incl. mineral and aerated, with added sugar, sweetener or flavour, for direct consumption ...",54,181,215,275,316,105,0,644,106,87,,48699,33879,26958,35630,48113,39213,37273,42149,53601,83003,,40566,52275,46182,75029,73736,40412,53604,74608,89295,76972
71390,"Dried, shelled leguminous vegetables, whether or not skinned or split (excluding peas, chickpeas, ...",431,55,1007,2407,1393,87,165,0,143,86,,1031,1182,1802,1146,881,2033,737,1108,1029,1795,,8250,12807,16403,23935,24614,15867,11208,12528,14627,12671
848640,Machines and apparatus specified in Note?9 C to chapter 84,0,0,0,0,0,0,0,0,0,86,,819,88,30,64,44,647,538,0,92,41,,27,1005,486,147,333,344,223,56,1958,706
81010,Fresh strawberries,0,55,0,1289,1175,1327,1037,655,334,85,,5668,8281,11712,19285,24430,24237,20860,25571,19416,18935,,27590,24534,28066,42100,50116,50354,49804,55595,56782,53335
180610,"Cocoa powder, sweetened",0,0,0,46,33,161,182,29,68,85,,5494,4469,3503,3284,4184,5398,5365,4346,5161,5924,,5975,8915,11381,20771,32545,24102,20258,11115,5732,8055
90230,"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...",0,0,0,0,0,0,0,0,40,84,,2227,3472,1953,976,3225,3045,2677,1950,2014,3627,,208841,200058,207210,210787,215198,216569,183682,150224,126765,98957
252620,"Natural steatite and talc, crushed or powdered",43,0,0,0,0,0,0,82,40,82,,928,834,648,235,167,86,80,103,70,22,,2462,3312,3366,3167,4453,5157,5583,6130,4592,5845
701391,"Glassware, of lead crystal, of a kind used for toilet, office, indoor decoration or similar ...",0,0,0,0,0,0,29,0,0,81,,164,130,10,9,326,10,91,6,57,377,,5276,6235,7657,9848,6951,4285,5056,4579,5101,7011
903190,"Parts and accessories for instruments, appliances and machines for measuring and checking, ...",0,0,0,0,0,0,98,53,35,81,,16756,10198,20106,18958,25760,42583,56745,56959,52820,47763,,80326,11406,21853,15349,14670,17031,28623,23858,21437,27473
902680,"Instruments or apparatus for measuring or checking variables of liquids or gases, n.e.s.",0,54,104,0,61,0,21,66,41,81,,12701,13525,17171,10688,9477,15226,9606,9042,7775,6574,,28990,32437,22875,22347,22946,21383,27310,19770,28944,20800
848390,"Toothed wheels, chain sprockets and other transmission elements presented separately; parts ...",610,65,317,61,34,46,55,28,171,80,,67949,51968,46022,42411,45855,48652,51763,45663,37898,44700,,50689,57666,73642,66539,49081,46330,43788,50510,44007,47522
300510,"Adhesive dressings and other articles having an adhesive layer, impregnated or covered with ...",0,0,0,0,0,0,0,0,0,80,,2855,3258,4497,4718,3909,4043,4538,4671,4437,6494,,27413,46255,48774,47440,32798,34632,39169,55634,46014,47504
730640,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of stainless steel (excluding ...",0,0,0,0,0,0,0,0,0,79,,1628,1477,185,538,693,858,276,406,291,3847,,35028,70519,45496,33522,15058,37668,21955,30210,28096,57855
330690,"Preparations for oral or dental hygiene, incl. denture fixative pastes and powders (excluding ...""",0,0,0,0,0,0,6,18,20,79,,4473,4316,4662,9475,10864,12410,13801,13911,13632,24219,,10171,10282,12214,18652,18558,16336,15179,16665,14618,16679
382200,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ...",37,1118,1401,1240,0,0,227,86,155,78,,83794,64507,57651,53584,64568,63616,64113,67519,100388,189448,,302172,411297,488588,484250,411092,455532,595250,560882,723057,795384
901819,"Electro-diagnostic apparatus, incl. apparatus for functional exploratory examination or for ...",47,266,77,0,46,0,154,52,231,78,,38195,29601,38554,33307,27492,29620,36081,36147,36110,47890,,76719,84559,107013,79378,40615,53079,94943,162715,189941,138167
848690,Parts and accessories for machines and apparatus of a kind used solely or principally for the ...,0,0,0,0,0,0,0,13,3,78,,25846,43091,31638,19728,17203,28240,8352,2619,7982,4798,,1949,824,587,1772,3220,1679,2345,3222,5750,6470
940190,"Parts of seats, n.e.s.",0,0,0,0,0,0,87,214,89,76,,5214,6089,4987,4396,5247,5622,7034,7114,6024,4449,,10656,10189,13950,18706,8178,8748,12272,11150,12204,14794
960390,Mops and leather dusters; prepared knots and tufts for broom or brush making; squeegees of ...,0,0,0,0,227,0,0,35,24,76,,4660,4241,3532,3565,3142,3499,3892,3191,3845,5351,,19329,21839,26596,30894,24704,21419,21340,29384,33068,31400
732290,"Air heaters and hot-air distributors, incl. distributors which can also distribute fresh or ...",0,0,0,0,0,0,0,0,0,75,,2981,3527,1984,1664,896,1551,1194,1434,1382,1203,,1666,3289,3929,5118,4603,2697,2111,2446,3052,4085
190420,Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes ...,0,0,0,0,0,34,35,21,106,74,,2291,2411,2774,3159,3991,21926,34564,17405,18661,19999,,2095,3335,4341,6327,3872,4646,6331,6812,9201,9114
721049,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",485,132,0,0,136,0,149,0,0,74,,0,0,0,0,23491,100739,114418,167769,123709,99082,,166920,188387,177555,232405,123279,112614,113900,132109,175377,192404
721420,"Bars and rods, of iron or non-alloy steel, with indentations, ribs, groves or other deformations ...",0,28,0,0,0,0,0,0,0,72,,74,201,38,53,184,1088,1337,676,132,362,,469890,387640,142647,89714,103137,25672,538,5133,206921,250837
940510,Chandeliers and other electric ceiling or wall lighting fittings (excluding for lighting public ...,78,211,317,107,386,213,608,83,47,72,,8102,8453,8435,7767,8736,8434,11727,11727,10567,14840,,127129,223156,245062,140029,170226,171323,206462,109166,200840,154421
820600,"Sets of two or more tools of heading 8202 to 8205, put up in sets for retail sale",0,0,0,0,0,0,0,9,4,70,,4328,3680,5864,4358,4234,3545,7523,3230,2956,3702,,10933,12142,13586,10409,10176,5245,4924,6883,7383,10306
847790,Parts of machinery for working rubber or plastics or for the manufacture of products from these ...,30,68,113,0,0,0,7,86,13,70,,2269,4980,6015,4775,4215,7872,7871,9529,12392,21116,,32343,43558,49373,47036,38529,25741,33077,40869,49585,36731
830249,"Base metal mountings, fittings and similar articles (excluding locks with keys, clasps and ...",548,110,271,138,82,0,42,7,36,69,,14897,14801,12298,10561,12048,15842,21566,35012,41844,40363,,59678,74174,68675,68637,57940,48537,47866,47910,28638,41077
284020,"Borates (excluding disodium tetraborate """"refined borax"""")""""",37,0,0,0,0,0,0,7,38,69,,773,1420,1555,1671,1962,2387,2780,2758,2492,3181,,381,265,418,369,403,369,759,1008,112,177
731822,Washers of iron or steel (excl. spring washers and other lock washers),46,118,34,166,0,68,240,78,56,69,,21370,18539,3726,3124,2949,3348,3819,3515,5160,3717,,47437,65542,44777,53580,33836,27414,30404,30528,27699,23191
330590,"Preparations for use on the hair (excluding shampoos, preparations for permanent waving or ...",238,92,106,96,0,28,28,13,102,69,,52774,45367,47847,44445,43881,53789,45278,48339,50876,70076,,164165,148128,175363,215085,192677,168488,155093,170399,142611,164412
70310,Fresh or chilled onions and shallots,63,0,27,79,84,0,687,318,381,69,,28687,27727,23447,20084,21385,14976,17832,27993,23058,27365,,112978,100966,116203,146565,149649,138059,119844,83625,96358,89085
846229,"Bending, folding, straightening or flattening machines for flat products (excl. numerically ...",153,0,0,0,0,0,0,0,0,68,,1892,3221,2698,1679,1423,1905,9774,1342,1525,1372,,35204,49883,44860,31103,23157,12379,16269,7890,4834,5729
730300,"Tubes, pipes and hollow profiles, of cast iron",273,0,283,0,0,0,0,8,0,67,,10190,2784,5841,1751,798,424,254,851,316,1062,,296325,154236,256958,252883,95265,102237,65469,89285,78208,84462
903300,"Parts and accessories for machines, appliances, instruments or other apparatus in chapter 90, ...",0,28,0,54,66,42,272,17,9,67,,58940,47062,58305,44282,65166,10547,11451,553572,526773,680015,,68256,67592,81466,47445,30046,27481,21671,17978,10090,13848
850153,"AC motors, multi-phase, of an output > 75 kW",0,0,0,0,0,571,37,86,1930,66,,5645,4378,3641,3647,6030,4414,4631,6271,10982,6826,,56847,65170,59727,85848,55572,60531,35910,49822,52121,91010
843141,"Buckets, shovels, grabs and grips for machinery of heading 8426, 8429 and 8430",139,73,76,0,115,0,153,0,103,66,,28461,15109,23780,10445,7526,9541,16207,18834,15113,11633,,46915,54649,21521,19222,11314,5164,6396,13826,38641,19130
730439,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy ...""",0,0,0,0,0,0,0,23,22,66,,1147,745,350,628,2063,450,705,428,920,718,,110468,506128,67233,28877,38934,44825,20102,24979,21978,27656
390730,"Epoxide resins, in primary forms",31,30,100,0,0,71,67,13,86,65,,2486,6173,7031,8890,10243,7086,5139,5865,2799,2879,,34752,37529,38623,32996,31202,28129,38581,53440,43823,72273
851769,"Apparatus for the transmission or reception of voice, images or other data, incl. apparatus ...",0,0,0,113,0,173,117,23,0,65,,55092,44764,42707,45844,84779,150101,68175,75493,53820,49388,,76915,18910,29768,84808,62317,53588,39972,38268,63033,47510
700910,"Rear-view mirrors, whether or not framed, for vehicles",0,0,0,0,0,42,28,3,67,65,,59663,71284,52278,64612,36152,6766,5080,5327,6170,10386,,8553,9685,8971,10911,9961,7868,6639,8479,8662,9546
390931,"Poly""""methylene phenyl isocyanate"""" """"crude MDI, polymeric MDI"""", in primary forms""""",0,0,0,0,0,0,0,0,0,65,,0,0,0,0,0,2,17,187,132,854,,0,0,0,0,0,0,0,0,0,7428
871640,"Trailers and semi-trailers, not designed for running on rails (excluding trailers and semi-trailers ...",0,0,0,93,0,0,0,198,0,64,,3888,7705,10363,1858,2911,4112,4351,3423,4423,2612,,8705,31495,27502,25041,23395,9076,28038,44591,19821,27573
730441,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, ...""",0,0,0,0,0,0,0,49,0,63,,1733,816,172,641,1005,1025,1056,808,535,982,,11741,25133,11257,12015,24332,18624,24187,35976,17796,25644
960350,"Brushes constituting parts of machines, appliances or vehicles",0,0,37,0,0,0,0,6,15,63,,868,669,703,1320,943,582,659,698,586,1213,,1562,2165,2527,4529,3178,2900,4257,5410,4594,5609
870891,"Radiators and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",1592,1872,1951,2138,1174,882,167,53,177,63,,18969,11313,11924,12370,17131,32130,22241,15295,18737,19382,,58284,63564,67945,77746,50239,45229,32757,41920,47173,50461
330420,Eye make-up preparations,0,0,0,0,0,0,3,0,0,62,,4508,5317,5639,5912,5182,7099,10411,9393,10476,11646,,33259,36411,43429,44966,29613,37779,48936,54865,47738,59073
290941,"2,2'-Oxydiethanol """"diethylene glycol, digol""""""""",0,0,0,0,0,0,0,0,0,62,,451,401,114,5,1,1,7,1,0,0,,2535,2467,2936,3963,3511,2905,4675,4794,1833,2509
830250,"Hat-racks, hat-pegs, brackets and similar fixtures of base metal",0,0,0,0,62,0,11,32,24,62,,11739,4238,4065,4875,4815,5842,5073,6736,5746,5807,,7802,12614,12790,16245,12323,13125,12064,22540,24407,37426
81040,"Fresh cranberries, bilberries and other fruits of the genus Vaccinium",0,0,0,0,0,0,0,55,42,62,,1009,2932,1759,4060,6549,3653,3422,5449,6051,10686,,40,0,0,123,36,46,14,3463,4147,5869
81090,"Fresh tamarinds, cashew apples, jackfruit, lychees, sapodillo plums, passion fruit, carambola, ...""",0,34,164,587,471,229,221,52,7,62,,2286,2076,1921,2175,2151,5134,3806,2996,4774,6367,,53098,49020,40471,52190,47994,49036,111227,152921,188301,125384
901390,"Parts and accessories for liquid crystal devices """"LCD"""", lasers and other appliances and ...""",0,0,30,0,0,0,0,0,0,61,,2916,5663,5116,4141,3790,6711,10130,10713,8711,11237,,1170,2169,1672,1983,1615,1800,1505,8908,8010,22128
820790,"Interchangeable tools for hand tools, whether or not power-operated, or for machine tools, ...",0,41,46,0,0,0,0,53,95,61,,12635,6764,11183,7627,7834,8669,8411,8895,7081,12554,,14860,15230,19531,20939,14641,10461,14832,9736,14146,16377
850152,"AC motors, multi-phase, of an output > 750 W but <= 75 kW",0,0,63,42,0,0,129,0,68,61,,6466,5828,8339,4651,5799,5225,6952,6786,4698,5804,,55974,60120,102470,49508,24160,11716,10391,20894,25699,33729
320619,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,0,0,0,0,0,0,0,0,0,60,,7620,3632,11293,5922,1553,16218,21956,23410,5091,3554,,15054,12127,13547,13138,10134,10514,10266,9473,7468,8815
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",1032,362,98,566,588,157,76,115,483,59,,54281,46812,37332,33141,33526,39976,47481,49793,45694,55945,,170647,192234,211575,272699,149127,160617,148323,200297,135612,167214
847180,"Units for automatic data-processing machines (excluding processing units, input or output units ...",0,66,208,0,139,0,137,13,300,58,,33170,42231,36372,29497,31449,42719,27342,37792,39646,37884,,98394,118489,102216,93221,82974,110466,58013,93309,87129,79408
820713,"Rock-drilling or earth-boring tools, interchangeable, with working parts of sintered metal ...",0,0,0,0,0,0,0,0,109,58,,19063,9433,9333,6047,5637,5536,8488,8013,6799,9755,,7385,9485,9490,11338,23425,27986,14091,7028,29982,8562
850431,Transformers having a power handling capacity <= 1 kVA (excluding liquid dielectric transformers),141,86,101,0,0,0,7,42,62,58,,8239,5087,4076,4696,5448,3522,4209,5067,3492,4047,,59737,45158,48714,58441,37656,33552,32976,27184,27942,27752
300590,"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ...",0,0,0,0,0,27,0,0,49,58,,4665,5080,7848,5117,4731,5297,5337,6898,9090,14388,,86181,72610,76832,101587,53905,71861,77907,80631,92261,70497
841319,"Pumps for liquids, fitted or designed to be fitted with a measuring device (excluding pumps ...",52,27,267,113,59,103,100,34,125,57,,9274,11030,11426,6225,20743,4258,7070,6572,5353,10822,,50059,63856,59533,77841,45259,39697,30174,52064,64421,83203
870892,"Silencers """"mufflers"""" and exhaust pipes, and parts thereof, for tractors, motor vehicles ...""",37,34,0,0,0,0,11,3,7,57,,13387,7965,6228,3075,3732,4224,13956,12321,20439,21559,,17645,11471,13551,12649,7886,6964,6304,8194,10624,7885
902139,Artificial parts of the body (excluding artificial teeth and dental fittings and artificial ...,0,39,0,0,0,0,0,0,0,55,,78182,88510,90043,87192,88651,95630,92447,89915,78202,89243,,35614,37686,45947,49785,53836,48561,73766,98031,72137,104176
620520,"Men's or boys' shirts of cotton (excluding knitted or crocheted, nightshirts, singlets and ...",0,0,0,0,0,0,0,0,3,55,,6153,5576,5743,4280,4202,4079,4115,3937,4843,6183,,135003,95925,76898,57677,80386,78773,75659,84469,40260,47311
950691,"Articles and equipment for general physical exercise, gymnastics or athletics",0,0,0,0,0,0,134,5,10,55,,11159,9100,8524,9612,9541,8627,10472,11886,9395,15898,,44453,56039,60237,67673,51626,54261,60438,63887,79963,110605
853180,Electric sound or visual signalling apparatus (excluding indicator panels with liquid crystal ...,75,223,706,115,41,0,63,60,6,55,,11906,14380,12243,14350,11913,10874,12717,17744,12128,12069,,29466,38244,42928,43169,42847,56291,52003,37864,22978,24147
841199,"Parts of gas turbines, n.e.s.",28,144,0,1166,56,0,74,57,17,55,,31677,34757,41150,28901,36359,43007,29188,52380,42474,42494,,807159,730129,583510,804203,545457,634998,572983,363410,239314,395754
350400,"Peptones and their derivatives; other albuminous substances and their derivatives, n.e.s.; ...",0,0,0,0,0,0,5,538,6,54,,113869,121115,134178,78529,67419,57361,50410,49605,123921,138142,,3490,2318,820,1526,735,1489,3496,7806,3845,1763
854430,"Ignition wiring sets and other wiring sets for vehicles, aircraft or ships",66,0,0,0,0,0,16,0,0,54,,9157,7220,6490,6541,8433,9501,8552,9055,8551,10831,,18351,19793,18991,15799,14840,11859,14580,14897,13447,18602
80711,Fresh watermelons,0,0,0,0,0,0,20,23,21,53,,2598,3462,4145,4747,5497,7366,7909,10413,5342,5700,,1710,464,930,2555,3643,4897,4803,3379,16091,17813
850440,Static converters,0,3523,1046,231,0,0,191,160,211,53,,51035,52395,55166,55873,61085,76680,94447,90208,97039,130716,,122405,156245,200685,170603,141330,151465,182081,161181,174388,261263
480421,"Unbleached sack kraft paper, uncoated, in rolls of a width > 36 cm (excluding goods of heading ...",0,0,0,0,0,0,0,0,0,53,,4472,37041,37943,31617,26648,33315,43968,37884,29318,34271,,13298,7590,11348,10154,8845,9439,16420,8124,7817,13232
390939,"Amino-resins, in primary forms (excl. urea, thiourea and melamine resins and MDI)",0,0,0,0,0,0,0,0,0,52,,0,0,0,0,0,621,135,76,195,325,,0,0,0,0,0,0,0,0,0,4806
481930,"Sacks and bags, of paper, paperboard, cellulose wadding or webs of cellulose fibres, having ...",67,0,34,27,0,73,70,53,0,52,,567,431,728,702,471,698,869,767,14556,17765,,10351,11102,10628,9147,8663,6688,10704,12548,9437,9982
860799,"Parts of rolling stock of heading 8603, 8604, 8605 or 8606, n.e.s.",29,28,0,0,432,0,0,0,0,51,,7243,27937,19050,5309,2067,2453,3082,4320,4254,1762,,12323,10279,20776,17913,6335,15131,17766,13501,27597,2948
847982,"Mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring ...",145,99,82,0,0,65,630,34,813,51,,11351,7562,10085,5866,10649,21249,7752,10804,12478,12591,,53600,71169,94983,74072,65855,38476,34531,59335,55821,48163
90190,Coffee husks and skins; coffee substitutes containing coffee in any proportion,29,37,69,0,0,0,3,42,43,51,,5529,5397,3207,3783,4275,3709,2061,1950,1188,2057,,16432,16314,17230,16630,8513,6975,9099,37280,20802,8490
848310,"Transmission shafts, incl. cam shafts and crank shafts, and cranks",99,1061,772,255,91,109,199,132,167,50,,24877,26588,18655,18777,20118,20663,15784,14159,14222,14743,,129899,133394,114535,103019,75159,76727,53287,57346,48973,56110
284440,"Radioactive elements, isotopes and compounds, and alloys and dispersions, incl. cermets, ceramic ...",110,0,0,138,41,83,0,45,71,50,,16227,16099,18634,18785,24182,34162,36712,15180,8365,18398,,11141,15455,19491,16718,9355,15128,12950,18603,14499,19941
970300,"Original sculptures and statuary, in any material",0,0,0,0,0,0,0,0,4,50,,18752,11839,18052,14099,12884,9902,12243,15223,9571,12500,,539,470,1647,1125,1879,1341,4730,2514,2157,9623
390950,"Polyurethanes, in primary forms",0,0,0,65,68,256,220,102,157,50,,29193,25762,25141,22702,22734,24918,28396,25232,21852,35395,,30447,32646,34381,32772,23992,20198,24208,21301,22559,20313
380120,Colloidal or semi-colloidal graphite,0,0,0,0,0,0,0,31,0,49,,0,7,0,0,1,0,3,0,0,2,,148,338,556,42,173,193,37,200,297,523
60420,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",0,0,0,0,0,0,0,0,10,49,,4423,3958,3699,3103,3147,3020,3100,2840,1984,2668,,4671,1602,2843,3724,1474,447,577,1076,941,2269
210500,"Ice cream and other edible ice, whether or not containing cocoa",0,0,0,0,0,0,11,32,18,49,,29975,23730,22092,18242,18925,23994,27269,26744,34219,35047,,63814,66258,79084,92466,97576,88748,89002,83390,82860,92233
848250,Cylindrical roller bearings (excluding needle roller bearings),0,0,0,0,0,0,13,17,0,49,,2146,1591,3433,1579,1484,2199,1514,1704,1548,1933,,4481,5217,7095,6570,7712,8282,8199,9103,9961,10587
400942,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",37,0,0,0,0,0,0,0,50,48,,4061,5282,5687,8565,5530,5363,9065,11312,5697,6465,,14293,13413,16494,13924,11721,8971,15543,16131,15643,24066
847480,"Machinery for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened ...",229,0,285,1109,0,0,0,0,0,48,,11173,15436,4552,5486,4437,7760,5044,6392,3509,13780,,93041,106893,79298,99192,30050,13889,12450,32812,37141,14343
320820,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",0,0,0,29,0,0,32,16,21,48,,15958,13657,11125,9175,9108,7315,9688,10130,10232,16552,,9065,12430,8468,9250,12221,19950,21774,22970,27557,28387
730690,"Tubes, pipes and hollow profiles """"e.g., open seam, riveted or similarly closed"""", of iron ...""",0,0,0,98,129,0,176,145,174,48,,6466,5301,5803,4348,5902,4691,5048,5610,5689,4870,,363167,284885,240251,130046,89678,83423,125128,44334,45746,50474
860791,"Parts of railway or tramway locomotives, n.e.s.",0,0,0,44,0,801,0,66,71,47,,7241,4523,2061,2671,4398,4960,5125,4389,2681,2216,,1984,4943,12348,1412,2164,10949,9275,17224,16750,12776
200799,"Jams, jellies, marmalades, pur?es or pastes of fruit, obtained by cooking, whether or not containing ...",0,0,0,0,0,0,0,15,54,47,,4714,5294,4391,3609,3903,5971,9750,7815,9312,11231,,16003,22678,20239,25076,25906,25925,32101,34911,34016,46856
842123,Oil or petrol-filters for internal combustion engines,76,45,57,117,0,0,19,19,29,47,,15556,14422,13828,11226,13773,13408,11525,14069,12107,17068,,107560,116857,141441,146712,119356,131358,101257,116373,98440,105426
380891,"Insecticides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",0,0,0,0,46,0,0,278,314,47,,18613,22934,35185,27901,42165,49800,65136,48765,49567,59209,,40717,44861,40982,42462,37800,27198,27374,30165,31385,23357
940161,"Upholstered seats, with wooden frames (excluding convertible into beds)",0,0,0,0,0,0,0,5,3,47,,1212,1044,1398,1490,1134,2331,2373,1916,1348,1977,,155717,162645,190451,210184,224116,258839,242171,292239,296692,411016
690320,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",0,0,0,0,0,0,0,0,0,47,,759,594,398,61,122,409,390,145,347,401,,668,1926,897,2312,1071,1888,3170,2008,6077,10547
381010,"Pickling preparations for metal surfaces; soldering, brazing or welding pastes and powders ...",2203,1563,269,351,474,245,421,0,80,46,,14446,3941,2103,1440,973,833,2154,551,683,986,,17184,11794,12242,14192,10682,11277,11604,9032,7835,2548
90112,Decaffeinated coffee (excluding roasted),0,0,0,0,0,0,0,22,53,46,,213,150,350,512,325,294,118,100,156,89,,15254,9356,6891,2920,2730,5875,6678,4382,10442,20457
732620,"Articles of iron or steel wire, n.e.s.",0,102,0,0,0,37,27,8,380,46,,10788,11371,8687,8518,9793,10633,13304,9312,9747,12508,,38862,42364,38411,46123,35997,32281,30614,39245,50179,57950
851490,"Parts of electric industrial or laboratory furnaces and ovens, incl. of those functioning by ...",0,0,505,0,0,0,75,73,29,46,,12148,6329,6598,2593,3051,2881,3621,3646,5010,3907,,4406,9136,5934,6353,2911,2829,5798,7493,4480,5806
847130,"Data-processing machines, automatic, portable, weighing <= 10 kg, consisting of at least a ...",0,59,0,43,0,0,28,38,139,46,,93373,132293,171979,178962,198729,279223,328394,362216,367818,405712,,1232055,1164707,1141757,1003931,722651,701852,747064,844575,1013260,1131244
830890,"Clasps, frames with clasps without locks, buckles and buckle-clasps, of base metal, for clothing, ...",0,0,0,0,0,0,0,3,0,46,,3191,1851,751,320,1010,776,574,1384,566,605,,16518,9526,3434,4303,3267,2537,3243,4617,2166,3110
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",0,28,0,57,0,0,53,62,14,45,,26523,25848,26591,21947,25553,29230,29843,38711,34457,43616,,145550,89372,92466,87533,66515,59952,74805,88894,89213,68115
680800,"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ...",0,0,125,36,0,0,23,0,0,44,,1412,1438,2851,2138,2653,3424,4839,4875,3232,606,,10786,10425,9345,10129,6381,9791,5804,4369,509,384
691490,"Ceramic articles, n.e.s. (excluding of porcelain or china)",0,0,0,0,0,0,0,0,0,44,,6127,2022,1088,2801,5633,7535,5935,7239,5735,8329,,3717,3383,4039,4633,1605,1801,2591,2143,2241,3665
852990,"Parts suitable for use solely or principally with flat panel display modules, transmission ...",0,152,623,54,0,0,0,21,61,44,,50605,42139,51318,39158,30737,21964,20441,22096,14842,25264,,102736,121140,200979,118448,96217,200187,257354,93437,29556,27711
871690,"Parts of trailers and semi-trailers and other vehicles not mechanically propelled, n.e.s.",0,0,0,0,0,0,0,15,12,43,,16427,18173,16332,11746,12130,14594,16633,14735,15182,25482,,17287,25847,36198,20181,14225,11592,7339,9870,33838,31738
621710,"Made-up clothing accessories, of all types of textile materials, n.e.s. (excluding knitted ...",0,0,0,0,0,0,0,4,15,42,,3207,1980,2245,4529,4265,2308,2599,2373,1813,1699,,21097,16962,16203,25347,27856,20112,23032,34930,67662,54976
820730,"Interchangeable tools for pressing, stamping or punching",0,0,38,0,0,0,0,37,0,42,,1165,1086,1438,1029,1241,2496,5271,8956,10885,18149,,3668,3984,7074,6677,4069,4961,5075,5186,7543,8476
210320,Tomato ketchup and other tomato sauces,0,0,0,0,0,0,0,0,10,42,,5515,3891,4025,7487,4013,6307,8472,9250,12297,13996,,30099,40727,46882,52570,48339,41217,34517,42037,43360,48654
961700,"Vacuum flasks and other vacuum vessels, and parts thereof (excluding glass inners)",0,0,0,0,0,0,0,3,0,42,,141,175,527,237,263,155,1349,839,815,646,,70361,66680,84585,91990,65752,54329,61829,96145,96624,96840
392310,"Boxes, cases, crates and similar articles for the conveyance or packaging of goods, of plastics",0,0,0,80,0,61,6,66,296,42,,20618,18081,13401,13783,13394,13933,12648,12981,11615,14053,,32781,35814,35650,45022,36872,32865,34145,32068,30586,30611
200989,"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening ...",55,0,0,0,0,0,0,35,33,42,,11807,15258,6904,2064,1718,1743,2055,8287,3858,3208,,44865,76165,86175,89233,72002,64301,52857,34937,42554,72776
750720,"Tube or pipe fittings, of nickel",0,0,0,0,0,1221,0,0,149,41,,1617,475,1199,2224,908,538,964,349,120,437,,1538,2443,2524,2424,2205,7322,7832,5726,3958,4668
852351,"Solid-state, non-volatile data storage devices for recording data from an external source [flash ...",0,0,0,0,0,0,33,18,233,41,,3803,3870,9755,13686,10599,10962,12580,16988,20288,30172,,15395,30897,26969,28036,22583,30484,48669,72881,78681,54743
940320,"Metal furniture (excluding for offices, seats and medical, surgical, dental or veterinary  ...",0,0,0,75,237,401,57,34,105,40,,12130,13629,11963,10281,11306,16179,18738,25630,14394,15499,,76848,97023,119735,138864,114804,123944,126891,157238,165583,234049
731021,"Cans of iron or steel, of a capacity of < 50 l, which are to be closed by soldering or crimping ...",0,0,0,0,0,0,0,0,0,39,,10593,6897,5250,5795,5832,4821,3728,3011,2254,4462,,18142,19593,17819,13241,11115,11133,15378,27975,24596,29388
