Product code,Product label,Singapore's imports from China-Value in 2012,Singapore's imports from China-Value in 2013,Singapore's imports from China-Value in 2014,Singapore's imports from China-Value in 2015,Singapore's imports from China-Value in 2016,Singapore's imports from China-Value in 2017,Singapore's imports from China-Value in 2018,Singapore's imports from China-Value in 2019,Singapore's imports from China-Value in 2020,Singapore's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
80550,"Fresh or dried lemons """"Citrus limon, Citrus limonum"""" and limes """"Citrus aurantifolia, Citrus ...""",650,768,124,815,953,83,466,777,1353,1148,,23069,25938,9817,35377,103300,54831,95286,153184,168745,64759,,8923,13095,22523,25347,21604,17550,16400,15645,15886,14671
620899,"Women's or girls' singlets and other vests, briefs, panties, n?glig?s, bathrobes, dressing ...",3621,4247,4274,3733,3012,3680,3202,2186,1280,1147,,61275,58729,74430,66013,62835,46753,92839,36259,26481,26527,,6102,5615,5946,4439,3443,4150,3842,2817,1792,1859
721391,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel, of circular ...",4373,32599,23501,12530,37042,64820,36085,29022,1095,1143,,19510,16050,11941,16666,8013,11772,689437,342937,147152,303780,,7102,33955,24977,12740,37307,77166,46129,59687,16870,60575
740500,"Master alloys of copper (excluding phosphorus-copper compounds copper phosphide"""" containing ...""",0,3,0,0,27,0,2,0,18,1143,,1973,1676,3161,3608,3217,3960,4062,5117,3248,4154,,4115,529,1296,417,986,349,461,1454,1070,1646
681182,"Sheets, panels, paving, tiles and similar articles, of cellulose fibre-cement or the like, ...",1436,1776,2041,1832,2051,633,667,1195,922,1142,,48905,57540,73276,67863,57513,64970,69444,92468,105113,110399,,3645,3314,3747,5498,5419,3094,4364,3822,3676,2730
853661,Lamp holders for a voltage <= 1.000 V,1130,731,942,484,688,579,564,848,310,1140,,187928,205411,241905,248318,232365,213904,222610,231465,260848,289044,,4419,3826,3740,2985,3734,4242,4943,5455,4125,4684
80540,Fresh or dried grapefruit,34,108,45,490,325,147,286,666,1305,1139,,108238,137123,131072,155456,163939,180705,193285,188199,136429,85685,,6492,5118,5488,5094,5056,5687,5723,6146,7919,7810
843010,"Pile-drivers and pile-extractors (excluding those mounted on railway wagons, motor vehicle ...",8356,2919,1331,2251,3038,1326,2982,6618,2081,1137,,80634,88937,87432,132879,98583,129676,87926,112247,70692,89189,,79443,35077,74788,59293,63068,47233,50034,47942,22411,36819
120600,"Sunflower seeds, whether or not broken",126,285,178,551,470,713,552,832,1062,1137,,273226,333809,296410,405445,432144,467060,569915,621253,648366,506773,,511,487,577,820,746,1014,883,1230,1416,1468
681091,"Prefabricated structural components for building or civil engineering of cement, concrete or ...",1484,1682,5032,1819,1818,966,734,621,707,1136,,229008,288718,326308,442811,437913,552241,388284,387591,433386,386012,,46105,54103,78007,199035,129710,125411,158338,232375,238990,349026
570310,"Carpets and other floor coverings, of wool or fine animal hair, tufted """"needle punched"""", ...""",1241,1307,1917,2117,1055,1098,1327,1165,631,1136,,87881,80057,85704,77686,75696,63361,55244,52043,41667,39932,,6180,3822,4073,4545,2057,3236,3641,3863,1593,2683
680421,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",2179,1655,331,525,797,406,1121,1616,966,1135,,68580,80138,133014,167143,140453,157419,165324,154768,176729,231019,,22726,22528,22683,21884,16293,26122,29079,24224,26942,28716
441919,"Tableware and kitchenware, of bamboo (excl. chopsticks, bread boards, chopping boards and similar ...",0,0,0,0,0,0,528,1108,953,1133,,0,0,0,0,0,170981,192585,188510,205478,261833,,0,0,0,0,0,0,699,1467,1267,1583
630293,"Toilet linen and kitchen linen of man-made fibres (excluding floorcloths, polishing cloths, ...",489,330,637,627,1184,1817,1535,998,884,1132,,237277,336455,340280,414535,511377,503569,565667,665221,712797,819442,,708,705,854,730,1351,1898,1716,1151,1050,1335
251749,"Granules, chippings and powder, whether or not heat-treated, of travertine, ecaussine, alabaster, ...",369,238,183,162,294,396,1061,4093,0,1130,,35095,57686,75176,89126,78743,119906,105323,244768,303245,138880,,6594,1872,2345,232,314,440,1078,4126,15,1144
481032,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",1208,1615,1795,1315,2227,1334,1853,2430,2387,1127,,265158,344201,650903,709969,929846,644728,570215,596576,717508,567252,,7494,5770,2613,4033,3730,2164,2336,2867,2739,1533
560790,"Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, ...",1645,881,1549,1917,946,1385,1422,2674,1087,1127,,64487,60126,70069,74085,73133,73126,79645,84684,96275,130712,,13296,10685,10404,7876,6868,7135,4878,5252,2984,2579
610339,"Men's or boys' jackets and blazers of textile materials (excluding of wool, fine animal hair, ...",4402,1440,3530,1798,1283,998,1440,1177,1513,1125,,38316,57267,38367,103928,29340,14122,17429,11172,11218,10179,,7735,4156,6642,4030,3516,3258,3295,3387,3106,2190
846692,"Parts and accessories for machine tools for working wood, cork, bone, hard rubber, hard plastics ...",7488,1750,1465,1497,917,945,1421,1814,1104,1122,,88378,103156,123337,112857,136624,158127,160399,197720,282895,328525,,41282,18693,15814,15467,10454,12558,12226,10611,11598,10904
842630,Portal or pedestal jib cranes,1527,2483,19264,8677,36354,156,124092,1729,399,1121,,305496,251260,216809,193601,197750,138361,268030,115808,126374,79509,,80261,36457,77101,71133,60282,2725,127660,16483,9419,17911
630612,"Tarpaulins, awnings and sunblinds of synthetic fibres (excluding flat covers of light fabrics ...",921,761,1928,733,787,317,579,652,380,1120,,481811,502751,590538,603505,599134,644285,770027,802377,820415,1116725,,2164,2055,2626,2934,6986,1417,1343,1366,1046,1906
90961,"Juniper berries and seeds of anise, badian, caraway or fennel, neither crushed nor ground",449,366,429,377,314,387,394,570,946,1119,,18353,16900,18856,18892,19801,27518,48971,48438,62948,97514,,1216,1106,1417,1129,1032,1018,967,1634,1354,1893
854310,"Electrical particle accelerators for electrons, protons, etc. (excluding ion implanters for ...",31,0,180,1,12,30,86,711,908,1114,,7531,4818,3544,9157,8102,9931,6506,5656,7813,15719,,2690,5765,2197,2027,653,1792,1452,4827,1112,8951
901811,Electro-cardiographs,199,278,250,305,359,485,735,1572,1243,1112,,58864,50988,50035,50893,49772,50161,56909,56646,72221,76490,,16145,12040,11797,10795,15250,16646,18277,36617,43901,92230
902230,X-ray tubes,364,507,469,1519,859,1741,995,286,763,1109,,24025,30202,31927,31496,33013,43303,48868,55841,81038,94022,,75569,85052,84878,80114,107402,136214,135952,122372,95164,113291
731414,"Woven cloth, incl. endless bands, of stainless steel wire (excluding woven products of metal ...",1340,1627,1469,734,1162,983,891,890,970,1108,,141183,146002,156930,143816,125765,162245,191514,186496,191905,231357,,3095,4134,4049,4210,3718,4003,3316,6200,5628,4762
722211,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only hot-extruded, of ...",412,265,29,96,328,1212,3074,1456,1976,1106,,34234,29095,32098,26868,70840,26933,29930,30708,29849,62182,,8710,6895,5560,7146,7676,13434,17794,19830,20033,15420
401310,"Inner tubes, of rubber, of a kind used on motor cars, incl. station wagons and racing cars, ...",1252,38,576,1004,30,214,34,113,80,1103,,210138,203066,182795,156095,136822,138882,141969,140700,128285,148828,,5270,3429,3591,2231,997,789,725,541,502,2133
481720,"Letter cards, plain postcards and correspondence cards, of paper or paperboard (excluding those ...",233,622,480,762,698,562,218,380,264,1102,,16202,16558,19882,13705,12221,12019,10333,7245,6604,7752,,1028,4359,2840,3437,3192,4366,1235,1682,1196,2401
160554,"Cuttlefish and squid, prepared or preserved (excluding smoked)",690,599,505,644,1531,1207,4084,7394,850,1101,,742344,757565,605722,550108,557811,755441,1030827,1047928,1197055,1667400,,9399,9559,8419,7696,9491,10089,14645,16626,9465,10552
420239,"Wallets, purses, key-cases, cigarette-cases, tobacco-pouches and similar articles of a kind ...",10025,15746,18941,20642,10544,4215,2684,2115,936,1098,,25832,28744,35282,33605,43870,51017,40251,31589,23982,34455,,17434,25795,29212,33927,25262,7080,7458,6834,4526,2702
611699,"Gloves, mittens and mitts, of textile materials, knitted or crocheted (excl. of wool, fine ...",1257,1761,2502,1437,1160,1055,1280,1420,1676,1097,,104097,100287,110969,109019,94001,101465,98608,90495,70976,77936,,2781,2568,3875,2888,2456,2113,2425,2588,2715,3056
71190,"Vegetables and mixtures of vegetables provisionally preserved, e.g. by sulphur dioxide gas, ...",1224,1331,1016,984,1006,804,1149,1040,1100,1097,,113710,112195,99635,93251,93953,99632,95848,92860,83299,78501,,1302,1469,1435,1419,1356,1083,1283,1268,1438,1253
121221,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, fit for human ...",1349,937,1178,1954,1520,1354,1457,1541,1264,1096,,131934,70794,66844,53739,55560,40418,57053,51759,50503,44917,,4901,4247,4478,5614,6920,5796,7208,7292,7341,5151
620293,"Women's or girls' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",864,4427,1220,1987,4540,3558,2767,1797,1351,1094,,3731623,4764292,5455048,5049933,4361279,4758067,4816473,4053368,3121531,4099624,,6203,10252,8519,10940,11943,11237,9641,10843,6209,9398
842420,"Spray guns and similar appliances (other than electrical machines, appliances and other devices ...",686,580,1265,911,985,2168,731,1103,1317,1088,,368885,380646,444701,406982,373884,423048,492432,489506,576492,759626,,12095,10099,11731,8292,6560,7499,5728,6862,6918,7585
630232,"Bedlinen of man-made fibres (excluding printed, knitted or crocheted)",966,1211,937,799,712,512,1254,520,517,1087,,1556397,1870329,1847242,1629733,1532887,1496871,1533517,1562198,1646253,1949232,,1168,1644,1471,1054,917,630,1591,1211,828,1350
800700,"Articles of tin, n.e.s.",1453,1005,2554,2627,1051,1128,2116,1227,952,1086,,30648,42859,95294,41398,40670,29010,21124,28636,37845,51432,,12935,15873,32194,42631,8940,11822,7851,4744,3223,3652
722490,Semi-finished products of alloy steel other than stainless,666,914,393,447,318,1330,974,507,806,1086,,1628,928,1627,1880,6850,6379,10903,6174,1103,1638,,10173,8430,4023,1162,2096,3187,1485,1420,1971,1852
961800,"Tailors' dummies and other lay figures, automata and other animated displays used for shop ...",3189,3578,2535,2405,4787,3827,2781,1716,734,1084,,332022,339818,339624,360026,275538,266359,248369,262560,211256,263728,,8578,8350,6414,4494,7545,5854,4449,3594,1893,2514
481029,"Paper and paperboard used for writing, printing or other graphic purposes, of which > 10% by ...",5350,6954,8483,6552,2778,1778,1952,2255,1434,1082,,284278,403427,496856,439450,445439,442322,372871,438078,302049,306162,,21623,34033,34581,30884,13138,77004,42634,46096,69272,56787
721123,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",1,2,3,1,150,1,67,23,35,1081,,20264,17892,24660,23092,22233,40523,51140,75340,137300,124758,,1837,1775,3282,3416,3204,5005,6976,6927,6211,11464
846880,"Machinery and apparatus for welding, not gas-operated (excluding electric machines and apparatus ...",1455,3208,1057,2310,352,510,1645,1385,906,1081,,76232,56648,54393,52553,44253,55434,55413,71339,85012,75733,,10617,8139,5772,7299,3340,3020,4454,4942,3057,3003
720990,"Flat-rolled products of iron or steel, of a width of >= 600 mm, cold-rolled """"cold-reduced"""", ...""",787,62,582,264,397,301,347,1908,606,1080,,6762,4536,13908,8314,5015,7339,11187,12978,17828,18961,,4637,1951,3313,2531,4568,2569,3622,3232,970,1157
611710,"Shawls, scarves, mufflers, mantillas, veils and the like, knitted or crocheted",2421,1828,1729,1991,1257,1191,1223,946,992,1080,,1046700,1138115,1235508,1290527,1217407,1069180,1033715,1063541,930074,867158,,7337,7198,8243,7191,5716,7567,11506,11390,64744,6025
630590,"Sacks and bags, for the packing of goods, of textile materials (excluding man-made, cotton, ...",2026,2935,3101,3339,2318,1182,1218,1243,933,1078,,48481,45190,46743,55923,59185,51870,51673,37110,28991,34032,,3092,4189,4181,4197,3420,2331,2161,2663,1657,2398
160559,"Molluscs, prepared or preserved (excluding smoked, oysters, scallops, mussels, cuttle fish, ...",937,1391,1188,988,1277,1088,1061,1483,677,1077,,144224,91706,90155,80611,142382,139707,88803,67895,59740,52219,,1819,2845,2764,2266,2677,2488,2222,2792,1185,2085
910511,"Alarm clocks, electrically operated",1049,525,372,643,747,566,595,585,455,1076,,291045,291900,251205,242571,263060,235735,225224,235995,247177,284552,,1254,671,484,776,891,714,702,646,495,1120
340700,"Modelling pastes, incl. those put up for children's amusement; preparations known as dental ...""",101,31,28,65,42,39,125,727,863,1076,,81877,88166,103834,145333,142282,186002,274409,330664,289074,368650,,1195,1418,1813,3503,1901,2461,3214,3871,2464,3109
30712,"Oysters, even in shell, frozen",0,0,0,0,0,0,721,988,850,1072,,0,0,0,0,0,2888,1267,2097,2360,1825,,0,0,0,0,0,0,1175,1783,1601,3278
701911,"Glass fibre threads """"chopped strands"""", cut into lengths <= 50 mm""""",1631,1532,1477,1446,1824,1918,1526,596,619,1072,,121980,120292,145798,155201,141694,160517,232689,153872,121881,206634,,4372,4174,5359,3857,3494,3983,3194,1500,2108,4500
731431,"Grill, netting and fencing, of iron or steel wire, welded at the intersection, plated or coated ...",396,224,286,372,230,277,315,51,97,1068,,149931,162473,176961,209067,195749,207304,257623,252538,395449,502403,,668,559,407,671,458,491,609,1036,1238,2854
831110,"Coated electrodes of base metal, for electric arc-welding",8424,5394,3242,1684,1625,1243,1545,1067,1203,1065,,279462,292037,303345,250453,263053,258566,307884,315157,320074,305007,,51828,48456,43477,29955,20331,15411,14998,15159,13873,22243
400299,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip ...""",752,1531,2709,1071,466,422,273,1262,1513,1065,,134637,126323,165208,154940,160972,258461,280469,294024,247329,352917,,35220,36890,30750,31178,19921,15443,15509,13222,15048,17724
630619,"Tarpaulins, awnings and sunblinds of textile materials (excluding of synthetic fibres and flat ...",2213,2499,1837,983,1152,846,1084,1040,488,1065,,315234,278104,220309,195968,182133,191882,206654,205421,202128,243053,,4186,5468,4470,3396,3403,2847,2394,2602,1739,2286
853929,"Filament lamps, electric (excluding tungsten halogen lamps, lamps of a power <= 200 W and for ...",4609,3336,2280,2115,1189,1277,1432,1199,704,1065,,254642,261191,284281,292181,211616,157649,150883,146634,149365,177173,,10551,8278,7430,8326,6213,4431,5352,3040,3118,3876
681410,"Plates, sheets and strips of agglomerated or reconstituted mica, whether or not on a support ...",68,156,139,143,486,476,593,1168,750,1065,,37743,43332,50672,45956,49432,53989,57465,62232,56681,71183,,159,282,1115,1688,2395,2871,2525,2849,2208,3004
392530,"Shutters, blinds, incl. Venetian blinds, and similar articles and parts thereof, of plastics ...",623,560,790,727,517,639,864,1155,690,1065,,539228,584182,562943,471746,438046,448873,483876,452343,425603,491648,,3259,1536,2161,1926,1741,1615,2605,2435,1759,2922
844120,"Machines for making bags, sacks or envelopes out of paper pulp, paper or paperboard (excluding ...",31,33,18,168,285,188,64,164,3,1065,,32789,34966,31228,33130,36420,38858,60006,98808,100958,133274,,1602,639,1180,1010,555,498,199,212,386,1120
890690,"Vessels, incl. lifeboats (excluding warships, rowing boats and other vessels of heading 8901 ...",9447,15459,13397,11209,4294,3261,3374,3862,654,1062,,889598,712429,577524,732449,751469,515150,782543,426215,488705,437581,,27903,359071,93361,77530,49310,27545,32981,39508,13997,8763
850163,"AC generators """"alternators"""", of an output > 375 kVA but <= 750 kVA (excl. photovoltaic  ...""",1001,958,2002,1856,766,790,632,807,555,1062,,29043,34916,42330,36436,40305,44791,47236,42653,39299,46533,,5490,3298,3638,4053,3615,2210,1600,2391,1098,1520
903032,Multimeters with recording device,3364,4470,1202,796,541,697,791,759,933,1062,,56232,61415,36636,21338,15517,20535,18959,21684,19238,22417,,6741,9233,5658,4774,6354,6674,9486,9402,9702,15930
480810,"Corrugated paper and paperboard """"with or without glued flat surface sheets"""", whether or ...""",479,317,258,400,244,228,296,478,339,1060,,58287,48325,64380,84773,74733,45963,34256,48932,68803,77454,,19060,15569,9126,7235,6374,5687,6853,6060,5634,13538
291533,N-Butyl acetate,36821,82235,71447,48041,38798,24740,696,17218,384,1057,,38601,51057,53329,62360,59734,89810,105953,71405,57192,145243,,38051,83428,72568,48892,39811,25281,1443,19004,2371,3806
290219,"Cyclanes, cyclenes and cycloterpenes (excluding cyclohexane)",1141,754,836,595,351,344,557,396,622,1052,,159739,153977,178863,172915,139806,173282,183581,173563,120644,177063,,5636,5205,6703,6801,6147,6333,7561,6634,6924,13796
282540,Nickel oxides and hydroxides,5,0,30,114,0,0,6,1,12,1050,,7706,6592,3748,8775,29907,59746,155974,143908,159943,460778,,184,408,94,134,112,55,313,363,53,1196
750712,Tubes and pipes of nickel alloys,89,5,85,73,32,236,578,493,461,1045,,13528,32455,22582,28034,32079,42223,45812,65425,39369,39901,,12059,12792,12435,12013,10264,5691,8829,33459,26731,19979
390390,"Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile copolymers ...""",1310,380,571,612,686,679,466,347,343,1043,,34605,36747,45297,43276,45706,56196,53115,59537,88692,109381,,23073,24439,44645,23313,22163,21454,23767,7875,7789,12241
340211,"Anionic organic surface-active agents, whether or not put up for retail sale (excluding soap)",541,337,230,258,567,811,764,690,439,1041,,205192,222454,263794,231976,220306,242224,288538,313342,331977,355347,,7307,9172,11605,11138,10129,8611,10930,12018,12740,18739
845640,"Machine tools for working any material by removal of material, operated by plasma arc processes",0,0,0,0,0,0,365,173,411,1040,,0,0,0,0,0,60325,63561,69842,79471,95092,,0,0,0,0,0,0,1482,1512,2758,2897
90210,Green tea in immediate packings of <= 3 kg,1071,1699,970,909,819,1096,1222,1167,1175,1035,,521045,641072,655015,654914,648563,637481,668895,685675,734142,695740,,9699,9704,10405,9923,8814,10498,13246,13261,8205,8168
420211,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...",12265,10661,11304,8059,1741,1233,2253,1280,771,1035,,376852,453800,611992,616208,619905,634965,432973,316955,298148,362663,,29029,25758,28682,21715,28118,27707,31226,24097,10221,12420
190410,"Prepared foods obtained by swelling or roasting cereals or cereal products, e.g. corn flakes",3720,4236,6628,4740,2308,832,609,724,683,1029,,176933,159391,164382,156451,161257,174689,182071,192494,187449,187183,,23661,27043,32355,30568,26160,21511,22937,23487,24083,27770
701939,"Webs, mattresses, boards and similar nonwoven products, of glass fibres (excluding mats and ...""",2764,2895,2127,1641,1731,2287,1207,1176,980,1028,,386687,385294,374672,379825,410454,436278,408590,386449,339734,365716,,9662,7782,6654,5306,5748,7352,8690,8485,5811,5435
251990,"Fused magnesia; dead-burned """"sintered"""" magnesia, whether or not containing small quantities ...""",907,1319,1131,873,1234,1120,1092,911,658,1026,,611892,529323,618178,540285,460777,621074,1039032,768157,570197,839612,,2007,3211,3062,2600,3516,3046,3074,3485,2807,2950
391231,"Carboxymethylcellulose and its salts, in primary forms",3176,2943,3342,2277,2299,1571,2953,2176,908,1025,,266627,307642,295732,182147,159964,175588,205364,187670,162681,185032,,8717,6092,7222,9677,6583,5278,7977,8085,3628,3124
961620,Powder puffs and pads for the application of cosmetics or toilet preparations,791,539,573,514,790,821,1080,1203,1486,1025,,66413,68646,80118,90422,127656,152041,174075,177090,151540,195838,,7730,9277,8506,10856,8671,8197,7600,9723,8641,7452
591000,"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, ...",765,1524,1192,1414,786,526,589,454,766,1025,,79272,60197,69127,68483,69531,71657,82366,86470,85126,108393,,7200,7076,5457,5762,4617,4016,4240,4032,4566,4991
620530,"Men's or boys' shirts of man-made fibres (excluding knitted or crocheted, nightshirts, singlets ...",1710,981,922,672,675,950,951,1441,1260,1025,,721483,674063,719962,650819,623831,506828,515394,543161,400338,444858,,3057,2309,3615,2926,2208,2966,3437,4396,3463,4062
680610,"Slag-wool, rock-wool and similar mineral wools, incl. intermixtures thereof, in bulk, sheets ...",1213,3276,3843,2070,1521,2104,921,1033,984,1022,,249830,246789,265283,229351,196293,184904,188241,218483,233645,241492,,16715,21242,22297,19099,15132,14826,11460,12244,9363,11457
291816,"Gluconic acid, its salts and esters",2141,1993,1740,1562,1135,1407,1614,1243,703,1017,,94272,101841,108509,104285,98380,105164,126877,117659,130611,148830,,3009,2795,2599,2477,1745,2234,2208,1676,1014,1325
940382,"Furniture of bamboo (excl. seats and medical, surgical, dental or veterinary furniture)",0,0,0,0,0,0,230,396,606,1015,,0,0,0,0,0,88406,105245,103644,129335,161824,,0,0,0,0,0,0,298,577,669,1142
761691,"Cloth, grill, netting and fencing, of aluminium wire (excluding cloth of metal fibres for clothing, ...",271,225,259,331,192,240,129,441,102,1014,,48507,58193,66001,74120,54189,76643,86743,68594,75836,84370,,721,565,479,708,320,484,238,558,129,1297
441875,"Flooring panels, multilayer, assembled, of wood other than bamboo (excl. for mosaic floors)",0,0,0,0,0,0,260,402,441,1012,,0,0,0,0,0,9070,7484,6558,7676,6426,,0,0,0,0,0,0,1048,1236,606,1807
190220,"Pasta, stuffed with meat or other substances, whether or not cooked or otherwise prepared",1403,1762,1790,1554,1266,1045,1141,372,615,1005,,207115,207135,205659,192752,198338,202225,221402,229850,217328,232150,,3357,3799,3426,3084,3570,6069,13542,13636,16140,14629
71231,"Dried mushrooms of the genus """"Agaricus"""", whole, cut, sliced, broken or in powder, but not ...""",671,937,1135,986,965,744,1129,984,999,1005,,9053,4890,2112,1843,2517,2985,2123,1909,3069,3524,,696,967,1185,1031,1158,807,1157,1041,1051,1062
282580,Antimony oxides,4237,1710,1842,1454,1394,1421,862,468,549,1004,,430144,296287,276222,208526,217668,256667,282526,237030,185787,363775,,6030,3057,2920,2062,1836,2135,1460,955,1123,1555
551513,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",1269,1585,1731,2040,2134,1081,1534,1298,419,998,,157709,163008,182397,184444,190928,186731,201542,213004,127150,117825,,1647,2156,2470,2446,2321,1356,1765,1472,714,1223
843691,"Parts of poultry-keeping machinery or poultry incubators and brooders, n.e.s.",49,127,14,332,655,123,38,94,251,998,,22740,21738,24783,26156,50158,99791,36546,40169,49992,53827,,2858,2674,2446,2069,3773,2924,1452,603,804,4963
290920,"Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulphonated, nitrated or ...",340,578,879,1166,973,935,485,703,996,997,,35969,43330,48601,48160,46761,59385,81672,61744,41126,21559,,2536,2991,2939,4064,3239,2903,1514,1355,1728,2182
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms",0,0,0,0,38,58,203,20,377,994,,6,0,0,0,66,6,45,29,21,43,,14834,6611,5061,5557,5761,4122,20771,11053,22225,55937
382100,"Prepared culture media for the development or maintenance of micro-organisms incl. viruses ...""",9,109,15,42,137,262,193,102,4429,988,,2998,4317,5807,6059,9214,6538,7345,9519,197367,106376,,17515,25804,21020,25929,32144,39075,51480,67935,83430,90747
381190,"Oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and ...",2127,8742,18958,32100,775,2822,5517,4163,1502,986,,16093,13328,20984,19398,10308,13750,10907,21338,12248,9599,,33138,58457,52563,56586,23419,36598,71298,88928,65543,54857
441400,"Wooden frames for paintings, photographs, mirrors or similar objects",1155,1139,1272,1054,1180,1180,1133,887,647,986,,418728,422243,445252,452674,426461,422032,501921,447279,452520,460501,,2548,2234,2172,1832,1760,1748,2084,1658,1306,1716
490300,"Children's picture, drawing or colouring books",656,633,445,520,914,1095,593,1514,794,986,,529103,602829,622261,578816,559811,544607,604050,676307,653257,733881,,1666,2132,2057,1470,1910,2341,2043,3410,4820,5270
750400,"Powders and flakes, of nickel (excluding nickel oxide sinters)",246,4,79,9,59,11,2,98,23,982,,42519,39963,24574,24481,25926,52412,90474,75904,89176,129383,,11890,9192,12440,8499,9692,13020,15516,13994,10756,12344
390939,"Amino-resins, in primary forms (excl. urea, thiourea and melamine resins and MDI)",0,0,0,0,0,0,300,103,246,981,,0,0,0,0,0,7336,3894,4328,2308,3130,,0,0,0,0,0,0,40619,4521,2744,3377
151219,"Sunflower-seed or safflower oil and their fractions, whether or not refined, but not chemically ...",2656,2023,1376,1668,1224,1098,959,2231,940,979,,486,427,1432,1676,641,967,1282,1905,4541,3568,,29842,34842,33111,27874,29049,23009,23914,27641,41554,23489
846591,"Sawing machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials ...",844,706,1369,1074,813,710,1193,561,412,978,,429172,493140,598755,576381,604680,632689,697885,675441,693761,931042,,6089,3858,6418,6674,9324,49597,3732,2556,1383,2328
71339,"Dried, shelled beans """"Vigna and Phaseolus"""", whether or not skinned or split (excluding beans ...""",325,432,593,809,617,760,616,565,908,978,,5178,1350,1555,1585,1359,1162,227,146,115,920,,2942,3189,4131,4163,3522,2652,1997,2084,2913,2791
850421,"Liquid dielectric transformers, having a power handling capacity <= 650 kVA",3569,1008,712,1209,788,742,2120,781,679,977,,90484,98661,138502,91809,74149,77626,88849,125105,137578,106924,,15672,18429,14105,9621,7300,5358,15030,4711,10609,9965
391721,"Rigid tubes, pipes and hoses, of polymers of ethylene",859,357,397,284,684,667,766,571,871,975,,107903,119646,129752,135819,113939,139152,160472,171445,191725,227228,,9493,9574,7950,11487,9376,7623,10913,11669,11079,9508
300650,First-aid boxes and kits,39,30,4892,14,362,151,143,368,415,972,,102582,111441,126551,139680,150734,149277,176801,175779,198058,195917,,1028,1039,5721,1104,1563,1856,1641,1667,1920,3225
30111,Live ornamental freshwater fish,1467,1652,1788,1149,1019,793,977,618,779,972,,5271,4861,3941,3232,3388,3427,4003,4190,4592,3999,,18798,16704,15583,13030,12449,11836,11536,10297,9430,12137
845012,"Household or laundry-type washing machines, with built-in centrifugal drier (excluding fully-automatic ...",1918,2221,3837,3737,6773,4929,1076,50,89,972,,454848,368292,359535,323714,297264,298556,312894,334920,279880,223312,,6736,9317,13138,13594,15311,9581,3273,140,107,1010
41000,"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s.",800,961,1091,847,521,570,516,598,486,971,,59407,64753,58717,78714,81196,83368,95544,82096,90915,74967,,182657,148835,97194,91571,93664,91408,114352,84713,53942,77277
902121,Artificial teeth,93,86,238,10,57,30,243,271,410,968,,126998,160913,187708,194275,206240,215859,255172,359691,294230,381919,,1620,1084,982,734,573,675,1144,1163,1049,1827
846299,"Presses, not hydraulic, for working metal (excluding forging, bending, folding, straightening ...",2144,1006,2574,984,1761,820,2068,1001,358,968,,105397,133306,108242,95621,108883,125951,156830,151578,124327,149592,,29069,19152,16884,9303,9701,13269,13650,6487,5658,11739
821520,"Sets consisting of one or more knives of heading 8211 and at least an equal number of spoons, ...",1874,534,632,608,610,632,1055,944,887,967,,868402,877704,881743,817845,628227,758622,743251,658835,692180,923060,,6590,1740,1755,4787,1180,1151,2019,1772,1462,1754
750512,"Bars, rods, profiles and wire, of nickel alloys, n.e.s. (excluding electrically insulated products)",836,708,162,144,179,26,251,162,1056,967,,37037,25364,21202,21069,16700,25948,26510,48700,57175,58096,,36749,30585,36021,34558,30775,28772,46701,66875,43107,47083
820590,Anvils; portable forges; hand- or pedal-operated grinding wheels with frameworks; sets of articles ...,2990,2132,2183,2214,1915,1891,1699,1521,878,966,,79712,82622,83260,86321,85782,114796,118233,108527,128467,150804,,10967,8096,6676,8031,5711,7320,6018,8223,6264,4999
