Product code,Product label,Singapore's imports from Viet Nam-Value in 2012,Singapore's imports from Viet Nam-Value in 2013,Singapore's imports from Viet Nam-Value in 2014,Singapore's imports from Viet Nam-Value in 2015,Singapore's imports from Viet Nam-Value in 2016,Singapore's imports from Viet Nam-Value in 2017,Singapore's imports from Viet Nam-Value in 2018,Singapore's imports from Viet Nam-Value in 2019,Singapore's imports from Viet Nam-Value in 2020,Singapore's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
851511,"Soldering irons and guns, electric",0,0,0,0,0,0,0,0,0,0,,2,23,91,94,12,17,261,402,278,6,,816,843,846,851,389,749,655,565,490,1079
852729,"Radio-broadcast receivers not capable of operating without an external source of power, of ...",0,0,6,0,0,0,0,0,1,0,,59,6,0,7,131,33,1,248,16,9528,,12524,8637,3306,2585,3826,1495,3862,2423,1413,7890
852692,Radio remote control apparatus,0,1,0,0,0,0,3,0,3,0,,281,101,378,191,401,1652,13481,14705,15713,142801,,10140,27462,31179,10521,5748,6127,12567,12899,9672,13926
870990,"Parts of self-propelled works trucks, not fitted with lifting or handling equipment, of the ...",0,0,0,1,0,0,0,0,1,0,,81,100,0,4,12,43,6,7,4,4225,,16862,19005,10737,6181,7029,5022,3521,4775,8901,7959
854130,"Thyristors, diacs and triacs (excluding photosensitive semiconductor devices)",0,0,11,0,1,27,44,0,1,0,,18,17,2,1,72,30,8,21,43,474,,40172,39015,38191,38474,39245,52436,56596,50991,45235,64739
854610,Electrical insulators of glass (excluding insulating fittings),0,0,0,0,0,0,0,0,0,0,,0,0,1,25,206,446,534,696,451,427,,439,409,205,619,229,77,533,470,378,339
854710,"Insulating fittings for electrical purposes, of ceramics",38,0,0,1,0,25,0,27,3,0,,16675,22270,24017,24337,24011,26448,27039,25964,24758,11646,,6076,6271,7257,6187,6382,12021,15307,7332,11054,14527
854810,"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary ...",1,10,3,0,0,0,0,0,0,0,,135,97,52,27,232,127,155,84,84,72,,165,117,361,113,13,2508,18,1,325,0
860110,Rail locomotives powered from an external source of electricity,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,41068,0,0,0,58299,99130,141588,0,0
860400,"Railway or tramway maintenance or service vehicles, whether or not self-propelled, e.g., workshops, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,202,,8310,257,1806,8796,8161,20,864,854,2505,3458
860610,Railway or tramway tank wagons and the like (excluding self-propelled),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,374,0,,,0,0,95,748,5,213,0,0,0,0
860691,"Railway or tramway goods vans and wagons, covered and closed (excluding self-discharging goods ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,5,,354,0,0,0,0,0,0,0,1,0
860719,"Axles, for electrical purposes, and wheels and parts thereof for railway or tramway locomotives ...",0,0,0,0,0,0,0,0,0,0,,132,68,375,608,283,357,909,874,956,1330,,3546,6179,3794,12449,19563,9699,4392,6493,5520,3386
870190,"Tractors (excluding those of heading 8709, pedestrian-controlled tractors, road tractors for ...",0,0,0,0,0,0,0,0,0,0,,13168,8281,12770,11085,10016,13187,0,0,0,,,10686,6246,17208,6356,2988,1830,0,0,0,0
870350,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,341,0,,,0,0,0,0,0,0,23,3,3,66
847940,Rope or cable-making machines (excluding twisting machines of the type used in spinning mills),2,0,0,0,0,7,0,1,0,0,,457,498,428,701,115,247,88,95,215,2060,,4347,8908,10497,3398,1199,1793,2424,2417,1221,256
847321,"Parts and accessories of electronic calculating machines of subheading 8470.10, 8470.21 or ...",0,0,0,307,11,11,7,18,0,0,,28186,13408,19110,25643,20218,10388,11518,11331,7208,575,,12453,9912,7401,12368,15597,11099,5737,8915,4073,5809
847521,Machines for making optical fibres and preforms thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,2478,424,2371,749,294,229,135,633,403,2
847689,"Automatic goods-vending machines, without heating or refrigerating devices; money changing ...",1,3,0,0,0,0,0,0,0,0,,0,6,0,1,0,1,445,939,0,10890,,2575,2436,2207,3082,1608,2883,3451,2267,1821,1738
851180,"Electrical ignition or starting equipment, incl. cut-outs, of a kind used for spark-ignition ...",0,0,0,0,0,1,0,0,0,0,,57,65,3551,2727,3249,2726,2032,862,787,2511,,2684,3975,3634,1735,9069,3040,5676,3254,2046,4413
850433,Transformers having a power handling capacity > 16 kVA but <= 500 kVA (excluding liquid dielectric ...,6178,5869,4977,2425,254,0,0,7,1,0,,2789,6113,7537,7082,6945,7933,7658,7995,6061,2461,,16189,29623,17767,12621,13279,13573,9272,12044,11399,14219
850630,Mercuric oxide cells and batteries (excluding spent),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
845320,"Machinery for making or repairing footwear of hides, skins or leather (excluding sewing machines)",0,0,0,0,0,0,0,0,0,0,,586,576,404,3009,1021,1853,1071,1145,302,799,,1389,428,311,443,202,208,261,81,63,27
844833,"Spindles, spindle flyers, spinning rings and ring travellers, for machines of heading 8445",27,14,18,100,0,0,0,0,0,0,,11,0,53,0,30,14,29,55,0,28,,8943,5345,4844,6062,3530,1986,880,346,251,861
845891,"Lathes, incl. turning centres, for removing metal, numerically controlled (excluding horizontal ...",0,0,0,0,35,0,0,7,0,0,,377,201,207,723,737,836,652,518,647,37,,26333,27758,13800,11319,11627,6791,6935,14951,5637,7613
845910,"Way-type unit head machines for drilling, boring, milling, threading or tapping metal",0,0,0,0,0,0,2,0,0,0,,0,47,2,3,70,0,29,8,23,23,,2215,343,1134,1164,535,173,2289,371,153,34
845929,"Drilling machines for working metal, not numerically controlled (excluding way-type unit head ...",253,0,30,0,0,0,0,1,17,0,,620,879,683,996,245,355,769,1476,647,34,,12301,12348,17140,9153,9011,8154,7210,5087,9362,7414
845931,"Boring-milling machines for metals, numerically controlled (excluding way-type unit head machines)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,65,0,11,10,,9279,5130,2168,6162,1253,1477,1068,1216,1801,517
846021,"Grinding machines, for working metal, in which the positioning in any one axis can be set up ...",0,0,137,0,0,0,0,0,0,0,,0,3,34,6,21,0,0,0,0,,,7221,6782,8050,3856,7680,6195,0,0,0,0
846510,"Machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials, ...",0,0,0,0,0,0,0,0,0,0,,23,22,59,73,4,132,49,47,1792,76,,4645,3721,4519,4166,4146,3604,1650,625,838,1164
846719,"Pneumatic tools for working in the hand, non-rotary type",0,3,1,1,0,0,3,5,0,0,,12,503,35,21,127,12,46,132,18068,13886,,7039,9361,4395,3311,5440,6014,5893,4063,2289,7199
847029,"Electronic calculating machines not incorporating a printing device, with mains connection ...",0,0,0,0,0,0,0,0,0,0,,7,0,0,30,51,1,41,127,28,6,,741,467,793,634,1450,2556,2791,2105,1575,1799
841830,"Freezers of the chest type, of a capacity <= 800 l",0,0,0,0,1,24,3,0,2,0,,48,42,198,368,121,40,19,274,243,32,,4058,4888,4273,3185,4896,4048,5366,6116,7749,10358
840110,Nuclear reactors [Euratom],0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,3,0,0,0,,,8,140,0,0,0,0,0,0,0,2
840390,"Parts of central heating boilers, n.e.s.",0,0,1,0,0,0,0,0,0,0,,11,37,18,304,8,196,51,4,0,68,,2253,1610,10769,5513,2177,1035,1952,1544,1050,542
840820,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",0,0,0,0,0,0,0,0,0,0,,364,335,184,41,77,695,111,1399,143,360,,5737,9995,6914,5792,9466,8942,21819,26497,30583,27767
841012,"Hydraulic turbines and water wheels, of a power > 1.000 kW but <= 10.000 kW (excluding hydraulic ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,13,2,0,1,0,0,,,680,29,10,17,4087,24,46,202,1,7
780200,"Lead waste and scrap (excluding ashes and residues from lead production heading No 2620"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,56,90,3014,2642,857,262,8507,2834,4293,3165
830120,"Locks used for motor vehicles, of base metal",0,0,0,0,0,0,0,0,0,0,,3047,3960,9890,15643,19108,21595,25630,22383,44842,36617,,1071,1035,1314,1342,1617,1918,1012,586,489,1200
830150,"Clasps and frames with clasps, incorporating locks, of base metal",0,0,0,0,4,0,0,52,0,0,,77,13,20,445,63,78,69,70,99,41,,918,1263,752,375,361,286,207,549,391,996
844120,"Machines for making bags, sacks or envelopes out of paper pulp, paper or paperboard (excluding ...",0,0,0,0,0,0,0,0,0,0,,1072,550,6,96,471,0,228,380,79,18,,1602,639,1180,1010,555,498,199,212,386,1120
844240,"Parts of machinery, apparatus and equipment for preparing or making printing blocks, plates, ...",0,7,100,7,418,59,0,0,24,0,,2,0,71,45,26,32,26,72,75,185,,17709,13847,17053,16299,17246,17821,12014,10248,6164,5296
844712,"Circular knitting machines, with cylinder diameter > 165 mm",0,0,0,0,0,0,0,0,0,0,,1433,0,90,96,128,128,482,724,509,456,,1,2,0,0,0,0,0,0,0,0
843230,"Seeders, planters and transplanters for use in agriculture, horticulture and forestry",0,0,14,0,0,0,0,0,0,0,,51,104,280,115,264,172,0,0,0,,,394,3,93,43,123,48,0,0,0,0
843240,"Manure spreaders and fertiliser distributors for use in agriculture, horticulture and forestry",0,0,0,0,0,0,0,0,0,0,,5,14,42,0,6,31,0,0,0,5,,120,257,378,658,369,362,0,0,0,0
843359,"Harvesting machinery for agricultural produce (excluding mowers, haymaking machinery, straw ...",0,0,0,0,0,0,0,0,0,0,,222,118,414,520,617,413,708,394,304,843,,96,407,71,21,95,59,192,107,70,22
843360,"Machines for cleaning, sorting or grading eggs, fruit or other agricultural produce (excluding ...",0,0,0,0,0,0,0,1,0,0,,1263,752,178,225,263,399,389,369,5198,1808,,290,33,176,1918,69,152,178,290,717,982
843699,"Parts of agricultural, horticultural, forestry or bee-keeping machinery, n.e.s.",31,0,0,0,0,8,0,0,22,0,,214,216,2530,2069,7630,9114,9207,7321,6237,3339,,10299,8663,7613,7294,5879,7087,6907,6992,5122,6268
843710,"Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables",0,0,0,0,0,7,1,0,0,0,,1106,2084,1863,4059,5104,3502,2407,2421,4561,962,,1332,1006,747,2109,573,1631,835,521,586,728
841911,Instantaneous gas water heaters (excluding boilers or water heaters for central heating),1,0,0,14,0,0,0,0,0,0,,0,27,3,6,56,4,0,14,0,19,,2508,3360,4928,5289,3948,3604,2092,2612,8512,2664
842122,Machinery and apparatus for filtering or purifying beverages (excludingwater),0,43,1,3,8,9,0,0,0,0,,0,22,0,4,27,32,28,1,13,93,,9630,12898,6991,7947,7863,10729,10098,8212,5518,4854
842481,"Agricultural or horticultural mechanical appliances, whether or not hand-operated, for projecting, ...",0,0,30,0,0,2,0,0,0,0,,699,713,257,1318,1525,1123,0,0,0,,,4200,4087,3945,3315,3157,3106,0,0,0,0
842810,Lifts and skip hoists,0,0,0,11,2,0,0,0,0,0,,708,996,2285,3631,3197,1510,1672,3264,1075,716,,108530,124387,120837,128003,117071,75272,69015,70245,71074,71639
842860,"Teleferics, chairlifts, ski-draglines; traction mechanisms for funiculars",0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,13,0,0,5,,10998,19597,11062,5773,1332,473,966,869,1742,647
842940,Self-propelled tamping machines and roadrollers,28,0,1,0,96,0,0,0,29,0,,620,1428,1034,868,1879,2704,1139,1006,826,43,,18989,26245,22396,21252,18260,20161,19839,11828,6020,7973
842951,Self-propelled front-end shovel loaders,0,0,0,0,0,0,0,0,0,0,,6524,2806,2691,1424,642,1210,1300,1315,1496,411,,50504,20133,12251,16241,9321,8055,21526,20333,33472,17595
800120,Unwrought tin alloys,5,4,3,33,4,10,0,0,0,0,,4,0,73,15,19,236,40,26,0,4,,53347,67057,18825,4304,3197,3576,10343,1486,1076,9261
810294,"Unwrought molybdenum, incl. bars and rods obtained simply by sintering",0,0,0,0,0,0,0,0,0,0,,0,33,92,0,0,0,0,0,0,,,0,0,61,47,0,54,9,34,0,323
810296,Molybdenum wire,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,1,0,0,6,,385,315,449,302,211,109,156,237,29,30
810430,"Magnesium raspings, turnings and granules, graded according to size; magnesium powders",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,4,3,27,0,,,39,116,5,8,3,2,3,34,34,32
810590,"Articles of cobalt, n.e.s.",0,0,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1326,182,59,,12255,18363,38316,13040,9824,8797,16275,11730,13620,13928
810730,Cadmium waste and scrap (excluding ashes and residues containing cadmium),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,4,0,0,0,6,0,0,13
811020,Antimony waste and scrap (excluding ash and residues containing antimony),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,222,,10,0,2,10,1,0,0,0,0,2
811219,"Articles of beryllium, n.e.s.",12,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,3274,2145,2397,981,1005,1750,841,550,2179,7431
811259,"Articles of thallium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,9,13,1,0,0,0,1,0
811300,"Cermets and articles thereof, n.e.s.; waste and scrap of cermets (excluding ash and residues ...",0,0,0,0,0,0,0,0,0,0,,9903,6646,6284,4117,4835,3501,6212,4280,5856,2771,,6800,5411,5887,4686,5788,6552,8019,8752,8187,10114
820130,"Mattocks, picks, hoes and rakes, with working parts of base metal (excluding ice axes)",0,0,0,0,0,0,0,0,0,0,,1578,4221,4816,842,782,796,2816,6771,6260,6246,,2121,158,143,955,144,155,192,248,87,201
820510,"Hand-operated drilling, threading or tapping hand tools",0,0,0,0,0,15,0,0,0,0,,670,2720,22,5,23,4,16,1,3,16,,6914,5641,10676,9461,8896,5394,5625,4284,4735,4849
720219,"Ferro-manganese, containing by weight <= 2% carbon",0,0,0,0,0,0,0,0,0,0,,12765,14974,26038,8035,5733,22978,18169,16576,9162,31267,,0,0,34,32,3,0,5,60,0,1
720221,"Ferro-silicon, containing by weight > 55% of silicon",412,281,319,1003,450,0,0,0,0,0,,28612,72556,203469,303308,43540,5250,464,1397,12537,37437,,472,407,339,1682,1439,1918,2416,687,1168,1869
731419,"Woven cloth, incl. endless bands, of iron or steel wire (excluding stainless and woven products ...",11,0,0,0,1,0,4,0,0,0,,28,217,228,250,336,315,413,1412,1962,2110,,2436,2661,1983,2595,1719,2864,2297,2891,3724,1697
731442,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection, coated with ...",0,0,0,0,13,0,0,0,0,0,,55,49,116,150,142,65,136,44,133,573,,826,612,834,760,731,681,428,483,461,406
731590,"Parts of skid chain, stud-link chain and other chains of heading 7315 (excluding articulated ...",15,40,0,8,0,0,0,0,0,0,,114,48,118,53,114,178,123,133,450,666,,7345,12774,14758,18753,3477,2946,4675,10962,3835,15892
740100,Copper mattes; cement copper (precipitated copper),0,0,0,0,0,0,0,0,0,0,,3155,4556,568,5511,22208,16543,4838,0,0,144,,168,527,1803,524,83,282,1059,178,479,935
740200,"Copper, unrefined; copper anodes for electrolytic refining",8,27,35,0,50,24,50,151,0,0,,0,406,4476,1317,365,2,0,0,7,349,,4552,3875,3951,2802,2969,2187,2371,2712,4074,3670
740311,"Copper, refined, in the form of cathodes and sections of cathodes",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,102,0,109,5617,28806,,,302972,6515,49534,212021,1055356,531873,161377,73655,60227,206667
740312,"Copper, refined, in the form of wire-bars",0,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2574,,969,814,1403,909,888,2396,2378,4667,1262,1482
741510,"Nails, tacks, drawing pins, staples and similar articles, of copper or with shafts of iron ...",18,6,8,10,14,12,10,0,0,0,,11,8,31,36,64,34,18,7,274,682,,1528,1167,674,801,3482,4951,4980,4200,3935,3753
750110,Nickel mattes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,210,52,47,69,1083,82,151,68,10984,70
750210,"Nickel, not alloyed, unwrought",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,28,,671320,1008605,1724489,951205,297461,167481,63691,393568,304057,56740
750610,"Plates, sheets, strip and foil, of non-alloy nickel (excluding expanded plates, sheets or strip)",0,0,0,0,0,0,0,0,0,0,,0,0,106,15,112,226,183,44,55,347,,2518,2449,1706,4471,2385,2068,1307,587,535,758
760310,"Powders of aluminium, of non-lamellar structure (excluding pellets of aluminium)",0,0,0,0,0,0,0,0,0,0,,19,0,1,0,12,17,0,0,0,,,491,399,249,152,192,328,758,1698,1915,2878
760320,"Powders of aluminium, of lamellar structure, and flakes of aluminium (excluding pellets of ...",0,0,0,0,0,0,0,0,0,0,,0,0,2,16,34,90,103,4,0,34,,176,43,34,36,7,81,82,417,133,520
30339,"Frozen flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae"""" ...""",1,0,0,0,0,0,0,0,0,0,,654,91,0,246,115,592,531,553,782,239,,136,70,170,52,87,104,90,42,131,273
30345,"Frozen Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,13,0,0,0,0,163,0,0,0,41,,87,64,10,9,3,0,105,181,163,1419
30399,"Frozen fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, milt ...",0,0,0,0,0,0,60,0,0,0,,0,0,0,0,0,0,1654,6871,11823,14135,,0,0,0,0,0,0,3031,0,0,0
30246,"Fresh or chilled cobia """"Rachycentron canadum""""""""",0,0,0,0,0,0,0,0,0,0,,0,181,49,1,1290,140,166,1535,245,,,0,1,0,0,0,1,0,0,0,0
30271,"Fresh or chilled tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,2,0,0,,14,0,46,197,2,11,9,38,1,353,,708,661,1087,858,845,890,776,720,453,550
30283,"Fresh or chilled toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3,0,0,0,0,0,16,5,0,0
30290,Fresh or chilled fish livers and roes,0,0,0,0,0,0,0,0,0,0,,214,0,0,0,0,0,0,0,0,,,749,724,769,618,848,676,0,0,0,0
40221,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, unsweetened",0,110,1972,0,0,180,0,0,0,0,,41377,48070,33691,189,34612,37314,65802,55114,53493,82,,243572,343201,339043,173755,143651,191380,191182,189013,173871,209844
50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, ...",0,0,0,0,0,0,0,0,0,0,,269,302,553,18,1722,332,2177,3638,5121,,,0,0,0,0,0,0,0,0,0,0
60110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant (excluding those used for ...",0,0,0,0,0,0,0,0,0,0,,36,5,24,21,1,21,0,4,71,5,,0,0,7,1,1,0,12,20,1,13
60120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory ...",0,0,0,0,0,0,0,0,0,0,,132,105,133,11,36,81,152,45,73,95,,56,167,82,74,210,559,93,43,13,35
30483,"Frozen fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...""",58,0,1,0,0,40,93,2,0,0,,3733,3453,2797,3588,2508,3736,3593,4499,2114,3708,,221,103,287,285,619,1437,1659,1700,1529,2624
30539,"Fish fillets, dried, salted or in brine, but not smoked (excluding tilapia, catfish, carp, ...",0,0,1,0,2,0,0,0,1,0,,1411,27,982,274,942,1212,1032,1134,1178,2560,,169,131,115,129,191,102,3448,4357,83,123
30544,"Smoked tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., Silurus spp., Clarias spp., ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,248,0,92,0,26,10,249,,12,3,0,0,0,0,0,0,0,0
30561,"Herring (Clupea harengus, Clupea pallasii), only salted or in brine (excluding fillets and ...",0,0,0,0,0,0,0,0,0,0,,20,30,0,0,133,0,0,11,0,4,,0,0,3,1,2,0,1,1,0,0
30563,"Anchovies """"Engraulis spp."""", salted or in brine only (excluding fillets and offal)""""",0,0,0,0,10,0,0,38,46,0,,1233,922,0,14203,4,2865,6274,8784,10011,6508,,142,72,102,80,153,297,274,244,141,37
30629,"Crustaceans, even smoked, fit for human consumption, whether in shell or not, live, fresh, ...",127,105,91,95,60,50,0,0,0,0,,376,72,109,288,1121,905,0,0,0,,,223,188,237,387,385,531,0,0,0,0
10231,Pure-bred buffalo for breeding,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,2,0,0,0
10514,"Live domestic geese, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
10594,"Live fowls of the species Gallus domesticus, weighing > 185",0,0,0,0,0,0,0,0,0,0,,0,0,0,18,95,0,0,0,200,159,,145984,166695,161404,144409,140820,138605,151527,147158,147599,162768
10614,Live rabbits and hares,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,5,14,41,45,61,168,192,141,98,230
10641,Live bees,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,0,7,2,0
20230,"Frozen, boneless meat of bovine animals",0,0,0,0,0,0,0,0,0,0,,2,33,1329,99,4116,3006,2544,1836,949,14858,,100776,99248,102884,112801,98621,104922,101886,106236,121298,169922
20319,"Fresh or chilled meat of swine (excluding carcases and half-carcases, and hams, shoulders and ...",0,0,0,0,0,0,0,0,0,0,,14,12,5,4,8,20,2,4,10,,,13820,12606,11886,10429,12394,15247,11977,9143,7771,7249
20321,Frozen carcases and half-carcases of swine,1505,4235,244,0,0,0,0,1805,369,0,,56173,37350,46633,64114,90579,69503,43998,60173,28246,44892,,7578,11268,9356,7744,7164,8166,11257,4921,3634,3987
20421,Fresh or chilled sheep carcases and half-carcases (excluding lambs),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,1158,1083,1335,1338,1510,1693,1871,1315
20423,Fresh or chilled boneless cuts of sheep,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,13,0,0,0,,,2308,2604,3146,3004,3369,3586,3689,3281,3154,3248
20621,Frozen edible bovine tongues,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,459,413,730,4570,1437,658,633,678,616,1051
20629,Frozen edible bovine offal (excluding tongues and livers),0,0,0,0,0,41,0,0,0,0,,40,0,0,4,81,46,77,482,28,7409,,13464,16497,18936,25599,17516,18689,16517,12943,10941,10254
20680,"Fresh or chilled edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,0,,0,11,0,180,256,688,605,1386,0,,,2,5,0,0,0,0,0,0,11,18
20725,"Frozen turkeys of the species domesticus, not cut into pieces",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,18,0,0,0,,,1571,1438,1983,1928,2441,1275,940,1559,1056,1767
20727,Frozen cuts and edible offal of turkeys of the species domesticus,0,0,0,0,0,0,0,0,0,0,,0,138,13,0,4,125,182,888,830,16,,690,878,903,989,1633,604,670,1872,911,1327
20744,Fresh or chilled cuts and edible offal of domestic ducks (excluding fatty livers),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0
21011,"Hams, shoulders and cuts thereof of swine, salted, in brine, dried or smoked, with bone in",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,,,1438,1499,1217,1240,1142,698,267,391,190,185
30214,"Fresh or chilled Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",18,0,0,0,0,0,0,108,0,0,,13,17,0,949,0,114,938,1815,913,16,,23847,27799,27302,21426,23925,25957,29372,31537,34949,44912
30223,"Fresh or chilled sole """"Solea spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,339,316,269,186,227,267,259,242,253,235
100610,"Rice in the husk, """"paddy"""" or rough""""",0,0,0,0,0,0,0,0,0,0,,4286,3550,1755,11558,996,1116,1092,1625,2086,2639,,0,54,0,4,20,0,0,0,0,55
152200,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,0,0,0,0,0,0,0,0,0,0,,310,592,69,135,3,0,0,0,6,,,51,7,749,99,5189,10023,575,489,170,6
160413,"Prepared or preserved sardines, sardinella and brisling or sprats, whole or in pieces (excluding ...",0,0,1,0,2,1,1,12,3,0,,10309,9418,16318,13928,17383,16153,11681,15120,25933,27109,,10445,9885,9886,8887,8241,7316,7125,7159,14779,7394
90510,"Vanilla, neither crushed nor ground",0,0,0,0,84,0,0,0,0,0,,0,6,7,17,276,1194,766,336,0,,,415,325,2545,411,687,1330,736,686,928,686
90932,"Cumin seeds, crushed or ground",0,0,0,0,0,0,0,0,0,0,,1,275,247,313,737,2209,2939,3211,3304,2544,,475,484,531,490,890,509,467,627,571,643
100710,"Grain sorghum, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,30,0,0,,,39,0,0,0,0,0,0,0,0,0
100790,Grain sorghum (excluding for sowing),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0,0,,,2,9,26,27,20,22,21,4,16,8
100850,"Quinoa """"Chenopodium quinoa""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,31,49,279,246,445,614,811,906,887,840
110220,"Maize """"corn"""" flour""""",0,0,0,0,0,0,0,0,0,0,,147,95,32,44,50,61,73,45,38,300,,650,538,581,614,761,735,876,776,1160,1164
110610,"Flour, meal and powder of peas, beans, lentils and the other dried leguminous vegetables of ...",0,0,0,0,0,0,0,0,0,0,,0,12,5,28,26,9,22,9,0,15,,482,590,587,454,743,568,511,687,944,750
110811,Wheat starch,0,0,0,0,0,0,0,0,0,0,,3766,2494,300,2586,1118,306,702,770,757,29,,10449,7626,7247,5516,3177,4807,16423,13268,12184,10386
120590,"High erucic rape or colza seeds """"yielding a fixed oil which has an erucic acid content of ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1741,391,201,166,321,0,0,,,0,0,109,6,0,0,0,0,0,0
120721,Cotton seeds for sowing,0,0,0,0,0,0,0,0,0,0,,662,126,11,117,1,15,13,0,13,14,,5,1,0,0,0,0,6,2,58,23
120799,"Oil seeds and oleaginous fruits, whether or not broken (excluding edible nuts, olives, soya ...",11,0,0,30,0,0,0,0,1,0,,1009,630,345,544,7922,14814,17948,15211,17497,2141,,1390,1340,1897,1821,1472,1914,2488,3175,2286,2597
