Product code,Product label,Germany's imports from China-Value in 2012,Germany's imports from China-Value in 2013,Germany's imports from China-Value in 2014,Germany's imports from China-Value in 2015,Germany's imports from China-Value in 2016,Germany's imports from China-Value in 2017,Germany's imports from China-Value in 2018,Germany's imports from China-Value in 2019,Germany's imports from China-Value in 2020,Germany's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
420231,"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...",51363,71066,53402,47620,41121,41066,35313,30109,19544,27298,,522950,717955,718883,953674,632052,591583,451904,389678,337743,390259,,218688,259378,243515,211366,229797,239624,238006,209640,172791,193500
620449,"Women's or girls' dresses of textile materials (excluding of wool, fine animal hair, cotton ...",24739,21754,19581,18622,16235,15437,19441,24140,22595,27287,,329053,257795,269478,524228,533225,683783,353014,410518,222420,246181,,78136,68066,62913,57784,62329,68833,88081,100030,90058,104323
843131,"Parts of lifts, skip hoists or escalators, n.e.s.",18444,12745,11180,11499,14072,12495,18945,18530,18182,27167,,676619,756303,814031,791524,798071,884634,1017657,1092312,921100,1014410,,523362,585951,591407,405382,413496,496656,566733,540870,591857,635447
853921,Tungsten halogen filament lamps (excluding sealed beam lamp units),53712,78654,85564,70665,59586,33367,31923,22740,21657,27077,,695451,821799,804150,676992,647194,498922,471321,328051,421317,431681,,216105,248025,233737,203203,187919,168637,166861,121853,114409,123127
591190,"Textile products and articles, for technical purposes, specified in Note 7 to chapter 59, n.e.s.",8706,10495,14134,12831,11779,13260,13864,16316,20226,27077,,280355,329500,361282,336906,346802,361393,388620,418987,396166,442666,,132341,130300,142524,123087,139892,143694,150215,145423,155301,195330
293139,"Separate chemically defined organo-phosphorous derivatives, n.e.s.",0,0,0,0,0,23022,41778,28560,21355,27034,,0,0,0,0,0,1626583,2130309,1811378,1710320,2864803,,0,0,0,0,0,66566,88103,80725,73220,89546
660199,"Umbrellas and sun umbrellas, incl. walking-stick umbrellas (excluding umbrellas having a telescopic ...",34145,33856,37082,37124,31648,27575,33786,28571,23277,27028,,1060934,1135854,1199761,1173524,970995,855399,836885,848427,649670,669265,,39272,38716,42661,42680,37975,33403,38232,33382,28456,33727
820411,"Hand-operated spanners and wrenches, incl. torque meter wrenches, of base metal, non-adjustable",17548,17025,16237,17941,20599,23889,25450,23529,23220,26993,,350106,383291,483823,407543,414661,414305,447936,439786,417703,514854,,102588,91855,98670,93294,93818,102863,123088,122929,129481,163062
81340,"Dried peaches, pears, papaws """"papayas"""", tamarinds and other edible fruits (excluding nuts, ...""",10799,19200,26076,23170,26039,19985,24412,28285,23358,26973,,91955,90008,100124,109115,114027,96634,124388,127175,156597,200074,,42444,53300,65265,55075,64556,62433,74747,76715,75733,87296
293219,"Heterocyclic compounds with oxygen hetero-atom[s] only, containing an unfused furan ring, ...""",11238,10588,8955,12073,23820,9574,9768,14580,11576,26860,,96909,168934,180614,171590,273196,109305,118735,143342,128674,152113,,34677,33058,25189,27474,63110,44286,60977,67942,111633,194202
610832,"Women's or girls' nightdresses and pyjamas of man-made fibres, knitted or crocheted (excluding ...",11682,13703,16507,12928,15118,19859,19079,17729,15710,26810,,870035,993342,1208926,1178370,1106050,1127368,1307395,1377782,1488527,1937390,,33554,37097,47356,42307,43457,49402,47210,42809,45888,70556
841320,Hand pumps for liquids (excluding those of subheading 8413.11 and 8413.19),9589,9670,13367,12107,11773,14263,13316,12360,19287,26791,,138671,181231,241846,255331,269620,291625,342369,370359,816101,508553,,48462,51090,54786,45646,42991,50819,59319,62015,74056,82758
821300,"Scissors, tailors' shears and similar shears, and blades therefor, of base metal (excluding ...",22466,19727,26260,24122,25779,23854,25125,24106,23521,26749,,430820,467977,590306,514794,457060,521241,534328,552881,596293,674869,,46720,43892,50169,46506,48968,48220,49346,47908,51242,61768
842390,"Weighing machine weights of all kinds; parts of weighing machinery, n.e.s.",27197,28598,23451,25039,18768,18163,17189,17744,21971,26632,,162419,195105,188153,163321,159576,174862,176925,183361,185954,237972,,82841,83477,81743,79485,70642,68903,60437,57774,59228,70778
392329,"Sacks and bags, incl. cones, of plastics (excluding those of polymers of ethylene)",13812,14972,19774,18948,16794,19024,21192,22246,19975,26498,,814640,936936,1039422,1111341,1055826,1116069,1232634,1458325,1831384,2112791,,240224,264754,278062,241719,233346,238113,260794,257867,269407,331661
281122,Silicon dioxide,33055,33310,24169,24901,19242,19765,20107,19945,16261,26387,,379119,393438,524050,497234,457156,502248,589364,550296,486506,599345,,193009,171387,179352,151828,167130,195971,217936,202985,168774,192788
850434,Transformers having a power handling capacity > 500 kVA (excluding liquid dielectric transformers),8743,4911,9575,14777,14315,13215,22450,20674,21518,26385,,152214,127985,155280,190749,180030,194290,200737,202730,191832,211763,,80850,77052,77923,60408,45436,39972,53946,62787,50592,53347
691310,"Statuettes and other ornamental articles of porcelain or china, n.e.s.",22562,20182,23698,23727,22603,24172,23608,23850,20460,26341,,2384345,2286867,1376848,1684689,1211630,1064214,1137389,1180449,1103793,1413970,,31336,29097,32029,28157,27707,29275,30685,28919,25548,33723
950651,"Tennis rackets, whether or not strung (excluding table-tennis bats)",13422,15013,13711,9097,21306,20859,23625,23119,27559,26234,,59263,56819,51946,50301,40992,40158,42881,43084,40318,51032,,17266,18708,17858,13100,26635,27183,30491,30670,34398,35386
420500,Articles of leather or composition leather (excluding saddlery and harness bags; cases and ...,21204,22560,31733,24745,19960,28194,28360,25206,20017,26206,,377207,456550,604003,597411,628057,411182,460673,483434,413609,535305,,62010,67461,87323,107156,85549,82735,89251,87874,70786,81695
901730,"Micrometers, callipers and gauges (excluding gauges without adjustable devices of subheading ...",14819,13362,14985,14659,20340,23996,27240,25728,18882,26138,,136832,128099,133564,128096,138885,128623,149115,144873,129087,162283,,48785,46495,50864,43760,63161,71211,64986,59408,45529,59177
681591,"Articles of stone or other mineral substances, n.e.s. containing magnesite, magnesia in the ...",10691,17089,17748,18935,20041,29147,33097,29304,23504,26126,,198363,190074,273136,262777,245833,356396,552673,383685,290444,400542,,24303,28326,37130,45302,37242,47466,54719,52489,42326,47419
292529,Imines and their derivatives; salts thereof (excluding chlordimeform [ISO]),9445,11543,9854,11686,12776,11692,21978,17892,18200,25961,,168904,198985,209847,166359,165609,180675,213398,226400,246517,321273,,67952,69442,65694,59912,91074,63018,74159,73656,85883,104575
960910,"Pencils and crayons, with leads encased in a rigid sheath",20943,18277,19241,19097,21986,22782,21505,22494,22020,25887,,337254,363271,434990,482951,511999,504613,529300,512660,403353,379856,,47202,48294,53498,54984,71592,77929,83778,82555,86615,97680
610120,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",29197,25962,22787,18607,18126,20875,14846,19055,20050,25840,,206047,212739,192722,218713,158470,100699,81287,77026,48421,66335,,69968,79534,90151,75027,72365,80387,90169,108569,117540,178817
630253,Table linen of man-made fibres (excluding knitted or crocheted),29522,24194,24915,24971,25198,27399,28013,30156,27179,25831,,532258,572908,588819,540402,479274,470238,502441,540372,400863,519184,,42302,38010,40774,39136,37487,41804,43323,45530,41902,41414
540753,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",17846,20038,15948,17337,22127,24234,23828,24888,24267,25820,,260400,308967,322279,310027,293566,321734,373002,384336,329544,348953,,40144,51326,47478,50262,55978,52619,53927,58295,57583,64314
611420,"Special garments for professional, sporting or other purposes, n.e.s., of cotton, knitted or ...",21767,19548,18252,22740,23230,74031,76385,32915,21953,25713,,167111,229399,149920,164260,142269,140776,184165,245542,295682,866208,,125538,137477,179203,202814,222880,344826,465232,429675,351342,394851
852792,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing ...",35417,34409,29046,31321,30431,32960,28827,32090,23168,25637,,282119,262069,256846,269050,234334,235889,172873,159264,153352,147973,,45840,42846,38298,42555,36291,35807,31921,37688,25983,31196
853670,"Connectors for optical fibres, optical fibre bundles or cables",7264,7201,9613,9460,8418,8776,10217,12297,19766,25604,,249767,311575,300381,317982,315649,385283,401044,386910,462644,632351,,52208,52269,58924,50102,52951,73270,76590,77316,70006,83658
880240,"Aeroplanes and other powered aircraft of an of an unladen weight > 15.000 kg (excl. helicopters, ...",0,0,0,55030,55713,0,0,0,33051,25602,,134236,289654,864216,711842,332398,402502,1230904,1378612,701405,802062,,15259611,18055952,19319373,16351328,13925806,8883286,6795016,8521116,5886253,4884710
292990,Compounds with nitrogen function (excluding amine-function compounds; oxygen-function amino-compounds; ...,42281,32724,36573,17760,13733,20566,24102,22821,21988,25482,,175606,205396,309589,229059,180498,245666,296189,258063,255589,225107,,52012,45252,48528,30110,27187,35042,45507,44424,42048,49333
490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, ...",18555,18343,22268,21701,22040,26958,24435,23522,22731,25449,,555941,587835,614152,653098,599186,654630,652613,687746,500350,514536,,61858,64440,70743,66898,75142,105325,111207,109833,99149,109625
590190,Tracing cloth; prepared painting canvas; buckram and similar stiffened textile fabrics of a ...,12687,12666,10992,11932,10131,12096,12559,15685,18324,25400,,258890,267656,301970,270437,259068,243291,298471,275850,249827,259299,,24567,23966,21660,21368,19899,19418,19756,20222,22737,32151
280469,"Silicon containing < 99,99% by weight of silicon",26976,53446,107016,161099,80234,83510,100548,74678,36368,25345,,1144421,1442326,1978294,1777572,1279308,1528143,1609058,1212269,1113223,1902268,,636939,604691,609020,574610,547636,525204,692164,523133,478958,576981
843061,"Tamping or compacting machinery, not self-propelled (excluding hand-operated tools)",8272,7846,9272,8431,7961,10023,12592,15401,16159,25188,,68496,85511,87739,67472,68041,70555,76578,83213,90382,110774,,34472,30832,33847,29620,25836,22718,23003,30589,30071,47849
420291,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",62901,63921,66075,57566,53024,51316,39249,29823,21851,25165,,132977,132565,119755,105350,108854,156350,151611,306185,443382,352810,,136184,143993,161976,151036,147348,154560,141448,137185,108224,120492
401610,"Articles of cellular rubber, n.e.s.",4543,4970,5858,7180,6751,6142,5258,9362,15275,25119,,84502,110474,144723,120539,108681,102448,107285,129116,151805,195417,,17163,19578,20099,23003,22727,25123,25481,31805,36037,49149
850120,"Universal AC-DC motors of an output > 37,5 W",12323,12018,9342,8975,10798,12246,16270,10839,14941,25077,,193249,190967,192331,172547,146593,157846,149578,131412,135742,138191,,75238,71914,85553,74098,59487,60026,74219,87195,64571,80917
841520,"Air conditioning machines of a kind used for persons, in motor vehicles",944,2451,7209,5602,8099,5340,5900,17711,16939,25055,,158247,157980,168615,182992,202716,245014,252943,215100,188294,259902,,227349,194943,177350,166524,297411,355019,372974,312755,271521,274368
621133,"Men's or boys' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",35153,38352,46912,31877,25858,25436,27092,28149,26242,25024,,1248227,1210776,1260706,1082215,974542,910280,948429,1068815,964391,954883,,86027,93973,103879,90808,98225,102560,115851,107423,106653,100883
401150,"New pneumatic tyres, of rubber, of a kind used for bicycles",9563,13881,18852,19457,14652,17299,18485,19844,17960,24810,,248453,240835,258280,244454,219277,216799,223006,214814,200619,303005,,92655,99053,107719,111242,99982,99549,109003,85261,86253,134326
680422,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",15363,19402,19568,19909,21428,22564,25083,25635,23326,24680,,302723,355805,494016,524588,521494,585147,647365,672511,750624,877429,,199978,203710,221693,201222,200233,218423,237859,226768,201848,229686
360410,Fireworks,108242,105387,132406,125655,117572,114526,135315,116319,107681,24669,,723683,771269,849567,846760,732045,719701,866317,799004,640674,731716,,118274,111674,138476,133093,120800,120967,140168,120761,112443,24950
854511,"Electrodes of graphite or other carbon, for electric furnaces",12668,13757,14624,13710,8029,45436,91912,40613,25841,24648,,644001,563223,539345,388667,268437,1153000,2948275,2256059,789476,928395,,115072,94010,94400,82600,71592,119273,295916,214986,111969,119031
560900,"Articles of yarn, strip or the like of heading 5404 or 5405, or of twine, cordage, ropes or ...",9101,10505,10836,9307,9804,10767,12792,16464,16360,24646,,147451,191237,183212,217545,197274,238062,288350,307545,304281,377546,,13728,17061,18079,16966,19114,22438,27379,32489,34798,50694
950430,"Games with screens, flipper and other games, operated by coins, banknotes, bank cards, tokens ...",16694,20904,20602,17782,21875,12591,6474,15890,23696,24630,,510421,669223,696627,602624,515626,394171,462193,568708,370830,508174,,220365,178916,142199,123426,124752,128449,238728,108377,80881,67894
292149,"Aromatic monoamines and derivatives; salts thereof (excluding aniline, toluidines, diphenylamine, ...""",3732,4889,7040,7101,6547,6013,7619,15481,9928,24628,,122011,134371,136729,132258,123663,141733,175647,172703,192402,230285,,72825,123141,132691,91017,75201,99423,136452,153153,96031,127966
621290,"Corsets, braces, garters, suspenders and similar articles and parts thereof, incl. parts of ...",33939,33640,31664,23925,23208,26100,27762,28800,26739,24610,,24808,33459,37801,43296,33400,34561,34722,43483,38488,54986,,62636,63536,62394,55107,53940,61140,72430,69979,64677,62224
291614,Esters of methacrylic acid,10869,14502,10647,8861,8931,15385,19400,15459,11333,24562,,129392,141912,96943,84250,78927,192995,198732,131557,109438,386991,,142616,152590,140023,122320,116647,184212,210555,177540,134441,219394
630492,"Articles for interior furnishing, of cotton (excluding knitted or crocheted, blankets and travelling ...",20930,23760,24880,24272,23069,28446,29212,29562,25068,24464,,133020,156429,175781,147949,148705,161382,157908,133917,138797,159886,,46330,57453,61708,58647,57661,66372,69440,65692,65538,74432
846781,"Chainsaws for working in the hand, with self-contained non-electric motor",30854,22115,26664,23246,22368,24768,29078,27180,24575,24440,,430775,409933,432723,376425,382832,468071,498319,493889,551308,650261,,75909,74098,81744,62881,72466,83262,99219,78187,73916,88196
711890,Coin of legal tender,0,0,0,9698,16380,10226,13995,17631,26329,24425,,0,0,0,0,0,0,0,0,7019,0,,0,0,0,1495062,1656082,2044433,1801619,2048809,3514873,3556447
630491,"Articles for interior furnishing, knitted or crocheted (excluding blankets and travelling rugs, ...",20911,13648,14241,14942,13250,17129,22069,23241,26160,24280,,710659,870493,768440,646448,539033,505334,473457,491150,486215,500366,,43710,40215,36054,32321,28369,28781,41758,39013,42807,43438
293420,"Heterocyclic compounds containing in the structure a benzothiazole ring-system, whether or ...",16735,16396,18338,18912,16953,17709,21941,59872,34981,24267,,353593,324602,342472,321419,329105,376332,483622,516796,354901,407290,,126840,108251,49767,30562,39328,47205,48184,77905,53796,44063
844820,"Parts and accessories of machines for extruding, drawing, texturing or cutting man-made textile ...",21423,26017,15367,14161,5601,8939,13523,14016,16020,24246,,35716,29990,66279,45647,34748,35170,57052,59718,52131,85109,,69435,52141,40570,30251,27634,47783,49996,44121,41545,59403
200560,"Asparagus, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",24157,29706,35983,26767,27616,32466,27760,27557,28395,24219,,122120,154817,165580,134748,139211,136120,120197,120815,120476,117803,,47157,56310,58559,51394,46271,45288,44359,43745,47912,39974
290930,"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",26904,28601,25048,26194,22438,26022,26995,31820,21701,24192,,317942,263247,278698,255554,262848,282892,310040,294012,291151,298188,,66318,59684,58076,54904,49398,51316,56157,65546,49278,58634
271312,"Petroleum coke, calcined",43216,38930,34336,31480,24965,18126,58375,36011,16283,24106,,441563,439359,413835,473209,420800,469590,827257,620998,397940,653688,,235559,186336,165929,132028,106979,109883,278250,239344,103126,127738
481910,"Cartons, boxes and cases, of corrugated paper or paperboard",15161,13688,14380,12158,12206,14423,16007,12483,14852,24039,,690257,838379,918589,1047654,858956,882622,1018609,1270123,1521137,1693279,,465338,490639,519085,435427,422748,474378,534964,514781,519250,649132
732190,"Parts of domestic appliances non-electrically heated of heading 7321, n.e.s.",5798,6966,7142,7377,8282,12044,11145,13427,14278,24031,,416376,486238,536061,632100,559560,611242,624036,608381,791219,1014499,,71109,78971,75795,60074,64540,69356,77067,80036,84567,120681
420329,"Gloves, mittens and mitts, of leather or composition leather (excluding special sports gloves)",65033,63915,59542,42908,34128,35955,32616,30596,24495,24025,,910944,973587,1006740,842146,662306,637461,622440,552716,434907,437532,,154209,166288,171044,137393,126011,125138,129245,123687,109461,119129
961380,"Lighters (excluding gas fuelled pocket lighters, and fuses and primers for propellent powders ...",15894,15004,18384,17206,21672,23459,26776,22021,21709,23923,,130335,140546,144049,149329,142468,151655,177254,178130,178144,218312,,45120,45563,54557,48372,56556,52424,58919,53076,51346,64127
852290,Parts and accessories suitable for use solely or principally with sound reproducing and recording ...,128928,109117,100503,60357,65295,53049,47082,42184,20296,23846,,2699846,1996288,1712360,1709707,1114107,1023807,891975,701608,560293,671185,,244928,201023,203045,155540,117552,91041,80136,72283,35083,41626
190230,"Pasta, cooked or otherwise prepared (excluding stuffed)",13512,14451,16564,15792,18071,17089,15524,17380,17437,23774,,535968,576645,602659,596074,597535,619286,660106,661068,719118,679089,,117451,123699,134877,144454,159691,166810,188338,191625,217355,241673
842290,"Parts of dishwashing machines, packing or wrapping machinery and other machinery and apparatus ...",9033,10825,13868,12963,14801,20137,27466,23803,21570,23663,,181817,198527,268288,269158,319124,447839,320823,317320,336667,391220,,526885,590379,572946,528571,584049,618588,662161,626665,605189,683786
940430,"Sleeping bags, whether or non-electrically heated",25556,23887,26173,23087,22492,23375,26874,23617,20765,23656,,323133,328583,351674,367074,343363,343725,353262,347942,330702,425537,,34213,37697,38889,40719,40883,41992,42549,40780,49805,53461
848250,Cylindrical roller bearings (excluding needle roller bearings),9040,7797,9806,8587,8282,10213,15919,17603,15116,23631,,157139,147188,250558,222828,185702,261290,240617,244153,194974,245272,,325175,382630,420886,328721,325196,332816,393706,392173,313350,394621
950440,Playing cards,4251,8078,10631,10685,9022,5694,8955,9989,13806,23596,,149079,168192,162710,179608,165288,152268,172969,183449,212711,206103,,39931,51561,42769,46160,67006,96253,107224,106682,135682,250261
844339,"Printers, copying machines and facsimile machines, whether or not combined (excluding those ...",18106,20651,13202,14586,16249,16727,16191,19045,15069,23588,,104030,96256,131729,123333,117178,144795,156077,172557,225324,259071,,60753,57348,55322,47236,46435,44696,41044,31642,24625,36114
701342,"Glassware for table or kitchen purposes of glass having a linear coefficient of expansion ...""",3221,3722,4285,4326,4997,5563,8753,10371,14456,23577,,132973,137778,111652,92784,87333,106699,116637,131163,151722,200902,,18037,20796,26098,29000,26739,31889,36070,49735,46850,56111
611130,"Babies' garments and clothing accessories of synthetic fibres, knitted or crocheted (excluding ...",19975,20719,25919,24085,22229,27691,27967,22912,19805,23469,,407220,501034,535511,506559,487344,471244,495787,448827,353461,424783,,29724,32467,42693,41250,41060,46436,49615,43053,42542,45414
442191,"Articles of bamboo, n.e.s.",0,0,0,0,0,11211,11862,12258,16321,23423,,0,0,0,0,0,332389,398354,495087,525995,564355,,0,0,0,0,0,15939,15862,16681,21217,29458
130239,"Mucilages and thickeners derived from vegetable products, whether or not modified (excluding ...",13813,17085,21616,14862,14788,14146,17600,19198,20574,23396,,293262,356047,397121,375782,360134,400852,447598,446627,434219,470725,,101481,115564,119049,84325,70037,66047,73662,77878,91013,111889
681510,"Articles of graphite or other carbon, incl. carbon fibres, for non-electrical purposes",10846,10652,14111,14126,14496,20591,34747,17242,16085,23370,,35467,35080,47679,52317,51157,45496,55082,59928,47701,69709,,403953,418461,515535,538935,540045,561644,719207,801993,586470,605398
291462,"Coenzyme Q10 """"ubidecarenone """"INN""""""""""""",0,0,0,0,0,7527,9994,9426,22172,23362,,0,0,0,0,0,153737,149946,140527,236132,327687,,0,0,0,0,0,8747,11641,10906,24505,25838
841583,"Air conditioning machines comprising a motor-driven fan, not incorporating a refrigerating ...""",3015,2308,4161,3993,4060,4948,17156,11359,20280,23301,,77163,71732,89299,80917,150894,233578,242010,114621,103431,136671,,126762,124547,131126,127502,145496,160767,182698,169234,201221,219995
291619,"Unsaturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids ...",22032,18723,19150,14919,18789,19711,20519,26927,17606,23273,,321619,309002,331974,284772,270514,290127,365208,381755,416226,417946,,33105,27948,30718,26587,25705,27857,30355,41465,31355,36929
330129,"Essential oils, whether or not terpeneless, incl. concretes and absolutes (excluding those ...",17451,18785,19326,22438,22653,25220,42362,29279,23189,23263,,184063,212237,366108,502812,355724,296054,415551,303870,263267,261321,,107019,114189,120048,122094,134508,141353,164556,156222,164681,155798
691090,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",9236,8957,6439,6565,8019,7034,10533,16122,18412,23218,,15718,29648,67157,125729,62118,50949,31864,39127,41826,54088,,64673,84831,84595,79238,86878,129423,150795,144423,148055,178282
940389,"Furniture of other mareials, including cane, osier or similar materials (excluding of bamboo, ...",26856,20834,23155,19074,18593,16987,15844,21601,19085,23137,,2316421,2308534,2849253,2669887,1430845,1218111,1287285,1554670,1892200,2103971,,61799,66150,53926,52495,68636,71450,66215,73206,71447,73403
401140,"New pneumatic tyres, of rubber, of a kind used for motorcycles",5129,10659,15584,21066,18018,18740,24731,21888,19305,23028,,263218,288457,332767,315879,316437,355117,342127,368022,389958,470136,,124947,142279,144077,122662,133047,129150,137786,125082,117429,141283
842129,Machinery and apparatus for filtering or purifying liquids (excluding such machinery and apparatus ...,9747,7893,24462,24024,9475,9290,23842,19781,16615,23019,,460583,507682,645957,609605,612100,742316,722471,782723,851300,865024,,441160,461516,538687,500560,474939,510161,563742,581815,680873,723356
847490,"Parts of machinery for working mineral substances of heading 8474, n.e.s.",17088,15232,14309,14880,12178,13525,19155,20205,16674,22976,,857501,888308,933101,944187,903568,992710,1100723,1299942,1302310,1541859,,315953,338711,310303,296312,270847,286733,358694,340088,287815,361991
90111,Coffee (excluding roasted and decaffeinated),92584,67973,69788,59905,66118,55873,63907,40785,27537,22974,,214091,194121,198923,179787,196171,174235,191846,132576,123526,84365,,3895629,2897714,3213964,3105896,2937066,3110873,2791865,2549476,2736605,3238322
848690,Parts and accessories for machines and apparatus of a kind used solely or principally for the ...,11036,12513,6701,11416,14085,16624,19722,17635,14687,22942,,452494,466650,490913,550132,744403,1039628,1356855,1089797,1243950,1689293,,600200,542421,529211,436888,443716,535486,595028,561119,555299,737390
481890,"Paper, cellulose wadding or webs of cellulose fibres, of a kind used for household or sanitary ...",8447,8822,9758,13771,15358,15879,16586,18834,36219,22691,,132736,217499,252438,252139,262182,302066,374177,409748,433388,473192,,110597,101369,83773,78783,92251,99498,111434,123068,148501,129347
610453,"Women's or girls' skirts and divided skirts of synthetic fibres, knitted or crocheted (excluding ...",19428,19676,22822,22070,22555,20681,20142,27946,25910,22663,,727049,796005,893704,841386,614363,532402,489400,491571,392637,465710,,49755,59080,77586,66087,64212,61814,65680,74950,67430,58849
731100,"Containers of iron or steel, for compressed or liquefied gas (excluding containers specifically ...",5807,5862,10711,10568,9897,12087,15505,16034,14872,22646,,518714,513714,573022,578920,520836,581114,646258,721941,755276,1091972,,155977,154060,161730,149050,145577,151266,166431,182339,164495,210784
391400,"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms",7632,9491,13815,9783,12906,17621,14434,19809,20138,22643,,180840,191861,211217,202560,183207,207725,233844,269992,269654,280508,,81625,99107,99395,96789,99812,114925,110600,126605,140907,159750
841581,"Air conditioning machines incorporating a refrigerating unit and a valve for reversal of the ...""",9740,15694,8552,5499,9247,5357,8408,14466,23021,22616,,601582,774250,818025,776871,839245,543065,506751,458974,529666,461741,,82879,109958,109051,83480,108859,89573,90099,85473,98288,80690
590610,"Adhesive tape of rubberised textile fabrics, of a width of <= 20 cm (excluding that impregnated ...",8317,9068,11459,10794,11287,16823,16718,15698,16483,22598,,98011,74716,55608,43239,52070,58094,53495,61933,70822,78250,,54281,54700,58093,52306,54824,68792,73791,65113,62210,75564
151800,"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ...",142,759,2768,728,312,528,479,451,15421,22597,,67754,72545,94701,66858,89701,258565,394842,521071,751876,1171837,,326973,474909,381867,287758,393056,425305,497664,482652,648305,661343
293590,Sulphonamides (excl. perfluorooctane sulphonamides),0,0,0,0,0,20491,17628,23396,21408,22576,,0,0,0,0,0,677144,734435,711994,804692,832814,,0,0,0,0,0,1780553,4592567,517460,484004,346127
854130,"Thyristors, diacs and triacs (excluding photosensitive semiconductor devices)",11672,9439,12503,12017,17005,20581,25288,22996,18139,22535,,269607,231191,248794,444628,576689,726494,667489,676846,661393,711844,,124719,118912,124014,132298,149928,178199,185913,147677,150432,182350
841919,"Instantaneous or storage water heaters, non-electric (excl. instantaneous gas water heaters, ...",35541,23193,13887,12400,8433,8848,11047,11858,16212,22404,,133431,130655,146820,161849,143990,170367,201608,165990,162338,160818,,353474,306179,281235,222780,204294,212868,235568,229391,262496,346246
392210,"Baths, shower-baths, sinks and washbasins, of plastics",14955,15321,16158,16334,17361,18485,15870,13430,18062,22398,,433217,380139,326112,339044,308894,360453,406110,462967,589425,775075,,132682,134444,139977,141175,146789,156049,173827,164935,185287,225095
853810,"Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 8537, not ...",4749,5580,6767,7775,8043,9678,12224,13465,14109,22353,,233758,260083,273077,277141,269054,305310,320481,287589,254663,306813,,205081,221828,267259,237639,238545,286441,319721,309019,290056,393022
860110,Rail locomotives powered from an external source of electricity,0,0,0,0,0,0,0,0,3584,22334,,390107,164464,141952,724169,112910,129451,43559,20117,95249,176175,,80857,310478,70597,105425,72719,41958,40270,13365,16840,68522
846692,"Parts and accessories for machine tools for working wood, cork, bone, hard rubber, hard plastics ...",7877,7544,8670,6607,8457,8440,10272,11675,13927,22196,,88378,103156,123337,112857,136624,158127,160399,197720,282895,328525,,146325,147342,159410,152479,155027,192863,185279,180754,191460,227445
293379,"Lactams (excluding 6-hexanelactam """"epsilon-caprolactam"""", clobazam """"INN"""", methyprylon """"INN"""", ...""",5829,6752,10978,10544,6769,12307,18552,21556,20280,22157,,160614,181643,219188,161103,165038,204926,268947,321114,366433,594978,,68009,183891,211813,301870,842058,961256,6425188,7305726,6573561,4565472
292419,"Acyclic amides, incl. acyclic carbamates, and their derivatives, and salts thereof (excluding ...",12378,13093,18401,14241,19097,20311,18157,19978,19993,22108,,400516,452681,454923,396855,361528,448725,562004,510784,522684,794286,,138049,152817,154386,139926,153130,157182,174496,170698,166441,234211
871496,"Pedals and crank-gear, and parts thereof, for bicycles, n.e.s.",8929,8058,9496,7698,7307,6999,7342,8507,10773,22049,,144732,145397,179150,151976,143073,137433,151552,148181,176562,268304,,128330,110453,115263,116681,113086,114508,126236,129846,150440,223160
940382,"Furniture of bamboo (excl. seats and medical, surgical, dental or veterinary furniture)",0,0,0,0,0,13612,14522,18721,18155,22027,,0,0,0,0,0,88406,105245,103644,129335,161824,,0,0,0,0,0,14933,15335,19954,19854,24283
871420,"Parts and accessories for carriages for disabled persons, n.e.s.",21422,23120,22412,23369,22953,20491,19234,20876,19225,22020,,185540,192857,224974,233092,221653,241936,251752,278554,253769,289159,,91621,93684,109494,99645,103631,106299,101878,102533,85364,86553
