Product code,Product label,China's imports from Australia-Value in 2012,China's imports from Australia-Value in 2013,China's imports from Australia-Value in 2014,China's imports from Australia-Value in 2015,China's imports from Australia-Value in 2016,China's imports from Australia-Value in 2017,China's imports from Australia-Value in 2018,China's imports from Australia-Value in 2019,China's imports from Australia-Value in 2020,China's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
460192,"Plaits and similar products, of bamboo plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,2,0,3,3,2,5,,38,67,133,94,90,15,66,47,16,21
470319,"Unbleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3000,63,892,1387,920,2867,16297,9769,26329,13265
470321,"Semi-bleached or bleached coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...",156,346,0,0,0,0,0,0,0,0,,2,75,0,17,0,0,406,209,0,0,,4336466,4375745,4799741,4824948,4768370,5228332,6789380,5862620,5110674,6227611
470620,"Pulps of fibres derived from recovered """"waste and scrap"""" paper or paperboard""""",0,0,10,0,0,0,0,0,0,0,,88,65,10,69,88,37,11,313,46,26,,11188,5750,4354,3760,5908,5983,126011,311548,533978,953416
470710,"Recovered """"waste and scrap"""" paper or paperboard of unbleached kraft paper, corrugated paper ...""",87619,97768,78620,72296,65591,88541,122505,66093,24441,0,,117686,102612,94818,73083,78828,130701,109340,67141,54991,96807,,3716452,3551419,3190440,3156114,3059398,3692322,3246219,1559229,942075,85388
480220,"Paper and paperboard of a kind used as a base for photosensitive, heat-sensitive or electrosensitive ...",0,0,0,0,0,0,0,0,0,0,,1098,261,747,303,185,328,66,114,47,128,,11233,9408,6979,9152,8677,9483,9934,9129,6754,7027
480240,"Wallpaper base, uncoated",0,0,0,0,0,0,0,0,0,0,,0,1,3,9,20,18,4,33,7,138,,28959,29420,16088,8414,7408,6340,4643,2418,1803,1108
960630,Button moulds and other parts of buttons; button blanks,16,0,1,1,0,0,2,0,0,0,,7,9,1,14,57,27,16,52,12,3,,12196,9803,9586,9776,9291,10745,11523,10743,8044,11496
960840,Propelling or sliding pencils,0,0,0,0,0,0,0,0,0,0,,10,25,14,35,56,75,17,31,33,27,,1788,2439,2352,3576,4314,6220,8612,8193,9067,13951
961100,"Hand-operated date, sealing or numbering stamps, and the like; hand-operated composing sticks ...",5,0,1,0,0,0,0,0,2,0,,503,345,218,95,323,235,338,226,260,285,,2874,2678,2872,3220,2531,3761,5388,4739,4292,5145
860120,Rail locomotives powered by electric accumulators,0,0,0,0,0,0,0,0,0,0,,0,0,69,63,0,27,40,36,31,0,,131,1299,318,257,976,0,206,414,0,0
880212,Helicopters of an unladen weight > 2.000 kg (excl. unmanned of heading 8806),0,0,0,0,0,0,0,0,0,0,,19011,34668,44911,13407,70747,55920,83922,238892,25697,62742,,134431,354153,186203,438490,218136,261030,280920,186442,224476,171152
900630,"Cameras specially designed for underwater use, for aerial survey or for medical or surgical ...",0,0,0,0,0,0,0,20,0,0,,2411,1368,2417,2280,1301,3961,6010,4545,6332,2184,,340,625,1561,894,297,1702,356,437,563,506
900653,Cameras for roll film of a width of 35 mm (excl. instant print cameras and special cameras ...,0,0,0,0,0,0,0,0,0,0,,50,96,4,73,73,113,514,79,124,92,,1952,1939,1012,927,1101,1444,2693,2990,2600,2667
900791,"Parts and accessories for cinematographic cameras, n.e.s.",0,0,0,0,0,0,89,0,0,0,,8523,6500,7433,5489,5342,2847,4838,4735,5078,7094,,4033,3697,883,1159,2501,7484,5042,1910,2683,4264
901110,Stereoscopic optical microscopes,0,0,24,1,28,2,0,0,0,0,,425,220,176,98,56,139,123,916,20,320,,82719,92446,97525,95249,100324,126430,119514,125638,115444,97849
902139,Artificial parts of the body (excluding artificial teeth and dental fittings and artificial ...,48,1797,1143,2529,1523,1891,2762,5030,365,0,,78182,88510,90043,87192,88651,95630,92447,89915,78202,89243,,261218,333448,404391,442499,483050,506568,638814,651775,560790,767021
902221,"Apparatus based on the use of alpha, beta, gamma or other ionising radiation, for medical, ...",0,0,0,106,0,701,0,21,0,0,,2650,1713,3075,3481,971,5986,10117,7435,4343,3572,,28692,30070,44418,22082,21233,27034,16883,20731,22981,14644
902230,X-ray tubes,0,0,0,30,15,7,0,0,0,0,,2326,3763,4303,4231,2569,4528,7160,3833,1471,2385,,236831,264281,313436,322031,370110,432579,481574,511716,569827,656325
910521,"Wall clocks, electrically operated",1,1,0,0,2,0,0,0,0,0,,36,68,36,74,18,185,79,86,69,65,,8406,7939,8411,7759,7670,3666,7092,5287,5367,4841
910610,Time registers and time recorders,0,1,3,1,3,33,0,0,0,0,,177,203,133,403,1014,342,405,743,528,364,,602,500,1241,1085,1262,1261,1275,1313,1174,843
890590,"Light-vessels, fire-floats, floating cranes and other vessels, the navigability of which is ...",0,0,0,0,0,0,0,0,0,0,,37943,21310,1303,418,3083,373,190200,2441,8,1406,,8103,250000,1999,217231,6836,88308,3107,284679,550075,1646896
890790,"Rafts, tanks, coffer-dams, landing stages, buoys, beacons and other floating structures (excluding ...",188,1,1,37,9994,13651,0,2601,1368,0,,73244,76273,107101,83207,24550,18506,16943,12592,7669,8809,,21509,9263,11097,17627,17913,22864,10842,7037,5591,5454
910820,"Watch movements, complete and assembled, with automatic winding",0,0,0,0,0,0,0,0,0,0,,25,3,1,24,22,0,59,25,88,184,,108449,288773,81505,86153,148491,97955,78782,76568,64666,51053
911120,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of base ...",0,0,0,0,0,0,0,0,0,0,,20,51,99,27,30,173,9,126,10,49,,93868,130209,142190,164590,158781,182251,161844,153896,107373,46472
911310,"Watch straps, watch bands and watch bracelets, and parts thereof, of precious metal or of metal ...",0,0,0,0,0,0,0,0,0,0,,908,1,48,1,69,24,36,14,17,45,,1922,1968,2601,8423,2526,2428,2368,2606,3464,4529
930400,"Spring, air or gas guns and pistols, truncheons and other non-firearms (excluding swords, cutlasses, ...",0,0,0,0,0,0,0,0,0,0,,34,267,380,306,1195,38,581,61,130,208,,2449,1743,2032,2753,3037,3609,2240,3809,2672,2841
940430,"Sleeping bags, whether or non-electrically heated",0,3,25,0,26,1,1,3,0,0,,253,305,570,317,433,1025,604,619,187,414,,1007,1199,1589,2157,2435,1417,1578,1729,727,973
940210,"Dentists', barbers' or similar chairs having rotating as well as both reclining and elevating ...",0,3,0,1,12,0,0,0,0,0,,1008,1378,638,669,529,1436,1355,1154,490,1192,,3732,5578,10323,7513,6184,5839,7936,8201,4399,5235
845590,"Parts of metal-rolling mills, n.e.s.",184,35,0,0,0,2,0,0,0,0,,74,742,61,488,160,66,184,649,1387,147,,219008,184798,172199,122187,160475,70231,119031,122186,125088,77120
845612,"Machine tools for working any material by removal of material, operated by light or photon ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,22,257,2778,131,1010,,0,0,0,0,0,7332,4673,4825,863,1670
845710,Machining centres for working metal,0,1500,0,0,0,0,0,0,0,0,,524,2858,327,1404,810,926,7702,742,1906,1555,,5651613,3336471,4336823,3294273,2744382,3390849,3463781,2135017,1851027,2454233
845720,"Unit construction machines """"single station"""", for working metal""""",0,0,0,0,0,0,0,0,0,0,,48,17,430,832,114,78,29,180,3,0,,44692,22388,14260,11146,17443,12769,16548,14896,8769,10611
845899,"Lathes, incl. turning centres, for removing metal, not numerically controlled (excluding horizontal ...",0,0,0,0,1,0,0,0,0,0,,1734,872,856,633,320,755,5765,17137,148,180,,8230,2175,2419,5231,1934,6639,5600,8437,4521,1965
845940,Boring machines for metals (excluding way-type unit head machines and boring-milling machines),19,0,0,0,0,0,0,0,0,0,,183,678,160,182,628,0,0,0,0,0,,73357,88426,44015,32573,32403,0,0,0,0,0
846029,"Grinding machines, for working metals, metal carbides or cermets, in which the positioning ...",0,356,0,0,0,0,0,0,0,0,,280,215,1100,2983,2594,3436,3066,436,535,1510,,23068,19016,25864,28196,13496,16373,23526,15089,14125,20007
846120,"Shaping or slotting machines, for working metals, metal carbides or cermets",0,0,0,0,0,0,0,0,0,0,,1672,313,463,667,226,50,75,171,29,139,,201,6317,195,34,3430,67,8619,2508,481,1550
846130,"Broaching machines, for working metals, metal carbides or cermets",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,4,3,4,2,,82491,74570,49667,57384,36899,47416,43773,32413,30746,19369
846140,"Gear cutting, gear grinding or gear finishing machines, for working metals, metal carbides ...",503,511,0,0,0,0,0,0,0,0,,275,146,893,494,424,790,297,104,341,83,,359539,372599,271040,237715,309820,316967,417692,346716,223983,283438
846239,"Shearing machines, for flat products (excl. slitting lines, cut-to-length lines, presses, combined ...",0,0,2,8,0,0,0,77,18,0,,112,637,85,351,150,1302,296,544,444,251,,31088,33485,44613,22104,12216,20418,11933,21196,16084,11063
846249,"Punching, notching or nibbling machines for flat products incl. combined punching and shearing ...",0,46,0,7,0,0,20,4,0,0,,662,681,384,214,53,212,444,125,360,595,,49499,35192,38070,28789,32288,37120,67424,53474,21427,34380
846299,"Presses, not hydraulic, for working metal (excluding forging, bending, folding, straightening ...",2,8,0,0,0,0,0,0,0,0,,2046,1506,832,1779,2587,3186,5579,1950,6747,14724,,188775,124913,113857,134959,115287,124778,131675,152363,90333,135087
846520,"Machining centres for working wood, cork, bone, hard rubber, hard plastics or similar hard ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,341,574,517,979,151,,0,0,0,0,0,37153,61033,38964,18702,17322
846593,"Grinding, sanding or polishing machines for working wood, cork, bone, hard rubber, hard plastics ...",0,28,0,0,25,0,22,0,0,0,,552,308,459,206,312,609,699,1445,205,184,,56358,58694,46965,44331,26254,46162,52748,35122,32409,46367
846594,"Bending or assembling machines for working wood, cork, bone, hard rubber, hard plastics or ...",0,13,0,0,0,0,0,0,0,0,,172,753,131,292,54,149,71,162,141,33,,42381,38088,28934,41815,40928,99590,40278,27518,17392,12011
847141,"Data-processing machines, automatic, comprising in the same housing at least a central processing ...",97,74,24,61,31,113,826,994,11,0,,39555,39113,42235,44064,41840,45068,51673,48108,40643,52880,,510129,662273,416928,268590,185198,480288,329488,272217,124319,117764
848610,Machines and apparatus for the manufacture of boules or wafers,0,0,40338,0,40950,19600,0,0,0,0,,707,1201,713,665,416,444,30,1072,65,6,,601470,368652,570667,432351,662341,646198,821803,1042742,858224,1404158
847890,"Parts of machinery for preparing or making up tobacco, n.e.s.",0,0,0,0,0,0,0,0,0,0,,147,1872,188,3953,116,48,130,2768,3712,3029,,1643,881,5336,6938,9562,16655,21264,19405,12978,17924
848010,Moulding boxes for metal foundry,4,9,0,4,1,0,0,2,0,0,,371,339,1169,1312,700,338,101,593,19,115,,5783,10720,6975,4862,6372,6322,7758,8428,4910,8965
848050,Moulds for glass (excluding moulds of graphite or other carbons and ceramic moulds),10,2,6,7,0,7,1,68,0,0,,201,9,438,290,426,39,96,48,1252,124,,9085,9707,5971,8285,5969,8380,9235,9434,15701,16141
843610,Machinery for preparing animal feedingstuffs in agricultural holdings and similar undertakings ...,0,0,0,0,0,3,0,0,0,0,,482,590,374,300,100,897,388,622,2286,5376,,17706,15250,24689,26166,19611,15329,26283,9570,16174,13616
843691,"Parts of poultry-keeping machinery or poultry incubators and brooders, n.e.s.",0,0,0,0,0,0,0,0,0,0,,158,52,101,96,123,176,1021,898,462,941,,3125,3721,3992,4023,3492,4391,3657,5797,6539,5821
845210,Sewing machines of the household type,0,0,0,0,0,0,0,0,0,0,,2105,2425,2120,3456,2031,2480,2620,1927,2678,3256,,2262,2937,7024,5963,6931,5671,8142,8644,9271,6795
845430,Casting machines of a kind used in metallurgy or in metal foundries,0,0,1298,0,0,0,0,0,0,0,,8938,13998,8041,1647,1328,261,6287,306,99,145,,427469,306352,445387,316005,259490,273244,270319,226753,108063,96920
847529,Machines for manufacturing or hot working glass or glassware (excl. machines for making optical ...,28,87,0,0,0,0,12,0,0,0,,75,92,202,32,100,266,28,2596,423,9,,131883,101161,96302,214921,253592,263245,183395,151909,128731,164236
847681,Automatic goods-vending machines incorporating heating or refrigerating devices (excluding ...,0,0,0,0,0,2,0,0,0,0,,170,404,437,147,626,613,270,337,368,273,,183,499,186,398,226,76,119,58,70,229
854012,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, black and white ...",0,0,0,0,0,0,0,0,0,0,,3,16,19,84,1,0,0,5,0,1,,28,68,0,117,0,94,0,4,0,0
853530,"Isolating switches and make-and-break switches, for a voltage > 1.000 V",1,61,2,0,0,0,29,11,0,0,,7479,11487,7815,5752,9619,5176,4734,7603,20823,16845,,23047,20313,13911,16063,9199,17321,17253,27915,27278,29361
854310,"Electrical particle accelerators for electrons, protons, etc. (excluding ion implanters for ...",0,0,0,0,0,0,0,0,0,0,,737,124,820,595,651,1195,90,68,642,422,,18616,45140,19216,21334,31193,30919,19041,29385,42801,36182
870192,"Tractors, of an engine power > 18 kW but <= 37 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,476,842,324,387,682,,0,0,0,0,0,839,73,1386,5814,4404
870193,"Tractors, of an engine power > 37 kW but <= 75 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,703,2072,915,4519,2420,,0,0,0,0,0,2062,1613,3658,11785,2410
870323,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",0,30,0,0,22,0,0,0,0,0,,1133876,1210678,1026908,1116783,1054214,524534,59182,112665,66480,86819,,30878720,36289111,48735349,36112111,35433372,37905123,36840853,31983334,33023500,36761510
870331,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",0,0,0,0,0,0,0,0,0,0,,1176,613,447,274,2650,962,206,200,193,271,,99,114,176,34,120,0,0,80,0,0
870340,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2461,41495,25633,18495,10719,,0,0,0,0,0,1155751,1590413,3194174,4159888,4470288
870410,Dumpers for off-highway use,0,1840,980,799,0,0,0,0,0,0,,243648,114466,83407,58853,41850,73101,41017,61477,48344,49665,,192973,145072,64680,13873,7613,6302,16687,13451,23898,24743
870423,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,0,0,0,0,0,0,0,0,0,,11924,6317,10641,18145,11070,2453,1984,9820,7810,4390,,1326060,596642,247093,128899,84898,163810,431399,782492,932717,329776
870530,Fire fighting vehicles (excluding vehicles for transporting persons),0,0,0,0,0,0,0,0,0,0,,3143,576,143,60,655,1600,214,86,614,1934,,17038,19064,16254,21381,19995,21792,31184,109805,134318,92099
870590,Special purpose motor vehicles (other than those principally designed for the transport of ...,0,0,0,0,883,160,0,0,0,0,,15210,17928,17831,19372,15843,10996,24796,18533,22274,15234,,68357,128793,130754,93692,47610,41077,50645,80688,37941,20806
870895,"Safety airbags with inflator system and parts thereof, for tractors, motor vehicles for the ...",3,3,8,0,1,0,0,3,2,0,,650,465,323,561,4042,11526,10655,5511,1374,1015,,525935,569786,627450,570560,659893,637609,627527,544807,541032,532623
870911,"Electrical vehicles not fitted with lifting or handling equipment, of the type used in factories, ...",8,0,25,2,12,0,0,0,0,0,,3275,1458,1508,1369,3701,1559,1022,1208,912,404,,20500,13328,19852,19259,9329,13119,15236,14582,12665,13470
871150,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,0,0,0,0,0,0,0,0,0,,6306,4845,5303,5045,4648,6013,11526,9820,5078,5765,,19155,33042,76265,88154,129860,104071,185831,219091,356810,473570
851390,"Parts of portable electrical lamps designed to function by their own source of energy, n.e.s.",0,0,0,3,0,0,0,0,0,0,,200,1801,1753,510,424,541,1257,1340,907,1163,,2463,2593,8112,8145,8716,7711,9410,10933,8921,9701
851950,Telephone answering machines,0,0,0,0,0,0,0,0,0,0,,0,28,18,132,43,14,0,16,29,30,,15,33,39,342,115,43,5,1,0,0
850811,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor, ...",0,2,0,8,1,1,152,0,7,0,,1463,1998,3839,2102,1891,2123,2632,6206,2297,4485,,14263,25312,43390,53597,133175,321834,410993,620703,607621,518636
851010,"Shavers, electric",0,0,0,5,3,1,4,0,0,0,,1137,1139,2620,1108,1429,3283,2832,3801,3676,4014,,27191,23069,40052,51097,64229,78342,110869,138057,150252,131239
852873,"Reception apparatus for television, black and white or other monochrome, whether or not incorporating ...",0,0,0,0,0,0,0,0,0,0,,261,9,24,587,1481,2126,2926,2506,1110,532,,0,0,0,7,1,1,21,0,0,2
853230,"Variable or adjustable """"pre-set"""" electrical capacitors""""",5,0,0,23,26,12,28,19,15,0,,278,244,549,252,568,524,124,84,57,315,,37846,41776,33252,31408,38997,58452,72867,60162,55232,45432
852721,"Radio-broadcast receivers not capable of operating without an external source of power, of ...",0,0,5,0,1,0,0,0,8,0,,823,2185,5202,2631,3505,4128,2070,1154,474,881,,132759,190244,245145,188999,149308,157149,212292,115827,43897,31225
852791,"Radio-broadcast receivers, for mains operation only, combined with sound recording or reproducing ...",0,0,0,0,0,0,0,3,0,0,,738,682,1075,1057,1004,1258,1115,860,649,370,,18488,16991,26030,19584,26506,19231,18157,19530,11505,14383
852842,"Cathode-ray tube monitors """"CRT"""" capable of directly connecting to and designed for use with ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,932,1767,2648,1531,1456,,0,0,0,0,0,209,227,157,48,56
820780,Interchangeable tools for turning,2,0,3,19,0,0,1,0,0,0,,3453,6577,5004,3550,933,617,218,85,72,377,,15704,21063,26400,18196,18541,20232,23514,23617,19510,27631
800110,"Unwrought tin, not alloyed",0,0,0,0,0,0,0,0,0,0,,142,20,29,0,139,724,0,11,53,36,,623058,293718,175697,163850,169087,70851,52881,56104,299640,130849
800300,"Tin bars, rods, profiles and wire, n.e.s.",129,13,0,1,0,1,0,0,0,0,,2510,700,2238,705,726,813,1089,1695,1388,2086,,216280,182032,184615,102291,86975,82330,77320,60818,64599,67110
810196,Tungsten wire,2,1,1,0,0,0,0,0,0,0,,98,12,102,2,3,7,50,16,5,15,,15691,17735,17191,10705,9181,9511,10135,13134,12386,12898
810419,"Unwrought magnesium, containing < 99,8% by weight of magnesium",0,0,0,0,0,0,0,0,0,0,,6,0,32,258,0,24,25,0,0,0,,169,109,276,677,1464,301,146,393,760,718
810490,"Articles of magnesium, n.e.s.",0,57,0,1,0,0,5,0,0,0,,37,79,41,9,17,23,16,25,9,24,,2728,2897,5107,6161,8219,7649,11489,6067,5631,6338
810530,Cobalt waste and scrap (excluding ash and residues containing cobalt),0,0,0,0,0,0,0,0,0,0,,12,0,52,0,0,67,1,9,1,227,,0,0,0,0,0,0,0,0,0,0
821520,"Sets consisting of one or more knives of heading 8211 and at least an equal number of spoons, ...",2,1,0,0,2,0,13,1,1,0,,654,524,283,431,271,384,174,222,334,273,,4267,3482,4118,6319,6001,6838,5708,4718,4590,4049
830260,Automatic door closers of base metal,474,122,76,10,9,1,7,0,19,0,,918,773,583,539,961,2130,1207,734,835,780,,26716,26566,28104,24599,27602,28124,30110,29346,24528,30403
830520,"Staples in strips, of base metal",0,0,1,0,0,6,8,0,0,0,,137,107,393,146,99,28,71,75,86,177,,9069,8980,8774,6945,5123,5278,4159,4063,3554,4380
820820,"Knives and cutting blades, of base metal, for machines or for mechanical appliances, for w ...",0,0,0,0,0,4,0,0,0,0,,385,559,83,131,102,128,1415,1523,543,2243,,7021,7077,7348,6142,7561,9920,11078,9304,7341,7457
821191,"Table knives having fixed blades of base metal, incl. handles (excluding butter knives and ...",0,1,0,0,0,0,0,0,0,0,,228,67,200,95,55,127,102,192,112,197,,969,1152,1408,1653,2151,2141,1791,1647,1224,1866
740819,"Wire of refined copper, with a maximum cross-sectional dimension of <= 6 mm",14310,2606,0,11,9,0,85,0,0,0,,35182,10713,479,324,293,671,312,1732,944,2011,,539331,531873,521766,426246,376514,425996,411072,304300,330832,460589
740990,"Plates, sheets and strip, of copper alloys, of a thickness of > 0,15 mm (excluding copper-zinc ...""",0,0,3,0,0,0,0,0,0,0,,482,71,516,67,22,24,191,288,381,186,,243522,239202,217321,167499,165806,266726,288454,238649,250502,325183
761490,"Stranded wires, cables, ropes and similar articles, of aluminium (other than with steel core ...",0,0,0,0,0,0,0,0,0,0,,656,486,648,225,743,750,472,314,279,479,,331,2520,703,656,1168,1413,1450,549,632,956
761691,"Cloth, grill, netting and fencing, of aluminium wire (excluding cloth of metal fibres for clothing, ...",3,2,63,1,0,28,1,1,0,0,,324,579,527,551,352,653,187,509,273,340,,5868,7126,7280,5852,6721,9401,10067,11733,7033,9250
780411,"Lead sheets, strip and foil, of a thickness """"excluding any backing"""" of <= 0,2 mm""""",0,0,0,0,0,0,0,0,0,0,,104,51,155,35,53,24,76,134,64,72,,5065,5764,1192,1763,587,529,515,457,478,444
780420,"Lead powders and flakes (excluding grains of lead, and spangles of heading 8308)",0,0,0,0,0,0,0,0,0,0,,7003,23870,3189,7395,7583,14783,15216,14583,13324,25801,,149,100,101,92,96,202,63,58,56,1351
810820,Unwrought titanium; titanium powders,0,0,0,0,0,0,0,0,0,0,,33,0,1,0,0,0,4,0,0,66,,6401,9401,9814,7705,28409,39051,51363,76037,56871,123239
811090,"Articles of antimony, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,4612,747,100,0,0,31,38,145,,371,220,288,164,94,374,551,293,376,202
811251,Unwrought thallium; thallium powders,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,1,3,1,3,2
820150,"Secateurs and similar one-handed pruners and shears, incl. poultry shears, with working parts ...",0,0,0,0,0,0,0,0,0,0,,61,40,28,47,55,28,69,29,21,106,,2736,2710,3091,4545,4350,4743,4919,5546,4825,4337
820220,Bandsaw blades of base metal,1,0,0,13,50,37,9,5,0,0,,321,84,130,315,262,313,322,429,273,339,,54406,53023,47961,34502,29878,38972,43693,37771,34888,36247
820330,"Metal-cutting shears and similar hand tools, of base metal",0,1,0,0,2,9,2,0,0,0,,279,528,361,549,201,325,328,186,153,180,,1413,2077,1777,1491,1543,1947,1623,1639,2959,2913
820340,"Pipe-cutters, bolt croppers, perforating punches and similar hand tools, of base metal",6,0,7,0,4,1,202,0,0,0,,785,902,745,686,744,1095,1536,1017,752,727,,2318,2023,2036,2519,2104,2054,2651,2111,1991,2717
844519,"Machines for preparing textile fibres (excluding carding, combing, drawing or roving machines)",0,0,0,0,0,150,0,0,0,0,,2111,1119,258,1604,176,691,67,1316,21,8,,29907,16694,29030,18955,27507,39168,27860,29187,23534,34356
844520,Textile spinning machines (excluding extruding and drawing or roving machines),0,0,0,0,0,0,0,0,0,0,,706,714,802,1672,0,180,24,164,0,0,,211006,205311,227200,190889,185211,272102,200401,174967,140048,162031
844842,"Reeds for looms, healds and heald-frames",0,0,0,0,0,0,0,0,0,0,,41,84,10,119,18,0,11,0,0,0,,13996,14558,18202,16820,16728,18639,20141,17593,15208,17889
843061,"Tamping or compacting machinery, not self-propelled (excluding hand-operated tools)",31,2,1,0,0,0,0,0,0,0,,760,735,975,1638,564,344,869,1032,367,331,,13398,18317,15202,15001,16672,5147,1386,4326,3375,4383
843141,"Buckets, shovels, grabs and grips for machinery of heading 8426, 8429 and 8430",0,36,4,88,30,42,6,0,0,0,,28461,15109,23780,10445,7526,9541,16207,18834,15113,11633,,42921,23488,27829,23586,15887,20239,20995,20668,20611,12961
841460,"Hoods incorporating a fan, whether or not fitted with filters, having a maximum horizontal ...",40,3,12,1,2,10,117,24,79,0,,1158,1273,1053,748,627,713,2890,985,1241,1082,,15290,19157,22541,15026,17119,22645,26562,14815,18250,16990
842831,"Continuous-action elevators and conveyors for goods or materials, for underground use (excluding ...",0,0,0,0,0,0,0,0,0,0,,94,332,56,331,99,788,141,869,202,1652,,26852,21189,9112,4980,3881,6389,15936,16553,12179,16349
842840,Escalators and moving walkways,0,0,0,0,0,0,0,0,298,0,,0,20,47,1058,729,77,124,54,13,2,,1217,3047,5564,933,96,1950,940,146,658,133
842911,"Self-propelled bulldozers and angledozers, track laying",0,0,0,0,0,0,0,0,0,0,,10309,33276,10160,15075,9791,6869,7627,13033,10397,9632,,72303,58635,64584,32185,21219,22855,26444,20906,19028,34428
843010,"Pile-drivers and pile-extractors (excluding those mounted on railway wagons, motor vehicle ...",1458,0,0,1324,6,0,0,7,0,0,,4521,1349,9153,8441,6615,1512,2950,3084,3148,5604,,31607,13482,12166,11951,18527,45206,63507,32399,74904,26772
842211,Dishwashing machines of the household type,4,7,1,1,5,6,1,10,1,0,,514,671,1210,852,3506,2382,1543,527,657,997,,13441,26064,39745,67571,63243,151008,129242,64976,108881,64862
842310,"Personal weighing machines, incl. baby scales; household scales",0,0,0,3,1,0,0,0,0,0,,228,132,112,111,341,365,339,385,300,1153,,1441,1835,2119,2047,1546,2016,2563,4035,2657,1953
841210,Reaction engines other than turbojets,0,2,0,0,0,0,0,0,0,0,,189,203,755,176,473,135,627,718,318,887,,93,60,355,1649,128,27,637,332,34,6
831190,"Wire, rods, tubes, plates, electrodes and the like, of base metal or of metal carbides, coated ...",0,3,0,0,0,0,0,0,0,0,,3474,2114,1045,1595,1962,2461,2757,1272,1029,1711,,24451,17540,18594,17105,18331,21828,16084,19598,13286,14180
840310,"Central heating boilers, non-electric (excluding vapour generating boilers and superheated ...",0,0,0,0,0,0,0,0,0,0,,893,386,295,639,359,630,407,199,296,641,,133712,197014,246471,219337,259069,365468,324043,278818,203571,226936
840420,Condensers for steam or other vapour power units,0,0,0,0,0,0,0,0,0,0,,604,88,316,94,67,171,94,89,140,104,,688,3865,3514,1896,1704,4687,765,2591,1711,2967
840490,Parts of auxiliary plant of heading 8402 or 8403 and condensers for steam or other vapour power ...,0,0,0,1,0,1,32,16,11,0,,1170,1502,2405,5749,2644,1129,2769,5483,750,2213,,36172,4558,8721,9797,4920,6653,11390,4389,4604,4197
840681,"Steam and other vapour turbines, of an output > 40 MW (excluding those for marine propulsion)",0,0,0,0,0,0,0,0,0,0,,1529,843,0,422,179,1060,76,0,1470,1203,,56306,67903,108953,71798,14370,35144,53411,67545,56660,0
840731,"Spark-ignition reciprocating piston engine, of a kind used for the propulsion of vehicles of ...",0,0,0,0,0,0,0,0,0,0,,32,2,133,40,123,125,49,96,41,63,,1,158,39,28,55,36,63,50,11,34
841720,"Bakery ovens, incl. biscuit ovens, non-electric",141,45,0,58,68,183,54,16,23,0,,6334,3429,1264,2906,6460,2925,980,2662,4195,6832,,18215,20018,12520,8118,8488,6785,11041,9444,5706,9952
841821,"Household refrigerators, compression-type",46,15,3,1,1,1,79,180,4,0,,2923,1480,940,770,864,746,511,586,429,829,,23346,15212,12150,9793,10371,18946,18439,22597,18187,24180
841960,Machinery for liquefying air or other gases,2,0,0,0,0,0,0,0,60,0,,943,617,279,269,412,240,582,500,119,478,,42610,94623,133773,31131,35863,24385,15433,22585,46872,70687
841382,Liquid elevators (excluding pumps),0,6,0,0,0,0,0,2,0,0,,2457,1268,2900,1065,279,896,525,616,373,351,,2409,7884,12641,16318,2769,6768,4937,4980,3361,5302
