Code,Product label,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021
401110,"New pneumatic tyres, of rubber, of a kind used for motor cars, incl. station wagons and racing ...",704201,690808,653761,609900,556459,612808,578436,618706,598002,479051
847590,"Parts of machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, ...",257432,293388,318678,262679,391984,213173,234222,221088,327264,475952
382200,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ...",247641,266003,254707,268779,283603,304119,341623,343411,418313,468743
400219,"Styrene-butadiene rubber """"SBR""""; carboxylated styrene-butadiene rubber """"XSBR"""", in primary ...""",666907,575487,461958,372638,353179,454553,502229,474447,386137,466602
853120,"Indicator panels with liquid crystal devices """"LCD"""" or light emitting diodes """"LED"""" (excluding ...""",2981995,3822898,3295263,2517299,469680,459008,453227,390102,367586,463884
820420,"Interchangeable spanner sockets, with or without handles, of base metal",327881,323604,320964,322141,308095,342262,357941,364866,344342,463853
320730,"Liquid lustres and similar preparations of the kind used in the ceramic, enamelling or glass ...",505237,271750,364732,421618,490521,353858,285847,239535,407712,462078
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",363379,372406,385517,338105,314332,376583,429460,387231,359416,458530
903082,Instruments and apparatus for measuring or checking semiconductor wafers or devices,203741,210531,280813,309919,263688,431740,453522,231720,339934,452849
291532,Vinyl acetate,273165,225493,287062,202066,224056,286052,304569,251818,172049,448268
841191,"Parts of turbojets or turbopropellers, n.e.s.",140331,273207,338958,376658,430879,480276,513816,624373,350590,444620
300490,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes, ...""",199304,229668,259766,278320,329248,333554,318898,359081,407918,441803
854190,"Parts of diodes, transistors and similar semiconductor devices; photosensitive semiconductor ...",388307,391060,377863,353285,353543,373606,388871,328757,334392,432977
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",203267,205089,196262,204543,203558,240909,253669,263335,314608,430377
720827,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",153753,169017,247734,184541,184304,263717,309048,281497,179430,428817
830140,Locks of base metal (excluding padlocks and locks for motor vehicles or furniture),201528,226671,241642,252929,254061,276412,313949,332167,360201,428780
850760,Lithium-ion accumulators (excluding spent),0,1223,59179,138911,175073,206463,276337,314481,319638,424221
870870,"Road wheels and parts and accessories thereof, for tractors, motor vehicles for the transport ...",379477,391466,432353,417658,430772,447505,425752,366309,330403,423776
848790,"Parts of machinery of chapter 84, not intended for a specific purpose, n.e.s.",332647,321297,368839,353833,324316,416350,460452,354178,313686,419062
390950,"Polyurethanes, in primary forms",281372,329858,342955,293817,283049,314838,339856,372364,326376,418481
290250,Styrene,487781,844053,860255,517667,516834,299671,683486,384721,316712,416289
950300,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ...""",467625,391288,380276,323860,310795,307677,322701,297230,348065,409625
390311,"Expansible polystyrene, in primary forms",378651,453609,454490,345257,309702,336861,340060,282781,253636,409139
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",216335,227144,241447,251952,272256,277406,306310,302422,325471,404904
392310,"Boxes, cases, crates and similar articles for the conveyance or packaging of goods, of plastics",270387,297629,321517,317520,308049,333120,352081,359514,376787,403017
848390,"Toothed wheels, chain sprockets and other transmission elements presented separately; parts ...",230641,230692,241457,232961,242379,316447,328582,285767,315530,396488
901890,"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",191732,209715,223686,228272,247766,254745,289209,316675,335198,395279
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms",354720,474114,462121,416679,382847,410909,466676,386535,323271,393006
731812,Wood screws of iron or steel (excluding coach screws),163445,163823,197143,180493,173617,186590,225740,254128,295835,389238
870321,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",248312,207473,216993,207935,219168,193958,234567,190987,239260,387598
847190,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and ...",175365,185827,205308,206566,219481,193835,207901,261571,283297,387201
850300,"Parts suitable for use solely or principally with electric motors and generators, electric ...",250239,238847,240616,237780,243958,264866,293028,283047,282056,380774
900490,"Spectacles, goggles and the like, corrective, protective or other (excluding spectacles for ...",237842,250596,273934,277217,271873,293903,326993,313772,387316,378896
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),231557,223759,237836,238617,256826,292258,302320,284129,287961,377091
846719,"Pneumatic tools for working in the hand, non-rotary type",205355,189818,209817,250571,258515,264437,269149,265143,299518,371689
290321,"Vinyl chloride """"chloroethylene""""""""",283192,252978,282090,247519,182543,188929,223410,223109,206228,368801
940390,"Parts of furniture, n.e.s. (excluding of seats and medical, surgical, dental or veterinary ...",208407,231839,243007,218969,221588,234924,278023,273601,290027,363731
392410,"Tableware and kitchenware, of plastics",212975,248251,272275,267313,261185,278585,292700,324811,312056,362739
720917,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",360527,352187,324722,219339,185874,227865,254918,222117,226680,362264
590320,"Textile fabrics impregnated, coated, covered or laminated with polyurethane (excluding wallcoverings ...",450314,464473,453690,431220,394332,390050,373407,376313,291552,359753
854449,"Electric conductors, for a voltage <= 1.000 V, insulated, not fitted with connectors, n.e.s.",280695,283665,295324,281479,247026,266951,267318,254441,222378,356808
847160,"Input or output units for automatic data-processing machines, whether or not containing storage ...",281025,227343,297715,219616,436543,343800,389475,324308,328705,348602
722100,"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils",305098,244888,278891,292705,274164,372028,376517,299591,263824,345881
540742,"Woven fabrics of filament yarn containing >= 85% nylon or other polyamides by weight, incl. ...",371274,338193,377204,349065,326000,338872,354911,350735,269069,345475
900190,"Lenses, prisms, mirrors and other optical elements, of any material, unmounted (excluding such ...",317142,298085,283393,249296,245456,281647,280335,333351,329354,344633
392099,"Plates, sheets, film, foil and strip, of non-cellular plastics, n.e.s., not reinforced, laminated, ...",311776,271380,289960,261373,230681,285064,274647,270546,288564,341648
720916,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",240010,202262,214566,140208,137219,187420,231535,167010,190511,340662
292610,Acrylonitrile,284611,304999,346356,245782,184071,235697,408299,326259,181032,336355
291612,Esters of acrylic acid,180969,189544,160185,145432,135102,164562,205174,166332,148494,333891
845811,"Horizontal lathes, incl. turning centres, for removing metal, numerically controlled",440332,365120,433917,358308,273499,327866,368616,331744,233799,332299
290919,"Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...",242266,212805,316259,158371,162392,169486,193767,199170,138402,329287
550320,"Staple fibres of polyesters, not carded, combed or otherwise processed for spinning",690982,624421,573205,450651,426362,457101,489054,363487,282928,322187
950639,Golf equipment (excluding balls and complete clubs),231917,222961,219647,205852,202575,218462,229274,233457,198569,320929
852852,Monitors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,166705,179197,271004,276183,320757
370500,"Photographic plates and film, exposed and developed (excl. products made of paper, paperboard ...",0,0,0,0,0,160582,244126,249174,287804,319762
853340,"Electrical variable resistors, incl. rheostats and potentiometers (excluding wirewound variable ...",165393,175486,177095,160602,160605,198751,227368,209197,239100,319288
350691,Adhesives based on polymers of heading 3901 to 3913 or on rubber (excluding products suitable ...,324277,260071,271671,298697,262544,291614,350131,343941,284164,316940
370790,"Preparation of chemicals for photographic uses, incl. unmixed products put up in measured portions ...",115339,127017,126611,126477,159284,191403,227956,279775,298955,315644
871494,"Brakes, incl. coaster braking hubs and hub brakes, and parts thereof, for cycles (excluding ...",101792,104993,108043,106806,102330,121008,125005,149216,177649,311855
848640,Machines and apparatus specified in Note?9 C to chapter 84,91680,67674,109506,110864,170699,199244,256569,288653,216093,310422
950699,Articles and equipment for sport and outdoor games n.e.s; swimming and paddling pools,272126,274871,285924,271988,249956,244637,253682,236457,253108,304339
291739,"Aromatic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",26058,89119,206790,193013,220192,402100,284416,219076,214231,300303
852910,"Aerials and aerial reflectors of all kinds; parts suitable for use therewith, n.e.s.",296795,250800,235811,287715,270550,300579,270074,274224,250329,299526
880330,"Parts of aeroplanes or helicopters, n.e.s. (excluding those for gliders)",381954,386060,450589,394674,326480,329927,413564,410896,292922,294437
870880,"Suspension systems and parts thereof, incl. shock-absorbers, for tractors, motor vehicles for ...",77655,73034,84869,168309,173406,184227,204344,216930,226180,293960
540233,Textured filament yarn of polyester (excluding that put up for retail sale),388780,342587,320357,276650,262193,276517,326488,302403,240182,292799
820600,"Sets of two or more tools of heading 8202 to 8205, put up in sets for retail sale",120983,122857,130148,146729,161721,179516,202944,255707,245472,290871
390320,"Styrene-acrylonitrile copolymers """"SAN"""", in primary forms""""",159572,167091,190357,150190,162630,235161,242144,217762,179951,290568
852859,"Monitors, not incorporating television reception apparatus (excluding with cathode ray tube ...",159376,147946,183559,187786,239679,224445,199214,253392,285399,290488
830242,"Base metal mountings, fittings and similar articles suitable for furniture (excluding locks ...",242976,243381,254714,243881,238019,235772,244401,236791,222511,289679
280461,"Silicon containing >= 99,99% by weight of silicon",397575,499604,600230,511907,615390,614762,551139,244648,172824,288509
330499,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), ...",237904,257973,291059,311802,349773,428011,483334,388557,290374,287980
830210,"Hinges of all kinds, of base metal",88423,127303,172295,187483,171371,198418,180089,158699,230993,285216
283324,Sulphates of nickel,18877,19848,44400,75757,90883,134304,220176,250395,203049,285000
320611,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,190238,295074,296275,267257,232735,256280,223514,186410,186292,284548
870810,"Bumpers and parts thereof for tractors, motor vehicles for the transport of ten or more persons, ...",268208,291787,322970,309414,308946,310223,300689,309149,252591,283313
390390,"Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile copolymers ...""",93160,84201,80190,60565,69357,83138,94893,106445,123271,277915
901480,"Navigational instruments and apparatus (excluding for aeronautical or space navigation, compasses ...",21641,35319,37069,16252,32123,52635,81638,121025,180625,276977
400299,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip ...""",118531,104725,132688,106509,118895,153475,168583,135541,167538,276218
853222,"Fixed electrical capacitors, aluminium electrolytic (excluding power capacitors)",315303,280518,199976,151958,189890,206783,217887,189924,211316,275491
261690,Precious-metal ores and concentrates (excluding silver ores and oncentrates),198,10,43,9,34373,22040,12121,41558,133098,272284
291521,Acetic acid,32464,128869,179170,120355,73566,97900,180095,106167,121149,272180
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",112585,123357,133136,133278,140093,195883,206801,224516,225676,271075
760120,Unwrought aluminium alloys,287400,264944,269157,197137,167542,193074,189390,157068,201042,264559
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms",59182,53000,33650,24642,23733,32222,129812,103530,112061,262088
846711,"Tools for working in the hand, pneumatic, rotary type, incl. combined rotary-percussion",156781,175064,194305,173206,177920,208860,206634,186712,177292,261523
890190,Vessels for the transport of goods and vessels for the transport of both persons and goods ...,546433,483374,380652,693577,381968,480201,288464,148356,232411,261125
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",130150,134475,148159,148201,152556,187446,199931,198089,184592,260543
847990,"Parts of machines and mechanical appliances, n.e.s.",199867,188875,209453,204281,197936,241580,276531,235419,191170,259594
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",185886,196356,206977,201729,196973,211418,214231,218842,226405,258061
850131,"DC motors of an output > 37,5 W but <= 750 W and DC generators of an output <= 750 W (excl. ...",176969,215384,186987,216995,197985,246097,223972,195324,185873,257409
871496,"Pedals and crank-gear, and parts thereof, for bicycles, n.e.s.",84119,83798,90687,87620,93033,109678,124967,141635,162329,257266
847350,"Parts and accessories equally suitable for use with two or more typewriters, word-processing ...",451509,434432,385939,280330,261261,275328,295761,283038,237555,256865
