Code,Product label,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021
271012,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume """"incl. ...""",0,1321496,929453,1923540,1450912,717450,1079458,1745225,1105493,1802279
852580,"Television cameras, digital cameras and video camera recorders",584542,514576,533376,708808,620721,903858,1562320,2083423,1840909,1764570
740200,"Copper, unrefined; copper anodes for electrolytic refining",240526,123767,269155,482052,693452,879199,850140,765225,1032841,1721082
850760,Lithium-ion accumulators (excluding spent),0,167481,126533,203092,304780,467906,1147766,1295134,1056579,1664286
720449,"Waste and scrap of iron or steel (excluding slag, scale and other waste of the production of ...",3189924,1948027,1838163,1872279,1277859,1263180,1867815,1820601,1230915,1568813
850440,Static converters,715316,759076,754667,857308,888393,1147820,1111870,1110998,1074591,1543172
851712,"Telephones for cellular networks """"mobile telephones"""" or for other wireless networks""""",4591359,5934103,7433805,6953939,4071646,3406372,2216982,864257,2155978,1532452
740400,"Waste and scrap, of copper (excluding ingots or other similar unwrought shapes, of remelted ...",1173900,819814,899632,780264,668963,792495,902141,966353,854300,1524490
999999,Commodities not elsewhere specified,12031294,11504703,10599267,10858832,10612878,4059866,2398328,1992015,1881351,1387613
300490,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes, ...""",475297,489393,566247,517828,583499,707572,744419,955151,732440,1363334
281410,Anhydrous ammonia,1196815,986341,1121186,1043171,753261,706256,914984,775440,636993,1316086
470790,"Recovered """"waste and scrap"""" paper or paperboard, incl. unsorted waste and scrap (excluding ...""",537870,596783,738375,667312,650821,794492,1323685,1197539,748187,1310244
270112,"Bituminous coal, whether or not pulverised, non-agglomerated",17489,212636,946244,1663371,868255,804896,1728312,2196277,1295829,1309904
710399,"Precious and semi-precious stones, worked, whether or not graded, but not strung, mounted or ...",60392,56068,33915,40420,43474,98595,235140,541935,312462,1295813
151190,"Palm oil and its fractions, whether or not refined (excluding chemically modified and crude)",1699174,2082061,1231786,1348556,1974643,2192263,1491021,1847884,183000,1251201
847989,"Machines and mechanical appliances, n.e.s.",884745,912343,750696,734773,748000,761348,1245827,1251942,1025424,1227482
870840,"Gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",506974,489180,558583,683174,716393,946722,1063081,1047673,745364,1189612
740311,"Copper, refined, in the form of cathodes and sections of cathodes",99410,165766,162676,187465,137859,177578,518380,825881,946520,1172373
260200,"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a ...",486730,423691,610769,318353,241521,776215,746818,632800,641012,1143068
901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic ...",57954,64949,76709,77706,90962,110522,135305,139739,276928,1128270
390210,"Polypropylene, in primary forms",538774,578755,693897,647332,575399,701202,801428,785900,567698,1127056
80131,"Fresh or dried cashew nuts, in shell",924079,812491,1025634,1313862,1180853,1450605,1714075,1097656,1086928,1126253
710420,"Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly ...",20221,58600,60958,90376,151755,49558,12166,5356,420821,1121650
392690,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s (excluding ...",597151,606904,677041,725967,806235,799922,811688,815578,820315,1106804
848180,"Appliances for pipes, boiler shells, tanks, vats or the like (excluding pressure-reducing ...""",816935,693055,711071,806606,1772601,722631,888758,961255,838926,1088112
290250,Styrene,875954,963685,1008246,757252,775823,937421,1158098,880635,558533,1065778
293399,"Heterocyclic compounds with nitrogen hetero-atom[s] only (excluding those containing an unfused ...""",146758,145188,221037,241215,347561,527003,647942,636967,722971,1045186
281820,Aluminium oxide (excluding artificial corundum),329061,532607,347900,355363,415616,821394,1416845,959739,633199,1034897
320611,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,392134,319821,312261,274412,397002,581640,677031,677265,610375,1014255
291736,Terephthalic acid and its salts,696343,1035845,978076,619319,254961,284210,555711,655741,208264,1013340
271320,Petroleum bitumen,49363,87435,223156,281576,209752,264221,307992,425819,493046,1008975
290511,"Methanol """"methyl alcohol""""""""",494648,541168,544356,468468,375190,570054,779755,632092,489276,959966
901890,"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",510427,546320,565962,529590,563216,613606,710069,762177,676409,948806
390110,"Polyethylene with a specific gravity of < 0,94, in primary forms",1117880,1073212,1349834,1201315,1042600,1131284,787978,745255,648666,941634
294190,"Antibiotics (excluding penicillins and their derivatives with a penicillanic acid structure, ...",432724,475980,493789,488941,446504,481297,562474,646877,801617,931107
291521,Acetic acid,311982,331761,383900,340012,258502,371628,655657,400545,332501,920941
293499,"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excl. ...""",213658,257789,332891,319436,297596,397882,419767,397303,549653,908693
270400,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon",1144566,846980,851768,521710,695612,1169841,1797951,1051002,625036,896859
390720,"Polyethers, in primary forms (excluding polyacetals and goods of 3002 10)",315017,379719,435205,405705,355993,404005,504946,485633,439961,892896
310420,"Potassium chloride for use as fertiliser (excluding that in tablets or similar forms, or in ...",1164798,1163057,1329788,1187076,983371,1033083,1136559,1217180,1259327,892006
382499,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",0,0,0,0,0,473909,674567,580899,612358,886058
853400,Printed circuits,363384,281885,227326,254830,352607,425485,628116,650890,623039,885774
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms",581015,548093,808620,766805,726117,707632,828138,599820,567047,880543
80211,Fresh or dried almonds in shell,344881,503121,566801,651300,617579,699435,769722,802881,874854,864001
840999,"Parts suitable for use solely or principally with compression-ignition internal combustion ...""",666905,502532,547557,491303,537214,676930,810200,663963,513285,858365
400122,"Technically specified natural rubber """"TSNR""""""""",479688,519428,474075,479880,494442,604652,727982,599730,454831,858347
382200,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ...",270426,309640,310641,328710,354699,412469,460632,523497,828444,844654
271311,"Petroleum coke, non-calcined",460647,486532,540242,720127,842240,1324556,857267,1066864,794701,840353
843149,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s.",593012,436011,443098,492975,577446,625400,806418,676858,488304,835566
890800,Vessels and other floating structures for breaking up,557999,1290544,838716,661006,747286,798741,933106,598462,619231,825339
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",538722,493167,518370,520021,549866,598351,791610,881376,788337,816128
853690,"Electrical apparatus for switching electrical circuits, or for making connections to or in ...",351880,330137,351340,369388,395489,466988,631099,606997,559724,807158
291612,Esters of acrylic acid,263326,289340,303208,241350,211273,310867,379076,363744,299318,780596
847170,Storage units for automatic data-processing machines,1027955,891844,904549,849530,757925,817221,797113,796444,616218,767721
290321,"Vinyl chloride """"chloroethylene""""""""",262569,322481,276830,266487,236494,360701,364386,393675,358636,759026
853710,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",312121,333421,340641,299015,348682,420665,567431,590591,487415,715652
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",563658,527561,535942,539884,525590,580041,624511,595925,515484,715560
290110,Saturated acyclic hydrocarbons,87490,96754,89209,62021,62791,466575,759026,645144,551505,700291
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",405083,436792,492907,551389,523383,549503,719176,787054,568643,699529
750210,"Nickel, not alloyed, unwrought",656635,794294,1066266,1002876,399993,401770,515095,447864,409182,694157
71331,"Dried, shelled beans of species """"Vigna mungo [L.] Hepper or Vigna radiata [L.] Wilczek"""", ...""",390700,469768,585534,687604,711055,366344,274481,251070,323699,675728
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",470570,442793,574772,559792,517480,554250,627088,621650,499016,672313
392099,"Plates, sheets, film, foil and strip, of non-cellular plastics, n.e.s., not reinforced, laminated, ...",88855,96405,103349,119175,142238,156743,436175,424663,356985,645457
903289,"Regulating or controlling instruments and apparatus (excluding hydraulic or pneumatic, manostats, ...",349173,353781,396320,432806,477390,536364,599976,624635,553969,639599
380899,Rodenticides and other plant protection products put up for retail sale or as preparations ...,251262,270385,350181,254113,336863,522012,604098,588557,600595,639314
251020,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",816756,417808,424156,426034,253436,315485,372131,386060,380274,634817
270799,"Oils and other products of the distillation of high temperature coal tars; similar products ...""",23064,25683,31123,19382,19886,137951,144376,66153,148511,624946
150790,"Soya-bean oil and its fractions, whether or not refined (excluding chemically modified and ...",88,99,363,1466,519,510,12994,57330,211535,623837
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",205341,221929,277161,347384,402068,445603,549815,518733,421953,618220
720260,Ferro-nickel,199002,217710,244406,207667,275597,354913,358974,384386,134703,615327
382319,"Fatty acids, industrial, monocarboxylic; acid oils from refining (excluding stearic acid, oleic ...",156371,121844,194252,180651,224055,318480,399591,338607,351662,608621
470200,"Chemical wood pulp, dissolving grades",232798,221256,325071,390779,454107,533537,485572,516138,310809,597528
290531,"Ethylene glycol """"ethanediol""""""""",694157,827431,941694,798650,791800,1023918,607034,441482,255790,595974
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",146043,182400,206092,168050,187329,286376,388795,297241,288911,588852
252100,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ...",233299,275345,314695,290762,288772,360028,454580,473652,403460,578558
741110,Tubes and pipes of refined copper,117163,147037,202427,227224,241529,326291,387835,456102,331191,574787
390740,"Polycarbonates, in primary forms",321011,305753,318601,310096,317578,352401,513877,409211,316744,566229
251010,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",990573,568194,560288,619147,531375,366518,389763,383266,358342,564685
710813,"Gold, incl. gold plated with platinum, in semi-manufactured forms, for non-monetary purposes",3697739,3322588,604402,333142,140858,64329,117743,79336,103980,554419
847780,"Machinery for working rubber or plastics or for the manufacture of products from these materials, ...",319922,269993,208166,238480,399724,393094,360176,605188,304235,544939
850300,"Parts suitable for use solely or principally with electric motors and generators, electric ...",553160,433973,409239,464141,648385,478337,446411,589895,418893,543457
310520,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus ...",181273,31330,37961,117628,98491,74729,212116,224246,262160,533957
848210,Ball bearings,323007,315467,373636,343538,348071,373302,497812,434874,342969,532604
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",544195,438451,405882,447648,347838,370620,415644,416230,365250,527903
71340,"Dried, shelled lentils, whether or not skinned or split",262548,435583,480504,931466,611188,723048,92196,346343,580893,525797
520100,"Cotton, neither carded nor combed",470375,399780,504120,386729,878938,955693,623724,1320897,344649,519610
390140,"Ethylene-alpha-olefins copolymers, having a specific gravity of < 0,94 , in primary forms",0,0,0,0,0,7952,108802,227448,314840,519564
290243,P-Xylene,821769,1088205,880649,642231,937454,798341,929896,793808,418361,517468
890120,Tankers,93129,149837,134020,293900,534854,427294,242529,278564,199387,517168
870829,"Parts and accessories of bodies for tractors, motor vehicles for the transport of ten or more ...""",298407,350204,345120,354167,350982,368588,408515,427334,392587,516374
71360,"Dried, shelled pigeon peas """"Cajanus cajan"""", whether or not skinned or split""""",0,244055,380204,519851,616259,281572,204268,310125,303548,514131
711319,"Articles of jewellery and parts thereof, of precious metal other than silver, whether or not ...",5088330,773805,734799,686503,300844,688513,599143,536923,301847,508288
294200,"Separate chemically defined organic compounds, n.e.s.",1107565,1064120,866843,909951,587631,392481,409729,524443,498098,500769
380891,"Insecticides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",306639,313510,336829,355043,297466,378914,349652,389224,424435,500107
740819,"Wire of refined copper, with a maximum cross-sectional dimension of <= 6 mm",57499,99809,116495,279604,425199,874874,1067809,960802,199432,499475
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",266936,266532,283321,291406,263406,293538,342499,380919,407171,493393
871410,"Parts and accessories of motorcycles, incl. mopeds, n.e.s.",0,202721,401445,362386,329863,343717,476051,435785,348416,493143
120190,"Soya beans, whether or not broken (excluding seed for sowing)",0,492,2429,8450,32834,34855,78726,106784,285330,488079
294110,Penicillins and their derivatives with a penicillanic acid structure; salts thereof,267872,294659,358586,342509,354526,420180,636010,509561,407144,485890
230990,Preparations of a kind used in animal feeding (excluding dog or cat food put up for retail ...,225441,196265,245064,268563,270388,335110,430479,400884,371433,473112
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",403605,335934,447084,437118,370565,414560,518386,538614,434975,471752
853229,"Fixed electrical capacitors (excluding tantalum, aluminium electrolytic, ceramic, paper, plastic ...",190489,180596,168442,186715,195303,218894,381386,417234,371890,471604
390230,"Propylene copolymers, in primary forms",154100,161370,222209,218237,235423,334113,359602,346476,265879,468491
850490,"Parts of electrical transformers and inductors, n.e.s.",311326,359265,320498,302681,357858,423373,605372,599450,370243,467127
390130,"Ethylene-vinyl acetate copolymers, in primary forms",210479,192328,261318,236622,231915,262390,290678,296639,267626,456876
722519,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, non-grain-oriented",239957,220571,188306,169702,175654,290758,332887,307297,171518,454786
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,274908,282641,257044,253253,304993,356993,423263,375379,327949,453277
290230,Toluene,337112,384298,330781,248597,251008,297377,340235,306456,300460,451966
852852,Monitors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,254707,357590,360163,296910,451604
760120,Unwrought aluminium alloys,339242,341504,432695,440335,472518,596382,628881,429438,291073,451183
300220,Vaccines for human medicine,203195,222796,242024,303847,261404,245729,319544,378780,339485,443930
848340,"Gears and gearing for machinery (excluding toothed wheels, chain sprockets and other transmission ...",283843,296942,309257,301641,348193,289931,351326,354755,281125,438783
740811,"Wire of refined copper, with a maximum cross-sectional dimension of > 6 mm",262600,449906,631844,504118,412943,462227,618925,506532,366552,438519
381700,Mixed alkylbenzenes and mixed alkylnaphthalenes produced by the alkylation of benzene and naphthalene ...,191380,270065,229076,253453,247708,273244,283983,353903,270297,437078
852351,"Solid-state, non-volatile data storage devices for recording data from an external source [flash ...",193037,273782,340923,279465,248262,276330,311061,302198,282054,434762
391990,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ...",198573,189192,217392,230991,242830,310590,395754,429187,324462,433116
290315,"Ethylene dichloride """"ISO"""" """"1,2 dichloroethane""""""""",108454,137454,214005,155114,129322,163665,176199,261410,204355,422133
902780,"Instruments and apparatus for physical or chemical analysis, or for measuring or checking viscosity, ...",244978,264349,286033,299149,328338,370233,374600,402585,289508,411496
844399,"Parts and accessories of printers, copying machines and facsimile machines, n.e.s. (excluding ...",386533,373744,375493,416915,372440,432977,465375,448806,292965,399013
380893,"Herbicides, anti-sprouting products and plant-growth regulators, put up in forms or packings ...",114713,138156,186719,156466,168654,192503,232807,200254,278271,397983
844630,"Weaving machines for weaving fabrics of a width > 30 cm, shuttleless type",297152,368451,353613,433065,468588,449013,484623,413532,244652,396751
880240,"Aeroplanes and other powered aircraft of an of an unladen weight > 15.000 kg (excl. helicopters, ...",37943,330626,207311,844705,407554,2394584,911102,2775819,1113832,395557
847990,"Parts of machines and mechanical appliances, n.e.s.",423431,379286,329903,278483,311593,366917,422368,435211,430675,392039
440349,"Tropical wood in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",740815,750992,752180,500480,441372,365627,369542,362898,233239,388015
854129,Transistors with a dissipation rate >= 1 W (excluding photosensitive transistors),195618,169116,215432,209434,210223,223503,277592,318568,300571,387148
250300,"Sulphur of all kinds (excluding sublimed sulphur, precipitated sulphur and colloidal sulphur)",440439,160676,277631,238496,146125,137024,212304,161575,109793,384187
851769,"Apparatus for the transmission or reception of voice, images or other data, incl. apparatus ...",966227,773666,885435,1057056,1262358,1368533,1044114,961005,489694,382505
841590,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing ...",299743,334456,344667,316726,278493,307447,382784,394901,275691,380792
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,183573,203393,228981,202675,172170,234005,292354,309597,262070,378214
470710,"Recovered """"waste and scrap"""" paper or paperboard of unbleached kraft paper, corrugated paper ...""",4483,7096,7061,13112,5024,3446,6437,28315,162435,377622
80810,Fresh apples,196117,211524,234376,210072,237788,307525,299299,243951,201305,377427
730890,"Structures and parts of structures, of iron or steel, n.e.s. (excluding bridges and bridge-sections, ...",440765,341361,349315,287885,277610,357107,384366,390369,254456,370641
731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...",276712,265107,292263,322605,331395,386599,452759,402683,268405,369172
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",82911,69051,88805,109744,127973,179417,236611,239302,291711,367083
390950,"Polyurethanes, in primary forms",95722,147016,176316,207023,234312,309539,347708,300787,247301,365175
230400,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",244,325,748,584,16686,2375,2342,15307,10252,364730
710210,"Diamonds, unsorted",41111,11335,1303,14907,47266,32850,74865,184272,181977,362632
851829,"Loudspeakers, without enclosure",206374,193615,151142,179823,187640,206911,267223,307928,268535,361973
722511,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, grain-oriented",362494,333287,433001,511903,483472,438595,494987,410721,246768,360404
260111,Non-agglomerated iron ores and concentrates (excluding roasted iron pyrites),144772,67756,632638,672129,212483,374581,915261,183359,40690,360382
292610,Acrylonitrile,153069,169137,207443,187301,157406,220081,361566,276654,194627,360323
840734,"Spark-ignition reciprocating piston engine, of a kind used for vehicles of chapter 87, of a ...",111955,145116,229564,282060,308224,387344,458339,476908,273663,359264
844331,"Machines which perform two or more of the functions of printing, copying or facsimile transmission, ...",225008,265214,286528,337113,314286,322597,382363,377536,239080,355326
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",246199,223400,230812,215233,235233,277984,346626,300850,263303,354701
400219,"Styrene-butadiene rubber """"SBR""""; carboxylated styrene-butadiene rubber """"XSBR"""", in primary ...""",609597,463567,479076,271696,218916,270632,245438,178138,166532,352538
848071,Injection or compression-type moulds for rubber or plastics,154795,151597,200934,281406,194681,242176,238183,365509,288802,351008
848390,"Toothed wheels, chain sprockets and other transmission elements presented separately; parts ...",173735,188150,177686,161932,190567,206077,231643,253530,206496,350977
720838,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",124255,151878,242305,309907,251291,284802,358155,328326,157292,348750
271312,"Petroleum coke, calcined",82520,145417,277046,112273,184351,283158,514293,584365,156708,347710
270750,"Aromatic hydrocarbon mixtures of which >= 65% by volume, incl. losses, distils at 250¡ÆC by ...",99732,94962,91472,88910,68964,164257,336136,274592,167293,346919
270111,"Anthracite, whether or not pulverised, non-agglomerated",156833,146659,164542,118291,104758,216803,278931,281001,233478,344678
851830,"Headphones and earphones, whether or not combined with microphone, and sets consisting of a ...",225777,183232,124626,130085,180340,231243,276878,317539,306113,343784
710310,"Precious stones and semi-precious stones, unworked or simply sawn or roughly shaped, whether ...",296498,106307,190283,353270,586971,837853,606046,435042,144225,337013
845710,Machining centres for working metal,352259,160722,235188,178380,188321,205632,465263,400961,243341,335291
800110,"Unwrought tin, not alloyed",160265,233527,199908,189256,177376,211714,224069,211070,174203,333439
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",206503,210665,237479,240363,258962,261213,306926,294703,277492,332510
381512,"Supported catalysts with precious metal or a precious-metal compound as the active substance, ...",85848,111400,156556,87164,86489,88692,119679,121047,111886,331638
854449,"Electric conductors, for a voltage <= 1.000 V, insulated, not fitted with connectors, n.e.s.",221381,206602,235385,245373,244963,287373,313160,282599,214027,325687
853669,Plugs and sockets for a voltage <= 1.000 V (excluding lamp holders),238974,208154,176442,180588,201342,228838,235610,259824,255917,324457
401519,"Gloves, mittens and mitts, of vulcanised rubber (excl. of a kind used for medical, surgical, ...",20001,20678,25190,36217,32269,42326,59330,68496,146435,318957
847160,"Input or output units for automatic data-processing machines, whether or not containing storage ...",267726,171433,158464,154994,154222,207738,221760,214334,210339,318399
760612,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm, square or rectangular ...",113707,129977,173292,200324,169950,201932,277144,227806,184344,314541
220720,Denatured ethyl alcohol and other spirits of any strength,27915,44403,86333,147728,190737,253189,265187,315227,305465,313729
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",271123,229332,257623,237773,245383,251114,322617,305386,226774,311972
902290,"X-ray generators other than X-ray tubes, high tension generators, control panels and desks, ...",139656,150951,138651,177491,241602,257052,275494,298408,236107,308697
480100,"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or ...",831246,888713,841654,792734,844223,842729,920830,774669,397525,307805
390490,"Polymers of vinyl chloride or other halogenated olefins, in primary forms (excluding poly""""vinyl ...""",71466,80454,79564,132344,114245,210908,234270,219147,205034,307467
841330,"Fuel, lubricating or cooling medium pumps for internal combustion piston engine",177773,143793,164621,139951,145641,175423,204867,180838,201965,306306
841391,"Parts of pumps for liquids, n.e.s.",289839,263214,260140,232998,241137,254834,338528,289011,231085,306139
850450,Inductors (excluding inductors for discharge lamps or tubes),137809,116414,125138,107219,100039,114779,178120,265456,229632,303978
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),179099,186256,182660,189694,182128,206770,249044,233994,210728,299084
843143,"Parts for boring or sinking machinery of subheading 8430.41 or 8430.49, n.e.s.",291751,386838,351420,247347,214758,208735,272489,281934,225548,298335
780199,Unwrought lead (excluding refined lead and lead containing by weight antimony as the principal ...,188611,179199,222262,189358,227104,283816,326514,254036,242787,298312
760719,"Aluminium foil, not backed, rolled and further worked, of a thickness of <= 2 mm (excluding ...",102627,118816,118874,135921,121981,124862,165895,203981,171089,297619
392190,"Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly ...",128917,121297,145738,142047,149196,170079,193985,205632,202289,296952
390190,"Polymers of ethylene, in primary forms (excluding polyethylene and ethylene-vinyl acetate  ...",257428,315351,501098,481804,506216,559381,484140,361226,215028,296246
841430,Compressors for refrigerating equipment,148573,133347,128329,116912,174089,217055,241994,295257,244185,295224
841989,"Machinery, plant or laboratory equipment, whether or not electrically heated, for the treatment ...",325269,281334,242762,324934,177739,211563,194453,288183,235755,295192
470500,Wood pulp obtained by a combination of mechanical and chemical pulping processes,71143,43365,81855,60870,62238,125518,188687,162618,138883,295134
