Code,Product label,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021
840734,"Spark-ignition reciprocating piston engine, of a kind used for vehicles of chapter 87, of a ...",4712718,4581933,3997508,4084853,5139878,5538932,5416692,5505677,4652309,4346808
870360,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,1122363,1063479,1026236,2710964,4326721
330499,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), ...",2318591,2599184,2740368,2850932,2899658,3281980,3820834,4262792,3871064,4261958
901819,"Electro-diagnostic apparatus, incl. apparatus for functional exploratory examination or for ...",3564242,3426212,3535393,3301146,3290556,3261618,3332519,3355080,3546856,4015339
870333,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",5730608,5424783,5982380,5683352,5304406,4696800,4291074,5292635,4023263,3920326
20230,"Frozen, boneless meat of bovine animals",1694233,1710077,2182374,1942312,1991246,2118008,2755789,2605655,2367761,3727423
760200,"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ...",3337485,3155135,2767571,2342239,1811970,2246126,2493178,2180570,2169262,3720722
390110,"Polyethylene with a specific gravity of < 0,94, in primary forms",2222693,2444689,2502822,2366159,2125517,2123271,2475760,2481652,2321387,3456243
853690,"Electrical apparatus for switching electrical circuits, or for making connections to or in ...",2883403,3104255,3458183,3486138,3340448,3357788,3544062,3359760,2808969,3426669
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,2062257,2387136,2753017,2792403,2455399,2826500,3496437,3549507,3178733,3414676
20714,Frozen cuts and edible offal of fowls of the species Gallus domesticus,3635333,3483080,3405071,2205504,2138939,2566601,2639436,2655894,2783933,3398647
80212,"Fresh or dried almonds, shelled",2493864,3209227,3554181,3771130,3229075,3266450,3375650,3687769,3425593,3381706
711292,"Waste and scrap of platinum, incl. metal clad with platinum, and other waste and scrap containing ...",839115,1083228,1099205,908300,549302,540196,619764,731979,1416538,3359179
847989,"Machines and mechanical appliances, n.e.s.",3313444,3951424,4247448,4077682,3449591,3672177,3650442,3787243,3267817,3352429
271311,"Petroleum coke, non-calcined",2362601,2420918,2375880,1926260,1689745,2655344,3070298,2082565,1646649,3316687
300290,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses",701263,598580,516978,696515,639692,1108227,1380550,1713444,2142169,3205328
300214,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,1160106,1306660,1630982,2683863,3117655
290110,Saturated acyclic hydrocarbons,481513,535411,516788,428893,646493,1089676,1854469,2344855,1519669,3083009
902139,Artificial parts of the body (excluding artificial teeth and dental fittings and artificial ...,2749292,2834288,2875677,2845697,2528613,2516062,2368866,2492723,2565065,3040652
230330,Brewing or distilling dregs and waste,2104471,2948779,2963711,2982964,2158611,1851377,2456004,2227849,2328819,2997932
390410,"Poly""""vinyl chloride"""", in primary forms, not mixed with any other substances""""",2835566,2819417,2653322,2172586,2129973,2417791,2589460,2480124,2043789,2973359
260300,Copper ores and concentrates,2396482,2601448,3238020,3082725,2412905,1715166,1815055,2325251,2353130,2924570
711291,"Waste and scrap of gold, incl. metal clad with gold, and other waste and scrap containing gold ...",2307769,952943,814274,1358315,2275353,1040056,920479,1296644,2495965,2915803
902780,"Instruments and apparatus for physical or chemical analysis, or for measuring or checking viscosity, ...",2296384,2262697,2271727,2266296,2226407,2311942,2474322,2509327,2606735,2914193
853669,Plugs and sockets for a voltage <= 1.000 V (excluding lamp holders),2257177,2404117,2750027,3041465,2847082,2965432,3088869,2790118,2563339,2905924
854232,Electronic integrated circuits as memories,6706999,6571676,5658997,4455963,3635717,4128720,3855285,2748638,2896225,2805928
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",2287603,2327695,2468013,2541122,2733749,3017606,3158880,3090826,2879060,2803422
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,3479758,3292006,3645244,3643844,3773486,3878721,3840860,3795027,2953450,2756713
20329,"Frozen meat of swine (excluding carcases and half-carcases, and hams, shoulders and cuts thereof, ...",2271714,1955905,2183699,1763313,1710783,1932253,2176308,2310049,2825995,2695164
902750,"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...",2181404,2151446,2214147,2027284,1900247,2065119,2217133,2353308,2432929,2693134
843149,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s.",4267560,3505876,2807464,2442841,1957694,2315857,2730445,2753444,2284065,2685410
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",1663103,1863971,1905858,1974649,2381506,2534310,2767694,2627224,2183600,2597053
854449,"Electric conductors, for a voltage <= 1.000 V, insulated, not fitted with connectors, n.e.s.",2927387,2990249,3071692,2796485,2459436,2470066,2607424,2381997,2006932,2584989
902110,Orthopaedic or fracture appliances,1683157,1989549,1989065,1993639,2070229,2108468,2265253,2311169,2131088,2582380
870340,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,459119,413100,806875,1558396,2511447
40210,"Milk and cream in solid forms, of a fat content by weight of <= 1,5%",1346317,2051214,2135944,1386730,1184701,1267422,1342998,1658868,2022841,2498225
854140,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in ...",2380668,2246198,2210898,2425590,2310200,2405393,2571442,2176831,2286835,2454837
870850,"Drive-axles with differential, whether or not provided with other transmission components, ...",2082593,2016502,2290743,2315383,2230813,2622601,2888334,2828866,2132875,2447626
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",1864458,2010519,2056817,2024956,1913451,1933251,2144692,2094839,1966354,2447217
842129,Machinery and apparatus for filtering or purifying liquids (excluding such machinery and apparatus ...,1174074,1307952,1527864,1480311,1482490,1562528,1671342,1863248,1910886,2418886
902190,"Articles and appliances, which are worn or carried, or implanted in the body, to compensate ...",1782484,1721120,1750853,2005847,1845017,1797565,2061982,2507461,1999064,2377755
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",1760741,1749511,1730090,1670761,1731718,1770469,2011255,2004562,2013113,2345723
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",2358036,2439459,2593782,2604257,2520677,2735924,2881269,2615611,2351015,2344530
930690,"Bombs, grenades, torpedos, mines, missiles, and other ammunition and projectiles, and parts ...",2548249,3118628,2945674,3414612,3813976,3676746,3516889,3836157,2401288,2287284
760612,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm, square or rectangular ...",3447119,3583933,3491752,3446063,3272492,3210107,3291994,2781839,2109373,2268207
391990,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ...",1623905,1662188,1756022,1795736,1770617,1920498,1907993,1876530,1732660,2260425
381512,"Supported catalysts with precious metal or a precious-metal compound as the active substance, ...",977317,1316233,1296899,1325556,1352718,1569784,1722704,2000935,1632506,2257838
847990,"Parts of machines and mechanical appliances, n.e.s.",1771923,2003150,2579924,2101466,1917400,2510973,2749692,2614615,2458093,2248487
844399,"Parts and accessories of printers, copying machines and facsimile machines, n.e.s. (excluding ...",3774965,3705436,3628909,3233490,2957949,2697868,2747579,2733026,2180796,2240244
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",1998795,2199401,2155329,1823567,1703727,1787722,2082018,2020411,1531684,2236154
290919,"Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...",3066724,3054078,2716322,2110832,2063238,2346915,2629902,2184387,1516952,2235723
870830,"Brakes and servo-brakes and their parts, for tractors, motor vehicles for the transport of ...",2627056,2619943,2748929,2910767,2966445,2996426,3070769,2826471,2141419,2222880
840999,"Parts suitable for use solely or principally with compression-ignition internal combustion ...""",2381134,2283805,2437360,2296613,2169990,2306589,2388030,2116973,1820914,2206297
480411,"Unbleached kraftliner, uncoated, in rolls of a width > 36 cm",1927029,2016017,2078227,1974163,1905075,2226445,2901616,2211718,2112844,2186479
870410,Dumpers for off-highway use,6241809,3346767,2303009,1362956,835388,1601004,1650693,1865955,1917513,2150185
847180,"Units for automatic data-processing machines (excluding processing units, input or output units ...",2753493,2322930,2288838,2139912,2214884,2529172,2621184,2027001,1967726,2147322
903289,"Regulating or controlling instruments and apparatus (excluding hydraulic or pneumatic, manostats, ...",2763544,2828885,2775235,2669226,2818128,2766113,2724239,2637657,2042790,2127657
854233,Electronic integrated circuits as amplifiers,941929,970423,1033853,969656,1069038,2873228,2836662,2384367,2115632,2123181
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",2058512,2411807,2789016,2536668,2021059,2159948,2387750,2494386,1988670,2090047
841391,"Parts of pumps for liquids, n.e.s.",2619207,2617795,2654607,2334753,1997924,2172426,2341483,2257765,1984758,2083347
870120,Road tractors for semi-trailers,3325688,2760796,2800561,2428089,1632024,1895456,2643626,2989553,1531193,2072304
230910,"Dog or cat food, put up for retail sale",1312828,1364636,1318868,1287170,1315328,1381545,1462243,1630156,1724441,2071812
390210,"Polypropylene, in primary forms",1823316,1837496,1811518,1463837,1422872,1645909,1622358,1547182,1431394,2070548
851770,"Parts of telephone sets, telephones for cellular networks or for other wireless networks and ...",3984462,3801839,3580562,3964869,3595958,3038576,2695696,2475717,2207332,2065727
870880,"Suspension systems and parts thereof, incl. shock-absorbers, for tractors, motor vehicles for ...",2391603,2476962,2504314,2558847,2380338,2335404,2363518,2325250,1869939,2025301
290250,Styrene,2191741,2999165,2844525,2105486,1928710,2062892,2067629,2155266,1618147,2024542
100790,Grain sorghum (excluding for sowing),488980,518804,1656386,2262335,1302783,1035546,778148,518816,1361840,2004217
470710,"Recovered """"waste and scrap"""" paper or paperboard of unbleached kraft paper, corrugated paper ...""",1675807,1517355,1511106,1528892,1493191,1519953,1828287,1420294,1404068,1992749
381121,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil,2362042,2434537,2295287,2110596,1901017,1896290,2049177,1846762,1778511,1956238
490199,"Printed books, brochures and similar printed matter (excluding those in single sheets; dictionaries, ...",2411750,2359291,2287894,2187321,2153282,2147133,2096295,2058956,1759908,1937075
852580,"Television cameras, digital cameras and video camera recorders",1916737,1772678,1800537,1539328,1696163,1986677,1861683,1841462,1631276,1933603
731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...",1562608,1718807,1844583,1846456,2033969,2087159,2044602,2063934,1676056,1931929
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",3226614,3266652,3345799,2608749,2050316,2421704,2324485,2139354,1918943,1927895
880212,Helicopters of an unladen weight > 2.000 kg (excl. unmanned of heading 8806),760653,1173967,1659831,1908254,2326646,837754,655356,1896257,1200841,1888182
854129,Transistors with a dissipation rate >= 1 W (excluding photosensitive transistors),1069139,1190004,1387499,1306314,1370849,1180606,1342143,1321999,1312132,1864759
293499,"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excl. ...""",2295291,2488822,1773652,2192208,1483662,1171491,1120708,902615,1130397,1852061
841191,"Parts of turbojets or turbopropellers, n.e.s.",1305311,1344341,1299411,1403185,1455715,1495785,1745785,1831845,1611680,1842451
854430,"Ignition wiring sets and other wiring sets for vehicles, aircraft or ships",1869109,1852051,1894134,1855034,1890537,2002951,2165102,2179589,1620766,1819764
390720,"Polyethers, in primary forms (excluding polyacetals and goods of 3002 10)",1678136,1776013,1870699,1713391,1617062,1620984,1646915,1579363,1462065,1818388
190590,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ...",1476070,1627926,1705325,1675723,1642274,1619875,1675488,1765406,1736771,1780722
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",1868895,2074188,1948856,1736373,1565705,1643436,1794003,1634335,1477014,1777459
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),1504739,1523785,1618763,1664205,1752040,1833668,1937302,1804707,1621409,1768453
711590,"Articles of precious metal or of metal clad with precious metal, n.e.s.",235885,248140,664888,479402,339723,367296,410692,446645,962301,1767105
870894,"Steering wheels, steering columns and steering boxes, and parts thereof, for tractors, motor ...",2016385,2464890,2669666,2890633,2819460,2568560,2650700,2244752,1696635,1766177
840890,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""" (excluding ...""",2978189,2941903,2719414,1967965,1510408,1778450,1942512,1800787,1727937,1751755
20319,"Fresh or chilled meat of swine (excluding carcases and half-carcases, and hams, shoulders and ...",1607620,1614994,1591075,1406180,1508562,1597035,1522541,1472468,1573967,1731320
230990,Preparations of a kind used in animal feeding (excluding dog or cat food put up for retail ...,1411046,1570046,1523090,1384221,1518244,1577136,1628707,1531205,1629509,1729611
330210,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, with a basis of ...",1163241,1236245,1204219,1225331,1298850,1353107,1421515,1422621,1398871,1724481
390230,"Propylene copolymers, in primary forms",1319162,1369267,1395207,1176681,1152593,1293602,1459597,1364827,1155823,1720507
220720,Denatured ethyl alcohol and other spirits of any strength,1378129,1019895,1203688,954581,1047783,995175,1255168,1061342,1210197,1719172
842951,Self-propelled front-end shovel loaders,3133054,2378972,2282301,1916261,1470447,1809855,2083251,1774136,1461915,1713733
121490,"Swedes, mangolds, fodder roots, hay, lucerne """"alfalfa"""", clover, sainfoin, forage kale, lupines, ...""",1284448,1355925,1194538,1300344,1351261,1397707,1361480,1498891,1529936,1713267
284390,"Inorganic or organic compounds of precious metals, whether or not chemically defined (excluding ...",268623,363130,474541,377156,298296,485463,634674,984140,1333629,1702049
401120,"New pneumatic tyres, of rubber, of a kind used for buses and lorries (excluding typres with ...",2444701,2240607,2500742,2252575,1651033,1705646,1861870,1740424,1377653,1695243
848340,"Gears and gearing for machinery (excluding toothed wheels, chain sprockets and other transmission ...",1582959,1553428,2047467,1946809,1640138,1694243,1669819,1857512,1458775,1684129
841182,Gas turbines of a power > 5.000 kW (excluding turbojets and turbopropellers),3085874,2679377,3211803,3034349,2309279,2033391,2010595,1876065,1702842,1676601
852990,"Parts suitable for use solely or principally with flat panel display modules, transmission ...",3297569,2804669,2837821,2257050,1813820,1826533,1959733,1910295,1799997,1667365
80251,"Fresh or dried pistachios, in shell",893049,1053233,945966,714805,1033401,1352624,1437986,1749439,1409709,1656372
392310,"Boxes, cases, crates and similar articles for the conveyance or packaging of goods, of plastics",1401192,1644438,1671799,1662021,1690925,1637570,1738252,1708771,1527759,1635406
940190,"Parts of seats, n.e.s.",2382404,2578126,2974229,3038043,3112351,2897679,2621682,2414533,1692710,1611023
850760,Lithium-ion accumulators (excluding spent),242145,660269,754093,796771,1115250,1292131,1395701,1499629,1650655,1595584
902620,Instruments and apparatus for measuring or checking pressure of liquids or gases (excluding ...,1205692,1263818,1429334,1353794,1362522,1419056,1608166,1491078,1361259,1583310
380893,"Herbicides, anti-sprouting products and plant-growth regulators, put up in forms or packings ...",1383596,1601393,1659188,1436338,1370021,1781376,1619239,1463687,1445808,1565597
392010,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",1245831,1308618,1379808,1342796,1375881,1425243,1380923,1323529,1300979,1551115
380891,"Insecticides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",949344,1179701,1284980,1089502,1079960,1005528,1421054,1578792,1463072,1547791
870195,"Tractors, of an engine power > 130 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,1330222,1476175,1391964,1240791,1541766
710691,"Silver, incl. silver plated with gold or platinum, unwrought (excluding silver in powder form)",1354526,496401,408070,725028,399182,194410,521179,365827,964905,1539826
900190,"Lenses, prisms, mirrors and other optical elements, of any material, unmounted (excluding such ...",904418,762142,844007,888260,825052,1095113,1349373,1331380,1278454,1532290
902131,Artificial joints for orthopaedic purposes,1624899,1684502,1691253,1656330,1792347,1815604,1892593,1902504,1496713,1530241
847190,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and ...",1002416,849050,936383,993281,970063,999497,1091356,1585127,1296729,1527746
260800,Zinc ores and concentrates,854157,906691,1181326,1028176,977001,1483768,1562258,1365372,867367,1517455
381519,"Supported catalysts, n.e.s. (excluding with precious metal, a precious-metal compound, nickel ...",1687948,1566472,1623278,1821422,1516650,1619608,1853477,1890902,1432116,1510350
851220,Electrical lighting or visual signalling equipment for motor vehicles (excluding lamps of heading ...,919703,1129375,1244180,1385390,1695555,1765523,1856186,1840554,1489554,1497812
847590,"Parts of machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, ...",1016883,748074,754799,773300,680437,845116,877429,1101074,765070,1484791
210390,Preparations for sauces and prepared sauces; mixed condiments and seasonings (excluding soya ...,849115,963291,1073192,1165409,1175492,1252811,1297150,1341197,1267870,1472985
870422,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",1070413,1263511,974325,992326,1069399,1309446,1396303,1433232,1300070,1460352
848390,"Toothed wheels, chain sprockets and other transmission elements presented separately; parts ...",1175187,1132810,1257701,1153327,1109223,1184312,1288862,1343212,1254043,1455147
871610,"Trailers and semi-trailers of the caravan type, for housing or camping",1194081,1259009,1246588,912080,831103,1083457,1247884,916531,679887,1447822
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",1373669,1448763,1595460,1537828,1449956,1596738,1634990,1676588,1430698,1445748
381800,"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, ...",735749,684650,693971,744250,760053,994902,1271714,1274299,1278901,1439288
843143,"Parts for boring or sinking machinery of subheading 8430.41 or 8430.49, n.e.s.",6854847,6292146,6424973,4615603,2268912,1838672,2068254,2647622,1483018,1437649
300439,"Medicaments containing hormones or steroids used as hormones but not antibiotics, put up in ...""",720918,740945,806284,769538,588271,868847,825079,959078,1347183,1437421
901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic ...",1120232,1075063,1101648,1039776,1075132,1122258,1124008,1240293,1693130,1435452
848120,Valves for oleohydraulic or pneumatic transmission,1189307,1159489,1331673,1241463,1274520,1383397,1600494,1523507,1360170,1432278
903090,Parts and accessories for instruments and apparatus for measuring or checking electrical quantities ...,1477294,1354803,1525102,1603036,1458461,1365443,1428369,1437916,1455292,1431470
330300,"Perfumes and toilet waters (excluding aftershave lotions, personal deodorants and hair lotions)",1723523,1839311,1831712,1657055,1698983,1758131,1780071,1661346,1218442,1430062
