Code,Product label,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021
870899,"Parts and accessories, for tractors, motor vehicles for the transport of ten or more persons, ...",5939205,6304312,6504891,5738592,5775070,6303454,6759344,6405570,5337084,5841743
271600,Electrical energy,2959822,2409009,2268920,1676103,1123310,1160487,1572334,2023963,2318430,5564260
870840,"Gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",3788189,4076785,3987738,4136149,5082605,7112525,7609645,6397699,5156416,5495815
880330,"Parts of aeroplanes or helicopters, n.e.s. (excluding those for gliders)",7374513,7355015,8033514,7543728,4722285,6846101,7908936,7007485,6464564,5419767
844399,"Parts and accessories of printers, copying machines and facsimile machines, n.e.s. (excluding ...",6457439,6621388,5714381,5011767,4619504,5310193,5857290,4729365,4907744,5410377
847330,Parts and accessories of automatic data-processing machines or for other machines of heading ...,3995623,4027707,4811422,3941190,3720491,5654679,6010004,5033156,5368966,5388664
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,2036618,2324730,2779678,2596928,2917839,2944020,3296360,3914856,4234800,5387227
711031,"Rhodium, unwrought or in powder form",218557,139090,181657,143259,114389,209729,487547,897941,2288392,5047940
854430,"Ignition wiring sets and other wiring sets for vehicles, aircraft or ships",3985910,4235922,4874194,4445966,4443431,4819152,5263516,4874084,4457141,4963751
841191,"Parts of turbojets or turbopropellers, n.e.s.",3443930,4622651,4435026,4416769,4585160,5026068,5825195,7172843,4119021,4893025
880240,"Aeroplanes and other powered aircraft of an of an unladen weight > 15.000 kg (excl. helicopters, ...",15259611,18055952,19319373,16351328,13925806,8883286,6795016,8521116,5886253,4884710
847170,Storage units for automatic data-processing machines,4536304,4169253,4361677,4147970,3981074,4288232,4473312,4456792,4499308,4855114
740311,"Copper, refined, in the form of cathodes and sections of cathodes",5008318,4985278,4419722,3751782,3418885,3818221,4393793,3518691,3684979,4825128
300212,Antisera and other blood fractions,0,0,0,0,0,3956858,3919422,4523215,4344356,4763894
711021,"Palladium, unwrought or in powder form",899221,873002,992986,859175,868523,1773985,2397732,2980591,3325946,4688941
293359,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing a pyrimidine ring, whether ...""",1766433,1758539,1715635,2891204,3737142,4349462,3863964,5228578,5051082,4680937
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",3127743,3220881,3609506,3196871,3399181,3713789,4391342,4111006,3709324,4660640
293379,"Lactams (excluding 6-hexanelactam """"epsilon-caprolactam"""", clobazam """"INN"""", methyprylon """"INN"""", ...""",68009,183891,211813,301870,842058,961256,6425188,7305726,6573561,4565472
870321,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",878353,1434049,1578856,1811415,2088034,3196459,5330373,5972224,4884814,4540054
760120,Unwrought aluminium alloys,4254869,4192204,4345251,3933002,3477930,4155068,4387164,3642839,2851459,4464129
841112,Turbojets of a thrust > 25 kN,3525476,4083886,4253106,2792531,3517541,2804974,5021898,5374097,4269132,4462300
711299,"Waste and scrap of silver, incl. metal clad with silver, and other waste and scrap containing ...",919612,1421382,1427375,1267944,1278240,1630023,2001056,2011546,2876911,4412991
901890,"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",3425792,3792639,3982430,3529437,3671361,3847111,4234192,4295513,4388997,4389275
401110,"New pneumatic tyres, of rubber, of a kind used for motor cars, incl. station wagons and racing ...",4889352,4830880,4779755,4053620,4260375,4408375,4677711,4227580,3799981,4324695
870421,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",2923091,2399893,2423807,2498209,2768170,2927625,3978997,4247407,3542742,4242490
260111,Non-agglomerated iron ores and concentrates (excluding roasted iron pyrites),3700351,3314750,2793452,1537518,1403554,1974297,1866447,2546151,2324303,4213173
950300,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ...""",2558835,2685958,2927524,2821532,2946468,3106506,3370358,3345220,3439434,4068071
40690,"Cheese (excluding fresh cheese, incl. whey cheese, curd, processed cheese, blue-veined cheese ...""",3117391,3499782,3724654,2947158,3063871,3356414,3567948,3546069,3709011,4004255
270112,"Bituminous coal, whether or not pulverised, non-agglomerated",4565933,4177979,3731257,2972631,2689305,4489453,4427063,3507124,2068536,3942563
740400,"Waste and scrap, of copper (excluding ingots or other similar unwrought shapes, of remelted ...",3749614,3215934,3329652,2481638,2263790,2737813,2949704,2777190,2598999,3926054
854140,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in ...",7292980,3752771,3153258,2759485,2598046,2779541,3048930,3056328,3117185,3915984
847150,"Processing units for automatic data-processing machines, whether or not containing in the same ...",1996911,2030978,2446208,2497669,2583147,3272641,3756810,4084370,3950155,3915795
848180,"Appliances for pipes, boiler shells, tanks, vats or the like (excluding pressure-reducing ...""",2696167,2844598,2950591,2652187,2747627,3081619,3387189,3366262,3220989,3804947
711292,"Waste and scrap of platinum, incl. metal clad with platinum, and other waste and scrap containing ...",1874107,1834649,1528461,1129924,841621,964157,1174410,1594561,2411413,3723744
852990,"Parts suitable for use solely or principally with flat panel display modules, transmission ...",3341195,3015265,3023479,2406466,2387952,2565931,2751037,2784816,3273111,3695646
840999,"Parts suitable for use solely or principally with compression-ignition internal combustion ...""",3818469,3675550,3932631,3337936,3499906,3685295,4041239,3700733,2925090,3612638
940190,"Parts of seats, n.e.s.",3677065,4064059,4760105,4115609,4207092,4253883,4398634,3811621,3318819,3594269
870830,"Brakes and servo-brakes and their parts, for tractors, motor vehicles for the transport of ...",3406438,3870610,4050300,3407804,3359389,3712709,3780225,3477427,3046349,3584395
711890,Coin of legal tender,0,0,0,1495062,1656082,2044433,1801619,2048809,3514873,3556447
852872,"Reception apparatus for television, colour, whether or not incorporating radio-broadcast receivers ...",4715750,3884750,3786702,2900630,2710030,3037514,2940278,2750615,2887135,3448218
851220,Electrical lighting or visual signalling equipment for motor vehicles (excluding lamps of heading ...,2174091,2603510,3137004,2857306,3112564,3562203,3664652,3249271,3086385,3399884
381512,"Supported catalysts with precious metal or a precious-metal compound as the active substance, ...",1261027,1328057,1622014,1544110,1468483,1529607,1971550,2309775,2246740,3359987
870340,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,742461,895253,1268273,2339682,3343930
870324,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",1648266,1591688,1654427,1642241,2399516,2383514,2428589,2915069,2642144,3306209
90111,Coffee (excluding roasted and decaffeinated),3895629,2897714,3213964,3105896,2937066,3110873,2791865,2549476,2736605,3238322
840820,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",4917496,5982343,5661919,5113018,4425630,4310738,3738878,3840514,3669021,3210505
120510,"Low erucic acid rape or colza seeds """"yielding a fixed oil which has an erucic acid content ...""",2529846,2536994,2025562,1855638,2290125,2656274,2429043,2402332,2572024,3205717
261690,Precious-metal ores and concentrates (excluding silver ores and oncentrates),500516,463557,712015,617719,620802,721482,1047919,1507633,2342421,3170400
610910,"T-shirts, singlets and other vests of cotton, knitted or crocheted",2713275,2930153,3006643,2544102,2446091,2644625,2819703,2766579,2704202,3141903
854449,"Electric conductors, for a voltage <= 1.000 V, insulated, not fitted with connectors, n.e.s.",2235940,2093923,2002732,1779140,1690704,1979126,2353869,2164726,1990512,3132034
730890,"Structures and parts of structures, of iron or steel, n.e.s. (excluding bridges and bridge-sections, ...",2222227,2318563,2420541,2130077,2247479,2454445,2543228,2325415,2341343,3115934
260300,Copper ores and concentrates,3023772,2383310,2578369,2080675,1634060,2222252,2311121,1925161,2420678,3055965
853669,Plugs and sockets for a voltage <= 1.000 V (excluding lamp holders),1637565,1991066,2118329,1984055,2111831,2451257,2705336,2480030,2406218,3037324
640399,"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather ...",2408867,2436593,2529944,2333737,2291454,2599683,3084505,3204854,3061732,3029647
620342,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of cotton (excluding ...",2897612,3116056,3110905,2794287,2937743,3034194,3110122,3006419,2760786,2945974
870350,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,1897,1405,418277,1321681,2945423
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,2868233,2885354,3266007,2860370,2816989,2924777,3136240,3030646,2642402,2942966
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",1958355,2146764,2236922,2119398,2247342,2598028,2634437,2413935,2417138,2936782
847989,"Machines and mechanical appliances, n.e.s.",1662788,1807227,2164793,1924303,2207646,2434856,2912986,2923924,2939610,2932886
760612,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm, square or rectangular ...",1987020,2050345,2392031,2622768,2470742,2853375,2934581,2526907,2135730,2924270
852580,"Television cameras, digital cameras and video camera recorders",2893344,2471957,2244373,1996313,2177759,2380612,2491422,2546207,2648248,2872400
382499,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",0,0,0,0,0,2307677,2672478,2643249,2445858,2866757
293499,"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excl. ...""",1197290,1225060,1083861,1297279,1019414,902454,1309400,1574519,2428864,2827279
710813,"Gold, incl. gold plated with platinum, in semi-manufactured forms, for non-monetary purposes",1713529,1780960,1387947,1086179,1125727,1277172,1242018,1106921,2036788,2824887
840734,"Spark-ignition reciprocating piston engine, of a kind used for vehicles of chapter 87, of a ...",4585148,3602533,3909959,3142479,2928317,3515528,3536995,3491838,2610546,2764020
260112,Agglomerated iron ores and concentrates (excluding roasted iron pyrites),1708321,1972353,1978849,1245887,1192690,1630377,1787534,1476813,1351188,2732870
850300,"Parts suitable for use solely or principally with electric motors and generators, electric ...",1893121,1983712,2028721,1696955,1825517,1946629,2195122,2217562,2200722,2715552
950450,Video game consoles and machines (excluding operated by any means of payment),1612021,1168717,1296389,1473719,1107563,1965823,2263996,2160973,2241224,2692096
721049,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",2140193,2188405,2015066,1526561,1507039,2057841,2161006,1922775,1545959,2670822
901839,"Needles, catheters, cannulae and the like, used in medical, surgical, dental or veterinary ...",1692063,1884008,1997113,1892699,2044126,2180825,2267182,2156470,2352292,2635981
611020,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of cotton, knitted or crocheted ...",1782065,1993352,2057477,1731373,1803706,2037935,2054726,2030316,2053989,2617554
940360,"Wooden furniture (excluding for offices, kitchens and bedrooms, and seats)",2129999,2145707,2347317,2076755,2056833,2035696,2156326,2130440,2291921,2603676
852852,Monitors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,1770473,1873425,1843675,2129341,2590622
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",733876,770840,873371,819972,875863,949062,1059378,1091123,8218406,2580739
870850,"Drive-axles with differential, whether or not provided with other transmission components, ...",2213763,2164025,2161282,1834569,2097490,2412537,2651415,2525270,2112023,2545583
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),1798838,1858094,1913647,1736267,1795853,2036686,2218093,2139903,2009083,2391177
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",1536216,1987472,2261777,1961432,2046728,1903369,1953181,1821686,1964773,2387555
843149,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s.",2032778,1851795,1903619,1603981,1591180,1830254,2248405,2228644,1825478,2379548
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",1747576,1811962,1930279,1598143,1723315,2067773,2328760,2109560,1881000,2316164
210690,"Food preparations, n.e.s.",1405530,1548162,1695925,1427257,1534808,1648789,1766190,1773936,2024275,2272753
853400,Printed circuits,1832769,1863786,1957496,1832634,1944249,2070099,2195618,1981735,1772786,2268707
611030,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of man-made fibres, knitted ...",1750536,1984859,2140557,1912841,1959880,2148054,2264646,2100889,1989490,2190658
220421,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",1938020,2111724,2209601,1816003,1797358,1835552,1931333,1868198,1954682,2186295
870870,"Road wheels and parts and accessories thereof, for tractors, motor vehicles for the transport ...",2180632,2152492,2437505,2237633,2293669,2453285,2441451,2147311,1803399,2173576
940161,"Upholstered seats, with wooden frames (excluding convertible into beds)",1522616,1516960,1678207,1482390,1631365,1700745,1765301,1686975,1781874,2151996
901819,"Electro-diagnostic apparatus, incl. apparatus for functional exploratory examination or for ...",434374,431332,468631,437879,423883,471342,640383,1031956,1715642,2136206
300439,"Medicaments containing hormones or steroids used as hormones but not antibiotics, put up in ...""",720792,781051,944020,1183284,1265086,1223530,1334529,1476602,1788721,2102972
848390,"Toothed wheels, chain sprockets and other transmission elements presented separately; parts ...",1489866,1457419,1585324,1395717,1502241,1706977,1991127,1831423,1659607,2095111
870880,"Suspension systems and parts thereof, incl. shock-absorbers, for tractors, motor vehicles for ...",1086680,1337603,1430192,1250203,1464562,1661920,1825262,1755093,1648274,2095096
870333,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",5338726,4705808,5068090,5559567,6203234,5995863,5679319,5763054,3567770,2085246
847180,"Units for automatic data-processing machines (excluding processing units, input or output units ...",866808,1009286,1208990,1042226,1043587,1199067,1325092,1444626,1653803,2067584
390110,"Polyethylene with a specific gravity of < 0,94, in primary forms",2131230,2097298,2067181,1757158,1734496,1780222,1775074,1511020,1257256,2030696
731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...",1584717,1638950,1777491,1689164,1673433,1834696,2041517,1820053,1550723,2017398
854129,Transistors with a dissipation rate >= 1 W (excluding photosensitive transistors),747196,920962,1156538,1175446,1374262,1664628,2000708,1903830,1592902,2005412
870894,"Steering wheels, steering columns and steering boxes, and parts thereof, for tractors, motor ...",1955963,2199178,2428195,2071857,2344108,2422875,2530696,2238223,1946228,2002323
190590,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ...",1227017,1343566,1397304,1288282,1363417,1454276,1602581,1692254,1752475,1991277
871160,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with electric motor for ...",0,0,0,0,0,711587,1142274,1415501,1632248,1984101
871690,"Parts of trailers and semi-trailers and other vehicles not mechanically propelled, n.e.s.",1395707,1491088,1610073,1458477,1573137,1796642,2029816,1667621,1447085,1958360
120190,"Soya beans, whether or not broken (excluding seed for sowing)",1979599,2111019,1998918,1599267,1279626,1232576,1481106,1401523,1570183,1936889
640411,"Sports footwear, incl. tennis shoes, basketball shoes, gym shoes, training shoes and the like, ...",524193,748289,1068541,1265861,1503799,1827045,2188396,2188496,2245210,1933232
330499,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), ...",1219409,1444177,1498554,1367840,1440036,1649887,1833142,1791663,1609789,1928745
640419,Footwear with outer soles of rubber or plastics and uppers of textile materials (excluding ...,902423,996545,1049398,1056370,1204122,1381441,1520944,1669335,1666461,1925350
230910,"Dog or cat food, put up for retail sale",874602,1009176,1140934,1069147,1078529,1347890,1465347,1514738,1684578,1901600
847990,"Parts of machines and mechanical appliances, n.e.s.",1363382,1308227,1397637,1295719,1383117,1440613,1747497,1663057,1608679,1874929
853690,"Electrical apparatus for switching electrical circuits, or for making connections to or in ...",1548620,1562560,1745903,1528070,1569770,1587057,1708662,1534031,1463464,1873214
848210,Ball bearings,1773505,1872224,1955058,1598489,1697111,1871586,2082437,1788617,1452975,1869050
850131,"DC motors of an output > 37,5 W but <= 750 W and DC generators of an output <= 750 W (excl. ...",702569,834367,972133,964447,1216573,1435189,1565428,1374310,1522357,1848772
870423,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",1225770,1573797,1523193,1500042,1500642,1626999,1879254,2006890,1779108,1834440
760110,"Aluminium, not alloyed, unwrought",1725906,1719589,1975986,1570421,1477856,1540280,1824936,1445823,1056736,1831918
760429,"Bars, rods and solid profiles, of aluminium alloys, n.e.s.",1436636,1342380,1411992,1286396,1228737,1429664,1596428,1393360,1278500,1825485
940390,"Parts of furniture, n.e.s. (excluding of seats and medical, surgical, dental or veterinary ...",1301156,1352626,1323682,1235568,1309286,1377225,1502393,1532605,1569117,1809421
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",1662236,1762464,2076648,1921558,1940125,1639466,1841496,1822589,1589509,1797277
382600,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ...",987676,671993,690879,504997,712013,897433,1299480,1359298,1604475,1797207
620462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton (excluding ...",1884206,2081144,2011325,1803400,1750860,1700237,1838639,1666075,1566568,1783882
390210,"Polypropylene, in primary forms",1253908,1261298,1348947,1137936,1097047,1319952,1528802,1370842,1136170,1776845
490199,"Printed books, brochures and similar printed matter (excluding those in single sheets; dictionaries, ...",671447,675012,865757,1114084,1212291,1265585,1444558,1309471,1410216,1770623
293339,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyridine ring, ...",1256613,1098187,1997002,2034868,2084380,2163952,3939110,2627129,3333326,1722534
850811,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor, ...",346787,443581,540714,659577,737648,918250,1201674,1333105,1462276,1720221
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",1256782,1382225,1604704,1246283,1179281,1286702,1599191,1613098,1537057,1706428
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",1357145,1364875,1373242,1194053,1291098,1456760,1599675,1511774,1393392,1699011
70200,"Tomatoes, fresh or chilled",1378206,1397390,1472857,1303972,1313856,1484980,1499794,1426777,1559667,1689962
321590,"Ink, whether or not concentrated or solid (excluding printing ink)",1634465,2155295,2106438,1626445,967503,300689,1663618,1578921,1743261,1676487
760200,"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ...",871509,844876,1011942,1081220,951558,1163010,1407411,1307246,1113408,1673250
401699,"Articles of vulcanised rubber (excluding hard rubber), n.e.s.",1354654,1446842,1544451,1322903,1369014,1515990,1631178,1507320,1370634,1668306
851830,"Headphones and earphones, whether or not combined with microphone, and sets consisting of a ...",495139,510831,559704,564388,572523,665803,819171,1075973,1596219,1661105
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms",1468229,1646557,1626085,1438392,1353662,1432961,1483311,1325109,1142577,1656364
902190,"Articles and appliances, which are worn or carried, or implanted in the body, to compensate ...",1151675,1125113,1320622,1303927,1405089,1498820,1550633,1472790,1454777,1651948
853224,"Fixed electrical capacitors, ceramic dielectric, multilayer (excluding power capacitors)",548335,598854,628107,589672,726455,876690,1382406,1530662,1130603,1633454
240220,"Cigarettes, containing tobacco",740934,740474,821069,448524,618621,741304,1104753,1253500,1493120,1624023
844331,"Machines which perform two or more of the functions of printing, copying or facsimile transmission, ...",2516104,2612378,2517270,2023296,1986649,2016601,2289499,1856857,1618389,1622119
940320,"Metal furniture (excluding for offices, seats and medical, surgical, dental or veterinary  ...",756871,800736,933423,876505,918207,989023,1115428,1147384,1229229,1620229
761699,"Articles of aluminium, n.e.s.",1403732,1450222,1540243,1368805,1429650,1529590,1627684,1445830,1272733,1614105
470329,"Semi-bleached or bleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...",1570856,1566797,1532629,1590617,1489293,1631520,2000367,1525842,1053172,1612201
401120,"New pneumatic tyres, of rubber, of a kind used for buses and lorries (excluding typres with ...",1898346,1885591,1855499,1441380,1526551,1493230,1579414,1422724,1280673,1597917
340220,"Surface-active preparations, washing preparations, auxiliary washing preparations and cleaning ...",1237812,1312985,1292440,1168835,1155393,1231945,1480927,1597868,1598304,1593957
842952,"Self-propelled mechanical shovels, excavators and shovel loaders, with a 360¡Æ revolving su ...",903894,791027,964588,885029,1047678,1153906,1263224,1457815,1241215,1591463
640391,"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, ...",1376191,1632603,1783911,1363779,1327122,1334499,1384642,1474394,1429048,1581418
330300,"Perfumes and toilet waters (excluding aftershave lotions, personal deodorants and hair lotions)",1694196,1819157,1719216,1569249,1697628,1833098,1877568,1734305,1328804,1578236
390230,"Propylene copolymers, in primary forms",1291684,1412493,1531343,1181525,1081428,1225704,1424257,1264632,1043867,1569825
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",1246118,1205846,1229917,967682,919225,1249275,1536775,1274251,963546,1569300
60290,"Live plants, incl. their roots, and mushroom spawn (excluding bulbs, tubers, tuberous roots, ...",1507882,1444370,1376119,1079232,1104202,1187603,1296241,1285548,1350435,1566312
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",1254637,1411894,1483444,1278312,1327875,1435872,1529539,1412898,1272831,1533928
401511,"Surgical gloves, of vulcanised rubber (excluding fingerstalls)",335882,365143,349046,349614,359270,380102,426371,447629,754148,1530840
847160,"Input or output units for automatic data-processing machines, whether or not containing storage ...",805553,749774,812366,809622,856275,902275,1023121,1099767,1365312,1526941
940540,"Electric lamps and lighting fittings, n.e.s.",1190126,1404509,1622855,1317217,1361196,1410424,1493636,1430504,1298355,1520809
846729,"Electromechanical tools for working in the hand, with self-contained electric motor (excluding ...",758823,842502,845202,808864,869906,969016,983799,981662,1041054,1500321
640299,Footwear with outer soles and uppers of rubber or plastics (excluding covering the ankle or ...,1092882,1113930,1235569,1239951,1289688,1344599,1440554,1445501,1361296,1490386
903289,"Regulating or controlling instruments and apparatus (excluding hydraulic or pneumatic, manostats, ...",2014547,1957142,2084764,1780362,1780693,2012472,2115817,2005721,1565198,1485147
902110,Orthopaedic or fracture appliances,580387,625856,603065,685095,808721,986607,1196742,1275357,1233566,1468501
940510,Chandeliers and other electric ceiling or wall lighting fittings (excluding for lighting public ...,925681,1014259,1190647,1115055,1153685,1235072,1303486,1232485,1291899,1467329
848120,Valves for oleohydraulic or pneumatic transmission,971157,1035624,1018244,931053,1045432,1167609,1353534,1288789,1166740,1457218
721933,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",727308,801826,1016428,946945,864639,1084397,1160336,1010260,885705,1444339
870120,Road tractors for semi-trailers,1138119,1427551,1515116,1261833,1373474,1427615,1918405,1716522,1203594,1442903
20130,"Fresh or chilled bovine meat, boneless",1198449,1241770,1322952,1227126,1313109,1373553,1438913,1364741,1326188,1439062
870370,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,49316,853,30993,1056720,1430566
720449,"Waste and scrap of iron or steel (excluding slag, scale and other waste of the production of ...",1402422,1330967,1171798,751201,620631,898986,849400,700333,652615,1413281
850450,Inductors (excluding inductors for discharge lamps or tubes),766327,793269,840558,813955,906787,1026799,1147057,1050874,1069809,1410952
850110,"Motors of an output <= 37,5 W",1017342,1124686,1299435,1201858,1310619,1349095,1468892,1345604,1206308,1401214
851671,"Electro-thermic coffee or tea makers, for domestic use",874862,1021233,998253,824498,874341,987480,1028053,1002626,1151332,1376149
390720,"Polyethers, in primary forms (excluding polyacetals and goods of 3002 10)",968677,992638,1072859,921099,883505,1038258,1164047,1064996,949524,1374497
902750,"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...",938302,832221,1032441,918450,1002584,992118,1198574,1247508,1169569,1368404
852351,"Solid-state, non-volatile data storage devices for recording data from an external source [flash ...",1023284,1094573,1148127,1090645,1230428,1362160,1201675,1210390,1191558,1352798
440712,"Fir """"Abies spp."""" and spruce """"Picea spp."""" sawn or chipped lengthwise, sliced or peeled, ...""",0,0,0,0,0,779540,907867,778276,798885,1351286
