Code,Product label,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021
90831,"Cardamoms, neither crushed nor ground",127159,126660,114286,122416,88644,121864,85992,117727,248634,210349
870880,"Suspension systems and parts thereof, incl. shock-absorbers, for tractors, motor vehicles for ...",73571,87072,95022,105829,108281,105579,96284,160027,154297,210273
392410,"Tableware and kitchenware, of plastics",116362,148448,170098,193509,160741,149894,152603,173350,151619,202243
853810,"Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 8537, not ...",160114,125856,98373,96389,80934,100501,111812,120923,219437,199661
850710,"Lead-acid accumulators of a kind used for starting piston engine """"starter batteries"""" (excluding ...""",88791,123765,138172,208515,204783,184942,189195,217520,172473,198718
640411,"Sports footwear, incl. tennis shoes, basketball shoes, gym shoes, training shoes and the like, ...",38925,34948,52999,69308,77283,74038,64016,77377,85818,198485
940599,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, n.e.s.",41570,43107,38821,49024,36789,34073,40059,172143,176847,197081
853710,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",263969,302788,343169,391304,310939,235780,203239,239217,202429,197026
870120,Road tractors for semi-trailers,105011,71711,65724,66785,46337,27070,32139,207501,304441,196335
721049,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",166920,188387,177555,232405,123279,112614,113900,132109,175377,192404
441114,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?9?mm""""",195330,211428,196827,209776,141927,141247,142180,168251,146206,192226
847170,Storage units for automatic data-processing machines,158915,152282,166964,170451,137535,150585,148561,186944,180073,192057
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",192291,251897,266912,259673,219973,204800,217377,179267,215519,191672
170490,"Sugar confectionery not containing cocoa, incl. white chocolate (excl. chewing gum)",93508,95850,133550,125571,120331,155485,213765,232606,229724,187431
190532,Waffles and wafers,90632,89081,76834,112190,120266,121436,146691,170515,171057,185655
271312,"Petroleum coke, calcined",49114,126242,134686,120939,76844,100111,166281,136124,119262,185386
910121,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",98992,172935,210742,143576,112260,89501,71498,102305,113874,184500
851660,"Electric ovens, cookers, cooking plates and boiling rings, electric grillers and roasters, ...",78614,105690,126708,136679,103659,99327,112738,130226,159491,183416
848140,Safety or relief valves,333281,392182,363289,169724,114473,126895,133240,186467,232452,183398
440799,"Wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...""",161400,160318,139361,119874,40757,32679,38626,92221,225635,183378
40291,"Milk and cream, concentrated but unsweetened (excluding in solid forms)",145571,127187,130101,134989,69957,68253,86713,143837,207093,182015
80310,Fresh or dried plantains,62060,58884,65772,85957,118636,122849,79486,62100,127260,181633
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",175778,196261,156965,152370,142013,140013,169442,182623,171886,180896
80810,Fresh apples,187898,188516,178491,191536,194915,185595,193525,185813,185409,179335
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",211814,247330,234308,260205,206929,300976,344304,266289,121955,178563
842952,"Self-propelled mechanical shovels, excavators and shovel loaders, with a 360¡Æ revolving su ...",5111,6454,11572,6046,11015,4501,8045,21843,62376,178467
160414,"Prepared or preserved tunas, skipjack and Atlantic bonito, whole or in pieces (excluding minced)",176478,129358,120522,135825,151047,146261,194104,230322,253168,178268
852580,"Television cameras, digital cameras and video camera recorders",341073,357408,277639,211543,218879,188867,186571,180149,160904,177346
720851,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, not in coils, simply ...",290109,136527,196199,229651,185784,232026,287767,273150,181515,175178
940360,"Wooden furniture (excluding for offices, kitchens and bedrooms, and seats)",271105,331303,329690,401251,276648,283209,281052,246252,183962,173768
210390,Preparations for sauces and prepared sauces; mixed condiments and seasonings (excluding soya ...,85273,100551,99333,114229,102341,115175,104454,117179,144967,169043
190531,Sweet biscuits,142052,158914,184447,210957,174980,156625,205885,195842,180743,168939
381590,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ...",435440,349040,388366,322283,140716,217780,258357,303534,174922,168005
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",170647,192234,211575,272699,149127,160617,148323,200297,135612,167214
940490,"Articles of bedding and similar furnishing, fitted with springs or stuffed or internally filled ...""",95776,100554,114773,140439,112974,104757,107058,152851,134354,165216
330590,"Preparations for use on the hair (excluding shampoos, preparations for permanent waving or ...",164165,148128,175363,215085,192677,168488,155093,170399,142611,164412
721391,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel, of circular ...",258507,234121,238139,220684,206367,122600,142590,80086,159219,163619
720836,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",146484,60267,287022,148424,92137,16167,115169,201232,284913,162831
40510,Butter (excluding dehydrated butter and ghee),156303,140395,197723,144879,152381,142839,168817,138693,188021,160842
70200,"Tomatoes, fresh or chilled",70213,58388,74837,94002,99394,69828,79110,86784,126695,159568
847989,"Machines and mechanical appliances, n.e.s.",68358,103650,88395,98997,100242,111585,172682,257199,245326,159530
880390,"Parts of aircraft and spacecraft, n.e.s.",222565,226267,64593,129116,305857,73378,109784,105648,255471,159156
870590,Special purpose motor vehicles (other than those principally designed for the transport of ...,129987,147614,140082,171065,210790,79091,173036,121566,96589,158660
901580,"Instruments and appliances used in geodesy, topography, hydrography, oceanography, hydrology, ...""",97994,86663,125809,116126,42147,49900,69939,121933,46617,158013
340220,"Surface-active preparations, washing preparations, auxiliary washing preparations and cleaning ...",62393,66590,91963,124188,137151,108377,120979,136476,163797,155361
940510,Chandeliers and other electric ceiling or wall lighting fittings (excluding for lighting public ...,127129,223156,245062,140029,170226,171323,206462,109166,200840,154421
711890,Coin of legal tender,0,0,0,0,0,0,0,0,13759,154279
170112,Raw beet sugar (excluding added flavouring or colouring),248420,445989,262504,28146,82337,8494,1388,5226,15927,153025
860900,"Containers, incl. containers for the transport of fluids, specially designed and equipped for ...",69566,84644,108695,78167,159454,175282,227416,142936,108384,152332
230990,Preparations of a kind used in animal feeding (excluding dog or cat food put up for retail ...,86931,101723,110120,115029,90022,141568,187608,147599,171904,152201
760511,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of > 7 mm (excluding ...",176590,133815,107011,216350,129868,109605,93982,87849,148064,151670
281820,Aluminium oxide (excluding artificial corundum),32890,202205,493246,250845,88063,76936,63400,106695,116921,150724
290129,"Hydrocarbons, acyclic, unsaturated (excluding ethylene, propene """"propylene"""", butene """"butylene"""" ...""",45108,58744,47251,41721,60868,135692,99439,120232,125835,150438
640520,"Footwear with uppers of textile materials (excluding with outer soles of rubber, plastics, ...",26684,22088,24961,11941,21460,25934,33733,44403,35755,150261
901590,"Parts and accessories for instruments and appliances used in geodesy, topography, photogrammetrical ...",122980,118779,155613,131398,213099,186612,195358,249768,226604,148277
848110,Pressure-reducing valves,150375,143684,92863,58260,95880,131709,84273,81055,105360,147364
390110,"Polyethylene with a specific gravity of < 0,94, in primary forms",204662,207233,192978,189646,152654,136011,109170,107103,107514,145543
870893,"Clutches and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, ...",89916,96257,97310,94489,68213,60375,43032,65054,101897,144527
730711,Tube or pipe fittings of non-malleable cast iron,9991,12186,12035,20584,23102,39500,30397,37133,36604,144402
910111,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",70428,84255,72529,55758,44368,41657,16287,42717,92882,144231
300450,"Medicaments containing provitamins, vitamins, incl. natural concentrates and derivatives thereof ...""",164804,222021,186066,183510,49398,48355,61283,70651,102059,143337
731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...",153420,194799,148355,151554,119617,112038,128385,123294,129977,143282
40610,"Fresh cheese """"unripened or uncured cheese"""", incl. whey cheese, and curd""""",40909,69428,76609,124761,190795,187015,174538,214663,222590,141192
854449,"Electric conductors, for a voltage <= 1.000 V, insulated, not fitted with connectors, n.e.s.",178408,197429,256155,221172,166692,225229,190444,184113,129615,140150
847490,"Parts of machinery for working mineral substances of heading 8474, n.e.s.",193288,228718,257936,212640,141265,137231,96250,105032,138495,139857
180690,"Chocolate and other preparations containing cocoa, in containers or immediate packings of <= ...",105046,116382,114730,136879,162520,118515,130059,98219,74264,139371
841290,"Parts of non-electrical engines and motors, n.e.s.",28882,39742,55597,43170,34452,65374,90295,79531,164695,139049
300390,Medicaments consisting of two or more constituents mixed together for therapeutic or prophylactic ...,102281,135180,122669,16087,11524,14199,19732,58678,25255,138815
950450,Video game consoles and machines (excluding operated by any means of payment),85104,150419,179476,178933,150077,150216,160555,154253,120658,138676
901819,"Electro-diagnostic apparatus, incl. apparatus for functional exploratory examination or for ...",76719,84559,107013,79378,40615,53079,94943,162715,189941,138167
391740,"Fittings, e.g. joints, elbows, flanges, of plastics, for tubes, pipes and hoses",65808,68651,66731,61058,58991,64838,53463,56857,103443,137709
870830,"Brakes and servo-brakes and their parts, for tractors, motor vehicles for the transport of ...",170009,171871,180385,181258,159550,150127,105572,143595,126375,137539
151211,Crude sunflower-seed or safflower oil,92141,110540,90974,73926,30507,34634,84288,70208,53985,136750
853529,"Automatic circuit breakers for a voltage >= 72,5 kV",170324,109243,219679,268539,208025,180410,103563,72064,83682,136727
842951,Self-propelled front-end shovel loaders,580329,494804,482797,467192,142122,104319,94159,147543,151022,136449
851770,"Parts of telephone sets, telephones for cellular networks or for other wireless networks and ...",433758,68527,330174,301974,327659,486227,322537,195422,118169,136372
40711,"Fertilised eggs for incubation, of domestic fowls",12984,36313,4567,6815,3406,24176,53491,50672,93186,135218
690721,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,0,0,0,0,134525
392620,Articles of apparel and clothing accessories produced by the stitching or sticking together ...,28327,27473,31240,40212,28504,30146,54282,56038,95679,134379
870422,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",428547,431794,344284,342781,176626,128716,81465,71841,43782,134177
300431,"Medicaments containing insulin but not antibiotics, put up in measured doses """"incl. those ...""",49850,62276,89255,118069,77867,154054,143922,201386,225881,132454
853690,"Electrical apparatus for switching electrical circuits, or for making connections to or in ...",130255,134842,132635,83781,59916,75365,104624,94772,97412,130709
854460,"Electric conductors, for a voltage > 1.000 V, insulated, n.e.s.",382045,531004,615849,582503,415202,139644,149654,112879,81573,130503
760711,"Aluminium foil, not backed, rolled but not further worked, of a thickness of <= 0,2 mm (excluding ...",47362,57385,64597,54760,36878,57605,67546,88146,113322,129140
961900,"Sanitary towels (pads) and tampons, napkins and napkin liners for babies, and similar articles, ...",64790,102085,106696,111017,101711,108796,95998,118925,113470,128757
261400,Titanium ores and concentrates,147116,83212,156016,88031,94070,109416,120082,113441,83123,128613
610832,"Women's or girls' nightdresses and pyjamas of man-made fibres, knitted or crocheted (excluding ...",2089,2538,3384,7337,15158,16599,15168,21465,80921,125728
940540,"Electric lamps and lighting fittings, n.e.s.",147196,188908,236753,264658,141288,140915,187429,166898,152822,125438
81090,"Fresh tamarinds, cashew apples, jackfruit, lychees, sapodillo plums, passion fruit, carambola, ...""",53098,49020,40471,52190,47994,49036,111227,152921,188301,125384
842290,"Parts of dishwashing machines, packing or wrapping machinery and other machinery and apparatus ...",90561,96953,108507,91204,89253,101903,125396,82838,91737,125302
570330,"Carpets and other floor coverings, of man-made textile materials, tufted """"needle punched"""", ...""",40646,58976,127527,138409,73907,86488,92560,121105,129331,125177
640299,Footwear with outer soles and uppers of rubber or plastics (excluding covering the ankle or ...,74800,93882,112651,91881,115169,124455,154078,270958,167243,124707
845020,"Laundry-type washing machines, of a dry linen capacity > 10 kg",13767,19898,16418,17986,18664,17879,23493,57833,96075,124597
620443,Women's or girls' dresses of synthetic fibres (excluding knitted or crocheted and petticoats),22407,23708,43365,48480,49828,69157,76842,72129,64258,124389
850940,"Domestic food grinders and mixers and fruit or vegetable juice extractors, with self-contained ...",79440,94863,103787,102156,92103,94789,106709,107370,103254,123808
853590,"Electrical apparatus for switching or protecting electrical circuits, or for making connections ...",116105,160536,194094,251174,192195,95463,68077,71111,103919,122940
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",49704,69821,82835,77955,57637,57512,100009,105838,114069,122080
401699,"Articles of vulcanised rubber (excluding hard rubber), n.e.s.",31537,41520,43876,46827,44524,36008,36951,56592,82833,122022
851830,"Headphones and earphones, whether or not combined with microphone, and sets consisting of a ...",37507,30697,34164,42700,50563,65921,134969,190612,148877,121705
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",154114,196938,152806,272339,179144,160282,152716,207621,129864,121567
300420,"Medicaments containing antibiotics, put up in measured doses """"incl. those in the form of ...""",159366,57920,112415,120347,108903,90202,42836,131826,104393,121324
790111,"Unwrought zinc, not alloyed, containing by weight >= 99,99% of zinc",121563,134574,144260,141478,114193,151209,151958,108963,103089,120796
761510,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",60215,60449,73433,85217,67912,74960,74935,107152,106318,119338
841869,Refrigerating or freezing equipment (excluding refrigerating and freezing furniture),184051,191841,196162,178231,122781,153964,142372,122361,103484,117953
330290,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or ...",88944,84050,97883,87093,88145,88965,95025,123156,126032,117865
760200,"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ...",161,100,223,29099,18397,37850,110071,136415,167536,117781
151190,"Palm oil and its fractions, whether or not refined (excluding chemically modified and crude)",282970,236048,241502,178260,169896,110350,82821,110737,124906,117764
730810,"Bridges and bridge-sections, of iron or steel",86216,91531,186555,155061,101443,99172,87412,113135,102543,117702
940330,Wooden furniture for offices (excluding seats),141010,157414,182879,174384,90357,65525,80843,88257,65174,117497
732111,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",75531,91530,109247,127265,79697,106938,46643,75461,97373,117018
841950,"Heat-exchange units (excluding instantaneous heaters, storage water heaters, boilers and equipment ...",275875,378385,201743,289396,300543,229115,197011,223929,169473,116352
870423,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",310042,255033,305597,355104,168255,94652,59795,36743,56477,115487
330510,Shampoos,55585,58473,75882,86612,82542,106293,127862,149639,138752,115189
853521,"Automatic circuit breakers for a voltage > 1.000 V but < 72,5 kV",40100,36051,29744,28679,24933,61771,84810,64115,84746,114528
847990,"Parts of machines and mechanical appliances, n.e.s.",28740,59867,50570,47647,59359,60745,92302,123444,120031,114482
720429,"Waste and scrap of alloy steel (excluding stainless steel, and waste and scrap, radioactive, ...",78094,400,131645,108369,32299,15121,1793,75351,122617,113943
390190,"Polymers of ethylene, in primary forms (excluding polyethylene and ethylene-vinyl acetate  ...",71683,71307,75834,76090,73553,91538,112320,113485,84853,113554
611120,"Babies' garments and clothing accessories of cotton, knitted or crocheted (excluding hats)",90176,141178,171417,198988,171784,136718,136022,118388,103116,113182
