Code,Product label,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021
40510,Butter (excluding dehydrated butter and ghee),6823,8985,8918,10011,11151,14270,12934,14108,19667,29655
310430,"Potassium sulphate (excluding that in tablets or similar forms, or in packages with a gross ...",82,117,663,4017,2264,746,1832,1013,3096,29209
252321,"White portland cement, whether or not artificially coloured",0,0,0,153,45,198,317,2662,20706,29099
720890,"Flat-rolled products of iron or steel, of a width >= 600 mm, hot-rolled and further worked, ...",37945,16458,17580,15142,21478,7352,12613,4880,1257,29070
170230,"Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter ...",772,1694,851,2377,2067,2543,4292,4992,10071,29068
482369,"Trays, dishes, plates, cups and the like, of paper or paperboard (excluding of bamboo paper ...",5103,4971,6204,9836,10135,9793,11733,12251,17214,29044
290321,"Vinyl chloride """"chloroethylene""""""""",82,8914,0,2990,3149,4200,3249,0,14706,29019
281700,Zinc oxide; zinc peroxide,5403,9231,8516,5954,10890,31938,26471,22090,15315,28945
482390,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, in strips or rolls of a ...",8256,4212,6887,7823,3964,10413,74708,6326,11946,28565
760612,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm, square or rectangular ...",247,626,474,1673,5662,5998,8120,8441,340567,28162
280300,"Carbon (carbon blacks and other forms of carbon, n.e.s.)",112,361,214,490,975,7973,16158,17909,8935,28082
340111,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",57934,43561,57226,67904,68335,73420,50283,41748,41600,27843
841510,"Window or wall air conditioning machines, self-contained or """"split-system""""""""",173936,165998,185153,142602,113306,34069,33152,24700,26775,27789
170490,"Sugar confectionery not containing cocoa, incl. white chocolate (excl. chewing gum)",17978,24602,21470,24035,14794,18283,30790,31775,34240,27307
480411,"Unbleached kraftliner, uncoated, in rolls of a width > 36 cm",0,0,434,68,15347,22717,58951,5386,5040,26791
481190,"Paper, paperboard, cellulose wadding and webs of soft cellulose, coated, impregnated, covered, ...",21799,21902,28212,25703,13232,2365,5262,7071,4730,26766
170410,"Chewing gum, whether or not sugar-coated",25839,30074,25728,24579,21864,21908,27973,26122,22817,26741
730422,"Drill pipe, seamless, of stainless steel, of a kind used in drilling for oil or gas",156,429,6884,721,8,13,1695,121,18795,26517
293211,Tetrahydrofuran,7652,3657,4340,9829,9899,17784,17521,11902,19373,26409
390799,"Saturated polyesters in primary forms (excluding polycarbonates, alkyd resins, poly""""ethylene ...""",91162,76932,45343,42285,48966,47000,19041,15627,11014,26403
292159,"Aromatic polyamines and their derivatives; salts thereof (excluding o-phenylenediamine, m-phenylenediamine, ...",0,0,0,1,0,49,16,15467,20339,26022
40610,"Fresh cheese """"unripened or uncured cheese"""", incl. whey cheese, and curd""""",9850,14020,20364,31647,38854,46782,60988,48300,35517,25976
40900,Natural honey,35813,31336,35976,24219,25827,30188,14277,9938,13555,25046
382440,"Prepared additives for cements, mortars or concretes",5141,16979,29250,24262,22966,24641,20575,14839,14467,24813
390791,"Unsaturated polyallyl esters and other polyesters, in primary forms (excluding polycarbonates, ...""",0,482,3384,3370,3308,8890,12390,17550,16895,24498
850423,"Liquid dielectric transformers, having a power handling capacity > 10.000 kVA",13222,1513,1002,3482,1310,7704,8729,7519,2860,24299
382490,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",25820,43777,40562,25299,15897,12526,124828,10631,21476,24247
210390,Preparations for sauces and prepared sauces; mixed condiments and seasonings (excluding soya ...,20241,20200,17292,16783,15663,17310,25696,25779,28777,24240
760810,Tubes and pipes of non-alloy aluminium (excluding hollow profiles),78,232,2566,10102,2659,2250,9269,18864,21168,24034
382319,"Fatty acids, industrial, monocarboxylic; acid oils from refining (excluding stearic acid, oleic ...",6621,4839,3912,11492,17037,12810,7841,22454,8315,23992
841391,"Parts of pumps for liquids, n.e.s.",17230,25472,20120,25463,22848,20295,24080,12121,14574,23875
382499,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",0,0,0,0,0,0,0,0,0,23867
