Code,Product label,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021
870380,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,421247,1092526,2353736,3904372,5649118
290243,P-Xylene,3229066,4511579,4810291,4787745,4896980,6040762,7633872,6199836,3436561,5140686
870322,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",4315463,5974465,6274632,6286163,5993315,5679410,5679139,5394697,5259587,4976938
851712,"Telephones for cellular networks """"mobile telephones"""" or for other wireless networks""""",12096876,13175420,12488434,10382781,8156690,6972601,6120802,4744383,4122757,4926365
870340,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,2697530,2472623,2690724,2529905,4674060
890520,Floating or submersible drilling or production platforms,478850,1862358,2481001,3080964,2493494,11784952,2441953,9,16,4623948
284190,"Salts of oxometallic or peroxometallic acids (excluding chromates, dichromates, peroxochromates, ...""",231463,346500,405681,395449,422482,682901,910553,1958305,2428789,4423597
300215,"Immunological products, put up in measured doses or in forms or packings for retail sale (excl. ...",0,0,0,0,0,798434,779798,702045,2566862,3938618
901380,"Liquid crystal devices, n.e.s. and other optical appliances and instruments not elsewhere specified ...",27200435,24894128,24294941,20954549,15606620,14479385,11785628,5233623,4138804,3682580
847989,"Machines and mechanical appliances, n.e.s.",2885058,2913242,2735341,2971663,2873560,4006139,4403714,4265427,3103044,3450099
852580,"Television cameras, digital cameras and video camera recorders",737977,635083,531680,1346823,2750793,1515526,763434,668081,674826,3448206
842952,"Self-propelled mechanical shovels, excavators and shovel loaders, with a 360¡Æ revolving su ...",4228151,3359734,3359630,2389726,2131180,2792195,3235758,2575779,2264839,3198371
870840,"Gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",2528801,3011976,3395026,3625611,3990742,3425281,3484326,3060426,2524373,3102390
854140,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in ...",3878801,3791162,3419963,3633217,4164387,4613563,4308266,3512325,3110876,3052481
900120,Sheets and plates of polarising material,1800592,1618927,1660478,1536228,1307261,1625526,1962667,2112137,2472554,3048436
901320,Lasers (excluding laser diodes),71010,80718,96276,106319,93000,506577,1322420,1530765,2244195,3044214
390330,"Acrylonitrile-butadiene-styrene copolymers """"ABS"""", in primary forms""""",2544192,2677541,2557618,2133712,2072914,2684243,2793255,2244479,2051130,3011110
740311,"Copper, refined, in the form of cathodes and sections of cathodes",1352442,1321505,1324459,1565691,1242602,1413554,1511844,1503008,1576228,2997615
870332,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",6034134,6151878,5560077,4646467,4481430,4579433,3585671,3045909,1978424,2951955
848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated ...,544208,854869,1121897,1231861,684594,748267,1096304,2020657,1876984,2936715
390210,"Polypropylene, in primary forms",1625108,1909446,2067064,1815847,1676346,2065274,2394340,2148725,1934103,2824435
848690,Parts and accessories for machines and apparatus of a kind used solely or principally for the ...,636714,826821,888093,948984,1121445,1717185,1900887,1898887,2189649,2789135
841810,"Combined refrigerator-freezers, with separate external doors or drawers, or combinations thereof",2106784,1947273,2027527,1839671,1750696,1628670,1326131,1481253,1863746,2736438
721049,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",2330835,2300627,2603172,2135154,2208324,2617305,2856305,2624904,1956300,2693177
870829,"Parts and accessories of bodies for tractors, motor vehicles for the transport of ten or more ...""",2385971,2690380,3156626,3089487,3126722,2449816,2534142,2483725,2020393,2356796
390740,"Polycarbonates, in primary forms",1177209,1290492,1342616,1386987,1368123,1572327,1778793,1386634,1453770,2346756
721070,"Flat products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",1428488,1432964,1401330,1170703,1192787,1410876,1481002,1500594,1382398,2278136
290220,Benzene,1854307,1809398,2271028,1732735,1271975,2124295,2107909,1673215,1081893,2254945
390230,"Propylene copolymers, in primary forms",1997618,2131515,2135821,1428090,1306919,1405622,1577092,1443996,1361393,2186111
300214,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,563925,1027716,1436399,2545997,2134286
401110,"New pneumatic tyres, of rubber, of a kind used for motor cars, incl. station wagons and racing ...",2884298,2661989,2677039,2355158,2371175,2404509,2449409,2389231,1944390,2059200
382200,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ...",153117,183125,216800,230823,269492,404757,422980,253454,2173694,2046666
760612,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm, square or rectangular ...",982862,1078578,1196127,1224170,977325,1253736,1502967,1525444,1473878,2036694
870321,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",885004,915067,773779,1042648,867201,1576505,2406340,2478119,1730813,2007666
710691,"Silver, incl. silver plated with gold or platinum, unwrought (excluding silver in powder form)",2308729,1633965,1729466,1296941,1579533,1262091,1173496,1175432,1522601,2001367
850710,"Lead-acid accumulators of a kind used for starting piston engine """"starter batteries"""" (excluding ...""",1155914,1330365,1510528,1474237,1494881,1789456,1819162,1724439,1719006,1992255
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms",1811107,2108145,1918122,1542558,1329777,1410476,1642782,1427928,1469242,1971253
843149,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s.",1952554,1898654,1772824,1446687,1375704,1783597,2145463,1728189,1418992,1860518
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",1444558,1276695,1372296,1464900,1542442,1559537,1712212,1736164,1466954,1836637
848630,Machines and apparatus for the manufacture of flat panel displays,287409,965234,1022427,1438600,1438824,3147150,3837170,2515490,2693296,1822080
720851,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, not in coils, simply ...",2082970,1467912,1840437,1368737,1161627,1571645,1565607,1633557,1483342,1767813
390130,"Ethylene-vinyl acetate copolymers, in primary forms",530684,515584,1015185,909808,875794,1015860,1035588,1009699,995306,1738105
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",764513,870300,941670,825936,884942,1122828,1319273,1376755,1366885,1727810
290122,"Propene """"propylene""""""""",1607519,1638088,1762084,977091,1203536,1511045,1763506,1479879,1165776,1677389
720917,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",2043101,1721115,1716186,1248093,1099807,1343917,1405054,1315438,1136114,1664499
870850,"Drive-axles with differential, whether or not provided with other transmission components, ...",485619,597123,675562,685957,771369,753480,832940,869348,810420,1658312
390730,"Epoxide resins, in primary forms",557809,645485,683063,652505,614323,738539,885300,858517,847258,1641685
840999,"Parts suitable for use solely or principally with compression-ignition internal combustion ...""",1059662,1118919,1348498,1436157,1405816,1409264,1525882,1892220,1621161,1569849
848640,Machines and apparatus specified in Note?9 C to chapter 84,331266,524499,647403,871291,871736,1187286,1724458,1301317,1520465,1550502
391990,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ...",1016266,1350777,1331234,1354668,1281547,1538186,1643208,1597441,1404023,1535604
392062,"Plates, sheets, film, foil and strip, of non-cellular poly""""ethylene terephthalate"""", not ...""",733134,871884,785926,826434,821217,966088,1112527,1234654,1292991,1526255
392119,"Plates, sheets, film, foil and strip, of cellular plastic, unworked or merely surface-worked ...",422292,479744,518449,513671,516727,655632,866257,1171436,1440177,1511673
392690,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s (excluding ...",832796,888855,918481,959415,1123760,1236304,1382329,1313597,1341814,1502732
390720,"Polyethers, in primary forms (excluding polyacetals and goods of 3002 10)",901491,990534,1078817,860635,740035,782301,917776,885612,878218,1432086
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",2616423,3621867,2762813,3361144,2855123,2750882,1692418,1304916,1255147,1421470
400251,"Latex of acrylonitrile-butadiene rubber """"NBR""""""""",274097,272674,286831,285088,339008,527946,656894,673643,909622,1404762
382499,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",0,0,0,0,0,901492,1028200,1077812,1085519,1381089
853710,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",1242472,1806264,1303779,1292236,1428853,1352454,1551089,1548421,1351371,1368357
730890,"Structures and parts of structures, of iron or steel, n.e.s. (excluding bridges and bridge-sections, ...",2468938,2071810,2485499,3061331,3455792,4517527,2061303,1142800,883912,1365602
870360,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,482308,709433,939425,703974,1339762
853224,"Fixed electrical capacitors, ceramic dielectric, multilayer (excluding power capacitors)",713596,818509,802630,808049,703386,920309,1125920,1063452,1141967,1327971
853669,Plugs and sockets for a voltage <= 1.000 V (excluding lamp holders),873686,1066350,1010287,994320,1058901,1227813,1169204,1173518,1179754,1304071
720839,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",1605855,1151003,1233228,1054998,919101,1004388,911510,993040,1256458,1294579
870421,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",1996737,1703639,1459122,1324630,1133931,1298804,1382532,1244474,967581,1294414
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,1118574,1341762,1389537,1309271,1217012,1197443,1272251,1294301,954459,1254926
847990,"Parts of machines and mechanical appliances, n.e.s.",1594688,1724447,1871142,1877396,1494806,1560913,1604088,1370386,1241180,1239912
390140,"Ethylene-alpha-olefins copolymers, having a specific gravity of < 0,94 , in primary forms",0,0,0,0,0,241366,293091,403644,655606,1228972
290121,Ethylene,1238040,1417477,1065355,658029,749586,930524,1026259,950581,604458,1200919
260300,Copper ores and concentrates,11807,11219,25950,93621,39093,118578,200008,260668,388022,1185736
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",2701856,4163027,3583937,2762632,706472,734940,969440,1022525,1157688,1172054
720916,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",933940,908591,913656,651859,557918,697633,843054,784791,698110,1159370
853690,"Electrical apparatus for switching electrical circuits, or for making connections to or in ...",314995,462481,487807,562262,706465,719313,800974,853853,954038,1145050
390110,"Polyethylene with a specific gravity of < 0,94, in primary forms",1140282,1389490,1561527,1328645,1225984,1175688,1166205,927288,705536,1130835
400219,"Styrene-butadiene rubber """"SBR""""; carboxylated styrene-butadiene rubber """"XSBR"""", in primary ...""",1593944,1305139,1149742,823648,816556,1092688,1073273,921805,701536,1119266
848071,Injection or compression-type moulds for rubber or plastics,1246779,1353993,1548066,1293151,1261133,1293402,1243994,1267662,1301489,1075496
381800,"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, ...",940083,853307,750715,647851,633800,691605,1297221,972899,922276,1071559
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",678290,815548,927050,1038905,1093344,1446489,1244358,1173697,929527,1044775
848180,"Appliances for pipes, boiler shells, tanks, vats or the like (excluding pressure-reducing ...""",1456148,1299238,1159600,1331570,1192790,1039861,1135712,1099091,1021661,1043570
900190,"Lenses, prisms, mirrors and other optical elements, of any material, unmounted (excluding such ...",1557558,1420271,1400992,1203738,1354622,1722147,1554321,1461509,1153715,1018576
841430,Compressors for refrigerating equipment,988492,1043712,1036772,843958,876076,921686,1015525,1090974,998231,1014219
850440,Static converters,825144,629962,609623,590316,564278,642611,751976,715934,792460,1005992
851762,"Machines for the reception, conversion and transmission or regeneration of voice, images or ...",1119530,1008547,1182846,1366026,1031405,929446,969933,766826,923952,1003404
854449,"Electric conductors, for a voltage <= 1.000 V, insulated, not fitted with connectors, n.e.s.",835448,776216,819580,761683,807437,735153,863103,831505,888394,985886
903149,"Optical instruments, appliances and machines for measuring or checking, not elsewhere specified ...",210860,383261,351602,486302,594675,1087828,1231600,977954,964248,979336
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,247151,348023,374031,428747,386162,450917,573905,719146,802582,963507
291736,Terephthalic acid and its salts,3515124,3143400,2413494,1479229,1076508,1260289,1438147,1485663,924931,960478
760120,Unwrought aluminium alloys,123023,162265,189390,155082,189107,296174,519321,444537,629468,924222
320730,"Liquid lustres and similar preparations of the kind used in the ceramic, enamelling or glass ...",324499,487749,378487,386245,506435,358561,270106,294418,538672,924093
840734,"Spark-ignition reciprocating piston engine, of a kind used for vehicles of chapter 87, of a ...",1215760,814642,1015480,911048,969403,882393,859618,1092234,773247,909013
271320,Petroleum bitumen,1396932,1796318,1950126,1344636,811727,1328540,1388038,1268496,892827,898280
845129,"Drying machines for textile yarns, fabrics or made-up textile articles (excluding machines ...",601915,712531,542589,561972,484310,536484,501234,525673,722670,886116
390390,"Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile copolymers ...""",598442,666085,691813,572255,568720,670554,725738,627389,571049,884952
720838,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",507521,478819,654131,591888,612425,543122,602472,568005,435751,881297
880330,"Parts of aeroplanes or helicopters, n.e.s. (excluding those for gliders)",869775,1076934,1328335,1584607,1548351,1575833,1699891,1796971,1022655,880922
550320,"Staple fibres of polyesters, not carded, combed or otherwise processed for spinning",1034941,1048989,992579,848134,789778,935236,1131089,881483,742368,875376
870894,"Steering wheels, steering columns and steering boxes, and parts thereof, for tractors, motor ...",561445,887956,883444,804473,1093640,1061564,1114232,1106993,914223,872708
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",521107,599895,714239,702603,723253,832317,845530,826012,721836,847516
851220,Electrical lighting or visual signalling equipment for motor vehicles (excluding lamps of heading ...,421750,561811,694002,717219,891425,836472,797938,785935,739125,843531
850790,"Plates, separators and other parts of electric accumulators, n.e.s.",870330,665946,621213,628201,568513,578790,954646,943827,843903,840427
820730,"Interchangeable tools for pressing, stamping or punching",771173,789785,959716,951945,924128,992845,1109868,1020994,1101072,833162
721030,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",655422,610027,555813,487543,499608,627107,716611,593121,514036,824497
842121,Machinery and apparatus for filtering or purifying water,257816,328355,378393,456196,495316,436373,561752,699968,696223,823151
401120,"New pneumatic tyres, of rubber, of a kind used for buses and lorries (excluding typres with ...",1572176,1416517,1278119,975662,1003078,985315,975361,869635,807392,815802
721913,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",987806,857827,1022387,836717,766771,857413,982778,927415,764451,810037
292910,Isocyanates,743174,721644,664782,514308,679108,1218596,1276642,620057,510184,795891
330790,"Depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.",55412,70546,107946,203148,399924,699796,934990,724126,817809,792929
290250,Styrene,1794125,2138734,2263537,1317937,1312076,1540976,1099604,635004,541951,784469
370790,"Preparation of chemicals for photographic uses, incl. unmixed products put up in measured portions ...",236773,221260,312185,392342,476340,569724,618032,611837,637806,776846
290723,"4,4'-Isopropylidenediphenol """"bisphenol A, diphenylolpropane"""" and its salts""""",245800,437567,476025,329801,274546,362434,552867,421779,380831,774852
790111,"Unwrought zinc, not alloyed, containing by weight >= 99,99% of zinc",715586,670287,602608,708825,765916,925159,1061079,881017,912974,773047
190230,"Pasta, cooked or otherwise prepared (excluding stuffed)",252919,256996,250210,262995,339307,443074,477080,528621,686126,769774
390410,"Poly""""vinyl chloride"""", in primary forms, not mixed with any other substances""""",729660,688373,604948,510396,466910,487078,550968,404777,459548,756471
940190,"Parts of seats, n.e.s.",818046,874738,824525,739917,843934,850142,873080,798014,666175,750707
390931,"Poly""""methylene phenyl isocyanate"""" """"crude MDI, polymeric MDI"""", in primary forms""""",0,0,0,0,0,499625,539537,329495,371822,749567
860310,"Self-propelled railway or tramway coaches, vans and trucks, powered from an external source ...",574772,0,106762,340011,263425,6984,43681,187751,353729,741262
854129,Transistors with a dissipation rate >= 1 W (excluding photosensitive transistors),211342,314557,407910,372655,432831,495855,631745,663178,670712,737840
600410,"Knitted or crocheted fabrics, of a width of > 30 cm, containing >= 5% by weight elastomeric ...""",1505497,1556792,1525350,1339073,1232335,1128271,1069875,949917,632886,731369
210690,"Food preparations, n.e.s.",491360,551106,590458,596362,667768,774033,842998,773316,581173,722695
841590,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing ...",809338,892497,754892,714876,710026,722236,668594,701968,702911,722035
901890,"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",382420,390464,497543,498535,510689,540387,559775,579963,499846,719015
700600,"Sheets or profiles of glass, whether or not having an absorbent, reflecting or non-reflecting ...",177249,309339,395901,393637,472494,497857,548161,519117,485628,708008
903289,"Regulating or controlling instruments and apparatus (excluding hydraulic or pneumatic, manostats, ...",548847,595585,681978,607443,838276,736285,802075,725393,702728,697847
901812,Ultrasonic scanning apparatus,420978,457050,468139,462686,478375,615883,689581,666717,580119,696123
741011,"Refined copper foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of ...",215424,176475,206876,190095,200801,283052,350735,348657,416286,693931
391810,"Floor coverings, whether or not self-adhesive, in rolls or in the form of tiles, and wall ...""",335733,405344,449818,418359,480304,495151,550927,611385,555282,692563
854460,"Electric conductors, for a voltage > 1.000 V, insulated, n.e.s.",751346,652252,924803,623394,512492,589470,710466,543640,594628,682593
870830,"Brakes and servo-brakes and their parts, for tractors, motor vehicles for the transport of ...",988448,1064188,1132870,962752,993479,909623,942552,813157,610479,680094
240220,"Cigarettes, containing tobacco",606382,525034,669060,886814,981578,1125560,792282,717394,816423,679880
852349,Optical media for the recording of sound or of other phenomena (excluding unrecorded and goods ...,176987,184151,217250,218311,166318,268103,360610,376249,470741,673273
392190,"Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly ...",834100,839835,864639,740536,691033,679498,682804,656627,617024,670458
845020,"Laundry-type washing machines, of a dry linen capacity > 10 kg",1139585,795802,624720,444263,432901,545742,380016,342237,310953,669374
400220,"Butadiene rubber """"BR"""", in primary forms or in plates, sheets or strip""""",1146813,767901,696827,540073,509032,738935,632987,526215,422476,657347
720827,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",634009,562778,617699,502523,501312,581295,624550,595441,458110,654111
720837,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",355084,243613,393680,327746,268508,343604,544156,526920,319484,643965
870192,"Tractors, of an engine power > 18 kW but <= 37 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,265860,282662,319844,418326,638317
390769,"Poly""""ethylene terephthalate"""", in primary forms, having a viscosity number of < 78 ml/g""""",0,0,0,0,0,554213,660307,560937,415897,631617
392310,"Boxes, cases, crates and similar articles for the conveyance or packaging of goods, of plastics",529151,499960,536043,557232,590923,604271,563513,572083,529745,626843
841989,"Machinery, plant or laboratory equipment, whether or not electrically heated, for the treatment ...",1092338,884201,681527,917843,748680,591286,506846,630220,653325,624926
721633,"H sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",943978,805330,825129,637216,491272,543911,687960,616750,457077,620326
870880,"Suspension systems and parts thereof, incl. shock-absorbers, for tractors, motor vehicles for ...",354769,468123,483129,432033,470475,485004,495087,459558,421780,612784
291739,"Aromatic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",423175,434038,530433,483878,576864,821158,691008,472341,423506,612358
845811,"Horizontal lathes, incl. turning centres, for removing metal, numerically controlled",591265,571259,595081,470997,398772,497617,729884,584140,403182,606042
842890,"Machinery for lifting, handling, loading or unloading, n.e.s.",185550,266142,280050,359333,411155,466023,709670,550870,576259,600093
300490,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes, ...""",366676,394729,439075,435289,502871,511729,514556,529897,674356,597346
721061,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",453391,403181,397031,342296,336365,388965,509270,425809,380671,595330
854430,"Ignition wiring sets and other wiring sets for vehicles, aircraft or ships",792308,872319,925373,859096,673958,578322,563966,567299,547833,588311
722550,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...""",82004,161667,347758,397748,434985,469656,512998,452613,386160,584871
590320,"Textile fabrics impregnated, coated, covered or laminated with polyurethane (excluding wallcoverings ...",613898,637367,651090,592733,606124,605245,602952,554653,456817,579822
730629,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",804474,789448,1320098,235009,258825,790936,329789,322472,214186,572221
850490,"Parts of electrical transformers and inductors, n.e.s.",415347,441478,422996,387911,375763,411309,449952,425981,487208,571560
711031,"Rhodium, unwrought or in powder form",1977,7793,20661,18206,11614,950,4436,7852,115804,563984
841899,"Parts of refrigerating or freezing equipment and heat pumps, n.e.s.",414931,631492,658113,558738,552298,581851,453921,402655,443221,562673
700319,"Cast glass and rolled glass, in non-wired sheets, not otherwise worked (excluding glass coloured ...""",4718,84970,32280,157412,277935,338459,405127,461262,644859,560905
902129,Dental fittings (excl. artificial teeth),125879,150707,159474,177572,217626,266090,323165,397716,371773,559794
200899,"Fruit and other edible parts of plants, prepared or preserved, whether or not containing added ...",14712,16229,16804,13462,16326,17738,22109,150995,465887,553982
722519,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, non-grain-oriented",311420,291275,279971,220647,240312,293511,365238,313103,242776,552471
903190,"Parts and accessories for instruments, appliances and machines for measuring and checking, ...",187055,202323,213912,310509,260362,397753,446911,553371,476466,547497
720270,Ferro-molybdenum,100675,94873,153332,147246,142743,208885,407709,426948,290234,544896
711021,"Palladium, unwrought or in powder form",27312,40702,101784,137098,33983,2079,11574,52313,141335,536675
780110,"Unwrought lead, refined",293727,315241,463054,402045,606554,659255,688679,573551,510227,534747
842720,"Self-propelled trucks fitted with lifting or handling equipment, non-powered by an electric ...",542161,512990,404413,380682,358452,414808,558363,515053,352053,527466
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",320232,370346,392858,371470,401141,363432,431109,452531,451811,521400
300220,Vaccines for human medicine,204305,209983,194049,199138,205851,183491,165948,142584,172581,518635
731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...",400672,423451,463762,476200,526050,506607,519346,510458,445507,517028
292610,Acrylonitrile,363472,527194,513837,290355,248049,378598,425984,375327,236819,514087
841950,"Heat-exchange units (excluding instantaneous heaters, storage water heaters, boilers and equipment ...",880895,639092,821758,876921,832902,597072,549326,531401,663012,510817
350691,Adhesives based on polymers of heading 3901 to 3913 or on rubber (excluding products suitable ...,234728,229006,234926,224928,242265,268094,308118,363387,455311,510542
841510,"Window or wall air conditioning machines, self-contained or """"split-system""""""""",341159,390152,533184,527153,496625,517510,476617,394910,345262,505610
481019,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",1182100,1177544,1015781,882165,778027,731120,740000,665101,473295,499968
845710,Machining centres for working metal,601905,523880,505314,568571,444678,473472,682205,514495,342109,499379
540761,"Woven fabrics of yarn containing >= 85% by weight of non-textured polyester filaments, incl. ...",1060536,1006846,1024393,894941,783305,744742,717742,688936,408307,481492
710813,"Gold, incl. gold plated with platinum, in semi-manufactured forms, for non-monetary purposes",498757,389305,367930,366924,579755,380677,335858,309118,928220,480320
740811,"Wire of refined copper, with a maximum cross-sectional dimension of > 6 mm",363635,476925,429052,314784,292834,389629,435958,389346,334928,477868
870893,"Clutches and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, ...",252509,329481,370319,374088,539436,513357,433566,445924,410949,476005
840810,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",1413507,789294,881786,883667,547311,604476,391562,488512,491977,475805
392099,"Plates, sheets, film, foil and strip, of non-cellular plastics, n.e.s., not reinforced, laminated, ...",271681,326918,300717,249840,284407,339936,343497,398828,419947,472562
400270,"Ethylene-propylene diene rubber """"EPDM"""", non-conjugated, in primary forms or in plates, sheets ...""",294711,280746,317579,298080,262939,307163,367140,290994,222731,468282
830230,"Base metal mountings, fittings and similar articles suitable for motor vehicles (excluding ...",141949,190338,226740,226719,327395,424957,480009,484919,412157,467366
848210,Ball bearings,340698,386636,415135,400556,449117,526304,608919,452875,385753,465784
731210,"Stranded wire, ropes and cables, of iron or steel (excluding electrically insulated products ...",668122,663561,726809,546779,497576,509775,529020,490421,401629,463775
848310,"Transmission shafts, incl. cam shafts and crank shafts, and cranks",392841,367760,490653,511274,514909,438676,495783,491528,461034,462025
722592,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",23436,143447,268763,377929,355733,379343,353699,291369,296786,457391
270730,"Xylol """"xylenes"""" containing > 50% of xylenes (excluding chemically defined)""""",280677,277291,484961,378118,244943,302926,433305,450786,316620,457281
761699,"Articles of aluminium, n.e.s.",263719,256254,271273,243822,271931,319231,342363,339429,340117,457111
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",324918,316644,341262,358574,507702,476291,498134,478721,534186,456818
